Date,blockchain/utxo_count
2010-11-23,67750.0
2010-11-24,67585.0
2010-11-25,64604.0
2010-11-26,64927.0
2010-11-27,65066.0
2010-11-28,65358.0
2010-11-29,65411.0
2010-11-30,65593.0
2010-12-01,65660.0
2010-12-02,65818.0
2010-12-03,65784.0
2010-12-04,65924.0
2010-12-05,66148.0
2010-12-06,66422.0
2010-12-07,66513.0
2010-12-08,66759.0
2010-12-09,66925.0
2010-12-10,67124.0
2010-12-11,67437.0
2010-12-12,67813.0
2010-12-13,67640.0
2010-12-14,67974.0
2010-12-15,68259.0
2010-12-16,68470.0
2010-12-17,68482.0
2010-12-18,68768.0
2010-12-19,68784.0
2010-12-20,69297.0
2010-12-21,69607.0
2010-12-22,69885.0
2010-12-23,70214.0
2010-12-24,70550.0
2010-12-25,71012.0
2010-12-26,71356.0
2010-12-27,71355.0
2010-12-28,71755.0
2010-12-29,71904.0
2010-12-30,72145.0
2010-12-31,72464.0
2011-01-01,72745.0
2011-01-02,72908.0
2011-01-03,72813.0
2011-01-04,73250.0
2011-01-05,73521.0
2011-01-06,73692.0
2011-01-07,74169.0
2011-01-08,74720.0
2011-01-09,75107.0
2011-01-10,75523.0
2011-01-11,75922.0
2011-01-12,76306.0
2011-01-13,76497.0
2011-01-14,76725.0
2011-01-15,77109.0
2011-01-16,77494.0
2011-01-17,78000.0
2011-01-18,78312.0
2011-01-19,78720.0
2011-01-20,79290.0
2011-01-21,79681.0
2011-01-22,79807.0
2011-01-23,80027.0
2011-01-24,80515.0
2011-01-25,81008.0
2011-01-26,81484.0
2011-01-27,81629.0
2011-01-28,82162.0
2011-01-29,82406.0
2011-01-30,82831.0
2011-01-31,83070.0
2011-02-01,82844.0
2011-02-02,83134.0
2011-02-03,83520.0
2011-02-04,83922.0
2011-02-05,84134.0
2011-02-06,84396.0
2011-02-07,84841.0
2011-02-08,85214.0
2011-02-09,85846.0
2011-02-10,86571.0
2011-02-11,87823.0
2011-02-12,88670.0
2011-02-13,89608.0
2011-02-14,89795.0
2011-02-15,90983.0
2011-02-16,91809.0
2011-02-17,92990.0
2011-02-18,93528.0
2011-02-19,94236.0
2011-02-20,95375.0
2011-02-21,96679.0
2011-02-22,97762.0
2011-02-23,98881.0
2011-02-24,99859.0
2011-02-25,100906.0
2011-02-26,101717.0
2011-02-27,102685.0
2011-02-28,103331.0
2011-03-01,104614.0
2011-03-02,105486.0
2011-03-03,107625.0
2011-03-04,108091.0
2011-03-05,107814.0
2011-03-06,108681.0
2011-03-07,109384.0
2011-03-08,110299.0
2011-03-09,110906.0
2011-03-10,111650.0
2011-03-11,112202.0
2011-03-12,112945.0
2011-03-13,113563.0
2011-03-14,113363.0
2011-03-15,113837.0
2011-03-16,114167.0
2011-03-17,114996.0
2011-03-18,115496.0
2011-03-19,116199.0
2011-03-20,116965.0
2011-03-21,118340.0
2011-03-22,119344.0
2011-03-23,121119.0
2011-03-24,122243.0
2011-03-25,123531.0
2011-03-26,124970.0
2011-03-27,126087.0
2011-03-28,127290.0
2011-03-29,129125.0
2011-03-30,130151.0
2011-03-31,131268.0
2011-04-01,132045.0
2011-04-02,133103.0
2011-04-03,134461.0
2011-04-04,135749.0
2011-04-05,137079.0
2011-04-06,138099.0
2011-04-07,139178.0
2011-04-08,140158.0
2011-04-09,141274.0
2011-04-10,142085.0
2011-04-11,142623.0
2011-04-12,142930.0
2011-04-13,143623.0
2011-04-14,145228.0
2011-04-15,144872.0
2011-04-16,144254.0
2011-04-17,145269.0
2011-04-18,146507.0
2011-04-19,148082.0
2011-04-20,147701.0
2011-04-21,148791.0
2011-04-22,149745.0
2011-04-23,150367.0
2011-04-24,150755.0
2011-04-25,151120.0
2011-04-26,152776.0
2011-04-27,153107.0
2011-04-28,153700.0
2011-04-29,155301.0
2011-04-30,155887.0
2011-05-01,156314.0
2011-05-02,157743.0
2011-05-03,159231.0
2011-05-04,160133.0
2011-05-05,161230.0
2011-05-06,162768.0
2011-05-07,165243.0
2011-05-08,166477.0
2011-05-09,168122.0
2011-05-10,168845.0
2011-05-11,169546.0
2011-05-12,170705.0
2011-05-13,170853.0
2011-05-14,172906.0
2011-05-15,174707.0
2011-05-16,179105.0
2011-05-17,182727.0
2011-05-18,186192.0
2011-05-19,190450.0
2011-05-20,193233.0
2011-05-21,195859.0
2011-05-22,199829.0
2011-05-23,203333.0
2011-05-24,207920.0
2011-05-25,212880.0
2011-05-26,215594.0
2011-05-27,218228.0
2011-05-28,221886.0
2011-05-29,225838.0
2011-05-30,230490.0
2011-05-31,233198.0
2011-06-01,236894.0
2011-06-02,238652.0
2011-06-03,239168.0
2011-06-04,242763.0
2011-06-05,248078.0
2011-06-06,251581.0
2011-06-07,254381.0
