Date,blockchain/utxo_created_value_median
2009-06-04,50.0
2009-06-05,50.0
2009-06-06,50.0
2009-06-07,50.0
2009-06-08,50.0
2009-06-09,50.0
2009-06-10,50.0
2009-06-11,50.0
2009-06-12,50.0
2009-06-13,50.0
2009-06-14,50.0
2009-06-15,50.0
2009-06-16,50.0
2009-06-17,50.0
2009-06-18,50.0
2009-06-19,50.0
2009-06-20,50.0
2009-06-21,50.0
2009-06-22,50.0
2009-06-23,50.0
2009-06-24,50.0
2009-06-25,50.0
2009-06-26,50.0
2009-06-27,50.0
2009-06-28,50.0
2009-06-29,50.0
2009-06-30,50.0
2009-07-01,50.0
2009-07-02,50.0
2009-07-03,50.0
2009-07-04,50.0
2009-07-05,50.0
2009-07-06,50.0
2009-07-07,50.0
2009-07-08,50.0
2009-07-09,50.0
2009-07-10,50.0
2009-07-11,50.0
2009-07-12,50.0
2009-07-13,50.0
2009-07-14,50.0
2009-07-15,50.0
2009-07-16,50.0
2009-07-17,50.0
2009-07-18,50.0
2009-07-19,50.0
2009-07-20,50.0
2009-07-21,50.0
2009-07-22,50.0
2009-07-23,50.0
2009-07-24,50.0
2009-07-25,50.0
2009-07-26,50.0
2009-07-27,50.0
2009-07-28,50.0
2009-07-29,50.0
2009-07-30,50.0
2009-07-31,50.0
2009-08-01,50.0
2009-08-02,50.0
2009-08-03,50.0
2009-08-04,50.0
2009-08-05,50.0
2009-08-06,50.0
2009-08-07,50.0
2009-08-08,50.0
2009-08-09,50.0
2009-08-10,50.0
2009-08-11,50.0
2009-08-12,50.0
2009-08-13,50.0
2009-08-14,50.0
2009-08-15,50.0
2009-08-16,50.0
2009-08-17,50.0
2009-08-18,50.0
2009-08-19,50.0
2009-08-20,50.0
2009-08-21,50.0
2009-08-22,50.0
2009-08-23,50.0
2009-08-24,50.0
2009-08-25,50.0
2009-08-26,50.0
2009-08-27,50.0
2009-08-28,50.0
2009-08-29,50.0
2009-08-30,50.0
2009-08-31,50.0
2009-09-01,50.0
2009-09-02,50.0
2009-09-03,50.0
2009-09-04,50.0
2009-09-05,50.0
2009-09-06,50.0
2009-09-07,50.0
2009-09-08,50.0
2009-09-09,50.0
2009-09-10,50.0
2009-09-11,50.0
2009-09-12,50.0
2009-09-13,50.0
2009-09-14,50.0
2009-09-15,50.0
2009-09-16,50.0
2009-09-17,50.0
2009-09-18,50.0
2009-09-19,50.0
2009-09-20,50.0
2009-09-21,50.0
2009-09-22,50.0
2009-09-23,50.0
2009-09-24,50.0
2009-09-25,50.0
2009-09-26,50.0
2009-09-27,50.0
2009-09-28,50.0
2009-09-29,50.0
2009-09-30,50.0
2009-10-01,50.0
2009-10-02,50.0
2009-10-03,50.0
2009-10-04,50.0
2009-10-05,50.0
2009-10-06,50.0
2009-10-07,50.0
2009-10-08,50.0
2009-10-09,50.0
2009-10-10,50.0
2009-10-11,50.0
2009-10-12,50.0
2009-10-13,50.0
2009-10-14,50.0
2009-10-15,50.0
2009-10-16,50.0
2009-10-17,50.0
2009-10-18,50.0
2009-10-19,50.0
2009-10-20,50.0
2009-10-21,50.0
2009-10-22,50.0
2009-10-23,50.0
2009-10-24,50.0
2009-10-25,50.0
2009-10-26,50.0
2009-10-27,50.0
2009-10-28,50.0
2009-10-29,50.0
2009-10-30,50.0
2009-10-31,50.0
2009-11-01,50.0
2009-11-02,50.0
2009-11-03,50.0
2009-11-04,50.0
2009-11-05,50.0
2009-11-06,50.0
2009-11-07,50.0
2009-11-08,50.0
2009-11-09,50.0
2009-11-10,50.0
2009-11-11,50.0
2009-11-12,50.0
2009-11-13,50.0
2009-11-14,50.0
2009-11-15,50.0
2009-11-16,50.0
2009-11-17,50.0
2009-11-18,50.0
2009-11-19,50.0
2009-11-20,50.0
2009-11-21,50.0
2009-11-22,50.0
2009-11-23,50.0
2009-11-24,50.0
2009-11-25,50.0
2009-11-26,50.0
2009-11-27,50.0
2009-11-28,50.0
2009-11-29,50.0
2009-11-30,50.0
2009-12-01,50.0
2009-12-02,50.0
2009-12-03,50.0
2009-12-04,50.0
2009-12-05,50.0
2009-12-06,50.0
2009-12-07,50.0
2009-12-08,50.0
2009-12-09,50.0
2009-12-10,50.0
2009-12-11,50.0
2009-12-12,50.0
2009-12-13,50.0
2009-12-14,50.0
2009-12-15,50.0
2009-12-16,50.0
2009-12-17,50.0
2009-12-18,50.0
2009-12-19,50.0
2009-12-20,50.0
2009-12-21,50.0
2009-12-22,50.0
2009-12-23,50.0
2009-12-24,50.0
2009-12-25,50.0
2009-12-26,50.0
2009-12-27,50.0
2009-12-28,50.0
2009-12-29,50.0
2009-12-30,50.0
2009-12-31,50.0
2010-01-01,50.0
2010-01-02,50.0
2010-01-03,50.0
2010-01-04,50.0
2010-01-05,50.0
2010-01-06,50.0
2010-01-07,50.0
2010-01-08,50.0
2010-01-09,50.0
2010-01-10,50.0
2010-01-11,50.0
2010-01-12,50.0
2010-01-13,50.0
2010-01-14,50.0
2010-01-15,50.0
2010-01-16,50.0
2010-01-17,50.0
2010-01-18,50.0
2010-01-19,50.0
2010-01-20,50.0
2010-01-21,50.0
2010-01-22,50.0
2010-01-23,50.0
2010-01-24,50.0
2010-01-25,50.0
2010-01-26,50.0
2010-01-27,50.0
2010-01-28,50.0
2010-01-29,50.0
2010-01-30,50.0
2010-01-31,50.0
2010-02-01,50.0
2010-02-02,50.0
2010-02-03,50.0
2010-02-04,50.0
2010-02-05,50.0
2010-02-06,50.0
2010-02-07,50.0
2010-02-08,50.0
2010-02-09,50.0
2010-02-10,50.0
2010-02-11,50.0
2010-02-12,50.0
2010-02-13,50.0
2010-02-14,50.0
2010-02-15,50.0
2010-02-16,50.0
2010-02-17,50.0
2010-02-18,50.0
2010-02-19,50.0
2010-02-20,50.0
2010-02-21,50.0
2010-02-22,50.0
2010-02-23,50.0
2010-02-24,50.0
2010-02-25,50.0
2010-02-26,50.0
2010-02-27,50.0
2010-02-28,50.0
2010-03-01,50.0
2010-03-02,50.0
2010-03-03,50.0
2010-03-04,50.0
2010-03-05,50.0
2010-03-06,50.0
2010-03-07,50.0
2010-03-08,50.0
2010-03-09,50.0
2010-03-10,50.0
2010-03-11,50.0
2010-03-12,50.0
2010-03-13,50.0
2010-03-14,50.0
2010-03-15,50.0
2010-03-16,50.0
2010-03-17,50.0
2010-03-18,50.0
2010-03-19,50.0
2010-03-20,50.0
2010-03-21,50.0
2010-03-22,50.0
2010-03-23,50.0
2010-03-24,50.0
2010-03-25,50.0
2010-03-26,50.0
2010-03-27,50.0
2010-03-28,50.0
2010-03-29,50.0
2010-03-30,50.0
2010-03-31,50.0
2010-04-01,50.0
2010-04-02,50.0
2010-04-03,50.0
2010-04-04,50.0
2010-04-05,50.0
2010-04-06,50.0
2010-04-07,50.0
2010-04-08,50.0
2010-04-09,50.0
2010-04-10,50.0
2010-04-11,50.0
2010-04-12,50.0
2010-04-13,50.0
2010-04-14,50.0
2010-04-15,50.0
2010-04-16,50.0
2010-04-17,50.0
2010-04-18,0.3
2010-04-19,50.0
2010-04-20,50.0
2010-04-21,50.0
2010-04-22,50.0
2010-04-23,50.0
2010-04-24,50.0
2010-04-25,50.0
2010-04-26,50.0
2010-04-27,50.0
2010-04-28,50.0
2010-04-29,50.0
2010-04-30,50.0
2010-05-01,50.0
2010-05-02,50.0
2010-05-03,50.0
2010-05-04,50.0
2010-05-05,50.0
2010-05-06,50.0
2010-05-07,50.0
2010-05-08,50.0
2010-05-09,50.0
2010-05-10,50.0
2010-05-11,50.0
2010-05-12,50.0
2010-05-13,50.0
2010-05-14,50.0
2010-05-15,50.0
2010-05-16,50.0
2010-05-17,50.0
2010-05-18,50.0
2010-05-19,50.0
2010-05-20,50.0
2010-05-21,50.0
2010-05-22,50.0
2010-05-23,50.0
2010-05-24,50.0
2010-05-25,50.0
2010-05-26,50.0
2010-05-27,50.0
2010-05-28,50.0
2010-05-29,50.0
2010-05-30,50.0
2010-05-31,50.0
2010-06-01,50.0
2010-06-02,50.0
2010-06-03,50.0
2010-06-04,50.0
2010-06-05,50.0
2010-06-06,50.0
2010-06-07,50.0
2010-06-08,50.0
2010-06-09,50.0
2010-06-10,50.0
2010-06-11,50.0
2010-06-12,50.0
2010-06-13,50.0
2010-06-14,50.0
2010-06-15,50.0
2010-06-16,50.0
2010-06-17,50.0
2010-06-18,50.0
2010-06-19,50.0
2010-06-20,50.0
2010-06-21,50.0
2010-06-22,50.0
2010-06-23,50.0
2010-06-24,50.0
2010-06-25,50.0
2010-06-26,50.0
2010-06-27,50.0
2010-06-28,50.0
2010-06-29,50.0
2010-06-30,50.0
2010-07-01,50.0
2010-07-02,50.0
2010-07-03,50.0
2010-07-04,50.0
2010-07-05,50.0
2010-07-06,50.0
2010-07-07,50.0
2010-07-08,50.0
2010-07-09,50.0
2010-07-10,50.0
2010-07-11,50.0
2010-07-12,50.0
2010-07-13,50.0
2010-07-14,3.37
2010-07-15,4.98
2010-07-16,14.23
2010-07-17,15.77
2010-07-18,40.0
2010-07-19,10.0
2010-07-20,50.0
2010-07-21,50.0
2010-07-22,17.85
2010-07-23,50.0
2010-07-24,3.05
2010-07-25,2.08
2010-07-26,50.0
2010-07-27,12.5
2010-07-28,0.05
2010-07-29,0.05
2010-07-30,50.0
2010-07-31,50.0
2010-08-01,50.0
2010-08-02,50.0
2010-08-03,12.85
2010-08-04,50.0
2010-08-05,50.0
2010-08-06,5.0
2010-08-07,50.0
2010-08-08,4.93
2010-08-09,50.0
2010-08-10,50.0
2010-08-11,50.0
2010-08-12,50.0
2010-08-13,50.0
2010-08-14,50.0
2010-08-15,50.0
2010-08-16,50.0
2010-08-17,50.0
2010-08-18,49.0
2010-08-19,50.0
2010-08-20,50.0
2010-08-21,50.0
2010-08-22,50.0
2010-08-23,50.0
2010-08-24,50.0
2010-08-25,50.0
2010-08-26,50.0
2010-08-27,50.0
2010-08-28,50.0
2010-08-29,50.0
2010-08-30,20.0
2010-08-31,50.0
2010-09-01,15.75
2010-09-02,50.0
2010-09-03,50.0
2010-09-04,50.0
2010-09-05,50.0
2010-09-06,50.0
2010-09-07,50.0
2010-09-08,50.0
2010-09-09,50.0
2010-09-10,50.0
2010-09-11,50.0
2010-09-12,9.4
2010-09-13,50.0
2010-09-14,50.0
2010-09-15,34.89
2010-09-16,50.0
2010-09-17,50.0
2010-09-18,50.0
2010-09-19,50.0
2010-09-20,50.0
2010-09-21,1.38
2010-09-22,0.67
2010-09-23,30.8
2010-09-24,50.0
2010-09-25,10.0
2010-09-26,50.0
2010-09-27,10.0
2010-09-28,40.76
2010-09-29,2.15
2010-09-30,25.0
2010-10-01,1.0
2010-10-02,0.5
2010-10-03,50.0
2010-10-04,50.0
2010-10-05,50.0
2010-10-06,50.0
2010-10-07,50.0
2010-10-08,50.0
2010-10-09,50.0
2010-10-10,50.0
2010-10-11,50.0
2010-10-12,50.0
2010-10-13,50.0
2010-10-14,50.0
2010-10-15,50.0
2010-10-16,50.0
2010-10-17,50.0
2010-10-18,50.0
2010-10-19,10.0
2010-10-20,25.0
2010-10-21,26.0
2010-10-22,3.6
2010-10-23,10.0
2010-10-24,20.0
2010-10-25,50.0
2010-10-26,50.0
2010-10-27,50.0
2010-10-28,50.0
2010-10-29,50.0
2010-10-30,50.0
2010-10-31,50.0
2010-11-01,50.0
2010-11-02,50.0
2010-11-03,50.0
2010-11-04,50.0
2010-11-05,50.0
2010-11-06,50.0
2010-11-07,50.0
2010-11-08,50.0
2010-11-09,50.0
2010-11-10,50.0
2010-11-11,50.0
2010-11-12,50.0
2010-11-13,50.0
2010-11-14,50.0
2010-11-15,0.19
2010-11-16,30.2
2010-11-17,50.0
2010-11-18,0.06
2010-11-19,0.01
2010-11-20,0.01
2010-11-21,0.01
2010-11-22,50.0
2010-11-23,50.0
2010-11-24,0.01
2010-11-25,0.3
2010-11-26,5.0
2010-11-27,9.01
2010-11-28,14.54
2010-11-29,50.0
2010-11-30,30.0
2010-12-01,17.3
2010-12-02,37.39
2010-12-03,47.48
2010-12-04,50.0
2010-12-05,50.0
2010-12-06,40.0
2010-12-07,32.79
2010-12-08,20.0
2010-12-09,50.0
2010-12-10,25.64
2010-12-11,17.89
2010-12-12,7.55
2010-12-13,1.29
2010-12-14,2.17
2010-12-15,50.0
2010-12-16,50.0
2010-12-17,49.75
2010-12-18,28.77
2010-12-19,5.0
2010-12-20,3.0
2010-12-21,23.47
2010-12-22,14.89
2010-12-23,5.0
2010-12-24,10.55
2010-12-25,24.06
2010-12-26,16.88
2010-12-27,14.1
2010-12-28,6.52
2010-12-29,20.0
2010-12-30,16.99
2010-12-31,20.0
2011-01-01,25.6
2011-01-02,28.65
2011-01-03,0.05
2011-01-04,0.46
2011-01-05,0.42
2011-01-06,1.71
2011-01-07,1.57
2011-01-08,1.2
2011-01-09,1.3
2011-01-10,0.95
2011-01-11,1.17
2011-01-12,1.03
2011-01-13,1.37
2011-01-14,1.03
2011-01-15,5.0
2011-01-16,3.31
2011-01-17,5.6
2011-01-18,4.0
2011-01-19,3.96
2011-01-20,4.0
2011-01-21,1.56
2011-01-22,0.75
2011-01-23,1.87
2011-01-24,1.19
2011-01-25,5.21
2011-01-26,5.02
2011-01-27,7.34
2011-01-28,2.97
2011-01-29,2.46
2011-01-30,3.06
2011-01-31,5.0
2011-02-01,9.15
2011-02-02,9.0
2011-02-03,6.02
2011-02-04,13.0
2011-02-05,16.0
2011-02-06,16.89
2011-02-07,21.58
2011-02-08,10.95
2011-02-09,5.52
2011-02-10,5.04
2011-02-11,5.0
2011-02-12,3.9
2011-02-13,2.0
2011-02-14,2.06
2011-02-15,1.45
2011-02-16,1.45
2011-02-17,2.15
2011-02-18,3.16
2011-02-19,2.6
2011-02-20,3.44
2011-02-21,5.0
2011-02-22,2.91
2011-02-23,5.0
2011-02-24,5.56
2011-02-25,4.86
2011-02-26,5.71
2011-02-27,2.49
2011-02-28,1.91
2011-03-01,1.6
2011-03-02,1.89
2011-03-03,0.78
2011-03-04,2.78
2011-03-05,3.55
2011-03-06,2.57
2011-03-07,3.76
2011-03-08,3.87
2011-03-09,7.72
2011-03-10,3.34
2011-03-11,3.54
2011-03-12,1.01
2011-03-13,1.0
2011-03-14,0.5
2011-03-15,1.0
2011-03-16,0.5
2011-03-17,0.6
2011-03-18,1.84
2011-03-19,1.0
2011-03-20,1.26
2011-03-21,0.05
2011-03-22,10.45
2011-03-23,1.55
2011-03-24,3.24
2011-03-25,2.69
2011-03-26,1.19
2011-03-27,1.06
2011-03-28,1.02
2011-03-29,1.14
2011-03-30,2.42
2011-03-31,2.82
2011-04-01,2.03
2011-04-02,2.1
2011-04-03,1.64
2011-04-04,2.17
2011-04-05,2.0
2011-04-06,2.46
2011-04-07,1.58
2011-04-08,1.58
2011-04-09,2.85
2011-04-10,1.86
2011-04-11,2.09
2011-04-12,2.66
2011-04-13,1.5
2011-04-14,1.58
2011-04-15,2.13
2011-04-16,4.22
2011-04-17,1.49
2011-04-18,0.58
2011-04-19,1.64
2011-04-20,2.83
2011-04-21,2.47
2011-04-22,2.1
2011-04-23,2.22
2011-04-24,1.28
2011-04-25,1.24
2011-04-26,1.84
2011-04-27,1.17
2011-04-28,1.62
2011-04-29,1.82
2011-04-30,1.137281
2011-05-01,1.11
2011-05-02,1.55
2011-05-03,1.84
2011-05-04,2.72
2011-05-05,1.89
2011-05-06,1.86
2011-05-07,1.62
2011-05-08,1.49
2011-05-09,1.21
2011-05-10,1.50844358
2011-05-11,1.65
2011-05-12,1.15
2011-05-13,1.14
2011-05-14,1.07
2011-05-15,1.06
2011-05-16,0.45
2011-05-17,1.0
2011-05-18,0.98
2011-05-19,0.35084533
2011-05-20,1.03
2011-05-21,1.65
2011-05-22,1.0
2011-05-23,0.95
2011-05-24,1.0
2011-05-25,1.0
2011-05-26,1.12
2011-05-27,1.05
2011-05-28,1.0
2011-05-29,1.0
2011-05-30,0.82
2011-05-31,1.0
2011-06-01,1.02
2011-06-02,1.06
2011-06-03,1.014
2011-06-04,1.01
2011-06-05,1.04
2011-06-06,1.0
2011-06-07,1.07
2011-06-08,1.02
2011-06-09,1.0
2011-06-10,1.0
2011-06-11,1.0
2011-06-12,1.0
2011-06-13,0.88
2011-06-14,0.68
2011-06-15,1.0
2011-06-16,1.0
2011-06-17,1.0
2011-06-18,0.33
2011-06-19,0.78
2011-06-20,0.55
2011-06-21,0.34
2011-06-22,0.5
2011-06-23,0.52
2011-06-24,0.61662045
2011-06-25,0.6
2011-06-26,0.769
2011-06-27,0.3
2011-06-28,0.6105
2011-06-29,0.67987932
2011-06-30,0.636
2011-07-01,0.11
2011-07-02,0.0185
2011-07-03,0.3
2011-07-04,0.41
2011-07-05,0.58
2011-07-06,0.50014371
2011-07-07,0.5
2011-07-08,0.25
2011-07-09,0.2
2011-07-10,0.0595
2011-07-11,0.3
2011-07-12,0.27
2011-07-13,0.25
2011-07-14,0.10608557
2011-07-15,0.2295
2011-07-16,0.215
2011-07-17,0.1649542
2011-07-18,0.38544245
2011-07-19,0.37
2011-07-20,0.21
2011-07-21,0.15
2011-07-22,0.5
2011-07-23,0.28329794
2011-07-24,0.38415635
2011-07-25,0.3
2011-07-26,0.37659037
2011-07-27,0.34
2011-07-28,0.25
2011-07-29,0.29
2011-07-30,0.22
2011-07-31,0.22273001
2011-08-01,0.32094085
2011-08-02,0.5395
2011-08-03,1.0
2011-08-04,0.64
2011-08-05,0.28
2011-08-06,0.22
2011-08-07,0.34170301
2011-08-08,0.2995
2011-08-09,0.51
2011-08-10,0.5695
2011-08-11,0.64
2011-08-12,0.9
2011-08-13,0.41560554
2011-08-14,0.25
2011-08-15,0.51
2011-08-16,0.32350372
2011-08-17,0.46566855
2011-08-18,0.34340567
2011-08-19,0.21379123
2011-08-20,0.21099934
2011-08-21,0.18
2011-08-22,0.13064992
2011-08-23,0.16932509
2011-08-24,0.26293063
2011-08-25,0.129
2011-08-26,0.41053604
2011-08-27,0.26
2011-08-28,0.13458188
2011-08-29,0.33
2011-08-30,0.8219443
2011-08-31,1.0
2011-09-01,1.0
2011-09-02,1.0
2011-09-03,1.0
2011-09-04,1e-08
2011-09-05,0.61
2011-09-06,1.01668732
2011-09-07,1.0
2011-09-08,0.95
2011-09-09,1.0
2011-09-10,0.97852031
2011-09-11,1.0
2011-09-12,1.0
2011-09-13,1.00307809
2011-09-14,1.0
2011-09-15,1.01727722
2011-09-16,1.00698723
2011-09-17,1.0201881
2011-09-18,1.0
2011-09-19,0.80598976
2011-09-20,0.18
2011-09-21,0.79665488
2011-09-22,0.297429
2011-09-23,0.14368326
2011-09-24,0.10453787
2011-09-25,0.1
2011-09-26,0.2
2011-09-27,0.28020951
2011-09-28,0.90445856
2011-09-29,1.01
2011-09-30,1.02
2011-10-01,1.02
2011-10-02,1.0
2011-10-03,1.01
2011-10-04,1.06062648
2011-10-05,1.01
2011-10-06,1.06
2011-10-07,1.01
2011-10-08,1.00185376
2011-10-09,1.02120355
2011-10-10,1.00933243
2011-10-11,1.0
2011-10-12,1.00265543
2011-10-13,1.02874851
2011-10-14,1.16
2011-10-15,1.0298743
2011-10-16,1.0971623
2011-10-17,1.10790266
2011-10-18,1.02722299
2011-10-19,1.04865039
2011-10-20,1.05346897
2011-10-21,1.21435027
2011-10-22,1.11896118
2011-10-23,1.4
2011-10-24,1.03
2011-10-25,1.00519482
2011-10-26,1.08461523
2011-10-27,1.01470505
2011-10-28,1.09
2011-10-29,1.09304395
2011-10-30,1.04
2011-10-31,1.03
2011-11-01,1.33
2011-11-02,1.5784
2011-11-03,1.14256299
2011-11-04,1.2516364
2011-11-05,1.104565
2011-11-06,1.02
2011-11-07,1.041
2011-11-08,1.06928579
2011-11-09,1.03236564
2011-11-10,1.0
2011-11-11,1.0799
2011-11-12,1.02555534
2011-11-13,1.01425508
2011-11-14,1.13925076
2011-11-15,1.02543
2011-11-16,1.21
2011-11-17,1.38085214
2011-11-18,1.06281236
2011-11-19,1.07
2011-11-20,1.07718653
2011-11-21,1.0885
2011-11-22,1.07854505
2011-11-23,1.28
2011-11-24,1.06
2011-11-25,1.05
2011-11-26,1.097
2011-11-27,1.00700454
2011-11-28,1.02
2011-11-29,1.04
2011-11-30,1.32
2011-12-01,1.0
2011-12-02,1.05687864
2011-12-03,1.047437
2011-12-04,1.02
2011-12-05,1.0
2011-12-06,0.70413623
2011-12-07,1.19
2011-12-08,1.14
2011-12-09,1.45486804
2011-12-10,1.23014
2011-12-11,1.2
2011-12-12,1.09326147
2011-12-13,1.01361352
2011-12-14,1.08558156
2011-12-15,1.6
2011-12-16,2.02343216
2011-12-17,1.25
2011-12-18,1.03220356
2011-12-19,1.16777386
2011-12-20,1.58756452
2011-12-21,1.38308948
2011-12-22,1.03
2011-12-23,1.01
2011-12-24,1.007
2011-12-25,1.00181453
2011-12-26,1.00044628
2011-12-27,1.01265505
2011-12-28,1.16
2011-12-29,1.06975844
2011-12-30,1.16819537
2011-12-31,1.3315
2012-01-01,1.0162765
2012-01-02,1.01548786
2012-01-03,1.02974883
2012-01-04,1.27914491
2012-01-05,1.04923962
2012-01-06,1.3465
2012-01-07,1.05048252
2012-01-08,0.88922
2012-01-09,1.00719611
2012-01-10,1.0
2012-01-11,1.0
2012-01-12,1.0
2012-01-13,1.00316649
2012-01-14,0.99530391
2012-01-15,1.0
2012-01-16,0.89169974
2012-01-17,1.01
2012-01-18,1.02313559
2012-01-19,1.0
2012-01-20,1.00593332
2012-01-21,1.04179358
2012-01-22,1.0
2012-01-23,1.0
2012-01-24,1.0
2012-01-25,1.0
2012-01-26,1.00256773
2012-01-27,1.00499385
2012-01-28,1.0
2012-01-29,1.0
2012-01-30,1.0
2012-01-31,1.00511079
2012-02-01,1.0
2012-02-02,1.0
2012-02-03,1.0
2012-02-04,1.0
2012-02-05,1.0
2012-02-06,1.04831759
2012-02-07,1.00888316
2012-02-08,0.95
2012-02-09,0.82
2012-02-10,0.577
2012-02-11,0.65477433
2012-02-12,0.5851274
2012-02-13,0.7
2012-02-14,0.51
2012-02-15,0.35436569
2012-02-16,0.49493
2012-02-17,1.07
2012-02-18,1.0
2012-02-19,0.72
2012-02-20,0.99963
2012-02-21,1.02
2012-02-22,1.01213263
2012-02-23,0.8005
2012-02-24,1.0
2012-02-25,0.9995
2012-02-26,1.0
2012-02-27,1.0
2012-02-28,0.99
2012-02-29,0.95388347
2012-03-01,1.01
2012-03-02,0.89832417
2012-03-03,0.77
2012-03-04,0.89795127
2012-03-05,0.66763
2012-03-06,0.7981671
2012-03-07,0.68444
2012-03-08,0.67992249
2012-03-09,0.7750678
2012-03-10,0.99
2012-03-11,0.66602439
2012-03-12,0.78232215
2012-03-13,0.9895
2012-03-14,1.0
2012-03-15,0.93
2012-03-16,0.96564006
2012-03-17,0.7272645
2012-03-18,0.7995
2012-03-19,1.0
2012-03-20,1.02095063
2012-03-21,1.0
2012-03-22,1.0
2012-03-23,0.91987326
2012-03-24,0.91692224
2012-03-25,0.96
2012-03-26,0.9495
2012-03-27,0.96251619
2012-03-28,0.82963469
2012-03-29,1.0
2012-03-30,1.0
2012-03-31,1.0
2012-04-01,0.76002
2012-04-02,1.01
2012-04-03,1.02510663
2012-04-04,1.0
2012-04-05,1.0
2012-04-06,1.01
2012-04-07,0.93
2012-04-08,0.67855439
2012-04-09,1.0
2012-04-10,0.62953125
2012-04-11,1.0
2012-04-12,0.99491066
2012-04-13,0.99
2012-04-14,0.68381601
2012-04-15,0.59678733
2012-04-16,1.0
2012-04-17,1.0
2012-04-18,0.95292492
2012-04-19,1.09720942
2012-04-20,1.09
2012-04-21,1.0
2012-04-22,0.78654693
2012-04-23,0.846542
2012-04-24,0.9085
2012-04-25,0.82068993
2012-04-26,0.4632
2012-04-27,0.89
2012-04-28,0.59109007
2012-04-29,0.53
2012-04-30,0.72043351
2012-05-01,0.47415102
2012-05-02,0.62
2012-05-03,0.31368094
2012-05-04,0.36130823
2012-05-05,0.38582
2012-05-06,0.43172335
2012-05-07,0.3549
2012-05-08,0.40129535
2012-05-09,0.45251545
2012-05-10,0.5
2012-05-11,0.19818213
2012-05-12,0.2031
2012-05-13,0.208008
2012-05-14,0.13373566
2012-05-15,0.19846586
2012-05-16,0.19
2012-05-17,0.1285
2012-05-18,0.08
2012-05-19,0.075
2012-05-20,0.1
2012-05-21,0.09652
2012-05-22,0.2
2012-05-23,0.1994992
2012-05-24,0.18
2012-05-25,0.10330266
