Date,blockchain/block_interval_median
2015-12-13,427.0
2015-12-14,351.0
2015-12-15,355.0
2015-12-16,407.0
2015-12-17,378.0
2015-12-18,399.0
2015-12-19,375.0
2015-12-20,344.0
2015-12-21,442.0
2015-12-22,352.0
2015-12-23,399.0
2015-12-24,450.0
2015-12-25,338.0
2015-12-26,393.0
2015-12-27,313.0
2015-12-28,382.0
2015-12-29,401.0
2015-12-30,377.0
2015-12-31,471.0
2016-01-01,456.0
2016-01-02,389.0
2016-01-03,383.0
2016-01-04,352.0
2016-01-05,399.0
2016-01-06,391.0
2016-01-07,471.0
2016-01-08,341.0
2016-01-09,434.0
2016-01-10,371.0
2016-01-11,416.0
2016-01-12,309.0
2016-01-13,445.0
2016-01-14,484.0
2016-01-15,462.0
2016-01-16,422.0
2016-01-17,389.0
2016-01-18,347.0
2016-01-19,466.0
2016-01-20,477.0
2016-01-21,470.0
2016-01-22,323.0
2016-01-23,321.0
2016-01-24,322.0
2016-01-25,343.0
2016-01-26,402.0
2016-01-27,410.0
2016-01-28,458.0
2016-01-29,347.0
2016-01-30,314.0
2016-01-31,292.0
2016-02-01,377.0
2016-02-02,369.0
2016-02-03,311.0
2016-02-04,383.0
2016-02-05,324.0
2016-02-06,319.0
2016-02-07,342.0
2016-02-08,394.0
2016-02-09,315.0
2016-02-10,382.0
2016-02-11,321.0
2016-02-12,340.0
2016-02-13,395.0
2016-02-14,396.0
2016-02-15,376.0
2016-02-16,432.0
2016-02-17,417.0
2016-02-18,375.0
2016-02-19,487.0
2016-02-20,475.0
2016-02-21,440.0
2016-02-22,479.0
2016-02-23,491.0
2016-02-24,514.0
2016-02-25,392.0
2016-02-26,492.0
2016-02-27,468.0
2016-02-28,454.0
2016-02-29,350.0
2016-03-01,481.0
2016-03-02,403.0
2016-03-03,400.0
2016-03-04,356.0
2016-03-05,449.0
2016-03-06,367.0
2016-03-07,408.0
2016-03-08,349.0
2016-03-09,378.0
2016-03-10,404.0
2016-03-11,358.0
2016-03-12,446.0
2016-03-13,431.0
2016-03-14,368.0
2016-03-15,345.0
2016-03-16,365.0
2016-03-17,492.0
2016-03-18,405.0
2016-03-19,394.0
2016-03-20,421.0
2016-03-21,453.0
2016-03-22,437.0
2016-03-23,307.0
2016-03-24,420.0
2016-03-25,424.0
2016-03-26,379.0
2016-03-27,409.0
2016-03-28,349.0
2016-03-29,423.0
2016-03-30,397.0
2016-03-31,525.0
2016-04-01,406.0
2016-04-02,418.0
2016-04-03,373.0
2016-04-04,381.0
2016-04-05,340.0
2016-04-06,405.0
2016-04-07,354.0
2016-04-08,421.0
2016-04-09,351.0
2016-04-10,390.0
2016-04-11,362.0
2016-04-12,456.0
2016-04-13,365.0
2016-04-14,377.0
2016-04-15,492.0
2016-04-16,433.0
2016-04-17,418.0
2016-04-18,440.0
2016-04-19,471.0
2016-04-20,317.0
2016-04-21,400.0
2016-04-22,416.0
2016-04-23,402.0
2016-04-24,531.0
2016-04-25,541.0
2016-04-26,455.0
2016-04-27,498.0
2016-04-28,438.0
2016-04-29,438.0
2016-04-30,409.0
2016-05-01,350.0
2016-05-02,358.0
2016-05-03,455.0
2016-05-04,410.0
2016-05-05,374.0
2016-05-06,394.0
2016-05-07,377.0
2016-05-08,371.0
2016-05-09,337.0
2016-05-10,324.0
2016-05-11,442.0
2016-05-12,469.0
2016-05-13,395.0
2016-05-14,392.0
2016-05-15,445.0
2016-05-16,383.0
2016-05-17,504.0
2016-05-18,337.0
2016-05-19,575.0
2016-05-20,425.0
2016-05-21,495.0
2016-05-22,269.0
2016-05-23,307.0
2016-05-24,447.0
2016-05-25,426.0
2016-05-26,457.0
2016-05-27,400.0
2016-05-28,420.0
2016-05-29,437.0
2016-05-30,391.0
2016-05-31,476.0
2016-06-01,364.0
2016-06-02,424.0
2016-06-03,413.0
2016-06-04,500.0
2016-06-05,354.0
2016-06-06,363.0
2016-06-07,392.0
2016-06-08,391.0
2016-06-09,404.0
2016-06-10,429.0
2016-06-11,380.0
2016-06-12,450.0
2016-06-13,317.0
2016-06-14,396.0
2016-06-15,405.0
2016-06-16,383.0
2016-06-17,386.0
2016-06-18,410.0
2016-06-19,366.0
2016-06-20,325.0
2016-06-21,410.0
2016-06-22,428.0
2016-06-23,438.0
2016-06-24,472.0
2016-06-25,385.0
2016-06-26,439.0
2016-06-27,435.0
2016-06-28,369.0
2016-06-29,364.0
2016-06-30,379.0
2016-07-01,348.0
2016-07-02,412.0
2016-07-03,347.0
2016-07-04,423.0
2016-07-05,413.0
2016-07-06,357.0
2016-07-07,421.0
2016-07-08,361.0
2016-07-09,414.0
2016-07-10,349.0
2016-07-11,479.0
2016-07-12,369.0
2016-07-13,469.0
2016-07-14,398.0
2016-07-15,400.0
2016-07-16,363.0
2016-07-17,429.0
2016-07-18,453.0
2016-07-19,453.0
2016-07-20,384.0
2016-07-21,421.0
2016-07-22,467.0
2016-07-23,434.0
2016-07-24,461.0
2016-07-25,473.0
2016-07-26,529.0
2016-07-27,438.0
2016-07-28,378.0
2016-07-29,340.0
2016-07-30,500.0
2016-07-31,398.0
2016-08-01,356.0
2016-08-02,427.0
2016-08-03,355.0
2016-08-04,422.0
2016-08-05,360.0
2016-08-06,415.0
2016-08-07,436.0
2016-08-08,379.0
2016-08-09,404.0
2016-08-10,411.0
2016-08-11,368.0
2016-08-12,405.0
2016-08-13,324.0
2016-08-14,384.0
2016-08-15,357.0
2016-08-16,466.0
2016-08-17,465.0
2016-08-18,392.0
2016-08-19,350.0
2016-08-20,442.0
2016-08-21,335.0
2016-08-22,396.0
2016-08-23,397.0
2016-08-24,349.0
2016-08-25,506.0
2016-08-26,504.0
2016-08-27,376.0
2016-08-28,412.0
2016-08-29,433.0
2016-08-30,392.0
2016-08-31,438.0
2016-09-01,466.0
2016-09-02,389.0
2016-09-03,454.0
2016-09-04,368.0
2016-09-05,355.0
2016-09-06,474.0
2016-09-07,437.0
2016-09-08,461.0
2016-09-09,424.0
2016-09-10,408.0
2016-09-11,335.0
2016-09-12,382.0
2016-09-13,328.0
2016-09-14,417.0
2016-09-15,362.0
2016-09-16,415.0
2016-09-17,371.0
2016-09-18,410.0
2016-09-19,433.0
2016-09-20,452.0
2016-09-21,372.0
2016-09-22,409.0
2016-09-23,404.0
2016-09-24,376.0
2016-09-25,325.0
2016-09-26,427.0
2016-09-27,381.0
2016-09-28,352.0
2016-09-29,403.0
2016-09-30,416.0
2016-10-01,365.0
2016-10-02,405.0
2016-10-03,374.0
2016-10-04,334.0
2016-10-05,341.0
2016-10-06,380.0
2016-10-07,410.0
2016-10-08,414.0
2016-10-09,358.0
2016-10-10,463.0
2016-10-11,404.0
2016-10-12,498.0
2016-10-13,459.0
2016-10-14,470.0
2016-10-15,369.0
2016-10-16,469.0
2016-10-17,485.0
2016-10-18,390.0
2016-10-19,399.0
2016-10-20,462.0
2016-10-21,430.0
2016-10-22,385.0
2016-10-23,433.0
2016-10-24,419.0
2016-10-25,511.0
2016-10-26,373.0
2016-10-27,409.0
2016-10-28,393.0
2016-10-29,405.0
2016-10-30,365.0
2016-10-31,438.0
2016-11-01,479.0
2016-11-02,464.0
2016-11-03,395.0
2016-11-04,533.0
2016-11-05,384.0
2016-11-06,395.0
2016-11-07,368.0
2016-11-08,357.0
2016-11-09,413.0
2016-11-10,364.0
2016-11-11,360.0
2016-11-12,381.0
2016-11-13,401.0
2016-11-14,309.0
2016-11-15,450.0
2016-11-16,363.0
2016-11-17,353.0
2016-11-18,393.0
2016-11-19,438.0
2016-11-20,467.0
2016-11-21,505.0
2016-11-22,501.0
2016-11-23,381.0
2016-11-24,399.0
2016-11-25,343.0
2016-11-26,391.0
2016-11-27,398.0
2016-11-28,310.0
2016-11-29,399.0
2016-11-30,423.0
2016-12-01,400.0
2016-12-02,458.0
2016-12-03,358.0
2016-12-04,427.0
2016-12-05,414.0
2016-12-06,372.0
2016-12-07,295.0
2016-12-08,358.0
2016-12-09,427.0
2016-12-10,369.0
2016-12-11,324.0
2016-12-12,412.0
2016-12-13,308.0
2016-12-14,439.0
2016-12-15,487.0
2016-12-16,458.0
2016-12-17,353.0
2016-12-18,452.0
2016-12-19,370.0
2016-12-20,411.0
2016-12-21,401.0
2016-12-22,415.0
2016-12-23,451.0
2016-12-24,394.0
2016-12-25,361.0
2016-12-26,444.0
2016-12-27,408.0
2016-12-28,344.0
2016-12-29,453.0
2016-12-30,381.0
2016-12-31,433.0
2017-01-01,333.0
2017-01-02,348.0
2017-01-03,406.0
2017-01-04,376.0
2017-01-05,416.0
2017-01-06,376.0
2017-01-07,421.0
2017-01-08,441.0
2017-01-09,479.0
2017-01-10,364.0
2017-01-11,403.0
2017-01-12,302.0
2017-01-13,402.0
2017-01-14,377.0
2017-01-15,392.0
2017-01-16,344.0
2017-01-17,367.0
2017-01-18,467.0
2017-01-19,357.0
2017-01-20,273.0
2017-01-21,316.0
2017-01-22,344.0
2017-01-23,448.0
2017-01-24,481.0
2017-01-25,356.0
2017-01-26,410.0
2017-01-27,330.0
2017-01-28,370.0
2017-01-29,349.0
2017-01-30,417.0
2017-01-31,392.0
2017-02-01,310.0
2017-02-02,345.0
2017-02-03,366.0
2017-02-04,416.0
2017-02-05,389.0
2017-02-06,543.0
2017-02-07,369.0
2017-02-08,414.0
2017-02-09,392.0
2017-02-10,432.0
2017-02-11,415.0
2017-02-12,437.0
2017-02-13,348.0
2017-02-14,378.0
2017-02-15,403.0
2017-02-16,411.0
2017-02-17,414.0
2017-02-18,404.0
2017-02-19,490.0
2017-02-20,400.0
2017-02-21,446.0
2017-02-22,398.0
2017-02-23,416.0
2017-02-24,325.0
2017-02-25,343.0
2017-02-26,288.0
2017-02-27,408.0
2017-02-28,419.0
2017-03-01,409.0
2017-03-02,376.0
2017-03-03,424.0
2017-03-04,427.0
2017-03-05,381.0
2017-03-06,426.0
2017-03-07,442.0
2017-03-08,346.0
2017-03-09,380.0
2017-03-10,385.0
2017-03-11,449.0
2017-03-12,326.0
2017-03-13,435.0
2017-03-14,384.0
2017-03-15,334.0
2017-03-16,498.0
2017-03-17,393.0
2017-03-18,375.0
2017-03-19,375.0
2017-03-20,463.0
2017-03-21,463.0
2017-03-22,440.0
2017-03-23,357.0
2017-03-24,353.0
2017-03-25,418.0
2017-03-26,367.0
2017-03-27,415.0
2017-03-28,384.0
2017-03-29,397.0
2017-03-30,419.0
2017-03-31,460.0
2017-04-01,426.0
2017-04-02,397.0
2017-04-03,375.0
2017-04-04,576.0
2017-04-05,328.0
2017-04-06,448.0
2017-04-07,318.0
2017-04-08,453.0
2017-04-09,387.0
2017-04-10,433.0
2017-04-11,329.0
2017-04-12,450.0
2017-04-13,472.0
2017-04-14,443.0
2017-04-15,397.0
2017-04-16,460.0
2017-04-17,367.0
2017-04-18,496.0
2017-04-19,520.0
2017-04-20,500.0
2017-04-21,421.0
2017-04-22,424.0
2017-04-23,357.0
2017-04-24,476.0
2017-04-25,380.0
2017-04-26,425.0
2017-04-27,389.0
2017-04-28,484.0
2017-04-29,356.0
2017-04-30,402.0
2017-05-01,424.0
2017-05-02,414.0
2017-05-03,470.0
2017-05-04,322.0
2017-05-05,474.0
2017-05-06,339.0
2017-05-07,407.0
2017-05-08,328.0
2017-05-09,384.0
2017-05-10,448.0
2017-05-11,472.0
2017-05-12,330.0
2017-05-13,353.0
2017-05-14,364.0
2017-05-15,354.0
2017-05-16,549.0
2017-05-17,405.0
2017-05-18,472.0
2017-05-19,352.0
2017-05-20,337.0
2017-05-21,430.0
2017-05-22,402.0
2017-05-23,387.0
2017-05-24,444.0
2017-05-25,360.0
2017-05-26,422.0
2017-05-27,394.0
2017-05-28,411.0
2017-05-29,410.0
2017-05-30,347.0
2017-05-31,380.0
2017-06-01,400.0
2017-06-02,388.0
2017-06-03,322.0
2017-06-04,400.0
2017-06-05,335.0
2017-06-06,419.0
2017-06-07,352.0
2017-06-08,352.0
2017-06-09,440.0
2017-06-10,405.0
2017-06-11,417.0
2017-06-12,491.0
2017-06-13,430.0
2017-06-14,434.0
2017-06-15,402.0
2017-06-16,428.0
2017-06-17,421.0
2017-06-18,377.0
2017-06-19,386.0
2017-06-20,451.0
2017-06-21,454.0
2017-06-22,388.0
2017-06-23,316.0
2017-06-24,385.0
2017-06-25,540.0
2017-06-26,469.0
2017-06-27,377.0
2017-06-28,462.0
2017-06-29,465.0
2017-06-30,363.0
2017-07-01,392.0
2017-07-02,320.0
2017-07-03,344.0
2017-07-04,328.0
2017-07-05,374.0
2017-07-06,451.0
2017-07-07,436.0
2017-07-08,375.0
2017-07-09,416.0
2017-07-10,324.0
2017-07-11,326.0
2017-07-12,365.0
2017-07-13,358.0
2017-07-14,422.0
2017-07-15,451.0
2017-07-16,359.0
2017-07-17,411.0
2017-07-18,368.0
2017-07-19,399.0
2017-07-20,397.0
2017-07-21,385.0
2017-07-22,373.0
2017-07-23,340.0
2017-07-24,332.0
2017-07-25,425.0
2017-07-26,489.0
2017-07-27,400.0
2017-07-28,423.0
2017-07-29,372.0
2017-07-30,405.0
2017-07-31,399.0
2017-08-01,404.0
2017-08-02,453.0
2017-08-03,395.0
2017-08-04,336.0
2017-08-05,356.0
2017-08-06,438.0
2017-08-07,420.0
2017-08-08,370.0
2017-08-09,467.0
2017-08-10,475.0
2017-08-11,419.0
2017-08-12,471.0
2017-08-13,510.0
2017-08-14,375.0
2017-08-15,407.0
2017-08-16,450.0
2017-08-17,398.0
2017-08-18,438.0
2017-08-19,433.0
2017-08-20,362.0
2017-08-21,582.0
2017-08-22,681.0
2017-08-23,356.0
2017-08-24,704.0
2017-08-25,644.0
2017-08-26,549.0
2017-08-27,398.0
2017-08-28,463.0
2017-08-29,459.0
2017-08-30,386.0
2017-08-31,295.0
2017-09-01,370.0
2017-09-02,376.0
2017-09-03,418.0
2017-09-04,335.0
2017-09-05,301.0
2017-09-06,393.0
2017-09-07,330.0
2017-09-08,343.0
2017-09-09,344.0
2017-09-10,462.0
2017-09-11,336.0
2017-09-12,361.0
2017-09-13,314.0
2017-09-14,372.0
2017-09-15,373.0
2017-09-16,352.0
2017-09-17,299.0
2017-09-18,458.0
2017-09-19,305.0
2017-09-20,467.0
2017-09-21,335.0
2017-09-22,471.0
2017-09-23,371.0
2017-09-24,451.0
2017-09-25,431.0
2017-09-26,425.0
2017-09-27,427.0
2017-09-28,357.0
2017-09-29,375.0
2017-09-30,449.0
2017-10-01,448.0
2017-10-02,338.0
2017-10-03,325.0
2017-10-04,489.0
2017-10-05,508.0
2017-10-06,414.0
2017-10-07,377.0
2017-10-08,321.0
2017-10-09,352.0
2017-10-10,389.0
2017-10-11,463.0
2017-10-12,339.0
2017-10-13,503.0
2017-10-14,468.0
2017-10-15,314.0
2017-10-16,341.0
2017-10-17,366.0
2017-10-18,402.0
2017-10-19,331.0
2017-10-20,336.0
2017-10-21,389.0
2017-10-22,337.0
2017-10-23,407.0
2017-10-24,408.0
2017-10-25,293.0
2017-10-26,351.0
2017-10-27,636.0
2017-10-28,805.0
2017-10-29,327.0
2017-10-30,478.0
2017-10-31,435.0
2017-11-01,404.0
2017-11-02,414.0
2017-11-03,522.0
2017-11-04,420.0
2017-11-05,432.0
2017-11-06,399.0
2017-11-07,422.0
2017-11-08,475.0
2017-11-09,426.0
2017-11-10,481.0
2017-11-11,756.0
2017-11-12,529.0
2017-11-13,525.0
2017-11-14,435.0
2017-11-15,375.0
2017-11-16,379.0
2017-11-17,410.0
2017-11-18,430.0
2017-11-19,375.0
2017-11-20,377.0
2017-11-21,377.0
2017-11-22,413.0
2017-11-23,377.0
2017-11-24,415.0
2017-11-25,403.0
2017-11-26,408.0
2017-11-27,335.0
2017-11-28,403.0
2017-11-29,360.0
2017-11-30,350.0
2017-12-01,340.0
2017-12-02,364.0
2017-12-03,381.0
2017-12-04,357.0
2017-12-05,303.0
2017-12-06,320.0
2017-12-07,370.0
2017-12-08,395.0
2017-12-09,335.0
2017-12-10,377.0
2017-12-11,364.0
2017-12-12,428.0
2017-12-13,366.0
2017-12-14,309.0
2017-12-15,347.0
2017-12-16,326.0
2017-12-17,365.0
2017-12-18,335.0
2017-12-19,462.0
2017-12-20,401.0
2017-12-21,425.0
2017-12-22,396.0
2017-12-23,406.0
2017-12-24,350.0
2017-12-25,446.0
2017-12-26,421.0
2017-12-27,418.0
2017-12-28,421.0
2017-12-29,354.0
2017-12-30,426.0
2017-12-31,385.0
2018-01-01,354.0
2018-01-02,389.0
2018-01-03,368.0
2018-01-04,345.0
2018-01-05,460.0
2018-01-06,379.0
2018-01-07,343.0
2018-01-08,345.0
2018-01-09,342.0
2018-01-10,336.0
2018-01-11,289.0
2018-01-12,364.0
2018-01-13,387.0
2018-01-14,364.0
2018-01-15,416.0
2018-01-16,358.0
2018-01-17,338.0
2018-01-18,318.0
2018-01-19,309.0
2018-01-20,341.0
2018-01-21,332.0
2018-01-22,380.0
2018-01-23,343.0
2018-01-24,316.0
2018-01-25,393.0
2018-01-26,396.0
2018-01-27,352.0
2018-01-28,386.0
2018-01-29,402.0
2018-01-30,396.0
2018-01-31,531.0
2018-02-01,377.0
2018-02-02,385.0
2018-02-03,384.0
2018-02-04,349.0
2018-02-05,338.0
2018-02-06,358.0
2018-02-07,453.0
2018-02-08,435.0
2018-02-09,483.0
2018-02-10,426.0
2018-02-11,378.0
2018-02-12,395.0
2018-02-13,319.0
2018-02-14,348.0
2018-02-15,488.0
2018-02-16,399.0
2018-02-17,377.0
2018-02-18,367.0
2018-02-19,336.0
2018-02-20,468.0
2018-02-21,358.0
2018-02-22,369.0
2018-02-23,455.0
2018-02-24,388.0
2018-02-25,335.0
2018-02-26,451.0
2018-02-27,438.0
2018-02-28,401.0
2018-03-01,404.0
2018-03-02,334.0
2018-03-03,299.0
2018-03-04,350.0
2018-03-05,333.0
2018-03-06,436.0
2018-03-07,390.0
2018-03-08,415.0
2018-03-09,380.0
2018-03-10,432.0
2018-03-11,397.0
2018-03-12,357.0
2018-03-13,440.0
2018-03-14,425.0
2018-03-15,475.0
2018-03-16,408.0
2018-03-17,391.0
2018-03-18,467.0
2018-03-19,405.0
2018-03-20,454.0
2018-03-21,417.0
2018-03-22,410.0
2018-03-23,469.0
2018-03-24,407.0
2018-03-25,364.0
2018-03-26,421.0
2018-03-27,404.0
2018-03-28,425.0
2018-03-29,400.0
2018-03-30,423.0
2018-03-31,459.0
2018-04-01,376.0
2018-04-02,385.0
2018-04-03,365.0
2018-04-04,465.0
2018-04-05,402.0
2018-04-06,451.0
2018-04-07,329.0
2018-04-08,455.0
2018-04-09,392.0
2018-04-10,409.0
2018-04-11,368.0
2018-04-12,296.0
2018-04-13,391.0
2018-04-14,410.0
2018-04-15,412.0
2018-04-16,398.0
2018-04-17,305.0
2018-04-18,406.0
2018-04-19,321.0
2018-04-20,444.0
2018-04-21,355.0
2018-04-22,348.0
2018-04-23,449.0
2018-04-24,433.0
2018-04-25,518.0
2018-04-26,495.0
2018-04-27,407.0
2018-04-28,487.0
2018-04-29,401.0
2018-04-30,429.0
2018-05-01,347.0
2018-05-02,466.0
2018-05-03,385.0
2018-05-04,430.0
2018-05-05,359.0
2018-05-06,454.0
2018-05-07,435.0
2018-05-08,399.0
2018-05-09,405.0
2018-05-10,377.0
2018-05-11,536.0
2018-05-12,359.0
2018-05-13,398.0
2018-05-14,417.0
2018-05-15,427.0
2018-05-16,347.0
2018-05-17,478.0
2018-05-18,473.0
2018-05-19,414.0
2018-05-20,382.0
2018-05-21,474.0
2018-05-22,441.0
2018-05-23,393.0
2018-05-24,407.0
2018-05-25,308.0
2018-05-26,376.0
2018-05-27,347.0
2018-05-28,296.0
2018-05-29,423.0
2018-05-30,393.0
2018-05-31,345.0
2018-06-01,372.0
2018-06-02,432.0
2018-06-03,424.0
2018-06-04,353.0
2018-06-05,308.0
2018-06-06,390.0
2018-06-07,429.0
2018-06-08,434.0
2018-06-09,365.0
2018-06-10,471.0
2018-06-11,523.0
2018-06-12,425.0
2018-06-13,419.0
2018-06-14,367.0
2018-06-15,350.0
2018-06-16,410.0
2018-06-17,398.0
2018-06-18,415.0
2018-06-19,365.0
2018-06-20,374.0
2018-06-21,393.0
2018-06-22,350.0
2018-06-23,379.0
2018-06-24,337.0
2018-06-25,342.0
2018-06-26,407.0
2018-06-27,490.0
2018-06-28,377.0
2018-06-29,389.0
2018-06-30,414.0
2018-07-01,393.0
2018-07-02,444.0
2018-07-03,461.0
2018-07-04,408.0
2018-07-05,438.0
2018-07-06,407.0
2018-07-07,356.0
2018-07-08,327.0
2018-07-09,424.0
2018-07-10,356.0
2018-07-11,413.0
2018-07-12,436.0
2018-07-13,401.0
2018-07-14,507.0
2018-07-15,506.0
2018-07-16,600.0
2018-07-17,390.0
2018-07-18,359.0
2018-07-19,345.0
2018-07-20,408.0
2018-07-21,448.0
2018-07-22,335.0
2018-07-23,366.0
2018-07-24,419.0
2018-07-25,322.0
2018-07-26,369.0
2018-07-27,302.0
2018-07-28,431.0
2018-07-29,349.0
2018-07-30,444.0
2018-07-31,419.0
2018-08-01,413.0
2018-08-02,384.0
2018-08-03,310.0
2018-08-04,393.0
2018-08-05,425.0
2018-08-06,440.0
2018-08-07,460.0
2018-08-08,318.0
2018-08-09,398.0
2018-08-10,375.0
2018-08-11,355.0
2018-08-12,345.0
2018-08-13,377.0
2018-08-14,525.0
2018-08-15,355.0
2018-08-16,428.0
2018-08-17,397.0
2018-08-18,359.0
2018-08-19,423.0
2018-08-20,371.0
2018-08-21,439.0
2018-08-22,410.0
2018-08-23,400.0
2018-08-24,461.0
2018-08-25,522.0
2018-08-26,335.0
2018-08-27,316.0
2018-08-28,358.0
2018-08-29,385.0
2018-08-30,361.0
2018-08-31,386.0
2018-09-01,398.0
2018-09-02,433.0
2018-09-03,397.0
2018-09-04,452.0
2018-09-05,461.0
2018-09-06,420.0
2018-09-07,421.0
2018-09-08,436.0
2018-09-09,354.0
2018-09-10,457.0
2018-09-11,405.0
2018-09-12,358.0
2018-09-13,428.0
2018-09-14,433.0
2018-09-15,446.0
2018-09-16,413.0
2018-09-17,480.0
2018-09-18,411.0
2018-09-19,414.0
2018-09-20,392.0
2018-09-21,400.0
2018-09-22,357.0
2018-09-23,382.0
2018-09-24,409.0
2018-09-25,329.0
2018-09-26,422.0
2018-09-27,369.0
2018-09-28,427.0
2018-09-29,413.0
2018-09-30,363.0
2018-10-01,391.0
2018-10-02,427.0
2018-10-03,407.0
2018-10-04,392.0
2018-10-05,470.0
2018-10-06,470.0
2018-10-07,450.0
2018-10-08,522.0
2018-10-09,433.0
2018-10-10,439.0
2018-10-11,418.0
2018-10-12,473.0
2018-10-13,484.0
2018-10-14,541.0
2018-10-15,355.0
2018-10-16,521.0
2018-10-17,454.0
2018-10-18,409.0
2018-10-19,364.0
2018-10-20,461.0
2018-10-21,436.0
2018-10-22,371.0
2018-10-23,352.0
2018-10-24,545.0
2018-10-25,461.0
2018-10-26,458.0
2018-10-27,438.0
2018-10-28,384.0
2018-10-29,439.0
2018-10-30,384.0
2018-10-31,325.0
2018-11-01,372.0
2018-11-02,433.0
2018-11-03,380.0
2018-11-04,476.0
2018-11-05,381.0
2018-11-06,522.0
2018-11-07,485.0
2018-11-08,542.0
2018-11-09,495.0
2018-11-10,438.0
2018-11-11,437.0
2018-11-12,452.0
2018-11-13,549.0
2018-11-14,456.0
2018-11-15,430.0
2018-11-16,471.0
2018-11-17,390.0
2018-11-18,434.0
2018-11-19,490.0
2018-11-20,455.0
2018-11-21,495.0
2018-11-22,504.0
2018-11-23,446.0
2018-11-24,363.0
2018-11-25,466.0
2018-11-26,524.0
2018-11-27,479.0
2018-11-28,492.0
2018-11-29,630.0
2018-11-30,663.0
2018-12-01,425.0
2018-12-02,573.0
2018-12-03,493.0
2018-12-04,418.0
2018-12-05,491.0
2018-12-06,450.0
2018-12-07,532.0
2018-12-08,455.0
2018-12-09,459.0
2018-12-10,505.0
2018-12-11,496.0
2018-12-12,528.0
2018-12-13,445.0
2018-12-14,374.0
2018-12-15,416.0
2018-12-16,520.0
2018-12-17,428.0
2018-12-18,498.0
2018-12-19,441.0
2018-12-20,478.0
2018-12-21,410.0
2018-12-22,362.0
2018-12-23,290.0
2018-12-24,364.0
2018-12-25,361.0
2018-12-26,358.0
2018-12-27,299.0
2018-12-28,414.0
2018-12-29,385.0
2018-12-30,384.0
2018-12-31,375.0
2019-01-01,439.0
2019-01-02,354.0
2019-01-03,372.0
2019-01-04,345.0
2019-01-05,386.0
2019-01-06,404.0
2019-01-07,425.0
2019-01-08,390.0
2019-01-09,346.0
2019-01-10,441.0
2019-01-11,410.0
2019-01-12,445.0
2019-01-13,407.0
2019-01-14,439.0
2019-01-15,432.0
2019-01-16,443.0
2019-01-17,554.0
2019-01-18,408.0
2019-01-19,485.0
2019-01-20,402.0
2019-01-21,422.0
2019-01-22,446.0
2019-01-23,427.0
2019-01-24,313.0
2019-01-25,399.0
2019-01-26,425.0
2019-01-27,448.0
2019-01-28,375.0
2019-01-29,420.0
2019-01-30,530.0
2019-01-31,446.0
2019-02-01,361.0
2019-02-02,412.0
2019-02-03,374.0
2019-02-04,460.0
2019-02-05,411.0
2019-02-06,338.0
2019-02-07,365.0
2019-02-08,349.0
2019-02-09,395.0
2019-02-10,368.0
2019-02-11,434.0
2019-02-12,410.0
2019-02-13,414.0
2019-02-14,486.0
2019-02-15,377.0
2019-02-16,408.0
2019-02-17,342.0
2019-02-18,401.0
2019-02-19,370.0
2019-02-20,422.0
2019-02-21,432.0
2019-02-22,375.0
2019-02-23,394.0
2019-02-24,382.0
2019-02-25,443.0
2019-02-26,422.0
2019-02-27,364.0
2019-02-28,460.0
2019-03-01,362.0
2019-03-02,441.0
2019-03-03,398.0
2019-03-04,442.0
2019-03-05,384.0
2019-03-06,479.0
2019-03-07,375.0
2019-03-08,407.0
2019-03-09,473.0
2019-03-10,412.0
2019-03-11,418.0
2019-03-12,395.0
2019-03-13,440.0
2019-03-14,360.0
2019-03-15,423.0
2019-03-16,400.0
2019-03-17,452.0
2019-03-18,408.0
2019-03-19,335.0
2019-03-20,338.0
2019-03-21,399.0
2019-03-22,389.0
2019-03-23,456.0
2019-03-24,390.0
2019-03-25,361.0
2019-03-26,426.0
2019-03-27,368.0
2019-03-28,442.0
2019-03-29,426.0
2019-03-30,457.0
2019-03-31,454.0
2019-04-01,433.0
2019-04-02,411.0
2019-04-03,408.0
2019-04-04,378.0
2019-04-05,348.0
2019-04-06,419.0
2019-04-07,376.0
2019-04-08,404.0
2019-04-09,398.0
2019-04-10,368.0
2019-04-11,386.0
2019-04-12,402.0
2019-04-13,480.0
2019-04-14,531.0
2019-04-15,402.0
2019-04-16,423.0
2019-04-17,457.0
2019-04-18,407.0
2019-04-19,341.0
2019-04-20,416.0
2019-04-21,339.0
2019-04-22,487.0
2019-04-23,550.0
2019-04-24,339.0
2019-04-25,507.0
2019-04-26,432.0
2019-04-27,441.0
2019-04-28,398.0
2019-04-29,356.0
2019-04-30,434.0
2019-05-01,307.0
2019-05-02,349.0
2019-05-03,432.0
2019-05-04,477.0
2019-05-05,481.0
2019-05-06,434.0
2019-05-07,529.0
2019-05-08,434.0
2019-05-09,383.0
2019-05-10,475.0
2019-05-11,426.0
2019-05-12,422.0
2019-05-13,438.0
2019-05-14,363.0
2019-05-15,391.0
2019-05-16,409.0
2019-05-17,420.0
2019-05-18,448.0
2019-05-19,345.0
2019-05-20,369.0
2019-05-21,408.0
2019-05-22,389.0
2019-05-23,351.0
2019-05-24,482.0
2019-05-25,416.0
2019-05-26,385.0
2019-05-27,324.0
2019-05-28,325.0
2019-05-29,363.0
2019-05-30,402.0
2019-05-31,506.0
2019-06-01,406.0
2019-06-02,452.0
2019-06-03,475.0
2019-06-04,420.0
2019-06-05,353.0
