Date,blockchain/block_interval_median
2012-06-20,392.0
2012-06-21,436.0
2012-06-22,444.0
2012-06-23,407.0
2012-06-24,469.0
2012-06-25,413.0
2012-06-26,420.0
2012-06-27,335.0
2012-06-28,439.0
2012-06-29,371.0
2012-06-30,485.0
2012-07-01,442.0
2012-07-02,487.0
2012-07-03,390.0
2012-07-04,436.0
2012-07-05,511.0
2012-07-06,413.0
2012-07-07,377.0
2012-07-08,390.0
2012-07-09,423.0
2012-07-10,433.0
2012-07-11,482.0
2012-07-12,398.0
2012-07-13,429.0
2012-07-14,394.0
2012-07-15,540.0
2012-07-16,409.0
2012-07-17,350.0
2012-07-18,413.0
2012-07-19,505.0
2012-07-20,435.0
2012-07-21,454.0
2012-07-22,436.0
2012-07-23,506.0
2012-07-24,418.0
2012-07-25,391.0
2012-07-26,400.0
2012-07-27,350.0
2012-07-28,393.0
2012-07-29,351.0
2012-07-30,349.0
2012-07-31,512.0
2012-08-01,467.0
2012-08-02,415.0
2012-08-03,432.0
2012-08-04,390.0
2012-08-05,506.0
2012-08-06,394.0
2012-08-07,373.0
2012-08-08,451.0
2012-08-09,373.0
2012-08-10,452.0
2012-08-11,381.0
2012-08-12,475.0
2012-08-13,372.0
2012-08-14,359.0
2012-08-15,373.0
2012-08-16,416.0
2012-08-17,448.0
2012-08-18,387.0
2012-08-19,357.0
2012-08-20,402.0
2012-08-21,365.0
2012-08-22,424.0
2012-08-23,390.0
2012-08-24,344.0
2012-08-25,440.0
2012-08-26,334.0
2012-08-27,445.0
2012-08-28,453.0
2012-08-29,421.0
2012-08-30,449.0
2012-08-31,425.0
2012-09-01,473.0
2012-09-02,430.0
2012-09-03,392.0
2012-09-04,440.0
2012-09-05,391.0
2012-09-06,405.0
2012-09-07,416.0
2012-09-08,370.0
2012-09-09,355.0
2012-09-10,419.0
2012-09-11,465.0
2012-09-12,372.0
2012-09-13,504.0
2012-09-14,388.0
2012-09-15,444.0
2012-09-16,432.0
2012-09-17,325.0
2012-09-18,378.0
2012-09-19,495.0
2012-09-20,402.0
2012-09-21,392.0
2012-09-22,422.0
2012-09-23,409.0
2012-09-24,425.0
2012-09-25,487.0
2012-09-26,440.0
2012-09-27,377.0
2012-09-28,403.0
2012-09-29,332.0
2012-09-30,417.0
2012-10-01,491.0
2012-10-02,447.0
2012-10-03,428.0
2012-10-04,475.0
2012-10-05,446.0
2012-10-06,441.0
2012-10-07,516.0
2012-10-08,389.0
2012-10-09,400.0
2012-10-10,385.0
2012-10-11,441.0
2012-10-12,435.0
2012-10-13,374.0
2012-10-14,433.0
2012-10-15,332.0
2012-10-16,359.0
2012-10-17,349.0
2012-10-18,374.0
2012-10-19,479.0
2012-10-20,458.0
2012-10-21,422.0
2012-10-22,373.0
2012-10-23,463.0
2012-10-24,367.0
2012-10-25,477.0
2012-10-26,364.0
2012-10-27,352.0
2012-10-28,348.0
2012-10-29,430.0
2012-10-30,434.0
2012-10-31,434.0
2012-11-01,484.0
2012-11-02,437.0
2012-11-03,428.0
2012-11-04,413.0
2012-11-05,406.0
2012-11-06,464.0
2012-11-07,402.0
2012-11-08,358.0
2012-11-09,430.0
2012-11-10,408.0
2012-11-11,386.0
2012-11-12,395.0
2012-11-13,326.0
2012-11-14,395.0
2012-11-15,426.0
2012-11-16,488.0
2012-11-17,391.0
2012-11-18,393.0
2012-11-19,394.0
2012-11-20,439.0
2012-11-21,363.0
2012-11-22,425.0
2012-11-23,337.0
2012-11-24,383.0
2012-11-25,383.0
2012-11-26,404.0
2012-11-27,451.0
2012-11-28,291.0
2012-11-29,387.0
2012-11-30,546.0
2012-12-01,391.0
2012-12-02,442.0
2012-12-03,387.0
2012-12-04,485.0
2012-12-05,436.0
2012-12-06,482.0
2012-12-07,470.0
2012-12-08,412.0
2012-12-09,461.0
2012-12-10,475.0
2012-12-11,407.0
2012-12-12,493.0
2012-12-13,427.0
2012-12-14,519.0
2012-12-15,520.0
2012-12-16,541.0
2012-12-17,371.0
2012-12-18,476.0
2012-12-19,399.0
2012-12-20,615.0
2012-12-21,507.0
2012-12-22,389.0
2012-12-23,498.0
2012-12-24,488.0
2012-12-25,469.0
2012-12-26,351.0
2012-12-27,466.0
2012-12-28,376.0
2012-12-29,381.0
2012-12-30,360.0
2012-12-31,422.0
2013-01-01,358.0
2013-01-02,461.0
2013-01-03,418.0
2013-01-04,448.0
2013-01-05,403.0
2013-01-06,374.0
2013-01-07,336.0
2013-01-08,502.0
2013-01-09,422.0
2013-01-10,414.0
2013-01-11,516.0
2013-01-12,494.0
2013-01-13,450.0
2013-01-14,395.0
2013-01-15,470.0
2013-01-16,407.0
2013-01-17,621.0
2013-01-18,452.0
2013-01-19,450.0
2013-01-20,459.0
2013-01-21,516.0
2013-01-22,423.0
2013-01-23,446.0
2013-01-24,365.0
2013-01-25,420.0
2013-01-26,348.0
2013-01-27,451.0
2013-01-28,359.0
2013-01-29,457.0
2013-01-30,407.0
2013-01-31,318.0
2013-02-01,463.0
2013-02-02,449.0
2013-02-03,298.0
2013-02-04,338.0
2013-02-05,362.0
2013-02-06,362.0
2013-02-07,467.0
2013-02-08,394.0
2013-02-09,469.0
2013-02-10,397.0
2013-02-11,376.0
2013-02-12,485.0
2013-02-13,385.0
2013-02-14,425.0
2013-02-15,329.0
2013-02-16,322.0
2013-02-17,277.0
2013-02-18,365.0
2013-02-19,384.0
2013-02-20,311.0
2013-02-21,381.0
2013-02-22,337.0
2013-02-23,356.0
2013-02-24,346.0
2013-02-25,289.0
2013-02-26,327.0
2013-02-27,359.0
2013-02-28,386.0
2013-03-01,426.0
2013-03-02,423.0
2013-03-03,398.0
2013-03-04,320.0
2013-03-05,441.0
2013-03-06,394.0
2013-03-07,371.0
2013-03-08,401.0
2013-03-09,364.0
2013-03-10,332.0
2013-03-11,325.0
2013-03-12,473.0
2013-03-13,393.0
2013-03-14,348.0
2013-03-15,381.0
2013-03-16,395.0
2013-03-17,323.0
2013-03-18,358.0
2013-03-19,344.0
2013-03-20,292.0
2013-03-21,288.0
2013-03-22,279.0
2013-03-23,236.0
2013-03-24,345.0
2013-03-25,419.0
2013-03-26,399.0
2013-03-27,458.0
2013-03-28,366.0
2013-03-29,312.0
2013-03-30,373.0
2013-03-31,358.0
2013-04-01,309.0
2013-04-02,371.0
2013-04-03,353.0
2013-04-04,394.0
2013-04-05,359.0
2013-04-06,405.0
2013-04-07,331.0
2013-04-08,366.0
2013-04-09,329.0
2013-04-10,326.0
2013-04-11,416.0
2013-04-12,334.0
2013-04-13,370.0
2013-04-14,456.0
2013-04-15,328.0
2013-04-16,338.0
2013-04-17,374.0
2013-04-18,382.0
2013-04-19,515.0
2013-04-20,405.0
2013-04-21,358.0
2013-04-22,415.0
2013-04-23,367.0
2013-04-24,355.0
2013-04-25,361.0
2013-04-26,377.0
2013-04-27,456.0
2013-04-28,299.0
2013-04-29,343.0
2013-04-30,434.0
2013-05-01,403.0
2013-05-02,476.0
2013-05-03,465.0
2013-05-04,347.0
2013-05-05,384.0
2013-05-06,364.0
2013-05-07,381.0
2013-05-08,392.0
2013-05-09,376.0
2013-05-10,380.0
2013-05-11,309.0
2013-05-12,362.0
2013-05-13,311.0
2013-05-14,359.0
2013-05-15,440.0
2013-05-16,399.0
2013-05-17,359.0
2013-05-18,380.0
2013-05-19,335.0
2013-05-20,473.0
2013-05-21,407.0
2013-05-22,397.0
2013-05-23,341.0
2013-05-24,356.0
2013-05-25,336.0
2013-05-26,424.0
2013-05-27,380.0
2013-05-28,442.0
2013-05-29,338.0
2013-05-30,353.0
2013-05-31,399.0
2013-06-01,307.0
2013-06-02,287.0
2013-06-03,271.0
2013-06-04,289.0
2013-06-05,319.0
2013-06-06,343.0
2013-06-07,353.0
2013-06-08,324.0
2013-06-09,369.0
2013-06-10,350.0
2013-06-11,344.0
2013-06-12,287.0
2013-06-13,324.0
2013-06-14,328.0
2013-06-15,305.0
2013-06-16,341.0
2013-06-17,426.0
2013-06-18,413.0
2013-06-19,501.0
2013-06-20,346.0
2013-06-21,322.0
2013-06-22,328.0
2013-06-23,376.0
2013-06-24,394.0
2013-06-25,448.0
2013-06-26,377.0
2013-06-27,323.0
2013-06-28,377.0
2013-06-29,332.0
2013-06-30,330.0
2013-07-01,416.0
2013-07-02,393.0
2013-07-03,327.0
2013-07-04,351.0
2013-07-05,323.0
2013-07-06,301.0
2013-07-07,287.0
2013-07-08,311.0
2013-07-09,347.0
2013-07-10,289.0
2013-07-11,315.0
2013-07-12,342.0
2013-07-13,422.0
2013-07-14,333.0
2013-07-15,371.0
2013-07-16,364.0
2013-07-17,326.0
2013-07-18,401.0
2013-07-19,391.0
2013-07-20,306.0
2013-07-21,296.0
2013-07-22,405.0
2013-07-23,401.0
2013-07-24,406.0
2013-07-25,412.0
2013-07-26,319.0
2013-07-27,381.0
2013-07-28,350.0
2013-07-29,320.0
2013-07-30,269.0
2013-07-31,273.0
2013-08-01,317.0
2013-08-02,310.0
2013-08-03,350.0
2013-08-04,344.0
2013-08-05,328.0
2013-08-06,330.0
2013-08-07,375.0
2013-08-08,270.0
2013-08-09,273.0
2013-08-10,302.0
2013-08-11,308.0
2013-08-12,292.0
2013-08-13,328.0
2013-08-14,359.0
2013-08-15,397.0
2013-08-16,369.0
2013-08-17,354.0
2013-08-18,303.0
2013-08-19,387.0
2013-08-20,340.0
2013-08-21,312.0
2013-08-22,289.0
2013-08-23,274.0
2013-08-24,291.0
2013-08-25,444.0
2013-08-26,354.0
2013-08-27,303.0
2013-08-28,377.0
2013-08-29,308.0
2013-08-30,304.0
2013-08-31,267.0
2013-09-01,292.0
2013-09-02,277.0
2013-09-03,289.0
2013-09-04,352.0
2013-09-05,361.0
2013-09-06,316.0
2013-09-07,365.0
2013-09-08,406.0
2013-09-09,293.0
2013-09-10,290.0
2013-09-11,306.0
2013-09-12,305.0
2013-09-13,267.0
2013-09-14,326.0
2013-09-15,348.0
2013-09-16,413.0
2013-09-17,333.0
2013-09-18,312.0
2013-09-19,342.0
2013-09-20,299.0
2013-09-21,282.0
2013-09-22,301.0
2013-09-23,277.0
2013-09-24,293.0
2013-09-25,286.0
2013-09-26,384.0
2013-09-27,333.0
2013-09-28,354.0
2013-09-29,367.0
2013-09-30,388.0
2013-10-01,321.0
2013-10-02,308.0
2013-10-03,315.0
2013-10-04,321.0
2013-10-05,293.0
2013-10-06,322.0
2013-10-07,367.0
2013-10-08,363.0
2013-10-09,345.0
2013-10-10,322.0
2013-10-11,371.0
2013-10-12,280.0
2013-10-13,302.0
2013-10-14,252.0
2013-10-15,233.0
2013-10-16,254.0
2013-10-17,377.0
2013-10-18,342.0
2013-10-19,276.0
2013-10-20,296.0
2013-10-21,283.0
2013-10-22,231.0
2013-10-23,248.0
2013-10-24,264.0
2013-10-25,237.0
2013-10-26,278.0
2013-10-27,335.0
2013-10-28,395.0
2013-10-29,400.0
2013-10-30,330.0
2013-10-31,285.0
2013-11-01,275.0
2013-11-02,298.0
2013-11-03,328.0
2013-11-04,311.0
2013-11-05,361.0
2013-11-06,354.0
2013-11-07,500.0
2013-11-08,482.0
2013-11-09,445.0
2013-11-10,357.0
2013-11-11,353.0
2013-11-12,275.0
2013-11-13,347.0
2013-11-14,335.0
2013-11-15,326.0
2013-11-16,279.0
2013-11-17,261.0
2013-11-18,411.0
2013-11-19,420.0
2013-11-20,372.0
2013-11-21,423.0
2013-11-22,353.0
2013-11-23,307.0
2013-11-24,393.0
2013-11-25,332.0
2013-11-26,365.0
2013-11-27,319.0
2013-11-28,335.0
2013-11-29,314.0
2013-11-30,370.0
2013-12-01,309.0
2013-12-02,363.0
2013-12-03,282.0
2013-12-04,396.0
2013-12-05,319.0
2013-12-06,273.0
2013-12-07,295.0
2013-12-08,289.0
2013-12-09,386.0
2013-12-10,333.0
2013-12-11,402.0
2013-12-12,419.0
2013-12-13,379.0
2013-12-14,321.0
2013-12-15,332.0
2013-12-16,317.0
2013-12-17,302.0
2013-12-18,325.0
2013-12-19,271.0
2013-12-20,354.0
2013-12-21,353.0
2013-12-22,337.0
2013-12-23,345.0
2013-12-24,370.0
2013-12-25,420.0
2013-12-26,370.0
2013-12-27,372.0
2013-12-28,357.0
2013-12-29,391.0
2013-12-30,370.0
2013-12-31,352.0
2014-01-01,318.0
2014-01-02,479.0
2014-01-03,354.0
2014-01-04,442.0
2014-01-05,328.0
2014-01-06,301.0
2014-01-07,353.0
2014-01-08,280.0
2014-01-09,287.0
2014-01-10,365.0
2014-01-11,295.0
2014-01-12,283.0
2014-01-13,346.0
2014-01-14,394.0
2014-01-15,312.0
2014-01-16,324.0
2014-01-17,421.0
2014-01-18,341.0
2014-01-19,412.0
2014-01-20,355.0
2014-01-21,391.0
2014-01-22,305.0
2014-01-23,327.0
2014-01-24,325.0
2014-01-25,368.0
2014-01-26,443.0
2014-01-27,311.0
2014-01-28,355.0
2014-01-29,437.0
2014-01-30,362.0
2014-01-31,318.0
2014-02-01,329.0
2014-02-02,387.0
2014-02-03,375.0
2014-02-04,336.0
2014-02-05,434.0
2014-02-06,337.0
2014-02-07,417.0
2014-02-08,333.0
2014-02-09,468.0
2014-02-10,410.0
2014-02-11,383.0
2014-02-12,381.0
2014-02-13,308.0
2014-02-14,364.0
2014-02-15,368.0
2014-02-16,318.0
2014-02-17,366.0
2014-02-18,367.0
2014-02-19,263.0
2014-02-20,355.0
2014-02-21,421.0
2014-02-22,294.0
2014-02-23,364.0
2014-02-24,321.0
2014-02-25,396.0
2014-02-26,328.0
2014-02-27,367.0
2014-02-28,350.0
2014-03-01,428.0
2014-03-02,445.0
2014-03-03,380.0
2014-03-04,410.0
2014-03-05,413.0
2014-03-06,312.0
2014-03-07,413.0
2014-03-08,372.0
2014-03-09,365.0
2014-03-10,391.0
2014-03-11,326.0
2014-03-12,375.0
2014-03-13,404.0
2014-03-14,493.0
2014-03-15,367.0
2014-03-16,347.0
2014-03-17,418.0
2014-03-18,429.0
2014-03-19,351.0
2014-03-20,362.0
2014-03-21,343.0
2014-03-22,391.0
2014-03-23,295.0
2014-03-24,264.0
2014-03-25,404.0
2014-03-26,435.0
2014-03-27,307.0
2014-03-28,347.0
2014-03-29,335.0
2014-03-30,537.0
2014-03-31,360.0
2014-04-01,376.0
2014-04-02,324.0
2014-04-03,340.0
2014-04-04,309.0
2014-04-05,359.0
2014-04-06,380.0
2014-04-07,377.0
2014-04-08,404.0
2014-04-09,456.0
2014-04-10,396.0
2014-04-11,363.0
2014-04-12,368.0
2014-04-13,266.0
2014-04-14,353.0
2014-04-15,305.0
2014-04-16,394.0
2014-04-17,394.0
2014-04-18,295.0
2014-04-19,391.0
2014-04-20,328.0
2014-04-21,425.0
2014-04-22,406.0
2014-04-23,370.0
2014-04-24,377.0
2014-04-25,347.0
2014-04-26,399.0
2014-04-27,265.0
2014-04-28,503.0
2014-04-29,368.0
2014-04-30,416.0
2014-05-01,346.0
2014-05-02,392.0
2014-05-03,462.0
2014-05-04,434.0
2014-05-05,469.0
2014-05-06,311.0
2014-05-07,356.0
2014-05-08,279.0
2014-05-09,390.0
2014-05-10,336.0
2014-05-11,365.0
2014-05-12,361.0
2014-05-13,391.0
2014-05-14,472.0
2014-05-15,354.0
2014-05-16,312.0
2014-05-17,301.0
2014-05-18,393.0
2014-05-19,359.0
2014-05-20,364.0
2014-05-21,417.0
2014-05-22,365.0
2014-05-23,399.0
2014-05-24,344.0
2014-05-25,336.0
2014-05-26,450.0
2014-05-27,499.0
2014-05-28,370.0
2014-05-29,509.0
2014-05-30,327.0
2014-05-31,366.0
2014-06-01,373.0
2014-06-02,344.0
2014-06-03,394.0
2014-06-04,373.0
2014-06-05,426.0
2014-06-06,523.0
2014-06-07,413.0
2014-06-08,466.0
2014-06-09,423.0
2014-06-10,298.0
2014-06-11,436.0
2014-06-12,351.0
2014-06-13,372.0
2014-06-14,353.0
2014-06-15,300.0
2014-06-16,304.0
2014-06-17,358.0
2014-06-18,325.0
2014-06-19,366.0
2014-06-20,382.0
2014-06-21,317.0
2014-06-22,280.0
2014-06-23,340.0
2014-06-24,313.0
2014-06-25,332.0
2014-06-26,395.0
2014-06-27,327.0
2014-06-28,378.0
2014-06-29,337.0
2014-06-30,510.0
2014-07-01,492.0
2014-07-02,430.0
2014-07-03,392.0
2014-07-04,362.0
2014-07-05,349.0
2014-07-06,414.0
2014-07-07,386.0
2014-07-08,385.0
2014-07-09,414.0
2014-07-10,408.0
2014-07-11,413.0
2014-07-12,405.0
2014-07-13,455.0
2014-07-14,445.0
2014-07-15,466.0
2014-07-16,443.0
2014-07-17,392.0
2014-07-18,311.0
2014-07-19,379.0
2014-07-20,408.0
2014-07-21,411.0
2014-07-22,359.0
2014-07-23,410.0
2014-07-24,473.0
2014-07-25,421.0
2014-07-26,477.0
2014-07-27,370.0
2014-07-28,465.0
2014-07-29,482.0
2014-07-30,344.0
2014-07-31,359.0
2014-08-01,442.0
2014-08-02,368.0
2014-08-03,420.0
2014-08-04,527.0
2014-08-05,390.0
2014-08-06,406.0
2014-08-07,330.0
2014-08-08,426.0
2014-08-09,346.0
2014-08-10,282.0
2014-08-11,381.0
2014-08-12,339.0
2014-08-13,338.0
2014-08-14,335.0
2014-08-15,386.0
2014-08-16,413.0
2014-08-17,394.0
2014-08-18,344.0
2014-08-19,341.0
2014-08-20,377.0
2014-08-21,389.0
2014-08-22,379.0
2014-08-23,337.0
2014-08-24,440.0
2014-08-25,406.0
2014-08-26,330.0
2014-08-27,366.0
2014-08-28,397.0
2014-08-29,404.0
2014-08-30,322.0
2014-08-31,303.0
2014-09-01,447.0
2014-09-02,410.0
2014-09-03,363.0
2014-09-04,421.0
2014-09-05,370.0
2014-09-06,359.0
2014-09-07,398.0
2014-09-08,461.0
2014-09-09,461.0
2014-09-10,403.0
2014-09-11,389.0
2014-09-12,396.0
2014-09-13,351.0
2014-09-14,355.0
2014-09-15,421.0
2014-09-16,370.0
2014-09-17,316.0
2014-09-18,383.0
2014-09-19,312.0
2014-09-20,388.0
2014-09-21,374.0
2014-09-22,348.0
2014-09-23,417.0
2014-09-24,368.0
2014-09-25,352.0
2014-09-26,516.0
2014-09-27,516.0
2014-09-28,470.0
2014-09-29,458.0
2014-09-30,452.0
2014-10-01,357.0
2014-10-02,490.0
2014-10-03,460.0
2014-10-04,360.0
2014-10-05,407.0
2014-10-06,385.0
2014-10-07,427.0
2014-10-08,451.0
2014-10-09,419.0
2014-10-10,378.0
2014-10-11,440.0
2014-10-12,408.0
2014-10-13,407.0
2014-10-14,474.0
2014-10-15,434.0
2014-10-16,475.0
2014-10-17,527.0
2014-10-18,399.0
2014-10-19,477.0
2014-10-20,457.0
2014-10-21,404.0
2014-10-22,387.0
2014-10-23,405.0
2014-10-24,410.0
2014-10-25,356.0
2014-10-26,489.0
2014-10-27,369.0
2014-10-28,524.0
2014-10-29,447.0
2014-10-30,353.0
2014-10-31,377.0
2014-11-01,402.0
2014-11-02,464.0
2014-11-03,364.0
2014-11-04,422.0
2014-11-05,469.0
2014-11-06,348.0
2014-11-07,449.0
2014-11-08,365.0
2014-11-09,374.0
2014-11-10,456.0
2014-11-11,514.0
2014-11-12,431.0
2014-11-13,471.0
2014-11-14,499.0
2014-11-15,521.0
2014-11-16,371.0
2014-11-17,463.0
2014-11-18,398.0
2014-11-19,442.0
2014-11-20,445.0
2014-11-21,498.0
2014-11-22,432.0
2014-11-23,478.0
2014-11-24,425.0
2014-11-25,510.0
2014-11-26,469.0
2014-11-27,480.0
2014-11-28,374.0
2014-11-29,323.0
2014-11-30,371.0
2014-12-01,445.0
2014-12-02,397.0
2014-12-03,557.0
2014-12-04,441.0
2014-12-05,442.0
2014-12-06,467.0
2014-12-07,506.0
2014-12-08,375.0
2014-12-09,386.0
2014-12-10,392.0
2014-12-11,374.0
2014-12-12,465.0
2014-12-13,400.0
2014-12-14,407.0
2014-12-15,434.0
2014-12-16,416.0
2014-12-17,501.0
2014-12-18,465.0
2014-12-19,377.0
2014-12-20,473.0
2014-12-21,537.0
2014-12-22,311.0
2014-12-23,350.0
2014-12-24,376.0
2014-12-25,466.0
2014-12-26,374.0
2014-12-27,426.0
2014-12-28,378.0
2014-12-29,385.0
2014-12-30,369.0
2014-12-31,374.0
2015-01-01,318.0
2015-01-02,397.0
2015-01-03,366.0
2015-01-04,345.0
2015-01-05,441.0
2015-01-06,389.0
2015-01-07,493.0
2015-01-08,408.0
2015-01-09,491.0
2015-01-10,430.0
2015-01-11,416.0
2015-01-12,443.0
2015-01-13,492.0
2015-01-14,399.0
2015-01-15,432.0
2015-01-16,486.0
2015-01-17,453.0
2015-01-18,400.0
2015-01-19,447.0
2015-01-20,505.0
2015-01-21,364.0
2015-01-22,538.0
2015-01-23,518.0
2015-01-24,463.0
2015-01-25,455.0
2015-01-26,509.0
2015-01-27,404.0
2015-01-28,390.0
2015-01-29,346.0
2015-01-30,404.0
2015-01-31,356.0
2015-02-01,404.0
2015-02-02,384.0
2015-02-03,449.0
2015-02-04,398.0
2015-02-05,445.0
2015-02-06,321.0
2015-02-07,382.0
2015-02-08,469.0
2015-02-09,387.0
2015-02-10,438.0
2015-02-11,417.0
2015-02-12,552.0
2015-02-13,379.0
2015-02-14,347.0
2015-02-15,439.0
2015-02-16,430.0
2015-02-17,506.0
2015-02-18,429.0
2015-02-19,426.0
2015-02-20,456.0
2015-02-21,461.0
2015-02-22,401.0
2015-02-23,493.0
2015-02-24,494.0
2015-02-25,375.0
2015-02-26,378.0
2015-02-27,422.0
2015-02-28,459.0
2015-03-01,467.0
2015-03-02,372.0
2015-03-03,387.0
2015-03-04,412.0
2015-03-05,432.0
2015-03-06,423.0
2015-03-07,451.0
2015-03-08,403.0
2015-03-09,474.0
2015-03-10,350.0
2015-03-11,440.0
2015-03-12,529.0
2015-03-13,425.0
2015-03-14,522.0
2015-03-15,389.0
2015-03-16,452.0
2015-03-17,548.0
2015-03-18,445.0
2015-03-19,497.0
2015-03-20,484.0
2015-03-21,452.0
2015-03-22,423.0
2015-03-23,461.0
2015-03-24,396.0
2015-03-25,356.0
2015-03-26,455.0
2015-03-27,320.0
2015-03-28,414.0
2015-03-29,373.0
2015-03-30,366.0
2015-03-31,407.0
2015-04-01,476.0
2015-04-02,399.0
2015-04-03,471.0
2015-04-04,464.0
2015-04-05,490.0
2015-04-06,487.0
2015-04-07,426.0
2015-04-08,497.0
2015-04-09,432.0
2015-04-10,479.0
2015-04-11,501.0
2015-04-12,466.0
2015-04-13,464.0
2015-04-14,433.0
2015-04-15,491.0
2015-04-16,491.0
2015-04-17,531.0
2015-04-18,454.0
2015-04-19,422.0
2015-04-20,383.0
2015-04-21,401.0
2015-04-22,358.0
2015-04-23,484.0
2015-04-24,571.0
2015-04-25,341.0
2015-04-26,399.0
2015-04-27,494.0
2015-04-28,396.0
2015-04-29,530.0
2015-04-30,431.0
2015-05-01,374.0
2015-05-02,497.0
2015-05-03,484.0
2015-05-04,415.0
2015-05-05,387.0
2015-05-06,406.0
2015-05-07,436.0
2015-05-08,478.0
2015-05-09,462.0
2015-05-10,465.0
2015-05-11,419.0
2015-05-12,389.0
2015-05-13,345.0
2015-05-14,413.0
2015-05-15,391.0
2015-05-16,490.0
2015-05-17,379.0
2015-05-18,402.0
2015-05-19,454.0
2015-05-20,407.0
2015-05-21,377.0
2015-05-22,525.0
2015-05-23,495.0
2015-05-24,388.0
2015-05-25,448.0
2015-05-26,465.0
2015-05-27,519.0
2015-05-28,518.0
2015-05-29,441.0
2015-05-30,406.0
2015-05-31,419.0
2015-06-01,519.0
2015-06-02,404.0
2015-06-03,524.0
2015-06-04,431.0
2015-06-05,458.0
2015-06-06,357.0
2015-06-07,371.0
2015-06-08,421.0
2015-06-09,437.0
2015-06-10,373.0
2015-06-11,471.0
2015-06-12,429.0
2015-06-13,416.0
2015-06-14,419.0
2015-06-15,472.0
2015-06-16,584.0
2015-06-17,464.0
2015-06-18,334.0
2015-06-19,498.0
2015-06-20,494.0
2015-06-21,448.0
2015-06-22,345.0
2015-06-23,444.0
2015-06-24,395.0
2015-06-25,427.0
2015-06-26,457.0
2015-06-27,559.0
2015-06-28,444.0
2015-06-29,441.0
2015-06-30,402.0
2015-07-01,509.0
2015-07-02,413.0
2015-07-03,383.0
2015-07-04,413.0
2015-07-05,440.0
2015-07-06,351.0
2015-07-07,463.0
2015-07-08,405.0
2015-07-09,534.0
2015-07-10,398.0
2015-07-11,505.0
2015-07-12,458.0
2015-07-13,421.0
2015-07-14,413.0
2015-07-15,410.0
2015-07-16,437.0
2015-07-17,419.0
2015-07-18,451.0
2015-07-19,433.0
2015-07-20,365.0
2015-07-21,530.0
2015-07-22,376.0
2015-07-23,454.0
2015-07-24,348.0
2015-07-25,403.0
2015-07-26,434.0
2015-07-27,409.0
2015-07-28,449.0
2015-07-29,419.0
2015-07-30,438.0
2015-07-31,397.0
2015-08-01,415.0
2015-08-02,413.0
2015-08-03,353.0
2015-08-04,437.0
2015-08-05,454.0
2015-08-06,460.0
2015-08-07,459.0
2015-08-08,467.0
2015-08-09,421.0
2015-08-10,382.0
2015-08-11,431.0
2015-08-12,440.0
2015-08-13,378.0
2015-08-14,494.0
2015-08-15,474.0
2015-08-16,448.0
2015-08-17,464.0
2015-08-18,425.0
2015-08-19,394.0
2015-08-20,432.0
2015-08-21,380.0
2015-08-22,385.0
2015-08-23,425.0
2015-08-24,391.0
2015-08-25,389.0
2015-08-26,366.0
2015-08-27,470.0
2015-08-28,396.0
2015-08-29,384.0
2015-08-30,425.0
2015-08-31,418.0
2015-09-01,401.0
2015-09-02,386.0
2015-09-03,355.0
2015-09-04,432.0
2015-09-05,460.0
2015-09-06,383.0
2015-09-07,404.0
2015-09-08,470.0
2015-09-09,432.0
2015-09-10,389.0
2015-09-11,392.0
2015-09-12,499.0
2015-09-13,428.0
2015-09-14,441.0
2015-09-15,369.0
2015-09-16,464.0
2015-09-17,420.0
2015-09-18,443.0
2015-09-19,438.0
2015-09-20,456.0
2015-09-21,500.0
2015-09-22,417.0
2015-09-23,399.0
2015-09-24,483.0
2015-09-25,409.0
2015-09-26,396.0
2015-09-27,398.0
2015-09-28,423.0
2015-09-29,370.0
2015-09-30,377.0
2015-10-01,482.0
2015-10-02,465.0
2015-10-03,385.0
2015-10-04,418.0
2015-10-05,368.0
2015-10-06,416.0
2015-10-07,497.0
2015-10-08,452.0
2015-10-09,447.0
2015-10-10,411.0
2015-10-11,426.0
2015-10-12,504.0
2015-10-13,469.0
2015-10-14,374.0
2015-10-15,395.0
2015-10-16,398.0
2015-10-17,527.0
2015-10-18,452.0
2015-10-19,410.0
2015-10-20,416.0
2015-10-21,390.0
2015-10-22,481.0
2015-10-23,361.0
2015-10-24,432.0
2015-10-25,419.0
2015-10-26,407.0
2015-10-27,437.0
2015-10-28,508.0
2015-10-29,430.0
2015-10-30,382.0
2015-10-31,405.0
2015-11-01,399.0
2015-11-02,430.0
2015-11-03,450.0
2015-11-04,472.0
2015-11-05,396.0
2015-11-06,412.0
2015-11-07,370.0
2015-11-08,414.0
2015-11-09,384.0
2015-11-10,448.0
2015-11-11,336.0
2015-11-12,359.0
2015-11-13,344.0
2015-11-14,356.0
2015-11-15,368.0
2015-11-16,397.0
2015-11-17,462.0
2015-11-18,421.0
2015-11-19,381.0
2015-11-20,390.0
2015-11-21,345.0
2015-11-22,388.0
2015-11-23,369.0
2015-11-24,375.0
2015-11-25,445.0
2015-11-26,351.0
2015-11-27,490.0
2015-11-28,442.0
2015-11-29,382.0
2015-11-30,376.0
2015-12-01,428.0
2015-12-02,402.0
2015-12-03,430.0
2015-12-04,418.0
2015-12-05,355.0
2015-12-06,401.0
2015-12-07,448.0
2015-12-08,370.0
2015-12-09,426.0
2015-12-10,274.0
2015-12-11,391.0
2015-12-12,403.0
