Date,transactions/rate
2009-08-09,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-15,0.0
2009-08-16,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-22,0.0
2009-08-23,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,3.472222222222222e-05
2009-08-27,0.0
2009-08-28,0.0
2009-08-29,0.0
2009-08-30,1.1574074074074073e-05
2009-08-31,1.1574074074074073e-05
2009-09-01,0.0
2009-09-02,0.0
2009-09-03,1.1574074074074073e-05
2009-09-04,0.0
2009-09-05,0.0
2009-09-06,0.0
2009-09-07,1.1574074074074073e-05
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-12,0.0
2009-09-13,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,1.1574074074074073e-05
2009-09-17,1.1574074074074073e-05
2009-09-18,0.0
2009-09-19,0.0
2009-09-20,0.0
2009-09-21,1.1574074074074073e-05
2009-09-22,1.1574074074074073e-05
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,2.3148148148148147e-05
2009-09-26,0.0
2009-09-27,1.1574074074074073e-05
2009-09-28,0.0
2009-09-29,2.3148148148148147e-05
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,1.1574074074074073e-05
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,2.3148148148148147e-05
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,1.1574074074074073e-05
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,1.1574074074074073e-05
2009-10-17,0.0
2009-10-18,1.1574074074074073e-05
2009-10-19,0.0
2009-10-20,1.1574074074074073e-05
2009-10-21,1.1574074074074073e-05
2009-10-22,1.1574074074074073e-05
2009-10-23,0.0
2009-10-24,1.1574074074074073e-05
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,1.1574074074074073e-05
2009-10-28,0.0
2009-10-29,2.3148148148148147e-05
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,1.1574074074074073e-05
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.00010416666666666667
2009-11-12,0.0
2009-11-13,3.472222222222222e-05
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,2.3148148148148147e-05
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,1.1574074074074073e-05
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,1.1574074074074073e-05
2009-12-06,2.3148148148148147e-05
2009-12-07,0.0
2009-12-08,2.3148148148148147e-05
2009-12-09,0.00015046296296296297
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,2.3148148148148147e-05
2009-12-13,0.0
2009-12-14,5.787037037037037e-05
2009-12-15,2.3148148148148147e-05
2009-12-16,1.1574074074074073e-05
2009-12-17,3.472222222222222e-05
2009-12-18,0.0
2009-12-19,1.1574074074074073e-05
2009-12-20,0.0
2009-12-21,1.1574074074074073e-05
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,1.1574074074074073e-05
2009-12-26,0.0
2009-12-27,1.1574074074074073e-05
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,2.3148148148148147e-05
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,2.3148148148148147e-05
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,2.3148148148148147e-05
2010-01-13,2.3148148148148147e-05
2010-01-14,2.3148148148148147e-05
2010-01-15,1.1574074074074073e-05
2010-01-16,1.1574074074074073e-05
2010-01-17,0.0
2010-01-18,1.1574074074074073e-05
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.00010416666666666667
2010-01-22,3.472222222222222e-05
2010-01-23,2.3148148148148147e-05
2010-01-24,1.1574074074074073e-05
2010-01-25,4.6296296296296294e-05
2010-01-26,6.944444444444444e-05
2010-01-27,2.3148148148148147e-05
2010-01-28,2.3148148148148147e-05
2010-01-29,4.6296296296296294e-05
2010-01-30,4.6296296296296294e-05
2010-01-31,2.3148148148148147e-05
2010-02-01,0.00010416666666666667
2010-02-02,1.1574074074074073e-05
2010-02-03,2.3148148148148147e-05
2010-02-04,5.787037037037037e-05
2010-02-05,4.6296296296296294e-05
2010-02-06,0.00016203703703703703
2010-02-07,5.787037037037037e-05
2010-02-08,9.259259259259259e-05
2010-02-09,3.472222222222222e-05
2010-02-10,5.787037037037037e-05
2010-02-11,5.787037037037037e-05
2010-02-12,5.787037037037037e-05
2010-02-13,3.472222222222222e-05
2010-02-14,0.0001273148148148148
2010-02-15,0.00010416666666666667
2010-02-16,6.944444444444444e-05
2010-02-17,0.0001273148148148148
2010-02-18,8.101851851851852e-05
2010-02-19,3.472222222222222e-05
2010-02-20,2.3148148148148147e-05
2010-02-21,4.6296296296296294e-05
2010-02-22,5.787037037037037e-05
2010-02-23,1.1574074074074073e-05
2010-02-24,6.944444444444444e-05
2010-02-25,4.6296296296296294e-05
2010-02-26,4.6296296296296294e-05
2010-02-27,3.472222222222222e-05
2010-02-28,3.472222222222222e-05
2010-03-01,4.6296296296296294e-05
2010-03-02,5.787037037037037e-05
2010-03-03,6.944444444444444e-05
2010-03-04,3.472222222222222e-05
2010-03-05,2.3148148148148147e-05
2010-03-06,6.944444444444444e-05
2010-03-07,4.6296296296296294e-05
2010-03-08,5.787037037037037e-05
2010-03-09,2.3148148148148147e-05
2010-03-10,8.101851851851852e-05
2010-03-11,3.472222222222222e-05
2010-03-12,2.3148148148148147e-05
2010-03-13,1.1574074074074073e-05
2010-03-14,2.3148148148148147e-05
2010-03-15,5.787037037037037e-05
2010-03-16,3.472222222222222e-05
2010-03-17,3.472222222222222e-05
2010-03-18,0.00010416666666666667
2010-03-19,0.00010416666666666667
2010-03-20,0.0001388888888888889
2010-03-21,8.101851851851852e-05
2010-03-22,8.101851851851852e-05
2010-03-23,0.00015046296296296297
2010-03-24,0.0001273148148148148
2010-03-25,0.00017361111111111112
2010-03-26,0.00018518518518518518
2010-03-27,6.944444444444444e-05
2010-03-28,6.944444444444444e-05
2010-03-29,0.0001388888888888889
2010-03-30,6.944444444444444e-05
2010-03-31,5.787037037037037e-05
2010-04-01,0.0001273148148148148
2010-04-02,5.787037037037037e-05
2010-04-03,5.787037037037037e-05
2010-04-04,0.0001388888888888889
2010-04-05,0.00032407407407407406
2010-04-06,0.00017361111111111112
2010-04-07,0.0001273148148148148
2010-04-08,0.0001388888888888889
2010-04-09,0.0004050925925925926
2010-04-10,0.0004398148148148148
2010-04-11,0.0004861111111111111
2010-04-12,0.0005092592592592592
2010-04-13,0.0002314814814814815
2010-04-14,0.0004976851851851852
2010-04-15,0.0008564814814814815
2010-04-16,0.00037037037037037035
2010-04-17,0.0003356481481481481
2010-04-18,0.03594907407407407
2010-04-19,0.0005092592592592592
2010-04-20,0.0004398148148148148
2010-04-21,0.00037037037037037035
2010-04-22,0.000462962962962963
2010-04-23,0.0005787037037037037
2010-04-24,0.0003935185185185185
2010-04-25,0.0005439814814814814
2010-04-26,0.0005439814814814814
2010-04-27,0.0006134259259259259
2010-04-28,0.0005439814814814814
2010-04-29,0.00038194444444444446
2010-04-30,0.00030092592592592595
2010-05-01,0.0003125
2010-05-02,0.00028935185185185184
2010-05-03,0.0003356481481481481
2010-05-04,0.00047453703703703704
2010-05-05,0.00028935185185185184
2010-05-06,0.00032407407407407406
2010-05-07,0.00030092592592592595
2010-05-08,0.00032407407407407406
2010-05-09,0.000462962962962963
2010-05-10,0.0003356481481481481
2010-05-11,0.0002199074074074074
2010-05-12,0.00037037037037037035
2010-05-13,0.00045138888888888887
2010-05-14,0.00034722222222222224
2010-05-15,0.0002546296296296296
2010-05-16,0.0002314814814814815
2010-05-17,0.0004050925925925926
2010-05-18,0.0006365740740740741
2010-05-19,0.0004976851851851852
2010-05-20,0.0003935185185185185
2010-05-21,0.0006828703703703704
2010-05-22,0.0003587962962962963
2010-05-23,0.0011342592592592593
2010-05-24,0.0007175925925925926
2010-05-25,0.0005092592592592592
2010-05-26,0.0007407407407407407
2010-05-27,0.0008680555555555555
2010-05-28,0.000625
2010-05-29,0.0006365740740740741
2010-05-30,0.0005902777777777778
2010-05-31,0.0006018518518518519
2010-06-01,0.0005555555555555556
2010-06-02,0.0005439814814814814
2010-06-03,0.0009606481481481482
2010-06-04,0.0005555555555555556
2010-06-05,0.0005208333333333333
2010-06-06,0.0006018518518518519
2010-06-07,0.0006018518518518519
2010-06-08,0.0007291666666666667
2010-06-09,0.0006018518518518519
2010-06-10,0.0006597222222222222
2010-06-11,0.0009143518518518518
2010-06-12,0.0009027777777777777
2010-06-13,0.0007754629629629629
2010-06-14,0.0011111111111111111
2010-06-15,0.0009837962962962962
2010-06-16,0.0005787037037037037
2010-06-17,0.0006712962962962962
2010-06-18,0.0004976851851851852
2010-06-19,0.0007407407407407407
2010-06-20,0.0004976851851851852
2010-06-21,0.0010185185185185184
2010-06-22,0.0008217592592592593
2010-06-23,0.0008101851851851852
2010-06-24,0.0008217592592592593
2010-06-25,0.0006944444444444445
2010-06-26,0.0004861111111111111
2010-06-27,0.0006481481481481481
2010-06-28,0.0009027777777777777
2010-06-29,0.001099537037037037
2010-06-30,0.0010532407407407407
2010-07-01,0.0008449074074074074
2010-07-02,0.0008564814814814815
2010-07-03,0.0008564814814814815
2010-07-04,0.0006712962962962962
2010-07-05,0.0008449074074074074
2010-07-06,0.00045138888888888887
2010-07-07,0.0007175925925925926
2010-07-08,0.0008333333333333334
2010-07-09,0.0007986111111111112
2010-07-10,0.0004861111111111111
2010-07-11,0.002013888888888889
2010-07-12,0.018993055555555555
2010-07-13,0.009108796296296297
2010-07-14,0.06428240740740741
2010-07-15,0.008171296296296296
2010-07-16,0.007824074074074074
2010-07-17,0.0027199074074074074
2010-07-18,0.0028703703703703703
2010-07-19,0.004097222222222223
2010-07-20,0.004780092592592593
2010-07-21,0.002962962962962963
2010-07-22,0.0025578703703703705
2010-07-23,0.002511574074074074
2010-07-24,0.008159722222222223
2010-07-25,0.018425925925925925
2010-07-26,0.0025925925925925925
2010-07-27,0.0030092592592592593
2010-07-28,0.02074074074074074
2010-07-29,0.019525462962962963
2010-07-30,0.0016550925925925926
2010-07-31,0.0010648148148148149
2010-08-01,0.0014467592592592592
2010-08-02,0.0018055555555555555
2010-08-03,0.004872685185185185
2010-08-04,0.0022685185185185187
2010-08-05,0.0034375
2010-08-06,0.0024537037037037036
2010-08-07,0.0013657407407407407
2010-08-08,0.0022222222222222222
2010-08-09,0.0027083333333333334
2010-08-10,0.001724537037037037
2010-08-11,0.0020717592592592593
2010-08-12,0.002025462962962963
2010-08-13,0.0034837962962962965
2010-08-14,0.0017708333333333332
2010-08-15,0.00125
2010-08-16,0.0035416666666666665
2010-08-17,0.0021875
2010-08-18,0.002824074074074074
2010-08-19,0.002199074074074074
2010-08-20,0.002662037037037037
2010-08-21,0.0019560185185185184
2010-08-22,0.0017824074074074075
2010-08-23,0.0018055555555555555
2010-08-24,0.0018981481481481482
2010-08-25,0.001724537037037037
2010-08-26,0.0018287037037037037
2010-08-27,0.0014236111111111112
2010-08-28,0.0019560185185185184
2010-08-29,0.0011342592592592593
2010-08-30,0.0020833333333333333
2010-08-31,0.0029745370370370373
2010-09-01,0.0025810185185185185
2010-09-02,0.0019097222222222222
2010-09-03,0.0017939814814814815
2010-09-04,0.0010763888888888889
2010-09-05,0.0016898148148148148
2010-09-06,0.001388888888888889
2010-09-07,0.001412037037037037
2010-09-08,0.002013888888888889
2010-09-09,0.0021875
2010-09-10,0.0021180555555555558
2010-09-11,0.0016782407407407408
2010-09-12,0.002337962962962963
2010-09-13,0.0030671296296296297
2010-09-14,0.0025578703703703705
2010-09-15,0.0030208333333333333
2010-09-16,0.002534722222222222
2010-09-17,0.0017708333333333332
2010-09-18,0.001875
2010-09-19,0.0016898148148148148
2010-09-20,0.0030324074074074073
2010-09-21,0.00738425925925926
2010-09-22,0.005775462962962963
2010-09-23,0.004872685185185185
2010-09-24,0.003159722222222222
2010-09-25,0.003761574074074074
2010-09-26,0.0022569444444444442
2010-09-27,0.0043287037037037035
2010-09-28,0.0032291666666666666
2010-09-29,0.009386574074074073
2010-09-30,0.002534722222222222
2010-10-01,0.004976851851851852
2010-10-02,0.004641203703703704
2010-10-03,0.002951388888888889
2010-10-04,0.002939814814814815
2010-10-05,0.0028356481481481483
2010-10-06,0.0027314814814814814
2010-10-07,0.0020833333333333333
2010-10-08,0.0024189814814814816
2010-10-09,0.0028125
2010-10-10,0.0021412037037037038
2010-10-11,0.0021180555555555558
2010-10-12,0.0022800925925925927
2010-10-13,0.0021759259259259258
2010-10-14,0.001875
2010-10-15,0.0017476851851851852
2010-10-16,0.0021180555555555558
2010-10-17,0.0021643518518518518
2010-10-18,0.0038194444444444443
2010-10-19,0.0077314814814814815
2010-10-20,0.0051967592592592595
2010-10-21,0.0042361111111111115
2010-10-22,0.005185185185185185
2010-10-23,0.003958333333333334
2010-10-24,0.004016203703703704
2010-10-25,0.002395833333333333
2010-10-26,0.0032060185185185186
2010-10-27,0.004108796296296296
2010-10-28,0.0030902777777777777
2010-10-29,0.002824074074074074
2010-10-30,0.002013888888888889
2010-10-31,0.0014814814814814814
2010-11-01,0.002013888888888889
2010-11-02,0.0012731481481481483
2010-11-03,0.0018171296296296297
2010-11-04,0.0016319444444444445
2010-11-05,0.0025810185185185185
2010-11-06,0.002037037037037037
2010-11-07,0.0024305555555555556
2010-11-08,0.002777777777777778
2010-11-09,0.0022222222222222222
2010-11-10,0.0022453703703703702
2010-11-11,0.002037037037037037
2010-11-12,0.0013541666666666667
2010-11-13,0.001388888888888889
2010-11-14,0.001851851851851852
2010-11-15,0.0540625
2010-11-16,0.10310185185185185
2010-11-17,0.0021759259259259258
2010-11-18,0.01431712962962963
2010-11-19,0.10974537037037037
2010-11-20,0.11128472222222222
2010-11-21,0.11462962962962962
2010-11-22,0.0020833333333333333
2010-11-23,0.0023263888888888887
2010-11-24,0.043506944444444445
2010-11-25,0.05557870370370371
2010-11-26,0.012962962962962963
2010-11-27,0.0030671296296296297
2010-11-28,0.003263888888888889
2010-11-29,0.0028356481481481483
2010-11-30,0.002916666666666667
2010-12-01,0.00375
2010-12-02,0.003148148148148148
2010-12-03,0.0022569444444444442
2010-12-04,0.0021875
2010-12-05,0.0022569444444444442
2010-12-06,0.0025925925925925925
2010-12-07,0.0038657407407407408
2010-12-08,0.003298611111111111
2010-12-09,0.0030439814814814813
2010-12-10,0.0026157407407407405
2010-12-11,0.004340277777777778
2010-12-12,0.005462962962962963
2010-12-13,0.005844907407407407
2010-12-14,0.005578703703703704
2010-12-15,0.005162037037037037
2010-12-16,0.004143518518518519
2010-12-17,0.003425925925925926
2010-12-18,0.003912037037037037
2010-12-19,0.004247685185185185
2010-12-20,0.008946759259259258
2010-12-21,0.005023148148148148
2010-12-22,0.005810185185185186
2010-12-23,0.0043287037037037035
2010-12-24,0.00443287037037037
2010-12-25,0.005393518518518519
2010-12-26,0.0050810185185185186
2010-12-27,0.004166666666666667
2010-12-28,0.005694444444444445
2010-12-29,0.004027777777777778
2010-12-30,0.004907407407407407
2010-12-31,0.004548611111111111
2011-01-01,0.005532407407407408
2011-01-02,0.004560185185185185
2011-01-03,0.01125
2011-01-04,0.009699074074074074
2011-01-05,0.01337962962962963
2011-01-06,0.006400462962962963
2011-01-07,0.009907407407407408
2011-01-08,0.014652777777777778
2011-01-09,0.012268518518518519
2011-01-10,0.013310185185185185
2011-01-11,0.013773148148148149
2011-01-12,0.011516203703703704
2011-01-13,0.012476851851851852
2011-01-14,0.012511574074074074
2011-01-15,0.00931712962962963
2011-01-16,0.008761574074074074
2011-01-17,0.007511574074074074
2011-01-18,0.007835648148148149
2011-01-19,0.008657407407407407
2011-01-20,0.008541666666666666
2011-01-21,0.011481481481481481
2011-01-22,0.014548611111111111
2011-01-23,0.010543981481481482
2011-01-24,0.013090277777777777
2011-01-25,0.008483796296296297
2011-01-26,0.009548611111111112
2011-01-27,0.007881944444444445
2011-01-28,0.01068287037037037
2011-01-29,0.013726851851851851
2011-01-30,0.028194444444444446
2011-01-31,0.014155092592592592
2011-02-01,0.00982638888888889
2011-02-02,0.008541666666666666
2011-02-03,0.007280092592592592
2011-02-04,0.008796296296296297
2011-02-05,0.00755787037037037
2011-02-06,0.008472222222222223
2011-02-07,0.007974537037037037
2011-02-08,0.007847222222222222
2011-02-09,0.011979166666666667
2011-02-10,0.021388888888888888
2011-02-11,0.025104166666666667
2011-02-12,0.01986111111111111
2011-02-13,0.018796296296296297
2011-02-14,0.020949074074074075
2011-02-15,0.023136574074074073
2011-02-16,0.02150462962962963
2011-02-17,0.023368055555555555
2011-02-18,0.021342592592592594
2011-02-19,0.016458333333333332
2011-02-20,0.020150462962962964
2011-02-21,0.020555555555555556
2011-02-22,0.022974537037037036
2011-02-23,0.02337962962962963
2011-02-24,0.02201388888888889
2011-02-25,0.021238425925925924
2011-02-26,0.019398148148148147
2011-02-27,0.0234375
2011-02-28,0.018171296296296297
2011-03-01,0.030081018518518517
2011-03-02,0.02130787037037037
2011-03-03,0.034930555555555555
2011-03-04,0.020381944444444446
2011-03-05,0.020497685185185185
2011-03-06,0.020335648148148148
2011-03-07,0.019849537037037037
2011-03-08,0.02607638888888889
2011-03-09,0.019375
2011-03-10,0.017951388888888888
2011-03-11,0.020300925925925927
2011-03-12,0.03259259259259259
2011-03-13,0.03002314814814815
2011-03-14,0.02929398148148148
2011-03-15,0.03173611111111111
2011-03-16,0.0352662037037037
2011-03-17,0.03733796296296296
2011-03-18,0.02605324074074074
2011-03-19,0.0355787037037037
2011-03-20,0.04559027777777778
2011-03-21,0.06605324074074075
2011-03-22,0.024525462962962964
2011-03-23,0.051076388888888886
2011-03-24,0.023287037037037037
2011-03-25,0.02113425925925926
2011-03-26,0.037002314814814814
2011-03-27,0.026851851851851852
2011-03-28,0.03197916666666667
2011-03-29,0.02957175925925926
2011-03-30,0.018518518518518517
2011-03-31,0.021921296296296296
2011-04-01,0.016238425925925927
2011-04-02,0.018425925925925925
2011-04-03,0.018865740740740742
2011-04-04,0.02466435185185185
2011-04-05,0.02228009259259259
2011-04-06,0.01986111111111111
2011-04-07,0.017708333333333333
2011-04-08,0.01853009259259259
2011-04-09,0.018252314814814815
2011-04-10,0.01818287037037037
2011-04-11,0.02060185185185185
2011-04-12,0.022152777777777778
2011-04-13,0.02519675925925926
2011-04-14,0.03149305555555556
2011-04-15,0.021782407407407407
2011-04-16,0.022928240740740742
2011-04-17,0.024039351851851853
2011-04-18,0.033414351851851855
2011-04-19,0.03986111111111111
2011-04-20,0.03269675925925926
2011-04-21,0.020462962962962964
2011-04-22,0.022233796296296297
2011-04-23,0.02474537037037037
2011-04-24,0.02443287037037037
2011-04-25,0.027777777777777776
2011-04-26,0.037731481481481484
2011-04-27,0.0508912037037037
2011-04-28,0.033229166666666664
2011-04-29,0.03858796296296296
2011-04-30,0.04958333333333333
2011-05-01,0.04363425925925926
2011-05-02,0.033541666666666664
2011-05-03,0.03170138888888889
2011-05-04,0.030127314814814815
2011-05-05,0.03755787037037037
2011-05-06,0.035555555555555556
2011-05-07,0.04251157407407408
2011-05-08,0.031006944444444445
2011-05-09,0.03792824074074074
2011-05-10,0.03435185185185185
2011-05-11,0.03355324074074074
2011-05-12,0.036944444444444446
2011-05-13,0.044641203703703704
2011-05-14,0.04828703703703704
2011-05-15,0.041087962962962965
2011-05-16,0.04747685185185185
2011-05-17,0.04869212962962963
2011-05-18,0.06126157407407407
2011-05-19,0.05199074074074074
2011-05-20,0.05295138888888889
2011-05-21,0.054907407407407405
2011-05-22,0.05821759259259259
2011-05-23,0.06318287037037038
2011-05-24,0.0644212962962963
2011-05-25,0.06887731481481481
2011-05-26,0.07721064814814815
2011-05-27,0.05423611111111111
2011-05-28,0.056226851851851854
2011-05-29,0.05292824074074074
2011-05-30,0.059988425925925924
2011-05-31,0.0684375
2011-06-01,0.07351851851851852
2011-06-02,0.08039351851851852
2011-06-03,0.0953587962962963
2011-06-04,0.09938657407407407
2011-06-05,0.09703703703703703
2011-06-06,0.10960648148148149
2011-06-07,0.10222222222222223
2011-06-08,0.1346064814814815
2011-06-09,0.13835648148148147
2011-06-10,0.12784722222222222
2011-06-11,0.12320601851851852
2011-06-12,0.14128472222222221
2011-06-13,0.12753472222222223
2011-06-14,0.16100694444444444
2011-06-15,0.14266203703703703
2011-06-16,0.14543981481481483
2011-06-17,0.12858796296296296
2011-06-18,0.13155092592592593
2011-06-19,0.13019675925925925
2011-06-20,0.12721064814814814
2011-06-21,0.10938657407407408
2011-06-22,0.1303125
2011-06-23,0.11780092592592592
2011-06-24,0.12391203703703704
2011-06-25,0.11053240740740741
2011-06-26,0.11384259259259259
2011-06-27,0.13405092592592593
2011-06-28,0.12221064814814815
2011-06-29,0.11377314814814815
2011-06-30,0.10931712962962963
2011-07-01,0.1207175925925926
2011-07-02,0.0908449074074074
2011-07-03,0.09489583333333333
2011-07-04,0.10918981481481481
2011-07-05,0.10215277777777777
2011-07-06,0.11993055555555555
2011-07-07,0.1047337962962963
