Date,Daily Return in USD,Log Price in USD,Volatility Daily Log Return in Percent 5D,market/price_usd_close,market/price_drawdown_relative,market/price_realized_usd,market/mvrv,mining/difficulty_latest,mining/hash_rate_mean,blockchain/block_count,blockchain/block_interval_mean,blockchain/block_size_sum,fees/volume_sum,fees/volume_mean,fees/fee_ratio_multiple,blockchain/utxo_created_count,blockchain/utxo_spent_count,blockchain/utxo_created_value_sum,blockchain/utxo_spent_value_sum,blockchain/utxo_profit_relative,blockchain/utxo_profit_count,blockchain/utxo_loss_count,supply/current,supply/profit_relative,supply/profit_sum,supply/loss_sum,supply/active_24h,supply/active_1d_1w,supply/active_1w_1m,supply/active_1m_3m,supply/active_3m_6m,supply/active_6m_12m,supply/active_1y_2y,supply/active_2y_3y,supply/active_3y_5y,supply/active_5y_7y,supply/active_7y_10y,supply/active_more_10y,supply/issued,supply/inflation_rate,transactions/count,transactions/size_sum,transactions/transfers_volume_sum,indicators/nvt,indicators/velocity,indicators/cdd,indicators/average_dormancy,indicators/liveliness,indicators/asol,indicators/net_unrealized_profit_loss,indicators/unrealized_profit,indicators/unrealized_loss,indicators/nupl_more_155,indicators/nupl_less_155,addresses/active_count,addresses/sending_count,addresses/receiving_count,addresses/new_non_zero_count,addresses/non_zero_count,addresses/min_point_zero_1_count,addresses/min_point_1_count,addresses/min_1_count,addresses/min_10_count,addresses/min_100_count,addresses/min_1k_count,addresses/min_10k_count,transactions/transfers_volume_to_exchanges_sum,transactions/transfers_volume_from_exchanges_sum,transactions/transfers_to_exchanges_count,transactions/transfers_from_exchanges_count,transactions/transfers_volume_exchanges_net,distribution/balance_exchanges
2016-01-11,0.06097845041936667,0.06161361444935576,3.035691119272929,1.0635513244628605,-0.6293241218327716,2.049690090858791,0.50517684606945,9032041128264.0,521244492061.218,5107.0,16.9253965145878,5403609.0,25.5135651128461,0.00234219821103884,1059.462669977975,530110.0,546140.0,1824150.77178995,1819900.77178995,0.8436962360523,28951870.0,5363644.0,76427640.26130731,0.283695403218768,20745593.145295,52380341.021192,98682.8119829109,98682.8119829109,1731115.85358319,13932717.8836177,57017189.1479683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27005.15625,0.13763021644065843,10890.0,0.0,504557.522698113,151.47458282380128,0.00660176764548824,18472473.8651427,36.61123466430835,0.182117900347565,10.4250366769501,-0.962564126497343,0.0414811051339123,1.00404523163126,-1.69388947492884,-0.0362063658246708,2950.0,1843.0,2469.0,286.0,31886.0,23959.0,17908.0,14588.0,11922.0,9097.0,5212.0,1002.0,139220.932484767,165792.81186632,2673.0,226.0,-26571.879381553008,10362916.545302453
2016-01-12,0.10385397286107545,0.15478359148835635,3.737647303790886,1.167405297323936,-0.5931282545474039,2.0491906824677266,0.558380907127117,8783254069357.0,507062463477.728,4930.0,17.5259634888438,5392622.0,25.6307222674603,0.00235966877807589,1011.5365342311306,558341.0,509375.0,1280395.96688163,1276145.96688163,0.805140016668374,27668218.0,6696262.0,76454022.05872485,0.349160758919532,25539302.868857,47591401.926597,361708.430406592,361708.430406592,1488231.31714943,13614279.0427327,57192275.3712637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25900.78125,0.1315996693003314,10860.0,0.0,990456.554165314,77.19068720096949,0.012954930656290883,23543225.1397002,23.770073549102563,0.182581224737947,12.8316807342825,-0.787060567865622,0.0668763900424773,0.853936957908099,-1.45104087261827,0.0528537806898612,2985.0,1962.0,2512.0,317.0,32126.0,24065.0,18019.0,14608.0,11939.0,9106.0,5219.0,1006.0,276760.858296495,178683.10460344,2766.0,267.0,98077.75369305498,10460993.984842068
2016-01-13,-0.044075893237893515,0.11629695784379016,5.164228834849542,1.1233294040860424,-0.6084898737341531,2.049351686667111,0.542519567499439,8566306420709.0,491192812089.854,5002.0,17.2726909236305,7119076.0,60.3126094436415,0.00341424338769553,440.96293220898775,487359.0,497260.0,1409539.89068399,1405839.89068399,0.801200183533031,27524895.0,6829684.0,76479856.01000524,0.338068325862924,24739140.369733,48429235.470967,136780.649102727,136780.649102727,1499849.13072669,13081515.8540041,57863017.0041436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26535.3125,0.1349831165080717,16158.0,0.0,423225.742643984,180.707004097196,0.005533819815097675,5010068.19233111,11.83781534892494,0.18268929379731,15.1229314989798,-0.857503537481332,0.0553215729994207,0.912825110480752,-1.54384537412895,0.0188800211530638,2815.0,1747.0,2352.0,202.0,32288.0,24152.0,18098.0,14621.0,11961.0,9121.0,5232.0,1010.0,65429.5788442433,124362.61417593,2722.0,183.0,-58933.0353316867,10402060.7269777
2016-01-14,0.06885907720215845,0.1757906780292848,5.073063788414703,1.1921884812882009,-0.5844906568420243,2.048023358561407,0.553683267748921,9051169529686.0,514373324045.329,5090.0,16.9660117878193,5405058.0,26.7761764050364,0.00251348694311804,1006.3421497826963,494585.0,474524.0,1228523.94450483,1225198.94450483,0.78811525007971,27091178.0,7283462.0,76506818.42699742,0.352204231363612,25781848.288404,47406243.671754,125587.047880197,125587.047880197,1497683.41079927,13131710.9742336,57808925.3019464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26919.21875,0.1370123396076024,10648.0,0.0,332499.048194957,230.09635318456168,0.004346005428421084,15888167.280218,47.78409853041791,0.182580546987248,13.4231878415655,-0.747943971793158,0.0730300077152091,0.820973979508367,-1.39470591451615,0.0754270530820766,2751.0,1690.0,2330.0,202.0,32441.0,24251.0,18184.0,14692.0,11987.0,9135.0,5238.0,1011.0,105762.140750399,142129.00080616,2662.0,162.0,-36366.860055761004,10365693.670975931
2016-01-15,0.0042165115828680655,0.1793212210105756,5.2325431269431215,1.196404992871069,-0.5830210905899478,2.047355710604602,0.602644527974245,9215092639668.0,529144998023.854,5084.0,16.9970495672699,5115619.0,23.1601242177737,0.00234532903471126,1158.046633171121,480131.0,468569.0,1728312.76958045,1725262.76958045,0.712017628466209,24483582.0,9902620.0,76533864.66451913,0.354019792796978,25917874.03597,47279520.436974,432325.056047797,432325.056047797,1379881.26682954,13128494.6186758,57692649.2672382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26797.34375,0.13630033523571305,9868.0,0.0,945377.774737417,80.9558535324958,0.012352411300297126,35416482.1887676,37.462782746933826,0.182934547689165,17.6707249017269,-0.741216828968173,0.073037435339464,0.814254264307637,-1.38498913592846,0.0762927062378973,3123.0,1914.0,2610.0,377.0,32739.0,24422.0,18324.0,14739.0,12003.0,9138.0,5241.0,1018.0,194253.381514877,205784.04525987,2500.0,287.0,-11530.663744993013,10354162.664113048
2016-01-16,0.0102779430815636,0.1878752199123508,5.147476410918416,1.2066829359526325,-0.5794389545050386,2.0465711481641744,0.603751541829851,9191581621469.0,537270349044.268,5046.0,17.1236623067776,4881399.0,22.6502570572844,0.00212399259726973,1171.9856066057348,547754.0,522452.0,1473914.85920086,1470364.85920086,0.749370849934371,25786978.0,8624526.0,76560446.57098612,0.357418893590584,26172164.773244,47048802.668361,112125.105767013,112125.105767013,1396218.06993926,13030278.5094198,57851316.0698527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26523.125,0.1347659659014102,10660.0,0.0,571216.783425056,134.03045707432526,0.0074609907466439505,14313934.6814626,25.058673163689697,0.184143153721113,13.1445401429049,-0.725706232546306,0.075239588997041,0.800945821543347,-1.35876897464695,0.10039070470059,2662.0,1499.0,2470.0,263.0,32942.0,24578.0,18462.0,14807.0,12042.0,9157.0,5247.0,1015.0,149186.064684861,202941.46118883,2839.0,262.0,-53755.39650396901,10300406.940357098
2016-01-17,0.11377082796048388,0.27797543806640207,5.047069060479857,1.3204537639131164,-0.5397867998848902,2.046194286662074,0.604438340593561,9043648790664.0,528315777888.758,5036.0,17.1606433677522,4464778.0,17.0397021972285,0.00174819967140951,1562.0509762504214,655229.0,525241.0,10358180.6875424,10354405.6875424,0.732154216152562,25289699.0,9251793.0,76586959.76054777,0.377582645197191,27656159.963306,45569201.349747,195501.590468999,195501.590468999,1519843.77345701,12909448.4488245,57822881.6086961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26599.84375,0.13513112660485072,9743.0,0.0,370955.278528445,206.45874096835382,0.0048435827677224905,16803598.7500198,45.298179383451725,0.183840940715904,10.439232839059,-0.574931452916132,0.102448440450525,0.677379893366657,-1.13363332824016,0.193070863148979,2578.0,1407.0,2435.0,267.0,33163.0,24747.0,18629.0,14896.0,12083.0,9188.0,5256.0,1017.0,71392.0785650906,142599.61501408,2719.0,166.0,-71207.53644898938,10229199.198676027
2016-01-18,0.09841732448700369,0.3498615472576538,3.873085621605577,1.41887108840012,-0.5054857489229033,2.048495126416745,0.689287498323038,9706028557048.0,555119989665.917,5072.0,17.0277996845426,5359464.0,30.9188099798842,0.00239383787394582,861.9696255230746,561828.0,549451.0,9462153.27350625,9457828.27350625,0.750484873343706,25932156.0,8621713.0,76613842.09290454,0.394289396427367,28957750.95732,44424501.116152,281581.34481824,281581.34481824,1505494.92137646,12407863.1330411,58209796.6572042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26620.15625,0.1351904642383892,12916.0,0.0,2265938.49687015,33.81108631091628,0.029576097934396712,97941161.0310331,43.22322126850102,0.187973675733478,12.0996352491655,-0.464872740158252,0.120987766629026,0.585860506787278,-0.981697911263771,0.240798040831766,3050.0,1630.0,2833.0,380.0,33496.0,24960.0,18805.0,15011.0,12166.0,9246.0,5298.0,1013.0,623201.004932505,316050.29200271,2855.0,349.0,307150.712929795,10536349.490845062
2016-01-19,-0.06131048484726542,0.3056894153306441,5.4652855564687055,1.3575606035528547,-0.5268540809336753,2.0524283119851727,0.665328645996269,9484829036542.0,548764650768.01,4972.0,17.3843523732904,5502641.0,35.5769582279663,0.00265104010640584,734.418869955245,489778.0,523675.0,8804629.11109532,8801304.11109532,0.721663157780082,24911792.0,9608180.0,76639809.38891149,0.378793806389052,27824571.361751,45610605.812264,218539.650635579,218539.650635579,1458561.65736339,12262835.398682,58315729.6291512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26092.8125,0.13229535510793333,13416.0,0.0,1240725.36949413,61.77016386805983,0.016189045606807607,35217374.726101,28.38450441330129,0.192235899214138,13.7236397693036,-0.534115223483759,0.105052764841818,0.639167988325576,-1.06037866746949,0.204933709241811,2844.0,1515.0,2628.0,297.0,33726.0,25097.0,18938.0,15076.0,12215.0,9299.0,5328.0,1013.0,389182.635079709,274172.80017679,2555.0,264.0,115009.83490291901,10651359.008737711
2016-01-20,0.173756044507005,0.4261279196272851,6.63941529109475,1.5313166480598597,-0.4662954854968011,2.0524086727634976,0.710667241325102,9590871755528.0,548847439780.703,5038.0,17.1476776498611,4831186.0,19.0134918696109,0.0017920350489737,1396.9823993415248,598930.0,664292.0,3967101.06612386,3963301.06612386,0.784572224152298,27032130.0,7422480.0,76666178.83335592,0.406207134442713,29843291.60383,43614342.380636,207529.353036755,207529.353036755,1515999.76423093,12170782.9204992,58267604.4911064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26542.5,0.134672785912052,10609.0,0.0,600167.315802932,127.74134281335914,0.00782831914849278,26429600.5672187,44.03705412024968,0.192478396392118,16.9226414668101,-0.354962293888214,0.142404962986454,0.497367256874668,-0.825723618005828,0.291940073182075,3349.0,1994.0,2798.0,409.0,33954.0,25043.0,18892.0,15029.0,12239.0,9316.0,5342.0,1013.0,170841.39675953,193969.75473645,2856.0,212.0,-23128.35797692,10628231.391635831
2016-01-21,0.01674402917996831,0.43700297158269724,6.604470453189631,1.548060677239828,-0.4604597467058432,2.0525639347510274,0.741923827852166,9712403494572.0,551234113320.587,4963.0,17.410437235543,4682773.0,20.2959758344998,0.00189081198383639,1278.0619634825155,595260.0,561160.0,5266985.97493337,5263560.97493337,0.775016896833776,26729333.0,7759377.0,76692622.21605992,0.406404397081086,29858714.098085,43599015.638658,197746.846796107,197746.846796107,1668901.19439213,12117811.7419225,58243145.0748673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25919.21875,0.1312638026224715,10728.0,0.0,495019.11781695,154.9286067056901,0.006454585897746105,13502803.7063448,27.2773378246331,0.193527437838967,10.5332347818109,-0.340376468581645,0.145083331222627,0.485459799804272,-0.803009423842234,0.297997192650753,2900.0,1500.0,2720.0,341.0,34236.0,25252.0,19078.0,15158.0,12347.0,9386.0,5359.0,1018.0,105718.771824364,212732.948222279,3235.0,238.0,-107014.176397915,10521216.934953887
2016-01-22,-0.039917786731838545,0.41087902007556776,6.872459244341163,1.5081428905079894,-0.47437215536067645,2.053335921600629,0.741606090039437,9990309037602.0,573292978976.024,5007.0,17.2566407030158,5144050.0,31.1813250745786,0.00225168436413768,843.0104000456698,570236.0,586156.0,7717679.82261773,7713279.82261773,0.741608961734748,25565330.0,8907460.0,76718710.162566,0.403296535607259,29630384.317198,43791988.10814,579448.277167981,579448.277167981,1688391.76261479,12040391.1729054,57812376.0744017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26255.0,0.13302434351266812,13845.0,0.0,919024.766130984,83.47839251987217,0.011979147774820271,64578454.9159564,70.26845988909113,0.194013834151845,11.1576886836447,-0.378910387265193,0.134968496009759,0.513878883274953,-0.848851384624968,0.278317162063578,2976.0,1562.0,2809.0,339.0,34515.0,25483.0,19296.0,15255.0,12413.0,9428.0,5374.0,1017.0,85620.9611963764,135259.80582694,3160.0,203.0,-49638.84463056359,10471577.84560868
2016-01-23,0.4568363863088434,0.6754816991164191,12.85167491514819,1.9649792768168328,-0.3151525438771433,2.056264740844572,0.853355640829567,9820053112624.0,573454941556.911,4928.0,17.5300324675325,4463583.0,17.4328034105711,0.0015812066585552,1479.2296853283783,567220.0,490179.0,29768145.4690689,29763670.4690689,0.750189776615695,25918930.0,8630901.0,76744721.53300871,0.427336232989366,31373860.496009,42043130.088889,265319.075035342,265319.075035342,1790311.1996471,11459367.26259,58067805.998191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25769.6875,0.13036520172473764,11020.0,0.0,1143830.4459195,67.09449097703929,0.014904353329727393,46240900.0713759,40.42635885094304,0.197849035933934,12.5734590275796,-0.0495891969304499,0.209131204387211,0.258720401317661,-0.416375390286578,0.459936439429742,3408.0,1836.0,3150.0,531.0,34977.0,25750.0,19512.0,15382.0,12477.0,9475.0,5386.0,1022.0,293738.849140733,490375.28853424,3084.0,346.0,-196636.43939350697,10274940.995599415
2016-01-24,0.19015551095452632,0.7678532681293915,11.306431805099862,2.155134787771359,-0.24887829891110413,2.0649791320133155,1.03805354308854,10673829150215.0,605351827249.734,5168.0,16.7202012383901,5131159.0,23.7308825767431,0.0018542649302034,1148.838419490355,586891.0,495890.0,67354303.3714194,67350028.3714194,0.77258929577673,26763136.0,7877696.0,76771017.85842103,0.428265038744534,31463505.614014,42000387.178772,509284.401876577,509284.401876577,2345970.15124456,11195090.4199651,57950305.590155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27239.21875,0.1382399055287209,12793.0,0.0,1920494.2835564,39.974614095833346,0.025015876265938302,78249028.7781229,40.74421332471773,0.202343333145983,18.8461262612796,0.0415594038280215,0.226659962721463,0.185100558893442,-0.291016638002013,0.491360069344624,3820.0,2050.0,3439.0,696.0,35546.0,26132.0,19846.0,15622.0,12641.0,9544.0,5399.0,1025.0,506838.676319864,324709.77899436,3430.0,432.0,182128.897325504,10457069.362996612
2016-01-25,0.3376687550996227,0.9134079979348506,11.515817007549735,2.492803542870982,-0.13119177128687165,2.0734888887354965,1.11385237056818,10194036677515.0,583651395499.166,4881.0,17.699241958615,6515705.0,40.1912428608067,0.00234748220669393,640.4622166577146,599226.0,571620.0,17367466.2309743,17363416.2309743,0.756926256671847,26241451.0,8426987.0,76797264.79581253,0.432761059293205,31760117.109975,41540538.97007,391708.452033128,391708.452033128,2527015.34847133,10523417.6422851,58273590.1550951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25700.78125,0.12990047738647803,17111.0,0.0,2139382.51947006,35.89693011740405,0.027857535358299795,76523585.1082402,35.76900550126755,0.205834910123525,16.5199644278077,0.172730520026401,0.255778096208956,0.0830475761825555,-0.114996587571583,0.546611421075991,4035.0,2181.0,3700.0,783.0,36155.0,26539.0,20203.0,15801.0,12727.0,9575.0,5401.0,1018.0,622696.648168261,485599.75983833,3402.0,469.0,137096.88832993107,10594165.681742638
