Date,Log Price in USD,Volatility Daily Log Return in Percent 5D,market/price_usd_close,market/price_drawdown_relative,market/price_realized_usd,market/mvrv,mining/difficulty_latest,mining/hash_rate_mean,blockchain/block_count,blockchain/block_interval_mean,blockchain/block_size_sum,fees/volume_sum,fees/volume_mean,fees/fee_ratio_multiple,blockchain/utxo_created_count,blockchain/utxo_spent_count,blockchain/utxo_created_value_sum,blockchain/utxo_spent_value_sum,blockchain/utxo_profit_relative,blockchain/utxo_profit_count,blockchain/utxo_loss_count,supply/current,supply/profit_relative,supply/profit_sum,supply/loss_sum,supply/active_more_1y_percent,supply/active_more_2y_percent,supply/active_more_3y_percent,supply/active_more_5y_percent,supply/active_24h,supply/active_1d_1w,supply/active_1w_1m,supply/active_1m_3m,supply/active_3m_6m,supply/active_6m_12m,supply/active_1y_2y,supply/active_2y_3y,supply/active_3y_5y,supply/active_5y_7y,supply/active_7y_10y,supply/active_more_10y,supply/issued,supply/inflation_rate,transactions/count,transactions/size_sum,transactions/transfers_volume_sum,transactions/transfers_volume_adjusted_sum,indicators/sopr_adjusted,indicators/nvt,indicators/velocity,indicators/cdd,indicators/reserve_risk,indicators/average_dormancy,indicators/liveliness,indicators/asol,indicators/sol_1h,indicators/sol_1h_24h,indicators/sol_1d_1w,indicators/sol_1w_1m,indicators/sol_1m_3m,indicators/sol_3m_6m,indicators/sol_6m_12m,indicators/sol_1y_2y,indicators/sol_2y_3y,indicators/sol_3y_5y,indicators/sol_5y_7y,indicators/sol_7y_10y,indicators/net_unrealized_profit_loss,indicators/unrealized_profit,indicators/unrealized_loss,indicators/net_realized_profit_loss,indicators/realized_profit,indicators/realized_loss,indicators/nupl_more_155,indicators/nupl_less_155,indicators/puell_multiple,indicators/stock_to_flow_deflection,indicators/difficulty_ribbon_compression,addresses/active_count,addresses/sending_count,addresses/receiving_count,addresses/new_non_zero_count,addresses/non_zero_count,addresses/min_point_zero_1_count,addresses/min_point_1_count,addresses/min_1_count,addresses/min_10_count,addresses/min_100_count,addresses/min_1k_count,addresses/min_10k_count,transactions/transfers_volume_to_exchanges_sum,transactions/transfers_volume_from_exchanges_sum,transactions/transfers_to_exchanges_count,transactions/transfers_from_exchanges_count,transactions/transfers_volume_exchanges_net,distribution/balance_exchanges,Close Gold,Close Silver,Close WTI Crude Oil,Close Natural Gas,Close Treasury Yield 5 Years,Close Treasury Yield 10 Years,Treasury Yield 30 Years,Close Dow Jones Industrial Average,Close Russell 2000,Close S&P 500,Close EURO STOXX 50,Close NASDAQ,Close VIX,Close CBOE Skew,Dow Jones Industrial Average Daily Change,Russell 2000 Daily Change,S&P 500 Daily Change,EURO STOXX 50 Daily Change,NASDAQ Daily Change,VIX Daily Change,CBOE Skew Daily Change,Close USD Index,Close EUR/USD,Close JPY/USD,Close GBP/USD,Close CAD/USD,Close SEK/USD,Close CHF/USD,Daily Return in USD_ohneshift,percentage_daily_return_bef_shift,market/price_usd_close_cummax,price_usd_close_percent_of_maxtilnow,Class
2020-02-06,9.182948849330112,0,9729.80223149,-0.5088918234975549,5716.926645345067,1.6934501068846215,6.64263891249076e+22,1.03613746497464e+20,135.0,641.096296296296,153473217.0,27.10635364,8.59877667137215e-05,63.254776957894066,763688.0,710476.0,1569522.48661785,1567834.98661785,0.8324751717477541,88461156.0,17801660.0,18203700.0,0.8525908068333101,15520282.5835612,2683388.46141121,0.588950789778573,0.41322304206988797,0.27192609746369,0.21637628448139398,381729.135800461,608285.810236557,780043.2139409999,1394753.31498236,1730169.88655732,2587606.19156247,3198895.20096474,2572127.190528,1011212.13058583,1214920.64559003,1557598.634224,1166329.69,1687.5,0.03441316218201629,315235.0,153418183.0,1567807.88026421,1041711.69737348,1.05000113304162,17.474796573656516,0.05722527273979905,21654939.0886423,0.00227348171738077,20.787842877489027,0.6061443434918481,34.7672432731753,225337.0,239619.0,99615.0,59583.0,47060.0,13874.0,15223.0,6364.0,2756.0,702.0,335.0,8.0,0.41219603982055997,0.44630888933456,0.0341128495140002,270778929.496712,313505086.532909,42726157.03619721,0.4488907822297549,0.11463532383577202,1.1073721314245701,1.1825656657232313,0.0684701289932547,749129.0,500360.0,552400.0,391129.0,28634518.0,7826041.0,2840341.0,785909.0,154290.0,16254.0,2135.0,105.0,50721.805332163894,45537.336895338,39947.0,32097.0,5184.468436825904,2966777.4508266463,1565.1,17.789,50.95,1.8619999999999999,1.46,1.6440000000000001,2.114,29379.77,1677.46,3345.78,3805.52,9572.15,14.96,129.78,88.92000000000189,-4.460000000000036,11.090000000000146,27.679999999999836,63.46999999999935,-0.1899999999999995,0.0,98.5,1.1002,0.0091,1.2997,0.7528,0.1043,1.0274,116.37794254000073,0.011960977188554722,23758.933628169103,0.40952184065846026,1.0
2020-02-05,9.170915764088583,0,9613.42428895,-0.5147659571938135,5701.660864066542,1.6483552885773718,6.64263891249076e+22,1.22038198288293e+20,159.0,544.308176100629,172476691.0,25.44140813,6.90507623390194e-05,79.12067594074638,868258.0,792997.0,848648.94363695,846661.44363695,0.825916552706477,87720270.0,18489334.0,18202012.5,0.846954435081131,15416250.690688098,2785732.85428425,0.589197368131766,0.41276254229524606,0.271981632500234,0.216357993559817,172920.229847671,691771.4493696371,794783.31905918,1443664.67508123,1745203.31425749,2629062.69765567,3211468.90531181,2562495.87985033,1012462.17128897,1216583.23564857,1558687.97760221,1162879.69,1987.5,0.04065739136277546,368445.0,172412194.0,846636.00222882,537786.18119562,1.02599548895761,33.84618857169744,0.029545424232382,5924311.63702525,0.0022106674977422896,11.01610982984756,0.6061472485423979,35.402168181130904,268369.0,273636.0,114011.0,58611.0,33348.0,16731.0,17475.0,5709.0,3048.0,1577.0,187.0,295.0,0.4072286448045229,0.44356523746105997,0.0363365926565371,79670339.56482281,91257756.04010358,11587416.4752808,0.442183652005544,0.11042941652861736,1.2675495335050702,1.1716911238218508,0.06848323792465982,837536.0,570797.0,618121.0,444339.0,28607304.0,7824401.0,2840004.0,784983.0,153811.0,16286.0,2138.0,105.0,47273.4064885446,42781.1243930513,44123.0,33177.0,4492.282095493298,2961598.072951266,1557.8,17.569000000000003,50.75,1.861,1.46,1.649,2.133,29290.85,1681.92,3334.69,3777.84,9508.68,15.15,129.78,483.21999999999747,25.15000000000009,37.0999999999999,45.55999999999993,40.71000000000095,-0.9000000000000004,2.0799999999999983,98.27,1.1047,0.0091,1.3033,0.7529,0.1043,1.0317,432.461322449999,0.04498514883474818,23758.933628169103,0.40462355926412946,1.0
2020-02-04,9.12488737642464,0,9180.962966500001,-0.5365942828291365,5698.846506105075,1.6177700041948342,6.64263891249076e+22,1.01898724732278e+20,132.0,651.886363636364,157712229.0,23.74587464,7.68330690032292e-05,70.48575384208294,746430.0,712593.0,897290.32818751,895640.32818751,0.78162114783148,82956847.0,23177496.0,18200025.0,0.769871367704982,14011655.8473681,4188340.19760422,0.589283095306343,0.412251104299426,0.272017773296312,0.21635662403290398,277154.279428101,631319.715507177,762858.99371385,1431667.04828644,1745056.93830433,2626972.00307966,3221986.6621258,2552250.13009011,1013034.30812278,1216569.22878004,1559697.04753448,1161429.69,1650.0,0.033642647160380346,309058.0,157659283.0,895616.58231287,592262.73678067,1.00861846492408,30.72964728277331,0.03254186391396001,6210664.78632696,0.0021720227874051303,10.486333852583616,0.6062241463103449,35.50121681642229,226964.0,239811.0,110970.0,61332.0,39116.0,13727.0,9355.0,4255.0,5332.0,1146.0,485.0,100.0,0.379148046197826,0.42590034982766295,0.0467523036298364,31502144.356570598,76144243.8600994,44642099.503528796,0.4163968181092148,0.06975570197093584,1.03624928387588,1.1186469690049357,0.06766139022998159,768226.0,517030.0,555771.0,398573.0,28597142.0,7829512.0,2840753.0,785811.0,153820.0,16248.0,2136.0,105.0,37155.2563775277,31845.8524756323,38394.0,30228.0,5309.403901895403,2957110.496716317,1550.4,17.528,49.61,1.8719999999999999,1.4240000000000002,1.6030000000000002,2.081,28807.63,1656.77,3297.59,3732.28,9467.97,16.05,127.7,407.8199999999997,24.55999999999995,48.670000000000066,71.01000000000022,194.5699999999997,-1.9199999999999984,0.0,97.96,1.1063,0.0092,1.2997,0.7522,0.1037,1.0355,-112.55812257999969,-0.01225994734873759,23758.933628169103,0.38642150822858706,1.0
2020-02-03,9.137072779274865,0,9293.52108908,-0.5309129531355177,5695.562815844712,1.6408124155123551,6.64263891249076e+22,1.13431470987497e+20,148.0,585.608108108108,176234984.0,21.53312454,6.50814973523865e-05,86.91414574152647,791719.0,820537.0,1599642.01407943,1597792.01407943,0.792357474713646,84069529.0,22030977.0,18198375.0,0.791799501090848,14409441.319087699,3788904.72588464,0.589282149622459,0.410269879845927,0.271897849167779,0.216349423902656,363650.738243281,496095.40851301706,800625.46158335,1456267.03316134,1729484.47105981,2628245.39277596,3257732.41499465,2518146.10379259,1010891.0736341999,1216939.33670646,1561638.92050811,1158629.69,1850.0,0.03779998699998055,330864.0,176176012.0,1597770.48095489,955671.23948101,1.0106359046337,19.04250567369053,0.052514097521400134,59520695.7563126,0.0022051049836538357,62.281560119603576,0.605563509949385,30.776326259069,237531.0,225101.0,154660.0,101935.0,65788.0,13820.0,10072.0,7483.0,2745.0,1192.0,201.0,9.0,0.386764813031572,0.430511032978127,0.0437462199465547,64534960.097654395,200553768.55126002,136018808.453606,0.4239492026852827,0.08101546385886528,1.17894095276811,1.1337250854799477,0.06677830022393033,864995.0,598876.0,573284.0,411073.0,28586443.0,7827946.0,2841481.0,785490.0,153741.0,16242.0,2136.0,105.0,42922.8964256377,39267.325851414505,38582.0,29711.0,3655.570574223202,2951805.328275257,1577.2,17.64,50.11,1.819,1.3430000000000002,1.52,1.9969999999999999,28399.81,1632.21,3248.92,3661.27,9273.4,17.97,127.7,143.78000000000247,18.15000000000009,23.40000000000009,20.360000000000127,122.45999999999913,-0.870000000000001,-8.029999999999987,97.8,1.109,0.0092,1.3182,0.7553,0.1038,1.038,-57.00827609999942,-0.006134195592129751,23758.933628169103,0.3911590155738893,0.0
2020-01-31,9.143188237276865,0,9350.52936518,-0.5280354814403163,5687.8449588536705,1.6450567235080755,6.64263891249076e+22,1.1050856112649e+20,144.0,601.097222222222,159701634.0,22.53135857,6.740063588501e-05,80.88865804109389,804552.0,726488.0,1204276.68489227,1202476.68489227,0.8061713798273459,85484151.0,20553043.0,18192850.0,0.8102843078712709,14741357.4086513,3451463.63632104,0.5930404598443829,0.41077596659832,0.271902806205751,0.21637071865245397,355085.718058731,391845.225486927,828495.67688703,1556811.95057636,1739962.25019944,2531524.093884,3315910.5859518,2526498.5760481004,1010286.93904401,1219558.15560797,1565762.1832283998,1151079.69,1800.0,0.03677123476840016,334290.0,159643706.0,1202454.1535337,889684.68839318,1.04275322721536,20.448649097083262,0.048902985974884634,10310377.9498405,0.002218626458942264,11.58880003708012,0.605364244823208,30.065790032465202,255701.0,239886.0,112797.0,55988.0,28759.0,14492.0,9909.0,4894.0,2488.0,1272.0,300.0,2.0,0.39146909409984,0.434608476460858,0.043139382361018,189615224.21436203,213775302.79160902,24160078.577247698,0.4251469391978589,0.09153327116530008,1.15583959301082,1.1432095971716485,0.06415860723209192,772889.0,524096.0,572890.0,410430.0,28655025.0,7801988.0,2837116.0,784683.0,153665.0,16248.0,2136.0,106.0,34019.8424033496,41028.2329165072,37082.0,30262.0,-7008.390513157603,2946957.583781626,1582.9,17.972,51.56,1.841,1.3259999999999998,1.52,2.015,28256.03,1614.06,3225.52,3640.91,9150.94,18.84,135.73,-603.4099999999999,-34.160000000000075,-58.139999999999866,-49.870000000000346,-147.98999999999978,3.35,10.579999999999984,97.39,1.1029,0.0092,1.3089,0.7569,0.1037,1.0316,-158.46422952000103,-0.016947086451607602,23758.933628169103,0.39355846148304446,0.0
2020-01-30,9.159993323935263,0,9508.993594700001,-0.5200370579421941,5676.948718664398,1.6521413258489783,6.64263891249076e+22,1.20337661458166e+20,156.0,552.0,157157709.0,19.64580869,5.9102558618780896e-05,100.25781273603556,797173.0,719495.0,1455372.46303868,1453422.46303868,0.816442943614203,86509584.0,19449546.0,18191050.0,0.834947935033677,15188555.4576539,3002465.58731852,0.5934874228554711,0.41049708802685997,0.27195361329675,0.216440028798402,245818.125629081,350398.029354767,946075.91326623,1574527.9144741998,1751969.23090531,2526072.44780777,3328786.33038416,2520251.27598932,1009850.39128868,1222013.72952601,1565227.96634724,1150029.69,1950.0,0.039899721262164345,332402.0,157094759.0,1453402.81722999,757396.1161682409,1.0402204265146,24.01788127991827,0.04163564589005258,5845543.93555928,0.002227535466437953,7.717948126183425,0.605382945239631,31.558297512392897,249921.0,241654.0,107586.0,52533.0,30213.0,14984.0,13561.0,5822.0,1759.0,1081.0,305.0,76.0,0.402140297827302,0.44197282229285406,0.0398325244655517,152951931.239292,171162479.285106,18210548.0458139,0.4329209182106828,0.10768089782362657,1.25640456977427,1.160050932699778,0.06334223730803812,763783.0,514771.0,570249.0,408420.0,28644769.0,7796011.0,2836135.0,784669.0,153838.0,16309.0,2129.0,106.0,46537.5686782876,46092.0121425773,37575.0,29994.0,445.5565357102969,2953970.549769777,1583.5,17.952,52.14,1.829,1.38,1.558,2.028,28859.44,1648.22,3283.66,3690.78,9298.93,15.49,125.15,124.98999999999796,-1.0,10.259999999999764,-45.579999999999934,23.770000000000444,-0.9000000000000004,0.0,97.87,1.1017,0.0092,1.3022,0.7577,0.10400000000000001,1.0276,192.36409025000103,0.0202297002657798,23758.933628169103,0.40022813075355934,0.0
2020-01-29,9.139556201118271,0,9316.62950445,-0.5297465643987053,5668.273823778913,1.6471912820897299,6.64263891249076e+22,1.22285760012716e+20,160.0,543.20625,160732010.0,20.42515898,6.00030522147343e-05,98.91845448832831,803308.0,725918.0,893706.05062151,891706.05062151,0.802357187168155,84954744.0,20926708.0,18189100.0,0.8087271444267858,14709995.4859764,3479075.55899593,0.5935972424947621,0.409990874245543,0.27194242750228503,0.21643537449924696,204190.51225124102,361136.55867056706,982381.08106709,1628080.91084768,1690529.86580243,2525752.51287188,3339634.59272203,2510977.00265793,1009623.33777759,1222447.09671972,1565037.8835846002,1149279.69,2000.0,0.04094787886073914,340402.0,160667243.0,891685.62546253,613910.44604746,1.06884757445241,29.628262749244445,0.03375155703401817,18830665.5110659,0.0022211584424379122,30.673310142062878,0.60536617072097,41.6063588991336,251149.0,239006.0,96465.0,66108.0,30957.0,14670.0,12858.0,7719.0,5149.0,1346.0,428.0,63.0,0.39077290063653797,0.434995117218955,0.0442222165824162,218228713.324845,246598755.774467,28370042.4496216,0.4235226351524864,0.09616232845802476,1.2872158982700201,1.1399876857000724,0.0625332049620644,776159.0,519271.0,573379.0,412477.0,28626299.0,7792785.0,2836205.0,785019.0,153919.0,16327.0,2122.0,106.0,42354.8786057081,35903.796436706805,39736.0,29899.0,6451.082169001304,2953529.0270471554,1569.8,17.430999999999997,53.33,1.8769999999999998,1.4169999999999998,1.594,2.053,28734.45,1649.22,3273.4,3736.36,9275.16,16.39,125.15,11.600000000002186,-9.089999999999918,-2.8399999999996908,17.140000000000327,5.479999999999563,0.10999999999999943,-2.059999999999988,97.99,1.1023,0.0092,1.3025,0.7596,0.1041,1.0278,-41.96081258000049,-0.00450386189125137,23758.933628169103,0.3921316356304815,1.0
2020-01-28,9.144049950974328,0,9358.59031703,-0.5276286078708705,5655.7032259190855,1.5988712521277482,6.64263891249076e+22,1.06314986933377e+20,142.0,613.922535211268,171079741.0,22.98737848,6.762783819246271e-05,78.21628638708523,802609.0,794794.0,1050430.15512776,1048655.15512776,0.8111483186723021,85822787.0,19981275.0,18187100.0,0.830746773863547,15108850.596637899,3078220.44833445,0.5941167551457671,0.409723978836668,0.271415048964371,0.21645849568552397,193617.838997301,470470.85032883706,867201.2356277,1667050.83583089,1638698.42941434,2544771.01726172,3353569.86201136,2515438.33848061,999500.3301377409,1223612.78398035,1564509.83290191,1148629.69,1775.0,0.03626306812478641,339910.0,171023769.0,1048632.16774928,632863.78539832,1.02723053929119,28.73777962907637,0.03479739955233764,5323464.233663599,0.0021548569648788744,8.411706209912216,0.60532543465829,37.251358380642706,239963.0,273139.0,122259.0,78510.0,34650.0,16433.0,12496.0,12967.0,2115.0,1203.0,1039.0,20.0,0.396788587697349,0.439441907574995,0.0426533198776462,86297780.9515472,107582324.177949,21284543.226402104,0.422335873685488,0.09542820094609372,1.1081728175857999,1.135766251602055,0.06173223140250485,823221.0,566112.0,589163.0,423475.0,28609080.0,7792164.0,2835549.0,784710.0,153870.0,16318.0,2128.0,106.0,41005.3737258015,33456.8207140601,41561.0,29627.0,7548.553011741403,2947082.185426176,1569.2,17.402,53.48,1.9340000000000002,1.466,1.641,2.095,28722.85,1658.31,3276.24,3719.22,9269.68,16.28,127.21,187.04999999999927,14.169999999999845,32.60999999999967,41.37999999999965,130.3700000000008,-1.9499999999999995,0.18999999999999773,98.02,1.102,0.0092,1.306,0.7583,0.1039,1.0311,448.7711395000006,0.04795285660526921,23758.933628169103,0.3938977423605517,0.0
2020-01-27,9.094909225930078,0,8909.81917753,-0.5502801655020702,5650.258033320878,1.546478843203032,6.34640153194588e+22,9.6527200417504e+19,129.0,657.472868217054,136217907.0,19.78717492,7.08935689385227e-05,82.49217897549168,676973.0,626898.0,1509052.89676102,1507440.39676102,0.7817449516900159,82705682.0,23090565.0,18185325.0,0.790145287173972,14369025.9657984,3816270.07917397,0.59409736812638,0.409417945404957,0.271412880329828,0.21646042524620498,155116.798958881,486821.576713477,892327.41918799,1661294.83148146,1642607.40413428,2543274.2934733997,3358455.32300161,2509666.96003752,999328.2552436109,1223845.00245035,1566128.49029017,1146429.69,1612.5,0.0328926461072192,279111.0,136165931.0,1507420.6095861,524032.828472201,1.02137003191552,34.70264459007018,0.028816247632208993,4608676.240844901,0.0020856192699732065,8.794632684141812,0.6054334595227829,35.714753507559706,197700.0,197236.0,126455.0,46654.0,22229.0,12607.0,11242.0,9552.0,2240.0,719.0,254.0,10.0,0.36553049908722995,0.420773806440537,0.0552433073533067,60473185.439187095,75499257.943816,15026072.5046289,0.3981320106973672,0.05814470532861071,0.9745023327553579,1.0897662677446536,0.060940082169429886,702915.0,468083.0,504682.0,355234.0,28622289.0,7798389.0,2838512.0,784802.0,153957.0,16299.0,2134.0,106.0,38035.238748979704,34486.4184632688,32963.0,24899.0,3548.820285710899,2939537.9609849863,1576.8,18.0,53.14,1.902,1.435,1.605,2.055,28535.8,1644.14,3243.63,3677.84,9139.31,18.23,127.02,-453.9300000000003,-18.08999999999992,-51.839999999999684,-101.31999999999971,-175.6000000000004,3.67,0.0,97.96,1.1025,0.0092,1.3062,0.7599,0.1044,1.031,464.3848960100004,0.05212057470045516,23758.933628169103,0.37500922040399687,1.0
2020-01-24,9.04138125261123,0,8445.43428152,-0.5737198217302958,5645.06216678448,1.4892399850005218,6.34640153194588e+22,1.11213298845476e+20,152.0,570.651315789474,156996181.0,16.10082373,5.1319820007331e-05,119.00638475780643,749859.0,730756.0,692891.83838984,690991.83838984,0.728500689288518,76951479.0,28678454.0,18179875.0,0.71721077163341,13038781.410091199,5141064.63488114,0.593982081141393,0.4084542148464829,0.271400658650738,0.21640551181575,144141.512850081,506328.09838519705,899042.03615669,1691793.49194576,1726069.76427595,2413951.15396829,3372873.41825833,2491616.51994428,999804.8950667509,1223752.88081055,1570042.58331087,1140429.69,1900.0,0.038881427322925884,313735.0,156934402.0,690975.73756611,521593.66962733,1.01473318026785,34.854477840939325,0.028690718150005432,13958632.3417143,0.0020159107706635058,26.761506426424827,0.6056994317416861,43.6090494738,240946.0,232625.0,110607.0,59516.0,39558.0,13818.0,15021.0,14851.0,2097.0,992.0,406.0,319.0,0.331635940127171,0.4033001285693621,0.0716641884421916,36794164.648523204,63361586.557282105,26567421.9087588,0.3654941833302863,0.00483794273909588,1.11030570152762,1.0318943933799258,0.06033026662740903,733013.0,501426.0,534393.0,386379.0,28614361.0,7779865.0,2831915.0,783728.0,153680.0,16303.0,2132.0,106.0,37742.2256346386,37341.068187500896,32945.0,24819.0,401.1574471376952,2938176.9134973367,1571.1,18.057000000000002,54.19,1.893,1.501,1.681,2.128,28989.73,1662.23,3295.47,3779.16,9314.91,14.56,127.02,-170.36000000000058,-22.779999999999966,-30.070000000000164,42.309999999999945,-87.5699999999997,1.58,-4.739999999999995,97.85,1.1055,0.0091,1.3119999999999998,0.7618,0.105,1.0315,38.918213719998676,0.004608195673863467,23758.933628169103,0.3554635243185709,1.0
2020-01-23,9.036762406471466,0,8406.516067800001,-0.5756842042036521,5643.19765842631,1.501780847149162,6.34640153194588e+22,1.16985038151036e+20,159.0,542.496855345912,165301912.0,21.03754657,6.37967320679648e-05,95.47394416391779,782391.0,752678.0,867468.19028005,865480.69028005,0.7254944876391941,76620075.0,28990755.0,18177975.0,0.713541135039442,12970712.253615301,5207233.79135705,0.594297230068054,0.408160186117265,0.271612043018257,0.21659744800471,194290.67294649102,474653.38126609795,932576.05661404,1644014.39084766,1716007.67559169,2413283.67696006,3383594.53151149,2482168.73155035,1000053.9327914,1224461.34755977,1574561.95733371,1138279.69,1987.5,0.04071223119981982,329759.0,165237518.0,865459.65273348,676385.01713999,1.00366193086529,26.875188745107497,0.037209041003741616,12685047.6472735,0.0020352631838820704,18.754181902063188,0.6056890829299101,55.825988989611794,247096.0,228240.0,108539.0,66608.0,37162.0,14623.0,18515.0,28948.0,1814.0,854.0,257.0,22.0,0.32826692743075103,0.401985026041898,0.0737180986111474,9840739.67000271,57856843.7746177,48016104.104615,0.3620718678061482,-0.0026139275604324386,1.17310039578925,1.0259908264638486,0.060189466197683124,768892.0,528853.0,535914.0,382570.0,28606001.0,7781015.0,2831736.0,783945.0,153677.0,16323.0,2130.0,106.0,35152.122677435604,34776.4830421708,35986.0,26265.0,375.63963526479347,2937778.8444556464,1564.6,17.773,55.59,1.926,1.555,1.74,2.182,29160.09,1685.01,3325.54,3736.85,9402.48,12.98,131.76,-26.18000000000029,0.5499999999999545,3.789999999999964,-32.940000000000055,18.70999999999913,0.07000000000000027,1.8299999999999843,97.69,1.1096,0.0091,1.3145,0.7611,0.1053,1.0337,-274.35997441999825,-0.03263658478818547,23758.933628169103,0.3538254788435898,1.0
2020-01-22,9.068877729084699,0,8680.87604222,-0.5618359857571781,5642.515825382638,1.5406495533198186,6.34640153194588e+22,1.14777773280262e+20,156.0,552.929487179487,165168395.0,21.67952284,6.600956928417011e-05,90.94662910210066,782938.0,763365.0,897468.41879466,895518.41879466,0.7536421782694341,79570383.0,26010734.0,18175987.5,0.754656046606313,13716597.0188291,4459361.52614329,0.5948147928997399,0.40773277883533204,0.27169231455546,0.21665504143656197,287961.68472986104,410678.02159535704,892633.96793966,1650184.44406015,1711841.86255371,2411312.32353285,3400400.34910966,2472669.7782453,1000356.78824319,1225784.44193379,1575905.19302922,1136229.69,1950.0,0.03993343606958,328430.0,165105390.0,895496.73927182,570403.46857801,1.00443115180561,31.865141958747053,0.03138225466858458,5632954.81932378,0.002090857070830401,9.875386686140745,0.605733222587065,51.254655982353,242744.0,236442.0,101545.0,65323.0,47642.0,21978.0,23899.0,20815.0,1895.0,764.0,310.0,8.0,0.34968840470555795,0.41257073789236004,0.0628823331868022,16800589.441696398,45580720.3167375,28780130.875040997,0.3837944539091353,0.03031374643951057,1.18305625161054,1.0612717419943074,0.06009987420265996,783825.0,540608.0,544483.0,389151.0,28621888.0,7783073.0,2829880.0,783779.0,153665.0,16334.0,2132.0,106.0,41036.6542531034,44599.2821178933,34391.0,26448.0,-3562.6278647899017,2937406.824844166,1555.3,17.771,56.74,1.905,1.5730000000000002,1.7690000000000001,2.218,29186.27,1684.46,3321.75,3769.79,9383.77,12.91,129.93,-9.770000000000435,-1.4400000000000546,0.9600000000000364,-19.329999999999927,12.960000000000944,0.0600000000000005,-2.7699999999999823,97.53,1.1086,0.0091,1.3048,0.7649,0.1051,1.0322,-65.0187461100013,-0.007489883024913436,23758.933628169103,0.36537313408408895,0.0
2020-01-21,9.076339702210365,0,8745.89478833,-0.5585541885447729,5641.098286483121,1.5360801472157393,6.34640153194588e+22,1.11546305458732e+20,153.0,568.947712418301,152967295.0,20.51905021,6.512805685955239e-05,94.20606852786682,757545.0,698014.0,668118.80880822,666206.30880822,0.7641465626914291,80664491.0,24897053.0,18174037.5,0.767367846896472,13946149.806633499,4227858.73833884,0.594929805163314,0.407340325980496,0.271076419424915,0.21668682180027002,149042.31483666098,580140.460077188,858261.48430232,1677184.05629586,1687430.99683048,2409672.64372407,3409258.22927417,2476465.34763778,988478.586840221,1226381.34910498,1577363.38604902,1134329.69,1912.5,0.03915496964320941,315057.0,152905790.0,666185.78975801,489171.06388178,1.00905829640138,37.15272394851261,0.026915926847943392,5240176.73430506,0.0020874759448141493,10.712360401537312,0.6058532488631839,27.8451173680067,230148.0,231145.0,124994.0,52983.0,27469.0,12352.0,10779.0,5127.0,1818.0,987.0,209.0,3.0,0.354320479642759,0.415279840257882,0.0609593606151225,22198396.358519,41808568.041962,19610171.683443,0.3888062698763226,0.03720488536033872,1.15987208768305,1.0679120983190662,0.0586490941162033,757020.0,512574.0,544518.0,389259.0,28637124.0,7811830.0,2827330.0,782830.0,153634.0,16327.0,2127.0,106.0,34071.8545578823,32299.8139779661,35712.0,26759.0,1772.0405799162036,2940973.591719317,1556.4,17.750999999999998,58.34,1.895,1.5730000000000002,1.7690000000000001,2.231,29196.04,1685.9,3320.79,3789.12,9370.81,12.85,132.7,-152.0599999999977,-13.740000000000007,-8.829999999999927,-19.140000000000327,-18.130000000001022,0.75,-1.9200000000000157,97.53,1.1097,0.0091,1.3006,0.7666,0.1051,1.0327,-183.14288927000052,-0.020940440481215877,23758.933628169103,0.3681097361188248,0.0
2020-01-17,9.097063905196968,0,8929.037677600001,-0.5493101188043127,5635.929537651472,1.5713741125124383,6.34640153194588e+22,1.16281340367992e+20,159.0,545.779874213836,154048353.0,24.29323765,7.501779512897081e-05,82.8128908396037,781440.0,702452.0,1116671.92697822,1114684.42697822,0.7796724789324191,82031647.0,23181310.0,18166700.0,0.777661831761725,14127526.681845902,4039144.36312647,0.593913787953289,0.40577678081992,0.271112384791365,0.216642219654017,342509.879522881,498441.500300817,786309.58017727,1663103.74053583,1701723.23672445,2385129.49610009,3417828.56748994,2446407.6833321,989543.1490006809,1231345.14852864,1575900.37326006,1128428.69,1987.5,0.0407380053019728,323833.0,153984386.0,1114660.13374057,757952.328154959,1.02131578823401,23.96813008573004,0.041722069949685914,3837287.06914152,0.002147478200412607,5.062702397764795,0.606396058395314,41.141469426167,239528.0,238910.0,109791.0,47585.0,27515.0,13698.0,13463.0,5833.0,2200.0,2851.0,1061.0,17.0,0.366301966315685,0.422478428203535,0.0561764618878501,96829171.0304758,111043312.13028,14214141.099804,0.4018787635196699,0.05599969490915902,1.23910980694444,1.0906213986994369,0.0532443681400849,757448.0,509930.0,562165.0,403715.0,28552832.0,7810398.0,2824195.0,783759.0,153241.0,16345.0,2121.0,106.0,45184.7135079616,45213.539925532,39124.0,29416.0,-28.826417570402555,2941197.270220167,1558.8,18.012999999999998,58.54,2.003,1.631,1.8359999999999999,2.296,29348.1,1699.64,3329.62,3808.26,9388.94,12.1,134.62,50.459999999999134,-5.579999999999927,12.809999999999945,34.120000000000346,31.810000000001306,-0.22000000000000064,1.4900000000000089,97.61,1.114,0.0091,1.3079,0.7669,0.1054,1.0364,205.251911870002,0.02298701375008318,23758.933628169103,0.37581811613857713,0.0
