Date,supply/active_3m_6m
2009-01-03,"0,0"
2009-01-09,"0,0"
2009-01-10,"0,0"
2009-01-11,"0,0"
2009-01-12,"0,0"
2009-01-13,"0,0"
2009-01-14,"0,0"
2009-01-15,"0,0"
2009-01-16,"0,0"
2009-01-17,"0,0"
2009-01-18,"0,0"
2009-01-19,"0,0"
2009-01-20,"0,0"
2009-01-21,"0,0"
2009-01-22,"0,0"
2009-01-23,"0,0"
2009-01-24,"0,0"
2009-01-25,"0,0"
2009-01-26,"0,0"
2009-01-27,"0,0"
2009-01-28,"0,0"
2009-01-29,"0,0"
2009-01-30,"0,0"
2009-01-31,"0,0"
2009-02-01,"0,0"
2009-02-02,"0,0"
2009-02-03,"0,0"
2009-02-04,"0,0"
2009-02-05,"0,0"
2009-02-06,"0,0"
2009-02-07,"0,0"
2009-02-08,"0,0"
2009-02-09,"0,0"
2009-02-10,"0,0"
2009-02-11,"0,0"
2009-02-12,"0,0"
2009-02-13,"0,0"
2009-02-14,"0,0"
2009-02-15,"0,0"
2009-02-16,"0,0"
2009-02-17,"0,0"
2009-02-18,"0,0"
2009-02-19,"0,0"
2009-02-20,"0,0"
2009-02-21,"0,0"
2009-02-22,"0,0"
2009-02-23,"0,0"
2009-02-24,"0,0"
2009-02-25,"0,0"
2009-02-26,"0,0"
2009-02-27,"0,0"
2009-02-28,"0,0"
2009-03-01,"0,0"
2009-03-02,"0,0"
2009-03-03,"0,0"
2009-03-04,"0,0"
2009-03-05,"0,0"
2009-03-06,"0,0"
2009-03-07,"0,0"
2009-03-08,"0,0"
2009-03-09,"0,0"
2009-03-10,"0,0"
2009-03-11,"0,0"
2009-03-12,"0,0"
2009-03-13,"0,0"
2009-03-14,"0,0"
2009-03-15,"0,0"
2009-03-16,"0,0"
2009-03-17,"0,0"
2009-03-18,"0,0"
2009-03-19,"0,0"
2009-03-20,"0,0"
2009-03-21,"0,0"
2009-03-22,"0,0"
2009-03-23,"0,0"
2009-03-24,"0,0"
2009-03-25,"0,0"
2009-03-26,"0,0"
2009-03-27,"0,0"
2009-03-28,"0,0"
2009-03-29,"0,0"
2009-03-30,"0,0"
2009-03-31,"0,0"
2009-04-01,"0,0"
2009-04-02,"0,0"
2009-04-03,"50,0"
2009-04-04,"50,0"
2009-04-05,"50,0"
2009-04-06,"50,0"
2009-04-07,"50,0"
2009-04-08,"50,0"
2009-04-09,"700,0"
2009-04-10,"3750,0"
2009-04-11,"8400,0"
2009-04-12,"13139,0"
2009-04-13,"18939,0"
2009-04-14,"24650,0"
2009-04-15,"30925,0"
2009-04-16,"36175,0"
2009-04-17,"40925,0"
2009-04-18,"45975,0"
2009-04-19,"52000,0"
2009-04-20,"57600,0"
2009-04-21,"62450,0"
2009-04-22,"67150,0"
2009-04-23,"71500,0"
2009-04-24,"81500,0"
2009-04-25,"90600,0"
2009-04-26,"95950,0"
2009-04-27,"100700,0"
2009-04-28,"106000,0"
2009-04-29,"112450,0"
2009-04-30,"117900,0"
2009-05-01,"124250,0"
2009-05-02,"129800,0"
2009-05-03,"135750,0"
2009-05-04,"142749,96"
2009-05-05,"148399,96"
2009-05-06,"154499,96"
2009-05-07,"160449,96"
2009-05-08,"167499,96"
2009-05-09,"174699,96"
2009-05-10,"183399,96"
2009-05-11,"189299,96"
2009-05-12,"196150,0"
2009-05-13,"201850,0"
2009-05-14,"207700,0"
2009-05-15,"214050,0"
2009-05-16,"220600,0"
2009-05-17,"227800,0"
2009-05-18,"233300,0"
2009-05-19,"239000,0"
2009-05-20,"245600,0"
2009-05-21,"251350,0"
2009-05-22,"256800,0"
2009-05-23,"262800,0"
2009-05-24,"267700,0"
2009-05-25,"272850,0"
2009-05-26,"277850,0"
2009-05-27,"283000,0"
2009-05-28,"290200,0"
2009-05-29,"295400,0"
2009-05-30,"300150,0"
2009-05-31,"305100,0"
2009-06-01,"310200,0"
2009-06-02,"316150,0"
2009-06-03,"321500,0"
2009-06-04,"326500,0"
2009-06-05,"331300,0"
2009-06-06,"337750,0"
2009-06-07,"342550,0"
2009-06-08,"347450,0"
2009-06-09,"352800,0"
2009-06-10,"358350,0"
2009-06-11,"364500,0"
2009-06-12,"369950,0"
2009-06-13,"375900,0"
2009-06-14,"384100,0"
2009-06-15,"389400,0"
2009-06-16,"395500,0"
2009-06-17,"401200,0"
2009-06-18,"407300,0"
2009-06-19,"409250,0"
2009-06-20,"415150,0"
2009-06-21,"421400,0"
2009-06-22,"426350,0"
2009-06-23,"431700,0"
2009-06-24,"438650,0"
2009-06-25,"443400,0"
2009-06-26,"449850,0"
2009-06-27,"455300,0"
2009-06-28,"460550,0"
2009-06-29,"467300,0"
2009-06-30,"472650,0"
2009-07-01,"478000,0"
2009-07-02,"483250,0"
2009-07-03,"488450,0"
2009-07-04,"495200,0"
2009-07-05,"500300,0"
2009-07-06,"505050,0"
2009-07-07,"510000,0"
2009-07-08,"513900,0"
2009-07-09,"515950,0"
2009-07-10,"516900,0"
2009-07-11,"518411,0"
2009-07-12,"518211,0"
2009-07-13,"518300,0"
2009-07-14,"517525,0"
2009-07-15,"518225,0"
2009-07-16,"519075,0"
2009-07-17,"520275,0"
2009-07-18,"520550,0"
2009-07-19,"526450,0"
2009-07-20,"527400,33"
2009-07-21,"528300,33"
2009-07-22,"527450,33"
2009-07-23,"522900,33"
2009-07-24,"519350,33"
2009-07-25,"520250,33"
