Date,supply/active_1m_3m
2010-10-26,"509134,099999807"
2010-10-27,"519443,919999807"
2010-10-28,"525158,671192767"
2010-10-29,"524046,631192767"
2010-10-30,"518865,631192767"
2010-10-31,"523953,912231777"
2010-11-01,"618396,382232767"
2010-11-02,"598008,702232767"
2010-11-03,"597636,892232766"
2010-11-04,"603630,571144887"
2010-11-05,"608604,681144887"
2010-11-06,"609588,691144887"
2010-11-07,"604665,941144887"
2010-11-08,"618314,221144886"
2010-11-09,"614311,481144886"
2010-11-10,"612585,131144886"
2010-11-11,"628149,581144886"
2010-11-12,"623526,491144886"
2010-11-13,"633045,351144886"
2010-11-14,"632323,061144886"
2010-11-15,"652053,431145976"
2010-11-16,"648721,271145976"
2010-11-17,"661538,141145976"
2010-11-18,"662284,531145975"
2010-11-19,"667444,091145975"
2010-11-20,"699063,448912125"
2010-11-21,"717471,458912125"
2010-11-22,"718422,458912125"
2010-11-23,"735587,888912124"
2010-11-24,"746109,738912124"
2010-11-25,"764691,768912124"
2010-11-26,"805936,918911824"
2010-11-27,"847060,408911824"
2010-11-28,"860093,768911324"
2010-11-29,"860336,128911124"
2010-11-30,"861353,058910724"
2010-12-01,"870654,368910624"
2010-12-02,"869446,598910625"
2010-12-03,"874282,078910624"
2010-12-04,"901186,508910624"
2010-12-05,"902460,528910624"
2010-12-06,"872710,748910625"
2010-12-07,"875210,048910524"
2010-12-08,"1031780,59891052"
2010-12-09,"1029085,84891143"
2010-12-10,"1029600,18891143"
2010-12-11,"1023151,91891123"
2010-12-12,"1023801,19891123"
2010-12-13,"1020642,07891123"
2010-12-14,"1025720,84851475"
2010-12-15,"1053916,33851475"
2010-12-16,"1059710,10851475"
2010-12-17,"1060494,61851475"
2010-12-18,"1056287,68999911"
2010-12-19,"1057768,12999911"
2010-12-20,"1055411,41999911"
2010-12-21,"1056406,26999911"
2010-12-22,"1045395,91999911"
2010-12-23,"1058009,49999911"
2010-12-24,"1060575,85999911"
2010-12-25,"1080858,19999911"
2010-12-26,"1127957,72999911"
2010-12-27,"1097329,86981714"
2010-12-28,"1096104,23981714"
2010-12-29,"1100954,48981714"
2010-12-30,"1103459,17885502"
2010-12-31,"1041172,15885403"
2011-01-01,"1055085,83885403"
2011-01-02,"1044778,18885403"
2011-01-03,"1065375,53459973"
2011-01-04,"1065027,38459973"
2011-01-05,"1086261,58209384"
2011-01-06,"1111845,92300111"
2011-01-07,"1093846,32421661"
2011-01-08,"1082949,9542177"
2011-01-09,"1083097,7542177"
2011-01-10,"1073669,22008809"
2011-01-11,"1067503,55790815"
2011-01-12,"1104255,74218537"
2011-01-13,"1069103,92775937"
2011-01-14,"1054854,67774475"
2011-01-15,"1056294,68270943"
2011-01-16,"1047305,39579213"
2011-01-17,"1052278,89116348"
2011-01-18,"1078079,30116348"
2011-01-19,"1050923,61155685"
2011-01-20,"1043059,0717336"
2011-01-21,"1049898,9817336"
2011-01-22,"1038864,50940656"
2011-01-23,"1021646,37992521"
2011-01-24,"1002247,16076766"
2011-01-25,"962381,470767662"
2011-01-26,"956916,751611242"
2011-01-27,"769514,163023642"
2011-01-28,"802522,335162262"
2011-01-29,"797583,263206183"
2011-01-30,"789340,584525763"
2011-01-31,"740273,634525763"
2011-02-01,"727237,969513983"
2011-02-02,"706646,689513983"
2011-02-03,"695811,089513983"
2011-02-04,"702068,534449083"
2011-02-05,"698544,482523853"
2011-02-06,"644704,234523803"
2011-02-07,"649650,309057303"
2011-02-08,"650861,499057303"
2011-02-09,"650418,993854714"
2011-02-10,"657004,588143713"
2011-02-11,"650423,775100634"
2011-02-12,"666413,653065313"
2011-02-13,"688453,924659054"
2011-02-14,"684843,125651194"
2011-02-15,"692886,496836414"
2011-02-16,"710117,078578494"
2011-02-17,"728479,868187204"
2011-02-18,"731827,965819034"
2011-02-19,"735235,085819034"
2011-02-20,"738688,208696414"
2011-02-21,"737115,955328654"
2011-02-22,"757305,381715064"
2011-02-23,"752876,415324854"
2011-02-24,"711468,565324854"
2011-02-25,"727760,194839094"
2011-02-26,"1136341,69389828"
