Date,indicators/sopr_adjusted
2012-04-13,"1,00364942618093"
2012-04-14,"1,01520330812721"
2012-04-15,"1,02238498234647"
2012-04-16,"1,01430228464133"
2012-04-17,"1,0069370788063"
2012-04-18,"1,02699785839853"
2012-04-19,"1,02044564076054"
2012-04-20,"1,02616052746939"
2012-04-21,"1,01158670837353"
2012-04-22,"1,03736284170986"
2012-04-23,"0,967955695238037"
2012-04-24,"0,997197315175051"
2012-04-25,"1,10198705921566"
2012-04-26,"0,966282714516333"
2012-04-27,"1,00068825666902"
2012-04-28,"0,987203961981676"
2012-04-29,"0,988025894784129"
2012-04-30,"0,899917430623822"
2012-05-01,"0,997980926446847"
2012-05-02,"1,00649498098302"
2012-05-03,"1,00563649259856"
2012-05-04,"1,00333824566096"
2012-05-05,"0,999321124689426"
2012-05-06,"0,930909659615841"
2012-05-07,"0,998006356365367"
2012-05-08,"0,990684835581111"
2012-05-09,"1,00299449327502"
2012-05-10,"1,00049574315659"
2012-05-11,"0,981724828434617"
2012-05-12,"1,09265609240977"
2012-05-13,"0,960432566318562"
2012-05-14,"0,991766435072887"
2012-05-15,"0,993065326675396"
2012-05-16,"0,979946482435487"
2012-05-17,"0,970972248120393"
2012-05-18,"0,964680930529661"
2012-05-19,"0,999637634189359"
2012-05-20,"0,910957779279592"
2012-05-21,"0,939241261249754"
2012-05-22,"0,993367584298976"
2012-05-23,"1,00899197262575"
2012-05-24,"0,922426355076885"
2012-05-25,"1,00356023740399"
2012-05-26,"0,920646453998356"
2012-05-27,"1,00676664722891"
2012-05-28,"0,999028175046953"
2012-05-29,"0,999503132265696"
2012-05-30,"0,998905932382303"
2012-05-31,"0,95037500277976"
2012-06-01,"1,00645516813509"
2012-06-02,"1,00634480049697"
2012-06-03,"1,00326060260446"
2012-06-04,"1,00068603510328"
2012-06-05,"1,0239635451346"
2012-06-06,"1,01682289824624"
2012-06-07,"1,01922809733547"
2012-06-08,"1,02334096148312"
2012-06-09,"1,01494974656967"
2012-06-10,"1,00150974556414"
2012-06-11,"1,01541825081968"
2012-06-12,"1,02281511657326"
2012-06-13,"1,02989609782393"
2012-06-14,"1,00831262001093"
2012-06-15,"1,0575520949548"
2012-06-16,"1,04855522199885"
2012-06-17,"1,03623973644537"
2012-06-18,"1,01630533325897"
2012-06-19,"1,02063523907058"
2012-06-20,"1,00289271318964"
2012-06-21,"1,03623070495937"
2012-06-22,"1,02879198647742"
2012-06-23,"1,01292528984089"
