Date,market/mvrv
2010-07-17,"0,9999999999998239"
2010-07-18,"1,2997918703071387"
2010-07-19,"1,8132741830270114"
2010-07-20,"1,5848009416268471"
2010-07-21,"1,3982451438184202"
2010-07-22,"1,351514338556307"
2010-07-23,"1,2584068238874309"
2010-07-24,"1,1346272835643472"
2010-07-25,"1,1402888401113913"
2010-07-26,"0,9965993448143927"
2010-07-27,"1,1712287482791053"
2010-07-28,"1,1410469852660912"
2010-07-29,"1,1819808112484176"
2010-07-30,"1,2755639980055093"
2010-07-31,"1,2672020841598122"
2010-08-01,"1,2032845588586352"
2010-08-02,"1,209473213943698"
2010-08-03,"1,2117392443176276"
2010-08-04,"1,1829903556838939"
2010-08-05,"1,178119237137811"
2010-08-06,"1,2165503550687216"
2010-08-07,"1,1919973114397362"
2010-08-08,"1,166968930049446"
2010-08-09,"1,251747584041679"
2010-08-10,"1,339545666554306"
2010-08-11,"1,3577949876474045"
2010-08-12,"1,270295435903933"
2010-08-13,"1,2906357778655082"
2010-08-14,"1,2959068424104565"
2010-08-15,"1,2928459236150924"
2010-08-16,"1,272326189290722"
2010-08-17,"1,2717858259643522"
2010-08-18,"1,3670150349922368"
2010-08-19,"1,3048858264747998"
2010-08-20,"1,2725862044980822"
2010-08-21,"1,2602235530086663"
2010-08-22,"1,2170010584000803"
2010-08-23,"1,256857838869576"
2010-08-24,"1,262836337363369"
2010-08-25,"1,2468475279220954"
2010-08-26,"1,2377431835531485"
2010-08-27,"1,2318312855520914"
2010-08-28,"1,2421646397555386"
2010-08-29,"1,2318495301584769"
2010-08-30,"1,2040182446971734"
2010-08-31,"1,2143384877638739"
2010-09-01,"1,1681444135472796"
2010-09-02,"1,1641456635067235"
2010-09-03,"1,1945378358412717"
2010-09-04,"1,174122300852273"
2010-09-05,"1,189934463547953"
2010-09-06,"1,1814109528528305"
2010-09-07,"1,1744977276430646"
2010-09-08,"1,1664961484280478"
2010-09-09,"1,1742224116194426"
2010-09-10,"1,153374734058083"
2010-09-11,"1,188988120207026"
2010-09-12,"1,1785981021825285"
2010-09-13,"1,1773121078282744"
2010-09-14,"1,2049660116781389"
2010-09-15,"1,1689462825061485"
2010-09-16,"1,1767844485674237"
2010-09-17,"1,1521549171375716"
2010-09-18,"1,142051226442572"
2010-09-19,"1,168944296010762"
2010-09-20,"1,1873397536202837"
2010-09-21,"1,1960923915209858"
2010-09-22,"1,1792134904824343"
2010-09-23,"1,178793447170493"
2010-09-24,"1,1797653266441293"
2010-09-25,"1,1735273065641636"
2010-09-26,"1,1750360936308575"
2010-09-27,"1,1739118128550148"
2010-09-28,"1,1669431149759968"
2010-09-29,"1,165295428281913"
2010-09-30,"1,1636765560566815"
2010-10-01,"1,1645264170714407"
2010-10-02,"1,1505034109594818"
2010-10-03,"1,146604698350194"
2010-10-04,"1,1437230876275086"
2010-10-05,"1,1478491910973365"
2010-10-06,"1,1655401228561157"
2010-10-07,"1,1840388156881445"
2010-10-08,"1,407002671125727"
2010-10-09,"1,5459668883988384"
2010-10-10,"1,6968317023652257"
2010-10-11,"1,7080651932539965"
2010-10-12,"1,6660203065492243"
2010-10-13,"1,6996427363467028"
2010-10-14,"1,804026120941219"
2010-10-15,"1,7936694256804884"
2010-10-16,"1,7763330482682085"
2010-10-17,"1,7920669582815618"
2010-10-18,"1,7669412081203786"
2010-10-19,"1,7269474570716206"
2010-10-20,"1,6980938596176198"
2010-10-21,"1,7257937277843496"
2010-10-22,"1,7869786085454218"
2010-10-23,"1,8467691310310599"
2010-10-24,"2,0198699851330137"
2010-10-25,"1,9043979531343993"
2010-10-26,"2,593598798859206"
2010-10-27,"2,7867733459016124"
2010-10-28,"2,895041512123615"
2010-10-29,"2,8357037852142963"
2010-10-30,"2,8843332292055677"
2010-10-31,"2,9273232939402316"
2010-11-01,"2,8676622686130866"
2010-11-02,"2,8472181639769896"
2010-11-03,"2,667263470973693"
2010-11-04,"2,941445241122481"
2010-11-05,"3,258536115623031"
2010-11-06,"3,581387472055826"
2010-11-07,"4,623134696496675"
2010-11-08,"3,7328436489036703"
2010-11-09,"2,9669103806437276"
2010-11-10,"2,1604072787670696"
2010-11-11,"2,6106622109685977"
2010-11-12,"2,7061158995426577"
2010-11-13,"3,123601911195827"
2010-11-14,"3,1296774389143245"
2010-11-15,"3,0381322382510945"
2010-11-16,"2,8379969436658516"
2010-11-17,"2,677972046284081"
2010-11-18,"2,68719432682036"
2010-11-19,"2,864642996493493"
2010-11-20,"2,9124133509871557"
2010-11-21,"2,8995116952421363"
2010-11-22,"2,857847231057938"
2010-11-23,"2,925073888122617"
2010-11-24,"2,8936573491442688"
2010-11-25,"2,8706861880810455"
2010-11-26,"2,8713159205840246"
2010-11-27,"2,8689391690375703"
2010-11-28,"2,8239384449778053"
2010-11-29,"2,651999781088691"
2010-11-30,"2,184567365516125"
2010-12-01,"2,1666575222430695"
2010-12-02,"2,341858507637605"
2010-12-03,"2,461635341506546"
2010-12-04,"2,3985957521152605"
2010-12-05,"2,080363931392019"
2010-12-06,"1,912140744692934"
2010-12-07,"1,9629780193263169"
2010-12-08,"2,261310811115926"
2010-12-09,"2,071977075814319"
2010-12-10,"1,8956253002414953"
2010-12-11,"2,118485275046898"
2010-12-12,"2,0479589827563296"
2010-12-13,"2,1149257296924193"
2010-12-14,"2,1733761288131945"
2010-12-15,"2,341093279020401"
2010-12-16,"2,289187301727576"
2010-12-17,"2,353042031521658"
2010-12-18,"2,356867554092934"
2010-12-19,"2,332878229468462"
2010-12-20,"2,399578747566225"
