Date,supply/active_5y_7y
2017-07-01,"1315880,58262606"
2017-07-02,"1315604,9387716"
2017-07-03,"1317668,8823585"
2017-07-04,"1316864,53703268"
2017-07-05,"1317011,65310162"
2017-07-06,"1316332,86705958"
2017-07-07,"1315392,06557686"
2017-07-08,"1313586,58901203"
2017-07-09,"1311728,27155948"
2017-07-10,"1299148,93978784"
2017-07-11,"1289414,39468931"
2017-07-12,"1281376,95073351"
2017-07-13,"1274495,91641628"
2017-07-14,"1267045,94595761"
2017-07-15,"1265362,9552807"
2017-07-16,"1265707,25917214"
2017-07-17,"1264861,5666113"
2017-07-18,"1264311,68207909"
2017-07-19,"1264802,95365781"
2017-07-20,"1262768,84846037"
2017-07-21,"1261951,95286081"
2017-07-22,"1237539,47673935"
2017-07-23,"1235624,78074817"
2017-07-24,"1229173,40229021"
2017-07-25,"1228332,97408782"
2017-07-26,"1225904,9359932"
2017-07-27,"1225140,93409644"
2017-07-28,"1222609,82130576"
2017-07-29,"1222157,17954284"
2017-07-30,"1219004,65611699"
2017-07-31,"1216724,5991161"
2017-08-01,"1213099,55632503"
2017-08-02,"1211483,38493359"
2017-08-03,"1206784,79715433"
2017-08-04,"1202876,56299745"
2017-08-05,"1201307,12997131"
2017-08-06,"1197627,36085924"
2017-08-07,"1188403,12046896"
2017-08-08,"1185272,21925456"
2017-08-09,"1181895,85363375"
2017-08-10,"1179680,68872276"
2017-08-11,"1177589,57846964"
2017-08-12,"1174782,39468572"
2017-08-13,"1169963,8933754"
2017-08-14,"1169130,56799267"
2017-08-15,"1170524,24646874"
2017-08-16,"1169407,97315274"
2017-08-17,"1169301,89393446"
2017-08-18,"1167181,91477863"
2017-08-19,"1164720,7273346"
2017-08-20,"1163390,19336519"
2017-08-21,"1162770,8132224"
2017-08-22,"1161943,38291403"
2017-08-23,"1159881,43134676"
2017-08-24,"1157533,13968313"
2017-08-25,"1154970,27567883"
2017-08-26,"1152529,07026841"
2017-08-27,"1156459,43696407"
2017-08-28,"1155703,8434738"
2017-08-29,"1153571,9519368"
2017-08-30,"1151619,54377804"
2017-08-31,"1147201,87567207"
2017-09-01,"1145303,46669265"
2017-09-02,"1143649,46719932"
2017-09-03,"1141674,01456351"
2017-09-04,"1141673,81025961"
2017-09-05,"1140795,160307"
2017-09-06,"1137090,04933294"
2017-09-07,"1135787,12733938"
2017-09-08,"1133962,77693521"
2017-09-09,"1133368,18158219"
2017-09-10,"1132693,1426179"
2017-09-11,"1131416,38023101"
2017-09-12,"1130299,68945048"
2017-09-13,"1129594,44346091"
2017-09-14,"1127958,27448473"
2017-09-15,"1127193,35833579"
2017-09-16,"1125774,98586999"
2017-09-17,"1124440,9994537"
2017-09-18,"1123062,9203879"
2017-09-19,"1121330,65492884"
2017-09-20,"1120537,85086929"
2017-09-21,"1120191,36944614"
2017-09-22,"1118920,21797049"
2017-09-23,"1118642,09793406"
2017-09-24,"1119027,86603816"
2017-09-25,"1118633,2405038"
2017-09-26,"1116923,69018036"
2017-09-27,"1113339,06924119"
2017-09-28,"1111702,80903252"
2017-09-29,"1110364,85468413"
2017-09-30,"1109636,11826783"
2017-10-01,"1108707,50934004"
2017-10-02,"1103855,48813206"
2017-10-03,"1103805,62505962"
2017-10-04,"1101391,65775643"
2017-10-05,"1099338,45715776"
2017-10-06,"1098239,13610536"
2017-10-07,"1097485,8803008"
2017-10-08,"1097461,78592628"
2017-10-09,"1097333,4095213"
2017-10-10,"1096980,54303553"
2017-10-11,"1098299,18659993"
2017-10-12,"1096821,85673648"
2017-10-13,"1096415,29171348"
2017-10-14,"1095321,08137238"
2017-10-15,"1096617,32340845"
2017-10-16,"1083966,43349523"
2017-10-17,"1081301,52337768"
2017-10-18,"1079864,03396269"
2017-10-19,"1066023,37609557"
2017-10-20,"1063823,01909616"
2017-10-21,"1062799,55842803"
2017-10-22,"1062560,24462761"
2017-10-23,"1061703,67696975"
2017-10-24,"1060014,15719475"
2017-10-25,"1055260,82745644"
2017-10-26,"1053591,94562973"
2017-10-27,"1052101,42155145"
2017-10-28,"1050691,74055037"
2017-10-29,"1047397,77636575"
2017-10-30,"1046504,04425421"
2017-10-31,"1045836,56583358"
2017-11-01,"1034294,23143803"
2017-11-02,"1032998,88579477"
2017-11-03,"1031272,63582646"
2017-11-04,"1030389,04552074"
2017-11-05,"1017074,36559951"
2017-11-06,"1006152,10118188"
2017-11-07,"1004429,66889198"
2017-11-08,"1003237,20921232"
2017-11-09,"1001618,11126881"
2017-11-10,"1000802,89789453"
2017-11-11,"999186,650932749"
2017-11-12,"952371,02873264"
2017-11-13,"953787,02169985"
2017-11-14,"951289,33855795"
2017-11-15,"952385,03476294"
2017-11-16,"950833,486622139"
2017-11-17,"950725,251526749"
2017-11-18,"950380,116852369"
2017-11-19,"950214,898511689"
2017-11-20,"945974,534634419"
2017-11-21,"945060,042637539"
2017-11-22,"945998,828156179"
2017-11-23,"945893,287394369"
2017-11-24,"944894,680009219"
2017-11-25,"945145,279596289"
2017-11-26,"943048,318923959"
2017-11-27,"941371,79239031"
2017-11-28,"940735,55606568"
2017-11-29,"939964,10367471"
2017-11-30,"939880,16490328"
2017-12-01,"938670,82638083"
2017-12-02,"937169,25354448"
2017-12-03,"963499,45269271"
2017-12-04,"963120,64990138"
2017-12-05,"960120,37310548"
2017-12-06,"958547,14116561"
2017-12-07,"954428,156172879"
2017-12-08,"953819,811533609"
2017-12-09,"955265,320584809"
2017-12-10,"953022,548795409"
2017-12-11,"952559,184389249"
2017-12-12,"951731,355956289"
2017-12-13,"951857,881243329"
2017-12-14,"951816,035530119"
2017-12-15,"951174,013007819"
2017-12-16,"950631,087378169"
2017-12-17,"939544,042425689"
2017-12-18,"938763,564164829"
2017-12-19,"938304,424306389"
2017-12-20,"937349,515523659"
2017-12-21,"936800,995075979"
2017-12-22,"936611,222622689"
2017-12-23,"936003,838740779"
2017-12-24,"936752,916863319"
2017-12-25,"935941,268618729"
2017-12-26,"936824,712472099"
2017-12-27,"936244,174775589"
2017-12-28,"936756,250418659"
2017-12-29,"936536,179275329"
2017-12-30,"935460,308758339"
2017-12-31,"934424,224550469"
2018-01-01,"933788,364445769"
2018-01-02,"933775,664418579"
2018-01-03,"940353,702577679"
2018-01-04,"941397,591032019"
2018-01-05,"941969,621654699"
2018-01-06,"941565,318198989"
2018-01-07,"941225,996238629"
2018-01-08,"941030,122921649"
2018-01-09,"940207,061638759"
2018-01-10,"939253,700256759"
2018-01-11,"935923,742783319"
2018-01-12,"935839,662230839"
2018-01-13,"934309,325497249"
2018-01-14,"933229,935348779"
2018-01-15,"932472,402686419"
2018-01-16,"932208,198925799"
2018-01-17,"931664,724733729"
2018-01-18,"930865,962982349"
2018-01-19,"930667,675855669"
2018-01-20,"928735,987352639"
2018-01-21,"933315,57493004"
2018-01-22,"933441,622704689"
2018-01-23,"932835,95660169"
2018-01-24,"931793,752056189"
2018-01-25,"932071,322189509"
2018-01-26,"932437,140152499"
2018-01-27,"931414,395806209"
2018-01-28,"931011,236512219"
2018-01-29,"930089,287523649"
2018-01-30,"929842,149784999"
2018-01-31,"930708,767385609"
2018-02-01,"930296,128592499"
2018-02-02,"930529,124083699"
2018-02-03,"930837,64499661"
2018-02-04,"897833,95840176"
2018-02-05,"897373,08578528"
2018-02-06,"898577,17028122"
2018-02-07,"898494,75153792"
2018-02-08,"895883,58725711"
2018-02-09,"893589,95615475"
2018-02-10,"893285,58246075"
2018-02-11,"893071,68280075"
2018-02-12,"892984,99006881"
2018-02-13,"892087,59193342"
2018-02-14,"892490,43354592"
2018-02-15,"894140,24172386"
2018-02-16,"892851,45138512"
2018-02-17,"892726,22054297"
2018-02-18,"893317,05376207"
2018-02-19,"893554,96831975"
2018-02-20,"892189,32870807"
2018-02-21,"891479,74770391"
2018-02-22,"892716,59663292"
2018-02-23,"893047,73487357"
2018-02-24,"892418,14158559"
2018-02-25,"891765,5990047"
2018-02-26,"892132,30583105"
2018-02-27,"813397,177257771"
2018-02-28,"813793,907100011"
2018-03-01,"813387,473367751"
2018-03-02,"812998,341503231"
2018-03-03,"812267,995928831"
2018-03-04,"813816,693236061"
2018-03-05,"813856,045779781"
2018-03-06,"814555,801178141"
2018-03-07,"813781,74766084"
2018-03-08,"815017,84194378"
2018-03-09,"814669,312281391"
2018-03-10,"816262,646222711"
2018-03-11,"817661,308760991"
2018-03-12,"820004,112867531"
2018-03-13,"821821,043091981"
2018-03-14,"822170,646895421"
2018-03-15,"822334,150106851"
2018-03-16,"824579,424311371"
2018-03-17,"825505,472905411"
2018-03-18,"826391,183681221"
2018-03-19,"830967,021360361"
2018-03-20,"831532,465913951"
2018-03-21,"834975,950021121"
2018-03-22,"836972,926556891"
2018-03-23,"838429,748953161"
2018-03-24,"839761,368217151"
2018-03-25,"842308,592848951"
2018-03-26,"843900,350980051"
2018-03-27,"844423,584123181"
2018-03-28,"846850,164462091"
2018-03-29,"849353,891619692"
2018-03-30,"853281,731146502"
2018-03-31,"836481,947425862"
2018-04-01,"838586,604698222"
2018-04-02,"841343,335541622"
2018-04-03,"843740,798792692"
2018-04-04,"845121,809860072"
2018-04-05,"847532,846855992"
2018-04-06,"848534,115746122"
2018-04-07,"852216,181579682"
2018-04-08,"855028,599415792"
2018-04-09,"859338,611533222"
2018-04-10,"861457,352705622"
2018-04-11,"864426,324073152"
2018-04-12,"866468,833073362"
2018-04-13,"867408,909228062"
2018-04-14,"868975,208247842"
2018-04-15,"870602,906751262"
2018-04-16,"885820,354859092"
2018-04-17,"885723,252204692"
2018-04-18,"884978,916687122"
2018-04-19,"885317,377177852"
2018-04-20,"885056,580858702"
2018-04-21,"886138,440287582"
2018-04-22,"879762,917820881"
2018-04-23,"889240,331112801"
2018-04-24,"915837,746338791"
2018-04-25,"922568,982944531"
2018-04-26,"922156,435207381"
2018-04-27,"932266,395637701"
2018-04-28,"943905,446349671"
2018-04-29,"946082,640916401"
2018-04-30,"946754,315036871"
2018-05-01,"946562,540928641"
2018-05-02,"889041,264796411"
2018-05-03,"888827,219921712"
2018-05-04,"889305,173189142"
2018-05-05,"889324,949013902"
2018-05-06,"889042,000269912"
2018-05-07,"886611,428710672"
