Date,supply/loss_sum
2012-11-19,"2076376,44848705"
2012-11-20,"2060953,97826651"
2012-11-21,"2199528,45842216"
2012-11-22,"1444701,48982901"
2012-11-23,"1310484,18955558"
2012-11-24,"1147298,59080536"
2012-11-25,"1030921,41158108"
2012-11-26,"1737247,5655672"
2012-11-27,"1754495,23414548"
2012-11-28,"1610276,26740609"
2012-11-29,"1003666,67949167"
2012-11-30,"1276119,93851351"
2012-12-01,"1100479,79059831"
2012-12-02,"1317913,81958823"
2012-12-03,"974289,77166356"
2012-12-04,"816591,18949393"
2012-12-05,"881285,35260003"
2012-12-06,"1197547,14571288"
2012-12-07,"866423,99901894"
2012-12-08,"1241321,34959999"
2012-12-09,"1111745,92149611"
2012-12-10,"934758,56518883"
2012-12-11,"865796,32027407"
2012-12-12,"705483,97259684"
2012-12-13,"661966,27588676"
2012-12-14,"1241485,72030839"
2012-12-15,"1263471,43867007"
2012-12-16,"1671547,10036313"
2012-12-17,"1728292,44445664"
2012-12-18,"1599535,42115622"
2012-12-19,"1236058,00031523"
2012-12-20,"946663,24897009"
2012-12-21,"1154741,55639726"
2012-12-22,"1336469,1171857"
2012-12-23,"1621576,51331761"
2012-12-24,"1557025,73442219"
2012-12-25,"1334327,51624849"
2012-12-26,"1263972,57608986"
2012-12-27,"1479433,78632181"
2012-12-28,"1144003,73467354"
2012-12-29,"1352557,91035259"
2012-12-30,"1105336,94391665"
2012-12-31,"937451,9182646"
2013-01-01,"1921248,21881907"
2013-01-02,"2231960,86002354"
2013-01-03,"2126891,7674536"
2013-01-04,"1855202,14540758"
2013-01-05,"2201582,70576241"
2013-01-06,"1816828,47823559"
2013-01-07,"1576524,07725334"
2013-01-08,"894634,22510358"
2013-01-09,"807935,56370878"
2013-01-10,"704745,83874575"
2013-01-11,"826793,86420277"
2013-01-12,"1104783,60708629"
2013-01-13,"1372566,75942572"
2013-01-14,"601979,89501657"
2013-01-15,"765073,09715997"
2013-01-16,"562649,69529847"
2013-01-17,"623843,83488694"
2013-01-18,"631388,95044701"
2013-01-19,"893851,52968151"
2013-01-20,"745035,51887517"
2013-01-21,"594978,56107894"
2013-01-22,"550933,98395837"
2013-01-23,"381650,479672"
2013-01-24,"826235,7320351"
2013-01-25,"528326,26496226"
2013-01-26,"457351,12989819"
2013-01-27,"336864,2206468"
2013-01-28,"282323,44465825"
2013-01-29,"178861,28543501"
2013-01-30,"182795,09318544"
2013-01-31,"242634,30844698"
2013-02-01,"727023,46720178"
2013-02-02,"855909,62179532"
2013-02-03,"566059,2002965"
2013-02-04,"613908,01692523"
2013-02-05,"517670,94335072"
2013-02-06,"220477,96137388"
2013-02-07,"77307,03260491"
2013-02-08,"280190,05002447"
2013-02-09,"310959,52756867"
2013-02-10,"70215,43694273"
2013-02-11,"68893,8057824"
2013-02-12,"160115,98913124"
2013-02-13,"542909,18392785"
2013-02-14,"45533,37218321"
2013-02-15,"65846,05358051"
2013-02-16,"50680,45420292"
2013-02-17,"545472,89516026"
2013-02-18,"489659,57079246"
2013-02-19,"37436,00548627"
2013-02-20,"37894,73838866"
2013-02-21,"178681,21634064"
2013-02-22,"290766,09205493"
2013-02-23,"527960,77449585"
2013-02-24,"487453,74992375"
2013-02-25,"94763,0066706"
2013-02-26,"299365,02798226"
2013-02-27,"228486,5472301"
2013-02-28,"276353,76984056"
2013-03-01,"123766,48266868"
2013-03-02,"294887,88005042"
2013-03-03,"179633,88002012"
2013-03-04,"123198,82141536"
2013-03-05,"122635,77235184"
2013-03-06,"535071,66537575"
2013-03-07,"698426,20338861"
2013-03-08,"322769,92313819"
2013-03-09,"182244,10857453"
2013-03-10,"478937,21854609"
2013-03-11,"19127,19263106"
2013-03-12,"601163,51641784"
2013-03-13,"136478,89528186"
2013-03-14,"418059,56165571"
2013-03-15,"581034,73258155"
2013-03-16,"672400,82272581"
2013-03-17,"190691,46206729"
2013-03-18,"37428,70234632"
2013-03-19,"0,0"
2013-03-20,"172751,85939044"
2013-03-21,"208669,78689486"
2013-03-22,"479516,36152063"
2013-03-23,"615561,70850614"
2013-03-24,"368281,89262133"
2013-03-25,"255078,31139698"
2013-03-26,"118128,62083063"
2013-03-27,"34405,38997565"
2013-03-28,"455895,15844445"
2013-03-29,"359175,68884777"
2013-03-30,"449075,86993037"
2013-03-31,"57648,73213447"
2013-04-01,"156896,12341765"
2013-04-02,"0,0"
2013-04-03,"169691,63352684"
2013-04-04,"207412,64076515"
2013-04-05,"136300,28974233"
2013-04-06,"350362,53141949"
2013-04-07,"10172,7910755"
2013-04-08,"293588,37813238"
2013-04-09,"262605,05581176"
2013-04-10,"833223,5775959"
2013-04-11,"2132435,49846745"
2013-04-12,"1186705,53146118"
2013-04-13,"1821854,47863057"
2013-04-14,"1885122,99413638"
2013-04-15,"2408384,51788445"
2013-04-16,"2567035,13522079"
2013-04-17,"1664435,59335556"
2013-04-18,"956898,34971081"
2013-04-19,"961334,25460456"
2013-04-20,"877879,51176863"
2013-04-21,"1149086,76814201"
2013-04-22,"934744,31167956"
2013-04-23,"657992,36856296"
2013-04-24,"565604,90297789"
2013-04-25,"1093699,59580893"
2013-04-26,"1160822,69373601"
2013-04-27,"1633709,98102697"
2013-04-28,"1284548,50036363"
2013-04-29,"874046,64108696"
2013-04-30,"1155099,82997461"
2013-05-01,"2156160,0524172"
2013-05-02,"2313385,35254156"
2013-05-03,"2332788,00257889"
2013-05-04,"1883317,88393919"
2013-05-05,"1738004,96608999"
2013-05-06,"2011529,10360368"
2013-05-07,"2132625,5324418"
2013-05-08,"1860967,99204199"
2013-05-09,"2144290,5654237"
2013-05-10,"1573250,00726828"
2013-05-11,"1761607,06154418"
2013-05-12,"1900871,28846098"
2013-05-13,"1786134,34668312"
2013-05-14,"2544046,21726862"
2013-05-15,"2456888,5865719"
2013-05-16,"1840964,12361434"
2013-05-17,"1423002,4107746"
2013-05-18,"1325411,85646285"
2013-05-19,"1585096,32595616"
2013-05-20,"1581420,96126148"
2013-05-21,"1642519,83528312"
2013-05-22,"1321601,82918844"
2013-05-23,"1134082,19265426"
2013-05-24,"1124120,9450474"
2013-05-25,"1098767,38753321"
2013-05-26,"1043823,73056341"
2013-05-27,"1448409,27459789"
2013-05-28,"1388923,87285605"
2013-05-29,"1076486,96816141"
2013-05-30,"1496428,1959431"
2013-05-31,"1388680,67957337"
2013-06-01,"1203470,6525671"
2013-06-02,"1752080,86630432"
2013-06-03,"1685430,71239783"
2013-06-04,"1940895,67169941"
2013-06-05,"1807459,29376992"
2013-06-06,"2194184,13987805"
2013-06-07,"3024909,85888268"
2013-06-08,"3073711,73494848"
2013-06-09,"3187539,46859784"
2013-06-10,"3073273,15622307"
2013-06-11,"2924745,13332527"
2013-06-12,"3073274,94497785"
2013-06-13,"3254043,85109384"
2013-06-14,"3300192,60434945"
2013-06-15,"3248862,13097152"
2013-06-16,"3335639,23333196"
2013-06-17,"3169941,38449528"
2013-06-18,"2997213,53729323"
2013-06-19,"2947399,82597032"
2013-06-20,"3153451,39212152"
2013-06-21,"3159230,00977427"
2013-06-22,"3289083,15567533"
2013-06-23,"3202270,79560228"
2013-06-24,"3385846,07766742"
2013-06-25,"3507884,37372404"
2013-06-26,"3349368,31977154"
2013-06-27,"3600345,1899479"
2013-06-28,"3919921,06891185"
2013-06-29,"3899816,77274351"
2013-06-30,"3828295,65938216"
2013-07-01,"4023308,54914441"
2013-07-02,"3801626,05847658"
2013-07-03,"4163664,50986178"
2013-07-04,"4025862,88344049"
2013-07-05,"4328051,18234915"
2013-07-06,"4294893,20788148"
2013-07-07,"3878338,15020095"
2013-07-08,"3956177,56102543"
2013-07-09,"3793501,70415674"
2013-07-10,"3491579,05666708"
2013-07-11,"3422004,73176516"
2013-07-12,"3346202,96531896"
2013-07-13,"3199333,0927574"
2013-07-14,"3471573,878321"
2013-07-15,"3101638,71896701"
2013-07-16,"3434671,89947237"
2013-07-17,"3462149,55762306"
2013-07-18,"3791853,94733929"
2013-07-19,"3622238,76263657"
2013-07-20,"3845816,79222937"
2013-07-21,"3673959,10203512"
2013-07-22,"3793643,0520532"
2013-07-23,"3570272,58765549"
2013-07-24,"3381478,06230223"
2013-07-25,"3279994,13637681"
2013-07-26,"3344417,06763642"
2013-07-27,"3554108,93186643"
2013-07-28,"2895306,3492127"
2013-07-29,"2778431,50134647"
2013-07-30,"2523649,18201357"
2013-07-31,"2537564,02139181"
2013-08-01,"2740334,13443826"
2013-08-02,"2883969,42812039"
2013-08-03,"2954150,14539627"
2013-08-04,"2786918,42004322"
2013-08-05,"2617226,29331322"
2013-08-06,"2643332,47044359"
2013-08-07,"2846967,92120174"
2013-08-08,"3173781,79055488"
2013-08-09,"3557578,63986745"
2013-08-10,"3267122,09734341"
2013-08-11,"3096462,85517472"
2013-08-12,"2846411,49708085"
2013-08-13,"2393057,91515173"
2013-08-14,"2290297,56890468"
2013-08-15,"2571482,86288634"
2013-08-16,"2511312,21546489"
2013-08-17,"2185748,01928009"
2013-08-18,"2272901,77388075"
2013-08-19,"2066249,30833195"
2013-08-20,"1946153,09369928"
2013-08-21,"1839720,51932243"
2013-08-22,"1986882,078868"
2013-08-23,"2002432,2353052"
2013-08-24,"1937758,33765206"
2013-08-25,"1515600,77625895"
2013-08-26,"1698733,30520054"
2013-08-27,"1432355,1725834"
2013-08-28,"1508932,550428"
2013-08-29,"1262891,45261847"
2013-08-30,"1037962,75841156"
2013-08-31,"976246,32687533"
2013-09-01,"793737,7236829"
2013-09-02,"1031862,41629182"
2013-09-03,"1159452,06943142"
2013-09-04,"1570558,23688355"
2013-09-05,"1588479,23596876"
2013-09-06,"2153113,76106531"
2013-09-07,"1678663,55189668"
2013-09-08,"1957084,74872769"
2013-09-09,"1512912,33112862"
2013-09-10,"1565138,85851304"
2013-09-11,"1115489,39465493"
2013-09-12,"1316229,29355852"
2013-09-13,"1354536,7818477"
2013-09-14,"1531293,53117415"
2013-09-15,"1440216,10726258"
2013-09-16,"1334721,55164154"
2013-09-17,"1311659,7424411"
2013-09-18,"1379698,97448823"
2013-09-19,"1784089,7436676"
2013-09-20,"1949365,69197113"
2013-09-21,"1909290,13305059"
2013-09-22,"1861252,33696451"
2013-09-23,"2065688,85197613"
2013-09-24,"1679944,56338751"
2013-09-25,"1955852,67905622"
2013-09-26,"1512521,2078021"
2013-09-27,"1275085,90392125"
2013-09-28,"1334791,88567928"
2013-09-29,"1282880,15052822"
2013-09-30,"1475001,51845023"
2013-10-01,"1188756,55979545"
2013-10-02,"3544129,07035459"
2013-10-03,"2547858,60404925"
2013-10-04,"2188666,25463052"
2013-10-05,"2296083,95476237"
2013-10-06,"2038600,10215396"
2013-10-07,"1916308,58175573"
2013-10-08,"1664859,43094616"
2013-10-09,"1558529,65792175"
2013-10-10,"1259009,55674241"
2013-10-11,"1026095,26895219"
2013-10-12,"1045262,44996692"
2013-10-13,"618126,78996508"
2013-10-14,"629694,61154835"
2013-10-15,"377823,82677753"
2013-10-16,"807285,53500453"
2013-10-17,"475664,31198708"
2013-10-18,"241481,27841604"
2013-10-19,"240247,93839679"
2013-10-20,"235973,36207937"
2013-10-21,"212233,27656333"
2013-10-22,"311001,49115549"
2013-10-23,"137391,9521164"
2013-10-24,"473831,15783919"
2013-10-25,"709673,63442269"
2013-10-26,"1020115,12345463"
2013-10-27,"380543,90473931"
2013-10-28,"295357,65721774"
2013-10-29,"154637,40660815"
2013-10-30,"467221,36376315"
2013-10-31,"205737,91515828"
2013-11-01,"424082,70047583"
2013-11-02,"159403,33930682"
2013-11-03,"133216,11582228"
2013-11-04,"125513,37326769"
2013-11-05,"133451,73416285"
2013-11-06,"5689,91821698"
2013-11-07,"143275,89808441"
2013-11-08,"0,0"
2013-11-09,"178688,1760152"
2013-11-10,"249932,14570784"
2013-11-11,"89241,85776543"
2013-11-12,"36967,35293918"
2013-11-13,"92520,40706421"
2013-11-14,"104397,02693115"
2013-11-15,"289559,10354771"
2013-11-16,"72785,96983568"
2013-11-17,"35256,90544023"
2013-11-18,"0,0"
2013-11-19,"438124,61960218"
2013-11-20,"173964,32525685"
2013-11-21,"13865,4023332"
2013-11-22,"13264,09861547"
2013-11-23,"249054,12497865"
2013-11-24,"471423,33318339"
2013-11-25,"403343,89003718"
2013-11-26,"0,0"
2013-11-27,"66233,96070156"
2013-11-28,"276430,53280362"
2013-11-29,"36585,97731997"
2013-11-30,"252823,47121371"
2013-12-01,"843255,15025211"
2013-12-02,"352150,08741421"
2013-12-03,"355737,57106357"
2013-12-04,"115758,66609801"
2013-12-05,"904605,53558962"
2013-12-06,"1912978,42077804"
2013-12-07,"2150457,39139512"
2013-12-08,"1799963,56618968"
2013-12-09,"1133648,27320311"
2013-12-10,"912666,41310513"
2013-12-11,"1445181,32387788"
2013-12-12,"1444895,91640576"
2013-12-13,"1313850,01599937"
2013-12-14,"1639190,84847997"
2013-12-15,"1474898,23134622"
2013-12-16,"2450037,2617042"
2013-12-17,"2506573,31788199"
2013-12-18,"2757858,93834359"
2013-12-19,"2254126,76485907"
2013-12-20,"2587073,00492486"
2013-12-21,"2701276,91389011"
2013-12-22,"2676413,36558447"
2013-12-23,"2065740,74645714"
2013-12-24,"2220694,34366233"
2013-12-25,"1936729,25379273"
2013-12-26,"1697271,12017278"
2013-12-27,"1824540,36505727"
2013-12-28,"1931432,53397472"
2013-12-29,"1786814,67383037"
2013-12-30,"1746400,87965413"
2013-12-31,"1817799,58744917"
2014-01-01,"1563602,26942935"
2014-01-02,"1448578,74552873"
2014-01-03,"1403985,50042352"
2014-01-04,"1021510,1357181"
2014-01-05,"696067,88691434"
2014-01-06,"754812,22286689"
2014-01-07,"1880158,00210452"
2014-01-08,"1185602,02724542"
2014-01-09,"1399987,38606567"
2014-01-10,"1024098,8291201"
2014-01-11,"765718,02390844"
2014-01-12,"1243174,53842711"
2014-01-13,"1495363,2370105"
2014-01-14,"1800135,70716147"
2014-01-15,"1159885,13203573"
2014-01-16,"2005251,73553922"
2014-01-17,"2160233,75950795"
2014-01-18,"1984253,86202204"
2014-01-19,"1113565,38266066"
2014-01-20,"1585202,57748323"
2014-01-21,"1538375,84131618"
2014-01-22,"1816188,2870958"
2014-01-23,"2150218,76077127"
2014-01-24,"2428558,33817311"
2014-01-25,"2133207,66181991"
2014-01-26,"1931930,88500127"
2014-01-27,"2568338,2379648"
2014-01-28,"2347334,35314943"
2014-01-29,"2208614,89508837"
2014-01-30,"2129460,85922505"
2014-01-31,"2083821,86872267"
2014-02-01,"1851879,25978097"
2014-02-02,"1894940,53831331"
2014-02-03,"2070249,22779781"
2014-02-04,"2244009,92380566"
2014-02-05,"2659527,40078318"
2014-02-06,"2893676,56360562"
2014-02-07,"3223948,88701111"
2014-02-08,"3350722,09081778"
2014-02-09,"3311457,01636131"
2014-02-10,"3206608,83018268"
2014-02-11,"3288818,30313834"
2014-02-12,"3606840,90597936"
2014-02-13,"4066301,92602145"
2014-02-14,"3157112,44966486"
2014-02-15,"3376180,57416173"
2014-02-16,"3980880,11666962"
2014-02-17,"3801517,56946123"
2014-02-18,"3898633,5718351"
2014-02-19,"3972342,12404261"
2014-02-20,"4240931,45805477"
2014-02-21,"4098152,55282759"
2014-02-22,"3949939,45154702"
2014-02-23,"4020103,85802586"
2014-02-24,"4355056,12745885"
2014-02-25,"4109873,13637317"
2014-02-26,"3831417,43113601"
2014-02-27,"3843486,98092838"
2014-02-28,"4229538,51443776"
2014-03-01,"4038993,73462776"
2014-03-02,"4030662,67441812"
2014-03-03,"2447592,66479674"
2014-03-04,"2562444,69933774"
2014-03-05,"2514019,7114702"
2014-03-06,"2486161,80040789"
2014-03-07,"3487469,45298177"
2014-03-08,"3883234,72892597"
2014-03-09,"3273840,7181915"
2014-03-10,"3668461,9018834"
2014-03-11,"3484673,37010966"
2014-03-12,"3467306,39628034"
2014-03-13,"3350376,55264628"
2014-03-14,"3797155,57388144"
2014-03-15,"3235094,29865212"
2014-03-16,"3410679,06712753"
2014-03-17,"4123583,44513729"
2014-03-18,"4239861,46972357"
2014-03-19,"4258440,32063293"
2014-03-20,"4434745,04641138"
2014-03-21,"4738642,490975"
2014-03-22,"4728959,71886492"
2014-03-23,"4783667,9483697"
2014-03-24,"4285794,41370636"
2014-03-25,"4284803,61401216"
2014-03-26,"4338615,25648355"
2014-03-27,"5135582,40173584"
2014-03-28,"5014222,21488084"
2014-03-29,"5111590,07846832"
2014-03-30,"5147000,67398046"
2014-03-31,"5138997,54625042"
2014-04-01,"5015040,8234333"
2014-04-02,"5280415,59192561"
2014-04-03,"5084922,97347435"
2014-04-04,"5050049,74574732"
2014-04-05,"4822778,42999561"
2014-04-06,"4844067,83274688"
2014-04-07,"5200228,83135516"
2014-04-08,"4945132,06389528"
2014-04-09,"5300658,58620088"
2014-04-10,"5523144,33865968"
2014-04-11,"5208647,88455882"
2014-04-12,"5197574,72246669"
2014-04-13,"5278186,51874895"
2014-04-14,"4622365,58075624"
2014-04-15,"4257085,8272797"
2014-04-16,"4240907,17520617"
2014-04-17,"4591768,41253482"
2014-04-18,"4757015,73863115"
2014-04-19,"4443698,01893887"
2014-04-20,"4543040,77824324"
2014-04-21,"4579626,55325772"
2014-04-22,"4771339,43093057"
2014-04-23,"4709373,7303887"
2014-04-24,"4347187,27582648"
2014-04-25,"4928911,86864599"
2014-04-26,"4999768,27447385"
2014-04-27,"5426872,78905803"
2014-04-28,"5313443,00295272"
2014-04-29,"5194806,02372905"
2014-04-30,"5111860,04482708"
2014-05-01,"4742166,08416935"
2014-05-02,"4938027,00979878"
2014-05-03,"5407767,15064785"
2014-05-04,"5429069,03326618"
2014-05-05,"5418282,10442693"
2014-05-06,"5477481,88784169"
2014-05-07,"5243317,50105829"
2014-05-08,"5325479,18254289"
2014-05-09,"4802261,17961"
2014-05-10,"4682665,43996182"
2014-05-11,"5338399,02994785"
2014-05-12,"5280430,85028953"
2014-05-13,"5326199,94404231"
2014-05-14,"5081998,14071521"
2014-05-15,"5128299,71329834"
2014-05-16,"5082729,04171718"
2014-05-17,"4953458,99676785"
2014-05-18,"5119629,66449067"
2014-05-19,"4981812,20201605"
2014-05-20,"4364612,22515357"
2014-05-21,"4289060,02654676"
2014-05-22,"3929959,70119426"
2014-05-23,"4048652,62388401"
2014-05-24,"3917002,04438136"
2014-05-25,"3543026,33792608"
2014-05-26,"3482853,41856166"
2014-05-27,"3650663,33950062"
2014-05-28,"3472209,90892057"
2014-05-29,"3725343,51241143"
2014-05-30,"3119238,59499204"
2014-05-31,"2989147,79764346"
2014-06-01,"3031287,0067636"
2014-06-02,"1986383,20908339"
2014-06-03,"1892323,17344859"
2014-06-04,"2564113,64798608"
2014-06-05,"2131487,15655585"
2014-06-06,"2632110,26192944"
2014-06-07,"2362020,54518723"
2014-06-08,"2362555,62646772"
2014-06-09,"2680419,2055425"
2014-06-10,"2829534,94461985"
2014-06-11,"3785772,23941995"
2014-06-12,"4627394,73546211"
2014-06-13,"4186159,10457295"
2014-06-14,"4689640,81413382"
2014-06-15,"4130496,18235958"
2014-06-16,"4247667,60483723"
2014-06-17,"3855690,51892052"
2014-06-18,"3837295,04858434"
2014-06-19,"4265419,55353153"
2014-06-20,"4296017,47938185"
2014-06-21,"4206974,29033647"
2014-06-22,"4073361,86643426"
2014-06-23,"4321035,36546851"
2014-06-24,"4659860,87395905"
2014-06-25,"5003663,84336894"
2014-06-26,"4428460,0125805"
2014-06-27,"3957710,3796674"
2014-06-28,"4176271,97741736"
2014-06-29,"3940952,24759525"
2014-06-30,"2640851,34430662"
2014-07-01,"2828346,50579957"
2014-07-02,"2440303,43957851"
2014-07-03,"2539113,68973542"
2014-07-04,"3547675,85599047"
2014-07-05,"3535455,64213836"
2014-07-06,"3578333,64208902"
2014-07-07,"3820834,3110058"
2014-07-08,"3705050,42825888"
2014-07-09,"3906664,24306292"
2014-07-10,"3968898,9699139"
2014-07-11,"3211502,12745871"
2014-07-12,"3045237,60306659"
2014-07-13,"3572630,47093338"
2014-07-14,"3933296,62811893"
2014-07-15,"3819278,19354025"
2014-07-16,"4120725,27273536"
2014-07-17,"3724044,9297265"
2014-07-18,"3358981,38313938"
2014-07-19,"3440208,78463267"
2014-07-20,"3603742,64544965"
2014-07-21,"4003019,9544637"
2014-07-22,"4178067,66540904"
2014-07-23,"4089983,2715675"
2014-07-24,"4514717,68405078"
2014-07-25,"4490362,14904792"
2014-07-26,"4640013,52898039"
2014-07-27,"4710483,07017913"
2014-07-28,"4784705,14803833"
2014-07-29,"4835176,49481351"
2014-07-30,"5370654,68450987"
2014-07-31,"4800182,62113631"
2014-08-01,"4442002,7097421"
2014-08-02,"4672294,5970467"
2014-08-03,"4638073,1881301"
2014-08-04,"4633937,15822636"
2014-08-05,"4949526,9122819"
2014-08-06,"4919330,43177118"
2014-08-07,"4661906,30092039"
2014-08-08,"4584277,77828073"
2014-08-09,"4510227,21589449"
2014-08-10,"4445587,52897069"
2014-08-11,"5338083,04639703"
2014-08-12,"5462891,89908569"
2014-08-13,"5677309,74718664"
2014-08-14,"5931182,69423352"
2014-08-15,"5928142,08049584"
2014-08-16,"5650869,27562376"
2014-08-17,"5949388,63271438"
2014-08-18,"6134066,19717888"
2014-08-19,"5913547,00119997"
2014-08-20,"5537974,15157986"
2014-08-21,"5569158,58859269"
2014-08-22,"5635847,82080727"
2014-08-23,"5830281,6634277"
2014-08-24,"5689595,34320561"
2014-08-25,"5775150,05807339"
2014-08-26,"5443089,21882092"
2014-08-27,"5630491,03355826"
2014-08-28,"5773107,1431963"
2014-08-29,"5744500,72621701"
2014-08-30,"5971536,31018536"
2014-08-31,"6290654,90656566"
2014-09-01,"6329916,31314081"
2014-09-02,"6343892,1288194"
2014-09-03,"6320137,65477978"
2014-09-04,"5997223,533819"
2014-09-05,"6230589,91887851"
2014-09-06,"6182693,51937864"
2014-09-07,"6292971,35488365"
2014-09-08,"6399761,49364747"
2014-09-09,"6230340,07800735"
2014-09-10,"6173103,31629263"
2014-09-11,"6146070,73087282"
2014-09-12,"6274148,23207897"
2014-09-13,"6045796,44236904"
2014-09-14,"6227709,31346135"
2014-09-15,"6417001,86305768"
2014-09-16,"6504896,02790952"
2014-09-17,"6660042,21494038"
2014-09-18,"6889849,46450767"
2014-09-19,"7007086,68991411"
2014-09-20,"6900665,30496824"
2014-09-21,"6991175,95137225"
2014-09-22,"7014344,31332374"
2014-09-23,"6444417,15027909"
2014-09-24,"6663254,36140612"
2014-09-25,"6815832,38521873"
2014-09-26,"6873613,96422257"
2014-09-27,"7052179,04528887"
2014-09-28,"7126642,99804643"
2014-09-29,"7102089,98181375"
2014-09-30,"6874648,64163663"
2014-10-01,"6902395,2995582"
2014-10-02,"7107321,93633036"
2014-10-03,"7132840,50999592"
2014-10-04,"7267430,90423316"
2014-10-05,"7144142,36571649"
2014-10-06,"6917437,82252107"
2014-10-07,"6779360,34779545"
2014-10-08,"6617917,08277677"
2014-10-09,"6634157,8730852"
2014-10-10,"6625808,56243035"
2014-10-11,"6584091,86194324"
2014-10-12,"6278331,13298198"
2014-10-13,"6164314,03907417"
2014-10-14,"6141343,98640777"
2014-10-15,"6257593,28643098"
2014-10-16,"6419730,41997509"
2014-10-17,"6336544,13016302"
2014-10-18,"6255592,74239333"
2014-10-19,"6318133,12372312"
2014-10-20,"6540242,0160718"
2014-10-21,"6347996,98457338"
2014-10-22,"6503651,7774558"
2014-10-23,"7084412,28603944"
2014-10-24,"7016508,4218864"
2014-10-25,"7121468,69447601"
2014-10-26,"7010831,90000007"
2014-10-27,"7117019,45157063"
2014-10-28,"6955069,55487219"
2014-10-29,"7267884,10053047"
2014-10-30,"7053453,16974777"
2014-10-31,"7227677,38784202"
2014-11-01,"7355216,27205546"
2014-11-02,"7374484,05376598"
2014-11-03,"7336430,32865984"
2014-11-04,"7092227,2747233"
2014-11-05,"7003279,02299823"
2014-11-06,"6588456,04724094"
2014-11-07,"6795207,2848171"
2014-11-08,"6650921,33000888"
2014-11-09,"6230801,49106331"
2014-11-10,"6235478,32618151"
2014-11-11,"6154238,27074562"
2014-11-12,"5397931,39738719"
2014-11-13,"5640704,09073928"
2014-11-14,"5942219,61843791"
2014-11-15,"6490042,84162239"
2014-11-16,"6132941,57483812"
2014-11-17,"6163174,59159907"
2014-11-18,"6610765,67246455"
2014-11-19,"6424459,17519955"
2014-11-20,"6932616,28314376"
2014-11-21,"7008718,65947641"
2014-11-22,"6986789,85107685"
2014-11-23,"6505695,37462704"
2014-11-24,"6404369,05168751"
2014-11-25,"6459470,2380047"
2014-11-26,"6542951,43341308"
2014-11-27,"6615718,67143535"
2014-11-28,"6229777,99325661"
2014-11-29,"6281797,18495136"
2014-11-30,"6089465,64337488"
2014-12-01,"6303832,67587236"
2014-12-02,"5883264,26515068"
2014-12-03,"6304163,24275242"
2014-12-04,"6831969,61532281"
2014-12-05,"6179540,22712748"
2014-12-06,"6338662,6433874"
2014-12-07,"6217587,44073499"
2014-12-08,"7037862,27507073"
2014-12-09,"7226955,88349144"
2014-12-10,"7406439,51982397"
2014-12-11,"7323260,56208438"
2014-12-12,"7139878,47015165"
2014-12-13,"7220779,90088103"
2014-12-14,"6699703,81949921"
2014-12-15,"7327660,26490924"
2014-12-16,"7672331,7800769"
2014-12-17,"7659456,06701491"
2014-12-18,"7714074,73798342"
2014-12-19,"7483985,21864113"
2014-12-20,"7268701,42607965"
2014-12-21,"7544203,19034403"
2014-12-22,"6977625,88440389"
2014-12-23,"7072637,88357229"
2014-12-24,"7527704,80461089"
2014-12-25,"7625559,23392467"
2014-12-26,"7282185,52873184"
2014-12-27,"7666889,07154264"
2014-12-28,"7602765,4308419"
2014-12-29,"7757145,94238818"
2014-12-30,"7811660,18446747"
2014-12-31,"7142977,08086099"
2015-01-01,"7455103,28088315"
2015-01-02,"7341621,13722893"
2015-01-03,"7918702,01015149"
2015-01-04,"7888436,37533693"
2015-01-05,"7685252,65680785"
2015-01-06,"7602169,49284808"
2015-01-07,"7522682,39924603"
2015-01-08,"7553191,62201403"
2015-01-09,"7086046,55213346"
2015-01-10,"7939922,76023021"
2015-01-11,"7981628,08056463"
2015-01-12,"7961706,90477258"
2015-01-13,"8106125,53813164"
2015-01-14,"8304676,07244881"
2015-01-15,"7894754,31474158"
2015-01-16,"7932698,42978208"
2015-01-17,"8000214,56834743"
2015-01-18,"7788986,58053304"
2015-01-19,"7739254,27613498"
2015-01-20,"7761637,01966069"
2015-01-21,"7313895,1021861"
2015-01-22,"7269590,75952838"
2015-01-23,"7270907,05800524"
2015-01-24,"7090065,77430037"
2015-01-25,"7062942,18527549"
2015-01-26,"7062347,34697174"
2015-01-27,"7124506,9393866"
2015-01-28,"7607622,7357965"
2015-01-29,"7553225,23131771"
2015-01-30,"7786817,90883037"
2015-01-31,"7929703,76578117"
2015-02-01,"7758814,08848228"
2015-02-02,"7267224,86642664"
2015-02-03,"7745045,93610014"
2015-02-04,"7710795,82619632"
2015-02-05,"8011145,43052383"
2015-02-06,"7774350,97403652"
2015-02-07,"7545541,14141425"
2015-02-08,"7780789,99515763"
2015-02-09,"7823713,87760763"
2015-02-10,"7777058,18365813"
2015-02-11,"7898939,59696716"
2015-02-12,"7556614,71514083"
2015-02-13,"7171034,12503868"
2015-02-14,"6891498,2148524"
2015-02-15,"7313107,4554113"
2015-02-16,"7343960,8285722"
2015-02-17,"7004720,39137263"
2015-02-18,"7223690,98276891"
2015-02-19,"7118539,16215135"
2015-02-20,"7016001,55086961"
2015-02-21,"7009027,66654536"
2015-02-22,"7388961,90818399"
2015-02-23,"7187333,38353122"
2015-02-24,"7178586,21612799"
2015-02-25,"7327924,56814083"
2015-02-26,"7389662,87618062"
2015-02-27,"6834319,17720075"
2015-02-28,"6778734,85390579"
2015-03-01,"6697704,99867945"
