Date,addresses/new_non_zero_count
2020-03-07,"375432,0"
2020-03-08,"350494,0"
2020-03-09,"421275,0"
2020-03-10,"420436,0"
2020-03-11,"369367,0"
2020-03-12,"447980,0"
2020-03-13,"374511,0"
2020-03-14,"352606,0"
2020-03-15,"287119,0"
2020-03-16,"367663,0"
2020-03-17,"377631,0"
2020-03-18,"327223,0"
2020-03-19,"363015,0"
2020-03-20,"393039,0"
2020-03-21,"329766,0"
2020-03-22,"280471,0"
2020-03-23,"352105,0"
2020-03-24,"371320,0"
2020-03-25,"312779,0"
2020-03-26,"383310,0"
2020-03-27,"372444,0"
2020-03-28,"321216,0"
2020-03-29,"300456,0"
2020-03-30,"375141,0"
2020-03-31,"385745,0"
2020-04-01,"383377,0"
2020-04-02,"402540,0"
2020-04-03,"385206,0"
2020-04-04,"332580,0"
2020-04-05,"320219,0"
2020-04-06,"388990,0"
2020-04-07,"426167,0"
2020-04-08,"390317,0"
2020-04-09,"386095,0"
2020-04-10,"391467,0"
2020-04-11,"331900,0"
2020-04-12,"312144,0"
2020-04-13,"389922,0"
2020-04-14,"422492,0"
2020-04-15,"444157,0"
2020-04-16,"463269,0"
2020-04-17,"419966,0"
2020-04-18,"402024,0"
2020-04-19,"348725,0"
2020-04-20,"443051,0"
2020-04-21,"441965,0"
2020-04-22,"413520,0"
2020-04-23,"486983,0"
2020-04-24,"466113,0"
2020-04-25,"394484,0"
2020-04-26,"359678,0"
2020-04-27,"454726,0"
2020-04-28,"468604,0"
2020-04-29,"484404,0"
2020-04-30,"491773,0"
2020-05-01,"493888,0"
2020-05-02,"409648,0"
2020-05-03,"397707,0"
2020-05-04,"467753,0"
2020-05-05,"474471,0"
2020-05-06,"483827,0"
2020-05-07,"499171,0"
2020-05-08,"481633,0"
2020-05-09,"453230,0"
2020-05-10,"403201,0"
2020-05-11,"456334,0"
2020-05-12,"504187,0"
2020-05-13,"452203,0"
2020-05-14,"429577,0"
2020-05-15,"472344,0"
2020-05-16,"427444,0"
2020-05-17,"356593,0"
2020-05-18,"425493,0"
2020-05-19,"428206,0"
2020-05-20,"437155,0"
2020-05-21,"448105,0"
2020-05-22,"419949,0"
2020-05-23,"400683,0"
2020-05-24,"332497,0"
2020-05-25,"397348,0"
2020-05-26,"446470,0"
2020-05-27,"441237,0"
2020-05-28,"451063,0"
2020-05-29,"430118,0"
2020-05-30,"400113,0"
2020-05-31,"360333,0"
2020-06-01,"449527,0"
2020-06-02,"459719,0"
2020-06-03,"470226,0"
2020-06-04,"461847,0"
2020-06-05,"472772,0"
2020-06-06,"393992,0"
2020-06-07,"356603,0"
2020-06-08,"459623,0"
2020-06-09,"472738,0"
2020-06-10,"468790,0"
2020-06-11,"493095,0"
2020-06-12,"466920,0"
2020-06-13,"388084,0"
2020-06-14,"370323,0"
2020-06-15,"439069,0"
2020-06-16,"499981,0"
2020-06-17,"493224,0"
2020-06-18,"418911,0"
2020-06-19,"503452,0"
2020-06-20,"397171,0"
2020-06-21,"347387,0"
2020-06-22,"438163,0"
2020-06-23,"520440,0"
2020-06-24,"456732,0"
2020-06-25,"461435,0"
2020-06-26,"475841,0"
2020-06-27,"390920,0"
2020-06-28,"366786,0"
2020-06-29,"458303,0"
2020-06-30,"455539,0"
2020-07-01,"561189,0"
2020-07-02,"495545,0"
2020-07-03,"486310,0"
2020-07-04,"399680,0"
2020-07-05,"371639,0"
2020-07-06,"496322,0"
2020-07-07,"514221,0"
2020-07-08,"509555,0"
2020-07-09,"520452,0"
2020-07-10,"498733,0"
2020-07-11,"428629,0"
2020-07-12,"385671,0"
2020-07-13,"463949,0"
2020-07-14,"543696,0"
2020-07-15,"488317,0"
2020-07-16,"520890,0"
2020-07-17,"459700,0"
2020-07-18,"458844,0"
2020-07-19,"400010,0"
2020-07-20,"466590,0"
2020-07-21,"480481,0"
2020-07-22,"549638,0"
2020-07-23,"513905,0"
2020-07-24,"542443,0"
2020-07-25,"438710,0"
2020-07-26,"442756,0"
2020-07-27,"495271,0"
2020-07-28,"541745,0"
2020-07-29,"519284,0"
2020-07-30,"498690,0"
2020-07-31,"535441,0"
2020-08-01,"458728,0"
2020-08-02,"444034,0"
2020-08-03,"515528,0"
2020-08-04,"514934,0"
2020-08-05,"475404,0"
2020-08-06,"554710,0"
2020-08-07,"512951,0"
2020-08-08,"444555,0"
2020-08-09,"412471,0"
2020-08-10,"489595,0"
2020-08-11,"540141,0"
2020-08-12,"530531,0"
2020-08-13,"499409,0"
2020-08-14,"554528,0"
2020-08-15,"478438,0"
2020-08-16,"415727,0"
2020-08-17,"465460,0"
2020-08-18,"540669,0"
2020-08-19,"507506,0"
2020-08-20,"512695,0"
2020-08-21,"486643,0"
2020-08-22,"464839,0"
2020-08-23,"415657,0"
2020-08-24,"486675,0"
2020-08-25,"486631,0"
2020-08-26,"498779,0"
2020-08-27,"502507,0"
2020-08-28,"518376,0"
2020-08-29,"438179,0"
2020-08-30,"398460,0"
2020-08-31,"470724,0"
2020-09-01,"567989,0"
2020-09-02,"507452,0"
2020-09-03,"489881,0"
2020-09-04,"476406,0"
2020-09-05,"473696,0"
2020-09-06,"398510,0"
2020-09-07,"478470,0"
2020-09-08,"498882,0"
2020-09-09,"484473,0"
2020-09-10,"540259,0"
2020-09-11,"488909,0"
2020-09-12,"440432,0"
2020-09-13,"388671,0"
2020-09-14,"522780,0"
2020-09-15,"517435,0"
2020-09-16,"534230,0"
2020-09-17,"536179,0"
2020-09-18,"496261,0"
2020-09-19,"451564,0"
2020-09-20,"388678,0"
2020-09-21,"458159,0"
2020-09-22,"492275,0"
2020-09-23,"522127,0"
2020-09-24,"492546,0"
2020-09-25,"536320,0"
2020-09-26,"433333,0"
2020-09-27,"392893,0"
2020-09-28,"451158,0"
2020-09-29,"536468,0"
2020-09-30,"534086,0"
2020-10-01,"493343,0"
2020-10-02,"492331,0"
2020-10-03,"466851,0"
2020-10-04,"413216,0"
2020-10-05,"457554,0"
2020-10-06,"497237,0"
2020-10-07,"545762,0"
2020-10-08,"510494,0"
2020-10-09,"514866,0"
2020-10-10,"463290,0"
2020-10-11,"399233,0"
2020-10-12,"473110,0"
2020-10-13,"530758,0"
2020-10-14,"485193,0"
2020-10-15,"533319,0"
2020-10-16,"510766,0"
2020-10-17,"428313,0"
2020-10-18,"373544,0"
2020-10-19,"489808,0"
2020-10-20,"519988,0"
2020-10-21,"490652,0"
2020-10-22,"539330,0"
2020-10-23,"511169,0"
2020-10-24,"478407,0"
2020-10-25,"402253,0"
2020-10-26,"418046,0"
2020-10-27,"433878,0"
2020-10-28,"441263,0"
2020-10-29,"463925,0"
2020-10-30,"440119,0"
2020-10-31,"441682,0"
2020-11-01,"425333,0"
2020-11-02,"382139,0"
2020-11-03,"529072,0"
2020-11-04,"509272,0"
2020-11-05,"515031,0"
2020-11-06,"541866,0"
2020-11-07,"440998,0"
2020-11-08,"408013,0"
2020-11-09,"520324,0"
2020-11-10,"492985,0"
2020-11-11,"509966,0"
2020-11-12,"519504,0"
2020-11-13,"496848,0"
2020-11-14,"449703,0"
2020-11-15,"407914,0"
2020-11-16,"493329,0"
2020-11-17,"558880,0"
2020-11-18,"581082,0"
2020-11-19,"517332,0"
2020-11-20,"559823,0"
2020-11-21,"486456,0"
2020-11-22,"430736,0"
2020-11-23,"484809,0"
2020-11-24,"543103,0"
2020-11-25,"579342,0"
2020-11-26,"525787,0"
2020-11-27,"513799,0"
2020-11-28,"472882,0"
2020-11-29,"434832,0"
2020-11-30,"441143,0"
2020-12-01,"614449,0"
2020-12-02,"539351,0"
2020-12-03,"554788,0"
2020-12-04,"521062,0"
2020-12-05,"468371,0"
2020-12-06,"429728,0"
2020-12-07,"486989,0"
2020-12-08,"536825,0"
2020-12-09,"530363,0"
2020-12-10,"512866,0"
2020-12-11,"508289,0"
2020-12-12,"482288,0"
2020-12-13,"449669,0"
2020-12-14,"504683,0"
2020-12-15,"521913,0"
2020-12-16,"520297,0"
2020-12-17,"533017,0"
2020-12-18,"596314,0"
2020-12-19,"542856,0"
2020-12-20,"465212,0"
2020-12-21,"461211,0"
2020-12-22,"528210,0"
2020-12-23,"540230,0"
2020-12-24,"447429,0"
