,compound,Daily Return in USD,Log Price in USD,Volatility Daily Log Return in Percent 5D,market/price_usd_close,market/price_drawdown_relative,market/price_realized_usd,market/mvrv,mining/difficulty_latest,mining/hash_rate_mean,blockchain/block_count,blockchain/block_interval_mean,blockchain/block_size_sum,fees/volume_sum,fees/volume_mean,fees/fee_ratio_multiple,blockchain/utxo_created_count,blockchain/utxo_spent_count,blockchain/utxo_created_value_sum,blockchain/utxo_spent_value_sum,blockchain/utxo_profit_relative,blockchain/utxo_profit_count,blockchain/utxo_loss_count,supply/current,supply/profit_relative,supply/profit_sum,supply/loss_sum,supply/active_more_1y_percent,supply/active_more_2y_percent,supply/active_more_3y_percent,supply/active_more_5y_percent,supply/active_24h,supply/active_1d_1w,supply/active_1w_1m,supply/active_1m_3m,supply/active_3m_6m,supply/active_6m_12m,supply/active_1y_2y,supply/active_2y_3y,supply/active_3y_5y,supply/active_5y_7y,supply/active_7y_10y,supply/active_more_10y,supply/issued,supply/inflation_rate,transactions/count,transactions/size_sum,transactions/transfers_volume_sum,transactions/transfers_volume_adjusted_sum,indicators/sopr_adjusted,indicators/nvt,indicators/velocity,indicators/cdd,indicators/reserve_risk,indicators/average_dormancy,indicators/liveliness,indicators/asol,indicators/sol_1h,indicators/sol_1h_24h,indicators/sol_1d_1w,indicators/sol_1w_1m,indicators/sol_1m_3m,indicators/sol_3m_6m,indicators/sol_6m_12m,indicators/sol_1y_2y,indicators/sol_2y_3y,indicators/sol_3y_5y,indicators/sol_5y_7y,indicators/sol_7y_10y,indicators/net_unrealized_profit_loss,indicators/unrealized_profit,indicators/unrealized_loss,indicators/net_realized_profit_loss,indicators/realized_profit,indicators/realized_loss,indicators/nupl_more_155,indicators/nupl_less_155,indicators/puell_multiple,indicators/stock_to_flow_deflection,indicators/difficulty_ribbon_compression,addresses/active_count,addresses/sending_count,addresses/receiving_count,addresses/new_non_zero_count,addresses/non_zero_count,addresses/min_point_zero_1_count,addresses/min_point_1_count,addresses/min_1_count,addresses/min_10_count,addresses/min_100_count,addresses/min_1k_count,addresses/min_10k_count
2013-11-11,0.0,18.36043088800005,5.840058667281648,6.850672240604505,343.79950985600004,-0.05066486484552435,85.85841618129683,3.8659736004539367,2.19442651533322e+18,4611175817683750.0,187.0,475.893048128342,28186412.0,62.22351764,0.00108748152050054,76.13236437463486,148457.0,138997.0,748279.48955386,743604.48955386,0.995105068199057,7361034.0,36209.0,11977650.0,0.9925492952502879,11888397.9445464,89241.85776543,0.40871784058884003,0.301917218671648,0.165897998271578,0.0,192180.78948935,793891.1621974291,1394114.3926207,1156139.80955344,1094352.56367812,2451481.84144385,1279220.46910663,1629190.61522498,1987068.15899757,0.0,0.0,0.0,4675.0,0.1530786580215413,57218.0,28070687.0,743542.26603622,587074.291701991,1.19939697659447,20.402273050103272,0.049014146489669584,11710999.754378699,0.013862846846031316,19.94807117243588,0.45200026656270004,38.61609929059671,46570.0,41374.0,17500.0,11204.0,10236.0,5770.0,4957.0,913.0,446.0,27.0,0.0,0.0,0.7491811255026729,0.7493404128165669,0.000159287313893497,19095885.0261126,19885492.7396531,789607.7135404759,0.8720219339851298,0.4810556232011843,4.03639385120725,3.3476398552752262,0.4649693470090298,114927.0,77397.0,86824.0,54494.0,2038582.0,662208.0,387622.0,225918.0,97611.0,12835.0,1455.0,95.0
2013-11-12,0.006666666666666668,11.130822601999967,5.871921523619349,6.3677575024578665,354.930332458,-0.019929274257637686,87.88549777752796,3.979450284742031,2.19442651533322e+18,5063944910357710.0,201.0,433.34328358209,28453891.0,22.51123231,0.000387416657660138,224.22189788640674,156124.0,137509.0,1109036.94013873,1104011.94013873,0.9983531238057691,7403645.0,12213.0,11982675.0,0.996914930564356,11945697.449372599,36967.35293918,0.40781792695910996,0.301661416600588,0.165866762554903,0.0,222536.58108577,721176.6960653991,1478381.74759725,1136341.34883919,1087762.19182715,2449716.5589723,1272038.96276047,1627183.20616697,1987527.50899757,0.0,0.0,0.0,5025.0,0.1653630296604216,58106.0,28305205.0,1103989.42890642,935085.62684128,1.18184341525311,12.814521639560953,0.07803646738656267,13167792.6948535,0.014465724263317391,14.081911128646384,0.45279392089749,34.5701562490651,50816.0,42285.0,18919.0,10296.0,5199.0,3721.0,4549.0,1421.0,280.0,23.0,0.0,0.0,0.7513372359221941,0.7513505537363309,1.3317814136750999e-05,22693165.8494198,23209601.2084883,516435.359068529,0.8760702488945604,0.4847745418428108,4.52705016125847,3.442906563294864,0.46380013133546794,115057.0,74552.0,96660.0,62394.0,2045476.0,666474.0,389367.0,226298.0,97621.0,12801.0,1456.0,94.0
2013-11-13,0.42777777777777776,39.259922758000016,5.97683367400718,5.099519381259284,394.19025521599997,-0.014143933388304887,90.65317341614474,4.161568351329301,2.19442651533322e+18,4232648158162809.5,168.0,518.452380952381,31098348.0,23.04229153,0.000356129509597849,183.2735379652581,161928.0,151945.0,1267483.08227683,1263283.08227683,0.997654407090052,7408423.0,17418.0,11986875.0,0.9922815174284471,11894344.3952476,92520.40706421,0.40704255349656104,0.301412810928382,0.16583957611951097,0.0,273661.10279497,717318.6367787491,1467403.80662896,1127995.16179715,1080843.49884291,2440474.38702498,1266170.52044712,1625099.41899966,1987898.26899757,0.0,0.0,0.0,4200.0,0.1364023961649321,64702.0,31024287.0,1263260.0399853,1056514.83799634,1.2077156961572801,11.345675961099493,0.08813930553178705,15361720.536037302,0.01545619525884095,14.539995070178573,0.45350992326075606,36.0935512773348,54467.0,48584.0,21213.0,10884.0,7241.0,3473.0,3525.0,1600.0,915.0,43.0,0.0,0.0,0.769141132297803,0.7691899571172479,4.88248194445961e-05,33509953.785577197,34059927.8871633,549974.101586106,0.8881651361878191,0.5170386980019412,4.01691412148786,3.7861008038022135,0.462848717390705,122181.0,82076.0,100446.0,66004.0,2049807.0,668953.0,389704.0,227034.0,97852.0,12845.0,1451.0,95.0
2013-11-14,0.0,21.66689298400001,6.030341807538129,4.830656643046661,415.8571482,-0.014112065092371172,93.8053813419987,4.3736939427423085,2.19442651533322e+18,4574742570298910.0,183.0,479.68306010929,33607973.0,23.13862517,0.00033422829943666004,198.72134110766612,176971.0,163346.0,1155028.5940023998,1150453.5940023998,0.996521524528777,7413588.0,25878.0,11991450.0,0.9912940373589649,11887042.775380699,104397.02693115,0.40556969087952294,0.30098697633519106,0.165732975494837,0.0,267363.03641041,670640.596575609,1552072.38499058,1152830.31519889,1065236.4831206999,2419928.31631837,1254098.3923228001,1621891.58837714,1987378.68899757,0.0,0.0,0.0,4575.0,0.14938717815142932,69230.0,33508890.0,1150430.45537723,939871.954222699,1.20465127894822,12.758599664692913,0.07837850753851278,21084709.0492131,0.01664385511348985,22.43359742194963,0.4549580096392679,35.089101343726895,64657.0,50869.0,18586.0,10813.0,6049.0,5508.0,5539.0,830.0,444.0,51.0,0.0,0.0,0.7737753202617891,0.773811204856892,3.5884595102285e-05,34615002.9836073,35497886.7635182,882883.779910907,0.8956994035585304,0.5274462923487849,4.72564066937806,3.988513070031746,0.456608060425508,132459.0,89848.0,111456.0,75226.0,2056868.0,674209.0,392445.0,227614.0,97985.0,12798.0,1454.0,95.0
2013-11-15,0.0,-2.2520468280000614,6.024911657189722,4.009952571917685,413.605101372,-0.040573231065271435,96.28511136679865,4.364115860399886,2.19442651533322e+18,4097441048618320.0,166.0,535.560240963855,29164539.0,17.31629565,0.000285051288108251,240.65864777782303,158685.0,140646.0,2576469.35807959,2572319.35807959,0.9875581712650551,7364720.0,92785.0,11995600.0,0.975861203298907,11706030.698764099,289559.10354771,0.40473953331762896,0.31762241095206,0.165767989012435,0.0,232342.05515983,664900.494400169,1626360.24793697,1155130.71737605,1062881.00428148,2398881.73729236,1045022.1530486,1821584.90381904,1988486.48899757,0.0,0.0,0.0,4150.0,0.13456989226312754,60748.0,29036421.0,2572302.04178394,2365195.73788786,1.18008376958231,5.07171554888399,0.1971719412024292,15042169.0778841,0.01689762040607354,6.35979882634022,0.4563458206292199,40.009804799501,56833.0,41778.0,15702.0,9215.0,5403.0,3866.0,6194.0,1409.0,240.0,6.0,0.0,0.0,0.7646577360097391,0.7652247707668249,0.000567034757085356,27980676.062934496,29280970.022847496,1300293.95991304,0.8948131931566677,0.510715500186242,4.3391621169008605,3.929572108364016,0.4509006020121921,118695.0,77832.0,100766.0,66433.0,2064533.0,679879.0,394861.0,228989.0,98329.0,12859.0,1458.0,95.0
2013-11-16,0.0,23.021380308000058,6.0790780966053495,4.006979361030325,436.62648168,-0.020483584961812684,98.15012273875895,4.3900744034837595,2.19442651533322e+18,4808371008444430.0,194.0,456.376288659794,22785889.0,14.265989800000002,0.000303654451799664,340.969400510857,131447.0,108126.0,1491006.28339248,1486156.28339248,0.996718143156919,7456275.0,24551.0,12000450.0,0.993934724807198,11927653.832476199,72785.96983568,0.404132356476552,0.31731072986086106,0.165813218587434,0.0,194481.42582609,660929.212266039,1694103.20652332,1155347.09931913,1052790.81616415,2393017.90493405,1041898.58912043,1818038.30916129,1989833.23899757,0.0,0.0,0.0,4850.0,0.15891648073500209,46981.0,22651752.0,1486142.01740268,1391343.40114158,1.1623158847773,8.625081335171302,0.11594093564337835,12073373.2626218,0.017211329489025175,8.677493458994915,0.45710113395539703,39.7276083194548,38937.0,33788.0,14897.0,7868.0,3468.0,2741.0,4827.0,1284.0,296.0,20.0,0.0,0.0,0.7740680821232421,0.774104324134436,3.62420111932462e-05,21127252.5293087,21972981.931229,845729.4019202141,0.8997594920635689,0.5249816174090716,5.11637138974016,4.108993276861735,0.4456171548170133,102572.0,63396.0,86997.0,55428.0,2072470.0,685143.0,397125.0,229504.0,98435.0,12886.0,1453.0,95.0
2013-11-17,0.0,38.224203724000006,6.163000408099522,4.162553397020413,474.8506854040001,-0.010670855242608357,100.81407587031595,4.557654849029199,2.61770817759892e+18,4782484799111360.0,186.0,495.182795698925,26088056.0,17.08725612,0.000334146628077517,273.13263307719416,136318.0,127744.0,1158208.92269626,1153558.92269626,0.998868801239085,7480928.0,8472.0,12005100.0,0.9970631702035708,11969832.8968716,35256.90544023,0.402388350241927,0.316912990253578,0.165757263079655,0.0,212807.01537034,643468.210296149,1704794.88904601,1161096.58863018,1058503.07843447,2393707.63704531,1026140.2441963002,1814639.62029574,1989932.51899757,0.0,0.0,0.0,4650.0,0.15182776486413266,51137.0,25960680.0,1153541.83544014,1045899.89949161,1.2213154906783301,11.478249501539704,0.0871212984058117,17943032.4061473,0.018229786211037137,17.155592437544964,0.457686611401115,40.936669493937394,46109.0,34954.0,20919.0,10114.0,5058.0,3492.0,5113.0,1359.0,590.0,36.0,0.0,0.0,0.787588280046265,0.787600982765361,1.27027190958384e-05,30455669.6059299,30898529.2783343,442859.67240448896,0.9086911838315712,0.5550503599594119,5.16001766780012,4.489706780134539,0.4450248772960437,106668.0,69094.0,88176.0,57957.0,2077607.0,688237.0,398970.0,230499.0,98526.0,12840.0,1449.0,95.0
2013-11-18,0.015625000000000003,192.19202067999996,6.50285407097842,13.512085791848572,667.042706084,-0.007864572298818095,106.76571728926888,5.017939597118514,2.61770817759892e+18,4704149059491890.0,156.0,556.467948717949,39814434.0,27.23178132,0.000345248000912825,144.2150160935561,197985.0,195283.0,2124183.59639462,2120283.59639462,1.0,7492102.0,0.0,12009000.0,1.0,12008989.8023118,0.0,0.400347600678923,0.31667046356256395,0.165772813639568,0.0,317874.33505321,608477.775330849,1692639.72189419,1137365.3438683,1056966.45261542,2387891.83699666,1004878.73963053,1812129.87792534,1990765.71899757,0.0,0.0,0.0,3900.0,0.12582584907550776,78876.0,39721856.0,2120256.3646132997,1814162.0923650002,1.2810683262514,6.61958490398434,0.15106687420809392,19905462.8811724,0.02105069844427333,10.972262602633815,0.459117307890115,49.73519447109779,76303.0,49689.0,25000.0,16534.0,9551.0,6880.0,7412.0,2850.0,1056.0,8.0,0.0,0.0,0.8389991830236609,0.8389991830236609,0.0,76760985.3235153,79680813.3274845,2919828.00396917,0.9324722988936656,0.6467861742116454,4.92864290989619,6.023982881498003,0.4445048439172655,163680.0,111985.0,139216.0,98501.0,2089599.0,697259.0,404026.0,232460.0,98942.0,12894.0,1446.0,95.0
2013-11-19,-0.16,-126.50669612200001,6.292561258286478,19.747038716617446,540.536009962,-0.2662889720539614,115.00858382020931,5.381514499939391,2.61770817759892e+18,4788182285568180.0,161.0,546.7018633540371,50314147.0,31.59785609,0.000340692386625838,128.38205998962758,230927.0,253158.0,2269134.47189089,2265109.47189089,0.9832623615588539,7344843.0,125028.0,12013025.0,0.9635291700866079,11574890.182709599,438124.61960218,0.399142097401429,0.316040416614247,0.165406007146208,0.0,389619.00087032,620095.354936459,1681626.89417747,1118463.09959297,1042910.08506396,2365396.37303483,998302.568838607,1809574.92679988,1987026.49899757,0.0,0.0,0.0,4025.0,0.13006353866137466,92746.0,50217799.0,2265077.8740348,2022041.44476277,1.21273576442231,5.941037969876722,0.1683207555767819,23230617.6115017,0.02401490349851885,11.488695086676211,0.46142951706175894,61.6532752878604,74890.0,74299.0,27918.0,23868.0,16125.0,11470.0,19225.0,3269.0,2004.0,90.0,0.0,0.0,0.7819118343414059,0.787818809594334,0.0059069752529279105,85354721.26221031,111279886.467656,25925165.205445897,0.9202080321485824,0.5484834234859293,5.8654730927004195,5.033373405616167,0.4416164969254964,206980.0,146959.0,169672.0,122569.0,2095962.0,699723.0,403438.0,232834.0,99021.0,12841.0,1449.0,95.0
2013-11-20,0.028670634920634916,58.02838103800002,6.394534106512516,19.543211579358992,598.564391,-0.1875225951303804,118.3486379993268,4.525867297864042,2.61770817759892e+18,4920447697122290.0,164.0,532.0060975609761,38254220.0,25.27945207,0.000326633228286431,163.1870596184959,195262.0,186603.0,1690347.11982734,1686247.11982734,0.992955567471147,7425848.0,52682.0,12017125.0,0.985523619594332,11843150.477055,173964.32525685,0.397355166914142,0.315027725482722,0.165345706148315,0.0,314015.748786861,726223.819881109,1642138.21278996,1170403.16107572,1030382.74796374,2358884.40161132,989339.154611717,1798747.53659407,1986980.01899757,0.0,0.0,0.0,4100.0,0.1325926429185913,77394.0,38116001.0,1686221.84037527,1591252.8973287,1.14855163547366,7.551989391613129,0.13241544024287838,23348323.208469,0.020592272132657463,14.672917955194151,0.46338921328668103,40.8901616751425,61426.0,63745.0,21519.0,14276.0,8394.0,6518.0,8198.0,1504.0,1013.0,10.0,0.0,0.0,0.80340205815941,0.804588604392454,0.00118654623304375,45310884.9023841,63092440.7748031,17781555.872419,0.9270959797600188,0.5748472161342597,5.08977557913512,5.476336757085082,0.4382290888349957,164365.0,110652.0,138280.0,94626.0,2104763.0,706179.0,406133.0,232647.0,99060.0,12899.0,1461.0,94.0
2013-11-21,0.0,121.25749445199995,6.5790038000896285,20.075415402397624,719.821885452,-0.022930487924067818,123.27832304743124,5.325868482833963,2.61770817759892e+18,4465300809004809.5,150.0,586.233333333333,41105352.0,26.55807643,0.000370550234819734,142.19998524305774,182606.0,212047.0,2192970.79045371,2189220.79045371,0.9994669146790971,7445118.0,3971.0,12020875.0,0.99884655533847,12006999.3999786,13865.402333200002,0.39680204883350606,0.314895511259222,0.165388869695224,0.0,261819.05428603102,744254.6537757791,1655087.24585137,1218543.96989651,1018722.94799093,2352529.10173971,984588.249863447,1797200.64991071,1988118.92899757,0.0,0.0,0.0,3750.0,0.1205802893462844,71672.0,41005746.0,2189194.23237728,2011082.33980089,1.19320495771965,5.977316175522749,0.16729916414577892,7970663.80406446,0.02491189043837527,3.963370194406663,0.464199420096258,32.644711753382694,53915.0,59735.0,33227.0,35404.0,13561.0,7771.0,6274.0,1276.0,871.0,13.0,0.0,0.0,0.8274718223297879,0.827483405944744,1.1583614955608e-05,58218435.3404424,59904730.8210916,1686295.48064919,0.9394845518116984,0.6298596980040274,5.64929718069082,6.524364402142688,0.4350233843035047,187781.0,138808.0,127735.0,86987.0,2077325.0,675134.0,398972.0,233496.0,99229.0,12944.0,1448.0,94.0
2013-11-22,0.1636363636363636,76.25739925200003,6.679698784783741,20.05586861212829,796.079284704,-0.003833051106262864,136.0250799851104,5.442743710967413,2.61770817759892e+18,5169356784199750.0,172.0,506.389534883721,39043577.0,23.29739671,0.000303450299055682,185.5699780763187,201448.0,190560.0,2393219.99735765,2388919.99735765,0.999525199608524,7456435.0,3542.0,12025175.0,0.99889697157307,12011900.7036964,13264.09861547,0.396213146424921,0.314595446995939,0.165321035161449,0.0,417839.291504501,753789.901475419,1478382.99700092,1237524.27398228,1027123.64045737,2345972.27483102,981467.1187310871,1795050.9253319001,1988014.37899757,0.0,0.0,0.0,4300.0,0.1393916973323197,76775.0,38947049.0,2388896.69996094,2287110.75685225,1.43207059247331,5.2578017763119815,0.19019355284661135,13554677.2452648,0.02765309948237877,5.9265504325291625,0.464929498859552,48.96259429924089,66750.0,58641.0,24959.0,14978.0,6858.0,4955.0,8194.0,4287.0,913.0,25.0,0.0,0.0,0.8276677185816641,0.8276708279132029,3.10933153968359e-06,152232917.279983,156132929.941983,3900012.66199995,0.9451671531023274,0.624457482041064,7.154240437585269,7.161529074147872,0.4320523438427761,164716.0,111567.0,136893.0,92542.0,2083866.0,677803.0,400298.0,233618.0,99214.0,12998.0,1433.0,92.0
2013-11-23,0.0,33.452554723999924,6.720861492773302,15.08136250258108,829.5318394279999,-0.05041629388378244,145.4039575204077,5.7339818532724385,2.61770817759892e+18,5162952794215500.0,170.0,507.017647058824,35607014.0,21.01611529,0.00029037810417962,203.22576538787158,185569.0,172696.0,1533323.42331163,1529073.42331163,0.9931873381641539,7421940.0,50910.0,12029425.0,0.979296239337363,11780360.677333198,249054.12497865,0.39620550532978294,0.314338721815385,0.16534726713850198,0.0,362327.619898571,864851.499723769,1471395.97660126,1249090.54047325,988026.596069045,2327598.15859419,984810.332277857,1792281.52967655,1989032.54899757,0.0,0.0,0.0,4250.0,0.1376125947633271,72375.0,35508330.0,1529052.40719634,1442035.70829118,1.32379346206785,8.341974426038961,0.1198756971585242,13435734.104410699,0.030574787284297487,9.317199308699587,0.466242788962534,42.9692384101501,69105.0,51072.0,20813.0,11235.0,6323.0,4269.0,7550.0,1357.0,951.0,21.0,0.0,0.0,0.823650743308236,0.8239725918853059,0.00032184857707047004,105375034.081762,107600697.368433,2225663.28667133,0.9476511997679168,0.6129968369554485,7.781340615096769,7.377119128998831,0.4292357839280108,149482.0,100738.0,129101.0,89488.0,2094201.0,684442.0,403466.0,234351.0,99226.0,12988.0,1446.0,91.0
2013-11-24,0.09999999999999999,-25.465642417999906,6.689681600379213,8.014463575979821,804.06619701,-0.0795673860499242,149.2895478205196,5.3858732042761215,2.61770817759892e+18,5027551059602600.0,168.0,520.672619047619,30819688.0,17.53595197,0.000288928739228577,240.50795526728396,156800.0,152743.0,1518872.51146537,1514672.51146537,0.98683987911044,7378510.0,98397.0,12033625.0,0.96082446206498,11562191.4691284,471423.33318339,0.39548499370327705,0.314207739106204,0.165408531427361,0.0,268570.002283171,950785.1475391191,1349955.26564749,1391764.5301516,986912.371551155,2326509.37778667,978060.002850877,1790593.86550441,1990464.23899757,0.0,0.0,0.0,4200.0,0.13583811732230422,60693.0,30738817.0,1514654.9755133998,1435633.01393572,1.1598756217634298,8.382103840737393,0.1193017909346286,8773186.74819754,0.028990043925311168,6.111023265023882,0.466734264316599,41.3086604776834,55553.0,43178.0,25955.0,13048.0,4391.0,2568.0,5013.0,2029.0,1007.0,1.0,0.0,0.0,0.813760171339425,0.8148193781105719,0.00105920677114708,42793613.8939099,48174322.8123374,5380708.91842749,0.9460783890433554,0.5907242994746092,7.29620604966026,7.103382450845902,0.4266876448684229,123604.0,82587.0,101017.0,66868.0,2097606.0,686211.0,404210.0,234392.0,99323.0,13040.0,1445.0,91.0
2013-11-25,-0.055944055944055944,9.238697958000103,6.701106063804562,8.391714272826539,813.3048949680002,-0.06899164123861545,155.69187029904012,5.213457062195286,2.61770817759892e+18,5113230827787020.0,173.0,511.94797687861296,32920178.0,19.60120774,0.000273683436749511,221.64966900860972,180108.0,159497.0,1449270.80265993,1444945.80265993,0.986140480089544,7393606.0,103912.0,12037950.0,0.9664939435932621,11634595.912274601,403343.89003718,0.393167630301713,0.311232851003931,0.165427850173624,0.0,243759.92144181102,983041.511765009,1320457.9898397,1462156.6052906,985798.3910111659,2309793.10777302,986326.7764478971,1755193.30974529,1991412.18899757,0.0,0.0,0.0,4325.0,0.14009752788589358,71620.0,32840543.0,1444926.20145219,1379685.85224961,1.29613448077626,8.725138393186999,0.11461136258662065,38511813.75986429,0.02880403270568731,27.91346573357253,0.467790786627244,38.6279996331033,60114.0,51152.0,21965.0,10197.0,4500.0,3087.0,5587.0,2264.0,624.0,7.0,0.0,0.0,0.8078690313375451,0.8085251634394699,0.000656132101924447,73803848.988133,77145449.4446774,3341600.45654447,0.9466870128508036,0.5797271067778823,7.40318287547408,7.129723261888733,0.424310142685593,142032.0,94217.0,120186.0,80770.0,2107522.0,692721.0,406426.0,234830.0,99505.0,13029.0,1446.0,90.0
2013-11-26,0.0775,102.75563480999996,6.820082443034576,6.218550659859207,916.060529778,-0.001099065710861491,174.1343811029671,4.843399147250576,2.61770817759892e+18,4809739302004120.0,159.0,544.251572327044,39970769.0,25.2369173,0.000303240859607805,158.5073513435811,211903.0,194789.0,4028498.09525614,4024523.09525614,1.0,7514632.0,0.0,12041900.0,1.0,12041914.8023118,0.0,0.39292472522205396,0.311049547214314,0.16540548825331303,0.0,487077.111841481,889889.997461069,1390611.75294918,1404676.36771442,954076.3250562659,2184022.99863794,985932.706051577,1753831.19360256,1991796.34899757,0.0,0.0,0.0,3975.0,0.12802201868430862,83224.0,39889772.0,4024497.85833884,3906634.12404615,1.59715422926977,3.0824232875762765,0.3244200769019964,34755908.8954098,0.029474831491886625,8.896637819620711,0.472440268968693,35.5805908195564,74002.0,59082.0,26601.0,15522.0,6795.0,3662.0,6487.0,1792.0,769.0,77.0,0.0,0.0,0.8087585333836129,0.8087585333836129,0.0,219322026.040109,220930126.28406298,1608100.24395396,0.9534910930121324,0.5847081732642259,6.93040329489996,7.926025584073303,0.41898202026251896,178735.0,120930.0,152665.0,105749.0,2120872.0,700665.0,410407.0,236683.0,100010.0,12990.0,1449.0,98.0
2013-11-27,0.044214876033057855,48.25195934999999,6.871415400928892,5.530929348430574,964.312489128,-0.0033556374044239057,184.07441437693961,5.0286603779371335,2.61770817759892e+18,5115252278550280.0,173.0,511.74566473988403,45853911.0,30.41271141,0.000318931934499465,143.2102732536336,231585.0,225671.0,3323866.0138239,3319541.0138239,0.997469066740633,7501512.0,19034.0,12046225.0,0.99450169000547,11980005.841610301,66233.96070156,0.391153747742279,0.309884053807157,0.165320895882119,0.0,349667.35338618,1043951.03696831,1452490.47448821,1372422.34523759,950328.4891339659,2165454.04820082,978993.018823777,1741440.32707564,1991492.70899758,0.0,0.0,0.0,4325.0,0.1399948658267629,95358.0,45717232.0,3319510.60111249,3183974.30514029,1.2576930834519098,3.7833926550701946,0.2643130362532901,21007540.352757,0.03180314120276835,6.597898833178989,0.475011451905095,42.9891766660288,82626.0,69284.0,27860.0,18861.0,7862.0,5050.0,10598.0,2459.0,1039.0,32.0,0.0,0.0,0.808157508118376,0.808166187415866,8.679297489465582e-06,116699841.51163101,120052190.963612,3352349.45198088,0.9560503100495452,0.5849093792531157,8.13970924578651,8.306533578636596,0.4139430037592727,197974.0,139967.0,169295.0,120839.0,2133326.0,710039.0,415254.0,237452.0,100087.0,12954.0,1450.0,96.0
2013-11-28,0.049857954545454546,48.50043821199995,6.920486815269747,5.552275493925398,1012.81292734,-0.033119201366806905,195.58936542069281,5.063604705614542,2.61770817759892e+18,5442845919580530.0,181.0,480.944751381215,45002237.0,30.73997164,0.00031132237836743,148.20247803065308,239393.0,219265.0,3418563.35385545,3414038.35385545,0.9945462434790309,7499549.0,41125.0,12050775.0,0.97706116272798,11774334.269508198,276430.53280362,0.38956490370746905,0.30925559817099196,0.165364990135288,0.0,447285.036243511,992901.29344742,1402059.92769963,1420367.87353416,943014.372805976,2150577.29610573,967789.371426507,1733993.34205155,1992776.28899758,0.0,0.0,0.0,4525.0,0.14686229609448564,98740.0,44915469.0,3414007.61388381,3220592.03330317,1.21896559635214,3.7417887380290873,0.26725186000926665,22021141.900916502,0.0334018747741954,6.837606773289669,0.476482988091205,46.604822064611994,80840.0,68138.0,24620.0,17923.0,8870.0,5135.0,9461.0,2769.0,1498.0,11.0,0.0,0.0,0.8038032232138341,0.804162444053832,0.000359220839998355,136781709.35363102,141296617.737699,4514908.38406859,0.9581316846635038,0.5787828078461454,8.88673212229877,8.650021322087301,0.409164562274836,200988.0,135763.0,173468.0,119039.0,2150643.0,723724.0,423109.0,239383.0,99916.0,13024.0,1443.0,97.0
2013-11-29,0.13222222222222224,120.94234834000008,7.033290654719512,4.593539811657743,1133.75527568,-0.005843304334054,207.59501962824365,5.10176409011914,3.03829544062569e+18,5432557879744340.0,173.0,503.849710982659,43257170.0,26.09068458,0.000290183454527255,166.7679769474259,220122.0,213155.0,2602929.47680345,2598604.47680345,0.9992287656500891,7541820.0,5821.0,12055100.0,0.9969651012211491,12018503.8249919,36585.97731997,0.388918410920461,0.308940128230994,0.165279828371194,0.0,394111.226522811,1097395.57939808,1428914.05835061,1370950.65958485,933871.7975767759,2141396.14539142,964146.195649957,1731839.28083997,1992464.85899758,0.0,0.0,0.0,4325.0,0.13988492685706144,89911.0,43153120.0,2598578.38611887,2486347.86669314,1.2531697595606102,4.848517040390397,0.20624863059561016,13351222.331897099,0.03502270958806821,5.369812692241782,0.47805438675639206,54.720555465119105,71098.0,63055.0,29969.0,16171.0,8709.0,5102.0,14989.0,2871.0,1158.0,33.0,0.0,0.0,0.8154071843528621,0.815421848363537,1.4664010674842099e-05,141079922.51035202,143114383.581534,2034461.07118172,0.9626617879298036,0.6002925620187151,8.82087437106436,9.684711085272829,0.4079757389618501,188638.0,126455.0,161172.0,111893.0,2167354.0,736170.0,429564.0,240764.0,99878.0,13037.0,1445.0,96.0
2013-11-30,0.2625,-15.739871019999782,7.0193104323857725,5.446972521628723,1118.0154046600003,-0.038383521050254665,214.96183904416802,5.293138723817493,3.03829544062569e+18,6183967036151830.0,176.0,491.318181818182,35257264.0,20.18102674,0.000269030137574319,219.0265680575576,194496.0,169928.0,1866753.03376909,1862353.03376909,0.9873416333833879,7475281.0,95838.0,12059525.0,0.979035092199446,11806541.3310981,252823.47121371,0.3887527641578929,0.308901390025147,0.16523806858044401,0.0,267236.725335681,1073957.01388447,1590986.62723981,1378029.50468962,926519.0741768859,2136619.46836121,962969.642638367,1732511.41654553,1992692.61899758,0.0,0.0,0.0,4400.0,0.14241958074604466,75014.0,35151368.0,1862332.85274235,1789002.85620265,1.18151824349559,6.740919925414559,0.14834770492226268,7943173.25256438,0.03685491556352427,4.440000319185971,0.47876141693240704,45.0066612205735,58123.0,54511.0,20819.0,14290.0,5914.0,5200.0,8312.0,1658.0,1087.0,14.0,0.0,0.0,0.8075913046222271,0.807961613952629,0.00037030933040173503,79306763.828389,83046321.0276895,3739557.19930049,0.9622149403699352,0.5810896014564229,9.41614246336342,9.579466704722144,0.40619896824029,162746.0,101008.0,139919.0,93988.0,2186237.0,748796.0,436767.0,243247.0,100126.0,12997.0,1452.0,96.0
