Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-03-30,"4177,67","4207,76","4160,35","4181,03",0,0,0
2007-04-02,"4177,31","4191,76","4163,77","4189,55",0,0,0
2007-04-03,"4199,54","4248,07","4199,54","4246,3",0,0,0
2007-04-04,"4252,71","4261,83","4242,05","4261,83",0,0,0
2007-04-05,"4259,98","4274,17","4253,79","4271,54",0,0,0
2007-04-10,"4275,68","4307,66","4267,01","4301,47",0,0,0
2007-04-11,"4298,24","4326,7","4284,92","4293,2",0,0,0
2007-04-12,"4290,11","4291,1","4249,3","4280,02",0,0,0
2007-04-13,"4285,56","4319,28","4284,03","4317,35",0,0,0
2007-04-16,"4333,95","4380,52","4333,39","4379,25",0,0,0
2007-04-17,"4374,36","4391,28","4348,62","4384,38",0,0,0
2007-04-18,"4377,78","4377,78","4338,51","4358,95",0,0,0
2007-04-19,"4330,36","4339,93","4288,11","4339,93",0,0,0
2007-04-20,"4350,67","4431,33","4350,67","4416,79",0,0,0
2007-04-23,"4416,07","4428,42","4390,94","4400,12",0,0,0
2007-04-24,"4399,17","4402,86","4348,69","4367,83",0,0,0
2007-04-25,"4380,59","4415,96","4380,59","4404,44",0,0,0
2007-04-26,"4415,82","4434,06","4403,06","4414,21",0,0,0
2007-04-27,"4407,7","4412,91","4366,85","4383,13",0,0,0
2007-04-30,"4378,25","4409,42","4370,27","4392,34",0,0,0
2007-05-02,"4401,94","4423,84","4397,34","4415,48",0,0,0
2007-05-03,"4429,5","4432,17","4394,19","4427,32",0,0,0
2007-05-04,"4429,28","4449,33","4413,04","4445,59",0,0,0
2007-05-07,"4448,06","4452,82","4432,88","4441,31",0,0,0
2007-05-08,"4434,96","4435,6","4398,01","4411,32",0,0,0
2007-05-10,"4422,41","4427,61","4387,19","4391,87",0,0,0
2007-05-11,"4376,45","4425,35","4331,36","4423,07",0,0,0
2007-05-14,"4435,1","4446,57","4406,46","4413,72",0,0,0
2007-05-15,"4400,79","4444,97","4390,51","4441,03",0,0,0
2007-05-16,"4434,53","4445,22","4415,67","4422,62",0,0,0
2007-05-18,"4428,96","4484,13","4425,05","4480,81",0,0,0
2007-05-21,"4482,33","4484,78","4459,91","4465,54",0,0,0
2007-05-22,"4466,53","4483,7","4457,35","4469,88",0,0,0
2007-05-23,"4473,5","4500,61","4472,05","4499,69",0,0,0
2007-05-24,"4477,04","4495,92","4449,32","4452,7",0,0,0
2007-05-25,"4439,65","4470,64","4421,42","4463,52",0,0,0
2007-05-29,"4480,04","4483,84","4462,28","4474,81",0,0,0
2007-05-30,"4457,04","4470,5","4426,64","4468,72",0,0,0
2007-05-31,"4484,5","4522,24","4484,5","4512,65",0,0,0
2007-06-01,"4516,03","4562,39","4515,27","4556,97",0,0,0
2007-06-04,"4550,02","4556,12","4521,05","4537,81",0,0,0
2007-06-05,"4542,89","4550,35","4507,1","4513,18",0,0,0
2007-06-06,"4511,02","4516,27","4434,77","4437,29",0,0,0
2007-06-07,"4446,39","4461,81","4369,47","4381,45",0,0,0
2007-06-08,"4376,55","4399,13","4330,27","4376,42",0,0,0
2007-06-11,"4394,49","4418,81","4394,49","4415,5",0,0,0
2007-06-12,"4408,51","4421,34","4368,38","4383,02",0,0,0
2007-06-13,"4372,54","4413,42","4349,72","4401,68",0,0,0
2007-06-14,"4427,15","4485,04","4427,15","4485,04",0,0,0
2007-06-15,"4491,46","4556,04","4491,46","4551,0",0,0,0
2007-06-18,"4551,3","4559,73","4517,16","4530,22",0,0,0
2007-06-19,"4529,84","4547,99","4516,69","4527,22",0,0,0
2007-06-20,"4539,37","4572,82","4538,61","4545,61",0,0,0
2007-06-21,"4527,38","4527,38","4462,59","4488,66",0,0,0
2007-06-22,"4496,1","4509,19","4470,55","4479,36",0,0,0
2007-06-25,"4456,78","4478,18","4423,82","4471,13",0,0,0
2007-06-26,"4451,93","4460,45","4420,79","4433,04",0,0,0
2007-06-27,"4418,86","4418,88","4383,37","4412,12",0,0,0
2007-06-28,"4433,9","4458,98","4433,9","4457,99",0,0,0
2007-06-29,"4467,17","4489,77","4441,18","4489,77",0,0,0
2007-07-02,"4471,8","4479,81","4450,29","4470,26",0,0,0
2007-07-03,"4483,38","4522,48","4483,38","4513,01",0,0,0
2007-07-04,"4519,42","4530,2","4515,25","4524,24",0,0,0
2007-07-05,"4533,0","4537,93","4486,72","4491,87",0,0,0
2007-07-06,"4492,09","4524,45","4486,5","4524,45",0,0,0
2007-07-09,"4530,45","4551,27","4522,81","4528,76",0,0,0
2007-07-10,"4526,81","4545,03","4461,73","4474,15",0,0,0
2007-07-11,"4448,82","4455,88","4403,56","4447,52",0,0,0
2007-07-12,"4458,16","4517,7","4434,81","4517,7",0,0,0
2007-07-13,"4537,39","4560,69","4532,15","4542,57",0,0,0
2007-07-16,"4547,68","4564,03","4539,74","4557,57",0,0,0
2007-07-17,"4555,78","4555,78","4515,16","4538,31",0,0,0
2007-07-18,"4512,43","4519,6","4472,22","4472,22",0,0,0
2007-07-19,"4493,44","4533,33","4493,44","4522,64",0,0,0
2007-07-20,"4516,29","4530,77","4442,58","4445,23",0,0,0
2007-07-23,"4444,93","4482,75","4428,26","4482,75",0,0,0
2007-07-24,"4474,42","4481,41","4407,37","4412,06",0,0,0
2007-07-25,"4395,61","4419,94","4339,59","4360,9",0,0,0
2007-07-26,"4373,71","4387,0","4252,92","4252,92",0,0,0
2007-07-27,"4237,61","4287,04","4208,16","4244,58",0,0,0
2007-07-30,"4246,86","4265,49","4211,47","4239,18",0,0,0
2007-07-31,"4261,12","4324,43","4261,12","4315,69",0,0,0
2007-08-02,"4262,68","4306,96","4261,27","4288,66",0,0,0
2007-08-03,"4295,79","4304,28","4222,72","4229,19",0,0,0
2007-08-06,"4201,66","4221,92","4181,8","4202,78",0,0,0
2007-08-07,"4229,3","4276,8","4229,3","4276,8",0,0,0
2007-08-08,"4296,11","4374,67","4296,11","4364,22",0,0,0
2007-08-09,"4353,9","4353,9","4245,84","4275,18",0,0,0
2007-08-10,"4235,01","4235,01","4139,26","4161,29",0,0,0
2007-08-13,"4189,03","4257,94","4189,03","4255,79",0,0,0
2007-08-14,"4237,74","4257,65","4183,66","4195,6",0,0,0
2007-08-15,"4170,99","4192,32","4136,52","4183,06",0,0,0
2007-08-16,"4148,74","4148,74","4060,43","4062,33",0,0,0
2007-08-17,"4059,03","4215,57","4028,72","4157,2",0,0,0
2007-08-20,"4180,96","4209,63","4168,64","4173,29",0,0,0
2007-08-21,"4179,34","4197,18","4127,17","4175,07",0,0,0
2007-08-22,"4187,51","4240,59","4187,25","4226,52",0,0,0
2007-08-23,"4254,03","4268,54","4225,89","4225,89",0,0,0
2007-08-24,"4212,79","4249,56","4201,8","4238,63",0,0,0
2007-08-27,"4247,29","4261,43","4236,92","4240,95",0,0,0
2007-08-28,"4235,28","4235,28","4164,58","4170,68",0,0,0
2007-08-29,"4149,97","4197,64","4135,74","4193,58",0,0,0
2007-08-30,"4215,92","4253,63","4191,83","4246,12",0,0,0
2007-08-31,"4264,4","4313,02","4259,54","4294,56",0,0,0
2007-09-03,"4297,96","4306,77","4288,0","4295,99",0,0,0
2007-09-04,"4288,08","4326,96","4262,12","4324,35",0,0,0
2007-09-05,"4312,44","4318,93","4235,41","4235,41",0,0,0
2007-09-06,"4250,21","4268,4","4202,92","4256,12",0,0,0
2007-09-07,"4251,68","4265,18","4154,09","4162,42",0,0,0
2007-09-10,"4165,53","4192,78","4131,48","4136,45",0,0,0
2007-09-11,"4161,5","4206,16","4159,93","4197,35",0,0,0
2007-09-12,"4197,9","4215,65","4172,23","4210,69",0,0,0
2007-09-13,"4202,37","4254,21","4180,47","4249,01",0,0,0
2007-09-14,"4236,9","4236,9","4191,5","4221,34",0,0,0
2007-09-17,"4215,32","4215,96","4165,37","4184,61",0,0,0
2007-09-18,"4177,11","4268,58","4167,87","4264,42",0,0,0
2007-09-19,"4310,52","4401,46","4310,52","4389,33",0,0,0
2007-09-20,"4369,23","4375,76","4346,24","4366,16",0,0,0
