Date,mining/difficulty_latest
2016-06-04,44725095341350.0
2016-06-05,44212135847742.0
2016-06-06,46774225899753.0
2016-06-07,45212609794627.0
2016-06-08,46749054753038.0
2016-06-09,48767093061119.0
2016-06-10,44780035018104.0
2016-06-11,47421244465258.0
2016-06-12,48344689330853.0
2016-06-13,50012600487354.0
2016-06-14,50416542069026.0
2016-06-15,50130061650036.0
2016-06-16,49797092932634.0
2016-06-17,46454862651995.0
2016-06-18,45976914062431.0
2016-06-19,52369776733307.0
2016-06-20,49375043291004.0
2016-06-21,49411163003690.0
2016-06-22,54178350244999.0
2016-06-23,52882528407336.0
2016-06-24,53438017691285.0
2016-06-25,53059591716289.0
2016-06-26,53984665370828.0
2016-06-27,54928861417323.0
2016-06-28,56434851050353.0
2016-06-29,54978551572534.0
2016-06-30,53271701172814.0
2016-07-01,56973051221999.0
2016-07-02,56704752717376.0
2016-07-03,57636778996117.0
2016-07-04,59105305097986.0
2016-07-05,56031147960308.0
2016-07-06,58251042014222.0
2016-07-07,58148448534554.0
2016-07-08,56208186790617.0
2016-07-09,59792126060162.0
2016-07-10,60008766210732.0
2016-07-11,59613581952199.0
2016-07-12,58472615118407.0
2016-07-13,60933204604243.0
2016-07-14,59272858371388.0
2016-07-15,57629055450274.0
2016-07-16,59527432521766.0
2016-07-17,58762734951790.0
2016-07-18,62597015690200.0
2016-07-19,59829536177981.0
2016-07-20,57074660645309.0
2016-07-21,61965865490988.0
2016-07-22,59197522541000.0
2016-07-23,61628075601206.0
2016-07-24,58163430919385.0
2016-07-25,58688090610562.0
2016-07-26,50427620710509.0
2016-07-27,55342767348021.0
2016-07-28,57673533780135.0
2016-07-29,55583681726013.0
2016-07-30,54330934311272.0
2016-07-31,54556940151047.0
2016-08-01,53098935163186.0
2016-08-02,49406809365166.0
2016-08-03,47849512664504.0
2016-08-04,53082729638927.0
2016-08-05,54276467941728.0
2016-08-06,52107208485682.0
2016-08-07,54196013241204.0
2016-08-08,55173955489205.0
2016-08-09,58574357679877.0
2016-08-10,59310243489295.0
2016-08-11,60705314409608.0
2016-08-12,59400968512976.0
2016-08-13,60084409774050.0
2016-08-14,60127979002046.0
2016-08-15,62171199139769.0
2016-08-16,62395802089395.0
2016-08-17,61834072039043.0
2016-08-18,64000079263338.0
2016-08-19,61593779789891.0
2016-08-20,62091117338207.0
2016-08-21,63424331230475.0
2016-08-22,65932557452171.0
2016-08-23,64993180230074.0
2016-08-24,66551621235109.0
2016-08-25,68880955087363.0
2016-08-26,68564050321566.0
2016-08-27,70789516246918.0
2016-08-28,69167731787734.0
2016-08-29,67153074303992.0
2016-08-30,68527992379601.0
2016-08-31,70719833525182.0
2016-09-01,69467106720300.0
2016-09-02,71935759534024.0
2016-09-03,67426219543708.0
2016-09-04,66622515207500.0
2016-09-05,68023142250638.0
2016-09-06,67217171601455.0
2016-09-07,69945878610630.0
2016-09-08,69222583348344.0
2016-09-09,69652348269805.0
2016-09-10,68792067386395.0
2016-09-11,71482860292824.0
2016-09-12,72632108959829.0
2016-09-13,70344823788119.0
2016-09-14,73201429423905.0
2016-09-15,72154306972798.0
2016-09-16,74070321336291.0
2016-09-17,74926904393875.0
2016-09-18,55246832077010.0
2016-09-19,71421599643421.0
2016-09-20,77284852735216.0
2016-09-21,79646591477420.0
2016-09-22,65876343087633.0
2016-09-23,76380505725174.0
2016-09-24,69544667323732.0
2016-09-25,82913363652187.0
2016-09-26,75156638036336.0
2016-09-27,77771655670148.0
2016-09-28,80739913808156.0
2016-09-29,85592183024758.0
2016-09-30,82298037946701.0
2016-10-01,71923790394169.0
2016-10-02,76415785201053.0
2016-10-03,85444995944236.0
2016-10-04,88321380625524.0
2016-10-05,79324712393958.0
2016-10-06,75608477866300.0
2016-10-07,69628340355829.0
2016-10-08,82183699161812.0
2016-10-09,87196692165062.0
2016-10-10,88925934969371.0
2016-10-11,89063636831369.0
2016-10-12,83347021625138.0
2016-10-13,90445265078874.0
2016-10-14,93228194400435.0
2016-10-15,93685232575591.0
2016-10-16,95076468790796.0
2016-10-17,91257575094134.0
2016-10-18,99258373693468.0
2016-10-19,83058101931683.0
2016-10-20,100888910584371.0
2016-10-21,104291755522798.0
2016-10-22,104384079250475.0
2016-10-23,101861360743103.0
2016-10-24,105196447903994.0
2016-10-25,102675224571807.0
2016-10-26,106422921833743.0
2016-10-27,104380155098574.0
2016-10-28,98168075027024.0
2016-10-29,77399976162988.0
2016-10-30,78688759203825.0
2016-10-31,80031848526700.0
2016-11-01,68471293459970.0
2016-11-02,63941100215461.0
2016-11-03,59976278986233.0
2016-11-04,53891926424431.0
2016-11-05,52933253032609.0
2016-11-06,53802498132632.0
2016-11-07,64749012857956.0
2016-11-08,70388329476402.0
2016-11-09,64303926493884.0
2016-11-10,61181017027251.0
2016-11-11,59172624620536.0
2016-11-12,61403838085464.0
2016-11-13,69030465587080.0
2016-11-14,70025867908917.0
2016-11-15,68242326531506.0
2016-11-16,68790331935191.0
2016-11-17,60595689856952.0
2016-11-18,71143332818600.0
2016-11-19,75928753198475.0
2016-11-20,83318831954789.0
2016-11-21,85413566914734.0
2016-11-22,77464426136997.0
2016-11-23,70333899231361.0
2016-11-24,64519036488244.0
2016-11-25,69108106175022.0
2016-11-26,67368344872798.0
2016-11-27,66484162625392.0
2016-11-28,69803405718871.0
2016-11-29,69784995471110.0
2016-11-30,70276539562528.0
2016-12-01,70316867202213.0
2016-12-02,72448398965839.0
2016-12-03,77769822172102.0
2016-12-04,75479406896244.0
2016-12-05,72056798201513.0
2016-12-06,74062618085925.0
2016-12-07,75338587659855.0
2016-12-08,79375517057798.0
2016-12-09,80450986279124.0
2016-12-10,81495958494015.0
2016-12-11,83483697813584.0
2016-12-12,80969886125147.0
2016-12-13,81779984944042.0
2016-12-14,83294827556374.0
2016-12-15,81816796959429.0
2016-12-16,83636973159038.0
2016-12-17,87620770313559.0
2016-12-18,90578209018358.0
2016-12-19,89377168942679.0
2016-12-20,89222229524611.0
2016-12-21,90079937761665.0
2016-12-22,83655712138978.0
2016-12-23,77569283351239.0
2016-12-24,76965346250030.0
2016-12-25,81290854512307.0
2016-12-26,80874075384296.0
2016-12-27,79250017896011.0
2016-12-28,78202487835370.0
2016-12-29,80041757932507.0
2016-12-30,80724168878092.0
2016-12-31,78952619252351.0
2017-01-01,81746882806640.0
2017-01-02,82786922702292.0
2017-01-03,81975314581866.0
2017-01-04,88322205309950.0
2017-01-05,91080219209156.0
2017-01-06,89418233830634.0
2017-01-07,94365671817485.0
2017-01-08,95895023937257.0
2017-01-09,98815893669597.0
2017-01-10,98241956120785.0
2017-01-11,98625649273081.0
2017-01-12,98475446248963.0
2017-01-13,102494036155764.0
2017-01-14,103831859099051.0
2017-01-15,105710040235252.0
2017-01-16,105561003942430.0
2017-01-17,102114900871802.0
2017-01-18,103312274843086.0
2017-01-19,112083108477511.0
2017-01-20,106260810626877.0
2017-01-21,107245179286637.0
2017-01-22,110920258405231.0
2017-01-23,110828540545322.0
2017-01-24,111075464555518.0
2017-01-25,109000153729333.0
2017-01-26,113136736287457.0
2017-01-27,109310150839670.0
2017-01-28,113782190720821.0
2017-01-29,108718410381142.0
2017-01-30,111595998040781.0
2017-01-31,111722797665505.0
2017-02-01,112846421206588.0
2017-02-02,115278900697180.0
2017-02-03,112767616863117.0
2017-02-04,114910747842092.0
2017-02-05,119954579641384.0
2017-02-06,122684206259612.0
2017-02-07,119984127821848.0
2017-02-08,123238073152970.0
2017-02-09,124080492777023.0
2017-02-10,124118686469234.0
2017-02-11,125610751000839.0
2017-02-12,126285289083994.0
2017-02-13,131103400013402.0
2017-02-14,128645147458839.0
2017-02-15,134297189098529.0
2017-02-16,134384187416062.0
2017-02-17,133818973532094.0
2017-02-18,138074550912396.0
2017-02-19,140023791566524.0
2017-02-20,138651166248774.0
2017-02-21,143626143791568.0
2017-02-22,139792679560599.0
2017-02-23,141503517567146.0
2017-02-24,139004160760978.0
2017-02-25,143013160739808.0
2017-02-26,151589813138734.0
2017-02-27,149872430595100.0
2017-02-28,160568962971536.0
2017-03-01,152184952411664.0
2017-03-02,159299149778731.0
2017-03-03,159200805240682.0
2017-03-04,158519987784301.0
2017-03-05,166112805183250.0
2017-03-06,168868317304878.0
2017-03-07,169185179096956.0
2017-03-08,176314980348703.0
2017-03-09,173598806636865.0
2017-03-10,172730665441819.0
2017-03-11,179347990449453.0
2017-03-12,173633970826157.0
2017-03-13,183016737974130.0
2017-03-14,183192925392994.0
2017-03-15,187100980492833.0
2017-03-16,188289907106227.0
2017-03-17,196400260130567.0
2017-03-18,195025641210081.0
2017-03-19,190267169195061.0
2017-03-20,205851673348663.0
2017-03-21,201229137762495.0
2017-03-22,207449492388660.0
2017-03-23,209679797040055.0
2017-03-24,211808026567752.0
2017-03-25,216578445943087.0
2017-03-26,228663686185273.0
2017-03-27,234902153851959.0
2017-03-28,229721750948805.0
2017-03-29,240075472873350.0
2017-03-30,235717132318639.0
2017-03-31,243330426834941.0
2017-04-01,243469983079870.0
2017-04-02,231479045856700.0
2017-04-03,242585313262802.0
2017-04-04,242830448402895.0
2017-04-05,253356954000681.0
2017-04-06,246055765417459.0
2017-04-07,246166616868535.0
2017-04-08,256734201392750.0
2017-04-09,255351733753819.0
2017-04-10,253234536973505.0
2017-04-11,262724542381025.0
2017-04-12,258238187475442.0
2017-04-13,258809621280379.0
2017-04-14,282342678822931.0
2017-04-15,269371033433613.0
2017-04-16,274529683922936.0
2017-04-17,281244914710104.0
2017-04-18,294180063992385.0
2017-04-19,277524262565510.0
2017-04-20,289165353318163.0
2017-04-21,303326583424789.0
2017-04-22,296931170248074.0
2017-04-23,307533701923827.0
2017-04-24,287929443995153.0
2017-04-25,307539577745486.0
2017-04-26,316244880599341.0
2017-04-27,323132140395818.0
2017-04-28,338514206757093.0
2017-04-29,337994835533282.0
2017-04-30,339577721291962.0
2017-05-01,339863616372537.0
2017-05-02,336075421517547.0
2017-05-03,341296999760725.0
2017-05-04,340484587738891.0
2017-05-05,344683892043582.0
2017-05-06,353757836106874.0
2017-05-07,366996751115631.0
2017-05-08,369901172291790.0
2017-05-09,370811201647106.0
2017-05-10,363228206046502.0
2017-05-11,374150963914434.0
2017-05-12,383745157741624.0
2017-05-13,404204926054545.0
2017-05-14,405882409531933.0
2017-05-15,411292281836157.0
2017-05-16,427457478381439.0
2017-05-17,404770541305590.0
2017-05-18,424562997062955.0
2017-05-19,428817275287453.0
2017-05-20,458352819099297.0
2017-05-21,456109491555078.0
2017-05-22,460134948185338.0
2017-05-23,457651514758227.0
2017-05-24,454989689722954.0
2017-05-25,460183719282937.0
2017-05-26,475704749046373.0
2017-05-27,469420446187234.0
2017-05-28,468016369575610.0
2017-05-29,506428137628108.0
2017-05-30,533263418868295.0
2017-05-31,522127165573343.0
2017-06-01,588681798151904.0
2017-06-02,560267415163391.0
2017-06-03,591686954759853.0
2017-06-04,583989073976729.0
2017-06-05,623653205278029.0
2017-06-06,633977499608096.0
2017-06-07,644336932578347.0
2017-06-08,646613886489322.0
2017-06-09,649693599386205.0
2017-06-10,693474023731009.0
2017-06-11,689535419251363.0
2017-06-12,695979759645832.0
2017-06-13,710148860998376.0
2017-06-14,720168320393768.0
2017-06-15,734163895968140.0
2017-06-16,752736872045013.0
2017-06-17,737864670865582.0
2017-06-18,747161080376174.0
2017-06-19,792962135893472.0
2017-06-20,866559339110055.0
2017-06-21,860257533027062.0
2017-06-22,900264757920511.0
2017-06-23,881256003938445.0
2017-06-24,898733236466818.0
2017-06-25,894228934824940.0
2017-06-26,912455224887410.0
2017-06-27,951564080557307.0
2017-06-28,946822022986346.0
2017-06-29,977747710071307.0
2017-06-30,1009970200264730.0
2017-07-01,1004244781520860.0
2017-07-02,1001949026504100.0
2017-07-03,1011199394853050.0
2017-07-04,1041681418723740.0
2017-07-05,1010151099876690.0
2017-07-06,1016819059139480.0
2017-07-07,1043886619547130.0
2017-07-08,1069019246922190.0
2017-07-09,1151896727491870.0
2017-07-10,1230782234437900.0
2017-07-11,1216488535412900.0
2017-07-12,1210731325557550.0
2017-07-13,1195871626570630.0
2017-07-14,1195275572044580.0
2017-07-15,1270463814233340.0
2017-07-16,1260434344879560.0
2017-07-17,1186729869184060.0
2017-07-18,1202245724479850.0
2017-07-19,1294549124121900.0
2017-07-20,1333004133077000.0
2017-07-21,1260695762161880.0
2017-07-22,1326332673670450.0
2017-07-23,1351710947339660.0
2017-07-24,1302493038830710.0
2017-07-25,1348393924545310.0
2017-07-26,1343756879309310.0
2017-07-27,1330196896479800.0
2017-07-28,1335418366796860.0
2017-07-29,1351561247553120.0
2017-07-30,1372243545079420.0
2017-07-31,1581114675129900.0
2017-08-01,1643776170080640.0
2017-08-02,1645027670711620.0
2017-08-03,1587655443991520.0
2017-08-04,1594341312411700.0
2017-08-05,1604987499806800.0
2017-08-06,1586803147064640.0
2017-08-07,1617484781316950.0
2017-08-08,1659994650342480.0
2017-08-09,1698393433866850.0
2017-08-10,1620787758452330.0
2017-08-11,1680240052639540.0
2017-08-12,1668266048597980.0
2017-08-13,1737148279560490.0
2017-08-14,1722390224795880.0
2017-08-15,1706504441105430.0
2017-08-16,1770393300098020.0
2017-08-17,1786786932093130.0
2017-08-18,1737829739166060.0
2017-08-19,1810352095914420.0
2017-08-20,1748396035303190.0
2017-08-21,1855811835442690.0
2017-08-22,1847190971530170.0
2017-08-23,1851622552247060.0
2017-08-24,2034465433649780.0
2017-08-25,2233332489332300.0
2017-08-26,2180516637312700.0
2017-08-27,2214687215300710.0
2017-08-28,2161446718606280.0
2017-08-29,2256143279961960.0
2017-08-30,2301562423725560.0
2017-08-31,2185324343910200.0
2017-09-01,2208723445059810.0
2017-09-02,2266552881652110.0
2017-09-03,2244167968124000.0
2017-09-04,2211465685251720.0
2017-09-05,2308486055401950.0
2017-09-06,2298480686416160.0
2017-09-07,2332557213709620.0
2017-09-08,2352250386358140.0
2017-09-09,2326061187940750.0
2017-09-10,2369534195433260.0
2017-09-11,2370104267126490.0
2017-09-12,2389876293205780.0
2017-09-13,2302765504215710.0
2017-09-14,2361411320156410.0
2017-09-15,2400338679961340.0
2017-09-16,2422033720200470.0
2017-09-17,2463884956070810.0
2017-09-18,2375546989299800.0
2017-09-19,2423950980872860.0
2017-09-20,2383922642048920.0
2017-09-21,2565635142264680.0
2017-09-22,3006208517839210.0
2017-09-23,2884338033421340.0
2017-09-24,3029200859192720.0
2017-09-25,2801521840055050.0
2017-09-26,2897192463014700.0
2017-09-27,2940185517057750.0
2017-09-28,2852162859823570.0
2017-09-29,2796284286558660.0
2017-09-30,2880520680224100.0
2017-10-01,2888282313764220.0
2017-10-02,2807953055709680.0
2017-10-03,2890787283174450.0
2017-10-04,2929610328294940.0
2017-10-05,3038160707814940.0
2017-10-06,2898977312529890.0
2017-10-07,2919207485054150.0
2017-10-08,2898814463360090.0
2017-10-09,2850382238163490.0
2017-10-10,3046670309806920.0
2017-10-11,3026357518964180.0
2017-10-12,3097686879066690.0
2017-10-13,2930820541664300.0
2017-10-14,2912632475632080.0
2017-10-15,3005035136510620.0
2017-10-16,1503063021974290.0
2017-10-17,1430529853975080.0
2017-10-18,1442385809721940.0
2017-10-19,1486591635500200.0
2017-10-20,1490809410291090.0
2017-10-21,1446900360962690.0
2017-10-22,1449706698217360.0
2017-10-23,1484856213137570.0
2017-10-24,1520757706203990.0
2017-10-25,1486814421033490.0
2017-10-26,1428360709554100.0
2017-10-27,1459977757663690.0
2017-10-28,1487215784345120.0
2017-10-29,1484235268242050.0
2017-10-30,1404385891646710.0
2017-10-31,1510356619031470.0
2017-11-01,1471793434895090.0
2017-11-02,1435519857150140.0
2017-11-03,1438270807760620.0
2017-11-04,1376921213992520.0
2017-11-05,1456409732641890.0
2017-11-06,1430307957285040.0
2017-11-07,1449233472133320.0
2017-11-08,1415552458986120.0
2017-11-09,1417431846269560.0
2017-11-10,1484002291205890.0
2017-11-11,1481660504933530.0
2017-11-12,1460749622517520.0
2017-11-13,1487277721726780.0
2017-11-14,1411423284316850.0
2017-11-15,1437775012143500.0
2017-11-16,1395497279943210.0
2017-11-17,1389927755405880.0
2017-11-18,1396610550418900.0
2017-11-19,1444446724804130.0
2017-11-20,1457032588477610.0
2017-11-21,1456207217681960.0
2017-11-22,1520862847718340.0
2017-11-23,1528223944995710.0
2017-11-24,1567424372001750.0
2017-11-25,1555857371051200.0
2017-11-26,1569450531475090.0
2017-11-27,1517434346884610.0
2017-11-28,1498894754159790.0
2017-11-29,1531371345470620.0
2017-11-30,1540233426537380.0
2017-12-01,1583567996897430.0
2017-12-02,1533163044721880.0
2017-12-03,1545105968171910.0
2017-12-04,1495442891407530.0
2017-12-05,1499209990193540.0
2017-12-06,1451665408691520.0
2017-12-07,1572809701148170.0
2017-12-08,1566742588444230.0
2017-12-09,1602385448137990.0
2017-12-10,1583810894410760.0
2017-12-11,1563140086681010.0
2017-12-12,1599561244238370.0
2017-12-13,1616945832881430.0
2017-12-14,1673213797330130.0
2017-12-15,1790728025757900.0
2017-12-16,1764722821639460.0
2017-12-17,1739015565137660.0
2017-12-18,1746670586395920.0
2017-12-19,1749291895788620.0
2017-12-20,1744329025415410.0
2017-12-21,1700742712213150.0
2017-12-22,1695693587532810.0
2017-12-23,1849586783145730.0
2017-12-24,1861249939703170.0
2017-12-25,1851221403867720.0
2017-12-26,1854677670501710.0
2017-12-27,1892119752708250.0
2017-12-28,1887582175867850.0
2017-12-29,1889525212447820.0
2017-12-30,1881344697792310.0
2017-12-31,1895125500880390.0
2018-01-01,1919286137243290.0
2018-01-02,1952335668674460.0
2018-01-03,1903558744072510.0
2018-01-04,1949106382485350.0
2018-01-05,1945720560840680.0
2018-01-06,1915817065900530.0
2018-01-07,2062788009049760.0
2018-01-08,2016243120462440.0
2018-01-09,1968059818872220.0
2018-01-10,2041988068307180.0
2018-01-11,2123562013292740.0
2018-01-12,2174280658137740.0
2018-01-13,2049819512037080.0
2018-01-14,2250701011409380.0
2018-01-15,2150118867521740.0
2018-01-16,2212100579593020.0
2018-01-17,2309422385528380.0
2018-01-18,2278298035153480.0
2018-01-19,2290743939388050.0
2018-01-20,2439711086906610.0
2018-01-21,2369358617835460.0
2018-01-22,2409049164086390.0
2018-01-23,2430295058379240.0
2018-01-24,2534715874971030.0
2018-01-25,2452965547931480.0
2018-01-26,2466205989820850.0
2018-01-27,2458876272587130.0
2018-01-28,2552886824255780.0
2018-01-29,2649263064742210.0
2018-01-30,2593936558662780.0
2018-01-31,2644974875101460.0
