Date,market/mvrv_z_score
2010-07-18,1.03570854695573
2010-07-19,2.77041255502074
2010-07-20,1.97006690458696
2010-07-21,1.3317950002108
2010-07-22,1.16841301526286
2010-07-23,0.855794966714929
2010-07-24,0.445561038854823
2010-07-25,0.463455914965829
2010-07-26,-0.0112295326429693
2010-07-27,0.564638822228093
2010-07-28,0.46529650899639
2010-07-29,0.598988610707991
2010-07-30,0.904221177845731
2010-07-31,0.873563046164535
2010-08-01,0.663125595147078
2010-08-02,0.681132302278328
2010-08-03,0.686464147014137
2010-08-04,0.591814237128705
2010-08-05,0.574808100822864
2010-08-06,0.697735867712831
2010-08-07,0.617711035672192
2010-08-08,0.536294600850069
2010-08-09,0.806866737996942
2010-08-10,1.08404219446564
2010-08-11,1.13673210787857
2010-08-12,0.855585236729282
2010-08-13,0.917081203063231
2010-08-14,0.929050980373355
2010-08-15,0.916412648251369
2010-08-16,0.850604819185715
2010-08-17,0.847353768419433
2010-08-18,1.14179331383046
2010-08-19,0.946339657741161
2010-08-20,0.843736206706228
2010-08-21,0.804001331460253
2010-08-22,0.669300570792955
2010-08-23,0.790210276915962
2010-08-24,0.806509353672281
2010-08-25,0.755628191449404
2010-08-26,0.726189425141167
2010-08-27,0.707063213864206
2010-08-28,0.737286886708551
2010-08-29,0.704765205217571
2010-08-30,0.619455826707892
2010-08-31,0.649930258623043
2010-09-01,0.509313329825689
2010-09-02,0.496771171645807
2010-09-03,0.588136309668938
2010-09-04,0.525877970911667
2010-09-05,0.573255086207313
2010-09-06,0.546963382067452
2010-09-07,0.52570577856192
2010-09-08,0.501253953577731
2010-09-09,0.524508700193293
2010-09-10,0.461466396145583
2010-09-11,0.568089619065272
2010-09-12,0.536471918481956
2010-09-13,0.532209432692824
2010-09-14,0.614527244700957
2010-09-15,0.506171083460785
2010-09-16,0.529391259499442
2010-09-17,0.455909435750261
2010-09-18,0.425327713891556
2010-09-19,0.505495619404747
2010-09-20,0.559981471306794
2010-09-21,0.58566961463799
2010-09-22,0.534918614479945
2010-09-23,0.533247654593676
2010-09-24,0.535675601190291
2010-09-25,0.516741952190713
2010-09-26,0.52085775355657
2010-09-27,0.51757408415953
2010-09-28,0.497836644761024
2010-09-29,0.492740130343164
2010-09-30,0.487673164343118
2010-10-01,0.490594273955585
2010-10-02,0.450832323414982
2010-10-03,0.438986510977509
2010-10-04,0.430116068054561
2010-10-05,0.442886613194108
2010-10-06,0.495726799553612
2010-10-07,0.551077331890706
2010-10-08,1.22194554228126
2010-10-09,1.64626635714503
2010-10-10,2.09507969389278
2010-10-11,2.12083215691894
2010-10-12,1.98269569459136
2010-10-13,2.07252300281787
2010-10-14,2.36256440731206
2010-10-15,2.32864050755789
2010-10-16,2.25572174925657
2010-10-17,2.26813966405465
2010-10-18,2.17136125864167
2010-10-19,2.0354396459776
2010-10-20,1.93629451312673
2010-10-21,2.01363473253542
2010-10-22,2.16944261191083
2010-10-23,2.31690214931238
2010-10-24,2.77211318045052
2010-10-25,2.43592029780271
2010-10-26,4.1926503419849
2010-10-27,4.61023708237161
2010-10-28,4.82996768391812
2010-10-29,4.53040576375274
