Date,mining/hash_rate_mean
2017-10-10,98117070017162.2
2017-10-11,101086946335898.0
2017-10-12,97460886067681.2
2017-10-13,101282389594117.0
2017-10-14,97383180765032.3
2017-10-15,100176600721661.0
2017-10-16,101143417616106.0
2017-10-17,100069147257036.0
2017-10-18,101631288732686.0
2017-10-19,105418523951402.0
2017-10-20,104469760871112.0
2017-10-21,105983041901687.0
2017-10-22,107508106573372.0
2017-10-23,105330340027737.0
2017-10-24,108201156043866.0
2017-10-25,106044107940756.0
2017-10-26,102345869787709.0
2017-10-27,104309443214355.0
2017-10-28,105980962704823.0
2017-10-29,104547713864543.0
2017-10-30,101667432096871.0
2017-10-31,106138424837704.0
2017-11-01,106934375699503.0
2017-11-02,102470253185159.0
2017-11-03,101931557130693.0
2017-11-04,100738981247250.0
2017-11-05,104902143732235.0
2017-11-06,102783735289936.0
2017-11-07,101491810718090.0
2017-11-08,104905091590405.0
2017-11-09,101777438489171.0
2017-11-10,104169268389592.0
2017-11-11,104211233204135.0
2017-11-12,107418755329126.0
2017-11-13,104909533285490.0
2017-11-14,102585931617967.0
2017-11-15,102767033644403.0
2017-11-16,99452366008145.9
2017-11-17,101218987422505.0
2017-11-18,99930918247459.5
2017-11-19,101661037959665.0
2017-11-20,106366184003844.0
2017-11-21,105099146627168.0
2017-11-22,105610377470032.0
2017-11-23,108781874319345.0
2017-11-24,111726500795704.0
2017-11-25,112037234221436.0
2017-11-26,110889929578960.0
2017-11-27,108218238906327.0
2017-11-28,106299196923693.0
2017-11-29,107445031287377.0
2017-11-30,109761288350405.0
2017-12-01,109633652102775.0
2017-12-02,109950622480406.0
2017-12-03,105327850437839.0
2017-12-04,100396777897464.0
2017-12-05,95532535520065.0
2017-12-06,92969294661626.2
2017-12-07,99257052967731.2
2017-12-08,104242129890373.0
2017-12-09,104449780566281.0
2017-12-10,103605551016384.0
2017-12-11,104783657702070.0
2017-12-12,102916293876633.0
2017-12-13,105575817381106.0
2017-12-14,108083782204950.0
2017-12-15,115101768820838.0
2017-12-16,116297590025208.0
2017-12-17,117322767421804.0
2017-12-18,119313628189565.0
2017-12-19,112563589111110.0
2017-12-20,110618313989149.0
2017-12-21,112240503943475.0
2017-12-22,112812239422295.0
2017-12-23,123273090662544.0
2017-12-24,126154031003396.0
2017-12-25,129262051781501.0
2017-12-26,129321921521192.0
2017-12-27,128668741056737.0
2017-12-28,130548615950575.0
2017-12-29,125246294869800.0
2017-12-30,125174547695086.0
2017-12-31,131194599509176.0
2018-01-01,132653006888813.0
2018-01-02,128031445143626.0
2018-01-03,122026387168860.0
2018-01-04,119591110407018.0
2018-01-05,119445820025554.0
2018-01-06,119000042264691.0
2018-01-07,124653566409022.0
2018-01-08,125530925057846.0
2018-01-09,125004946395574.0
2018-01-10,125578286642515.0
2018-01-11,130371707547075.0
2018-01-12,131627052460668.0
2018-01-13,133569183185247.0
2018-01-14,141149074857309.0
2018-01-15,137368748722388.0
2018-01-16,140648697747146.0
2018-01-17,145456446135275.0
2018-01-18,146630983254735.0
2018-01-19,149201402704081.0
2018-01-20,160409004648995.0
2018-01-21,159492810524719.0
2018-01-22,163072778818368.0
2018-01-23,163681618320300.0
2018-01-24,169604079368159.0
2018-01-25,171448179582409.0
2018-01-26,170988692049090.0
2018-01-27,172635153540811.0
2018-01-28,174036694360427.0
2018-01-29,177561478609899.0
2018-01-30,176067546885082.0
2018-01-31,178754463819640.0
2018-02-01,178283833460690.0
2018-02-02,183877668143518.0
2018-02-03,191136411046655.0
2018-02-04,190172963436169.0
2018-02-05,194207981085149.0
2018-02-06,191076662774007.0
2018-02-07,194099545596895.0
2018-02-08,195996229912214.0
2018-02-09,197512812584379.0
2018-02-10,197402278873057.0
2018-02-11,203090196083220.0
2018-02-12,202440994552953.0
2018-02-13,205041160909697.0
2018-02-14,200054718405408.0
2018-02-15,199573831790245.0
2018-02-16,206121928771023.0
2018-02-17,207665487963899.0
2018-02-18,207959712651081.0
2018-02-19,203149936077911.0
2018-02-20,197220657981109.0
2018-02-21,196918854312387.0
2018-02-22,202532337224230.0
2018-02-23,203382193825539.0
2018-02-24,201290888181820.0
2018-02-25,209771655822059.0
2018-02-26,203375113820748.0
2018-02-27,202118467481950.0
