Date,market/marketcap_realized_usd
2016-10-29,6107248072.7938
2016-10-30,6112727338.39784
2016-10-31,6123781594.94813
2016-11-01,6138568834.76518
2016-11-02,6148851665.22238
2016-11-03,6160555601.91382
2016-11-04,6162584709.11799
2016-11-05,6166785444.43738
2016-11-06,6172446922.49061
2016-11-07,6177860014.70338
2016-11-08,6189413987.51867
2016-11-09,6204650195.90666
2016-11-10,6211232778.35952
2016-11-11,6217990600.49479
2016-11-12,6221456404.32649
2016-11-13,6222567450.8666
2016-11-14,6228570408.4664
2016-11-15,6237648782.33165
2016-11-16,6254492184.8146
2016-11-17,6273233799.70219
2016-11-18,6284436943.41273
2016-11-19,6291673158.39655
2016-11-20,6296517038.43259
2016-11-21,6303003641.20085
2016-11-22,6313139141.6854
2016-11-23,6322957520.51143
2016-11-24,6353622069.74399
2016-11-25,6357748020.45872
2016-11-26,6363986804.15863
2016-11-27,6369364688.13152
2016-11-28,6376772992.95214
2016-11-29,6382472530.69785
2016-11-30,6390759694.49162
2016-12-01,6402471750.24293
2016-12-02,6420202024.29285
2016-12-03,6470459559.70274
2016-12-04,6475642434.21468
2016-12-05,6483079295.68254
2016-12-06,6489372175.39242
2016-12-07,6498236047.08277
2016-12-08,6511160852.01791
2016-12-09,6517965035.84003
2016-12-10,6529691734.34837
2016-12-11,6535053925.20992
2016-12-12,6544908560.13139
2016-12-13,6555207338.27051
2016-12-14,6564390188.47519
2016-12-15,6574256552.67315
2016-12-16,6583839183.27781
2016-12-17,6593470917.6461
2016-12-18,6603722117.0473
2016-12-19,6611012398.27657
2016-12-20,6622760796.3364
2016-12-21,6651831948.76152
2016-12-22,6686283112.05301
2016-12-23,6734404329.21085
2016-12-24,6750564968.03382
2016-12-25,6758904428.65919
2016-12-26,6777998909.72195
2016-12-27,6803023766.46903
2016-12-28,6845619826.2704
2016-12-29,6883121514.41743
2016-12-30,6908032106.93356
2016-12-31,6920389904.31742
2017-01-01,6941486610.29241
2017-01-02,6981671018.40327
2017-01-03,7019554137.83251
2017-01-04,7092972268.29819
2017-01-05,7191872182.5146
2017-01-06,7177882920.71546
2017-01-07,7166316176.95369
2017-01-08,7179400563.80384
2017-01-09,7186318298.13571
2017-01-10,7194745439.83093
2017-01-11,7189410594.7195
2017-01-12,7170653078.73284
2017-01-13,7172222419.33969
2017-01-14,7176453347.92236
2017-01-15,7178410155.83258
2017-01-16,7182616264.81834
2017-01-17,7201152212.31904
2017-01-18,7211285196.65697
2017-01-19,7221105664.10652
2017-01-20,7230054473.48955
2017-01-21,7242764446.3603
2017-01-22,7257135153.8328
2017-01-23,7268188817.50523
2017-01-24,7281577010.82074
2017-01-25,7291948225.82901
2017-01-26,7304570927.26842
2017-01-27,7314112600.35727
2017-01-28,7320617205.39865
2017-01-29,7343548260.56746
2017-01-30,7350716719.70131
2017-01-31,7365216636.32765
2017-02-01,7386278777.30939
2017-02-02,7407854167.65601
2017-02-03,7439210882.52249
2017-02-04,7454243186.55436
2017-02-05,7469889763.68128
2017-02-06,7488942328.79237
2017-02-07,7516402620.6492
2017-02-08,7537802183.05775
2017-02-09,7559842203.15212
2017-02-10,7571485808.59122
2017-02-11,7580170337.40908
