Date,indicators/unrealized_loss
2010-07-18,2.04499541369488e-08
2010-07-19,0.0011591580760259
2010-07-20,0.00239445675672013
2010-07-21,0.00130410753292948
2010-07-22,0.0093516553003821
2010-07-23,0.0055535282528743
2010-07-24,0.0107235832978008
2010-07-25,0.0155248920827343
2010-07-26,0.00883611072356352
2010-07-27,0.0060195741794822
2010-07-28,0.00634941405238881
2010-07-29,0.00235222318585742
2010-07-30,0.0040162806932909
2010-07-31,0.0026480141025501
2010-08-01,0.00572151096502423
2010-08-02,0.00667750619083021
2010-08-03,0.00654725982002162
2010-08-04,0.00929940005923057
2010-08-05,0.00526260529809138
2010-08-06,0.00454638820013797
2010-08-07,0.00781186051970842
2010-08-08,0.00526928249098468
2010-08-09,0.00169787175188783
2010-08-10,0.00189235890828953
2010-08-11,0.00318274670292816
2010-08-12,0.00186692393002374
2010-08-13,0.00499765140927458
2010-08-14,0.00321383463597989
2010-08-15,0.00450016992247884
2010-08-16,0.00412815454024342
2010-08-17,0.00176731589848321
2010-08-18,0.00287508883704981
2010-08-19,0.00372892460353583
2010-08-20,0.00470432429620026
2010-08-21,0.00372064682848879
2010-08-22,0.00403956962088182
2010-08-23,0.00519390265752228
2010-08-24,0.00506425969632997
2010-08-25,0.00532140670856974
2010-08-26,0.00644445297048415
2010-08-27,0.00497267997082878
2010-08-28,0.00549899144182276
2010-08-29,0.00628264298867325
2010-08-30,0.00482099286839185
2010-08-31,0.0145663160825456
2010-09-01,0.00897112859591028
2010-09-02,0.00738460011771415
2010-09-03,0.0116395532631858
2010-09-04,0.00840265631133663
2010-09-05,0.01007080640733
2010-09-06,0.00974520775901353
2010-09-07,0.00975851217545873
2010-09-08,0.00973597528907139
2010-09-09,0.0108269616864119
2010-09-10,0.00895159372868409
2010-09-11,0.00570733064272203
2010-09-12,0.00937339722062859
2010-09-13,0.00803229274205935
2010-09-14,0.00837665326711174
2010-09-15,0.0124621327926019
2010-09-16,0.00860760581969569
2010-09-17,0.0159459220662991
2010-09-18,0.0103033441629263
2010-09-19,0.00680620566336436
2010-09-20,0.00770853392993457
2010-09-21,0.00677937864419963
2010-09-22,0.00782283547984014
2010-09-23,0.00732013040981591
2010-09-24,0.00750818686690307
2010-09-25,0.00785202647869071
2010-09-26,0.00746194604652144
2010-09-27,0.00739962954267363
2010-09-28,0.00802302509453898
2010-09-29,0.00812675427300058
2010-09-30,0.00783766215457702
2010-10-01,0.00754677753676511
2010-10-02,0.00892677371010316
2010-10-03,0.00997422600916308
2010-10-04,0.00889280635474265
2010-10-05,0.00852024549744234
2010-10-06,0.00541938752770801
2010-10-07,0.00228731340280167
2010-10-08,0.000219693755052348
2010-10-09,0.000446777409769784
2010-10-10,0.00226420253293597
2010-10-11,0.00126431581250209
2010-10-12,0.00121818765167189
2010-10-13,0.000405039104517095
2010-10-14,0.00052283043952729
2010-10-15,0.000732237777204946
2010-10-16,0.00132816864310724
2010-10-17,0.00107372148107731
2010-10-18,0.000896000383301642
2010-10-19,0.00372010296410844
2010-10-20,0.00240809358590594
2010-10-21,0.000359233775958611
2010-10-22,0.000482815783348687
2010-10-23,0.000818094017016896
2010-10-24,0.0012238796257603
2010-10-25,0.00101526249060737
2010-10-26,0.00138698213579044
2010-10-27,6.35794249470529e-06
2010-10-28,0.00230899991309293
2010-10-29,1.60341936888911e-07
2010-10-30,0.0
2010-10-31,0.000238538680488625
2010-11-01,8.56806850670912e-05
2010-11-02,0.00014671778162964
2010-11-03,0.0003118949059502
2010-11-04,0.000158991332674637
2010-11-05,4.16353188001568e-07
2010-11-06,0.000191329173870683
2010-11-07,0.00109448254791945
2010-11-08,0.0294688397765975
2010-11-09,0.0481458041302679
2010-11-10,0.0314230928613764
2010-11-11,0.0382598775480417
2010-11-12,0.0186302453750463
2010-11-13,0.0161616267415138
2010-11-14,0.0150964025285147
2010-11-15,0.0189080624388802
2010-11-16,0.0419445295900816
2010-11-17,0.0281181373458437
2010-11-18,0.0186548848070894
2010-11-19,0.0159020254344948
2010-11-20,0.0130318788237936
2010-11-21,0.0152965569426668
2010-11-22,0.0128856924125773
2010-11-23,0.0128644984751648
2010-11-24,0.0128145405057611
2010-11-25,0.0136399427869791
2010-11-26,0.00990169435661587
2010-11-27,0.0102687507800563
2010-11-28,0.0151424926354006
2010-11-29,0.0398510391950065
2010-11-30,0.0612127486393902
2010-12-01,0.0416919754650538
2010-12-02,0.0226769067703018
2010-12-03,0.0247097082526541
2010-12-04,0.0635053378592514
2010-12-05,0.0770683722965321
2010-12-06,0.0600998688279063
2010-12-07,0.0304280351993516
2010-12-08,0.0287079856190231
2010-12-09,0.0754898457775429
2010-12-10,0.0599250660783911
2010-12-11,0.0357538437215093
2010-12-12,0.0424915876374478
2010-12-13,0.0336166262234668
2010-12-14,0.0226787283119721
2010-12-15,0.0266135393654205
2010-12-16,0.0207854049053646
2010-12-17,0.026662325248276
2010-12-18,0.0260005472896768
2010-12-19,0.0264091881138783
2010-12-20,0.0129820842305033
2010-12-21,0.0274262069278261
2010-12-22,0.0207741709509895
2010-12-23,0.0214744103249359
2010-12-24,0.0217607056755316
2010-12-25,0.0205576454400251
2010-12-26,0.0135239096321849
2010-12-27,0.0132431684006647
2010-12-28,0.00810447806443755
2010-12-29,0.00513126859975629
2010-12-30,0.00509490903511948
2010-12-31,0.00508263892327448
2011-01-01,0.00507331577993383
2011-01-02,0.00506762083646711
2011-01-03,0.00603453781719079
2011-01-04,0.00522918053462882
2011-01-05,0.00522585337698827
2011-01-06,0.00540072106138599
2011-01-07,0.00254975233587905
2011-01-08,0.00221367617339405
2011-01-09,0.00219895725841261
2011-01-10,0.00183545561833252
2011-01-11,0.00172810783668336
2011-01-12,0.00323618031682751
2011-01-13,0.00693931811237981
2011-01-14,0.000146739270690626
2011-01-15,0.000853444297806774
2011-01-16,0.000868162528457097
2011-01-17,0.00478835921413658
2011-01-18,0.0127989799458939
2011-01-19,0.0124731326816687
2011-01-20,0.00052665081486825
2011-01-21,6.47090551953153e-05
2011-01-22,1.01804060060001e-06
2011-01-23,1.97196127514667e-05
2011-01-24,0.000670632201494832
2011-01-25,0.00123649141906505
2011-01-26,0.0010228787960814
2011-01-27,0.000588889026068727
2011-01-28,9.38817598494341e-07
2011-01-29,0.000123615146322616
2011-01-30,3.97675767496329e-07
2011-01-31,0.00028825727759422
2011-02-01,0.000947578314037938
2011-02-02,0.000991074746645074
2011-02-03,0.00189537062029872
2011-02-04,7.83756561617459e-05
2011-02-05,8.6630400441903e-06
2011-02-06,0.000115660563077181
2011-02-07,0.00028867753442049
2011-02-08,5.71621398199379e-06
2011-02-09,1.1648574800389e-05
2011-02-10,0.000873225467908744
2011-02-11,7.97246520553426e-05
2011-02-12,3.20381910662378e-05
2011-02-13,0.000267128014069649
2011-02-14,6.25980243988452e-05
2011-02-15,0.000378387392937238
2011-02-16,0.0010090566148043
2011-02-17,0.000653555833008943
