Date,blockchain/block_count
2016-04-28,6030.0
2016-04-29,6030.0
2016-04-30,6058.0
2016-05-01,5942.0
2016-05-02,6080.0
2016-05-03,6054.0
2016-05-04,5980.0
2016-05-05,6037.0
2016-05-06,6022.0
2016-05-07,5988.0
2016-05-08,6051.0
2016-05-09,6044.0
2016-05-10,6012.0
2016-05-11,5914.0
2016-05-12,6099.0
2016-05-13,6064.0
2016-05-14,5958.0
2016-05-15,6015.0
2016-05-16,5961.0
2016-05-17,6071.0
2016-05-18,6063.0
2016-05-19,6011.0
2016-05-20,6037.0
2016-05-21,5981.0
2016-05-22,6084.0
2016-05-23,6013.0
2016-05-24,6010.0
2016-05-25,6029.0
2016-05-26,6019.0
2016-05-27,6045.0
2016-05-28,6019.0
2016-05-29,6001.0
2016-05-30,6007.0
2016-05-31,5936.0
2016-06-01,6039.0
2016-06-02,6072.0
2016-06-03,6029.0
2016-06-04,6016.0
2016-06-05,5963.0
2016-06-06,6108.0
2016-06-07,5990.0
2016-06-08,6091.0
2016-06-09,6092.0
2016-06-10,5902.0
2016-06-11,6114.0
2016-06-12,6065.0
2016-06-13,6084.0
2016-06-14,6035.0
2016-06-15,6007.0
2016-06-16,6015.0
2016-06-17,5849.0
2016-06-18,5889.0
2016-06-19,6222.0
2016-06-20,5949.0
2016-06-21,5999.0
2016-06-22,6139.0
2016-06-23,6003.0
2016-06-24,6042.0
2016-06-25,5998.0
2016-06-26,6052.0
2016-06-27,6052.0
2016-06-28,6067.0
2016-06-29,5991.0
2016-06-30,5985.0
2016-07-01,6127.0
2016-07-02,6003.0
2016-07-03,6045.0
2016-07-04,6067.0
2016-07-05,5949.0
2016-07-06,6088.0
2016-07-07,6036.0
2016-07-08,5996.0
2016-07-09,6126.0
2016-07-10,6046.0
2016-07-11,6029.0
2016-07-12,6006.0
2016-07-13,6086.0
2016-07-14,6001.0
2016-07-15,5988.0
2016-07-16,6081.0
2016-07-17,6029.0
2016-07-18,6109.0
2016-07-19,5970.0
2016-07-20,5946.0
2016-07-21,6154.0
2016-07-22,5957.0
2016-07-23,6093.0
2016-07-24,5937.0
2016-07-25,6030.0
2016-07-26,5809.0
2016-07-27,6175.0
2016-07-28,6081.0
2016-07-29,5979.0
2016-07-30,5981.0
2016-07-31,6029.0
2016-08-01,5961.0
2016-08-02,5894.0
2016-08-03,5984.0
2016-08-04,6192.0
2016-08-05,6065.0
2016-08-06,5978.0
2016-08-07,6077.0
2016-08-08,6059.0
2016-08-09,6130.0
2016-08-10,6054.0
2016-08-11,6068.0
2016-08-12,6014.0
2016-08-13,6032.0
2016-08-14,6034.0
2016-08-15,6090.0
2016-08-16,6054.0
2016-08-17,6009.0
2016-08-18,6100.0
2016-08-19,6014.0
2016-08-20,6055.0
2016-08-21,6084.0
2016-08-22,6078.0
2016-08-23,6015.0
2016-08-24,6053.0
2016-08-25,6094.0
2016-08-26,6006.0
2016-08-27,6076.0
2016-08-28,6035.0
2016-08-29,6014.0
2016-08-30,6026.0
2016-08-31,6073.0
2016-09-01,5989.0
2016-09-02,6088.0
2016-09-03,5949.0
2016-09-04,6023.0
2016-09-05,6076.0
2016-09-06,5993.0
2016-09-07,6118.0
2016-09-08,6016.0
2016-09-09,6074.0
2016-09-10,5999.0
2016-09-11,6093.0
2016-09-12,6063.0
2016-09-13,6003.0
2016-09-14,6091.0
2016-09-15,6031.0
2016-09-16,6065.0
2016-09-17,6044.0
2016-09-18,5598.0
2016-09-19,6409.0
2016-09-20,6167.0
2016-09-21,6062.0
2016-09-22,5746.0
2016-09-23,6226.0
2016-09-24,5877.0
2016-09-25,6267.0
2016-09-26,5843.0
2016-09-27,6053.0
2016-09-28,6106.0
2016-09-29,6126.0
2016-09-30,6008.0
2016-10-01,5780.0
2016-10-02,6068.0
2016-10-03,6204.0
2016-10-04,6077.0
2016-10-05,5817.0
2016-10-06,5953.0
2016-10-07,5887.0
2016-10-08,6200.0
2016-10-09,6049.0
2016-10-10,6041.0
2016-10-11,6050.0
2016-10-12,5910.0
2016-10-13,6114.0
2016-10-14,6079.0
2016-10-15,6027.0
2016-10-16,6055.0
2016-10-17,5959.0
2016-10-18,6119.0
2016-10-19,5774.0
2016-10-20,6298.0
2016-10-21,6097.0
2016-10-22,6041.0
2016-10-23,5993.0
2016-10-24,6065.0
2016-10-25,6028.0
2016-10-26,6096.0
2016-10-27,6018.0
2016-10-28,5943.0
2016-10-29,5668.0
2016-10-30,6059.0
2016-10-31,6092.0
2016-11-01,5839.0
2016-11-02,5952.0
2016-11-03,5950.0
2016-11-04,5904.0
2016-11-05,5996.0
2016-11-06,6054.0
2016-11-07,6315.0
2016-11-08,6159.0
2016-11-09,5924.0
2016-11-10,5966.0
2016-11-11,5992.0
2016-11-12,6086.0
2016-11-13,6203.0
2016-11-14,6067.0
2016-11-15,6006.0
2016-11-16,6045.0
2016-11-17,5868.0
2016-11-18,6289.0
2016-11-19,6150.0
2016-11-20,6179.0
2016-11-21,6073.0
2016-11-22,5922.0
2016-11-23,5837.0
2016-11-24,5914.0
2016-11-25,6111.0
2016-11-26,5938.0
2016-11-27,5945.0
2016-11-28,6042.0
2016-11-29,5988.0
2016-11-30,6061.0
2016-12-01,6057.0
2016-12-02,6075.0
2016-12-03,6160.0
2016-12-04,5983.0
2016-12-05,6004.0
2016-12-06,6089.0
2016-12-07,6073.0
2016-12-08,6125.0
2016-12-09,6050.0
2016-12-10,6075.0
2016-12-11,6098.0
2016-12-12,5999.0
2016-12-13,6070.0
2016-12-14,6080.0
2016-12-15,6001.0
2016-12-16,6075.0
2016-12-17,6116.0
2016-12-18,6096.0
2016-12-19,6032.0
2016-12-20,6069.0
2016-12-21,6070.0
2016-12-22,5956.0
2016-12-23,5954.0
2016-12-24,6006.0
2016-12-25,6127.0
2016-12-26,6066.0
2016-12-27,5998.0
2016-12-28,6056.0
2016-12-29,6082.0
2016-12-30,6063.0
2016-12-31,5993.0
2017-01-01,6111.0
2017-01-02,6058.0
2017-01-03,6035.0
2017-01-04,6141.0
2017-01-05,6091.0
2017-01-06,6009.0
2017-01-07,6108.0
2017-01-08,6074.0
2017-01-09,6082.0
2017-01-10,6030.0
2017-01-11,6047.0
2017-01-12,6056.0
2017-01-13,6106.0
2017-01-14,6067.0
2017-01-15,6085.0
2017-01-16,6052.0
2017-01-17,6002.0
2017-01-18,6065.0
2017-01-19,6158.0
2017-01-20,5963.0
2017-01-21,6046.0
2017-01-22,6065.0
2017-01-23,6048.0
2017-01-24,6037.0
2017-01-25,6010.0
2017-01-26,6081.0
2017-01-27,5985.0
2017-01-28,6063.0
2017-01-29,5960.0
2017-01-30,6094.0
2017-01-31,6018.0
2017-02-01,6009.0
2017-02-02,6047.0
2017-02-03,5990.0
2017-02-04,6078.0
2017-02-05,6077.0
2017-02-06,6050.0
2017-02-07,5998.0
2017-02-08,6067.0
2017-02-09,6029.0
2017-02-10,6040.0
2017-02-11,6038.0
2017-02-12,6059.0
2017-02-13,6070.0
2017-02-14,6023.0
2017-02-15,6089.0
2017-02-16,6052.0
2017-02-17,6012.0
2017-02-18,5999.0
2017-02-19,6019.0
2017-02-20,6015.0
2017-02-21,6052.0
2017-02-22,5968.0
2017-02-23,6019.0
2017-02-24,6011.0
2017-02-25,6039.0
2017-02-26,6089.0
2017-02-27,5988.0
2017-02-28,6107.0
2017-03-01,5958.0
2017-03-02,6061.0
2017-03-03,6006.0
2017-03-04,5985.0
2017-03-05,6073.0
2017-03-06,5977.0
2017-03-07,5978.0
2017-03-08,6016.0
2017-03-09,5928.0
2017-03-10,5953.0
2017-03-11,6002.0
2017-03-12,5919.0
2017-03-13,6040.0
2017-03-14,5961.0
2017-03-15,5986.0
2017-03-16,5990.0
2017-03-17,6046.0
2017-03-18,5991.0
2017-03-19,5950.0
2017-03-20,6066.0
2017-03-21,5957.0
2017-03-22,6008.0
2017-03-23,5914.0
2017-03-24,5913.0
2017-03-25,5962.0
2017-03-26,5981.0
2017-03-27,5951.0
2017-03-28,5900.0
2017-03-29,5988.0
2017-03-30,5910.0
2017-03-31,5971.0
2017-04-01,5926.0
2017-04-02,5846.0
2017-04-03,5979.0
2017-04-04,5932.0
2017-04-05,5986.0
2017-04-06,5880.0
2017-04-07,5946.0
2017-04-08,5936.0
2017-04-09,5797.0
2017-04-10,5758.0
2017-04-11,5849.0
2017-04-12,5779.0
2017-04-13,5798.0
2017-04-14,5908.0
2017-04-15,5721.0
2017-04-16,5820.0
2017-04-17,5861.0
2017-04-18,5861.0
2017-04-19,5718.0
2017-04-20,5859.0
2017-04-21,5878.0
2017-04-22,5792.0
2017-04-23,5864.0
2017-04-24,5721.0
2017-04-25,5897.0
2017-04-26,5637.0
2017-04-27,5642.0
2017-04-28,5697.0
2017-04-29,5626.0
2017-04-30,5648.0
2017-05-01,5624.0
2017-05-02,5619.0
2017-05-03,5649.0
2017-05-04,5649.0
2017-05-05,5675.0
2017-05-06,5678.0
2017-05-07,5718.0
2017-05-08,5640.0
2017-05-09,5672.0
2017-05-10,5648.0
2017-05-11,5702.0
2017-05-12,5688.0
2017-05-13,5591.0
2017-05-14,5402.0
2017-05-15,5401.0
2017-05-16,5457.0
2017-05-17,5325.0
2017-05-18,5462.0
2017-05-19,5424.0
2017-05-20,5489.0
2017-05-21,5437.0
2017-05-22,5468.0
2017-05-23,5419.0
2017-05-24,5427.0
2017-05-25,5465.0
2017-05-26,5492.0
2017-05-27,5439.0
2017-05-28,5453.0
2017-05-29,5579.0
2017-05-30,5581.0
2017-05-31,5412.0
2017-06-01,5276.0
2017-06-02,5087.0
2017-06-03,5206.0
2017-06-04,5160.0
2017-06-05,5249.0
2017-06-06,5208.0
2017-06-07,5239.0
2017-06-08,5209.0
2017-06-09,5214.0
2017-06-10,5332.0
2017-06-11,5246.0
2017-06-12,5237.0
2017-06-13,5272.0
2017-06-14,5293.0
2017-06-15,5305.0
2017-06-16,5336.0
2017-06-17,5279.0
2017-06-18,5347.0
2017-06-19,5334.0
2017-06-20,4967.0
2017-06-21,4898.0
2017-06-22,4944.0
2017-06-23,4890.0
2017-06-24,4939.0
2017-06-25,4926.0
2017-06-26,4965.0
2017-06-27,5001.0
2017-06-28,4961.0
2017-06-29,5027.0
2017-06-30,5036.0
2017-07-01,5009.0
2017-07-02,5034.0
2017-07-03,5052.0
2017-07-04,5078.0
2017-07-05,4985.0
2017-07-06,5046.0
2017-07-07,5084.0
2017-07-08,5087.0
2017-07-09,5094.0
2017-07-10,4594.0
2017-07-11,4520.0
2017-07-12,4509.0
2017-07-13,4512.0
2017-07-14,4502.0
2017-07-15,4603.0
2017-07-16,4575.0
2017-07-17,4459.0
2017-07-18,4551.0
2017-07-19,4637.0
2017-07-20,4632.0
2017-07-21,4543.0
2017-07-22,4649.0
2017-07-23,4660.0
2017-07-24,4582.0
2017-07-25,4686.0
2017-07-26,4650.0
2017-07-27,4634.0
2017-07-28,4647.0
2017-07-29,4683.0
2017-07-30,4704.0
2017-07-31,4535.0
2017-08-01,4087.0
2017-08-02,4044.0
2017-08-03,3976.0
2017-08-04,4040.0
2017-08-05,4034.0
2017-08-06,4032.0
2017-08-07,4094.0
2017-08-08,4093.0
2017-08-09,4113.0
2017-08-10,4029.0
2017-08-11,4105.0
2017-08-12,4113.0
2017-08-13,4129.0
2017-08-14,4133.0
2017-08-15,4132.0
2017-08-16,4166.0
2017-08-17,4144.0
2017-08-18,4136.0
2017-08-19,4211.0
2017-08-20,4156.0
2017-08-21,4233.0
2017-08-22,4185.0
2017-08-23,4216.0
2017-08-24,4184.0
2017-08-25,3554.0
2017-08-26,3499.0
2017-08-27,3514.0
2017-08-28,3446.0
2017-08-29,3541.0
2017-08-30,3531.0
2017-08-31,3473.0
2017-09-01,3521.0
2017-09-02,3541.0
2017-09-03,3539.0
2017-09-04,3527.0
2017-09-05,3559.0
2017-09-06,3510.0
2017-09-07,3547.0
2017-09-08,3592.0
2017-09-09,3561.0
2017-09-10,3574.0
2017-09-11,3551.0
2017-09-12,3603.0
2017-09-13,3536.0
2017-09-14,3599.0
2017-09-15,3616.0
2017-09-16,3609.0
2017-09-17,3630.0
2017-09-18,3557.0
2017-09-19,3628.0
2017-09-20,3600.0
2017-09-21,3645.0
2017-09-22,3001.0
2017-09-23,2884.0
2017-09-24,2938.0
2017-09-25,2836.0
2017-09-26,2890.0
2017-09-27,2904.0
2017-09-28,2856.0
2017-09-29,2829.0
2017-09-30,2840.0
2017-10-01,2862.0
2017-10-02,2842.0
2017-10-03,2862.0
2017-10-04,2886.0
2017-10-05,2946.0
2017-10-06,2848.0
2017-10-07,2848.0
2017-10-08,2879.0
2017-10-09,2882.0
2017-10-10,2915.0
2017-10-11,2915.0
2017-10-12,2899.0
2017-10-13,2891.0
2017-10-14,2887.0
2017-10-15,2925.0
2017-10-16,4554.0
2017-10-17,6050.0
2017-10-18,6221.0
2017-10-19,6241.0
2017-10-20,6237.0
2017-10-21,6229.0
2017-10-22,6280.0
2017-10-23,6254.0
2017-10-24,6248.0
2017-10-25,6176.0
2017-10-26,6157.0
2017-10-27,6229.0
2017-10-28,6240.0
2017-10-29,6194.0
2017-10-30,6072.0
2017-10-31,6275.0
2017-11-01,6142.0
2017-11-02,6144.0
2017-11-03,6208.0
2017-11-04,6196.0
2017-11-05,6299.0
2017-11-06,6199.0
2017-11-07,6211.0
2017-11-08,6236.0
2017-11-09,6195.0
2017-11-10,6300.0
2017-11-11,6267.0
2017-11-12,6245.0
2017-11-13,6225.0
2017-11-14,6122.0
2017-11-15,6237.0
2017-11-16,6154.0
2017-11-17,6235.0
2017-11-18,6215.0
2017-11-19,6266.0
2017-11-20,6176.0
2017-11-21,6174.0
2017-11-22,6242.0
2017-11-23,6190.0
2017-11-24,6234.0
2017-11-25,6201.0
2017-11-26,6169.0
2017-11-27,6086.0
2017-11-28,6094.0
2017-11-29,6108.0
2017-11-30,6151.0
2017-12-01,6127.0
2017-12-02,6053.0
2017-12-03,6029.0
2017-12-04,5671.0
2017-12-05,5588.0
2017-12-06,5473.0
2017-12-07,5798.0
2017-12-08,5803.0
2017-12-09,5813.0
2017-12-10,5781.0
2017-12-11,5749.0
2017-12-12,5715.0
2017-12-13,5659.0
2017-12-14,5694.0
2017-12-15,5800.0
2017-12-16,5775.0
2017-12-17,5781.0
2017-12-18,5781.0
2017-12-19,5604.0
2017-12-20,5571.0
2017-12-21,5570.0
2017-12-22,5652.0
2017-12-23,5947.0
2017-12-24,5981.0
2017-12-25,6032.0
2017-12-26,5992.0
2017-12-27,5966.0
2017-12-28,5889.0
2017-12-29,5786.0
2017-12-30,5773.0
2017-12-31,5907.0
2018-01-01,5926.0
2018-01-02,5750.0
2018-01-03,5540.0
2018-01-04,5454.0
2018-01-05,5341.0
2018-01-06,5416.0
2018-01-07,5528.0
2018-01-08,5408.0
2018-01-09,5377.0
2018-01-10,5415.0
2018-01-11,5430.0
2018-01-12,5419.0
2018-01-13,5394.0
2018-01-14,5625.0
2018-01-15,5424.0
2018-01-16,5522.0
2018-01-17,5572.0
2018-01-18,5569.0
2018-01-19,5685.0
2018-01-20,5873.0
2018-01-21,5810.0
2018-01-22,5883.0
2018-01-23,5898.0
2018-01-24,5961.0
2018-01-25,5910.0
2018-01-26,5910.0
2018-01-27,6004.0
2018-01-28,6017.0
2018-01-29,5925.0
2018-01-30,5867.0
2018-01-31,5883.0
2018-02-01,5778.0
2018-02-02,5865.0
2018-02-03,5973.0
2018-02-04,5960.0
2018-02-05,6025.0
2018-02-06,5926.0
2018-02-07,5913.0
2018-02-08,6002.0
2018-02-09,5936.0
2018-02-10,6022.0
2018-02-11,5955.0
2018-02-12,5945.0
2018-02-13,5965.0
2018-02-14,5860.0
2018-02-15,5966.0
2018-02-16,5958.0
2018-02-17,6036.0
2018-02-18,5984.0
2018-02-19,5898.0
2018-02-20,5814.0
2018-02-21,5849.0
2018-02-22,5873.0
2018-02-23,5926.0
2018-02-24,5850.0
2018-02-25,5858.0
2018-02-26,5803.0
2018-02-27,5865.0
2018-02-28,5898.0
2018-03-01,5879.0
2018-03-02,5899.0
2018-03-03,5949.0
2018-03-04,5881.0
2018-03-05,5885.0
2018-03-06,5890.0
2018-03-07,5915.0
2018-03-08,5856.0
2018-03-09,5898.0
2018-03-10,5893.0
2018-03-11,5957.0
2018-03-12,5823.0
2018-03-13,5865.0
2018-03-14,5843.0
2018-03-15,5881.0
2018-03-16,5918.0
2018-03-17,5856.0
2018-03-18,5933.0
2018-03-19,5961.0
2018-03-20,5959.0
2018-03-21,5934.0
2018-03-22,6014.0
2018-03-23,5968.0
2018-03-24,6058.0
2018-03-25,6024.0
2018-03-26,6004.0
2018-03-27,5923.0
2018-03-28,5949.0
2018-03-29,5867.0
2018-03-30,5938.0
2018-03-31,6050.0
2018-04-01,6016.0
2018-04-02,6094.0
2018-04-03,5999.0
2018-04-04,6001.0
2018-04-05,6056.0
2018-04-06,6051.0
2018-04-07,6049.0
2018-04-08,6058.0
2018-04-09,5995.0
2018-04-10,6073.0
2018-04-11,5962.0
2018-04-12,5898.0
2018-04-13,5923.0
2018-04-14,5917.0
2018-04-15,5939.0
2018-04-16,5932.0
2018-04-17,5835.0
2018-04-18,5795.0
2018-04-19,5810.0
2018-04-20,5715.0
2018-04-21,5883.0
2018-04-22,5902.0
2018-04-23,5776.0
2018-04-24,5720.0
2018-04-25,5818.0
2018-04-26,5867.0
2018-04-27,5714.0
2018-04-28,5713.0
2018-04-29,5833.0
2018-04-30,5724.0
2018-05-01,5622.0
2018-05-02,5712.0
2018-05-03,5681.0
2018-05-04,5632.0
2018-05-05,5741.0
2018-05-06,5763.0
2018-05-07,5835.0
2018-05-08,5734.0
2018-05-09,5730.0
2018-05-10,5683.0
2018-05-11,5751.0
2018-05-12,5754.0
2018-05-13,5760.0
2018-05-14,5638.0
2018-05-15,5732.0
2018-05-16,5645.0
2018-05-17,5704.0
2018-05-18,5636.0
2018-05-19,5603.0
2018-05-20,5642.0
2018-05-21,5687.0
2018-05-22,5601.0
2018-05-23,5655.0
2018-05-24,5563.0
2018-05-25,5635.0
2018-05-26,5719.0
2018-05-27,5634.0
2018-05-28,5704.0
2018-05-29,5649.0
2018-05-30,5609.0
2018-05-31,5647.0
2018-06-01,5624.0
2018-06-02,5632.0
2018-06-03,5619.0
2018-06-04,5672.0
2018-06-05,5591.0
2018-06-06,5633.0
2018-06-07,5639.0
2018-06-08,5679.0
2018-06-09,5610.0
2018-06-10,5641.0
2018-06-11,5657.0
2018-06-12,5714.0
2018-06-13,5752.0
2018-06-14,5765.0
2018-06-15,5782.0
2018-06-16,5871.0
2018-06-17,5915.0
2018-06-18,5954.0
2018-06-19,5802.0
2018-06-20,5823.0
2018-06-21,5872.0
2018-06-22,5820.0
2018-06-23,5922.0
2018-06-24,5881.0
2018-06-25,5665.0
2018-06-26,5748.0
2018-06-27,5847.0
2018-06-28,5762.0
2018-06-29,5764.0
2018-06-30,5870.0
2018-07-01,5837.0
2018-07-02,5929.0
2018-07-03,5809.0
2018-07-04,5837.0
2018-07-05,5808.0
2018-07-06,5844.0
2018-07-07,5820.0
2018-07-08,5697.0
2018-07-09,5855.0
2018-07-10,5783.0
2018-07-11,5931.0
2018-07-12,5993.0
2018-07-13,5953.0
2018-07-14,6006.0
2018-07-15,6067.0
2018-07-16,5851.0
2018-07-17,5889.0
2018-07-18,5757.0
2018-07-19,5793.0
2018-07-20,5838.0
2018-07-21,5997.0
2018-07-22,5975.0
2018-07-23,5862.0
2018-07-24,5815.0
2018-07-25,5900.0
2018-07-26,5852.0
2018-07-27,5909.0
2018-07-28,5991.0
2018-07-29,6010.0
2018-07-30,5963.0
2018-07-31,5919.0
2018-08-01,5861.0
2018-08-02,5854.0
2018-08-03,5916.0
2018-08-04,6003.0
2018-08-05,5932.0
2018-08-06,5923.0
2018-08-07,5875.0
2018-08-08,5957.0
2018-08-09,5930.0
2018-08-10,5926.0
2018-08-11,5945.0
2018-08-12,5835.0
2018-08-13,5872.0
2018-08-14,5952.0
2018-08-15,5965.0
2018-08-16,5940.0
2018-08-17,5840.0
2018-08-18,5883.0
2018-08-19,5930.0
2018-08-20,5932.0
2018-08-21,5961.0
2018-08-22,5922.0
2018-08-23,5853.0
2018-08-24,5946.0
2018-08-25,5926.0
2018-08-26,5947.0
2018-08-27,5942.0
2018-08-28,5898.0
2018-08-29,5890.0
2018-08-30,5910.0
2018-08-31,5953.0
2018-09-01,5880.0
2018-09-02,6027.0
2018-09-03,5887.0
2018-09-04,5968.0
2018-09-05,5956.0
2018-09-06,6048.0
2018-09-07,5913.0
2018-09-08,5936.0
2018-09-09,5899.0
2018-09-10,6007.0
2018-09-11,6002.0
2018-09-12,6043.0
2018-09-13,6004.0
2018-09-14,6066.0
2018-09-15,6051.0
2018-09-16,6113.0
2018-09-17,6080.0
2018-09-18,5967.0
2018-09-19,6123.0
2018-09-20,6014.0
2018-09-21,6084.0
2018-09-22,6038.0
2018-09-23,6080.0
2018-09-24,6075.0
2018-09-25,6113.0
2018-09-26,6112.0
2018-09-27,6081.0
2018-09-28,6098.0
2018-09-29,6095.0
2018-09-30,6114.0
2018-10-01,6095.0
2018-10-02,6180.0
2018-10-03,6075.0
2018-10-04,6146.0
2018-10-05,6099.0
