Date,indicators/velocity
2010-07-18,0.01043168000928182
2010-07-19,0.013639906836790817
2010-07-20,0.00862894945676483
2010-07-21,0.007955099692148344
2010-07-22,0.011373689195006458
2010-07-23,0.005899656573750788
2010-07-24,0.012484683116178813
2010-07-25,0.013387155780609922
2010-07-26,0.02465033523750124
2010-07-27,0.009021800800418594
2010-07-28,0.01904267754088414
2010-07-29,0.005343849574959185
2010-07-30,0.005660648005166072
2010-07-31,0.004320783347564987
2010-08-01,0.07536662202131816
2010-08-02,0.01767656497677911
2010-08-03,0.011222842885854876
2010-08-04,0.009287749350721115
2010-08-05,0.011239294273200563
2010-08-06,0.005108245708080766
2010-08-07,0.006840119054150436
2010-08-08,0.002798911184975447
2010-08-09,0.020931658867347915
2010-08-10,0.009218334966252992
2010-08-11,0.014849814842446522
2010-08-12,0.004246755389650789
2010-08-13,0.00945682035790862
2010-08-14,0.004299562028105435
2010-08-15,0.004532784930534157
2010-08-16,0.018084920040648232
2010-08-17,0.013347032048800674
2010-08-18,0.009962942038640907
2010-08-19,0.0054270399680787385
2010-08-20,0.007847753986574332
2010-08-21,0.010238834694444811
2010-08-22,0.005390016234837585
2010-08-23,0.004679396125092134
2010-08-24,0.005536903308789753
2010-08-25,0.004164827829910872
2010-08-26,0.003719224193064203
2010-08-27,0.007474423086940667
2010-08-28,0.004320346160347203
2010-08-29,0.0022313952282157676
2010-08-30,0.0035818530072603506
2010-08-31,0.010342460588021123
2010-09-01,0.0074107486141476615
2010-09-02,0.008933647095157267
2010-09-03,0.007662348261260105
2010-09-04,0.00768812587215629
2010-09-05,0.03505764218917676
2010-09-06,0.019277899889920187
2010-09-07,0.004641870880728809
2010-09-08,0.004475775466016582
2010-09-09,0.008661606712322864
2010-09-10,0.0035848364123129846
2010-09-11,0.0025793969532127577
2010-09-12,0.004676412955949023
2010-09-13,0.029449427612812426
2010-09-14,0.007594210423844978
2010-09-15,0.009984503107273205
2010-09-16,0.008627519022078084
2010-09-17,0.01873598497101197
2010-09-18,0.010822402778639212
2010-09-19,0.012652194794496684
2010-09-20,0.010256605822750441
2010-09-21,0.0068255421864801295
2010-09-22,0.01098285426369926
2010-09-23,0.031026208536032447
2010-09-24,0.004727527341602004
2010-09-25,0.007300675263889227
2010-09-26,0.005467508845307428
2010-09-27,0.008092763955574955
2010-09-28,0.019751626604392416
2010-09-29,0.0226358204992034
2010-09-30,0.010027636810525556
2010-10-01,0.014015967895199153
2010-10-02,0.08741813770239777
2010-10-03,0.018172099215582795
2010-10-04,0.13313369090234295
2010-10-05,0.04631556070916763
2010-10-06,0.028989659286123307
2010-10-07,0.030331736997523336
2010-10-08,0.036405317454657825
2010-10-09,0.04404999050963272
2010-10-10,0.027984440182778136
2010-10-11,0.012963905332435337
2010-10-12,0.01841623814690758
2010-10-13,0.02689405866013841
2010-10-14,0.04177800608202515
2010-10-15,0.034322988775103695
2010-10-16,0.046304095603263866
2010-10-17,0.025267657265295666
2010-10-18,0.05051987274015071
2010-10-19,0.061504185044976206
2010-10-20,0.04608834874138707
2010-10-21,0.04291284709025787
2010-10-22,0.029759408160215217
2010-10-23,0.009900447463227702
2010-10-24,0.02399056580016712
2010-10-25,0.0342586506178197
2010-10-26,0.04130256357693578
2010-10-27,0.045855412406271306
2010-10-28,0.04252619363320074
2010-10-29,0.019460328728719674
2010-10-30,0.013185921049665216
2010-10-31,0.014603203851821853
2010-11-01,0.009488525878522511
2010-11-02,0.014012065526746297
2010-11-03,0.012742068071022855
2010-11-04,0.03497389941383135
2010-11-05,0.009350434027777778
2010-11-06,0.028095810111685948
2010-11-07,0.0198756131318164
2010-11-08,0.11026422121646981
2010-11-09,0.011392478553415485
2010-11-10,0.012865742226128997
2010-11-11,0.009123943044426663
2010-11-12,0.007372108798879626
2010-11-13,0.008318171598214383
2010-11-14,0.007709193813468005
2010-11-15,0.056901773515644516
2010-11-16,0.02262414764722457
2010-11-17,0.013420179202559418
2010-11-18,0.012813391340162539
2010-11-19,0.011662454803719009
2010-11-20,0.03417889600619062
2010-11-21,0.0270271484375
2010-11-22,0.006728184087330069
2010-11-23,0.009120329029704666
2010-11-24,0.00820486846600615
2010-11-25,0.010784184559646224
2010-11-26,0.018949654930401218
2010-11-27,0.005153828845561936
2010-11-28,0.00514532105815173
2010-11-29,0.0073340063424947146
2010-11-30,0.012605540025949094
2010-12-01,0.011589518896725971
2010-12-02,0.012871543844165669
2010-12-03,0.005784543919804545
2010-12-04,0.013642098219136785
2010-12-05,0.004471573016121459
2010-12-06,0.019990424444364878
2010-12-07,0.01802905512072886
2010-12-08,0.006140922661265833
2010-12-09,0.008781629742911466
2010-12-10,0.005497584680622762
2010-12-11,0.01643121995877979
