Date,indicators/average_dormancy_supply_adjusted
2009-12-01,7.777363609485629e-05
2009-12-05,7.102895824196364e-06
2009-12-06,1.1626097334358577e-06
2009-12-08,1.3808980329254843e-06
2009-12-09,8.521584311222505e-07
2009-12-12,1.8362974388535887e-06
2009-12-14,4.2699761032762064e-06
2009-12-15,2.109484907999113e-06
2009-12-16,1.6400420094929306e-06
2009-12-17,0.00013753766188400555
2009-12-19,2.143290161995424e-06
2009-12-21,1.990884374016262e-06
2009-12-25,4.705277325992105e-05
2009-12-27,3.38297019553484e-06
2010-01-01,9.54830067630083e-07
2010-01-04,1.2608446564705489e-05
2010-01-12,2.6020050258572205e-05
2010-01-13,2.032876109580651e-05
2010-01-14,8.264072344116028e-06
2010-01-15,2.1897188038303905e-06
2010-01-16,2.8525310175569152e-06
2010-01-18,2.630721965479981e-06
2010-01-21,1.8596817231841216e-07
2010-01-22,5.307607459666802e-07
2010-01-23,5.630882539933688e-07
2010-01-24,6.469835419386217e-07
2010-01-25,1.519500788650713e-06
2010-01-26,6.286058752400213e-07
2010-01-27,5.654797452916261e-07
2010-01-28,5.740117495416954e-07
2010-01-29,7.565727439912316e-07
2010-01-30,5.2097409868010514e-06
