Date,indicators/average_dormancy_supply_adjusted
2011-11-09,2.2196131445124466e-06
2011-11-10,1.7481167119756373e-06
2011-11-11,4.1892908793806583e-07
2011-11-12,2.0510921767433635e-06
2011-11-13,3.043004717445089e-07
2011-11-14,1.662300582915971e-06
2011-11-15,1.5618443960217712e-06
2011-11-16,3.3629251677228684e-06
2011-11-17,2.662936878638263e-07
2011-11-18,9.357353935759383e-08
2011-11-19,3.824535244558208e-08
2011-11-20,3.1600694141785104e-07
2011-11-21,2.857900841789921e-07
2011-11-22,2.0440210660589002e-07
2011-11-23,1.1777135938685238e-07
2011-11-24,5.833644129959707e-07
2011-11-25,2.372324602072172e-07
2011-11-26,3.104767799777632e-07
2011-11-27,7.519134505783551e-08
2011-11-28,2.7645609169777604e-07
2011-11-29,1.9249161754849257e-07
2011-11-30,9.601396993783615e-08
2011-12-01,1.9333083561843946e-07
2011-12-02,2.8221949056078663e-08
2011-12-03,4.200716083867883e-08
2011-12-04,2.0153274518046827e-07
2011-12-05,1.3161910902954086e-07
2011-12-06,2.569927272640392e-08
2011-12-07,8.856583740779801e-08
2011-12-08,1.5391612095703987e-07
2011-12-09,4.4734926289177e-08
2011-12-10,1.061201263252651e-07
2011-12-11,9.733176303970614e-07
2011-12-12,1.9020139477863307e-07
2011-12-13,3.4931046255474367e-07
2011-12-14,6.747638977200915e-07
2011-12-15,4.061122244733535e-07
2011-12-16,8.384037601387362e-07
2011-12-17,3.0759458718235e-07
2011-12-18,2.912939973049617e-07
2011-12-19,2.0928657406673397e-06
2011-12-20,1.6728963284523543e-06
2011-12-21,2.7990148619114813e-07
2011-12-22,3.607065559975348e-07
2011-12-23,5.569635447537131e-07
2011-12-24,7.543570793204945e-07
2011-12-25,8.831010588952737e-07
2011-12-26,4.27411028261501e-07
2011-12-27,1.5433477666817214e-07
2011-12-28,1.3802661616716564e-06
2011-12-29,4.98908533452252e-07
2011-12-30,6.695648315598666e-07
2011-12-31,6.412329612226857e-07
2012-01-01,3.082978084263116e-06
2012-01-02,1.972128834349795e-06
2012-01-03,1.1917899254225902e-06
2012-01-04,6.416737781936679e-07
2012-01-05,8.14139346496071e-07
2012-01-06,6.667867790688772e-07
2012-01-07,1.1619127289656947e-06
2012-01-08,1.1855162431075046e-06
2012-01-09,1.0282909748941098e-06
2012-01-10,1.6878562135826499e-06
2012-01-11,5.505687522184302e-07
2012-01-12,4.567109944645812e-06
2012-01-13,9.29577770678564e-07
2012-01-14,8.15307733284094e-07
2012-01-15,1.274045842540561e-06
2012-01-16,6.754934299348887e-07
2012-01-17,1.2213912811648734e-06
2012-01-18,9.052057009207347e-07
2012-01-19,1.1503317174197935e-06
2012-01-20,6.855920093841457e-07
2012-01-21,6.491008539906284e-07
2012-01-22,6.32856451540862e-07
2012-01-23,6.592197760198856e-07
2012-01-24,6.636856674937699e-07
2012-01-25,7.078538181264e-07
2012-01-26,1.1665499301666288e-06
2012-01-27,6.909063271397934e-07
2012-01-28,1.3172611529736993e-06
2012-01-29,7.269898416187932e-07
2012-01-30,6.136037888570216e-07
2012-01-31,8.474500225688583e-07
2012-02-01,7.120381035218359e-07
2012-02-02,6.466169057700489e-07
2012-02-03,5.162064250798677e-07
2012-02-04,7.970543790736713e-07
2012-02-05,4.62128993015488e-07
2012-02-06,8.486982781674184e-07
2012-02-07,7.80025633428587e-07
2012-02-08,6.099330168559513e-07
2012-02-09,4.63410108203795e-07
2012-02-10,1.0169758530512454e-06
2012-02-11,4.1070283061270115e-06
2012-02-12,6.551214142340488e-07
2012-02-13,4.114794984369489e-06
2012-02-14,1.7148110847958858e-06
2012-02-15,1.6196130044603562e-07
2012-02-16,1.9426218113452918e-07
2012-02-17,1.5314993082909764e-07
2012-02-18,4.896735934812405e-07
2012-02-19,3.477200927885022e-07
2012-02-20,4.092365167373358e-07
2012-02-21,4.3974177769822353e-07
2012-02-22,2.8854950116005954e-07
2012-02-23,3.21776327640282e-07
2012-02-24,7.202688742879657e-07
2012-02-25,5.013371754892444e-07
2012-02-26,4.6328299480369806e-07
2012-02-27,5.18308431866395e-07
2012-02-28,6.164402504006395e-07
2012-02-29,2.7235123341414764e-06
2012-03-01,4.363619754484158e-07
2012-03-02,5.446624037500559e-07
2012-03-03,1.0283085698523337e-06
2012-03-04,3.630759481278917e-07
2012-03-05,5.14285603471626e-07
2012-03-06,5.061070346122194e-07
2012-03-07,4.882674067976908e-07
2012-03-08,4.2519605363544194e-07
2012-03-09,3.06465754437077e-07
2012-03-10,6.664696932831027e-07
2012-03-11,4.895554411866261e-07
2012-03-12,2.767020541076127e-07
2012-03-13,5.346596168387503e-07
2012-03-14,6.028156802673706e-07
2012-03-15,3.759993636431794e-07
2012-03-16,1.1339680537012225e-06
2012-03-17,4.253748745581903e-07
2012-03-18,1.5554894185764348e-06
2012-03-19,5.512589258532844e-07
2012-03-20,5.438386207543919e-07
2012-03-21,7.874931299699582e-07
2012-03-22,2.6190309503319124e-07
2012-03-23,6.09001972293223e-07
2012-03-24,2.690402760256549e-07
2012-03-25,4.662258829551274e-07
2012-03-26,3.4522421105833097e-07
2012-03-27,3.9589838830409374e-07
2012-03-28,2.774771012055663e-07
2012-03-29,1.6959714542694394e-07
2012-03-30,1.9373144891034697e-06
2012-03-31,1.5959640651374222e-07
2012-04-01,1.9937340370770071e-07
2012-04-02,2.5835515859955957e-07
2012-04-03,7.159656534812782e-07
2012-04-04,5.59276171222409e-07
2012-04-05,2.802707798729949e-07
2012-04-06,7.099801482092741e-07
2012-04-07,6.46369499382629e-07
2012-04-08,8.108709089424407e-08
2012-04-09,3.792919702029708e-07
2012-04-10,2.2159450840731812e-07
2012-04-11,3.6819636196810785e-07
2012-04-12,4.937431652355511e-07
2012-04-13,3.529395784064971e-07
2012-04-14,1.801615334468469e-07
2012-04-15,2.6642112986239833e-07
2012-04-16,2.3729234050931392e-07
2012-04-17,1.868603221214986e-07
2012-04-18,2.857720451165273e-07
2012-04-19,3.548993067914533e-07
2012-04-20,1.1220677265750217e-07
2012-04-21,1.55013920943544e-07
2012-04-22,3.5370495591191967e-07
2012-04-23,3.144084073777726e-07
2012-04-24,3.8643458327804915e-07
2012-04-25,2.390506597314469e-06
2012-04-26,1.577795956747474e-07
2012-04-27,9.23391061463225e-08
2012-04-28,1.6498532284376602e-07
2012-04-29,1.1386422193651563e-07
2012-04-30,4.791367523390539e-07
2012-05-01,2.758321425181553e-07
2012-05-02,1.7032883938556483e-07
2012-05-03,1.6950166433634511e-07
2012-05-04,2.698942563397895e-07
2012-05-05,1.1710172478192251e-07
2012-05-06,1.3144448473975621e-06
2012-05-07,8.616047980866252e-08
2012-05-08,6.422632917342536e-08
2012-05-09,1.2175297605697973e-07
2012-05-10,2.624098655071384e-07
2012-05-11,1.8794626413412524e-07
2012-05-12,5.577186200978804e-07
2012-05-13,2.3347346796033272e-07
2012-05-14,3.415206896684048e-07
2012-05-15,9.335573595467643e-08
2012-05-16,1.0183396086103791e-07
2012-05-17,1.683133377706193e-07
2012-05-18,1.674757814531541e-07
2012-05-19,3.302898814598075e-07
2012-05-20,2.2551876622550428e-07
2012-05-21,1.094485416394405e-07
2012-05-22,1.2626555161694734e-07
2012-05-23,1.6655995579779614e-07
2012-05-24,3.0377504801426046e-07
2012-05-25,6.629089618819472e-08
2012-05-26,7.208422375384218e-08
2012-05-27,1.2909597754165436e-07
2012-05-28,1.1055396923440465e-07
2012-05-29,7.09703917642324e-08
2012-05-30,7.644459273226972e-08
2012-05-31,3.384278929790098e-07
2012-06-01,7.448183070827125e-08
2012-06-02,8.640442599972769e-08
2012-06-03,1.2586640239226625e-07
2012-06-04,1.2445171818260992e-07
2012-06-05,5.26925617960835e-08
2012-06-06,1.3670111960495552e-07
2012-06-07,4.181177014634006e-08
2012-06-08,3.9099015296023225e-08
2012-06-09,1.0249543705632413e-07
2012-06-10,3.218723903046522e-08
2012-06-11,8.004123339262752e-08
2012-06-12,1.5558243420539928e-07
2012-06-13,7.595722628477689e-08
2012-06-14,4.761940408829981e-08
2012-06-15,6.481551863811639e-08
2012-06-16,6.094738876640318e-08
2012-06-17,2.0120824837983055e-07
2012-06-18,9.273219257613193e-08
2012-06-19,1.4340091623224454e-07
2012-06-20,4.427278900116948e-07
2012-06-21,1.6041808400304232e-07
2012-06-22,1.3931987976855616e-07
2012-06-23,5.7812848464314915e-08
2012-06-24,3.8585615660264745e-07
2012-06-25,1.4346555101577065e-07
2012-06-26,2.0357516283971522e-07
2012-06-27,1.0953630285963364e-07
2012-06-28,5.4295496148713896e-08
2012-06-29,6.504534315864061e-08
2012-06-30,1.445645095150668e-07
2012-07-01,9.745727528441012e-08
2012-07-02,2.1388035953909114e-07
2012-07-03,1.6904485681206806e-07
2012-07-04,1.542055345030234e-07
2012-07-05,7.722092031585565e-08
2012-07-06,2.1897146736485942e-07
2012-07-07,1.3645501762696537e-07
2012-07-08,3.799634446896434e-07
2012-07-09,1.5706400953802973e-07
2012-07-10,1.035640686130657e-06
2012-07-11,4.3477139551891176e-07
2012-07-12,1.0666729741411882e-07
2012-07-13,1.8478443027355887e-07
2012-07-14,6.857772241044085e-07
2012-07-15,1.3837158587248178e-07
2012-07-16,2.3170084482867966e-07
2012-07-17,6.811309129813698e-07
2012-07-18,2.903452388534428e-07
2012-07-19,3.4758371403659534e-07
2012-07-20,2.1868756161691136e-07
2012-07-21,1.3901507324704603e-07
2012-07-22,1.1878490679897017e-07
2012-07-23,1.519988137421042e-07
2012-07-24,1.2550738236524764e-07
2012-07-25,2.804036320626182e-07
2012-07-26,1.27882433241586e-07
2012-07-27,1.223829742592698e-07
2012-07-28,1.4871213473907595e-07
2012-07-29,2.8782771038718385e-07
2012-07-30,2.5546590792613034e-07
2012-07-31,1.277153378275733e-07
2012-08-01,1.1979986200179097e-07
2012-08-02,2.799177367823334e-07
2012-08-03,2.7724742363450094e-07
2012-08-04,3.310236432528941e-07
2012-08-05,1.5908011827399806e-07
2012-08-06,1.5052783886068035e-07
2012-08-07,1.9583793610262727e-07
2012-08-08,4.594466209542439e-07
2012-08-09,1.7665849246171576e-07
2012-08-10,1.5496836499936053e-07
2012-08-11,1.129072978842374e-07
2012-08-12,1.1512477425305338e-07
2012-08-13,1.502580297978292e-07
2012-08-14,2.656031687787844e-07
2012-08-15,2.45256394302581e-07
2012-08-16,2.0502793549543227e-07
2012-08-17,5.632491727126692e-07
2012-08-18,3.941521549377943e-07
2012-08-19,3.6059781298641126e-07
2012-08-20,6.332278132606015e-08
2012-08-21,6.28500899269825e-08
2012-08-22,6.895820930045074e-08
2012-08-23,6.044900355535759e-08
2012-08-24,1.2433304998458814e-08
2012-08-25,3.82959319701592e-08
2012-08-26,5.639044549782537e-08
2012-08-27,2.4102547013580163e-07
2012-08-28,9.552975174918695e-08
2012-08-29,1.2996460546886456e-08
2012-08-30,1.3691396236152209e-08
2012-08-31,2.4224462141321365e-07
2012-09-01,1.6072062909750747e-08
2012-09-02,3.7920978214249624e-08
2012-09-03,4.0066216383658014e-08
2012-09-04,3.985200075677264e-08
2012-09-05,1.5477001664832035e-08
2012-09-06,1.5012244537815183e-08
2012-09-07,9.643035517932156e-09
2012-09-08,2.1844886110220756e-08
2012-09-09,9.33575478091693e-08
2012-09-10,1.1588814312943071e-07
2012-09-11,5.506852060470101e-09
2012-09-12,2.3897349965559516e-08
2012-09-13,7.248604580285469e-09
2012-09-14,8.568659715510498e-09
2012-09-15,4.9959080579791104e-08
2012-09-16,1.4079511310085523e-08
2012-09-17,6.307665124467246e-08
2012-09-18,7.888317416902561e-08
2012-09-19,1.1718864366908807e-08
2012-09-20,4.3048057379029686e-08
2012-09-21,2.2676445551257208e-08
2012-09-22,2.8429154890461798e-08
2012-09-23,2.4658915423326297e-08
2012-09-24,7.861269966608049e-08
2012-09-25,2.833913414925395e-07
2012-09-26,1.772972908990604e-07
2012-09-27,2.356925450435468e-07
2012-09-28,4.3168029188063735e-07
2012-09-29,2.3731717511366672e-07
2012-09-30,1.5169238542424627e-07
2012-10-01,1.6883190536605226e-07
2012-10-02,1.5549712504004783e-07
2012-10-03,6.575503410457318e-07
2012-10-04,3.7571253323810165e-07
2012-10-05,7.424974183270188e-08
2012-10-06,7.138662237609966e-08
2012-10-07,9.028910572726948e-08
2012-10-08,6.564452182990767e-07
2012-10-09,1.6532713590131738e-07
2012-10-10,4.5099484968742505e-07
2012-10-11,2.0486069233536882e-07
2012-10-12,1.203032836178329e-07
2012-10-13,4.291923169365548e-08
2012-10-14,5.661400009943351e-07
2012-10-15,3.747986743319335e-07
2012-10-16,1.1904522982232086e-07
2012-10-17,3.3829306818593565e-07
2012-10-18,1.0678369012547585e-07
2012-10-19,1.1262307638723591e-07
2012-10-20,7.174060581518827e-08
2012-10-21,2.539777075685766e-07
2012-10-22,7.087973768295076e-08
2012-10-23,1.0340386234005511e-07
2012-10-24,1.465194284578577e-07
2012-10-25,5.796494818488703e-07
2012-10-26,7.308112930148239e-07
2012-10-27,1.0825820478583377e-07
2012-10-28,1.2613735401399142e-07
2012-10-29,2.1953358634280828e-07
2012-10-30,1.1715250167091817e-07
2012-10-31,6.69506944934155e-08
2012-11-01,1.4368923197839325e-07
2012-11-02,2.54030377939455e-07
2012-11-03,6.910800200362606e-08
2012-11-04,1.591564975444491e-07
2012-11-05,1.1803196493872135e-07
2012-11-06,9.470072197209122e-08
2012-11-07,2.7235568442661005e-07
2012-11-08,1.3494993504096725e-07
2012-11-09,3.308855556119404e-07
2012-11-10,3.8987432111442016e-07
2012-11-11,9.391767284229285e-07
2012-11-12,9.36789154358073e-07
2012-11-13,4.2740820138860106e-07
2012-11-14,2.3009503018508525e-07
2012-11-15,1.0187238816161441e-07
2012-11-16,1.6799772280201745e-07
2012-11-17,1.2690326466653778e-07
2012-11-18,9.603351970208117e-08
2012-11-19,2.488413910250471e-07
2012-11-20,1.466066991589551e-07
2012-11-21,3.081781802843057e-07
2012-11-22,1.6434634294135248e-07
2012-11-23,2.9931232299683015e-07
2012-11-24,1.4063940410541931e-07
2012-11-25,5.109404272820474e-07
2012-11-26,4.6533315141325413e-07
2012-11-27,2.4727552300215044e-07
2012-11-28,1.4874643961585344e-07
2012-11-29,1.7672061441489496e-07
2012-11-30,6.082083483238817e-07
2012-12-01,3.9816718053368784e-07
2012-12-02,1.4987628853344494e-07
2012-12-03,1.9578638350563255e-07
2012-12-04,8.274307326951317e-07
2012-12-05,1.3565686988520132e-07
2012-12-06,6.227380653176035e-08
2012-12-07,4.4373886409796824e-07
2012-12-08,1.3366089572837447e-07
2012-12-09,2.5307607222012785e-07
2012-12-10,4.812875918503047e-07
2012-12-11,2.313935349298677e-07
2012-12-12,1.5676761493968535e-07
2012-12-13,2.3714692146762434e-07
2012-12-14,1.1242031760377273e-07
2012-12-15,1.0392085651855709e-07
2012-12-16,1.472089483220983e-07
2012-12-17,1.0777043902730543e-07
2012-12-18,1.5010300018747137e-07
2012-12-19,3.487101850611226e-07
2012-12-20,6.422343506119589e-07
2012-12-21,2.1952911691286133e-07
2012-12-22,1.1683598940929392e-07
2012-12-23,1.8239889450416968e-07
2012-12-24,1.816812030381927e-07
2012-12-25,2.1422199856318733e-07
2012-12-26,2.5250184651877294e-07
2012-12-27,1.8979685870424953e-07
2012-12-28,2.1419070966979937e-07
2012-12-29,2.1863243489015998e-07
2012-12-30,2.9836212306151334e-07
2012-12-31,9.846344985960483e-07
2013-01-01,1.4218916892871663e-07
2013-01-02,1.198077204457755e-07
2013-01-03,1.5792728266987254e-07
2013-01-04,2.0771616452038673e-07
2013-01-05,9.218461436276738e-08
2013-01-06,1.2213928866502647e-07
2013-01-07,1.3243878281660868e-07
2013-01-08,2.394535744659161e-07
2013-01-09,2.3644255701288674e-07
2013-01-10,3.3435366991957713e-07
2013-01-11,2.44643735243964e-07
2013-01-12,1.946734029465858e-07
2013-01-13,4.841403077753864e-07
2013-01-14,2.1920307931551025e-07
2013-01-15,1.30585878248002e-07
2013-01-16,1.6318731081642433e-07
2013-01-17,2.6199100098244234e-07
2013-01-18,2.505822080905849e-07
2013-01-19,1.6327886388628193e-07
2013-01-20,2.1193876769806214e-07
2013-01-21,5.622267550233119e-07
2013-01-22,8.626673083485225e-07
2013-01-23,1.54669628732939e-07
2013-01-24,5.527211347836274e-07
2013-01-25,3.6891525090820696e-07
2013-01-26,3.7722131537108454e-07
2013-01-27,8.386490507923962e-07
2013-01-28,3.238152806272305e-07
2013-01-29,5.810433485338606e-07
2013-01-30,9.007765860476607e-07
2013-01-31,5.729601324395991e-07
2013-02-01,1.6612129738957456e-06
2013-02-02,8.364097460059117e-07
2013-02-03,2.631196138190421e-07
2013-02-04,5.486408846596843e-07
2013-02-05,3.622234247422924e-07
2013-02-06,2.0706645706316007e-07
2013-02-07,3.021264502788249e-07
2013-02-08,3.792246958885325e-07
2013-02-09,6.284619051190697e-07
2013-02-10,2.1680297620514048e-07
2013-02-11,4.036635120884853e-07
2013-02-12,4.272337549834887e-07
2013-02-13,5.373397962841507e-07
2013-02-14,4.5940382143887576e-07
2013-02-15,1.6263831510740698e-06
2013-02-16,4.5580438149692866e-07
2013-02-17,4.858277010778239e-07
2013-02-18,5.37558965299442e-07
2013-02-19,4.479452200011192e-07
2013-02-20,8.074756099313438e-07
2013-02-21,3.463406125633114e-07
2013-02-22,3.052246993837461e-07
2013-02-23,4.2083672535264055e-07
2013-02-24,3.207203537997816e-07
2013-02-25,1.6829819987991374e-06
2013-02-26,4.7566006878654595e-07
2013-02-27,1.5410011356768254e-07
2013-02-28,1.4767687815307366e-06
2013-03-01,4.0102004590579144e-07
2013-03-02,2.4453126770388874e-07
2013-03-03,3.825434618771674e-07
2013-03-04,4.3865429778629904e-07
2013-03-05,5.800332577736312e-07
2013-03-06,9.452137830369532e-07
2013-03-07,8.057654794899195e-07
2013-03-08,2.9922254915812346e-07
2013-03-09,9.276134642256612e-07
2013-03-10,2.535014017161772e-07
2013-03-11,6.335847649761595e-07
2013-03-12,5.138960661631238e-07
2013-03-13,4.782956242211094e-07
2013-03-14,5.766367036615801e-07
2013-03-15,1.236746001047851e-07
2013-03-16,1.395512964348325e-07
2013-03-17,5.965900969483599e-07
2013-03-18,8.975745701558343e-08
2013-03-19,4.348916241713354e-07
2013-03-20,3.766171981216495e-07
2013-03-21,6.483608231845173e-07
2013-03-22,1.0033415160297627e-06
2013-03-23,6.746324206614127e-07
2013-03-24,9.805083976749854e-07
2013-03-25,8.057360536707643e-07
2013-03-26,5.244734733878977e-07
2013-03-27,3.474756133795073e-07
2013-03-28,5.33707619546199e-07
2013-03-29,5.565244294650612e-07
2013-03-30,8.247482820209449e-07
2013-03-31,1.8655402523553263e-07
2013-04-01,1.6723366457066636e-06
2013-04-02,4.436037846371661e-07
2013-04-03,1.4634807876051615e-06
2013-04-04,5.272732184972722e-07
2013-04-05,1.7317514814698741e-06
2013-04-06,8.763488396413646e-07
2013-04-07,1.189819799327757e-06
2013-04-08,1.258920715806285e-06
2013-04-09,2.666707695192219e-06
2013-04-10,1.3114011764225044e-06
2013-04-11,1.194877652280521e-06
2013-04-12,7.369797566562235e-07
2013-04-13,8.932577560821895e-07
2013-04-14,1.261852612550707e-06
2013-04-15,1.02957654014608e-06
2013-04-16,1.2670779219753504e-06
2013-04-17,4.96224281744211e-07
2013-04-18,4.941940569015369e-08
2013-04-19,2.3339831157044503e-07
2013-04-20,4.841696275781872e-07
2013-04-21,9.478933941848463e-07
2013-04-22,3.185753528962495e-07
2013-04-23,6.462238920931269e-07
2013-04-24,5.423187362661835e-07
2013-04-25,4.270255768698931e-07
2013-04-26,2.406000418680861e-07
2013-04-27,7.391528012013596e-07
2013-04-28,5.305107827088269e-07
2013-04-29,5.208339907950277e-07
2013-04-30,5.519689833069234e-07
2013-05-01,7.907438840045694e-07
2013-05-02,5.85490556600386e-07
2013-05-03,1.9216898587587916e-06
2013-05-04,4.687718986756373e-07
2013-05-05,8.297777916941882e-07
2013-05-06,3.307353927499495e-07
2013-05-07,4.263522907236952e-07
2013-05-08,2.891536300772191e-07
2013-05-09,5.762558571355323e-07
2013-05-10,4.770136903834827e-07
2013-05-11,9.59391138873392e-07
2013-05-12,3.921030921198923e-07
2013-05-13,2.8327801971891757e-07
2013-05-14,5.160580534275235e-07
2013-05-15,9.525774695515994e-07
2013-05-16,3.761727785854664e-07
2013-05-17,3.1244182472497657e-07
2013-05-18,9.617566286650137e-07
2013-05-19,3.4580388161138175e-07
2013-05-20,3.946250141020868e-07
2013-05-21,3.1242840420184386e-07
2013-05-22,3.127823051121314e-07
2013-05-23,2.9451338576252373e-07
2013-05-24,3.5319211389256657e-07
2013-05-25,1.2312818650895612e-06
2013-05-26,2.0593746011408682e-07
2013-05-27,4.310208207513639e-07
2013-05-28,3.935246789312882e-07
2013-05-29,6.536077129280439e-07
2013-05-30,6.490957037589141e-07
2013-05-31,1.1737534583269797e-06
2013-06-01,4.823706625213546e-07
2013-06-02,7.674431572654401e-07
2013-06-03,3.6205198681652096e-07
2013-06-04,8.667767864828849e-07
2013-06-05,1.4182629795277419e-06
2013-06-06,1.2331647387869295e-06
2013-06-07,7.607374077447523e-07
2013-06-08,5.841297445887801e-07
2013-06-09,1.1497342802621843e-06
2013-06-10,3.1162123424689386e-07
2013-06-11,9.511996036764596e-07
2013-06-12,2.5082640098401124e-07
2013-06-13,2.9675350580663256e-07
2013-06-14,7.583172645570741e-07
2013-06-15,5.669382307209165e-07
2013-06-16,5.294953976420479e-07
2013-06-17,1.8293703522887218e-07
2013-06-18,2.4550148613701336e-07
2013-06-19,4.444675311534489e-07
2013-06-20,2.427691301188243e-07
2013-06-21,1.9178187888440708e-07
2013-06-22,3.8419590379313394e-07
2013-06-23,5.305433069434962e-07
2013-06-24,4.584524286117617e-07
2013-06-25,7.35221398067472e-07
2013-06-26,4.6062438508078934e-07
2013-06-27,6.034280733484617e-07
2013-06-28,8.06784840079118e-07
2013-06-29,1.226832765839221e-06
2013-06-30,8.259301401602191e-07
2013-07-01,1.626501478226049e-06
2013-07-02,7.954934872077979e-07
2013-07-03,1.0634439232864477e-06
2013-07-04,3.620407161300948e-07
2013-07-05,6.704124969692269e-07
2013-07-06,3.8243029739161397e-07
2013-07-07,3.4232172441872594e-07
2013-07-08,2.486083075512569e-07
2013-07-09,1.6754805445652834e-07
2013-07-10,6.884338567879359e-07
2013-07-11,2.681557677871879e-07
2013-07-12,5.799157541541937e-07
2013-07-13,5.441039456676569e-07
2013-07-14,2.1489307387297414e-07
2013-07-15,2.5727177584030815e-07
2013-07-16,1.7785940390922723e-07
2013-07-17,1.7018488874691252e-07
2013-07-18,2.6365033231017515e-07
2013-07-19,2.4555678780979455e-07
2013-07-20,5.170318373094947e-07
2013-07-21,4.799881364582551e-07
2013-07-22,2.4887567963907104e-07
2013-07-23,2.52878874755327e-07
2013-07-24,2.162235446548323e-07
2013-07-25,1.9021677946461015e-07
2013-07-26,2.6574003421949764e-07
2013-07-27,3.0298868059575286e-07
2013-07-28,4.6663856430873205e-07
2013-07-29,6.23963187151035e-07
2013-07-30,4.773059704091052e-07
2013-07-31,5.506080755339142e-07
2013-08-01,2.2757369785162208e-07
2013-08-02,8.848592880440004e-07
2013-08-03,3.5636023182750814e-06
2013-08-04,3.066181293825048e-07
2013-08-05,3.9790549135599804e-07
2013-08-06,2.0288901742909497e-07
2013-08-07,3.6218544606617433e-07
2013-08-08,4.89374410933993e-07
2013-08-09,3.408873100007416e-07
2013-08-10,5.549202745500558e-07
2013-08-11,5.68080596555647e-07
2013-08-12,3.824705025336804e-07
2013-08-13,1.6778514861979743e-06
2013-08-14,2.875642209954921e-07
2013-08-15,7.532489275072003e-07
2013-08-16,4.1823283196257476e-07
2013-08-17,2.3555540517073768e-07
2013-08-18,2.1285424471900574e-07
2013-08-19,2.679375160106177e-07
2013-08-20,4.691973034004598e-07
2013-08-21,2.8481033182227825e-07
2013-08-22,2.5045512701941467e-07
2013-08-23,4.0187173415292743e-07
2013-08-24,2.0717809294714226e-07
2013-08-25,2.771147635900256e-07
2013-08-26,3.2447768284657863e-07
2013-08-27,2.72031339680311e-07
2013-08-28,3.6331150670110203e-07
2013-08-29,1.3695400770275074e-06
2013-08-30,4.2760359623467817e-07
2013-08-31,6.093791619574947e-07
2013-09-01,5.483603632712709e-07
2013-09-02,3.910631730705353e-07
2013-09-03,6.767524885243162e-07
2013-09-04,3.054848227479661e-07
2013-09-05,2.4457185877136817e-07
2013-09-06,2.959729790405264e-07
2013-09-07,3.6233118750586015e-07
2013-09-08,2.6393347480238215e-07
2013-09-09,1.4703269645781147e-06
2013-09-10,3.380787358261269e-07
2013-09-11,5.907877103883171e-07
2013-09-12,9.238152828088411e-07
2013-09-13,3.0039544851831166e-07
2013-09-14,1.0258508350246206e-06
2013-09-15,4.765482833660051e-07
2013-09-16,3.881134996030355e-07
2013-09-17,3.348305745181855e-07
2013-09-18,8.013278324407769e-07
2013-09-19,1.1834543273647629e-06
2013-09-20,1.9590243962306177e-07
2013-09-21,7.107731451907416e-07
2013-09-22,6.887446755577053e-07
2013-09-23,2.0156888060889065e-07
2013-09-24,3.5058819159148784e-07
2013-09-25,5.284256119070567e-07
2013-09-26,2.4196886967808144e-07
2013-09-27,2.662499051306267e-07
2013-09-28,2.638725726311981e-07
2013-09-29,4.392485068458428e-07
2013-09-30,4.044551153209442e-07
2013-10-01,2.9690641506368406e-07
2013-10-02,7.239766498263379e-07
2013-10-03,3.1727326698448344e-07
2013-10-04,1.6628310203334857e-07
2013-10-05,6.615525567460444e-07
2013-10-06,4.608038821145824e-07
2013-10-07,2.4709621479891305e-06
2013-10-08,2.6044037307712166e-07
2013-10-09,7.374826033903744e-07
2013-10-10,3.703233393372145e-07
2013-10-11,2.717644537074578e-07
2013-10-12,2.3046947569825492e-07
2013-10-13,3.9988664518025583e-07
2013-10-14,3.571278400942118e-07
2013-10-15,3.9180660421782593e-07
2013-10-16,1.2302860008700986e-06
2013-10-17,4.3125530355788774e-07
2013-10-18,2.420698600978759e-07
2013-10-19,5.54069947823399e-07
2013-10-20,6.940398652492314e-07
2013-10-21,3.4209912410726994e-06
2013-10-22,1.4143072620075554e-06
2013-10-23,1.5483201485504298e-06
2013-10-24,5.48775066287241e-07
2013-10-25,1.7190326006484461e-06
2013-10-26,5.769961579352439e-07
2013-10-27,9.871338465874061e-07
2013-10-28,4.0624578129316204e-07
2013-10-29,3.841545112143222e-07
2013-10-30,3.4852792620404707e-07
2013-10-31,9.187070765546875e-07
2013-11-01,8.100102912237479e-07
2013-11-02,4.31384202477851e-07
2013-11-03,7.305410223175867e-07
2013-11-04,1.585599114542378e-06
2013-11-05,1.0777801881327635e-06
2013-11-06,8.402673915872694e-07
2013-11-07,1.5398113970842914e-06
2013-11-08,1.1974286189087626e-06
2013-11-09,1.2021517948847284e-06
2013-11-10,1.4237373510041154e-06
2013-11-11,1.6654411485087544e-06
2013-11-12,1.1751892735675783e-06
2013-11-13,1.2129929669057679e-06
2013-11-14,1.87079939639907e-06
2013-11-15,5.301776339941495e-07
2013-11-16,7.230973387660392e-07
2013-11-17,1.4290253673476242e-06
2013-11-18,9.136699644128416e-07
2013-11-19,9.563532155036895e-07
2013-11-20,1.2210006931936011e-06
2013-11-21,3.2970729621651194e-07
2013-11-22,4.928452544373917e-07
2013-11-23,7.745340536808357e-07
2013-11-24,5.078289596878648e-07
2013-11-25,2.3187889743330493e-06
2013-11-26,7.388068178294712e-07
2013-11-27,5.477150587158208e-07
2013-11-28,5.67399754230717e-07
2013-11-29,4.4543908322965234e-07
2013-11-30,3.681737314849442e-07
2013-12-01,4.912212066342985e-07
2013-12-02,6.500887137419497e-07
2013-12-03,5.062706941944697e-07
2013-12-04,3.976883195940342e-07
2013-12-05,4.944859402478949e-07
