Date,market/price_usd_close
2015-08-08,0.7699807452931349
2015-08-09,0.719830109410067
2015-08-10,0.7007051824579207
2015-08-11,1.0883609568759975
2015-08-12,1.2140711147663539
2015-08-13,1.8432856832260898
2015-08-14,1.8333619024579544
2015-08-15,1.6744560982512584
2015-08-16,1.5699231049497122
2015-08-17,1.2078850916837387
2015-08-18,1.1425963795275509
2015-08-19,1.2542784169672243
2015-08-20,1.4612554447417359
2015-08-21,1.3885488373189303
2015-08-22,1.3832236793988648
2015-08-23,1.3492724880984817
2015-08-24,1.2321904366192855
2015-08-25,1.1460031949399714
2015-08-26,1.17194237490167
2015-08-27,1.154176305270667
2015-08-28,1.1759669076456307
2015-08-29,1.1808469543376594
2015-08-30,1.320643115957798
2015-08-31,1.3627563146497383
2015-09-01,1.3508067454179373
2015-09-02,1.2983478849768344
2015-09-03,1.255389442089516
2015-09-04,1.2739938325583802
2015-09-05,1.3338737062814294
2015-09-06,1.296629478421124
2015-09-07,1.246097814056274
2015-09-08,1.2547697084697307
2015-09-09,1.2132859286629896
2015-09-10,1.162838569211094
2015-09-11,0.9795247819820341
2015-09-12,1.0367052636290028
2015-09-13,0.926244233534571
2015-09-14,0.8712654853528724
2015-09-15,0.9425975714729812
2015-09-16,0.9015880746004954
2015-09-17,0.8816480974225018
2015-09-18,0.8551540039123371
2015-09-19,0.878273475694314
2015-09-20,0.9315143929618421
2015-09-21,0.9372445985075039
2015-09-22,0.8984269506765012
2015-09-23,0.8894895327261877
2015-09-24,0.8107056911285607
2015-09-25,0.7400367965186965
2015-09-26,0.796200656802998
2015-09-27,0.7289045691504621
2015-09-28,0.5765046573588073
2015-09-29,0.6602300456258537
2015-09-30,0.7412454591773446
2015-10-01,0.6789092910769519
2015-10-02,0.681038454908569
2015-10-03,0.6860427594268848
2015-10-04,0.6750175091175764
2015-10-05,0.6295696946875848
2015-10-06,0.6526873082068256
2015-10-07,0.6114806717403954
2015-10-08,0.6529078704255328
2015-10-09,0.6500276559424125
2015-10-10,0.6313832663958895
2015-10-11,0.6382321511977428
2015-10-12,0.6277789599707878
2015-10-13,0.6126859472071269
2015-10-14,0.5264634494070016
2015-10-15,0.5607659243292783
2015-10-16,0.5334815109186146
2015-10-17,0.5494025618093427
2015-10-18,0.522082689826535
2015-10-19,0.49107455400158295
2015-10-20,0.43568336612903513
2015-10-21,0.4533263897734901
2015-10-22,0.5684342994528612
2015-10-23,0.5446456657267741
2015-10-24,0.5644928386017534
2015-10-25,0.6193144771888653
2015-10-26,0.734326847745132
2015-10-27,0.8836603772324394
2015-10-28,1.0204039015536321
2015-10-29,1.2209157426429331
2015-10-30,1.0424567292638716
2015-10-31,0.9051878622665237
2015-11-01,1.0650702762335462
2015-11-02,1.002164018037469
2015-11-03,1.0134021789258856
2015-11-04,0.8866473512808236
2015-11-05,0.8912353618444517
2015-11-06,0.9352310325706227
2015-11-07,0.929919463147869
2015-11-08,1.0297346119213489
2015-11-09,0.9949840517089298
2015-11-10,0.9302331702268184
2015-11-11,0.7802928915828461
2015-11-12,0.8990907371339159
2015-11-13,0.9067317711991619
2015-11-14,0.8925098305198692
2015-11-15,0.9103290966286272
2015-11-16,0.9300079949605571
2015-11-17,1.0098476486518424
2015-11-18,0.9855366463413531
2015-11-19,0.9562450205472712
2015-11-20,0.9290613271958592
2015-11-21,0.976372929098174
2015-11-22,0.9659153456842073
2015-11-23,0.9473873416007431
2015-11-24,0.8991214693001718
2015-11-25,0.863500974786102
2015-11-26,0.8830610871772471
2015-11-27,0.8729466195164061
2015-11-28,0.9069558530515968
2015-11-29,0.8714582861155311
2015-11-30,0.8717843973121834
2015-12-01,0.8717654426749188
2015-12-02,0.8204353796389472
2015-12-03,0.8092850781296648
2015-12-04,0.8376179780292126
