Date,fees/volume_mean
2015-08-07,0.0182041041518436
2015-08-08,0.0236376154362571
2015-08-09,0.0106086905215994
2015-08-10,0.0152995308975841
2015-08-11,0.00227915546766467
2015-08-12,0.0160053990198319
2015-08-13,0.0087716991942094
2015-08-14,0.00452263204562932
2015-08-15,0.00386891113312034
2015-08-16,0.00273657292004326
2015-08-17,0.00304252063679736
2015-08-18,0.00477388586213955
2015-08-19,0.0047538356960814
2015-08-20,0.00297679849878707
2015-08-21,0.00200434848805954
2015-08-22,0.0118880055405371
2015-08-23,0.00192118560212454
2015-08-24,0.00200277198100149
2015-08-25,0.00184081921665044
2015-08-26,0.00179204265605317
2015-08-27,0.0015511561794075
2015-08-28,0.00208599167097629
2015-08-29,0.00133062370767373
2015-08-30,0.00123232146597389
2015-08-31,0.00142889411362182
2015-09-01,0.00152217540382193
2015-09-02,0.00156953519365756
2015-09-03,0.00145908010761978
2015-09-04,0.00172524926647808
2015-09-05,0.00165631968175455
2015-09-06,0.0014590631650998
2015-09-07,0.00162336415220388
2015-09-08,0.00184630492743586
2015-09-09,0.00175599590813045
2015-09-10,0.00148395565826568
2015-09-11,0.00137410652518266
2015-09-12,0.00202909814036906
2015-09-13,0.00158143068745569
2015-09-14,0.00177701874002067
2015-09-15,0.00155795842952178
2015-09-16,0.00257946476121335
2015-09-17,0.00159398729349022
2015-09-18,0.00203978301726964
2015-09-19,0.00153356472102314
2015-09-20,0.00171347164507264
2015-09-21,0.00161470926898381
2015-09-22,0.00167609423514353
2015-09-23,0.00144520085153864
2015-09-24,0.00165801835901371
2015-09-25,0.00168118183492165
2015-09-26,0.00157256585045218
2015-09-27,0.00146247750875779
2015-09-28,0.00151434698829121
2015-09-29,0.00154711195900129
2015-09-30,0.00142850547116201
2015-10-01,0.00136551151899173
2015-10-02,0.00161063774746011
2015-10-03,0.00160203670884467
2015-10-04,0.00142390183965851
2015-10-05,0.00182939536665553
2015-10-06,0.00154773923096204
2015-10-07,0.0017108538015322
2015-10-08,0.00172869381581611
2015-10-09,0.00167221919034717
2015-10-10,0.00174342343652226
2015-10-11,0.00149407182453108
2015-10-12,0.00162351089349572
2015-10-13,0.00180745802282814
2015-10-14,0.00173235703090469
2015-10-15,0.00290357652895364
2015-10-16,0.00311691634225874
2015-10-17,0.0018717013013245
2015-10-18,0.0020233008180944
2015-10-19,0.00177153530278669
2015-10-20,0.00195472609780731
2015-10-21,0.0016428110214614
2015-10-22,0.00220781147983141
2015-10-23,0.00199592645061666
2015-10-24,0.00168159695286153
2015-10-25,0.00155737772318311
2015-10-26,0.00181429220640189
2015-10-27,0.00278639410058601
2015-10-28,0.00148362328207284
2015-10-29,0.00160167837416501
2015-10-30,0.00169579670827557
2015-10-31,0.00204875289143111
2015-11-01,0.00233843254785503
2015-11-02,0.00158524153289118
2015-11-03,0.00165432504256637
2015-11-04,0.00133478143393313
2015-11-05,0.00141289550872362
2015-11-06,0.00202185614774889
2015-11-07,0.00291741722384043
2015-11-08,0.00237870610508684
2015-11-09,0.00146483325782849
2015-11-10,0.00188335083159112
2015-11-11,0.00225866607890338
2015-11-12,0.00271545009458463
2015-11-13,0.00184809307627244
2015-11-14,0.00257024455855003
2015-11-15,0.00160167002686684
2015-11-16,0.00137995645969575
2015-11-17,0.00134315320511909
2015-11-18,0.0013999017221505
2015-11-19,0.00178728475816979
2015-11-20,0.00188829540673232
2015-11-21,0.00164833041081832
2015-11-22,0.00158714038208197
2015-11-23,0.00161211679392883
2015-11-24,0.00181298811900989
2015-11-25,0.00175537207546806
2015-11-26,0.00127878682055406
2015-11-27,0.00141575427314654
2015-11-28,0.00213688287684755
2015-11-29,0.001326541969519
2015-11-30,0.00231646467145976
2015-12-01,0.0019244022585481
2015-12-02,0.00175916987575734
2015-12-03,0.0015300642095835
2015-12-04,0.00179361297730751
2015-12-05,0.00192877719853171
2015-12-06,0.00188370913140595
2015-12-07,0.00135033920350864
2015-12-08,0.00136571612577121
2015-12-09,0.00144793449973641
2015-12-10,0.00152350014017069
2015-12-11,0.00207926511878567
2015-12-12,0.00281817710858376
2015-12-13,0.00252250332785689
2015-12-14,0.00480079997179775
2015-12-15,0.00542268737969556
2015-12-16,0.00429122494902704
2015-12-17,0.00337089837840287
2015-12-18,0.00356304489090969
2015-12-19,0.00306165245068746
2015-12-20,0.00348488409977182
2015-12-21,0.00324290756846233
2015-12-22,0.00281364558505515
2015-12-23,0.00358073837934455
2015-12-24,0.00339073942960368
2015-12-25,0.00279320022020074
2015-12-26,0.00291778717027741
2015-12-27,0.00396187611602725
2015-12-28,0.00294311858736156
2015-12-29,0.00292209993395691
2015-12-30,0.00349760113941536
2015-12-31,0.0024334845789051
2016-01-01,0.00190099537674223
2016-01-02,0.00211259175162131
2016-01-03,0.00210070389743643
2016-01-04,0.00224935949929425
2016-01-05,0.00367355109581725
2016-01-06,0.00389679737906532
2016-01-07,0.00296745402502558
2016-01-08,0.00238570450998319
2016-01-09,0.00333252925641143
2016-01-10,0.00255097410594214
2016-01-11,0.00234219821103884
2016-01-12,0.00235966877807589
2016-01-13,0.00341424338769553
2016-01-14,0.00251348694311804
2016-01-15,0.00234532903471126
2016-01-16,0.00212399259726973
2016-01-17,0.00174819967140951
2016-01-18,0.00239383787394582
2016-01-19,0.00265104010640584
2016-01-20,0.0017920350489737
2016-01-21,0.00189081198383639
2016-01-22,0.00225168436413768
2016-01-23,0.0015812066585552
2016-01-24,0.0018542649302034
2016-01-25,0.00234748220669393
2016-01-26,0.00229532175807498
2016-01-27,0.00303302644261572
