Date,addresses/count
2015-07-30,9203.0
2015-07-31,9359.0
2015-08-01,9474.0
2015-08-02,9561.0
2015-08-03,9637.0
2015-08-04,9694.0
2015-08-05,9747.0
2015-08-06,9788.0
2015-08-07,10288.0
2015-08-08,10641.0
2015-08-09,10894.0
2015-08-10,11543.0
2015-08-11,13432.0
2015-08-12,13744.0
2015-08-13,14274.0
2015-08-14,14810.0
2015-08-15,15175.0
2015-08-16,15450.0
2015-08-17,15729.0
2015-08-18,16005.0
2015-08-19,16269.0
2015-08-20,16459.0
2015-08-21,16732.0
2015-08-22,16960.0
2015-08-23,17267.0
2015-08-24,17437.0
2015-08-25,17649.0
2015-08-26,17817.0
2015-08-27,18010.0
2015-08-28,18154.0
2015-08-29,18254.0
2015-08-30,18431.0
2015-08-31,18555.0
2015-09-01,18706.0
2015-09-02,18844.0
2015-09-03,18965.0
2015-09-04,19079.0
2015-09-05,19202.0
2015-09-06,19312.0
2015-09-07,19485.0
2015-09-08,19596.0
2015-09-09,19759.0
2015-09-10,19857.0
2015-09-11,20032.0
2015-09-12,20150.0
2015-09-13,20335.0
2015-09-14,20483.0
2015-09-15,20642.0
2015-09-16,20760.0
2015-09-17,20857.0
2015-09-18,20980.0
2015-09-19,21055.0
2015-09-20,21151.0
2015-09-21,21229.0
2015-09-22,21319.0
2015-09-23,21440.0
2015-09-24,21531.0
2015-09-25,21604.0
2015-09-26,21664.0
2015-09-27,21723.0
2015-09-28,21823.0
2015-09-29,21929.0
2015-09-30,22002.0
2015-10-01,22085.0
2015-10-02,22157.0
2015-10-03,22274.0
2015-10-04,22357.0
2015-10-05,22437.0
2015-10-06,22520.0
2015-10-07,22605.0
2015-10-08,22665.0
2015-10-09,22729.0
2015-10-10,22779.0
2015-10-11,22823.0
2015-10-12,22877.0
2015-10-13,23030.0
2015-10-14,23215.0
2015-10-15,23395.0
2015-10-16,23470.0
2015-10-17,23520.0
2015-10-18,23623.0
2015-10-19,23817.0
2015-10-20,23876.0
2015-10-21,24123.0
2015-10-22,24210.0
2015-10-23,24301.0
2015-10-24,24658.0
2015-10-25,24843.0
2015-10-26,25119.0
2015-10-27,25241.0
2015-10-28,25369.0
2015-10-29,25612.0
2015-10-30,26100.0
2015-10-31,26448.0
2015-11-01,26945.0
2015-11-02,27212.0
2015-11-03,27526.0
2015-11-04,27779.0
2015-11-05,27937.0
2015-11-06,28065.0
2015-11-07,28475.0
2015-11-08,29048.0
2015-11-09,29321.0
2015-11-10,29423.0
2015-11-11,29558.0
2015-11-12,29647.0
2015-11-13,29754.0
2015-11-14,29837.0
2015-11-15,29919.0
2015-11-16,30005.0
2015-11-17,30120.0
2015-11-18,30201.0
2015-11-19,30295.0
2015-11-20,30394.0
2015-11-21,30471.0
2015-11-22,30893.0
2015-11-23,30994.0
2015-11-24,31172.0
2015-11-25,31254.0
2015-11-26,31406.0
2015-11-27,31463.0
2015-11-28,31521.0
2015-11-29,31584.0
2015-11-30,31681.0
2015-12-01,31754.0
2015-12-02,31827.0
2015-12-03,31902.0
2015-12-04,32014.0
2015-12-05,32109.0
2015-12-06,32230.0
2015-12-07,32338.0
2015-12-08,32424.0
2015-12-09,32511.0
2015-12-10,32614.0
2015-12-11,32698.0
2015-12-12,33092.0
2015-12-13,33205.0
2015-12-14,33308.0
2015-12-15,33402.0
2015-12-16,33517.0
2015-12-17,33790.0
2015-12-18,33963.0
2015-12-19,34078.0
2015-12-20,34211.0
2015-12-21,34335.0
2015-12-22,34442.0
2015-12-23,34532.0
2015-12-24,34629.0
2015-12-25,34738.0
2015-12-26,34858.0
2015-12-27,34999.0
2015-12-28,35151.0
2015-12-29,35262.0
2015-12-30,35367.0
2015-12-31,35561.0
2016-01-01,35676.0
2016-01-02,35808.0
2016-01-03,35952.0
2016-01-04,36113.0
2016-01-05,36260.0
2016-01-06,36487.0
2016-01-07,36668.0
2016-01-08,36856.0
2016-01-09,37100.0
2016-01-10,37319.0
2016-01-11,37605.0
2016-01-12,37922.0
2016-01-13,38124.0
2016-01-14,38326.0
2016-01-15,38703.0
2016-01-16,38966.0
2016-01-17,39233.0
2016-01-18,39613.0
2016-01-19,39910.0
2016-01-20,40319.0
2016-01-21,40660.0
2016-01-22,40999.0
2016-01-23,41530.0
2016-01-24,42226.0
2016-01-25,43009.0
2016-01-26,43901.0
2016-01-27,44628.0
2016-01-28,45591.0
2016-01-29,46515.0
2016-01-30,47472.0
2016-01-31,48334.0
2016-02-01,48976.0
2016-02-02,49528.0
2016-02-03,50168.0
2016-02-04,50700.0
2016-02-05,51440.0
2016-02-06,51930.0
2016-02-07,52427.0
2016-02-08,53003.0
2016-02-09,53723.0
2016-02-10,54989.0
2016-02-11,56978.0
2016-02-12,58455.0
2016-02-13,59842.0
2016-02-14,60925.0
2016-02-15,61884.0
2016-02-16,62804.0
2016-02-17,63720.0
2016-02-18,64463.0
2016-02-19,65242.0
2016-02-20,65880.0
2016-02-21,67500.0
2016-02-22,68357.0
2016-02-23,69202.0
2016-02-24,69984.0
2016-02-25,70929.0
2016-02-26,71645.0
2016-02-27,72400.0
2016-02-28,73687.0
2016-02-29,75355.0
2016-03-01,77136.0
2016-03-02,79271.0
2016-03-03,81535.0
2016-03-04,83858.0
2016-03-05,86882.0
2016-03-06,89683.0
2016-03-07,91500.0
2016-03-08,93759.0
2016-03-09,96008.0
2016-03-10,98382.0
2016-03-11,99818.0
2016-03-12,101692.0
2016-03-13,103566.0
2016-03-14,105615.0
2016-03-15,107376.0
2016-03-16,108906.0
2016-03-17,110530.0
2016-03-18,112348.0
2016-03-19,113574.0
2016-03-20,115010.0
2016-03-21,116394.0
2016-03-22,117521.0
2016-03-23,118706.0
2016-03-24,119805.0
2016-03-25,120849.0
2016-03-26,121826.0
2016-03-27,122810.0
2016-03-28,124120.0
2016-03-29,125776.0
2016-03-30,127635.0
2016-03-31,128887.0
2016-04-01,129920.0
2016-04-02,130962.0
2016-04-03,131854.0
2016-04-04,133003.0
2016-04-05,134155.0
2016-04-06,135224.0
2016-04-07,136281.0
2016-04-08,137035.0
2016-04-09,137944.0
2016-04-10,139136.0
2016-04-11,140132.0
2016-04-12,141324.0
2016-04-13,142500.0
2016-04-14,143452.0
2016-04-15,144251.0
2016-04-16,145014.0
2016-04-17,145876.0
2016-04-18,146764.0
2016-04-19,147595.0
2016-04-20,148556.0
2016-04-21,149558.0
2016-04-22,150556.0
2016-04-23,151509.0
2016-04-24,152534.0
2016-04-25,153582.0
2016-04-26,154719.0
2016-04-27,155928.0
2016-04-28,156957.0
2016-04-29,157989.0
2016-04-30,159957.0
2016-05-01,161401.0
2016-05-02,165322.0
2016-05-03,166827.0
2016-05-04,168410.0
2016-05-05,169887.0
2016-05-06,171155.0
2016-05-07,172434.0
2016-05-08,174037.0
2016-05-09,175719.0
2016-05-10,177229.0
2016-05-11,179617.0
2016-05-12,182573.0
2016-05-13,185007.0
2016-05-14,187225.0
2016-05-15,189608.0
2016-05-16,191122.0
2016-05-17,193367.0
2016-05-18,198249.0
2016-05-19,202020.0
2016-05-20,207137.0
2016-05-21,209909.0
2016-05-22,211897.0
2016-05-23,214550.0
2016-05-24,216996.0
2016-05-25,220286.0
2016-05-26,222894.0
2016-05-27,226752.0
2016-05-28,237775.0
2016-05-29,240404.0
2016-05-30,242691.0
2016-05-31,245290.0
2016-06-01,247506.0
2016-06-02,249346.0
2016-06-03,251284.0
2016-06-04,253041.0
2016-06-05,254679.0
2016-06-06,256410.0
2016-06-07,262525.0
2016-06-08,264510.0
2016-06-09,266341.0
2016-06-10,268079.0
