Date,mining/revenue_sum
2012-01-01,7653.5542813600105
2012-01-02,7555.55312158001
2012-01-03,7955.35215755
2012-01-04,7464.19587733
2012-01-05,7355.69832762001
2012-01-06,8556.48923847
2012-01-07,9204.47999358
2012-01-08,8153.72339797
2012-01-09,8206.36959413
2012-01-10,7054.89613037
2012-01-11,7655.702247420009
2012-01-12,7791.21799271
2012-01-13,7009.78890443
2012-01-14,7512.785903540001
2012-01-15,6963.42837115
2012-01-16,8789.00729892
2012-01-17,7857.651156180001
2012-01-18,6410.82733779
2012-01-19,7527.41770139
2012-01-20,7274.37679784
2012-01-21,8204.33072564
2012-01-22,6802.8327024
2012-01-23,8504.79157948
2012-01-24,6958.6395045300005
2012-01-25,7407.4566546099995
2012-01-26,6908.25804479
2012-01-27,7071.58708064
2012-01-28,7256.78576916
2012-01-29,8569.31747822
2012-01-30,8628.7793603
2012-01-31,7507.11814321
2012-02-01,7054.5126197
2012-02-02,7961.42466102
2012-02-03,7906.74740291
2012-02-04,7858.6592344
2012-02-05,7104.26033091
2012-02-06,7304.29055832
2012-02-07,6856.638248540001
2012-02-08,7255.11443415
2012-02-09,7257.4184694
2012-02-10,6904.17461763
2012-02-11,7503.773826590001
2012-02-12,7903.83798993
2012-02-13,6855.24014998
2012-02-14,6915.43410827
2012-02-15,6706.09160897
2012-02-16,6909.9221384600005
2012-02-17,7603.5881721000005
2012-02-18,8553.33529388001
2012-02-19,7902.64074002
2012-02-20,7004.10511744
2012-02-21,6453.42286782
2012-02-22,7953.40168352
2012-02-23,8304.98914967
2012-02-24,7454.40064697
2012-02-25,8253.11587374
2012-02-26,7503.411502849999
2012-02-27,7705.65124353
2012-02-28,8003.84238754
2012-02-29,8953.3850762
2012-03-01,7556.71729690001
2012-03-02,6704.48804641
2012-03-03,5652.43592392
2012-03-04,6854.80669355
2012-03-05,7255.177184800001
2012-03-06,6854.78888122
2012-03-07,7704.01328852
2012-03-08,7804.06745797
2012-03-09,8404.12226629
2012-03-10,8254.37421493
2012-03-11,6702.89273132
2012-03-12,8303.744671069999
2012-03-13,8011.3063983
2012-03-14,6855.1677631
2012-03-15,6053.6057700599995
2012-03-16,7658.81525202
2012-03-17,8503.547358610002
2012-03-18,8003.21713478
2012-03-19,7154.21636823
2012-03-20,8004.81770737
2012-03-21,7903.35217696001
2012-03-22,7903.36157117
2012-03-23,6304.21610659
2012-03-24,9214.88781029
2012-03-25,7856.8901223600005
2012-03-26,7553.46884366
2012-03-27,7804.24773913
2012-03-28,7504.91558282
2012-03-29,7054.447248
2012-03-30,7704.36252015
2012-03-31,8504.50291726
2012-04-01,7103.81453144
2012-04-02,5804.18861998
2012-04-03,6655.077418790001
2012-04-04,6854.933347
2012-04-05,5854.87816401
2012-04-06,6804.81551397
2012-04-07,6453.7089169
2012-04-08,7503.89195527
2012-04-09,7303.8471699
2012-04-10,7356.99130937
2012-04-11,7055.245507449999
2012-04-12,6356.270570080001
2012-04-13,6154.10579243
2012-04-14,6956.085915290001
2012-04-15,5353.697502059999
2012-04-16,7505.978509459999
2012-04-17,6756.72206006
2012-04-18,6506.21412925
2012-04-19,7855.849430970001
2012-04-20,7707.221351599999
2012-04-21,7704.93120932
2012-04-22,7004.86652314
2012-04-23,6754.2807022
2012-04-24,6906.5560811000005
2012-04-25,6355.52832728
2012-04-26,7762.40886862
2012-04-27,6756.88570856
2012-04-28,7606.86687116001
2012-04-29,8954.062085029998
2012-04-30,8955.133866429998
2012-05-01,8506.73048886
2012-05-02,7506.93450193
2012-05-03,7861.2957894500005
2012-05-04,8060.4565335199995
2012-05-05,8357.87065714
2012-05-06,8207.36267072
2012-05-07,8513.4937383
2012-05-08,8812.374446770002
2012-05-09,8314.13032343001
2012-05-10,6458.83074595
2012-05-11,7162.289129549999
2012-05-12,6410.93265347
2012-05-13,7011.80632246
2012-05-14,6977.81385804
2012-05-15,6520.4004286399995
2012-05-16,6063.007782950001
2012-05-17,5811.71407133
2012-05-18,7267.12257882
2012-05-19,7481.8465351800005
2012-05-20,6920.00525514
2012-05-21,6319.566442289999
2012-05-22,5762.7676757300005
2012-05-23,6519.098247739999
2012-05-24,6269.4244616
2012-05-25,6069.27698871
2012-05-26,7115.5902585700005
2012-05-27,7967.560358549999
2012-05-28,7119.4903269100005
2012-05-29,6316.973246959999
2012-05-30,6568.869415389999
2012-05-31,6912.5274793300005
2012-06-01,7616.41695479
2012-06-02,8007.13307653
2012-06-03,7669.26751479
2012-06-04,7778.75857062
2012-06-05,7380.13988721
2012-06-06,7661.27263476
2012-06-07,6971.4106051
2012-06-08,7066.493786860001
2012-06-09,8572.709847889999
2012-06-10,8325.333785449999
2012-06-11,7018.24942065
2012-06-12,7811.259533779999
2012-06-13,7537.9413244
2012-06-14,7838.70982266
2012-06-15,7983.558887769999
2012-06-16,7827.60466426
2012-06-17,8226.51410146
2012-06-18,8777.88105011
2012-06-19,7375.229712799999
2012-06-20,7271.69924435
2012-06-21,6831.45562954
2012-06-22,6920.69931783
2012-06-23,8217.73012569
2012-06-24,6564.63998007
2012-06-25,7716.12560794
2012-06-26,7468.276981139999
2012-06-27,8168.17418009
2012-06-28,6865.76571960999
2012-06-29,7311.83306472
2012-06-30,6613.93811293
2012-07-01,7109.65391992
2012-07-02,7618.3649824700005
2012-07-03,8012.35125229
2012-07-04,7513.275720830001
2012-07-05,7212.65097392
2012-07-06,7766.38067211
2012-07-07,8342.86643213
2012-07-08,7661.50102767001
2012-07-09,8165.88969336
2012-07-10,7524.02841985
2012-07-11,6719.170845000001
2012-07-12,7513.52856867
2012-07-13,8164.3991906599995
2012-07-14,8065.31162089
2012-07-15,7017.60055063
2012-07-16,7521.28248376
2012-07-17,8620.14140364
2012-07-18,7776.404593939999
2012-07-19,6770.1888347
2012-07-20,7437.46716162
2012-07-21,7070.011222289999
2012-07-22,7768.102611969999
2012-07-23,7071.71914555
2012-07-24,8065.985001339999
2012-07-25,8015.09682498
2012-07-26,8468.17802407
2012-07-27,8917.184251
2012-07-28,7670.5591215700015
2012-07-29,8318.46427249
2012-07-30,8819.9761628
2012-07-31,6521.09128958
2012-08-01,6720.02176151
2012-08-02,8269.81449506
2012-08-03,8124.78774211
2012-08-04,7816.3621709300005
2012-08-05,6975.675411339999
2012-08-06,7024.996944640001
2012-08-07,8218.9291042
2012-08-08,8352.572053119999
2012-08-09,8517.37976224
2012-08-10,7844.52608507
2012-08-11,8419.13275992
2012-08-12,7967.2166655
2012-08-13,8025.55301796
2012-08-14,7870.67631015
2012-08-15,8383.97170623
2012-08-16,7728.346308190001
2012-08-17,6930.864666349999
2012-08-18,7568.19540149
2012-08-19,9121.76688458
2012-08-20,8727.5555644
2012-08-21,8674.562766949999
2012-08-22,7822.84194268
2012-08-23,8270.830239500001
2012-08-24,7419.24725465
2012-08-25,6923.9098034
2012-08-26,8970.57949421
2012-08-27,7278.81775679
2012-08-28,7575.100977710001
2012-08-29,8424.15207933
2012-08-30,7729.09172139
2012-08-31,7030.48483604
2012-09-01,8085.33011176
2012-09-02,8230.5474115
2012-09-03,7883.7942669
2012-09-04,7679.66376976
2012-09-05,9026.1999
2012-09-06,8575.55177416
2012-09-07,8419.96120059
2012-09-08,7272.2403676
2012-09-09,7972.060346439999
2012-09-10,7524.05662363
2012-09-11,7280.79028155
2012-09-12,7770.50212504
2012-09-13,6519.68413641
2012-09-14,8120.220125860001
2012-09-15,7214.7336646799995
2012-09-16,8064.7629364
2012-09-17,8414.62459347
2012-09-18,8372.399760530001
2012-09-19,7071.44336382
2012-09-20,7617.98877273
2012-09-21,8479.31585698
2012-09-22,7865.23368456
2012-09-23,7918.18004702
2012-09-24,7678.22867346
2012-09-25,6964.3770069
2012-09-26,7019.55185895
2012-09-27,8066.11576529
2012-09-28,7959.39218166001
2012-09-29,8414.29688403
2012-09-30,7961.45608154
2012-10-01,6566.59077226
2012-10-02,7330.46356752
2012-10-03,6668.39219413
2012-10-04,6681.31522337
2012-10-05,6827.60380983
2012-10-06,7772.33578348
2012-10-07,6276.42825547
2012-10-08,8927.24266665
2012-10-09,7125.74112051
2012-10-10,7473.44129821
2012-10-11,6922.538992440001
2012-10-12,7470.44986309
2012-10-13,7421.04490427
2012-10-14,6367.11524123
2012-10-15,8471.72463793
2012-10-16,7775.00993862
2012-10-17,7166.76624541
2012-10-18,7867.03015131
2012-10-19,6765.76937115
2012-10-20,7917.96519692
2012-10-21,8074.784494160001
2012-10-22,7875.221177750001
2012-10-23,6521.00122991
2012-10-24,8121.30409168
2012-10-25,7166.668366710001
2012-10-26,8268.24724533
2012-10-27,8762.543268239999
2012-10-28,8312.707992380001
2012-10-29,7917.37388911
2012-10-30,7173.6849336099995
2012-10-31,7222.9582460599995
2012-11-01,6870.21831119
2012-11-02,7177.07059311
2012-11-03,7318.75168624
2012-11-04,7869.50897363
2012-11-05,8025.763031779999
2012-11-06,6775.685026249999
2012-11-07,7879.24684125
2012-11-08,7725.23791353
2012-11-09,7619.401315949999
2012-11-10,7221.55054518
2012-11-11,7367.43723092
2012-11-12,6617.84911422
2012-11-13,7020.53399413
2012-11-14,7173.012825160001
2012-11-15,6831.641039499999
2012-11-16,7281.9312754600005
2012-11-17,7025.60502784
2012-11-18,7327.191148000001
2012-11-19,7327.94257641
2012-11-20,7378.12541303
2012-11-21,7630.78838241
2012-11-22,7221.88657548
2012-11-23,8176.598901939999
2012-11-24,7571.75742328
2012-11-25,7329.5141209
2012-11-26,7876.50350354
2012-11-27,7482.01676744
2012-11-28,7168.59397007
2012-11-29,4179.66232715
2012-11-30,3147.53013094
2012-12-01,4201.44707959
2012-12-02,3590.21461215
2012-12-03,3693.2883286300003
2012-12-04,2828.15564675
2012-12-05,3077.22245881
2012-12-06,3456.14950691
2012-12-07,3249.3306928399998
2012-12-08,3475.7864974199997
2012-12-09,3174.3219458900003
2012-12-10,3605.7882300799997
2012-12-11,3631.4948946699997
2012-12-12,3278.6339531299996
2012-12-13,3320.13393912
2012-12-14,2682.10940905
2012-12-15,2924.33947049
2012-12-16,2802.82115671
2012-12-17,3383.21702088
2012-12-18,3165.0188289800003
2012-12-19,3584.9971247
2012-12-20,2681.1788650900003
2012-12-21,3186.9469857500003
2012-12-22,3865.90212442
2012-12-23,3081.44897995
2012-12-24,3328.03944895
2012-12-25,3123.31306943
2012-12-26,3879.2417383
2012-12-27,3936.9361768100002
2012-12-28,4262.39226701
2012-12-29,3629.87791228
2012-12-30,4185.0364457099995
2012-12-31,3974.4200812199997
2013-01-01,4075.40501812
2013-01-02,3857.06708934
2013-01-03,4087.66332749
2013-01-04,3863.49961321
2013-01-05,3556.34809436
2013-01-06,3659.86566689
2013-01-07,4235.94025474
2013-01-08,3357.40627682
2013-01-09,3282.7850240199996
2013-01-10,3828.39407914
2013-01-11,2967.5319867599997
2013-01-12,3086.6648076700003
2013-01-13,3364.17273209
2013-01-14,3959.87708233
2013-01-15,3058.5702569600003
2013-01-16,3316.21985845
2013-01-17,2812.87138715
2013-01-18,3062.60523767
2013-01-19,3913.54185081
2013-01-20,3282.9876796400004
2013-01-21,3329.60139549
2013-01-22,3633.17597267
2013-01-23,3194.40542999
2013-01-24,3944.02182598
2013-01-25,3466.4149823
2013-01-26,3947.90817554
2013-01-27,3822.71962398
2013-01-28,3718.14462379
2013-01-29,3999.61549217
2013-01-30,3859.88884331
2013-01-31,4872.79615089
2013-02-01,3727.28502156
2013-02-02,3898.8853088799997
2013-02-03,4702.05330007
2013-02-04,4145.21952171
2013-02-05,4217.357676600001
2013-02-06,3682.24293065
2013-02-07,3898.56054643
2013-02-08,3824.26209751
2013-02-09,3620.1427612
2013-02-10,4070.2068224600002
2013-02-11,4023.78625412
2013-02-12,3523.47954373
2013-02-13,4331.12258455
2013-02-14,3818.45320621
2013-02-15,4532.30463264
2013-02-16,4775.777390009999
2013-02-17,4746.812609459999
2013-02-18,4070.0889967
2013-02-19,4021.4101735599997
2013-02-20,4874.92178523
2013-02-21,4451.49040623
2013-02-22,4303.25121434
2013-02-23,4148.179992060001
2013-02-24,3945.02498748
2013-02-25,5166.62694799
2013-02-26,4206.92142259
2013-02-27,4879.54148604
2013-02-28,4260.71233274
2013-03-01,3868.00827271
2013-03-02,3676.1642399199995
2013-03-03,4069.9691353700005
2013-03-04,4530.23875673
2013-03-05,3526.38976576
2013-03-06,4032.26796982
2013-03-07,4061.6652458199997
2013-03-08,4047.62159398
2013-03-09,4277.11584112
2013-03-10,4636.30182365
2013-03-11,4149.91899256
2013-03-12,3441.64959923
2013-03-13,3977.6964282999998
2013-03-14,4527.5934017
2013-03-15,4365.01535308
2013-03-16,4406.43838406
2013-03-17,5256.69724524
2013-03-18,4787.83272726
2013-03-19,4301.6543205
2013-03-20,5312.09057415
2013-03-21,5500.610339360001
2013-03-22,5792.77189737
2013-03-23,5477.59750326
2013-03-24,4765.62806852
2013-03-25,3644.37006807
2013-03-26,3820.3335620499997
2013-03-27,3335.0314188899997
2013-03-28,4636.16315652
2013-03-29,4410.7193768100005
2013-03-30,4389.078643000001
2013-03-31,4270.8545976
2013-04-01,4993.14277923
2013-04-02,4586.20019573
2013-04-03,4445.77401024
2013-04-04,3926.29306698
2013-04-05,4007.2386575999994
2013-04-06,4113.8530412499995
2013-04-07,4153.95925354
2013-04-08,3921.27039614
2013-04-09,4449.27107352
2013-04-10,4839.66733147
2013-04-11,4063.3686378
2013-04-12,4381.41949219
2013-04-13,4215.27230947
2013-04-14,3878.37811427
2013-04-15,4174.2717856
2013-04-16,4477.03197367
2013-04-17,4356.48473727
2013-04-18,3717.5367008599997
2013-04-19,3480.34670877
2013-04-20,3896.22212486
2013-04-21,4432.91401779
2013-04-22,3871.4653505899996
2013-04-23,4261.23818202
2013-04-24,4112.4918740699995
2013-04-25,4360.5701872
2013-04-26,4315.59900011
2013-04-27,3714.0189305100002
2013-04-28,4457.79194181
2013-04-29,4395.72291389
2013-04-30,3770.74865143
2013-05-01,3815.88593753
2013-05-02,3402.5540039
2013-05-03,3470.4588446899998
2013-05-04,4020.6678778699998
2013-05-05,4161.565066280001
2013-05-06,4202.9451100900005
2013-05-07,4246.71463015
2013-05-08,4177.00264132
2013-05-09,4165.88905401
2013-05-10,4364.27633127
2013-05-11,4611.69773114
2013-05-12,4256.57452505
2013-05-13,4408.5096316300005
2013-05-14,3907.38806322
2013-05-15,3585.48403576
2013-05-16,3777.36863781
2013-05-17,4080.40377799
2013-05-18,3764.56532087
2013-05-19,3947.1433442400003
2013-05-20,3268.4554793700004
2013-05-21,3821.5094275700003
2013-05-22,3949.8887356899995
2013-05-23,4406.461564910001
2013-05-24,4273.33183927
2013-05-25,4172.2762594900005
2013-05-26,4106.5289397
2013-05-27,4448.88847213
2013-05-28,4004.78926938
2013-05-29,4252.15347597
2013-05-30,4522.48125079
2013-05-31,4420.06128758
2013-06-01,5366.25064975
2013-06-02,5023.82755776
2013-06-03,5383.88445252
2013-06-04,5379.21273887
2013-06-05,4660.128029179999
2013-06-06,4566.26218009
2013-06-07,4064.16184703
2013-06-08,4571.07546975
2013-06-09,4011.0493066299996
2013-06-10,4384.47766724
2013-06-11,4547.667668620001
2013-06-12,5117.547624360001
2013-06-13,4690.8787914
2013-06-14,4536.32062691
2013-06-15,4358.01626946
2013-06-16,4656.286484289999
2013-06-17,3661.8531714700002
2013-06-18,3537.77149405
2013-06-19,3437.4085742
2013-06-20,3919.89069826
2013-06-21,4242.99107458
2013-06-22,4455.58427754
2013-06-23,4157.89707161
2013-06-24,3789.19235757
2013-06-25,3958.7957392199996
2013-06-26,4390.29547374
2013-06-27,4205.74477184
2013-06-28,4273.09132266
2013-06-29,4249.38738042
2013-06-30,3854.0968413
2013-07-01,3949.12834059
2013-07-02,3860.58288433
2013-07-03,4628.17488168
2013-07-04,4148.33133526
2013-07-05,4682.468522460001
2013-07-06,4704.813002770001
2013-07-07,4668.42094257
2013-07-08,4832.80380724
2013-07-09,4659.7502617400005
2013-07-10,4901.399597210001
2013-07-11,4385.32010629
2013-07-12,3880.7790954800003
2013-07-13,3958.6078614099997
2013-07-14,4322.9321892299995
2013-07-15,4122.33268606
2013-07-16,4135.8771154
2013-07-17,4633.68340783
2013-07-18,4062.38979778
2013-07-19,4296.119631619999
2013-07-20,4672.97726435
2013-07-21,4999.55597227
2013-07-22,4157.7694805
2013-07-23,3546.44867879
2013-07-24,4010.6200614
2013-07-25,3683.7842043399996
2013-07-26,4120.32379372
2013-07-27,4557.14157306
2013-07-28,4223.822174309999
2013-07-29,4480.41102588
2013-07-30,4962.66596925
2013-07-31,4799.24699101
2013-08-01,4463.34057257
2013-08-02,4829.1302076
2013-08-03,4276.43529564
2013-08-04,4506.50890033
2013-08-05,4752.84873298
2013-08-06,4791.6806571
2013-08-07,4681.55560425
2013-08-08,5174.11009386
2013-08-09,4918.8878449
2013-08-10,5279.64591768
2013-08-11,5432.84307247
2013-08-12,5425.370582760001
2013-08-13,4604.748524309999
2013-08-14,4244.20760856
2013-08-15,4313.29990312
2013-08-16,4246.94701273
2013-08-17,4778.921580359999
2013-08-18,4895.948361729999
2013-08-19,4473.6487076
2013-08-20,4784.17570561
2013-08-21,4932.14886264
2013-08-22,5438.7715511999995
2013-08-23,4933.8668754499995
2013-08-24,4602.730175470001
2013-08-25,3805.27034915
2013-08-26,4190.80643368
2013-08-27,4264.8463977500005
2013-08-28,4710.83498262
2013-08-29,4752.03969735
2013-08-30,5168.91193998
2013-08-31,5606.22585731
2013-09-01,5549.951327459999
2013-09-02,5422.40491922
2013-09-03,4881.23219885
2013-09-04,4102.0615907
2013-09-05,4507.62242832
2013-09-06,4658.49086393
2013-09-07,3649.49911746
2013-09-08,3951.14222954
2013-09-09,5105.5310060599995
2013-09-10,4800.5237116
2013-09-11,5022.555003009999
2013-09-12,5355.34461292
2013-09-13,5120.963236210001
2013-09-14,5470.23750549
2013-09-15,4552.646179269999
2013-09-16,3891.20048691
2013-09-17,4777.754253780001
2013-09-18,4232.50935731
2013-09-19,4841.74587436
2013-09-20,5027.008847959999
2013-09-21,4751.755316009999
2013-09-22,5101.29032181
2013-09-23,5289.4738885100005
2013-09-24,5330.66022492
2013-09-25,5181.06396518
2013-09-26,4077.23002047
2013-09-27,4532.61986498
2013-09-28,4451.08609449
2013-09-29,4275.84549691
2013-09-30,4100.75183782
2013-10-01,4714.139745529999
2013-10-02,4814.923033120001
2013-10-03,5011.60294587
2013-10-04,4524.77279491
2013-10-05,5501.062424889999
2013-10-06,4646.157350439999
2013-10-07,3932.57715142
2013-10-08,4042.1319037900003
2013-10-09,4505.37507628
2013-10-10,4831.05788363
2013-10-11,4647.76995908
2013-10-12,5382.14776583
2013-10-13,5555.80432869
2013-10-14,6283.03670276
2013-10-15,6538.64309771
2013-10-16,5297.19904597
2013-10-17,4211.519525080001
2013-10-18,4838.35801158
2013-10-19,5611.262266940001
2013-10-20,5003.487107389999
2013-10-21,5312.66450678
2013-10-22,6166.680081160001
2013-10-23,5570.77781754
2013-10-24,5425.7649601
2013-10-25,5926.075182099999
2013-10-26,4585.343280440001
2013-10-27,4532.75029853
2013-10-28,4406.18348979
2013-10-29,4034.455093
2013-10-30,4904.72252695
2013-10-31,5304.97871915
2013-11-01,5235.00360841
2013-11-02,5073.530960790001
2013-11-03,4840.87943337
2013-11-04,4926.829855869999
2013-11-05,4397.27916843
2013-11-06,4220.62558243
2013-11-07,3728.5024833199996
2013-11-08,3456.82017227
2013-11-09,3756.0534492399997
2013-11-10,4320.83360662
2013-11-11,4737.22351764
2013-11-12,5047.51123231
2013-11-13,4223.04229153
2013-11-14,4598.1386251700005
2013-11-15,4167.31629565
2013-11-16,4864.265989799999
2013-11-17,4667.08725612
2013-11-18,3927.23178132
2013-11-19,4056.59785609
2013-11-20,4125.27945207
2013-11-21,3776.55807643
2013-11-22,4323.29739671
2013-11-23,4271.01611529
2013-11-24,4217.5359519700005
2013-11-25,4344.60120774
2013-11-26,4000.2369173000006
2013-11-27,4355.412711409999
2013-11-28,4555.7399716400005
2013-11-29,4351.09068458
2013-11-30,4420.181026740001
2013-12-01,4893.88083922
2013-12-02,3996.13751064
2013-12-03,5020.405926359999
2013-12-04,4295.83224443
2013-12-05,4272.54506788
2013-12-06,5219.201632349999
2013-12-07,4912.49123851
2013-12-08,4886.38643048
2013-12-09,4417.04236096
2013-12-10,4817.50092456
2013-12-11,4142.44596076
2013-12-12,4089.3412606399997
2013-12-13,4365.13416963
2013-12-14,4962.401034199999
2013-12-15,4436.51956075
2013-12-16,5040.70545173
2013-12-17,5090.206845539999
2013-12-18,4993.644471340001
2013-12-19,5666.48965383
2013-12-20,4466.244321390001
2013-12-21,4037.43490207
2013-12-22,4236.46529505
2013-12-23,4287.11174057
2013-12-24,4237.06624608
2013-12-25,4062.31784641
2013-12-26,4513.36262326
2013-12-27,4612.279283330001
2013-12-28,3761.65867105
2013-12-29,4214.55153464
2013-12-30,4336.741808909999
2013-12-31,4610.9860097499995
2014-01-01,5134.365342520001
2014-01-02,3363.8118866
2014-01-03,4038.8193888100004
2014-01-04,3537.2874985200006
2014-01-05,4838.938125590001
2014-01-06,4679.50823266
2014-01-07,4440.53038267
2014-01-08,4839.12498292
2014-01-09,5187.80728921
2014-01-10,4687.53797561
2014-01-11,5262.25450903
2014-01-12,5186.79779395
2014-01-13,4236.99050639
2014-01-14,4066.0897868099996
2014-01-15,4616.850235450001
2014-01-16,4638.2472559299995
2014-01-17,3814.67029517
2014-01-18,4362.72316648
2014-01-19,4236.42147877
2014-01-20,4890.27797507
2014-01-21,4165.5990746
2014-01-22,4814.78206656
2014-01-23,4441.79639116
2014-01-24,4740.28913391
2014-01-25,4136.853037479999
2014-01-26,3811.7492081299997
2014-01-27,4363.45771067
2014-01-28,3864.15795644
2014-01-29,3813.31325321
2014-01-30,4413.29500605
2014-01-31,4614.37916749
2014-02-01,4736.42304608
2014-02-02,4660.80299217
2014-02-03,4537.14407582
2014-02-04,4314.22240734
2014-02-05,4213.81992653
2014-02-06,4565.01442794
2014-02-07,3890.30919578
2014-02-08,4562.26699028
2014-02-09,3460.6315335300005
2014-02-10,3913.1395715199997
2014-02-11,4113.09678624
2014-02-12,4466.036865399999
2014-02-13,4464.05001731
2014-02-14,4792.09758792
2014-02-15,4687.556073330001
2014-02-16,4886.32317875
2014-02-17,3898.5617027999997
2014-02-18,4088.3494205
2014-02-19,5014.4588035
2014-02-20,4439.81614558
2014-02-21,3813.88804876
2014-02-22,4512.31655659
2014-02-23,4212.04602794
2014-02-24,4790.21980169
2014-02-25,4042.70847152
2014-02-26,4614.86319291
2014-02-27,4714.41419632
2014-02-28,4541.40787615
2014-03-01,3612.5957828200003
2014-03-02,3510.82910593
2014-03-03,3717.2352689
2014-03-04,3742.3842460299998
2014-03-05,3914.3214001300003
2014-03-06,4339.65574101
2014-03-07,4163.861131369999
2014-03-08,4211.62425694
2014-03-09,4487.28010559
2014-03-10,3741.2671582599996
2014-03-11,4215.29331241
2014-03-12,4566.51719963
2014-03-13,4064.65089124
2014-03-14,3338.65532312
2014-03-15,4135.91359883
2014-03-16,4287.38310041
2014-03-17,4038.0816632999995
2014-03-18,3659.7413767
2014-03-19,4013.4814511600002
2014-03-20,4438.7341206
2014-03-21,4664.67722865
2014-03-22,4267.57915737
2014-03-23,5361.134236259999
2014-03-24,4712.99764579
2014-03-25,3939.5540464299997
2014-03-26,3990.1481802099997
2014-03-27,4338.76146264
2014-03-28,4362.32486726
2014-03-29,4384.79142385
2014-03-30,3510.88456963
2014-03-31,4512.63855609
2014-04-01,4287.31562078
2014-04-02,4938.244191690001
2014-04-03,5113.449981029999
2014-04-04,4888.52233973
2014-04-05,4286.16666447
2014-04-06,3785.3485589800002
2014-04-07,3789.1948772200003
2014-04-08,3364.7635894299997
2014-04-09,4045.2592087499997
2014-04-10,3889.37984843
2014-04-11,4238.9432669200005
2014-04-12,4034.07114824
2014-04-13,4685.29986168
2014-04-14,4840.338066400001
2014-04-15,4566.4995451800005
2014-04-16,3989.2744465
2014-04-17,4239.99553797
2014-04-18,4012.1601127199997
2014-04-19,3987.61314875
2014-04-20,4460.866906650001
2014-04-21,4287.47640246
2014-04-22,3865.29422985
2014-04-23,4139.56230652
2014-04-24,3789.94749758
2014-04-25,4563.64442103
2014-04-26,4084.13901624
2014-04-27,4436.74870756
2014-04-28,3812.79024099
2014-04-29,4287.616385740001
2014-04-30,3437.9536206100006
2014-05-01,4410.84631035
2014-05-02,4036.87743613
2014-05-03,3560.28949159
2014-05-04,3784.88528194
2014-05-05,3138.53297617
2014-05-06,4865.003874460001
2014-05-07,3988.54172333
2014-05-08,4188.58433577
2014-05-09,4265.57402453
2014-05-10,4485.09687328
2014-05-11,3809.70016918
2014-05-12,4113.93177704
2014-05-13,4062.37220357
2014-05-14,3762.0803011800003
2014-05-15,4287.8013398
2014-05-16,4536.63597683
2014-05-17,4334.31030062
2014-05-18,4308.71450665
2014-05-19,4211.4050982399995
2014-05-20,4438.38509866
2014-05-21,4387.79533682
2014-05-22,4312.75997199
2014-05-23,4137.72896008
2014-05-24,3861.23540029
2014-05-25,4035.1444835099996
2014-05-26,3962.5775028499997
2014-05-27,3412.1413587400007
2014-05-28,4238.95978274
2014-05-29,3536.95135479
2014-05-30,4186.59815107
2014-05-31,3684.6477083299997
2014-06-01,4385.75014255
2014-06-02,4836.70443213
2014-06-03,4463.44054734
2014-06-04,4537.00635921
2014-06-05,3812.3498978700004
2014-06-06,3485.80069596
2014-06-07,3883.78221121
2014-06-08,3408.84632234
2014-06-09,3911.0951744100003
2014-06-10,4186.64592603
2014-06-11,3661.27334026
2014-06-12,4312.93722403
2014-06-13,4086.5480141
2014-06-14,4459.08986917
2014-06-15,4759.53850979
2014-06-16,4711.98941586
2014-06-17,4612.0249054
2014-06-18,3962.91108153
2014-06-19,4186.72007406
2014-06-20,4660.71588434
2014-06-21,4659.1894822
2014-06-22,4509.0220478
2014-06-23,4411.295594990001
2014-06-24,4711.062514759999
2014-06-25,4687.3602878
2014-06-26,4285.13416507
2014-06-27,4935.701928439999
2014-06-28,4559.26408687
2014-06-29,3933.71685196
2014-06-30,3311.88919685
2014-07-01,3338.1158411999995
2014-07-02,3437.74840425
2014-07-03,3485.9758023
2014-07-04,4160.11443135
2014-07-05,3808.29427605
2014-07-06,3559.22847962
2014-07-07,3761.2186882299998
2014-07-08,3762.2772753600007
2014-07-09,4161.68912918
2014-07-10,3736.18585911
2014-07-11,3910.87078401
2014-07-12,3933.7120470299997
2014-07-13,4009.42346258
2014-07-14,3386.7598036900004
2014-07-15,3987.51728456
2014-07-16,3612.6136063099993
2014-07-17,4311.76351954
2014-07-18,4311.948688800001
2014-07-19,4435.35413294
2014-07-20,3883.9840281700003
2014-07-21,3885.59027192
2014-07-22,3561.71344544
2014-07-23,3661.00879636
2014-07-24,3585.69751731
2014-07-25,4085.2931762599997
2014-07-26,3358.7395186500003
2014-07-27,3833.9093621
2014-07-28,3760.3505205300003
2014-07-29,3735.39546815
2014-07-30,4311.03235411
2014-07-31,3861.25832902
2014-08-01,3935.6791541799994
2014-08-02,4083.4660484699994
2014-08-03,3858.5500153299995
2014-08-04,3211.0974416000004
2014-08-05,3387.10342599
2014-08-06,4113.162381319999
2014-08-07,4010.9770097699998
2014-08-08,3961.1676299700002
2014-08-09,4559.307383400001
2014-08-10,4434.8312772
2014-08-11,4562.25468145
2014-08-12,4362.52436069
2014-08-13,3637.4197085100004
2014-08-14,4512.19660765
2014-08-15,4137.03876959
2014-08-16,3963.0517045700003
2014-08-17,4287.32208652
2014-08-18,4961.75673016
2014-08-19,4662.801571710001
2014-08-20,4236.966092340001
2014-08-21,4136.43122201
2014-08-22,3935.75447813
2014-08-23,4058.62310978
2014-08-24,3659.04448264
2014-08-25,3441.4533841700004
