Date,indicators/realized_profit
2016-06-25,17841506.9298204
2016-06-26,5481868.10538572
2016-06-27,13223838.6903612
2016-06-28,8645189.15513406
2016-06-29,5758395.05097903
2016-06-30,19339587.4410391
2016-07-01,13349464.6212142
2016-07-02,10547689.3689922
2016-07-03,6261989.163992
2016-07-04,8385601.46795081
2016-07-05,11276588.8792295
2016-07-06,7741204.63971487
2016-07-07,6965998.72771821
2016-07-08,10793638.0716608
2016-07-09,10626654.4768457
2016-07-10,7762935.68582857
2016-07-11,10875006.738892
2016-07-12,7778750.69845675
2016-07-13,7405047.48762808
2016-07-14,4476070.37910412
2016-07-15,4707169.1177309
2016-07-16,4301269.33454146
2016-07-17,10610472.004408
2016-07-18,6515582.49506268
2016-07-19,9902232.01148761
2016-07-20,4558843.11973382
2016-07-21,3399161.37872873
2016-07-22,4399696.70564566
2016-07-23,2463135.85968018
2016-07-24,11031207.7119525
2016-07-25,6579595.17452967
2016-07-26,5387130.87963177
2016-07-27,7038207.94186941
2016-07-28,4522762.77488851
2016-07-29,4031291.37622198
2016-07-30,4253201.64976217
2016-07-31,2872696.4659226
2016-08-01,2686034.69909158
2016-08-02,9066036.26477845
2016-08-03,8812114.33557009
2016-08-04,16121729.0594755
2016-08-05,4820954.83868948
2016-08-06,3609900.35348327
2016-08-07,7634187.86800871
2016-08-08,4377463.22006546
2016-08-09,2491132.79033564
2016-08-10,4007901.52819542
2016-08-11,3202455.83839657
2016-08-12,2403538.5418467
2016-08-13,2166402.12790782
2016-08-14,2807762.79203633
2016-08-15,1329127.58856091
2016-08-16,7114855.60741982
2016-08-17,3085003.25080102
2016-08-18,2626397.44869766
2016-08-19,3805269.10878474
2016-08-20,11634678.8374977
2016-08-21,2444482.1063457
2016-08-22,2708183.28088953
2016-08-23,2760776.12072473
2016-08-24,2047390.42083336
2016-08-25,11554651.6374394
2016-08-26,3129296.05549941
2016-08-27,955455.994015674
2016-08-28,1428641.21380397
2016-08-29,1633816.6152283
2016-08-30,5117596.86824016
2016-08-31,6935157.23713347
2016-09-01,1871525.72809448
2016-09-02,1744265.80489334
2016-09-03,3305383.75880943
2016-09-04,6474056.69649093
2016-09-05,4884298.29311426
2016-09-06,5986301.34062691
2016-09-07,4931568.00472838
2016-09-08,8218145.92419173
2016-09-09,5531744.85537929
2016-09-10,3065431.85881189
2016-09-11,4043667.03025351
2016-09-12,2883803.20862298
2016-09-13,7477038.85499251
2016-09-14,3379031.36400038
2016-09-15,2335925.36141503
2016-09-16,4585666.30867385
2016-09-17,1706759.63257207
2016-09-18,2292129.57560324
2016-09-19,2763488.93188522
2016-09-20,9026697.03452325
2016-09-21,2360986.86736674
2016-09-22,1662867.66061794
2016-09-23,2351252.67163283
2016-09-24,1665590.26499333
2016-09-25,5412854.34849361
2016-09-26,3943233.26334373
2016-09-27,3809274.49967202
2016-09-28,2020692.52774439
2016-09-29,2104139.56081413
2016-09-30,1546110.91715026
2016-10-01,2687265.88312396
2016-10-02,1732979.21623627
2016-10-03,6501272.07087527
2016-10-04,6491555.86914471
2016-10-05,3160989.91433397
2016-10-06,2928022.29304156
2016-10-07,2792069.85668333
2016-10-08,3626551.57462108
2016-10-09,2029098.10413194
2016-10-10,3145295.73326189
2016-10-11,11038792.005566
2016-10-12,12988592.5174065
2016-10-13,4292431.15150441
2016-10-14,3448020.97387567
2016-10-15,2653700.10953489
2016-10-16,3279497.92960772
2016-10-17,10446117.5135288
2016-10-18,7829446.78665039
2016-10-19,4313046.63690033
2016-10-20,3322077.2135519
2016-10-21,7398509.86702016
2016-10-22,4505600.89437085
2016-10-23,4328853.6959154
2016-10-24,5974834.63311544
2016-10-25,7992430.00871322
2016-10-26,11550674.2945916
2016-10-27,17304946.8527683
2016-10-28,7857204.74591067
2016-10-29,13709145.0708378
2016-10-30,5519262.23841662
2016-10-31,12261006.3027254
2016-11-01,15298404.9497293
2016-11-02,9544670.6462555
2016-11-03,12964449.8395568
2016-11-04,7910777.86042688
2016-11-05,4194546.55030159
2016-11-06,5383710.05343973
2016-11-07,6112718.73416713
2016-11-08,11555712.6930928
2016-11-09,15443113.0677431
2016-11-10,7387363.42844212
2016-11-11,6410121.58741865
2016-11-12,3099653.11978485
2016-11-13,3291174.22606386
2016-11-14,6717136.06212879
2016-11-15,8439071.69092649
2016-11-16,17677940.8488574
2016-11-17,16506133.5042164
2016-11-18,11225398.6455528
2016-11-19,6187886.26514654
2016-11-20,5100214.22788718
2016-11-21,8314458.83911675
2016-11-22,10750926.4938365
2016-11-23,9419351.39058845
2016-11-24,31052341.9274597
2016-11-25,4641059.92212449
2016-11-26,6020799.27555024
2016-11-27,5536103.92400185
2016-11-28,7401230.8217487
2016-11-29,5490317.49204128
2016-11-30,7902816.9631064
2016-12-01,10446952.470304
2016-12-02,16867778.4031101
2016-12-03,48434359.0701981
2016-12-04,4570232.20673296
2016-12-05,8783065.05817732
2016-12-06,6514574.78345098
2016-12-07,8193804.30167798
2016-12-08,11690283.0764815
2016-12-09,5795371.20679937
2016-12-10,10654213.1138864
2016-12-11,4314283.96882316
2016-12-12,8988629.67825288
2016-12-13,9133533.08381253
2016-12-14,8521334.78669355
2016-12-15,8982988.00418884
2016-12-16,8477963.31127185
2016-12-17,7790561.08492068
2016-12-18,9232361.1278182
2016-12-19,6288603.97443722
2016-12-20,10970042.6119692
2016-12-21,28767515.5350834
2016-12-22,33550943.9770921
2016-12-23,49700711.5193131
2016-12-24,16044055.2056687
2016-12-25,12340492.6133466
2016-12-26,18340370.7204716
2016-12-27,25130064.0221187
2016-12-28,41680615.1489523
2016-12-29,36456806.6308601
2016-12-30,28479638.6739563
2016-12-31,11861686.1679608
2017-01-01,20352833.2079486
2017-01-02,39699588.4927177
2017-01-03,36600714.4734718
2017-01-04,76552945.6702203
2017-01-05,113803679.552246
2017-01-06,30649762.1518602
2017-01-07,16742988.1635406
2017-01-08,17185084.0460073
2017-01-09,17515392.4095172
2017-01-10,14605906.3109972
2017-01-11,19126923.9392108
2017-01-12,13303424.4041489
2017-01-13,15164202.8028351
2017-01-14,7027043.59145611
2017-01-15,7039514.96760273
2017-01-16,9472748.10339855
2017-01-17,23448637.9288602
2017-01-18,14805562.6601288
2017-01-19,12757706.645261
2017-01-20,9266796.04077466
2017-01-21,12088545.6456022
2017-01-22,14675204.5888098
2017-01-23,11367203.8944724
2017-01-24,16392641.3453184
2017-01-25,14301859.7581987
2017-01-26,12760739.2814864
2017-01-27,8340060.60116827
2017-01-28,5526984.59359411
2017-01-29,22287425.5473677
2017-01-30,7096732.84115997
2017-01-31,15715112.5015706
2017-02-01,18924222.3167621
2017-02-02,20611372.0417141
2017-02-03,31110928.3067324
2017-02-04,14584697.8561416
2017-02-05,14933158.274247
2017-02-06,18876135.0992409
2017-02-07,26607795.4721637
2017-02-08,23009670.5339866
2017-02-09,28852028.735826
2017-02-10,24745696.2271358
2017-02-11,8524602.98609786
2017-02-12,10496829.2079309
2017-02-13,17171249.4731752
2017-02-14,13519564.2771205
2017-02-15,7442967.58647307
2017-02-16,13441600.8224022
2017-02-17,28613794.2695001
2017-02-18,14873366.2220715
2017-02-19,11182609.6431816
2017-02-20,12958694.1636543
2017-02-21,27998630.9414587
2017-02-22,42984497.1572215
2017-02-23,35254405.4941909
2017-02-24,65511987.9842071
2017-02-25,16772969.9261129
2017-02-26,11931571.7899749
