Date,transactions/transfers_volume_from_exchanges_sum
2012-10-07,2872.94696962
2012-10-08,8730.67293685
2012-10-09,1439.58282362
2012-10-10,2072.11017425
2012-10-11,2077.30247069
2012-10-12,773.83749591
2012-10-13,783.48580099
2012-10-14,278.76954983
2012-10-15,3595.96925722
2012-10-16,1462.06919268
2012-10-17,3087.65886397
2012-10-18,1116.94911928
2012-10-19,3517.82405106
2012-10-20,784.5525
2012-10-21,1042.5712672
2012-10-22,3179.6657557
2012-10-23,4797.29986654
2012-10-24,5438.74228391
2012-10-25,6101.13329139
2012-10-26,9266.43220495
2012-10-27,983.02282217
2012-10-28,5908.19273941
2012-10-29,1635.67438186
2012-10-30,2223.36439499
2012-10-31,2201.33993754
2012-11-01,2709.13809234
2012-11-02,1586.47074742
2012-11-03,1804.16143989
2012-11-04,2129.66259633
2012-11-05,8226.53937652
2012-11-06,2300.58244186
2012-11-07,2598.3448252
2012-11-08,13364.49517926
2012-11-09,2298.35088633
2012-11-10,3060.17366048
2012-11-11,299.37006986
2012-11-12,1226.03076523
2012-11-13,2123.2346519
2012-11-14,1428.96624168
2012-11-15,2235.94136364
2012-11-16,8254.42464931
2012-11-17,688.88301094
2012-11-18,947.16485928
2012-11-19,4905.36961435
2012-11-20,5748.01555841
2012-11-21,1752.35865015
2012-11-22,10573.79455132
2012-11-23,4170.27664187
2012-11-24,2724.19422218
2012-11-25,1271.42024143
2012-11-26,3813.00620468
2012-11-27,2729.89801577
2012-11-28,3495.09835066
2012-11-29,2801.03868896
2012-11-30,5148.34743458
2012-12-01,1615.98667052
2012-12-02,1361.02770362
2012-12-03,2790.95633742
2012-12-04,8045.95747535
2012-12-05,8653.6865349
2012-12-06,4489.53384967
2012-12-07,3007.89657143
2012-12-08,1183.31880222
2012-12-09,656.17182041
2012-12-10,4314.76390292
2012-12-11,3529.57079825
2012-12-12,2647.10508458
2012-12-13,3646.98293753
2012-12-14,4195.09250575
2012-12-15,1335.83843316
2012-12-16,2100.54897652
2012-12-17,6159.98133977
2012-12-18,4394.94351569
2012-12-19,2326.83329131
2012-12-20,2052.23773392
2012-12-21,1496.70555261
2012-12-22,1915.75097348
2012-12-23,404.95166835
2012-12-24,1575.96601364
2012-12-25,758.77325179
2012-12-26,5252.01393371
2012-12-27,4118.22154557
2012-12-28,4571.08135833
2012-12-29,888.88194324
2012-12-30,496.8090567
2012-12-31,1178.88774923
2013-01-01,1943.88805381
2013-01-02,2665.9540267
2013-01-03,2271.75454078
2013-01-04,3123.31700937
2013-01-05,1774.83929958
2013-01-06,452.21056819
2013-01-07,5419.55506905
2013-01-08,7217.76003532
2013-01-09,1697.8677458
2013-01-10,2473.07356346
2013-01-11,3216.63943013
2013-01-12,1920.67591882
2013-01-13,1360.54092495
2013-01-14,5292.36797464
2013-01-15,4831.06799596
2013-01-16,8667.64626286
2013-01-17,2555.14110376
2013-01-18,5522.29465281817
2013-01-19,2103.42943992
2013-01-20,1352.27787159
2013-01-21,3787.86819945
2013-01-22,2272.52613601
2013-01-23,5668.30322031
2013-01-24,5546.40054967
2013-01-25,7504.70716957
2013-01-26,2375.55507115313
2013-01-27,3246.44991093
2013-01-28,3204.74354312
2013-01-29,5133.00852163
2013-01-30,5264.88315518
2013-01-31,2317.70572918
2013-02-01,3400.56644934733
2013-02-02,5035.29513623
2013-02-03,3051.56300382
2013-02-04,2139.76176734
2013-02-05,3160.76961027
2013-02-06,8248.88603555
2013-02-07,1561.72229632095
2013-02-08,5888.32730214
2013-02-09,1287.16531009
2013-02-10,2339.76610456
2013-02-11,3352.36893741164
2013-02-12,4008.28170274
2013-02-13,3285.12160866
2013-02-14,6671.55667357
2013-02-15,2695.10423266
2013-02-16,3349.63998775
2013-02-17,3633.50979575
2013-02-18,2565.80695047
2013-02-19,6425.18380959
2013-02-20,4676.31507928
2013-02-21,2023.64329131
2013-02-22,11952.8626785656
2013-02-23,1687.28616437471
2013-02-24,2250.98801760367
2013-02-25,1377.52367286
2013-02-26,4448.89518959476
2013-02-27,2533.0181891
2013-02-28,5788.71604085936
2013-03-01,1895.68194176102
2013-03-02,782.72289505
2013-03-03,11241.4814650285
2013-03-04,6749.18386520078
2013-03-05,6601.76198769716
2013-03-06,3422.10676941
2013-03-07,5819.83841930572
2013-03-08,6422.53838459
2013-03-09,2807.0644284
2013-03-10,3469.86609177613
2013-03-11,8207.39569506262
2013-03-12,5054.82085761116
2013-03-13,4004.80789905
2013-03-14,2086.79073535086
2013-03-15,1488.01580035282
2013-03-16,2013.26561655563
2013-03-17,868.810825428454
2013-03-18,2289.43050575
2013-03-19,3497.16758858
2013-03-20,5353.08802300833
2013-03-21,7595.13221329
2013-03-22,5523.43992120306
2013-03-23,6697.84577123968
2013-03-24,2946.45315022975
2013-03-25,5768.88863621956
2013-03-26,3642.9039116
2013-03-27,9738.38783190573
2013-03-28,4075.93453667705
2013-03-29,3922.37571002
2013-03-30,2854.13344198579
2013-03-31,3535.84591263
2013-04-01,3310.81823817814
2013-04-02,8216.52549649462
2013-04-03,5537.39606102
2013-04-04,4806.77835128382
2013-04-05,3587.31910706968
2013-04-06,2176.08257634803
2013-04-07,2190.97098181427
2013-04-08,3522.04196426267
2013-04-09,8235.74593810537
2013-04-10,9380.04938361911
2013-04-11,27139.57958811
2013-04-12,19230.9629137525
2013-04-13,7887.90477113498
2013-04-14,3001.31335939299
2013-04-15,9687.69035615968
2013-04-16,9942.45844305966
2013-04-17,14255.3828017936
2013-04-18,5644.01291488074
2013-04-19,6256.33459686853
2013-04-20,9435.9209569817
2013-04-21,7208.93076335107
2013-04-22,4630.5722357673
2013-04-23,5398.78428711192
2013-04-24,6631.73048328386
2013-04-25,4120.62062592736
2013-04-26,3754.79499344831
2013-04-27,8705.6341605487
2013-04-28,3102.13321993639
2013-04-29,4044.3298916577
2013-04-30,3855.84313861
2013-05-01,10344.6274679526
2013-05-02,9087.49865671403
2013-05-03,11140.6794768809
2013-05-04,5364.50868369432
2013-05-05,1933.73786193545
2013-05-06,8383.51136930843
2013-05-07,7448.51452421
2013-05-08,4643.88423604044
2013-05-09,5639.45023822288
2013-05-10,7129.31619878267
2013-05-11,2755.35059225948
2013-05-12,3399.89720944484
2013-05-13,2718.67925589813
2013-05-14,6399.68081471564
2013-05-15,6217.61497157825
2013-05-16,9054.15024630853
2013-05-17,4312.84044913048
2013-05-18,4519.78650254984
2013-05-19,3957.15532184054
2013-05-20,2971.91946760539
2013-05-21,3778.19352531275
2013-05-22,5420.76592609108
2013-05-23,8252.52829578561
2013-05-24,17575.6165998063
2013-05-25,2211.43566827428
2013-05-26,1502.88414360467
2013-05-27,3978.89003095787
2013-05-28,5243.56215994951
2013-05-29,3738.71645758514
2013-05-30,6416.44059358349
2013-05-31,8839.68016770385
2013-06-01,3036.95479345412
2013-06-02,10889.7396653797
2013-06-03,7832.51209375012
2013-06-04,7572.15332068144
2013-06-05,3149.65498541631
2013-06-06,4792.10557456234
2013-06-07,10849.8930737308
2013-06-08,4971.89955933862
2013-06-09,11517.5372829981
2013-06-10,8768.36280535714
2013-06-11,4663.7984702061
2013-06-12,4288.97608426455
2013-06-13,12074.9613327648
2013-06-14,4574.17721145523
2013-06-15,2428.83920603973
2013-06-16,2730.73835026715
2013-06-17,3630.99566134267
2013-06-18,3729.89924448917
2013-06-19,2979.73522337424
2013-06-20,6045.22491359612
2013-06-21,34903.3656487679
2013-06-22,6719.86036625307
2013-06-23,2001.27510204564
2013-06-24,8983.08504385746
2013-06-25,10778.1733599745
2013-06-26,3034.34679960349
2013-06-27,6442.71567388284
2013-06-28,13930.6470289529
2013-06-29,2629.28569633531
2013-06-30,4622.80408423151
2013-07-01,17093.6507249371
2013-07-02,10192.8853494111
2013-07-03,12565.4249348203
2013-07-04,13322.2372319233
2013-07-05,14813.5834919933
2013-07-06,9744.82574179486
2013-07-07,2846.97892097039
2013-07-08,7716.86334744266
2013-07-09,12156.7170191578
2013-07-10,14036.0602817825
2013-07-11,9672.25187300802
2013-07-12,11689.8562674809
2013-07-13,4292.34098307527
2013-07-14,7538.68862409615
2013-07-15,8938.61188213536
2013-07-16,7765.47471736007
2013-07-17,8442.30210367891
2013-07-18,38059.7726651991
2013-07-19,11662.5011701316
2013-07-20,4987.10690950556
2013-07-21,4572.51791690696
2013-07-22,10318.3410437066
2013-07-23,5347.79534546814
2013-07-24,8937.16427506012
2013-07-25,6498.32334202516
2013-07-26,5760.87165723066
2013-07-27,5315.78926582289
2013-07-28,8299.61994343034
2013-07-29,13758.6079064244
2013-07-30,7970.00698848935
2013-07-31,10770.3342100163
2013-08-01,5915.48079121952
2013-08-02,10737.1249757915
2013-08-03,4539.16742989244
2013-08-04,1738.71652558411
2013-08-05,13354.7671377117
2013-08-06,7114.21141557813
2013-08-07,9221.79422591625
2013-08-08,13195.794576702
2013-08-09,8065.15545760906
2013-08-10,4351.00247940144
2013-08-11,3666.97120177447
2013-08-12,4200.44146621306
2013-08-13,9354.00503358698
2013-08-14,7450.48314459206
2013-08-15,10317.1065830029
2013-08-16,8742.87681449345
2013-08-17,34231.9061350634
2013-08-18,4896.76834751481
2013-08-19,11692.4600142319
2013-08-20,12748.7220257685
2013-08-21,19085.4656567764
2013-08-22,17708.1781624203
2013-08-23,16752.9063465717
2013-08-24,2677.63265094229
2013-08-25,7082.35308350809
2013-08-26,11731.6204219584
2013-08-27,12692.1679963087
2013-08-28,9470.85198546819
2013-08-29,10062.1127680768
2013-08-30,8598.78474407174
2013-08-31,7660.75151326098
2013-09-01,2760.35637736785
2013-09-02,6374.23696148653
2013-09-03,13346.421171281
2013-09-04,15228.6408325727
2013-09-05,10333.9712359825
2013-09-06,7961.86829263858
2013-09-07,7761.7652772091
2013-09-08,3432.54363271262
2013-09-09,7513.1407163267
2013-09-10,11664.2807368047
2013-09-11,8836.15299704082
2013-09-12,9564.78471006255
2013-09-13,10219.2052325445
2013-09-14,7534.35016417949
2013-09-15,3294.78116497441
2013-09-16,8029.8371557324
2013-09-17,9259.7681691127
2013-09-18,7941.98294463177
2013-09-19,7000.36504518305
2013-09-20,10860.2706802177
2013-09-21,4103.89787882572
2013-09-22,2790.70946891588
2013-09-23,8910.94876562233
2013-09-24,6312.38076673226
2013-09-25,9895.05880521939
2013-09-26,6862.78016457795
2013-09-27,12660.4635400253
2013-09-28,11262.3926259575
2013-09-29,5365.3861961614
2013-09-30,9545.09928814291
2013-10-01,27521.3895941432
2013-10-02,43744.3949215314
2013-10-03,17630.541206453
2013-10-04,11657.7020611531
2013-10-05,5257.9219679021
2013-10-06,7108.99783294651
2013-10-07,6711.32948093994
2013-10-08,10646.2642584023
2013-10-09,15403.1849457473
2013-10-10,13895.6558180962
2013-10-11,7080.77326337308
2013-10-12,9840.02325909267
2013-10-13,7491.13736587878
2013-10-14,23691.5166673915
2013-10-15,11954.6546958447
2013-10-16,16660.2659783266
2013-10-17,11614.8798624563
2013-10-18,13485.8691532076
2013-10-19,13384.1587314165
2013-10-20,9476.97028757254
2013-10-21,22081.5491962865
2013-10-22,22888.9278986401
2013-10-23,19651.1868169093
2013-10-24,29701.2111211292
2013-10-25,9782.25527430653
2013-10-26,7591.06596034952
2013-10-27,7356.63618410212
2013-10-28,8597.72375726581
2013-10-29,13910.1465258831
2013-10-30,11516.8782811577
2013-10-31,14585.7104308505
2013-11-01,4066.82416616542
2013-11-02,3759.02979942757
2013-11-03,5105.09406868083
2013-11-04,29377.4815987901
2013-11-05,31086.2025008903
2013-11-06,19613.4885513529
2013-11-07,30511.22912207
2013-11-08,25916.4086728433
2013-11-09,23686.1788447189
2013-11-10,12685.6057227976
2013-11-11,16012.3305699764
2013-11-12,27307.2637393455
2013-11-13,37213.3624549586
2013-11-14,20063.2839105227
2013-11-15,17040.9577083925
2013-11-16,11292.5480469829
2013-11-17,13350.6071834878
2013-11-18,30857.0460820061
2013-11-19,30837.7338961656
2013-11-20,36308.3906438176
2013-11-21,25298.460844972
2013-11-22,32420.1722826521
2013-11-23,13442.9771846773
2013-11-24,12527.4834270386
2013-11-25,18959.7583032936
2013-11-26,23008.5338751824
2013-11-27,22202.5396906405
2013-11-28,35255.9477236876
2013-11-29,70004.1816014689
2013-11-30,16341.3961969875
2013-12-01,19291.0743472364
2013-12-02,20434.6589782707
2013-12-03,9075.18805820895
2013-12-04,24088.4909743704
2013-12-05,20893.7372928313
2013-12-06,26386.2889056774
2013-12-07,22863.4977795569
2013-12-08,9454.32850027867
2013-12-09,13481.200884337
2013-12-10,10069.8463591101
2013-12-11,9480.30554873123
2013-12-12,10696.6469568246
2013-12-13,8261.53979873963
2013-12-14,9653.38139458594
2013-12-15,8490.96744703519
2013-12-16,15684.7976601385
2013-12-17,11923.2033413856
2013-12-18,32686.378371796
2013-12-19,21358.2929905252
2013-12-20,14629.8045763311
2013-12-21,11234.619369627
2013-12-22,35542.0687593602
2013-12-23,17965.8142356714
2013-12-24,25798.5144657887
2013-12-25,19920.7828422632
2013-12-26,12407.2239265111
2013-12-27,10882.1255254831
2013-12-28,5501.7304886957
2013-12-29,4236.74733921826
2013-12-30,16685.9076643977
2013-12-31,6381.67132660396
2014-01-01,5782.78008518109
2014-01-02,7530.14588517014
2014-01-03,14019.8228404387
2014-01-04,7156.31760504766
2014-01-05,25226.3022087732
2014-01-06,9387.76066744676
2014-01-07,16879.5145030618
2014-01-08,10962.2261562197
2014-01-09,11308.2568412651
2014-01-10,5697.99677749002
2014-01-11,7211.46768590719
2014-01-12,8024.50152407648
2014-01-13,20852.6994319784
2014-01-14,7005.3353155492
2014-01-15,9122.01017952862
2014-01-16,8272.68819241739
2014-01-17,8673.84321697388
2014-01-18,4656.3403068941
2014-01-19,8384.31426803939
2014-01-20,10494.9010553773
2014-01-21,11766.6654561081
2014-01-22,7322.53035039218
2014-01-23,4772.06388385167
2014-01-24,6490.2647581903
2014-01-25,5681.2409932175
2014-01-26,7871.5120243781
2014-01-27,20657.1025371525
2014-01-28,10753.6587220582
2014-01-29,9925.56831797331
2014-01-30,5901.60500617657
2014-01-31,6458.89186483404
2014-02-01,3959.18408058087
2014-02-02,8185.85994685892
2014-02-03,4756.91642242225
2014-02-04,5438.75677848279
2014-02-05,6270.13118728461
2014-02-06,9288.63055521207
2014-02-07,35852.8549932808
2014-02-08,10693.6151346645
2014-02-09,9555.50049058897
2014-02-10,29848.3868425044
2014-02-11,9948.44902932526
2014-02-12,6398.55739020073
2014-02-13,4708.17966527818
2014-02-14,14800.6460003148
2014-02-15,19775.5633502393
2014-02-16,20648.5786718441
2014-02-17,16183.6442418822
2014-02-18,13514.9416039614
2014-02-19,9385.34957936169
2014-02-20,19082.6018773936
2014-02-21,14657.5297410585
2014-02-22,14524.1838007643
2014-02-23,12967.9677088895
2014-02-24,27804.2745517934
2014-02-25,43532.1702975598
2014-02-26,25868.6659632069
2014-02-27,18391.5347281498
2014-02-28,11136.5098245145
2014-03-01,8275.67082129579
2014-03-02,7487.40865474102
2014-03-03,29915.1752473078
2014-03-04,32222.8723496686
2014-03-05,13682.8275907959
2014-03-06,22697.675334415
2014-03-07,10874.3556408402
2014-03-08,10197.0920915373
2014-03-09,9587.739737478
2014-03-10,13497.0802529112
2014-03-11,8030.02799372499
2014-03-12,21965.4450195063
2014-03-13,12547.6328658255
2014-03-14,7488.80647617156
2014-03-15,6784.02822044711
2014-03-16,4550.15927058902
2014-03-17,12225.9567565804
2014-03-18,17959.0622659074
2014-03-19,19293.4689648263
2014-03-20,12486.8072040221
2014-03-21,19087.9444581701
2014-03-22,10000.5954076408
2014-03-23,7157.79176426492
2014-03-24,11330.9572526476
2014-03-25,16978.3241048147
2014-03-26,18722.3899055777
2014-03-27,45011.7355827302
2014-03-28,43175.9054460635
2014-03-29,10053.5265451234
2014-03-30,27003.4927550244
2014-03-31,21278.5599402588
2014-04-01,12930.5480821971
2014-04-02,22643.3873652182
2014-04-03,19783.6225877798
2014-04-04,22454.8274508762
2014-04-05,24651.792357489
2014-04-06,12833.2805650149
2014-04-07,8306.68643953731
2014-04-08,7988.88259942794
2014-04-09,13752.8676086488
2014-04-10,31567.3352990161
2014-04-11,26744.6745538841
2014-04-12,9490.48392441358
2014-04-13,7379.97326682387
2014-04-14,15175.8074259117
2014-04-15,20366.2827136689
2014-04-16,14803.6555386678
2014-04-17,29374.9904474123
2014-04-18,15567.0786361183
2014-04-19,7356.28173670161
2014-04-20,6612.23050200947
2014-04-21,14075.7557979897
2014-04-22,24416.4504464466
2014-04-23,9656.684810538
2014-04-24,11685.5905245669
2014-04-25,21823.9236838068
2014-04-26,11561.7154818112
2014-04-27,11489.2773948298
2014-04-28,23953.8693568606
2014-04-29,22919.8160069005
2014-04-30,9898.77444966421
2014-05-01,10707.3969389163
2014-05-02,14928.0827391997
2014-05-03,7768.92919983919
2014-05-04,9542.62110021207
2014-05-05,9007.37104095457
2014-05-06,9158.31282965473
2014-05-07,14393.0949193929
2014-05-08,13869.7739247405
2014-05-09,8276.89802529556
2014-05-10,8283.95999676302
2014-05-11,11754.4293538722
2014-05-12,9519.38670411717
2014-05-13,11137.6053085103
2014-05-14,16925.9313885082
2014-05-15,11668.650073045
2014-05-16,10489.2051557106
2014-05-17,3156.23152166194
2014-05-18,6048.61001286649
