Date,mining/thermocap
2017-04-29,2298036316.6550055
2017-04-30,2300580642.939737
2017-05-01,2303227513.4502807
2017-05-02,2306093236.911937
2017-05-03,2308533511.3655014
2017-05-04,2311811139.586862
2017-05-05,2314351936.1635256
2017-05-06,2317640992.6180725
2017-05-07,2320921852.332851
2017-05-08,2324555886.596171
2017-05-09,2327886824.4550653
2017-05-10,2331129534.630472
2017-05-11,2334222446.4035
2017-05-12,2337634191.9932694
2017-05-13,2341014857.429107
2017-05-14,2344690936.6839743
2017-05-15,2348399147.5668697
2017-05-16,2351249907.440525
2017-05-17,2354731307.552345
2017-05-18,2357982520.201289
2017-05-19,2361945604.7936254
2017-05-20,2366052667.81434
2017-05-21,2369813305.0544868
2017-05-22,2373732241.201055
2017-05-23,2378364915.3961115
2017-05-24,2382923470.5371776
2017-05-25,2388184955.656607
2017-05-26,2392810450.1112523
2017-05-27,2397249200.1765018
2017-05-28,2401813351.1623197
2017-05-29,2406058793.2667418
2017-05-30,2411133563.431938
2017-05-31,2415749137.2169175
2017-06-01,2420844649.031994
2017-06-02,2425273880.6507835
2017-06-03,2431326160.6187162
2017-06-04,2436398961.486639
2017-06-05,2441730413.9638567
2017-06-06,2447081367.688031
2017-06-07,2452889136.729001
2017-06-08,2458563954.636975
2017-06-09,2463892752.151173
2017-06-10,2468926058.7760377
2017-06-11,2474262928.5125933
2017-06-12,2479439592.5329275
2017-06-13,2484224932.2393823
2017-06-14,2488883172.577266
2017-06-15,2493386174.5244803
2017-06-16,2497908423.376052
2017-06-17,2502538131.053399
2017-06-18,2507190308.7013464
2017-06-19,2512013833.127253
2017-06-20,2516596249.6929073
2017-06-21,2521323342.2610197
2017-06-22,2525964275.7269897
2017-06-23,2531385637.5557632
2017-06-24,2536236976.7488575
2017-06-25,2540136244.8644505
2017-06-26,2544500618.5045347
2017-06-27,2548432532.5951276
2017-06-28,2553404315.5026164
2017-06-29,2557241173.1639967
2017-06-30,2562086396.321911
2017-07-01,2567129258.645531
2017-07-02,2572887035.6784034
2017-07-03,2578246456.3191175
2017-07-04,2583213398.773152
2017-07-05,2588011041.7195415
2017-07-06,2592621864.520007
2017-07-07,2597336210.4860673
2017-07-08,2602530400.0777235
2017-07-09,2606923043.9659576
2017-07-10,2612971310.9197536
2017-07-11,2618038419.465722
