Date,transactions/rate
2015-08-07,0.02355324074074074
2015-08-08,0.02712962962962963
2015-08-09,0.015185185185185185
2015-08-10,0.023460648148148147
2015-08-11,0.05734953703703704
2015-08-12,0.023252314814814816
2015-08-13,0.03280092592592593
2015-08-14,0.03664351851851852
2015-08-15,0.026261574074074073
2015-08-16,0.028217592592592593
2015-08-17,0.029074074074074075
2015-08-18,0.028854166666666667
2015-08-19,0.037210648148148145
2015-08-20,0.026631944444444444
2015-08-21,0.045208333333333336
2015-08-22,0.04136574074074074
2015-08-23,0.04846064814814815
2015-08-24,0.0512962962962963
2015-08-25,0.05173611111111111
2015-08-26,0.048067129629629626
2015-08-27,0.0642361111111111
2015-08-28,0.05505787037037037
2015-08-29,0.047893518518518516
2015-08-30,0.052905092592592594
2015-08-31,0.06011574074074074
2015-09-01,0.05950231481481481
2015-09-02,0.06005787037037037
2015-09-03,0.05516203703703704
2015-09-04,0.06509259259259259
2015-09-05,0.06376157407407407
2015-09-06,0.06384259259259259
2015-09-07,0.06592592592592593
2015-09-08,0.06494212962962963
2015-09-09,0.06480324074074074
2015-09-10,0.06170138888888889
2015-09-11,0.07472222222222222
2015-09-12,0.06460648148148149
2015-09-13,0.0699537037037037
2015-09-14,0.06446759259259259
2015-09-15,0.06256944444444444
2015-09-16,0.06789351851851852
2015-09-17,0.062094907407407404
2015-09-18,0.0669212962962963
2015-09-19,0.06017361111111111
2015-09-20,0.0738425925925926
2015-09-21,0.07295138888888889
2015-09-22,0.07872685185185185
2015-09-23,0.08537037037037037
2015-09-24,0.0719675925925926
2015-09-25,0.06766203703703703
2015-09-26,0.06833333333333333
2015-09-27,0.0665162037037037
2015-09-28,0.07077546296296296
2015-09-29,0.06640046296296297
2015-09-30,0.06789351851851852
2015-10-01,0.07429398148148147
2015-10-02,0.0700462962962963
2015-10-03,0.07074074074074074
2015-10-04,0.07666666666666666
2015-10-05,0.07222222222222222
2015-10-06,0.07472222222222222
2015-10-07,0.0823263888888889
2015-10-08,0.08016203703703703
2015-10-09,0.07825231481481482
2015-10-10,0.07556712962962962
2015-10-11,0.06971064814814815
2015-10-12,0.07605324074074074
2015-10-13,0.07887731481481482
2015-10-14,0.07891203703703703
2015-10-15,0.07490740740740741
2015-10-16,0.0783449074074074
2015-10-17,0.07597222222222222
2015-10-18,0.07479166666666667
2015-10-19,0.07635416666666667
2015-10-20,0.0682175925925926
2015-10-21,0.07145833333333333
2015-10-22,0.06900462962962962
2015-10-23,0.07940972222222223
2015-10-24,0.07354166666666667
2015-10-25,0.06728009259259259
2015-10-26,0.06840277777777778
2015-10-27,0.078125
2015-10-28,0.0849537037037037
2015-10-29,0.09004629629629629
2015-10-30,0.09153935185185186
2015-10-31,0.08706018518518518
2015-11-01,0.0797800925925926
2015-11-02,0.07572916666666667
2015-11-03,0.08556712962962963
2015-11-04,0.08140046296296297
2015-11-05,0.08666666666666667
2015-11-06,0.09113425925925926
2015-11-07,0.12702546296296297
2015-11-08,0.14344907407407406
2015-11-09,0.08898148148148148
2015-11-10,0.09423611111111112
2015-11-11,0.11825231481481481
2015-11-12,0.10842592592592593
2015-11-13,0.09127314814814814
2015-11-14,0.08340277777777778
2015-11-15,0.08293981481481481
2015-11-16,0.08606481481481482
2015-11-17,0.08269675925925926
2015-11-18,0.08521990740740741
2015-11-19,0.10268518518518518
2015-11-20,0.07346064814814815
2015-11-21,0.07893518518518519
2015-11-22,0.08197916666666667
2015-11-23,0.09560185185185185
2015-11-24,0.08274305555555556
2015-11-25,0.0821412037037037
2015-11-26,0.08423611111111111
2015-11-27,0.07684027777777777
2015-11-28,0.07861111111111112
2015-11-29,0.07927083333333333
2015-11-30,0.10366898148148149
2015-12-01,0.07849537037037037
2015-12-02,0.07518518518518519
2015-12-03,0.08039351851851852
2015-12-04,0.07960648148148149
2015-12-05,0.07837962962962963
2015-12-06,0.1050925925925926
2015-12-07,0.08261574074074074
2015-12-08,0.07743055555555556
2015-12-09,0.08101851851851852
2015-12-10,0.08583333333333333
2015-12-11,0.09371527777777777
2015-12-12,0.09493055555555556
2015-12-13,0.08577546296296296
2015-12-14,0.1796875
2015-12-15,0.23563657407407407
2015-12-16,0.11914351851851852
2015-12-17,0.11109953703703704
2015-12-18,0.10450231481481481
2015-12-19,0.10732638888888889
2015-12-20,0.11100694444444445
2015-12-21,0.1395949074074074
2015-12-22,0.24332175925925925
2015-12-23,0.2631597222222222
2015-12-24,0.1561574074074074
2015-12-25,0.11017361111111111
2015-12-26,0.12409722222222222
2015-12-27,0.25305555555555553
2015-12-28,0.1430787037037037
2015-12-29,0.13135416666666666
2015-12-30,0.25083333333333335
2015-12-31,0.11922453703703703
2016-01-01,0.09527777777777778
2016-01-02,0.10606481481481482
2016-01-03,0.10715277777777778
2016-01-04,0.1095949074074074
2016-01-05,0.1900925925925926
2016-01-06,0.19744212962962962
2016-01-07,0.2553587962962963
2016-01-08,0.1263425925925926
2016-01-09,0.13627314814814814
2016-01-10,0.11944444444444445
2016-01-11,0.12604166666666666
2016-01-12,0.12569444444444444
2016-01-13,0.1870138888888889
2016-01-14,0.12324074074074073
2016-01-15,0.11421296296296296
2016-01-16,0.12337962962962963
2016-01-17,0.1127662037037037
2016-01-18,0.14949074074074073
2016-01-19,0.15527777777777776
2016-01-20,0.12278935185185186
2016-01-21,0.12416666666666666
2016-01-22,0.16024305555555557
2016-01-23,0.1275462962962963
2016-01-24,0.14806712962962962
2016-01-25,0.19804398148148147
2016-01-26,0.19106481481481483
2016-01-27,0.2167476851851852
2016-01-28,0.19391203703703705
2016-01-29,0.18959490740740742
2016-01-30,0.16953703703703704
2016-01-31,0.16392361111111112
2016-02-01,0.16420138888888888
2016-02-02,0.1652662037037037
2016-02-03,0.16515046296296296
2016-02-04,0.16633101851851853
2016-02-05,0.17645833333333333
2016-02-06,0.36341435185185184
2016-02-07,0.1650462962962963
2016-02-08,0.1701851851851852
2016-02-09,0.17957175925925925
2016-02-10,0.19824074074074075
2016-02-11,0.24797453703703703
2016-02-12,0.20936342592592594
2016-02-13,0.22363425925925925
2016-02-14,0.1923263888888889
2016-02-15,0.19847222222222222
2016-02-16,0.2028009259259259
2016-02-17,0.23082175925925927
2016-02-18,0.19605324074074074
2016-02-19,0.21280092592592592
2016-02-20,0.19305555555555556
2016-02-21,0.19793981481481482
2016-02-22,0.2101851851851852
2016-02-23,0.20923611111111112
2016-02-24,0.21805555555555556
2016-02-25,0.2255324074074074
2016-02-26,0.24347222222222223
2016-02-27,0.21940972222222221
2016-02-28,0.22033564814814816
2016-02-29,0.2353125
2016-03-01,0.25181712962962965
2016-03-02,0.27253472222222225
2016-03-03,0.2871875
2016-03-04,0.2809490740740741
2016-03-05,0.3136689814814815
2016-03-06,0.3199768518518519
2016-03-07,0.26916666666666667
2016-03-08,0.2788657407407407
2016-03-09,0.28413194444444445
2016-03-10,0.28681712962962963
2016-03-11,0.2674074074074074
2016-03-12,0.32157407407407407
2016-03-13,0.32524305555555555
2016-03-14,0.3300462962962963
2016-03-15,0.33827546296296296
2016-03-16,0.3189236111111111
2016-03-17,0.3878125
2016-03-18,0.36802083333333335
2016-03-19,0.402337962962963
2016-03-20,0.3753356481481481
2016-03-21,0.376087962962963
2016-03-22,0.3803009259259259
2016-03-23,0.3676388888888889
2016-03-24,0.4273032407407407
2016-03-25,0.42519675925925926
2016-03-26,0.42368055555555556
2016-03-27,0.34664351851851855
2016-03-28,0.3885648148148148
2016-03-29,0.3916087962962963
2016-03-30,0.42243055555555553
2016-03-31,0.37296296296296294
2016-04-01,0.38525462962962964
2016-04-02,0.33949074074074076
2016-04-03,0.3423263888888889
2016-04-04,0.3996180555555556
2016-04-05,0.45252314814814815
2016-04-06,0.3676388888888889
2016-04-07,0.368275462962963
2016-04-08,0.3934259259259259
2016-04-09,0.3692476851851852
