Date,indicators/cvdd
2010-12-04,0.00496433557365708
2010-12-05,0.00498021868759325
2010-12-06,0.00514042300055228
2010-12-07,0.0052308865854593
2010-12-08,0.00523235640665512
2010-12-09,0.00524657528003646
2010-12-10,0.00526514994073314
2010-12-11,0.00529674083079831
2010-12-12,0.00529920575355593
2010-12-13,0.00537241122449979
2010-12-14,0.0053717870007094
2010-12-15,0.00541074181414704
2010-12-16,0.00541461763467331
2010-12-17,0.00541285276567015
2010-12-18,0.00543747722312401
2010-12-19,0.00546997685875763
2010-12-20,0.00564635640284682
2010-12-21,0.00611525090782996
2010-12-22,0.00611717541613925
2010-12-23,0.00612143889510335
2010-12-24,0.00612452855131277
2010-12-25,0.00614117375804269
2010-12-26,0.00615528429695277
2010-12-27,0.00622170023221356
2010-12-28,0.00623420971591425
2010-12-29,0.0063250174201993
2010-12-30,0.00634802331132035
2010-12-31,0.00637834151433918
2011-01-01,0.00637721452366589
2011-01-02,0.00646735878670197
2011-01-03,0.00649376731968507
2011-01-04,0.00649345970642274
2011-01-05,0.00650773971212869
2011-01-06,0.00653463406078975
2011-01-07,0.00656861981031256
2011-01-08,0.006622659800551
2011-01-09,0.00664126550574949
2011-01-10,0.00678364557657139
2011-01-11,0.0074430079066465
2011-01-12,0.00745264551164539
2011-01-13,0.00763689211381926
2011-01-14,0.00775029595458653
2011-01-15,0.00776291109139439
2011-01-16,0.00790547133427871
2011-01-17,0.00795476736715358
2011-01-18,0.00800377594585027
2011-01-19,0.00825390811236524
2011-01-20,0.00829003170367183
2011-01-21,0.0083289862835184
2011-01-22,0.00838322771212818
2011-01-23,0.00859033468896763
2011-01-24,0.00871370731812474
2011-01-25,0.00874118009533322
2011-01-26,0.00900667045291
2011-01-27,0.0116660898428998
2011-01-28,0.0118060586223141
2011-01-29,0.0120763379753332
2011-01-30,0.0121042804745793
2011-01-31,0.0123172804850151
2011-02-01,0.0125502397898263
2011-02-02,0.0128275629913023
2011-02-03,0.0129091045933078
2011-02-04,0.0130483801662831
2011-02-05,0.0131464056716584
2011-02-06,0.0134949303559543
2011-02-07,0.0144077128717396
2011-02-08,0.0144550229473927
2011-02-09,0.0148693868115655
2011-02-10,0.0150580179892331
2011-02-11,0.0155741200256055
2011-02-12,0.0156773431843622
2011-02-13,0.0157745573174916
2011-02-14,0.017531182596537
2011-02-15,0.0176292631760133
2011-02-16,0.0176994741115639
2011-02-17,0.0177348919666243
2011-02-18,0.0179233465976521
2011-02-19,0.0180165862471867
2011-02-20,0.0181553362283152
2011-02-21,0.0182287970748044
2011-02-22,0.0183807061987093
2011-02-23,0.0184292481763619
2011-02-24,0.0186940270226869
2011-02-25,0.0188033764438998
2011-02-26,0.019654646513192
2011-02-27,0.0201129510182872
2011-02-28,0.0203847611881596
2011-03-01,0.0243600575632721
2011-03-02,0.0244795015175461
2011-03-03,0.0244965947161489
2011-03-04,0.0246268662874921
2011-03-05,0.0248512038309883
2011-03-06,0.0248552141390102
2011-03-07,0.0248683519882436
2011-03-08,0.0250025572320503
2011-03-09,0.0249917303290529
2011-03-10,0.0250210790614233
2011-03-11,0.0251143672931708
2011-03-12,0.025430779778402
2011-03-13,0.0255532527424068
2011-03-14,0.0261274037304768
2011-03-15,0.0263447934083811
2011-03-16,0.0273051921592242
2011-03-17,0.0274882481964308
2011-03-18,0.0275136298411997
2011-03-19,0.0275367542388353
2011-03-20,0.0275317939888092
2011-03-21,0.0276676951237484
2011-03-22,0.027746584550073
2011-03-23,0.0279573186700649
2011-03-24,0.0285425802948566
2011-03-25,0.0285770018477403
2011-03-26,0.02910338223799
2011-03-27,0.0293320391757276
2011-03-28,0.0294067358097297
2011-03-29,0.0294304762977084
2011-03-30,0.0294436199221726
2011-03-31,0.0294855807965693
2011-04-01,0.0295232935044177
2011-04-02,0.0295244258239743
2011-04-03,0.0295304569142709
2011-04-04,0.029960309341393
2011-04-05,0.0302244305269909
2011-04-06,0.0303146094733841
2011-04-07,0.0303698206479628
2011-04-08,0.0304893215948767
2011-04-09,0.0304801206488646
2011-04-10,0.0304771434830085
2011-04-11,0.0305118427765233
2011-04-12,0.0307521904431135
2011-04-13,0.03098947285523
2011-04-14,0.0311584420221756
2011-04-15,0.0317227178901281
2011-04-16,0.0322205985422077
2011-04-17,0.0323398037335844
2011-04-18,0.0329801057361404
2011-04-19,0.0333374592157202
2011-04-20,0.0336058878071036
2011-04-21,0.0337519135209243
2011-04-22,0.0344411448038058
2011-04-23,0.0358004903720753
2011-04-24,0.0363477991164587
2011-04-25,0.036924680297665
2011-04-26,0.0374199330990178
2011-04-27,0.0381434366358767
2011-04-28,0.0397702429452622
2011-04-29,0.0524568416140431
2011-04-30,0.054832985925155
2011-05-01,0.0563152052989212
2011-05-02,0.0578630809265214
2011-05-03,0.060302278512828
2011-05-04,0.0661539473354026
2011-05-05,0.0669541513258724
2011-05-06,0.0696491337431714
2011-05-07,0.0707082805669836
2011-05-08,0.0725652124934828
2011-05-09,0.0738368414282266
2011-05-10,0.0775755724398318
2011-05-11,0.0838696411602756
2011-05-12,0.0952920823044436
2011-05-13,0.105517427928159
2011-05-14,0.111056310596102
2011-05-15,0.114738494273572
2011-05-16,0.136661585956253
2011-05-17,0.139203578153394
2011-05-18,0.142020202061906
2011-05-19,0.14886626863076
2011-05-20,0.152392336666452
2011-05-21,0.156522402062463
2011-05-22,0.157867812984572
2011-05-23,0.15972391218892
2011-05-24,0.164474178491646
2011-05-25,0.167942006884658
2011-05-26,0.170975485217444
2011-05-27,0.175072982449052
2011-05-28,0.177369007794346
2011-05-29,0.178505438499468
2011-05-30,0.183078640792032
2011-05-31,0.186246566890751
2011-06-01,0.189191465967332
2011-06-02,0.213434958999994
2011-06-03,0.254922142054287
2011-06-04,0.262738967774549
2011-06-05,0.292463663257616
2011-06-06,0.328053525485237
2011-06-07,0.345196874366078
2011-06-08,0.458921261058324
2011-06-09,0.517164127330753
2011-06-10,0.5880748115298
2011-06-11,0.654385238644522
2011-06-12,0.693745619368263
2011-06-13,0.754319114697796
2011-06-14,0.937639192008684
2011-06-15,1.01566201150054
2011-06-16,1.08362743539748
2011-06-17,1.10447739630918
2011-06-18,1.1075895868982
2011-06-19,1.16548811293992
2011-06-20,1.17198860937587
2011-06-21,1.17785310182301
2011-06-22,1.17871870121917
2011-06-23,1.18496259627588
2011-06-24,1.1933201756349
2011-06-25,1.19515378609353
2011-06-26,1.21368866497875
2011-06-27,1.25224835342896
2011-06-28,1.27633981337668
2011-06-29,1.28343482441747
2011-06-30,1.28922686106488
2011-07-01,1.29230523425617
2011-07-02,1.29311733712822
2011-07-03,1.2949607893971
2011-07-04,1.29661602752597
2011-07-05,1.30901026656934
2011-07-06,1.3107607213785
2011-07-07,1.31220734368854
2011-07-08,1.31398438954727
2011-07-09,1.31386344623512
2011-07-10,1.32573537561734
2011-07-11,1.33028229009722
2011-07-12,1.331151577863
2011-07-13,1.3313237282916
2011-07-14,1.33225332192752
2011-07-15,1.33242513378279
2011-07-16,1.33203977822641
2011-07-17,1.33320600344155
2011-07-18,1.36242118518755
2011-07-19,1.365162766566
2011-07-20,1.37519134114756
2011-07-21,1.37449477115126
2011-07-22,1.37438123262169
2011-07-23,1.37388094199218
2011-07-24,1.37426135377371
2011-07-25,1.37510242123006
2011-07-26,1.37522580743912
2011-07-27,1.37547945486339
2011-07-28,1.37780848448698
2011-07-29,1.37850274541961
2011-07-30,1.38096227240089
2011-07-31,1.38351838168584
2011-08-01,1.38535654858731
2011-08-02,1.38706109696832
2011-08-03,1.38974606093724
2011-08-04,1.39318535793581
2011-08-05,1.39528958256585
2011-08-06,1.39790510345793
2011-08-07,1.39865492127864
2011-08-08,1.40115150529465
2011-08-09,1.40060769009656
2011-08-10,1.40049776244061
2011-08-11,1.40055878824662
2011-08-12,1.3996717646433
2011-08-13,1.39985556463041
2011-08-14,1.39959430836481
2011-08-15,1.4003410314682
2011-08-16,1.40031034522604
2011-08-17,1.4004975997761
2011-08-18,1.4012444092691
2011-08-19,1.40134634081234
2011-08-20,1.4016163399174
2011-08-21,1.40089835767768
2011-08-22,1.40123243467979
2011-08-23,1.40078426067464
2011-08-24,1.40075352017158
2011-08-25,1.42447640961882
2011-08-26,1.43279574112495
2011-08-27,1.46410937986305
2011-08-28,1.46448003714122
2011-08-29,1.46767036282375
2011-08-30,1.46672308106604
2011-08-31,1.46592873951344
2011-09-01,1.46515769147373
2011-09-02,1.46687365796135
2011-09-03,1.46598748210199
2011-09-04,1.46525206173625
2011-09-05,1.46729887387737
2011-09-06,1.46902663927819
2011-09-07,1.47104166249504
2011-09-08,1.47254364190233
2011-09-09,1.4776864281606
2011-09-10,1.47651855326555
2011-09-11,1.48543373537435
2011-09-12,1.48606634752984
2011-09-13,1.49098816821501
2011-09-14,1.49282545347464
2011-09-15,1.49166148896748
2011-09-16,1.4912979328802
2011-09-17,1.49094629341316
2011-09-18,1.48973492804322
2011-09-19,1.48885279434287
2011-09-20,1.48946382337136
2011-09-21,1.48843627664474
2011-09-22,1.48752309416247
2011-09-23,1.4875127978557
2011-09-24,1.48619002672769
2011-09-25,1.48711780812402
2011-09-26,1.48606414006541
2011-09-27,1.48582385582102
2011-09-28,1.48485779855912
2011-09-29,1.4835335694844
2011-09-30,1.48318558384604
2011-10-01,1.48282827955431
2011-10-02,1.48199626120101
2011-10-03,1.48089922459242
2011-10-04,1.48015465104737
2011-10-05,1.4791358505288
2011-10-06,1.48410224926069
2011-10-07,1.48345042891941
2011-10-08,1.48231433588094
2011-10-09,1.48234800078779
2011-10-10,1.48158440413691
2011-10-11,1.48108592274606
2011-10-12,1.48053596148458
2011-10-13,1.47953073720549
2011-10-14,1.47889874612982
2011-10-15,1.4779241439351
2011-10-16,1.47773340853309
2011-10-17,1.47942901603409
2011-10-18,1.47922601872752
2011-10-19,1.47889628445633
2011-10-20,1.47762307623983
2011-10-21,1.47641175703531
2011-10-22,1.47631219294847
2011-10-23,1.47520886215975
2011-10-24,1.47393346376818
2011-10-25,1.47266365414944
2011-10-26,1.47188226929978
2011-10-27,1.47143099111227
2011-10-28,1.47032600235476
2011-10-29,1.46930105424699
2011-10-30,1.46911138828216
2011-10-31,1.46785398118847
2011-11-01,1.46755427305905
2011-11-02,1.46628468575996
2011-11-03,1.46673548143538
2011-11-04,1.46663154338146
2011-11-05,1.46538469877946
2011-11-06,1.46407306660592
2011-11-07,1.4630196660434
2011-11-08,1.46212584520173
2011-11-09,1.46864675451985
2011-11-10,1.46937720301709
2011-11-11,1.46838399173259
2011-11-12,1.46894145476484
2011-11-13,1.46777967545699
2011-11-14,1.46802468045623
2011-11-15,1.46813863048184
2011-11-16,1.48655872441424
2011-11-17,1.48723317924687
2011-11-18,1.48690467136837
2011-11-19,1.48565844417892
2011-11-20,1.48537446610279
2011-11-21,1.4850710091681
2011-11-22,1.48538540606477
2011-11-23,1.48427474174922
2011-11-24,1.48515119569431
2011-11-25,1.48439070003181
2011-11-26,1.48427542637503
2011-11-27,1.48302998001191
2011-11-28,1.48471871132476
2011-11-29,1.48562553681236
2011-11-30,1.48622605602134
2011-12-01,1.48608720034925
2011-12-02,1.48498146968423
2011-12-03,1.48386850620255
2011-12-04,1.48421357289155
2011-12-05,1.48392791113392
2011-12-06,1.48294350110397
2011-12-07,1.48312668883301
2011-12-08,1.48403920481199
2011-12-09,1.48286666230303
2011-12-10,1.48179376026359
2011-12-11,1.48346254888307
2011-12-12,1.48250821649391
2011-12-13,1.48149525669949
2011-12-14,1.48084511321256
2011-12-15,1.48004049534288
2011-12-16,1.48001269308496
2011-12-17,1.47895975872949
2011-12-18,1.47785744014659
2011-12-19,1.48001400364126
2011-12-20,1.48242683143204
2011-12-21,1.48170150264823
2011-12-22,1.48094179034949
2011-12-23,1.48013006733728
2011-12-24,1.47967778476989
2011-12-25,1.47937669846211
2011-12-26,1.47929636757231
2011-12-27,1.47834747837805
2011-12-28,1.47859975940664
2011-12-29,1.4783569547818
2011-12-30,1.47775480968709
2011-12-31,1.47710723249217
2012-01-01,1.48136333620266
2012-01-02,1.48270858229556
2012-01-03,1.4828375255039
2012-01-04,1.48286083648421
2012-01-05,1.48526233175894
2012-01-06,1.48650077709633
2012-01-07,1.48720443028203
2012-01-08,1.4886066331975
2012-01-09,1.49006276299792
2012-01-10,1.4927584480861
2012-01-11,1.49274503640721
2012-01-12,1.50163212211132
2012-01-13,1.50268828352196
2012-01-14,1.50314756592108
2012-01-15,1.50408276251835
2012-01-16,1.50468024795853
2012-01-17,1.50667170091561
2012-01-18,1.50720737103471
2012-01-19,1.50850270485862
2012-01-20,1.50857882272317
2012-01-21,1.50819302467632
2012-01-22,1.50768374301054
2012-01-23,1.50732190451373
2012-01-24,1.50742974692685
2012-01-25,1.50780645969451
2012-01-26,1.50920722407974
2012-01-27,1.5091145842028
2012-01-28,1.50939108585248
2012-01-29,1.50931513019819
2012-01-30,1.50894523004755
2012-01-31,1.50900853089094
2012-02-01,1.50942216399021
2012-02-02,1.50946461365143
2012-02-03,1.5092046766939
2012-02-04,1.50948816416625
2012-02-05,1.50903552605859
2012-02-06,1.50917723181767
2012-02-07,1.50913997771182
2012-02-08,1.50874871930031
2012-02-09,1.50802261441927
2012-02-10,1.50855769720697
2012-02-11,1.51855061545474
2012-02-12,1.51833062384857
2012-02-13,1.5269160210329
2012-02-14,1.53773020788649
2012-02-15,1.53737603842862
2012-02-16,1.53748557474842
2012-02-17,1.53680122551924
2012-02-18,1.53698687617262
2012-02-19,1.53619262582408
2012-02-20,1.5356243976066
2012-02-21,1.53500465103449
2012-02-22,1.53473056653148
2012-02-23,1.53449333654185
2012-02-24,1.53533108606932
2012-02-25,1.53496453213528
2012-02-26,1.53433342294666
2012-02-27,1.53391077625574
2012-02-28,1.53363899861838
2012-02-29,1.53664428145708
2012-03-01,1.53682591692727
2012-03-02,1.53700349253868
2012-03-03,1.53760631878505
2012-03-04,1.53763634996821
2012-03-05,1.53724769995174
2012-03-06,1.53677501260183
2012-03-07,1.53632030921319
2012-03-08,1.53624695541901
2012-03-09,1.53603156178221
2012-03-10,1.53595300573561
2012-03-11,1.53598611226805
2012-03-12,1.53545695952774
2012-03-13,1.5355716442896
2012-03-14,1.53623453752499
2012-03-15,1.53589011586262
2012-03-16,1.53781343155364
2012-03-17,1.53758055374251
2012-03-18,1.53935965490074
2012-03-19,1.53931736162059
2012-03-20,1.53934533556
2012-03-21,1.54005054988689
2012-03-22,1.53972775096187
2012-03-23,1.54122553458225
2012-03-24,1.54103113733979
2012-03-25,1.54060495789149
2012-03-26,1.54020144861435
2012-03-27,1.54002319547692
2012-03-28,1.53970366857407
2012-03-29,1.53947487159521
2012-03-30,1.54868031142608
2012-03-31,1.54809363385365
2012-04-01,1.54747970036114
2012-04-02,1.54712942620184
2012-04-03,1.54912600428478
2012-04-04,1.55006355077637
2012-04-05,1.55020966499576
2012-04-06,1.55111401045753
2012-04-07,1.55086796099949
2012-04-08,1.55009426565926
2012-04-09,1.55224392886839
2012-04-10,1.55187314141347
2012-04-11,1.55439637710523
2012-04-12,1.55668585024244
2012-04-13,1.556951224315
2012-04-14,1.55661700227976
2012-04-15,1.55724038836024
2012-04-16,1.55808465006774
2012-04-17,1.55792478205109
2012-04-18,1.55829751097303
2012-04-19,1.55836309689142
2012-04-20,1.55897643875152
2012-04-21,1.55881004414979
2012-04-22,1.55952749092159
2012-04-23,1.55964123072547
2012-04-24,1.55998044316529
2012-04-25,1.57318087324912
2012-04-26,1.57358213905703
2012-04-27,1.57303271168723
2012-04-28,1.57252244656179
2012-04-29,1.57181830960389
2012-04-30,1.5734551087972
2012-05-01,1.57380855971074
2012-05-02,1.57352531464108
2012-05-03,1.57338072867664
2012-05-04,1.57377365892296
2012-05-05,1.57325369820937
2012-05-06,1.57672821069738
2012-05-07,1.57648692304079
2012-05-08,1.57658686394055
2012-05-09,1.57692537996145
2012-05-10,1.5774108462339
2012-05-11,1.57772322528158
2012-05-12,1.58696528108775
2012-05-13,1.5876897513195
2012-05-14,1.59095755251656
2012-05-15,1.59167808716715
2012-05-16,1.59244567655198
2012-05-17,1.59478736320803
2012-05-18,1.59530924489487
2012-05-19,1.59634422886712
2012-05-20,1.59774521530375
2012-05-21,1.59893898160666
2012-05-22,1.60072752408888
2012-05-23,1.60118660082242
2012-05-24,1.60188029840624
2012-05-25,1.60150670957669
2012-05-26,1.60232578648322
2012-05-27,1.60257053716551
2012-05-28,1.60264874256553
2012-05-29,1.60265891927763
2012-05-30,1.60240892998376
2012-05-31,1.61113169934014
2012-06-01,1.61110414754292
2012-06-02,1.61080905831012
2012-06-03,1.61078992743963
2012-06-04,1.61304171525463
2012-06-05,1.61320971753669
2012-06-06,1.61405408034238
2012-06-07,1.6140153422153
2012-06-08,1.61406275093616
2012-06-09,1.61362111508118
2012-06-10,1.61296471117222
2012-06-11,1.61322698489031
2012-06-12,1.61477260598837
2012-06-13,1.61468459101849
2012-06-14,1.61494899121365
2012-06-15,1.61521789385574
2012-06-16,1.61569442040761
2012-06-17,1.61641981145898
2012-06-18,1.61679089148025
2012-06-19,1.61774515002655
2012-06-20,1.62233128403388
2012-06-21,1.62223763375283
2012-06-22,1.62337477548186
2012-06-23,1.62335755738185
2012-06-24,1.62755937829657
2012-06-25,1.62810165130326
2012-06-26,1.62932211864711
2012-06-27,1.62963791255618
2012-06-28,1.62974795934186
2012-06-29,1.62968011639511
2012-06-30,1.62992161371263
2012-07-01,1.62960039699358
2012-07-02,1.63014573160737
2012-07-03,1.63060518848794
2012-07-04,1.63198115420985
2012-07-05,1.63183366814574
2012-07-06,1.63288099394016
2012-07-07,1.63611084712945
2012-07-08,1.63718637153492
2012-07-09,1.63850600421749
2012-07-10,1.65633870191819
2012-07-11,1.65917669435112
2012-07-12,1.65900636993602
2012-07-13,1.6619252124295
2012-07-14,1.67594688079533
2012-07-15,1.676206873922
2012-07-16,1.67940872011291
2012-07-17,1.69470466181967
2012-07-18,1.69816511736846
2012-07-19,1.70109367837966
2012-07-20,1.70322343991299
2012-07-21,1.70527737096632
2012-07-22,1.70600599403264
2012-07-23,1.70791875899662
2012-07-24,1.70867861697383
2012-07-25,1.71002473932453
2012-07-26,1.71221570909529
2012-07-27,1.71356661686921
2012-07-28,1.71498854028591
2012-07-29,1.71680745364291
2012-07-30,1.7178908106063
2012-07-31,1.72045106865167
2012-08-01,1.72242112307295
2012-08-02,1.72675164130158
2012-08-03,1.7302519349882
2012-08-04,1.73474116463619
2012-08-05,1.73708313027996
2012-08-06,1.73939176430889
2012-08-07,1.74292432416401
2012-08-08,1.75123020103335
2012-08-09,1.75305364037969
2012-08-10,1.75498726951774
2012-08-11,1.75591413809134
2012-08-12,1.75695639868861
2012-08-13,1.75930891793286
2012-08-14,1.7633916932664
2012-08-15,1.7683185933994
2012-08-16,1.773724952606
2012-08-17,1.79872422691419
2012-08-18,1.8093888619138
2012-08-19,1.83393414615908
2012-08-20,1.83913873365777
2012-08-21,1.84162320983556
2012-08-22,1.8463377983781
2012-08-23,1.85026962315006
2012-08-24,1.85028368687866
2012-08-25,1.8507582720811
2012-08-26,1.8516456431016
2012-08-27,1.87079611844821
2012-08-28,1.87779710277878
2012-08-29,1.87865004329417
2012-08-30,1.87913134775204
2012-08-31,1.90574810954412
2012-09-01,1.90570442928449
2012-09-02,1.90691486391566
2012-09-03,1.90719009587174
2012-09-04,1.90870847663599
2012-09-05,1.90885573582122
2012-09-06,1.9115434560405
2012-09-07,1.91232051011019
2012-09-08,1.91295913432397
2012-09-09,1.91603001268655
2012-09-10,1.9434471134237
2012-09-11,1.94314816626223
2012-09-12,1.94487892595338
2012-09-13,1.94561717108161
2012-09-14,1.94613311209796
2012-09-15,1.94949386644269
2012-09-16,1.95068222683172
2012-09-17,1.96089569920229
2012-09-18,1.97405926843447
2012-09-19,1.97786104680894
2012-09-20,1.98642394417604
2012-09-21,1.99344906975202
2012-09-22,1.99807460176363
2012-09-23,1.99926364449242
2012-09-24,2.00692834257563
2012-09-25,2.01219892713755
2012-09-26,2.01485655221811
2012-09-27,2.01776833379478
2012-09-28,2.03243078743064
2012-09-29,2.03515517041406
2012-09-30,2.03658351882903
2012-10-01,2.03905428738142
2012-10-02,2.041827663695
2012-10-03,2.0524392103139
2012-10-04,2.05740196944313
2012-10-05,2.05863646133039
2012-10-06,2.05910118827165
2012-10-07,2.05977787720562
2012-10-08,2.07374552942739
2012-10-09,2.07519208139309
2012-10-10,2.07876573274704
2012-10-11,2.08055759280543
2012-10-12,2.0833760132166
2012-10-13,2.08337317273614
2012-10-14,2.09264042233532
2012-10-15,2.09523861878639
2012-10-16,2.09819859032148
2012-10-17,2.11253019459197
2012-10-18,2.11595975581577
2012-10-19,2.11858178651478
2012-10-20,2.11954660133874
2012-10-21,2.12617666783702
2012-10-22,2.12673158246761
2012-10-23,2.12901218288331
2012-10-24,2.13108946429217
2012-10-25,2.14045082042803
2012-10-26,2.14738450380392
2012-10-27,2.14788690969523
2012-10-28,2.14765040112257
2012-10-29,2.1487492443035
2012-10-30,2.1532851759956
2012-10-31,2.15490424117314
2012-11-01,2.15879950501079
2012-11-02,2.15982186361653
2012-11-03,2.15980501371736
2012-11-04,2.16269604282141
2012-11-05,2.16471948979689
2012-11-06,2.16535627811022
2012-11-07,2.17019405452221
2012-11-08,2.1707946915769
2012-11-09,2.1726865379274
2012-11-10,2.17301086794878
2012-11-11,2.17570692372399
2012-11-12,2.17950804548526
2012-11-13,2.18358127938082
2012-11-14,2.18584004290836
2012-11-15,2.18785550718041
2012-11-16,2.19457779198566
2012-11-17,2.19757357552618
2012-11-18,2.19864078520892
2012-11-19,2.20207040288572
2012-11-20,2.20359323164787
2012-11-21,2.2058615809644
2012-11-22,2.20752949994097
2012-11-23,2.21094116133659
2012-11-24,2.21162617472529
2012-11-25,2.21552722882251
2012-11-26,2.22136194645488
2012-11-27,2.22471974571554
2012-11-28,2.22748546963539
2012-11-29,2.22904810380441
2012-11-30,2.2342236971267
2012-12-01,2.23620692905285
2012-12-02,2.23684601759786
2012-12-03,2.24027780227219
2012-12-04,2.27064279145873
2012-12-05,2.27540616269604
2012-12-06,2.27683920755021
2012-12-07,2.28975158333887
2012-12-08,2.2901838711511
2012-12-09,2.29418342198441
2012-12-10,2.30015848991441
2012-12-11,2.30420187888611
2012-12-12,2.31143580469488
2012-12-13,2.32428273654535
2012-12-14,2.32794588923364
2012-12-15,2.32895456938697
2012-12-16,2.33140862700118
2012-12-17,2.33267053250108
2012-12-18,2.33639625082429
2012-12-19,2.34064320117421
2012-12-20,2.34793846710252
2012-12-21,2.35183333407053
2012-12-22,2.35249879343369
2012-12-23,2.35317246739597
2012-12-24,2.35436187558655
2012-12-25,2.3546029830779
2012-12-26,2.35518055051671
2012-12-27,2.35570816512182
2012-12-28,2.35753527820626
2012-12-29,2.35910167216413
2012-12-30,2.36081218686558
2012-12-31,2.37749601204977
2013-01-01,2.37891596469063
2013-01-02,2.38070650101608
2013-01-03,2.38282432611075
2013-01-04,2.3884688633978
2013-01-05,2.38965381166833
2013-01-06,2.38984921075158
2013-01-07,2.39106475775971
2013-01-08,2.39779429460716
2013-01-09,2.40237676838536
2013-01-10,2.407825720329
2013-01-11,2.41110589739755
2013-01-12,2.41209202177441
2013-01-13,2.41691960307648
