Date,distribution/balance_exchanges
2012-07-10,398.8513102300017
2012-07-11,359.0168276100017
2012-07-12,2709.6173071800017
2012-07-13,3503.885584430002
2012-07-14,2292.179630800002
2012-07-15,5418.799931140002
2012-07-16,2081.3154895300017
2012-07-17,2322.260973750002
2012-07-18,4436.373331230002
2012-07-19,5670.523180090002
2012-07-20,775.2305117600017
2012-07-21,1866.8741588900016
2012-07-22,2913.552386000001
2012-07-23,2988.458123950001
2012-07-24,5645.445906130002
2012-07-25,3117.294943960002
2012-07-26,3365.540658950002
2012-07-27,4588.9220829700025
2012-07-28,5484.055472910002
2012-07-29,5579.722380290002
2012-07-30,4110.3432144200015
2012-07-31,185.8806194800014
2012-08-01,1340.3285145900015
2012-08-02,1859.5793222500015
2012-08-03,2522.0145780900016
2012-08-04,2929.1069530200016
2012-08-05,262.9314978500014
2012-08-06,22.769625480001373
2012-08-07,776.2601030400015
2012-08-08,1646.4624278500014
2012-08-09,2762.360459960001
2012-08-10,1399.7227302300012
2012-08-11,341.3577728200012
2012-08-12,356.86505773000124
2012-08-13,1926.5337417400012
2012-08-14,3010.5965246600013
2012-08-15,2863.056974930001
2012-08-16,2722.8454789900006
2012-08-17,4205.089342540001
2012-08-18,230.7922275500004
2012-08-19,1704.3190542300003
2012-08-20,735.9802675400005
2012-08-21,2020.2803344900003
2012-08-22,4588.14645785
2012-08-23,4652.1527900599995
2012-08-24,3705.63005114
2012-08-25,3538.39786343
2012-08-26,3621.809056
2012-08-27,3999.59211106
2012-08-28,2487.0747863799998
2012-08-29,564.3779544799999
2012-08-30,2760.6786767999997
2012-08-31,2890.5745674499994
2012-09-01,2581.3888604799995
2012-09-02,2443.1953486299994
2012-09-03,3563.8695262399997
2012-09-04,2597.1519450799997
2012-09-05,1407.9664305099996
2012-09-06,1735.4916017099995
2012-09-07,3162.4004450099997
2012-09-08,943.8415676199998
2012-09-09,106.31985107999976
2012-09-10,1205.6117735299997
2012-09-11,40.03356206999979
2012-09-12,740.3006519399997
2012-09-13,1086.1426011499998
2012-09-14,561.9627272399998
2012-09-15,721.7075078799999
2012-09-16,39.308982289999804
2012-09-17,143.64901476999978
2012-09-18,710.6787625799997
2012-09-19,1304.0827880099998
2012-09-20,1327.3871647199999
2012-09-21,197.36940748999987
2012-09-22,762.6115188099999
2012-09-23,1200.37876882
2012-09-24,27.900019840000095
2012-09-25,239.3757052300001
2012-09-26,1017.1522981700001
2012-09-27,408.9924697600002
2012-09-28,38.99378984000015
2012-09-29,241.80446310000016
2012-09-30,370.44808277000016
2012-10-01,897.6599779900001
2012-10-02,1613.73782693
2012-10-03,1253.5574090999999
2012-10-04,1983.51206851
2012-10-05,2414.45804031
2012-10-06,3242.59826435
2012-10-07,4989.51215607
2012-10-08,169.6351482200002
2012-10-09,177.89443145000018
2012-10-10,748.9923225400001
2012-10-11,263.18708910000015
2012-10-12,1042.8013890700001
2012-10-13,1487.3692931
2012-10-14,2127.05887742
2012-10-15,21.43705378000014
2012-10-16,2110.00484468
2012-10-17,897.78174334
2012-10-18,2152.5313254800003
2012-10-19,456.0941078600002
2012-10-20,315.6028478900002
2012-10-21,684.1878356500002
2012-10-22,1023.1963926500002
2012-10-23,1652.6663882800003
2012-10-24,5096.198599650001
2012-10-25,5796.066923780001
2012-10-26,174.06860293000065
2012-10-27,364.3860551400006
2012-10-28,632.3460928800007
2012-10-29,55.060869960000645
2012-10-30,59.50167317000066
2012-10-31,673.3417634300006
2012-11-01,93.54774665000062
2012-11-02,151.40775452000062
2012-11-03,789.5709448500006
2012-11-04,1448.1624894600006
2012-11-05,540.6707488000006
2012-11-06,194.31922714000066
2012-11-07,4598.188314010001
2012-11-08,288.58785049000045
2012-11-09,2181.8857961800004
2012-11-10,254.7661176300004
2012-11-11,461.38176428000037
2012-11-12,344.95524300000034
2012-11-13,204.31506702000033
2012-11-14,355.9246955900004
2012-11-15,884.9219725600004
2012-11-16,223.7805925500004
2012-11-17,735.6315792900004
2012-11-18,942.1263709200006
2012-11-19,1076.6605869900006
2012-11-20,196.18603448000056
2012-11-21,340.6889609500006
2012-11-22,1839.3707357100004
2012-11-23,882.0413880300006
2012-11-24,827.5513830800006
2012-11-25,380.0770044500006
2012-11-26,121.93014022000057
2012-11-27,660.1779167000007
2012-11-28,1424.7083344700006
2012-11-29,2253.9655908600002
2012-11-30,397.04438200000016
2012-12-01,763.2569632700003
2012-12-02,1852.1053518600002
2012-12-03,2821.98184778
2012-12-04,197.31188693000004
2012-12-05,744.53607721
2012-12-06,975.57873968
2012-12-07,1426.0184569399999
2012-12-08,1462.5068712099999
2012-12-09,1932.70984706
2012-12-10,321.9132663599998
2012-12-11,342.9901847999998
2012-12-12,894.4910868499996
2012-12-13,1210.6796874999998
2012-12-14,2533.0497766199996
2012-12-15,2992.6073155399995
2012-12-16,3060.4643611399997
2012-12-17,1238.0887220899997
2012-12-18,2359.3686680599994
2012-12-19,3340.8913260899994
2012-12-20,4229.461237779999
2012-12-21,4850.648445109999
2012-12-22,4609.761013429999
2012-12-23,5538.227467039998
2012-12-24,6144.171536679998
2012-12-25,7164.236664879998
2012-12-26,3390.1587318199977
2012-12-27,3893.9767340599974
2012-12-28,1211.6897344899976
2012-12-29,1514.9716378399976
2012-12-30,1873.4122978099974
2012-12-31,4330.2573101499975
2013-01-01,2575.409334859997
2013-01-02,3184.319143549997
2013-01-03,2830.291415799997
2013-01-04,2819.8349822899972
2013-01-05,3527.8430155799974
2013-01-06,3932.9763192099977
2013-01-07,342.7378773299971
2013-01-08,538.0925176899971
2013-01-09,732.9625684599971
2013-01-10,1337.4122460699969
2013-01-11,1541.4813817999966
2013-01-12,2009.5552433699968
2013-01-13,3211.784281789997
2013-01-14,739.3578954199967
2013-01-15,1374.865080959997
2013-01-16,961.7815392899968
2013-01-17,2759.9709042499967
2013-01-18,1702.522959329997
2013-01-19,947.1016809599972
2013-01-20,988.5844149499973
2013-01-21,1620.784876679997
2013-01-22,4489.2964949399975
2013-01-23,3139.3968234199974
2013-01-24,5531.324876579997
2013-01-25,3498.9713825299973
2013-01-26,2394.9781896599975
2013-01-27,1490.4151547599974
2013-01-28,1189.9429153199976
2013-01-29,2374.661047769998
2013-01-30,830.1238250199976
2013-01-31,1655.6048274299978
2013-02-01,3734.117311369998
2013-02-02,2818.635809929998
2013-02-03,846.1558619599978
2013-02-04,1671.0365286799974
2013-02-05,1041.3670192599977
2013-02-06,1237.4560216599975
2013-02-07,1349.4439834099976
2013-02-08,1376.7969301599976
2013-02-09,3091.8068563599973
2013-02-10,2074.619820789997
2013-02-11,2293.245316119997
2013-02-12,3002.497259629997
2013-02-13,5236.928738819997
2013-02-14,4816.103027239998
2013-02-15,8030.110978669998
2013-02-16,7533.323010909999
2013-02-17,10700.896288439999
2013-02-18,11428.55848619
2013-02-19,9076.636642499998
2013-02-20,6709.836906009999
2013-02-21,9115.344946250001
2013-02-22,1756.6649453500013
2013-02-23,3263.0611184700006
2013-02-24,1812.1259605600007
2013-02-25,14398.97510044
2013-02-26,16853.90836571
2013-02-27,16806.29141229
2013-02-28,21719.152491220004
2013-03-01,23931.682888850006
2013-03-02,26588.004583780003
2013-03-03,16412.603471390004
2013-03-04,15979.657968400004
2013-03-05,17423.68001868
2013-03-06,21572.75316882
2013-03-07,25375.56026841
2013-03-08,24375.53197236
2013-03-09,24506.380666150002
2013-03-10,22817.35603166
2013-03-11,16647.789795149998
2013-03-12,17146.827407110002
2013-03-13,14936.17418312
2013-03-14,15777.779708670001
2013-03-15,16132.524440030002
2013-03-16,15527.90519877
2013-03-17,15451.676805730001
2013-03-18,15642.44781647
2013-03-19,16543.372772439998
2013-03-20,18027.24227103
2013-03-21,17495.6827937
2013-03-22,17215.31443233
2013-03-23,19999.64392771
2013-03-24,19182.718627269995
2013-03-25,19391.52773294
2013-03-26,22124.86258989
2013-03-27,15729.140879799996
2013-03-28,17265.091144219998
2013-03-29,16870.30187119
2013-03-30,15244.557107749999
2013-03-31,13920.394156679999
2013-04-01,14301.417132819997
2013-04-02,14520.137390369999
2013-04-03,15417.073044009998
2013-04-04,16067.647706259999
2013-04-05,18636.70753915
2013-04-06,19041.981311959993
2013-04-07,19734.090018329993
2013-04-08,21275.406088299995
2013-04-09,20308.08007466999
2013-04-10,25131.001607609986
2013-04-11,23091.62015146999
2013-04-12,19596.773138049986
2013-04-13,18716.832381769986
2013-04-14,21080.834013269985
2013-04-15,22156.898257109977
2013-04-16,24153.57672653998
2013-04-17,19182.864521769978
2013-04-18,19990.730096509975
2013-04-19,21530.083373229976
2013-04-20,22563.100938479976
2013-04-21,20488.502720409975
2013-04-22,20503.600088169973
2013-04-23,21408.341345249977
2013-04-24,20902.724088809973
2013-04-25,21507.92996948998
2013-04-26,22260.76721178998
2013-04-27,19398.064999819977
2013-04-28,19748.669715339976
2013-04-29,19663.548326929977
2013-04-30,19588.497576739977
2013-05-01,20201.438400309984
2013-05-02,20774.036121459983
2013-05-03,21989.99425285998
2013-05-04,21552.402408859976
2013-05-05,22342.38004683998
2013-05-06,23093.88735101998
2013-05-07,22791.352687049977
2013-05-08,23229.173281099982
2013-05-09,21968.664220329978
2013-05-10,22143.492192419977
2013-05-11,21520.185069599982
2013-05-12,22024.718880229982
2013-05-13,21825.840585279984
2013-05-14,22476.38658577998
2013-05-15,24523.167890919984
2013-05-16,28880.20717404998
2013-05-17,30876.19831625998
2013-05-18,31485.904558479982
2013-05-19,32909.34551430998
2013-05-20,34203.48124922998
2013-05-21,34077.62993939998
2013-05-22,35717.71734619998
2013-05-23,33866.976190309986
2013-05-24,29491.38481284998
2013-05-25,29536.30754958998
2013-05-26,30272.447713009984
2013-05-27,31523.603556189984
2013-05-28,30405.590558299984
2013-05-29,31667.181334469988
2013-05-30,30541.25587955999
2013-05-31,27234.71878171999
2013-06-01,27661.17261684999
2013-06-02,25146.812425629993
2013-06-03,25581.288781949992
2013-06-04,23320.86465342999
2013-06-05,22941.84981013999
2013-06-06,23204.85879893999
2013-06-07,23741.662359009988
2013-06-08,25531.841896639988
2013-06-09,26817.171727359986
2013-06-10,26342.81821197999
2013-06-11,25598.38596088999
2013-06-12,25349.68531838999
2013-06-13,22464.32090168999
2013-06-14,22684.428336759993
2013-06-15,22187.781158509988
2013-06-16,27567.542060659987
2013-06-17,27511.899842219987
2013-06-18,27802.119618819986
2013-06-19,28137.616194279988
2013-06-20,30728.662890259988
2013-06-21,32440.95382276999
2013-06-22,30135.30927279999
2013-06-23,30745.55514582999
2013-06-24,29940.789881069988
2013-06-25,29433.48406511999
2013-06-26,29871.96292935999
2013-06-27,31920.863558339992
2013-06-28,28314.94854307999
2013-06-29,28532.99357923999
2013-06-30,28294.68814577999
2013-07-01,30931.23258749999
2013-07-02,30782.106533859995
2013-07-03,30766.44215414999
2013-07-04,33588.63170379
2013-07-05,35915.057975289994
2013-07-06,34901.74363599
2013-07-07,35276.49272329001
2013-07-08,34071.81652726001
2013-07-09,31049.077547480003
2013-07-10,32969.48856690001
2013-07-11,32290.725853040003
2013-07-12,32185.026631460005
2013-07-13,35754.98889647001
2013-07-14,33712.64102262001
2013-07-15,34147.562266060006
2013-07-16,33375.93745653999
2013-07-17,33437.282955329996
2013-07-18,34789.01707498
2013-07-19,34828.5269687
2013-07-20,35501.36442851
2013-07-21,34150.251996980005
2013-07-22,34516.11664223001
2013-07-23,35430.46168118001
2013-07-24,34099.773375580015
2013-07-25,33338.831545850015
2013-07-26,33155.920041140016
2013-07-27,33019.54990872001
2013-07-28,31607.970750530007
2013-07-29,32096.737086520003
2013-07-30,32318.172567050005
2013-07-31,36573.05189495001
2013-08-01,36579.705870670005
2013-08-02,37849.18764973001
2013-08-03,43894.91739816002
2013-08-04,43579.30901293002
2013-08-05,50380.183524380016
2013-08-06,50372.882435030006
2013-08-07,55026.03601650001
2013-08-08,54179.88460876001
2013-08-09,54290.812930610016
2013-08-10,60040.52739901001
2013-08-11,58320.16093063001
2013-08-12,58819.32992712001
2013-08-13,59388.780819110005
2013-08-14,64233.69778171
2013-08-15,64972.77310302001
2013-08-16,65765.28949446001
2013-08-17,42125.170417410016
2013-08-18,41965.86055666
2013-08-19,41567.32912891001
2013-08-20,41391.03113709
2013-08-21,41319.05617396
2013-08-22,38829.62976452
2013-08-23,39341.71954721
2013-08-24,39519.03540662
2013-08-25,38499.581359179996
2013-08-26,41970.379669910006
2013-08-27,43184.030153600004
2013-08-28,43340.954141689996
2013-08-29,42612.687696060006
2013-08-30,44852.52077201
2013-08-31,48701.223749799996
2013-09-01,51994.64434481
2013-09-02,56689.34608958
2013-09-03,56825.750325969995
2013-09-04,54028.80251528
2013-09-05,63394.743576999994
2013-09-06,67498.41777782
2013-09-07,68374.95886127999
2013-09-08,70580.57285602999
2013-09-09,73050.55653528999
2013-09-10,66973.76341829999
2013-09-11,66118.65804955998
2013-09-12,70608.46513789998
2013-09-13,73742.04162468997
2013-09-14,74057.31094082996
2013-09-15,73017.60982637998
2013-09-16,70823.26453601997
2013-09-17,71925.63697556997
2013-09-18,82260.05533076997
2013-09-19,84120.44736743996
2013-09-20,81839.70458012997
2013-09-21,81728.88651294998
2013-09-22,81212.06285214997
2013-09-23,83045.98453398996
2013-09-24,84684.28753256996
2013-09-25,83113.34957800995
2013-09-26,84669.88056068994
2013-09-27,82746.21126367996
2013-09-28,79868.75128230995
2013-09-29,80699.08947399995
2013-09-30,80284.21879644998
2013-10-01,101053.65029713998
2013-10-02,97310.29508095999
2013-10-03,97487.48086444999
2013-10-04,100920.66566601998
2013-10-05,99084.24581196999
2013-10-06,101420.30908720999
2013-10-07,104753.74241023998
2013-10-08,105400.80134913998
2013-10-09,110738.90854946
2013-10-10,108497.56987602999
2013-10-11,106675.65852946
2013-10-12,109876.31679516999
2013-10-13,112003.65737244
2013-10-14,130884.19428771998
2013-10-15,128174.89202779997
2013-10-16,130007.32874771996
2013-10-17,129645.26518939997
2013-10-18,132002.38294398
2013-10-19,137117.90684403002
2013-10-20,144057.15805921005
2013-10-21,145713.11375169002
2013-10-22,160344.78468918
2013-10-23,156216.29315347006
2013-10-24,151150.88295649
2013-10-25,160174.00094079005
2013-10-26,165024.12341921008
2013-10-27,166754.58460773007
2013-10-28,166172.21900356008
2013-10-29,164388.59051330006
2013-10-30,174101.84564764003
2013-10-31,171559.16413963007
2013-11-01,174645.39653094005
2013-11-02,175916.37227755002
2013-11-03,175703.68068075
2013-11-04,252836.90220999005
2013-11-05,252037.10465574003
2013-11-06,253740.15343337003
2013-11-07,254274.55014026002
2013-11-08,262115.17244412002
2013-11-09,266764.86233208
2013-11-10,274418.75525559
2013-11-11,270404.3110109301
2013-11-12,263961.81484759005
2013-11-13,254372.50346922004
2013-11-14,256358.81716773007
2013-11-15,255478.35561795
2013-11-16,259889.67808087004
2013-11-17,264838.07463944005
2013-11-18,258892.91823587002
2013-11-19,266077.82536862
2013-11-20,254819.71086573007
2013-11-21,251013.09256034004
2013-11-22,241359.57046787007
2013-11-23,260509.28106986007
2013-11-24,262296.38925214007
2013-11-25,265861.1068246401
2013-11-26,320583.8519409101
2013-11-27,323667.65904953016
2013-11-28,316719.51266557
2013-11-29,313013.8971221802
2013-11-30,309770.07748104015
2013-12-01,319085.6093731201
2013-12-02,316912.39089652017
2013-12-03,314485.3204625302
2013-12-04,300485.4872292502
2013-12-05,309044.8706347501
2013-12-06,306495.1145310001
2013-12-07,310221.9827415401
2013-12-08,317483.99984524015
2013-12-09,315142.4832011401
2013-12-10,315398.7293924001
2013-12-11,315973.15033672005
2013-12-12,314758.1306536201
2013-12-13,316251.6332806501
2013-12-14,311772.8811291301
2013-12-15,311944.95631135005
2013-12-16,319379.9132821301
2013-12-17,329388.89250672
2013-12-18,348055.45023096
2013-12-19,353520.76269548
2013-12-20,360560.67553285003
2013-12-21,360396.79701284005
2013-12-22,343798.23914791
2013-12-23,333758.12489280995
2013-12-24,316504.85948815
2013-12-25,306561.86340462
2013-12-26,307415.2291927699
2013-12-27,307286.8912578399
2013-12-28,307670.55319549993
2013-12-29,308944.9642658099
2013-12-30,306536.38634991983
2013-12-31,306983.98831032985
2014-01-01,307902.4772129699
2014-01-02,309587.56878359994
2014-01-03,312363.5696982599
2014-01-04,311104.5196536998
2014-01-05,306596.9726527199
2014-01-06,314826.38127997983
2014-01-07,313864.17246719985
2014-01-08,319092.75227934984
2014-01-09,316377.5048108497
2014-01-10,315609.5679123198
2014-01-11,316965.7253788997
2014-01-12,317890.2998097997
2014-01-13,321216.6360106797
2014-01-14,320157.53402081976
2014-01-15,318917.32942051976
2014-01-16,318126.1414572597
2014-01-17,319117.3685275797
2014-01-18,320406.27026040974
2014-01-19,318777.32450770977
2014-01-20,318340.63649747975
2014-01-21,316240.50061525975
2014-01-22,316514.2386848597
2014-01-23,319712.8546249298
2014-01-24,324020.1049865696
2014-01-25,324655.8171816696
2014-01-26,324109.33381448966
2014-01-27,324583.4120755596
2014-01-28,327742.6244748496
2014-01-29,325287.5344379997
2014-01-30,326776.46433001966
2014-01-31,327823.1398587997
2014-02-01,330356.2418023196
2014-02-02,328469.2190621997
2014-02-03,328446.64666485967
2014-02-04,329100.3954966897
2014-02-05,326871.49189353967
2014-02-06,327398.0942283297
2014-02-07,334607.5473422197
2014-02-08,334655.91781121976
2014-02-09,334178.67768283974
2014-02-10,336255.0163321097
2014-02-11,344500.16600287973
2014-02-12,347718.5673600498
2014-02-13,354573.3457681097
2014-02-14,358946.52624564985
2014-02-15,350107.49456422974
2014-02-16,346823.0899729697
2014-02-17,343767.8477402398
2014-02-18,343732.97028016986
2014-02-19,343850.44874897983
2014-02-20,340905.4654676998
2014-02-21,339532.97850485984
2014-02-22,336911.17973046977
2014-02-23,336400.13382442977
2014-02-24,355429.2890526398
2014-02-25,390963.4475735497
2014-02-26,385088.91982284974
2014-02-27,382604.0111785097
2014-02-28,383624.83391977963
2014-03-01,383708.8829763498
2014-03-02,383614.0736838297
2014-03-03,381229.45318002976
2014-03-04,379286.8763583697
2014-03-05,380835.36921112967
2014-03-06,372290.9391381697
2014-03-07,372260.4118152298
2014-03-08,371685.2092704798
2014-03-09,367501.04017113976
2014-03-10,370503.0240783598
2014-03-11,370645.3764450599
2014-03-12,363408.82587394986
2014-03-13,363793.67359843984
2014-03-14,366974.78523580986
2014-03-15,367043.0863113398
2014-03-16,366511.5036176299
2014-03-17,368614.06711228983
2014-03-18,364482.93867292977
2014-03-19,353669.9200495298
2014-03-20,355162.47411169973
2014-03-21,356480.3219671297
2014-03-22,356384.4301457697
2014-03-23,354444.6383557997
2014-03-24,356102.9962529096
2014-03-25,356254.8119925097
2014-03-26,356300.3718474696
2014-03-27,361208.99843681953
2014-03-28,360622.7566320896
