Date,indicators/cdd_supply_adjusted
2010-12-03,0.04545811690306312
2010-12-04,0.1222041465420597
2010-12-05,0.09856309426937486
2010-12-06,0.7795759910961843
2010-12-07,0.4361593176055609
2010-12-08,0.03496608256835334
2010-12-09,0.09431571065047656
2010-12-10,0.11623761836617892
2010-12-11,0.16294669337099404
2010-12-12,0.04218155582074803
2010-12-13,0.33760364189060055
2010-12-14,0.028041777999207027
2010-12-15,0.16861758182224101
2010-12-16,0.044746505141243086
2010-12-17,0.023127416594321416
2010-12-18,0.11794619361980485
2010-12-19,0.14885753733020404
2010-12-20,0.6340658880402454
2010-12-21,1.6174612593451385
2010-12-22,0.039010627527281384
2010-12-23,0.04494053973044573
2010-12-24,0.04130564410986138
2010-12-25,0.09119085142137841
2010-12-26,0.07567177023210797
2010-12-27,0.2600820811616743
2010-12-28,0.07014035810962808
2010-12-29,0.30098541257002165
2010-12-30,0.09522243776610047
2010-12-31,0.11660816499501545
2011-01-01,0.023593923164340547
2011-01-02,0.2917376703590874
2011-01-03,0.10558455674398148
2011-01-04,0.026442743436193662
2011-01-05,0.06852434674611123
2011-01-06,0.10596397577156001
2011-01-07,0.12077189879162369
2011-01-08,0.17398926925057664
2011-01-09,0.07584394401661695
2011-01-10,0.4046908778484468
2011-01-11,1.7813706805207363
2011-01-12,0.053878012170673915
2011-01-13,0.43235611099196836
2011-01-14,0.27459313493608567
2011-01-15,0.052530797868475726
2011-01-16,0.3448417469438694
2011-01-17,0.13911185824568362
2011-01-18,0.15832443524752268
2011-01-19,0.7284272353024984
2011-01-20,0.11928058910425346
2011-01-21,0.11798242438458911
2011-01-22,0.13681841869681835
2011-01-23,0.42964726378064316
2011-01-24,0.2979626919535804
2011-01-25,0.08320390912632093
2011-01-26,0.5902467788419868
2011-01-27,5.651960057549263
2011-01-28,0.3156019057306193
2011-01-29,0.5651868639037123
2011-01-30,0.0856108180857212
2011-01-31,0.4009767649002226
2011-02-01,0.31081952279156005
2011-02-02,0.3577740561994655
2011-02-03,0.12312766132937551
2011-02-04,0.18448246730185908
2011-02-05,0.11970985486145642
2011-02-06,0.35022282766404134
2011-02-07,0.9041174365603618
2011-02-08,0.06861762001888759
2011-02-09,0.38167686682864344
2011-02-10,0.18347187904626183
2011-02-11,0.4821205590989269
2011-02-12,0.10762909825882433
2011-02-13,0.09969877938916559
2011-02-14,1.443121823333244
2011-02-15,0.10263381856342788
2011-02-16,0.07834440436376534
2011-02-17,0.04975273679177419
2011-02-18,0.19095961520069524
2011-02-19,0.11132410592839277
2011-02-20,0.16525563684716613
2011-02-21,0.10110165496986083
2011-02-22,0.17534639516772388
2011-02-23,0.07131418513543163
2011-02-24,0.2604720874790225
2011-02-25,0.12047905267656965
2011-02-26,0.7793813850522507
2011-02-27,0.44249469028208893
2011-02-28,0.2839023112279925
2011-03-01,3.604095303883613
2011-03-02,0.14672210434914257
2011-03-03,0.05026980325849293
2011-03-04,0.16618500758123086
2011-03-05,0.24383468397174965
2011-03-06,0.041634600678337796
2011-03-07,0.05573911487471404
2011-03-08,0.16680136347542604
2011-03-09,0.02366198952368
2011-03-10,0.06772735514798436
2011-03-11,0.11897358885319752
2011-03-12,0.32805074233141507
2011-03-13,0.15287654440342802
2011-03-14,0.5891142731068686
2011-03-15,0.24532724206574003
2011-03-16,0.9767301687345142
2011-03-17,0.22011418679354272
2011-03-18,0.06673418746335814
2011-03-19,0.06598645095276903
2011-03-20,0.035246765799571735
2011-03-21,0.193730034467033
2011-03-22,0.13070749701890286
2011-03-23,0.2585191775590501
2011-03-24,0.6318789414231651
2011-03-25,0.07202821433067455
2011-03-26,0.5424785315780136
2011-03-27,0.26808147269706545
2011-03-28,0.11943368911345112
2011-03-29,0.06677837224058782
2011-03-30,0.05786070957802915
2011-03-31,0.0887757390226579
2011-04-01,0.08262755117868141
2011-04-02,0.043591849606790155
2011-04-03,0.04763672928455074
2011-04-04,0.5312912549423511
2011-04-05,0.37705732978367057
2011-04-06,0.15169695089155505
2011-04-07,0.10820039647272021
2011-04-08,0.17982953799990628
2011-04-09,0.03667500855999149
2011-04-10,0.04155365943573472
2011-04-11,0.08232794214624133
2011-04-12,0.27434196011671214
2011-04-13,0.25239073678248997
2011-04-14,0.1914342579026281
2011-04-15,0.49599707444747104
2011-04-16,0.45546520681150765
2011-04-17,0.13497265708053222
2011-04-18,0.49733384540803705
2011-04-19,0.30733606107019457
2011-04-20,0.22975742423749568
2011-04-21,0.1393498139854073
2011-04-22,0.48110879375005594
2011-04-23,0.7589249003837136
2011-04-24,0.2989225236081997
2011-04-25,0.3350785704808679
2011-04-26,0.2820014406874351
2011-04-27,0.35483999598064425
2011-04-28,0.6010131212028873
2011-04-29,4.546446957022094
2011-04-30,0.5991474184539681
2011-05-01,0.4049528436675811
2011-05-02,0.4365193818458836
2011-05-03,0.6333128400555436
2011-05-04,1.4862619164080084
2011-05-05,0.22039742840514434
2011-05-06,0.6590690511924485
2011-05-07,0.27448572929129067
2011-05-08,0.47489041037084534
2011-05-09,0.30083939865930165
2011-05-10,0.6892591291767136
2011-05-11,0.9415493834799584
2011-05-12,1.6693438264321234
2011-05-13,1.246611914100846
2011-05-14,0.6581842714808664
2011-05-15,0.4810058910630848
2011-05-16,2.3484591411624245
2011-05-17,0.30587328317615314
2011-05-18,0.3471598142396563
2011-05-19,0.8584591945997955
2011-05-20,0.4764816599079346
2011-05-21,0.6388915618740854
2011-05-22,0.20293080175030467
2011-05-23,0.25577331869124587
2011-05-24,0.5830703580499728
2011-05-25,0.3912622895804755
2011-05-26,0.31711624983155046
2011-05-27,0.43979440943564807
2011-05-28,0.2460334593463692
2011-05-29,0.13739895901094495
2011-05-30,0.45075753119971806
2011-05-31,0.3121243633758935
2011-06-01,0.2857861679021257
2011-06-02,1.9765986547019432
2011-06-03,2.5381027599724555
2011-06-04,0.40757311135839747
2011-06-05,1.4361955387329117
2011-06-06,1.6077930728538388
2011-06-07,0.68722329644409
2011-06-08,3.4233555576865435
2011-06-09,1.641670838091666
2011-06-10,2.31975946936007
2011-06-11,2.8435183455178965
2011-06-12,1.844897781687383
2011-06-13,2.4405636498484187
2011-06-14,8.010032869520991
2011-06-15,3.3174884939325042
2011-06-16,3.0504174776424855
2011-06-17,1.164429214507098
2011-06-18,0.2452554454423652
2011-06-19,2.8084460793741464
2011-06-20,0.38762571013240477
2011-06-21,0.34370686504526593
2011-06-22,0.11275738121295925
2011-06-23,0.37891258162454067
2011-06-24,0.456910663755278
2011-06-25,0.16231940395275546
2011-06-26,0.9996583267810343
2011-06-27,1.946911473928293
2011-06-28,1.258266416449643
2011-06-29,0.41864854774807325
2011-06-30,0.36635788945171266
2011-07-01,0.2369393148151949
2011-07-02,0.13223628531125967
2011-07-03,0.18749666405580223
2011-07-04,0.1821563547444996
2011-07-05,0.865854319455246
2011-07-06,0.18863009846861836
2011-07-07,0.16500398927318713
2011-07-08,0.18597991005735093
2011-07-09,0.08399982266552988
2011-07-10,0.7368126438649837
2011-07-11,0.3400082617266649
2011-07-12,0.14552916276621775
2011-07-13,0.10442805383659812
2011-07-14,0.148373893106651
2011-07-15,0.10250577813118926
2011-07-16,0.07383857385288364
2011-07-17,0.16863203115617806
2011-07-18,1.9355708330446741
2011-07-19,0.26002782342259484
2011-07-20,0.6908866840915912
2011-07-21,0.05334484725401828
2011-07-22,0.08537180673224153
2011-07-23,0.062450732386063655
2011-07-24,0.11766941787470796
2011-07-25,0.14084168803232092
2011-07-26,0.101363635162914
2011-07-27,0.1075308667450784
2011-07-28,0.2342180533169454
2011-07-29,0.1383054671460684
2011-07-30,0.24054273796809472
2011-07-31,0.2574054995533301
2011-08-01,0.210210211960598
2011-08-02,0.21411627722453158
2011-08-03,0.3127651488535409
2011-08-04,0.38004183573836053
2011-08-05,0.284231177940268
2011-08-06,0.42011480286223596
2011-08-07,0.2648588674893872
2011-08-08,0.4343162222987878
2011-08-09,0.08534253419144615
2011-08-10,0.1206332455778457
2011-08-11,0.1350587051510835
2011-08-12,0.05705409290500444
2011-08-13,0.14469955328036857
