Date,supply/current_adjusted
2013-05-28,11210739.8033055
2013-05-29,11214939.8033055
2013-05-30,11219414.8033055
2013-05-31,11223789.8033055
2013-06-01,11229114.8033055
2013-06-02,11234089.8033055
2013-06-03,11239414.8033055
2013-06-04,11244739.8033055
2013-06-05,11249339.8033055
2013-06-06,11253864.8033055
2013-06-07,11257889.8033055
2013-06-08,11262414.8033055
2013-06-09,11266389.8033055
2013-06-10,11270739.8033055
2013-06-11,11275239.8033055
2013-06-12,11280314.8033055
2013-06-13,11284964.8033055
2013-06-14,11289464.8033055
2013-06-15,11293789.8033055
2013-06-16,11298414.8033055
2013-06-17,11302039.8033055
2013-06-18,11305539.8033055
2013-06-19,11308939.8033055
2013-06-20,11312789.8033055
2013-06-21,11316989.8033055
2013-06-22,11321389.8033055
2013-06-23,11325514.8033045
2013-06-24,11329264.8033045
2013-06-25,11333189.8033045
2013-06-26,11337539.8033045
2013-06-27,11341714.8033045
2013-06-28,11345939.8033045
2013-06-29,11350164.8033045
2013-06-30,11353989.8033045
2013-07-01,11357914.8033045
2013-07-02,11361739.8033045
2013-07-03,11366339.8033045
2013-07-04,11370464.8033045
2013-07-05,11375114.8033045
2013-07-06,11379789.8033045
2013-07-07,11384439.8033045
2013-07-08,11389239.8033045
2013-07-09,11393864.8033045
2013-07-10,11398739.8033045
2013-07-11,11403089.8033045
2013-07-12,11406939.8033045
2013-07-13,11410864.8033045
2013-07-14,11415164.8033045
2013-07-15,11419264.8033045
2013-07-16,11423364.8033055
2013-07-17,11427964.8033055
2013-07-18,11431989.8033055
2013-07-19,11436264.8033055
2013-07-20,11440914.8033055
2013-07-21,11445889.8033055
2013-07-22,11450014.8033055
2013-07-23,11453539.8033055
2013-07-24,11457514.8033055
2013-07-25,11461164.8033055
2013-07-26,11467423.9116115
2013-07-27,11469789.8033055
2013-07-28,11473989.8033055
2013-07-29,11478439.8033055
2013-07-30,11483364.8023055
2013-07-31,11488114.8023055
2013-08-01,11492539.8023055
2013-08-02,11497339.8023055
2013-08-03,11501589.8023055
2013-08-04,11506064.8023055
2013-08-05,11510789.8023055
2013-08-06,11515539.8023055
2013-08-07,11520189.8023055
2013-08-08,11525314.8023055
2013-08-09,11530189.8023055
2013-08-10,11535439.8023055
2013-08-11,11540839.8023055
2013-08-12,11546239.8023055
2013-08-13,11550814.8023055
2013-08-14,11555014.8023065
2013-08-15,11559264.8023055
2013-08-16,11563464.8023055
2013-08-17,11568214.8023055
2013-08-18,11573064.8023055
2013-08-19,11577489.8023045
2013-08-20,11582239.8023055
2013-08-21,11587139.8023065
2013-08-22,11592539.8023065
2013-08-23,11597439.8023065
2013-08-24,11602014.8023055
2013-08-25,11605789.8023055
2013-08-26,11609939.8023055
2013-08-27,11614164.8023055
2013-08-28,11618614.8023055
2013-08-29,11623339.8023055
2013-08-30,11628464.8023055
2013-08-31,11634039.8023055
2013-09-01,11639564.8023055
2013-09-02,11644939.8023055
2013-09-03,11649789.8023055
2013-09-04,11653864.8023055
2013-09-05,11658339.8023055
2013-09-06,11662964.8023055
2013-09-07,11666589.8023055
2013-09-08,11670514.8023055
2013-09-09,11675589.8023065
2013-09-10,11680364.8023065
2013-09-11,11685364.8023065
2013-09-12,11690689.8023065
2013-09-13,11695789.8023065
2013-09-14,11701239.8023065
2013-09-15,11705764.8023065
2013-09-16,11709614.8023065
2013-09-17,11714089.8023065
2013-09-18,11718214.8023065
2013-09-19,11722964.8023065
2013-09-20,11727964.8023065
2013-09-21,11732689.8023065
2013-09-22,11737764.8023065
2013-09-23,11743014.8023065
2013-09-24,11748314.8023065
2013-09-25,11753464.8023055
2013-09-26,11757514.8023055
2013-09-27,11761964.8023055
2013-09-28,11766389.8023055
2013-09-29,11770639.8023055
2013-09-30,11774714.8023055
2013-10-01,11779389.8023055
2013-10-02,11784164.8023035
2013-10-03,11789139.8023025
2013-10-04,11793639.8023025
2013-10-05,11799114.8023025
2013-10-06,11803739.8023025
2013-10-07,11807639.8023025
2013-10-08,11813225.6892345
2013-10-09,11816139.8023025
2013-10-10,11820939.8023025
2013-10-11,11825564.8023025
2013-10-12,11830914.8023035
2013-10-13,11836439.8023035
2013-10-14,11842689.8023035
2013-10-15,11849189.8023035
2013-10-16,11854439.8023035
2013-10-17,11858614.8023035
2013-10-18,11863414.8023045
2013-10-19,11868989.8023045
2013-10-20,11873964.8023055
2013-10-21,11879239.8023055
2013-10-22,11885364.8023055
2013-10-23,11890889.8023045
2013-10-24,11896264.8023045
2013-10-25,11902139.8023045
2013-10-26,11906689.8023045
2013-10-27,11911164.8023045
2013-10-28,11915539.8023045
2013-10-29,11919539.8023035
2013-10-30,11924414.8023025
2013-10-31,11929689.8023035
2013-11-01,11934889.8023035
2013-11-02,11939939.8023035
2013-11-03,11944739.8023035
2013-11-04,11949614.8023035
2013-11-05,11953964.8023035
2013-11-06,11958039.8023035
2013-11-07,11961639.8023035
2013-11-08,11964989.8023035
2013-11-09,11968689.8023035
2013-11-10,11972964.8023035
2013-11-11,11977639.8023045
2013-11-12,11982664.8023045
2013-11-13,11986864.8023045
2013-11-14,11991439.8023055
2013-11-15,11995589.8023065
2013-11-16,12000439.8023075
2013-11-17,12005089.8023075
2013-11-18,12008989.8023095
2013-11-19,12013014.8023095
2013-11-20,12017114.8023095
2013-11-21,12020864.8023095
2013-11-22,12025164.8023095
2013-11-23,12029414.8023105
2013-11-24,12033614.8023105
2013-11-25,12037939.8023095
2013-11-26,12041914.8023085
2013-11-27,12046239.8023095
2013-11-28,12050764.8023085
2013-11-29,12055089.8023085
2013-11-30,12061522.0918655
2013-12-01,12064364.8023075
2013-12-02,12068339.8023075
2013-12-03,12073339.8023075
2013-12-04,12077614.8023085
2013-12-05,12081864.8023085
2013-12-06,12087064.8023085
2013-12-07,12091939.8023095
2013-12-08,12096814.8023095
2013-12-09,12101214.8023095
2013-12-10,12106014.8023095
2013-12-11,12110139.8023095
2013-12-12,12114214.8023095
2013-12-13,12118576.3910525
2013-12-14,12123514.8023095
2013-12-15,12127939.8023095
2013-12-16,12132964.8023085
2013-12-17,12138039.8023065
2013-12-18,12143014.8023055
2013-12-19,12148664.8023055
2013-12-20,12153114.8023045
2013-12-21,12157139.8023045
2013-12-22,12161364.8023045
2013-12-23,12165639.8023045
2013-12-24,12169864.8023055
2013-12-25,12173914.8023055
2013-12-26,12178414.8023055
2013-12-27,12183014.8023075
2013-12-28,12186764.8023075
2013-12-29,12190964.8023075
2013-12-30,12195289.8023075
2013-12-31,12199889.8023075
2014-01-01,12205014.8023085
2014-01-02,12208364.8023085
2014-01-03,12212389.8023085
2014-01-04,12215914.8023075
2014-01-05,12220739.8023085
2014-01-06,12225389.8023075
2014-01-07,12229814.8023085
2014-01-08,12234639.8023085
2014-01-09,12239814.8023075
2014-01-10,12244489.8023075
2014-01-11,12249739.8023085
2014-01-12,12254914.8023085
2014-01-13,12259139.8023075
2014-01-14,12263189.8023075
2014-01-15,12267789.8023075
2014-01-16,12272414.8023075
2014-01-17,12276214.8023075
2014-01-18,12280564.8023085
2014-01-19,12284789.8023085
2014-01-20,12289664.8023085
2014-01-21,12293814.8023085
2014-01-22,12298614.8023065
2014-01-23,12303039.8023055
2014-01-24,12307764.8023045
2014-01-25,12311889.8023055
2014-01-26,12315689.8023045
2014-01-27,12320039.8023035
2014-01-28,12323889.8023035
2014-01-29,12327689.8023035
2014-01-30,12332089.8023035
2014-01-31,12336689.8023035
2014-02-01,12341414.8023045
2014-02-02,12346064.8023035
2014-02-03,12350589.8023035
2014-02-04,12354889.8023035
2014-02-05,12359089.8023045
2014-02-06,12363639.8023045
2014-02-07,12367514.8023045
2014-02-08,12372064.8023055
2014-02-09,12375514.8023055
2014-02-10,12379414.8023055
2014-02-11,12383514.8023055
2014-02-12,12387964.8023055
2014-02-13,12392414.8023055
2014-02-14,12397189.8023055
2014-02-15,12401864.8023055
2014-02-16,12406739.8023055
2014-02-17,12410614.8023055
2014-02-18,12414689.8023055
2014-02-19,12419689.8023045
2014-02-20,12424114.8023035
2014-02-21,12427914.8023035
2014-02-22,12432443.5547345
2014-02-23,12436614.8023045
2014-02-24,12441389.8023055
2014-02-25,12445414.8023045
2014-02-26,12450209.5754915
2014-02-27,12454714.8023025
2014-02-28,12459239.8023035
2014-03-01,12462839.8023035
2014-03-02,12466339.8023035
2014-03-03,12470039.8023055
2014-03-04,12473764.8023045
2014-03-05,12477664.8023045
2014-03-06,12481989.8023045
2014-03-07,12486139.8023075
2014-03-08,12490339.8023075
2014-03-09,12494814.8023075
2014-03-10,12498539.8023065
2014-03-11,12502739.8023065
2014-03-12,12507289.8023065
2014-03-13,12511339.8023065
2014-03-14,12514664.8023065
2014-03-15,12518789.8023065
2014-03-16,12523064.8023075
2014-03-17,12527089.8023075
2014-03-18,12530739.8023075
2014-03-19,12534739.8023095
2014-03-20,12539164.8023095
2014-03-21,12543814.8023095
2014-03-22,12548064.8023105
2014-03-23,12553414.8023105
2014-03-24,12558114.8023105
2014-03-25,12562039.8023105
2014-03-26,12566014.8023115
2014-03-27,12570339.8023115
2014-03-28,12574689.8023125
2014-03-29,12579071.9935495
2014-03-30,12582651.9208135
2014-03-31,12587064.8023125
2014-04-01,12591339.8023125
2014-04-02,12596275.4642265
2014-04-03,12601364.8023135
2014-04-04,12606239.8023145
2014-04-05,12610514.8023145
2014-04-06,12614289.8023145
2014-04-07,12618064.8023145
2014-04-08,12621414.8023145
2014-04-09,12625439.8023145
2014-04-10,12629314.8023145
2014-04-11,12633539.8023145
2014-04-12,12637564.8023145
2014-04-13,12642239.8023145
2014-04-14,12647064.8023155
2014-04-15,12651614.8023165
2014-04-16,12655589.8023165
2014-04-17,12659814.8023165
2014-04-18,12663814.8023185
2014-04-19,12667789.8023195
2014-04-20,12672239.8023195
2014-04-21,12676514.8023205
2014-04-22,12680364.8023205
2014-04-23,12684489.8023195
2014-04-24,12688264.8023205
2014-04-25,12692814.8023225
2014-04-26,12696889.8023225
2014-04-27,12701314.8023225
2014-04-28,12705114.8023235
2014-04-29,12709390.7160405
2014-04-30,12712814.8023225
2014-05-01,12717214.8023225
2014-05-02,12721239.8023225
2014-05-03,12724789.8023225
2014-05-04,12728564.8023225
2014-05-05,12731689.8023225
2014-05-06,12736539.8023235
2014-05-07,12740514.8023215
2014-05-08,12744689.8023205
2014-05-09,12748939.8023185
2014-05-10,12753414.8023175
2014-05-11,12757214.8023185
2014-05-12,12761314.8023175
2014-05-13,12765364.8023175
2014-05-14,12769114.8023175
2014-05-15,12773389.8023175
2014-05-16,12777914.8023185
2014-05-17,12782239.8023155
2014-05-18,12786539.8023165
2014-05-19,12790739.8023155
2014-05-20,12795164.8023165
2014-05-21,12799539.8023165
2014-05-22,12803839.8023165
2014-05-23,12807964.8023165
2014-05-24,12811814.8023155
2014-05-25,12815839.8023155
2014-05-26,12819789.8023145
2014-05-27,12823189.8023135
2014-05-28,12827414.8023125
2014-05-29,12830939.8023125
2014-05-30,12835114.8023125
2014-05-31,12838789.8023125
2014-06-01,12843164.8023125
2014-06-02,12847989.8023125
2014-06-03,12852439.8479395
2014-06-04,12856964.8023135
2014-06-05,12860764.8023135
2014-06-06,12864239.8023135
2014-06-07,12868114.8023135
2014-06-08,12871514.8023125
2014-06-09,12875414.8023125
2014-06-10,12879589.8023125
2014-06-11,12883239.8023145
2014-06-12,12887539.8023155
2014-06-13,12891614.8023165
2014-06-14,12896064.8023165
2014-06-15,12900814.8023155
2014-06-16,12905514.8023165
2014-06-17,12910114.8023165
2014-06-18,12914064.8023165
2014-06-19,12918239.8023155
2014-06-20,12922889.8023155
2014-06-21,12927539.8023155
2014-06-22,12932039.8023155
2014-06-23,12936439.8023155
2014-06-24,12941139.8023155
2014-06-25,12945814.8023155
2014-06-26,12950089.8023165
2014-06-27,12955014.8023155
2014-06-28,12959564.8023155
2014-06-29,12963489.8023155
2014-06-30,12966789.8023155
2014-07-01,12970114.8023155
2014-07-02,12973539.8023155
2014-07-03,12977014.8023155
2014-07-04,12981164.8023165
2014-07-05,12984964.8023165
2014-07-06,12988514.8023155
2014-07-07,12992264.8023145
2014-07-08,12996014.8023145
2014-07-09,13000164.8023155
2014-07-10,13003889.8023145
2014-07-11,13007789.8023145
2014-07-12,13011714.8023135
2014-07-13,13015714.8023135
2014-07-14,13019089.8023135
2014-07-15,13023064.8023125
2014-07-16,13026664.8023125
2014-07-17,13030964.8023125
2014-07-18,13035264.8023135
2014-07-19,13039689.8023145
2014-07-20,13043564.8023145
2014-07-21,13047439.8023145
2014-07-22,13050989.8023145
2014-07-23,13054639.8023155
2014-07-24,13058214.8023155
2014-07-25,13062289.8023155
2014-07-26,13065639.8023155
2014-07-27,13069464.8023155
2014-07-28,13073214.8023165
2014-07-29,13076939.8023165
2014-07-30,13081239.8023155
2014-07-31,13085089.8023165
2014-08-01,13089014.8023165
2014-08-02,13093089.8023165
2014-08-03,13096939.8023165
2014-08-04,13100139.8023165
2014-08-05,13103514.8023165
2014-08-06,13107614.8023165
2014-08-07,13111614.8023165
2014-08-08,13116042.6841785
2014-08-09,13120114.8023145
2014-08-10,13124539.8023155
2014-08-11,13129089.8023155
2014-08-12,13133439.8023145
2014-08-13,13137064.8023145
2014-08-14,13141564.8023155
2014-08-15,13145689.8023155
2014-08-16,13149639.8023155
2014-08-17,13153889.8023155
2014-08-18,13158839.8023155
2014-08-19,13163489.8023175
2014-08-20,13167714.8023165
2014-08-21,13171839.8023165
2014-08-22,13175764.8023165
2014-08-23,13179814.8023165
2014-08-24,13183464.8023165
2014-08-25,13186889.8023175
2014-08-26,13191214.8023175
2014-08-27,13195439.8023175
2014-08-28,13199764.8023165
2014-08-29,13204014.8023165
2014-08-30,13208564.8023165
2014-08-31,13213264.8023175
2014-09-01,13216664.8023175
2014-09-02,13220339.8023185
2014-09-03,13224564.8023185
2014-09-04,13228514.8023205
2014-09-05,13232139.8023215
2014-09-06,13236614.8023215
2014-09-07,13240489.8023225
2014-09-08,13244089.8023225
2014-09-09,13247739.8023225
2014-09-10,13251664.8023225
2014-09-11,13255914.8023215
2014-09-12,13259764.8023215
2014-09-13,13264289.8023205
2014-09-14,13268239.8023195
2014-09-15,13272189.8023195
2014-09-16,13276464.8023195
2014-09-17,13281114.8023195
2014-09-18,13285589.8023185
2014-09-19,13289864.8023175
2014-09-20,13294264.8023175
2014-09-21,13298364.8023185
2014-09-22,13302564.8023185
2014-09-23,13306314.8023195
2014-09-24,13310214.8023195
2014-09-25,13314514.8023195
2014-09-26,13317864.8023195
2014-09-27,13321303.2260095
2014-09-28,13324464.8023195
2014-09-29,13327889.8023195
2014-09-30,13331714.8023195
2014-10-01,13335589.8023205
2014-10-02,13339044.3219765
2014-10-03,13342689.8023205
2014-10-04,13346539.8023205
2014-10-05,13350764.8023205
2014-10-06,13354789.8023205
2014-10-07,13358139.8023205
2014-10-08,13361739.8023205
2014-10-09,13365439.8023215
2014-10-10,13369314.8023205
2014-10-11,13372914.8023205
2014-10-12,13376614.8023205
2014-10-13,13380489.8023195
2014-10-14,13383789.8023195
2014-10-15,13387564.8023195
2014-10-16,13391264.8023185
2014-10-17,13394814.8023185
2014-10-18,13398914.8023185
2014-10-19,13402239.8023185
2014-10-20,13405664.8023185
2014-10-21,13409489.8023175
2014-10-22,13413464.8023175
2014-10-23,13417239.8023175
2014-10-24,13421214.8023165
2014-10-25,13425089.8023165
2014-10-26,13428214.8023165
2014-10-27,13432189.8023165
2014-10-28,13435639.8023165
2014-10-29,13439514.8023175
2014-10-30,13443764.8023175
2014-10-31,13448464.8023175
2014-11-01,13452439.8023175
2014-11-02,13456314.8023175
2014-11-03,13460539.8023185
2014-11-04,13464589.8023185
2014-11-05,13468039.8023185
2014-11-06,13482785.1849505
2014-11-07,13475639.8023185
2014-11-08,13479464.8023175
2014-11-09,13483214.8023175
2014-11-10,13486889.8023175
2014-11-11,13490114.8023175
2014-11-12,13493789.8023175
2014-11-13,13497414.8023165
2014-11-14,13501264.8023165
2014-11-15,13504764.8023165
2014-11-16,13508514.8023155
2014-11-17,13512114.8023165
2014-11-18,13515964.8023165
2014-11-19,13519489.8023165
2014-11-20,13522939.8023165
2014-11-21,13526114.8023165
2014-11-22,13529964.8023185
2014-11-23,13533514.8023185
2014-11-24,13537189.8023185
2014-11-25,13540489.8023195
2014-11-26,13543914.8023195
2014-11-27,13547439.8023195
2014-11-28,13551139.8023205
2014-11-29,13555064.8023215
2014-11-30,13559064.8023215
2014-12-01,13562314.8023205
2014-12-02,13566064.8023205
2014-12-03,13568964.8023205
2014-12-04,13572614.8023205
2014-12-05,13576514.8023205
2014-12-06,13579939.8023215
2014-12-07,13583089.8023205
2014-12-08,13587164.8023205
2014-12-09,13590714.8023205
2014-12-10,13594289.8023205
2014-12-11,13597989.8023205
2014-12-12,13601514.8023205
2014-12-13,13605164.8023205
2014-12-14,13608689.8023205
2014-12-15,13612214.8023205
2014-12-16,13615789.8023205
2014-12-17,13618989.8023215
2014-12-18,13622214.8023215
2014-12-19,13625639.8023205
2014-12-20,13628989.8023205
2014-12-21,13632289.8023205
2014-12-22,13636389.8023215
2014-12-23,13640139.8023225
2014-12-24,13643964.8023225
2014-12-25,13647914.8023225
2014-12-26,13651714.8023225
2014-12-27,13655514.8023225
2014-12-28,13659739.8023235
2014-12-29,13663839.8023235
2014-12-30,13667714.8023235
2014-12-31,13671514.8023235
2015-01-01,13675639.8023225
2015-01-02,13679764.8023215
2015-01-03,13683814.8023215
2015-01-04,13688114.8023205
2015-01-05,13692014.8023205
2015-01-06,13695964.8023205
2015-01-07,13699464.8023205
2015-01-08,13703139.8023205
2015-01-09,13706639.8023205
2015-01-10,13710314.8023205
2015-01-11,13714189.8023205
2015-01-12,13717739.8023205
2015-01-13,13720914.8023215
2015-01-14,13724539.8023225
2015-01-15,13728314.8023225
2015-01-16,13731789.8023235
2015-01-17,13735239.8023235
2015-01-18,13739064.8023235
2015-01-19,13742664.8023235
2015-01-20,13745614.8023235
2015-01-21,13749339.8023235
2015-01-22,13752714.8023235
2015-01-23,13755814.8023245
2015-01-24,13758964.8023245
2015-01-25,13762089.8023245
2015-01-26,13765264.8023235
2015-01-27,13768989.8023225
2015-01-28,13773089.8023215
2015-01-29,13777189.8023215
2015-01-30,13780639.8023225
2015-01-31,13784789.8023225
2015-02-01,13788664.8023225
2015-02-02,13792639.8023235
2015-02-03,13795814.8023236
2015-02-04,13799789.8023226
2015-02-05,13803764.8023226
2015-02-06,13808189.8023235
2015-02-07,13812164.8023235
2015-02-08,13815464.8023245
2015-02-09,13819489.8023245
2015-02-10,13823089.8023245
2015-02-11,13827039.8023255
2015-02-12,13830014.8023255
2015-02-13,13833664.8023255
2015-02-14,13837664.8023255
2015-02-15,13841164.8023275
2015-02-16,13845089.8023275
2015-02-17,13848814.8023275
2015-02-18,13852989.8023275
2015-02-19,13857139.8023275
2015-02-20,13861089.8023275
2015-02-21,13864639.8023275
2015-02-22,13868414.8023275
2015-02-23,13871964.8023285
2015-02-24,13875189.8023295
2015-02-25,13879164.8023295
2015-02-26,13882914.8023305
2015-02-27,13886714.8023305
2015-02-28,13890264.8023316
2015-03-01,13893764.8023316
2015-03-02,13897714.8023326
2015-03-03,13901664.8023326
2015-03-04,13905164.8023326
2015-03-05,13908464.8023326
2015-03-06,13912164.8023326
2015-03-07,13915664.8023326
2015-03-08,13919564.8023326
2015-03-09,13923164.8023306
2015-03-10,13926964.8023316
2015-03-11,13930814.8023306
2015-03-12,13934089.8023316
2015-03-13,13937739.8023316
2015-03-14,13941014.8023326
2015-03-15,13944589.8023326
2015-03-16,13948064.8023326
2015-03-17,13951264.8023326
2015-03-18,13955089.8023326
2015-03-19,13958514.8023346
2015-03-20,13961914.8023346
2015-03-21,13965689.8023346
2015-03-22,13969239.8023346
2015-03-23,13972864.8023366
2015-03-24,13977189.8023366
2015-03-25,13981239.8023366
2015-03-26,13984939.8023366
2015-03-27,13989214.8023376
2015-03-28,13992914.8023386
2015-03-29,13996739.8023386
2015-03-30,14000289.8023376
2015-03-31,14004039.8023376
2015-04-01,14007339.8023376
2015-04-02,14011489.8023376
2015-04-03,14015139.8023376
2015-04-04,14018964.8023386
2015-04-05,14022664.8023386
2015-04-06,14025814.8023386
2015-04-07,14029614.8023386
2015-04-08,14032739.8023376
2015-04-09,14036064.8023376
2015-04-10,14039864.8023366
2015-04-11,14043364.8023366
2015-04-12,14046564.8023366
2015-04-13,14050464.8023366
2015-04-14,14054189.8023366
2015-04-15,14057239.8023366
2015-04-16,14060689.8023366
2015-04-17,14063839.8023366
2015-04-18,14067489.8023366
2015-04-19,14071114.8023366
2015-04-20,14074964.8023376
2015-04-21,14078789.8023376
2015-04-22,14082589.8023376
2015-04-23,14085839.8023376
2015-04-24,14088939.8023376
2015-04-25,14093014.8023366
2015-04-26,14096614.8023366
2015-04-27,14100039.8023356
2015-04-28,14103864.8023346
2015-04-29,14107039.8023346
2015-04-30,14110389.8023346
2015-05-01,14114089.8023336
2015-05-02,14117764.8023336
2015-05-03,14121289.8023336
2015-05-04,14124489.8023326
2015-05-05,14128339.8023326
2015-05-06,14132364.8023326
2015-05-07,14135889.8023326
2015-05-08,14139639.8023316
2015-05-09,14142864.8023316
2015-05-10,14146089.8023306
2015-05-11,14150039.8023306
2015-05-12,14153789.8023306
2015-05-13,14157839.8023296
2015-05-14,14161689.8023296
2015-05-15,14165364.8023296
2015-05-16,14168664.8023306
2015-05-17,14172939.8023306
2015-05-18,14176539.8023316
2015-05-19,14179789.8023316
2015-05-20,14183414.8023316
2015-05-21,14187289.8023316
2015-05-22,14190739.8023316
2015-05-23,14193539.8023316
2015-05-24,14197189.8023306
2015-05-25,14200714.8023306
2015-05-26,14204314.8023326
2015-05-27,14207764.8023326
2015-05-28,14211064.8023326
2015-05-29,14214914.8023326
2015-05-30,14218314.8023326
2015-05-31,14222014.8023326
2015-06-01,14225314.8023326
2015-06-02,14229064.8023326
2015-06-03,14232614.8023326
2015-06-04,14236139.8023326
2015-06-05,14239589.8023326
2015-06-06,14244039.8023326
2015-06-07,14247764.8023326
2015-06-08,14251689.8023336
2015-06-09,14255464.8023336
2015-06-10,14259689.8023336
2015-06-11,14263064.8023336
2015-06-12,14266614.8023336
2015-06-13,14270589.8023336
2015-06-14,14274289.8023326
2015-06-15,14277889.8023336
2015-06-16,14280839.8023336
2015-06-17,14284789.8023336
2015-06-18,14288689.8023326
2015-06-19,14292364.8023326
2015-06-20,14295714.8023326
2015-06-21,14298814.8023326
2015-06-22,14302639.8023326
2015-06-23,14306139.8023336
2015-06-24,14310039.8023336
2015-06-25,14313839.8023336
2015-06-26,14317689.8023336
2015-06-27,14320914.8023346
2015-06-28,14324439.8023346
2015-06-29,14327939.8023346
2015-06-30,14331564.8023346
2015-07-01,14334939.8023346
2015-07-02,14338789.8023346
2015-07-03,14342814.8023346
2015-07-04,14346614.8023346
2015-07-05,14350164.8023346
2015-07-06,14354689.8023336
2015-07-07,14358039.8023336
2015-07-08,14362064.8023336
2015-07-09,14365389.8023336
2015-07-10,14369239.8023346
2015-07-11,14372939.8023346
2015-07-12,14376314.8023346
2015-07-13,14380014.8023346
2015-07-14,14383614.8023346
2015-07-15,14387439.8023346
2015-07-16,14390789.8023346
2015-07-17,14394464.8023346
2015-07-18,14398189.8023346
2015-07-19,14401989.8023336
2015-07-20,14405889.8023336
2015-07-21,14409064.8023326
2015-07-22,14412914.8023326
2015-07-23,14416414.8023336
2015-07-24,14420639.8023346
2015-07-25,14424489.8023346
2015-07-26,14428089.8023356
2015-07-27,14431814.8023356
2015-07-28,14435214.8023356
2015-07-29,14439014.8023346
2015-07-30,14442364.8023346
2015-07-31,14446139.8023356
2015-08-01,14450014.8023356
2015-08-02,14453789.8023356
2015-08-03,14457714.8023356
2015-08-04,14461114.8023366
2015-08-05,14464439.8023366
2015-08-06,14468014.8023366
2015-08-07,14471439.8023366
2015-08-08,14475464.8023366
2015-08-09,14479014.8023366
2015-08-10,14483189.8023366
2015-08-11,14487239.8023366
2015-08-12,14490389.8023366
2015-08-13,14494064.8023366
2015-08-14,14497614.8023366
2015-08-15,14501039.8023366
2015-08-16,14504489.8023366
2015-08-17,14508164.8023376
2015-08-18,14511689.8023376
2015-08-19,14515589.8023366
2015-08-20,14519339.8023356
2015-08-21,14523464.8023356
2015-08-22,14527414.8023356
2015-08-23,14530764.8023356
2015-08-24,14534639.8023356
2015-08-25,14538014.8023356
2015-08-26,14542039.8023366
2015-08-27,14545485.5365246
2015-08-28,14549339.8023356
2015-08-29,14553339.8023336
2015-08-30,14557089.8023336
2015-08-31,14561014.8023336
2015-09-01,14564864.8023336
2015-09-02,14568864.8023336
2015-09-03,14572514.8023326
2015-09-04,14576414.8023326
2015-09-05,14580089.8023326
2015-09-06,14583689.8023316
2015-09-07,14587489.8023316
2015-09-08,14590889.8023316
2015-09-09,14594614.8023316
2015-09-10,14598889.8023326
2015-09-11,14602839.8023326
2015-09-12,14606214.8023326
2015-09-13,14609989.8023326
2015-09-14,14613789.8023326
2015-09-15,14617789.8023326
2015-09-16,14621339.8023326
2015-09-17,14624939.8023326
2015-09-18,14628614.8023316
2015-09-19,14631739.8023316
2015-09-20,14634939.8023326
2015-09-21,14638239.8023326
2015-09-22,14642164.8023316
2015-09-23,14646114.8023316
2015-09-24,14649614.8023316
2015-09-25,14653714.8023326
2015-09-26,14657389.8023316
2015-09-27,14661114.8023306
2015-09-28,14664689.8023326
2015-09-29,14669039.8023326
2015-09-30,14672739.8023326
2015-10-01,14676464.8023316
2015-10-02,14679914.8023316
2015-10-03,14683539.8023316
2015-10-04,14687364.8023316
2015-10-05,14691189.8023316
2015-10-06,14694739.8023326
2015-10-07,14698064.8023326
2015-10-08,14701564.8023326
2015-10-09,14704714.8023326
2015-10-10,14708714.8023326
2015-10-11,14712364.8023316
2015-10-12,14715914.8023316
2015-10-13,14719339.8023316
2015-10-14,14723139.8023316
2015-10-15,14727289.8023316
2015-10-16,14730889.8023316
2015-10-17,14734289.8023316
2015-10-18,14737914.8023316
2015-10-19,14742039.8023316
2015-10-20,14745239.8023316
2015-10-21,14748839.8023316
2015-10-22,14752539.8023296
2015-10-23,14756264.8023296
2015-10-24,14759889.8023306
2015-10-25,14763764.8023296
2015-10-26,14767864.8023296
2015-10-27,14771539.8023296
2015-10-28,14775014.8023296
2015-10-29,14778789.8023296
2015-10-30,14783064.8023296
2015-10-31,14786739.8023296
2015-11-01,14790564.8023296
2015-11-02,14794389.8023296
2015-11-03,14798264.8023306
2015-11-04,14802139.8023316
2015-11-05,14805789.8023316
2015-11-06,14809414.8023316
2015-11-07,14813214.8023326
2015-11-08,14816689.8023316
2015-11-09,14820414.8023316
2015-11-10,14824064.8023316
2015-11-11,14828264.8023316
2015-11-12,14832289.8023316
2015-11-13,14836289.8023316
2015-11-14,14839839.8023316
2015-11-15,14843839.8023306
2015-11-16,14848164.8023306
2015-11-17,14851889.8023306
2015-11-18,14855714.8023306
2015-11-19,14859114.8023306
2015-11-20,14863289.8023296
2015-11-21,14867639.8023296
2015-11-22,14871939.8023296
2015-11-23,14876014.8023296
2015-11-24,14879914.8023296
2015-11-25,14883614.8023296
2015-11-26,14888014.8023296
2015-11-27,14891339.8023296
2015-11-28,14895189.8023296
2015-11-29,14898914.8023296
2015-11-30,14902964.8023286
2015-12-01,14907139.8023286
2015-12-02,14911164.8023296
2015-12-03,14914714.8023306
2015-12-04,14918539.8023306
2015-12-05,14922914.8023306
2015-12-06,14926889.8023306
2015-12-07,14930564.8023306
2015-12-08,14934939.8023306
2015-12-09,14939139.8023306
2015-12-10,14944539.8023306
2015-12-11,14948539.8023306
2015-12-12,14952589.8023306
2015-12-13,14956139.8023306
2015-12-14,14961014.8023306
2015-12-15,14965589.8023306
