Date,indicators/msol
2009-01-12,0.339398148148148
2009-01-14,2.02540509259259
2009-01-15,1.34099537037037
2009-01-16,1.67586805555556
2009-01-18,1.94357638888889
2009-01-19,4.13953703703704
2009-01-20,2.14331018518519
2009-01-21,2.8752662037037
2009-01-22,3.16084490740741
2009-01-23,2.93439814814815
2009-01-24,4.31221064814815
2009-01-25,1.7769212962963
2009-01-26,2.64075231481481
2009-01-27,1.884375
2009-01-29,2.11689814814815
2009-01-31,12.1361574074074
2009-02-01,1.06494212962963
2009-02-02,17.3621990740741
2009-02-03,1.19671296296296
2009-02-07,10.3815393518519
2009-02-08,7.86328703703704
2009-02-09,5.74122685185185
2009-02-11,2.1456712962963
2009-02-15,7.08269675925926
2009-02-16,2.99601851851852
2009-02-19,2.79077546296296
2009-02-22,5.39275462962963
2009-02-27,5.37372685185185
2009-02-28,5.04158564814815
2009-03-03,2.37616898148148
2009-03-04,3.21607638888889
2009-03-05,1.70394675925926
2009-03-08,3.89299768518519
2009-03-12,4.08980324074074
2009-03-13,4.06148148148148
2009-03-16,7.76636574074074
2009-03-18,3.88077546296296
2009-03-20,2.22685185185185
2009-03-22,4.14744212962963
2009-03-26,4.06320601851852
2009-03-28,4.16857638888889
2009-03-31,3.19615740740741
2009-04-05,4.10168981481482
2009-04-11,2.15354166666667
2009-04-12,7.17803240740741
2009-04-13,1.07247685185185
2009-04-18,2.00236111111111
2009-04-19,7.07016203703704
2009-04-20,15.7509259259259
2009-04-21,3.48925925925926
2009-04-26,3.76268518518519
2009-04-29,4.77913194444444
2009-05-02,6.6875462962963
2009-05-03,1.65260416666667
2009-05-04,3.74891203703704
2009-05-05,1.45326388888889
2009-05-11,1.87189814814815
2009-05-13,0.321377314814815
2009-05-14,3.78613425925926
2009-05-15,9.26212962962963
2009-05-29,8.90945601851852
2009-06-01,42.0307175925926
2009-06-22,12.7712268518519
2009-06-24,41.7933449074074
2009-06-25,3.09099537037037
2009-06-28,1.68059027777778
2009-06-29,1.97052083333333
2009-06-30,1.78583333333333
2009-07-01,1.59793981481481
2009-07-02,2.19618055555556
2009-07-20,16.0715856481481
2009-07-29,3.02263888888889
2009-07-30,5.95994212962963
2009-08-07,10.4343518518519
2009-08-26,17.5389236111111
2009-08-30,1.46935185185185
2009-08-31,2.11332175925926
2009-09-03,3.43199074074074
2009-09-07,2.5137962962963
2009-09-16,20.8709606481481
2009-09-17,12.6241087962963
2009-09-21,9.33158564814815
2009-09-22,5.9033912037037
2009-09-25,2.95355324074074
2009-09-27,1.82834490740741
2009-09-29,2.91993055555556
2009-10-02,4.24065972222222
2009-10-06,4.54087962962963
2009-10-12,73.3365625
2009-10-16,6.90069444444444
2009-10-18,2.58144675925926
2009-10-20,13.1175115740741
2009-10-21,10.9485763888889
2009-10-22,3.54896990740741
2009-10-24,2.39616898148148
2009-10-27,3.04193287037037
2009-10-29,4.98769675925926
2009-11-04,6.29054398148148
2009-11-11,5.18489583333333
2009-11-13,2.72681712962963
2009-11-19,4.58193287037037
2009-12-01,112.495532407407
2009-12-05,11.166400462963
2009-12-06,2.28994212962963
2009-12-08,1.61090277777778
2009-12-09,1.74612268518519
2009-12-12,2.56097222222222
2009-12-14,11.9484722222222
2009-12-15,3.14372685185185
2009-12-16,2.45863425925926
2009-12-17,216.743483796296
2009-12-19,3.2784837962963
2009-12-21,3.08019675925926
2009-12-25,74.2539814814815
2009-12-27,6.19875
2010-01-01,1.20831018518519
2010-01-04,18.2422222222222
2010-01-12,55.3353703703704
2010-01-13,28.7145833333333
2010-01-14,15.9531597222222
2010-01-15,3.73797453703704
2010-01-16,4.770625
