Date,fees/gas_price_mean
2015-11-30,55199244473.8955
2015-12-01,54837947430.5453
2015-12-02,53588845124.435295
2015-12-03,53564860105.4599
2015-12-04,53920215594.7404
2015-12-05,54430269329.1537
2015-12-06,53904812363.1414
2015-12-07,53988885934.1949
2015-12-08,53743612456.2903
2015-12-09,54733915733.6218
2015-12-10,54938250098.2743
2015-12-11,58195798149.0473
2015-12-12,59486449382.1679
2015-12-13,56701649125.9238
2015-12-14,53372600387.03249
2015-12-15,62650330557.8248
2015-12-16,54026271430.686
2015-12-17,55081281266.8414
2015-12-18,55034649240.087204
2015-12-19,53891713881.1707
2015-12-20,53342677327.296906
2015-12-21,53466176225.3366
2015-12-22,53627121089.8061
2015-12-23,55663754533.1177
2015-12-24,52792315740.0924
2015-12-25,53550792729.4073
2015-12-26,53675955366.8967
2015-12-27,66846252680.016304
2015-12-28,53108130510.6637
2015-12-29,53729001892.7818
2015-12-30,56716784472.3798
2015-12-31,57661175080.5
2016-01-01,54747565393.3175
2016-01-02,53323453178.310394
2016-01-03,53342341401.9861
2016-01-04,54038066808.2861
2016-01-05,57078526509.281296
2016-01-06,53724486417.6506
2016-01-07,53273537580.5966
2016-01-08,53800517545.3133
2016-01-09,53277018400.1765
2016-01-10,53104731713.9814
2016-01-11,53940328768.7161
2016-01-12,54526276152.4721
2016-01-13,58256098367.5146
2016-01-14,55250356300.7744
2016-01-15,57562550443.1361
2016-01-16,55150540725.9533
2016-01-17,53477721573.9547
2016-01-18,53945900878.639496
2016-01-19,53767376718.132996
2016-01-20,55721616548.872604
2016-01-21,60639283859.433205
2016-01-22,56195249052.258
2016-01-23,55504259186.7888
2016-01-24,58951408558.9368
2016-01-25,56752420983.2237
2016-01-26,58955359850.391495
2016-01-27,58687046251.4527
2016-01-28,56180261527.6064
2016-01-29,59508641166.521706
2016-01-30,67198755701.0543
2016-01-31,66544976812.6165
2016-02-01,66170097350.0375
2016-02-02,65763607540.9972
2016-02-03,64138762371.9195
2016-02-04,73409019027.066
2016-02-05,68267066894.059
2016-02-06,131916789237.46101
2016-02-07,81674346129.9189
2016-02-08,80464718771.046
2016-02-09,124510154915.646
2016-02-10,141408960350.28
2016-02-11,66423382206.9817
2016-02-12,62799761219.945694
2016-02-13,57729244743.925
2016-02-14,53479540613.195
2016-02-15,56788416455.5576
2016-02-16,55814592782.913704
2016-02-17,54601880947.2465
2016-02-18,54513971077.7391
2016-02-19,54608221631.7852
2016-02-20,53778238540.2557
2016-02-21,54255151036.9466
2016-02-22,59577980578.5622
2016-02-23,61016867321.1565
2016-02-24,58177356218.91
2016-02-25,57464169480.064095
2016-02-26,54600904591.4913
2016-02-27,54108259575.3631
2016-02-28,54072562583.3313
2016-02-29,58416492222.3835
2016-03-01,59690933815.9465
2016-03-02,67322497889.5937
2016-03-03,56545945781.723495
2016-03-04,53626100170.6859
2016-03-05,47489912177.340805
2016-03-06,47259057065.1246
2016-03-07,50440843853.6381
2016-03-08,53595079870.394005
2016-03-09,38089619701.6432
2016-03-10,30204433046.8153
2016-03-11,29035652694.0532
2016-03-12,29197411911.495
2016-03-13,30820960382.1456
2016-03-14,28509995012.7474
2016-03-15,26342144976.0747
2016-03-16,25523949148.1123
2016-03-17,27708932990.0411
2016-03-18,26302902479.704098
2016-03-19,29326753003.149097
2016-03-20,26655411712.0848
2016-03-21,26198708914.546402
2016-03-22,23516912695.1005
2016-03-23,24515668491.3157
2016-03-24,24817035022.4461
2016-03-25,28125320880.609802
2016-03-26,25100050063.4599
2016-03-27,23366025517.8795
2016-03-28,23293862604.792603
2016-03-29,24748798766.975
2016-03-30,29356903689.990498
2016-03-31,23943731847.018
2016-04-01,23089731009.4048
2016-04-02,22939736669.3087
2016-04-03,22705288436.9764
2016-04-04,23071306358.850502
2016-04-05,22855001812.0583
2016-04-06,23774218157.9852
2016-04-07,22920002716.5199
2016-04-08,23663537901.2975
2016-04-09,23374699344.6438
2016-04-10,23678330656.6919
2016-04-11,23659454581.987698
2016-04-12,23059716953.001
2016-04-13,25246911317.555
2016-04-14,25758426765.1293
2016-04-15,22848354360.3861
2016-04-16,22969314895.7476
2016-04-17,23167419889.5193
2016-04-18,22692256963.8319
2016-04-19,22921917180.6019
2016-04-20,23244541703.3361
2016-04-21,24583057704.3836
2016-04-22,23168317792.8031
2016-04-23,23328772910.9619
2016-04-24,22898306186.073402
2016-04-25,22894325246.0901
2016-04-26,24013247908.6456
2016-04-27,22769355411.0608
2016-04-28,23151110557.1732
2016-04-29,22517844341.128002
2016-04-30,23589420594.6336
2016-05-01,24074701210.5956
2016-05-02,23735031559.889
2016-05-03,24296239463.706
2016-05-04,23683442808.8043
2016-05-05,24293386756.562298
2016-05-06,23038005217.8579
2016-05-07,23118154787.6212
2016-05-08,23310345000.037098
2016-05-09,23021017203.4668
2016-05-10,23592720268.0621
2016-05-11,23627226077.1481
2016-05-12,25330807566.7422
2016-05-13,28093655545.5225
2016-05-14,23703052414.4983
2016-05-15,22439773234.5207
2016-05-16,22740132144.8251
2016-05-17,22852181918.654
2016-05-18,23498384259.7338
2016-05-19,23539460754.7003
2016-05-20,23617555646.5547
2016-05-21,22932813088.569798
2016-05-22,22915048413.9968
2016-05-23,23047905809.112602
2016-05-24,23390787326.9557
2016-05-25,23119167835.5237
2016-05-26,22614164986.6808
2016-05-27,23740827314.708
2016-05-28,26746665348.5825
2016-05-29,23677018969.3784
2016-05-30,23145863917.9029
2016-05-31,22735089093.357597
2016-06-01,22687558791.6213
2016-06-02,22831513080.6215
2016-06-03,22754854054.5682
2016-06-04,22562926511.451298
2016-06-05,22634657554.0611
2016-06-06,23217826840.808197
2016-06-07,23737534492.8259
2016-06-08,23042966450.5228
2016-06-09,22658862385.653202
2016-06-10,22804128940.4604
2016-06-11,22375029282.861298
2016-06-12,22951154961.6403
2016-06-13,22759240658.3179
2016-06-14,22856579440.7471
2016-06-15,22714226453.6507
2016-06-16,23212696395.7379
2016-06-17,24632069593.032
2016-06-18,24843768913.3977
2016-06-19,22736174768.864002
2016-06-20,22691090048.2762
2016-06-21,25068845209.8261
2016-06-22,23017973391.255203
2016-06-23,22617185980.6617
2016-06-24,22376397200.2466
2016-06-25,22497935939.253902
2016-06-26,22141167067.4436
2016-06-27,22312348465.6621
2016-06-28,22584213072.5442
2016-06-29,22918582593.739902
2016-06-30,22446491113.041
2016-07-01,22618172633.9145
2016-07-02,22174765936.0911
2016-07-03,22438609327.8364
2016-07-04,22445903080.387
2016-07-05,22791928269.69
2016-07-06,22376280595.904602
2016-07-07,22363551641.2577
2016-07-08,22368208462.7307
2016-07-09,22412574674.3535
2016-07-10,22296567526.9928
2016-07-11,22505333819.105
2016-07-12,22440652514.1358
2016-07-13,22106770557.084198
2016-07-14,22324847988.941097
2016-07-15,22150401291.5802
2016-07-16,22453905432.9497
2016-07-17,22385907495.7133
2016-07-18,22194304300.1568
2016-07-19,21817375020.9477
2016-07-20,22553228643.5679
2016-07-21,22496025782.3547
2016-07-22,22388524770.0475
2016-07-23,22644090501.5793
2016-07-24,23334840903.5533
2016-07-25,23055593809.199303
2016-07-26,23802114598.075
2016-07-27,22886382979.9447
2016-07-28,24336775150.4727
2016-07-29,22951966479.0935
2016-07-30,22341575287.753498
2016-07-31,22551495057.0838
2016-08-01,22560601997.405098
2016-08-02,22679744211.1767
2016-08-03,22667499174.708298
2016-08-04,22424068262.365498
2016-08-05,22709716839.4543
2016-08-06,22261007498.330097
2016-08-07,22143757118.5386
2016-08-08,22238663553.1246
2016-08-09,22880314198.248203
2016-08-10,22839922128.0715
2016-08-11,22430005194.2473
2016-08-12,23389186213.1221
2016-08-13,22116282459.9383
2016-08-14,22080023368.079502
2016-08-15,22387394757.7561
2016-08-16,22133315566.7666
2016-08-17,22449010537.6654
2016-08-18,22271755768.8611
2016-08-19,23013031810.9515
2016-08-20,22008202021.5573
2016-08-21,22724928780.5316
2016-08-22,22322128145.1099
2016-08-23,22472449179.847
2016-08-24,22134955111.6649
2016-08-25,21662495419.999397
2016-08-26,22060468684.305298
2016-08-27,22084491734.3918
2016-08-28,22327330954.0511
2016-08-29,22503390990.3114
2016-08-30,21968125373.6125
2016-08-31,22383972827.467598
2016-09-01,22350497449.9047
2016-09-02,21832746445.4754
2016-09-03,22180114517.8604
2016-09-04,23122925313.8557
2016-09-05,22297761925.4328
2016-09-06,22011556383.1959
2016-09-07,22086810763.599503
2016-09-08,22630806155.175
2016-09-09,21954984795.334
2016-09-10,22516085593.1743
2016-09-11,23221716092.2366
2016-09-12,23192092539.9597
2016-09-13,22172975216.1622
2016-09-14,21847315101.2495
2016-09-15,22076869308.5983
2016-09-16,21913132121.5882
2016-09-17,22349371994.5536
2016-09-18,22722051978.590298
2016-09-19,22459974841.938198
2016-09-20,22114596899.3187
2016-09-21,21875371150.092
2016-09-22,21998293789.818
2016-09-23,36520780497.4097
2016-09-24,33231902597.098503
2016-09-25,38650733832.310905
2016-09-26,43188170152.6123
2016-09-27,35880566233.6855
2016-09-28,31053957466.155098
2016-09-29,30521640536.2401
2016-09-30,29817386068.7542
2016-10-01,27851144123.2598
2016-10-02,29274270350.8757
2016-10-03,28921116126.6804
2016-10-04,25719466740.2587
2016-10-05,25204273149.887897
2016-10-06,23383154021.582302
2016-10-07,23148248452.017002
2016-10-08,23382156316.6367
2016-10-09,24293403159.2114
2016-10-10,23808820586.558903
2016-10-11,24289033632.14
2016-10-12,26037096488.1521
2016-10-13,74508549154.7283
2016-10-14,47491822158.7928
2016-10-15,67021626921.859795
2016-10-16,64860315135.422295
2016-10-17,62917625993.0629
2016-10-18,56109104952.9824
2016-10-19,26726320741.2726
2016-10-20,28388678071.0224
2016-10-21,27327186755.6133
2016-10-22,25568419660.2807
2016-10-23,27189463354.1193
2016-10-24,26738598194.1475
2016-10-25,25467763115.8809
2016-10-26,24766254645.4763
2016-10-27,25335805630.984898
2016-10-28,26393346615.038998
2016-10-29,26931401011.1018
2016-10-30,25710654067.6077
2016-10-31,24957725627.9229
2016-11-01,27306724365.5117
2016-11-02,24483859111.2308
2016-11-03,24959981034.6614
2016-11-04,23953353774.538002
2016-11-05,24195064419.790398
2016-11-06,24063307574.3535
2016-11-07,24556000429.2836
2016-11-08,24358801327.8899
2016-11-09,25674126403.433002
2016-11-10,24703835062.7192
2016-11-11,28885873401.2659
2016-11-12,25243993965.4434
2016-11-13,25168748733.4307
2016-11-14,24969184272.897003
2016-11-15,24582331373.257
2016-11-16,24744831659.2836
2016-11-17,24333883462.9396
2016-11-18,24779293462.2613
2016-11-19,24367176414.651497
2016-11-20,24297865024.8565
2016-11-21,24827550548.0802
2016-11-22,23328942477.901203
2016-11-23,24571404784.729298
2016-11-24,27957005767.4424
2016-11-25,17357950828.8481
2016-11-26,24476330142.578503
2016-11-27,25187618136.397
2016-11-28,25725607641.2827
2016-11-29,25162584778.7084
2016-11-30,23375317675.0235
2016-12-01,22784113143.1116
2016-12-02,23054180873.869
2016-12-03,22020928393.346703
2016-12-04,22552049925.9526
2016-12-05,23029361570.5424
2016-12-06,22736949333.0112
2016-12-07,23373212813.0451
2016-12-08,939564597809.236
2016-12-09,22948363843.0438
2016-12-10,22714084725.9089
2016-12-11,22609806495.9645
2016-12-12,23526685427.8712
2016-12-13,22646873529.1984
2016-12-14,21838805159.6341
2016-12-15,22069236857.200302
2016-12-16,22741298919.304302
2016-12-17,23258823534.0347
2016-12-18,23606372759.2537
2016-12-19,23061647663.4433
2016-12-20,24119294810.969
2016-12-21,23592292635.4241
2016-12-22,20418520842.7383
2016-12-23,21893017279.897198
2016-12-24,22809729789.7008
2016-12-25,22736138306.206802
2016-12-26,22814139095.2711
2016-12-27,23151973381.6958
2016-12-28,22821198639.8993
2016-12-29,23045778522.4123
2016-12-30,22828992564.4972
2016-12-31,22281436609.8322
2017-01-01,22444944917.561897
2017-01-02,22918458369.9258
2017-01-03,23220439901.6173
2017-01-04,23037250631.6035
2017-01-05,22930447499.4274
2017-01-06,22907913093.3375
2017-01-07,22757632171.5802
2017-01-08,22997373902.909397
2017-01-09,23091635207.214302
2017-01-10,22532236237.8012
2017-01-11,22676138463.7122
2017-01-12,22753820556.799202
2017-01-13,21748698234.4659
2017-01-14,22078886681.3443
2017-01-15,22398934723.3507
2017-01-16,22395773525.432602
2017-01-17,22742343222.1452
2017-01-18,22420105831.6438
2017-01-19,22208773721.024
2017-01-20,22204685754.5966
2017-01-21,22405633900.974003
2017-01-22,22118050371.1037
2017-01-23,22172878508.920498
2017-01-24,22081334069.5117
2017-01-25,22307659786.4614
2017-01-26,22312515185.5552
2017-01-27,22432428019.7158
2017-01-28,22065325275.4315
2017-01-29,22354603966.3914
2017-01-30,22073336576.0174
2017-01-31,23010693003.116
2017-02-01,22516264230.6547
2017-02-02,22596551977.5393
2017-02-03,22508635956.7257
2017-02-04,22547090135.603
2017-02-05,22331019731.727303
2017-02-06,22488425968.9766
2017-02-07,22381838948.0426
2017-02-08,22770223820.0789
2017-02-09,22865377987.5178
2017-02-10,22403621822.6726
2017-02-11,22125002970.75
2017-02-12,22435390349.729
2017-02-13,23207924832.2253
2017-02-14,22818103984.497303
2017-02-15,31915437681.2201
2017-02-16,22602328224.4191
2017-02-17,22533195533.4269
2017-02-18,23057941419.9908
2017-02-19,22391191940.9799
2017-02-20,22465780989.7916
2017-02-21,22569187219.7588
2017-02-22,22844411722.6843
2017-02-23,22741097760.8866
2017-02-24,22754849336.5195
2017-02-25,22580332911.312702
2017-02-26,22771424431.1744
2017-02-27,23193377967.6238
2017-02-28,23578408064.6117
2017-03-01,26993247040.2933
2017-03-02,23505123801.642403
2017-03-03,22808352063.1434
2017-03-04,22752613012.0304
2017-03-05,22459193729.360397
2017-03-06,22683379792.554398
2017-03-07,22439900327.3641
2017-03-08,22717981194.0812
2017-03-09,22207041922.5518
2017-03-10,25552883602.872402
2017-03-11,22822227018.8898
2017-03-12,22944292835.2471
2017-03-13,23503094188.439503
2017-03-14,22958465247.9603
2017-03-15,22873617924.2267
2017-03-16,23318234774.7668
2017-03-17,27329559603.5977
2017-03-18,22588280321.8608
2017-03-19,22676654708.2249
2017-03-20,22485861954.101902
2017-03-21,22401666063.3417
2017-03-22,22752454613.1148
2017-03-23,22541771174.5746
2017-03-24,27441833680.9032
2017-03-25,23012529659.5708
2017-03-26,22249849692.5559
2017-03-27,22247794559.743397
2017-03-28,22247087953.9134
2017-03-29,22261680593.518997
2017-03-30,22337489832.2081
2017-03-31,22421222085.5567
2017-04-01,22145659410.4023
2017-04-02,22140799974.7539
2017-04-03,22176569227.1033
2017-04-04,22335006404.2015
2017-04-05,22438228963.688198
2017-04-06,22774967564.7226
2017-04-07,22133175526.769497
2017-04-08,22134943280.449703
2017-04-09,21963656912.637
2017-04-10,22330645585.9035
2017-04-11,22007626116.8457
2017-04-12,23067711027.699497
2017-04-13,22288942887.2338
2017-04-14,22257379067.3111
2017-04-15,22240477958.903202
2017-04-16,22100218538.2038
2017-04-17,22255010723.393
2017-04-18,22747420157.5721
2017-04-19,22626922332.6261
2017-04-20,22479053680.4771
2017-04-21,22819358781.705402
2017-04-22,22631052480.3725
2017-04-23,21898039096.3037
2017-04-24,22992421399.895298
2017-04-25,21734015244.751198
2017-04-26,22048839795.8331
2017-04-27,22377947329.884
2017-04-28,22130700584.2976
2017-04-29,22799209590.239098
2017-04-30,22541845100.480602
2017-05-01,22989649815.2729
2017-05-02,22975461232.733097
2017-05-03,22182605256.267
2017-05-04,22523480694.0967
2017-05-05,22905913235.1698
2017-05-06,22233427009.4689
2017-05-07,22863576069.190903
2017-05-08,22304778707.9362
2017-05-09,22419891708.1824
2017-05-10,22141501610.2275
2017-05-11,22276386523.879997
2017-05-12,22224260596.9951
2017-05-13,22176736929.2551
2017-05-14,22054420864.2972
2017-05-15,22225479221.8733
2017-05-16,22338079736.0302
2017-05-17,26658490658.1767
2017-05-18,22641931555.5582
2017-05-19,22507354372.3902
2017-05-20,22578527231.7813
2017-05-21,22366670220.835297
2017-05-22,22950916506.4238
2017-05-23,22876914692.9036
2017-05-24,23511877462.0969
2017-05-25,22627478168.6527
2017-05-26,22767260891.3621
2017-05-27,22312210827.133602
2017-05-28,21916364414.226
2017-05-29,22429141176.2989
2017-05-30,24758885830.9731
2017-05-31,38210063773.8621
2017-06-01,23808562950.4486
2017-06-02,22913829908.5972
2017-06-03,22677818317.5737
2017-06-04,23508783552.0051
2017-06-05,22886137204.0593
2017-06-06,23539130279.103
2017-06-07,23555770568.8484
2017-06-08,23571788218.2732
2017-06-09,22518978782.616302
2017-06-10,22422146714.4049
2017-06-11,23843612253.829
2017-06-12,30391141089.742596
2017-06-13,24903912969.867702
2017-06-14,22812812578.5609
2017-06-15,23411815379.0368
2017-06-16,22083654403.399902
2017-06-17,20940055932.8994
2017-06-18,19777146520.5258
2017-06-19,21054562068.3889
2017-06-20,35606261848.0499
2017-06-21,58264077196.8131
2017-06-22,41150573698.9979
2017-06-23,40960227373.6621
2017-06-24,47309213754.2837
2017-06-25,34521352333.671906
2017-06-26,49580734026.4814
2017-06-27,31580245372.5561
2017-06-28,43482890266.3586
2017-06-29,35022170593.425896
2017-06-30,27223635401.3916
2017-07-01,26689728580.1344
2017-07-02,25581333280.0316
2017-07-03,28117349172.8691
2017-07-04,24664144554.9528
2017-07-05,26133024523.3554
2017-07-06,24841070313.7796
2017-07-07,27021742038.0118
2017-07-08,26089973919.114002
2017-07-09,26860797613.8769
2017-07-10,22840512365.0803
2017-07-11,24575033100.675003
2017-07-12,24301621063.8618
2017-07-13,23629822114.6071
2017-07-14,23119742998.6522
2017-07-15,26644007281.0698
2017-07-16,24225254470.3908
2017-07-17,25008451290.0402
2017-07-18,26922445269.417698
2017-07-19,25859171423.245003
2017-07-20,23785270501.4286
2017-07-21,34121661718.254597
2017-07-22,24728177686.2053
2017-07-23,24411781141.0276
2017-07-24,24993645320.4776
2017-07-25,26699669746.109
2017-07-26,26644959295.1172
2017-07-27,25759576270.2347
2017-07-28,25160319002.879597
2017-07-29,24073380191.5867
2017-07-30,23908993567.1679
2017-07-31,22305961186.9839
2017-08-01,25462492942.9723
2017-08-02,25145539899.5873
2017-08-03,24881344614.166798
2017-08-04,22630338283.8248
2017-08-05,23984146001.158897
2017-08-06,24293412889.33
2017-08-07,25187717436.744198
2017-08-08,23836962422.0643
2017-08-09,24062207266.2513
2017-08-10,24244829372.988503
2017-08-11,25055821755.9103
2017-08-12,24802395476.8186
2017-08-13,22053673388.211403
2017-08-14,22124106464.9427
2017-08-15,21732658516.362503
2017-08-16,34716303600.8841
2017-08-17,29045025650.1965
2017-08-18,44653492843.7324
2017-08-19,25853813412.607903
2017-08-20,22972240493.1424
2017-08-21,23061643547.2114
2017-08-22,23423033219.335197
2017-08-23,23256200292.699497
2017-08-24,24488987225.198902
2017-08-25,25311366616.874
2017-08-26,22816054496.0034
2017-08-27,22152769743.8804
2017-08-28,23023333378.0108
2017-08-29,26062902402.9332
2017-08-30,25922353625.3137
2017-08-31,36202779201.0376
2017-09-01,29038234384.813297
2017-09-02,62682734226.701004
2017-09-03,24625907338.209698
2017-09-04,27792328085.8491
2017-09-05,30139309786.5067
2017-09-06,36519706123.6375
2017-09-07,36147491376.2192
2017-09-08,42275877643.0596
2017-09-09,29941043194.591103
2017-09-10,36135150446.0082
2017-09-11,26441744516.4219
2017-09-12,28430040166.4383
2017-09-13,27123610125.4491
2017-09-14,28372005081.6143
2017-09-15,35527257414.4923
2017-09-16,35281116399.793396
2017-09-17,32847109837.7243
2017-09-18,27527967856.6443
2017-09-19,28240983765.1914
2017-09-20,30102925180.77
2017-09-21,23983898010.1395
2017-09-22,24379043547.1627
2017-09-23,23562292733.1173
2017-09-24,28226701570.6893
2017-09-25,25547420147.8791
2017-09-26,24571949910.212
2017-09-27,26548967735.5387
2017-09-28,25409632808.472
2017-09-29,23184436268.0658
2017-09-30,26231412090.2086
2017-10-01,24190581700.9505
2017-10-02,25376879519.9338
2017-10-03,23882103385.170097
2017-10-04,23689836677.760597
2017-10-05,24302843665.0774
2017-10-06,25759310386.6936
2017-10-07,22705744739.7911
2017-10-08,24091593641.6236
2017-10-09,24174030452.4586
2017-10-10,25058292801.316
2017-10-11,30039329444.242798
2017-10-12,24512657108.8061
2017-10-13,26489325565.204597
2017-10-14,24196653845.2211
2017-10-15,23514174126.241802
2017-10-16,16678649825.803701
2017-10-17,14194850634.4668
2017-10-18,14081137033.1045
2017-10-19,12235259269.1775
2017-10-20,14610296315.1481
2017-10-21,12128683877.261501
2017-10-22,10751701285.316399
2017-10-23,13779982035.369299
2017-10-24,14415679062.496
2017-10-25,12720316552.7734
2017-10-26,12385969702.466099
2017-10-27,11545392383.4005
2017-10-28,10491810278.755201
2017-10-29,10371979123.9169
2017-10-30,11808258896.6639
2017-10-31,13692446133.2531
2017-11-01,14979336358.9841
2017-11-02,15919836477.373602
2017-11-03,12781813100.676
2017-11-04,11624770774.5613
2017-11-05,10703460686.783
2017-11-06,10433598350.9955
2017-11-07,13393206633.3892
2017-11-08,16154783876.835
2017-11-09,15782698640.286398
2017-11-10,15035268895.8516
2017-11-11,15394711300.1217
2017-11-12,18011066403.8651
2017-11-13,16602249927.4332
2017-11-14,16703668751.721699
2017-11-15,17408770097.8697
2017-11-16,16023812984.8765
2017-11-17,16406020668.6943
2017-11-18,13338811349.758
2017-11-19,14228776295.1221
2017-11-20,16089092084.5827
2017-11-21,17548693029.276398
2017-11-22,16469805981.4867
2017-11-23,15992008557.507101
2017-11-24,15456862626.619701
2017-11-25,12891133378.255201
2017-11-26,14953785431.073198
2017-11-27,15537184716.4466
2017-11-28,16779026509.5761
2017-11-29,17499709481.781
2017-11-30,16353888616.6339
2017-12-01,14561616856.0981
2017-12-02,13179110390.6542
2017-12-03,14068434201.32
2017-12-04,21961999884.099102
2017-12-05,30921177676.195602
2017-12-06,42116102550.3425
2017-12-07,59656054583.51759
2017-12-08,61102848374.0697
2017-12-09,55563635227.1143
2017-12-10,43571747795.5731
2017-12-11,35271826505.0109
2017-12-12,38367405490.8894
2017-12-13,38631248630.3247
2017-12-14,41791954659.0922
2017-12-15,35432581486.8239
2017-12-16,35296128602.5459
2017-12-17,29121138984.1754
2017-12-18,27442762058.447998
2017-12-19,34330952643.7648
2017-12-20,41559107326.935104
2017-12-21,41640835518.3342
2017-12-22,40786678393.1627
2017-12-23,33285493629.978603
2017-12-24,30228181017.771202
2017-12-25,26111076108.0786
2017-12-26,25927026822.5978
2017-12-27,25108575761.7401
2017-12-28,24132541418.0186
2017-12-29,25022520206.3438
2017-12-30,24163173176.662
2017-12-31,24708881233.87
2018-01-01,23305485604.2425
2018-01-02,26315022736.9938
2018-01-03,27919698107.7558
2018-01-04,33356781997.6111
2018-01-05,84460756511.86119
2018-01-06,95788574583.23369
2018-01-07,74588438926.50261
2018-01-08,73644673858.0667
2018-01-09,76789746828.8853
2018-01-10,95441101029.4892
2018-01-11,82600430564.6032
2018-01-12,60014211356.23241
2018-01-13,63717170951.47101
2018-01-14,58397110439.6137
2018-01-15,53860259458.2786
2018-01-16,54778476280.6484
2018-01-17,52114059602.8113
2018-01-18,53748001983.8341
2018-01-19,51156242638.5218
2018-01-20,51085494086.9558
2018-01-21,40356556173.4196
2018-01-22,33802233817.321903
2018-01-23,39247217520.1231
2018-01-24,37646911482.7475
2018-01-25,33568704784.174797
2018-01-26,28113878384.5636
2018-01-27,27546279427.121098
2018-01-28,27799939028.7877
2018-01-29,37028206151.8801
2018-01-30,30081646328.429398
2018-01-31,29402395304.332
2018-02-01,40436332602.7294
2018-02-02,35386250063.687904
2018-02-03,29301000333.0803
2018-02-04,29029734016.9435
2018-02-05,26867195836.644203
2018-02-06,27964527864.1957
2018-02-07,26693856132.6603
2018-02-08,24967490308.4357
2018-02-09,22856084311.2339
2018-02-10,23836033683.1375
2018-02-11,21902813564.74
2018-02-12,20823907358.7743
2018-02-13,21675045125.721302
2018-02-14,22500946108.405
2018-02-15,21565589981.929802
2018-02-16,21590347216.7404
2018-02-17,21836563714.4158
2018-02-18,23119878103.1978
2018-02-19,19905649266.5965
2018-02-20,20246593621.8269
2018-02-21,19357946150.2352
2018-02-22,17902757910.7717
2018-02-23,18831502714.7226
2018-02-24,19384495562.3838
2018-02-25,16759656093.7379
2018-02-26,17771149759.4206
2018-02-27,17894327928.685402
2018-02-28,20187246996.597
