Date,fees/volume_sum
2015-08-07,37.3184135112793
2015-08-08,68.0999700718568
2015-08-09,14.0989497032056
2015-08-10,31.1651444383787
2015-08-11,11.3114485860198
2015-08-12,32.5869924043777
2015-08-13,24.9291691099431
2015-08-14,14.3548341128275
2015-08-15,8.83659302804685
2015-08-16,6.67723792490556
2015-08-17,7.64281183963496
2015-08-18,11.906071340176
2015-08-19,15.4309506694802
2015-08-20,6.85556694270663
2015-08-21,7.85504172470532
2015-08-22,42.5471718295825
2015-08-23,8.0497676729018
2015-08-24,8.87628541979861
2015-08-25,8.25975582511054
2015-08-26,7.44772927855698
2015-08-27,8.67096304288794
2015-08-28,9.92514837050521
2015-08-29,5.50745152606155
2015-08-30,5.63417374243262
2015-08-31,7.42453381437899
2015-09-01,7.8437698558944
2015-09-02,8.15373533105102
2015-09-03,6.97002567409968
2015-09-04,9.7338563614693
2015-09-05,9.14122832360337
2015-09-06,8.055487734516
2015-09-07,9.25642239586653
2015-09-08,10.3799263020444
2015-09-09,9.84060106916306
2015-09-10,7.92580717079699
2015-09-11,8.87672815267996
2015-09-12,11.3548331935052
2015-09-13,9.57872567391911
2015-09-14,9.90154841939516
2015-09-15,8.42699714528331
2015-09-16,15.1466170778448
2015-09-17,8.55652379145551
2015-09-18,11.8348210661985
2015-09-19,7.98220437292547
2015-09-20,10.9696454717551
2015-09-21,10.1807419409429
2015-09-22,11.4041451759166
2015-09-23,10.7002671047921
2015-09-24,10.3195062665013
2015-09-25,9.8365949161266
2015-09-26,9.28914647862103
2015-09-27,8.42387045044485
2015-09-28,9.27234660930711
2015-09-29,8.87732842074942
2015-09-30,8.385327115721
2015-10-01,8.76794946344591
2015-10-02,9.76529666285067
2015-10-03,9.79164836445863
2015-10-04,9.43192578589795
2015-10-05,11.4867735072301
2015-10-06,9.99529995355286
2015-10-07,12.1829899207108
2015-10-08,11.9729333683424
2015-10-09,11.3092183843179
2015-10-10,11.3828116170538
2015-10-11,8.99879459915072
2015-10-12,10.7038073208172
2015-10-13,12.3232487996423
2015-10-14,11.831998521079
2015-10-15,18.8703438616697
2015-10-16,21.1794465456481
2015-10-17,12.291462445798
2015-10-18,13.1130126020698
2015-10-19,11.6992191396033
2015-10-20,11.5270197987697
2015-10-21,10.1558577346744
2015-10-22,13.200504837912
2015-10-23,13.7479413918476
2015-10-24,10.6966382171522
2015-10-25,9.07951212615754
2015-10-26,10.7732671216144
2015-10-27,18.9028975783755
2015-10-28,10.8986966301071
2015-10-29,12.550751739957
2015-10-30,13.4663216604163
2015-10-31,15.4824256005449
2015-11-01,16.1702610684175
2015-11-02,10.3960139727004
2015-11-03,12.2403509899485
2015-11-04,9.39285695058746
2015-11-05,10.5938905244097
2015-11-06,15.9362701565568
2015-11-07,32.0799197933494
2015-11-08,29.526878882443
2015-11-09,11.2631029194432
2015-11-10,15.3511926282992
2015-11-11,23.0767913281558
2015-11-12,25.8891012017699
2015-11-13,14.5833024648658
2015-11-14,18.5340335117042
2015-11-15,11.4839740926352
2015-11-16,10.2696359730557
2015-11-17,9.59682965057591
2015-11-18,10.3214753974156
2015-11-19,15.863939513515
2015-11-20,11.9868992419368
2015-11-21,11.2449100626026
2015-11-22,11.2417153262866
2015-11-23,13.3160847178521
2015-11-24,12.9664910271587
2015-11-25,12.4596309916723
2015-11-26,9.30701047999245
2015-11-27,9.39919261941986
2015-11-28,14.5671305714698
2015-11-29,9.09079211711371
2015-11-30,20.8157515377374
2015-12-01,13.0743889445758
2015-12-02,11.4381225321742
2015-12-03,10.6660776050066
2015-12-04,12.3723423174672
2015-12-05,13.0848245148391
2015-12-06,17.1474042231883
2015-12-07,9.64277225225518
2015-12-08,9.14620089428979
2015-12-09,10.1369894326546
2015-12-10,11.3409350434306
2015-12-11,16.8524437877579
2015-12-12,23.1231431759297
2015-12-13,18.7321097126653
2015-12-14,74.652439561455
2015-12-15,114.407858336817
2015-12-16,44.2167818747746
2015-12-17,32.4010752132084
2015-12-18,32.1814214546963
2015-12-19,28.516230925703
2015-12-20,34.4271700216458
2015-12-21,39.1191939983611
2015-12-22,59.1625257169546
2015-12-23,81.4259907462951
2015-12-24,45.754637863072
2015-12-25,26.5940592965312
2015-12-26,31.2961851883955
2015-12-27,86.6343450291679
2015-12-28,36.4004906884878
2015-12-29,33.1892110498826
2015-12-30,76.1322840016542
2015-12-31,25.0673246473014
