Date,transactions/count
2015-12-25,9519.0
2015-12-26,10722.0
2015-12-27,21864.0
2015-12-28,12362.0
2015-12-29,11349.0
2015-12-30,21672.0
2015-12-31,10301.0
2016-01-01,8232.0
2016-01-02,9164.0
2016-01-03,9258.0
2016-01-04,9469.0
2016-01-05,16424.0
2016-01-06,17059.0
2016-01-07,22063.0
2016-01-08,10916.0
2016-01-09,11774.0
2016-01-10,10320.0
2016-01-11,10890.0
2016-01-12,10860.0
2016-01-13,16158.0
2016-01-14,10648.0
2016-01-15,9868.0
2016-01-16,10660.0
2016-01-17,9743.0
2016-01-18,12916.0
2016-01-19,13416.0
2016-01-20,10609.0
2016-01-21,10728.0
2016-01-22,13845.0
2016-01-23,11020.0
2016-01-24,12793.0
2016-01-25,17111.0
2016-01-26,16508.0
2016-01-27,18727.0
2016-01-28,16754.0
2016-01-29,16381.0
2016-01-30,14648.0
2016-01-31,14163.0
2016-02-01,14187.0
2016-02-02,14279.0
2016-02-03,14269.0
2016-02-04,14371.0
2016-02-05,15246.0
2016-02-06,31399.0
2016-02-07,14260.0
2016-02-08,14704.0
2016-02-09,15515.0
2016-02-10,17128.0
2016-02-11,21425.0
2016-02-12,18089.0
2016-02-13,19322.0
2016-02-14,16617.0
2016-02-15,17148.0
2016-02-16,17522.0
2016-02-17,19943.0
2016-02-18,16939.0
2016-02-19,18386.0
2016-02-20,16680.0
2016-02-21,17102.0
2016-02-22,18160.0
2016-02-23,18078.0
2016-02-24,18840.0
2016-02-25,19486.0
2016-02-26,21036.0
2016-02-27,18957.0
2016-02-28,19037.0
2016-02-29,20331.0
2016-03-01,21757.0
2016-03-02,23547.0
2016-03-03,24813.0
2016-03-04,24274.0
2016-03-05,27101.0
2016-03-06,27646.0
2016-03-07,23256.0
2016-03-08,24094.0
2016-03-09,24549.0
2016-03-10,24781.0
2016-03-11,23104.0
2016-03-12,27784.0
2016-03-13,28101.0
2016-03-14,28516.0
2016-03-15,29227.0
2016-03-16,27555.0
2016-03-17,33507.0
2016-03-18,31797.0
2016-03-19,34762.0
2016-03-20,32429.0
2016-03-21,32494.0
2016-03-22,32858.0
2016-03-23,31764.0
2016-03-24,36919.0
2016-03-25,36737.0
2016-03-26,36606.0
2016-03-27,29950.0
2016-03-28,33572.0
2016-03-29,33835.0
2016-03-30,36498.0
2016-03-31,32224.0
2016-04-01,33286.0
2016-04-02,29332.0
2016-04-03,29577.0
2016-04-04,34527.0
2016-04-05,39098.0
2016-04-06,31764.0
2016-04-07,31819.0
2016-04-08,33992.0
2016-04-09,31903.0
2016-04-10,32226.0
2016-04-11,30319.0
2016-04-12,34664.0
2016-04-13,35614.0
2016-04-14,34763.0
2016-04-15,34939.0
2016-04-16,30475.0
2016-04-17,40186.0
2016-04-18,33478.0
2016-04-19,32615.0
2016-04-20,32916.0
2016-04-21,37171.0
2016-04-22,31637.0
2016-04-23,31836.0
2016-04-24,34030.0
2016-04-25,35395.0
2016-04-26,32328.0
2016-04-27,33267.0
2016-04-28,33432.0
2016-04-29,36109.0
2016-04-30,44323.0
2016-05-01,38305.0
2016-05-02,41263.0
2016-05-03,37617.0
2016-05-04,37335.0
2016-05-05,37136.0
2016-05-06,40307.0
2016-05-07,35647.0
2016-05-08,39894.0
2016-05-09,38284.0
2016-05-10,40373.0
2016-05-11,40476.0
2016-05-12,44523.0
2016-05-13,47127.0
2016-05-14,45186.0
2016-05-15,42802.0
2016-05-16,37193.0
2016-05-17,40046.0
2016-05-18,45784.0
2016-05-19,44309.0
2016-05-20,44907.0
2016-05-21,43406.0
2016-05-22,38740.0
2016-05-23,43516.0
2016-05-24,42703.0
2016-05-25,46196.0
2016-05-26,50837.0
2016-05-27,48413.0
2016-05-28,69221.0
2016-05-29,45338.0
2016-05-30,42529.0
2016-05-31,44119.0
2016-06-01,42064.0
2016-06-02,39563.0
2016-06-03,39679.0
2016-06-04,37753.0
2016-06-05,37728.0
2016-06-06,38870.0
2016-06-07,45983.0
2016-06-08,40247.0
2016-06-09,39693.0
2016-06-10,39994.0
2016-06-11,36798.0
2016-06-12,42472.0
2016-06-13,46033.0
2016-06-14,49930.0
2016-06-15,42879.0
2016-06-16,43306.0
2016-06-17,66089.0
2016-06-18,62637.0
2016-06-19,50934.0
2016-06-20,46956.0
2016-06-21,47028.0
2016-06-22,48340.0
2016-06-23,41669.0
2016-06-24,45171.0
2016-06-25,36586.0
2016-06-26,41571.0
2016-06-27,39574.0
2016-06-28,42998.0
2016-06-29,49811.0
2016-06-30,63841.0
2016-07-01,40035.0
2016-07-02,39238.0
2016-07-03,39653.0
2016-07-04,39912.0
2016-07-05,39216.0
2016-07-06,37860.0
2016-07-07,40364.0
2016-07-08,42426.0
2016-07-09,40265.0
2016-07-10,39289.0
2016-07-11,38491.0
2016-07-12,40762.0
2016-07-13,35696.0
2016-07-14,42780.0
2016-07-15,41048.0
2016-07-16,38002.0
2016-07-17,33904.0
2016-07-18,39152.0
2016-07-19,44155.0
2016-07-20,50399.0
2016-07-21,44736.0
2016-07-22,48307.0
2016-07-23,44859.0
2016-07-24,58023.0
2016-07-25,54626.0
2016-07-26,61722.0
2016-07-27,52791.0
2016-07-28,48225.0
2016-07-29,47093.0
2016-07-30,41898.0
2016-07-31,48649.0
2016-08-01,45129.0
2016-08-02,48885.0
2016-08-03,49334.0
2016-08-04,46670.0
2016-08-05,43149.0
2016-08-06,41437.0
2016-08-07,42897.0
2016-08-08,42892.0
2016-08-09,46953.0
2016-08-10,46226.0
2016-08-11,48117.0
2016-08-12,44351.0
2016-08-13,41027.0
2016-08-14,40530.0
2016-08-15,42229.0
2016-08-16,48870.0
2016-08-17,44761.0
2016-08-18,47506.0
2016-08-19,42777.0
2016-08-20,41183.0
2016-08-21,42399.0
2016-08-22,44094.0
2016-08-23,48330.0
2016-08-24,46755.0
2016-08-25,49714.0
2016-08-26,47075.0
2016-08-27,47777.0
2016-08-28,42425.0
2016-08-29,45288.0
2016-08-30,46735.0
2016-08-31,45581.0
2016-09-01,47204.0
2016-09-02,54718.0
2016-09-03,44638.0
2016-09-04,47990.0
2016-09-05,42507.0
2016-09-06,48736.0
2016-09-07,48438.0
2016-09-08,55689.0
2016-09-09,53145.0
2016-09-10,42735.0
2016-09-11,43115.0
2016-09-12,44905.0
2016-09-13,42417.0
2016-09-14,53699.0
2016-09-15,52323.0
2016-09-16,56731.0
2016-09-17,46273.0
2016-09-18,37294.0
2016-09-19,40442.0
2016-09-20,53971.0
2016-09-21,44431.0
2016-09-22,52274.0
2016-09-23,34292.0
2016-09-24,38576.0
2016-09-25,37724.0
2016-09-26,42456.0
2016-09-27,45150.0
2016-09-28,42587.0
2016-09-29,40308.0
2016-09-30,35560.0
2016-10-01,45591.0
2016-10-02,43641.0
2016-10-03,46567.0
2016-10-04,56009.0
2016-10-05,39923.0
2016-10-06,36399.0
2016-10-07,42503.0
2016-10-08,36217.0
2016-10-09,42574.0
2016-10-10,44095.0
2016-10-11,40883.0
2016-10-12,29932.0
2016-10-13,32229.0
2016-10-14,41639.0
2016-10-15,24619.0
2016-10-16,34683.0
2016-10-17,37704.0
2016-10-18,50652.0
2016-10-19,30081.0
2016-10-20,40782.0
2016-10-21,57644.0
2016-10-22,37680.0
2016-10-23,35250.0
2016-10-24,52392.0
2016-10-25,47406.0
2016-10-26,45068.0
2016-10-27,44021.0
2016-10-28,41423.0
2016-10-29,39896.0
2016-10-30,39309.0
2016-10-31,44895.0
2016-11-01,48667.0
2016-11-02,43429.0
2016-11-03,42255.0
2016-11-04,32510.0
2016-11-05,37616.0
2016-11-06,34311.0
2016-11-07,41897.0
2016-11-08,41483.0
2016-11-09,40241.0
2016-11-10,39630.0
2016-11-11,40049.0
2016-11-12,40353.0
2016-11-13,43084.0
2016-11-14,43353.0
2016-11-15,44754.0
2016-11-16,41172.0
2016-11-17,40207.0
2016-11-18,43213.0
2016-11-19,38696.0
2016-11-20,41458.0
2016-11-21,42088.0
2016-11-22,52890.0
2016-11-23,63803.0
2016-11-24,36772.0
2016-11-25,55681.0
2016-11-26,40696.0
2016-11-27,44383.0
2016-11-28,48138.0
2016-11-29,46232.0
2016-11-30,38429.0
2016-12-01,36928.0
2016-12-02,41419.0
2016-12-03,40569.0
2016-12-04,38843.0
2016-12-05,40796.0
2016-12-06,47297.0
2016-12-07,41563.0
2016-12-08,38830.0
2016-12-09,40605.0
2016-12-10,39735.0
2016-12-11,38326.0
2016-12-12,38455.0
2016-12-13,44471.0
2016-12-14,46414.0
2016-12-15,45209.0
2016-12-16,43072.0
2016-12-17,38530.0
2016-12-18,35711.0
2016-12-19,44996.0
2016-12-20,43742.0
2016-12-21,49739.0
2016-12-22,54195.0
2016-12-23,43420.0
2016-12-24,36820.0
2016-12-25,35648.0
2016-12-26,34233.0
2016-12-27,41324.0
2016-12-28,42312.0
2016-12-29,45391.0
2016-12-30,43379.0
2016-12-31,40792.0
2017-01-01,38609.0
2017-01-02,39485.0
2017-01-03,45298.0
2017-01-04,50588.0
2017-01-05,49530.0
2017-01-06,43696.0
2017-01-07,43458.0
2017-01-08,42449.0
2017-01-09,45910.0
2017-01-10,47852.0
2017-01-11,44118.0
2017-01-12,49214.0
2017-01-13,49443.0
2017-01-14,40745.0
2017-01-15,40473.0
2017-01-16,43997.0
2017-01-17,45471.0
2017-01-18,43805.0
2017-01-19,43395.0
2017-01-20,45420.0
2017-01-21,42043.0
2017-01-22,46051.0
2017-01-23,44802.0
2017-01-24,49036.0
2017-01-25,45284.0
2017-01-26,46746.0
2017-01-27,46619.0
2017-01-28,45112.0
2017-01-29,42421.0
2017-01-30,45246.0
2017-01-31,43542.0
2017-02-01,44405.0
2017-02-02,43542.0
2017-02-03,42286.0
2017-02-04,45022.0
2017-02-05,46190.0
2017-02-06,46895.0
2017-02-07,51421.0
2017-02-08,50957.0
2017-02-09,47776.0
2017-02-10,52084.0
2017-02-11,46458.0
2017-02-12,45197.0
2017-02-13,55768.0
2017-02-14,58124.0
2017-02-15,54905.0
2017-02-16,49574.0
2017-02-17,49342.0
2017-02-18,49321.0
2017-02-19,48158.0
2017-02-20,50036.0
2017-02-21,58317.0
2017-02-22,50287.0
2017-02-23,47499.0
2017-02-24,54027.0
2017-02-25,53165.0
2017-02-26,51660.0
2017-02-27,52513.0
2017-02-28,60035.0
2017-03-01,59627.0
2017-03-02,70566.0
2017-03-03,64195.0
2017-03-04,58626.0
2017-03-05,56844.0
2017-03-06,56907.0
2017-03-07,62456.0
2017-03-08,55174.0
2017-03-09,64127.0
2017-03-10,64997.0
2017-03-11,64673.0
2017-03-12,66532.0
2017-03-13,81391.0
2017-03-14,76931.0
2017-03-15,81023.0
2017-03-16,109725.0
2017-03-17,106380.0
2017-03-18,89811.0
2017-03-19,84484.0
2017-03-20,80070.0
2017-03-21,84117.0
2017-03-22,78652.0
2017-03-23,82220.0
2017-03-24,87623.0
2017-03-25,84216.0
2017-03-26,79333.0
2017-03-27,94330.0
2017-03-28,84038.0
2017-03-29,92746.0
2017-03-30,95909.0
2017-03-31,102835.0
2017-04-01,80324.0
2017-04-02,88431.0
2017-04-03,99867.0
2017-04-04,85983.0
2017-04-05,87153.0
2017-04-06,94747.0
2017-04-07,92536.0
2017-04-08,71907.0
2017-04-09,74141.0
2017-04-10,75162.0
2017-04-11,75647.0
2017-04-12,80044.0
2017-04-13,83854.0
2017-04-14,80900.0
2017-04-15,74375.0
2017-04-16,70436.0
2017-04-17,72313.0
2017-04-18,82985.0
2017-04-19,84633.0
2017-04-20,85190.0
2017-04-21,80357.0
2017-04-22,73081.0
2017-04-23,76846.0
2017-04-24,79381.0
2017-04-25,92634.0
2017-04-26,89318.0
2017-04-27,103999.0
2017-04-28,104790.0
2017-04-29,90993.0
2017-04-30,94556.0
2017-05-01,111417.0
2017-05-02,108896.0
2017-05-03,97020.0
2017-05-04,114258.0
2017-05-05,108101.0
2017-05-06,94736.0
2017-05-07,105969.0
2017-05-08,116573.0
2017-05-09,112175.0
2017-05-10,108881.0
2017-05-11,116184.0
2017-05-12,106360.0
2017-05-13,100373.0
2017-05-14,100554.0
2017-05-15,121812.0
2017-05-16,115329.0
2017-05-17,136862.0
2017-05-18,135379.0
2017-05-19,159613.0
2017-05-20,129645.0
2017-05-21,148310.0
2017-05-22,175054.0
2017-05-23,185231.0
2017-05-24,185286.0
2017-05-25,181537.0
2017-05-26,167598.0
2017-05-27,148124.0
2017-05-28,153808.0
2017-05-29,157223.0
2017-05-30,189967.0
2017-05-31,201783.0
2017-06-01,196287.0
2017-06-02,192359.0
2017-06-03,173467.0
2017-06-04,176499.0
2017-06-05,187883.0
2017-06-06,196588.0
2017-06-07,203622.0
2017-06-08,185436.0
2017-06-09,213325.0
2017-06-10,211542.0
2017-06-11,238642.0
2017-06-12,283747.0
2017-06-13,277048.0
2017-06-14,247995.0
2017-06-15,257854.0
2017-06-16,240756.0
2017-06-17,239079.0
2017-06-18,241123.0
2017-06-19,281940.0
2017-06-20,282261.0
2017-06-21,184832.0
2017-06-22,267235.0
2017-06-23,271560.0
2017-06-24,234177.0
2017-06-25,228207.0
2017-06-26,310578.0
2017-06-27,249519.0
2017-06-28,260502.0
2017-06-29,259915.0
2017-06-30,249348.0
2017-07-01,235306.0
2017-07-02,242078.0
2017-07-03,296176.0
2017-07-04,274519.0
2017-07-05,266278.0
2017-07-06,254326.0
2017-07-07,290214.0
2017-07-08,245000.0
2017-07-09,222526.0
2017-07-10,292500.0
2017-07-11,283359.0
2017-07-12,274589.0
2017-07-13,251166.0
2017-07-14,240921.0
2017-07-15,226299.0
2017-07-16,245056.0
2017-07-17,242807.0
2017-07-18,264793.0
2017-07-19,265517.0
2017-07-20,246674.0
2017-07-21,230250.0
2017-07-22,202932.0
2017-07-23,257432.0
2017-07-24,254470.0
2017-07-25,240165.0
2017-07-26,220422.0
2017-07-27,221180.0
2017-07-28,241644.0
2017-07-29,195643.0
2017-07-30,204095.0
2017-07-31,245945.0
2017-08-01,214951.0
2017-08-02,227858.0
2017-08-03,233534.0
2017-08-04,253035.0
2017-08-05,256914.0
2017-08-06,261758.0
2017-08-07,275647.0
2017-08-08,313214.0
2017-08-09,276014.0
2017-08-10,331562.0
2017-08-11,349683.0
2017-08-12,326255.0
2017-08-13,328333.0
2017-08-14,397980.0
2017-08-15,401458.0
2017-08-16,389796.0
2017-08-17,407710.0
2017-08-18,420865.0
2017-08-19,368873.0
2017-08-20,303309.0
2017-08-21,383936.0
2017-08-22,355284.0
2017-08-23,364673.0
2017-08-24,341617.0
2017-08-25,343193.0
2017-08-26,294424.0
2017-08-27,311888.0
2017-08-28,351707.0
2017-08-29,380759.0
2017-08-30,391627.0
2017-08-31,368060.0
2017-09-01,379731.0
2017-09-02,322747.0
2017-09-03,295918.0
2017-09-04,432302.0
2017-09-05,428911.0
2017-09-06,479519.0
2017-09-07,433250.0
2017-09-08,451565.0
2017-09-09,374188.0
2017-09-10,320863.0
2017-09-11,359019.0
2017-09-12,395091.0
2017-09-13,357766.0
2017-09-14,373536.0
2017-09-15,428559.0
2017-09-16,357346.0
2017-09-17,285216.0
2017-09-18,357478.0
2017-09-19,331883.0
2017-09-20,311589.0
2017-09-21,308900.0
2017-09-22,265300.0
2017-09-23,250432.0
2017-09-24,260956.0
2017-09-25,294410.0
2017-09-26,296123.0
2017-09-27,300573.0
2017-09-28,319348.0
2017-09-29,316386.0
2017-09-30,282736.0
2017-10-01,272083.0
2017-10-02,296150.0
2017-10-03,316572.0
2017-10-04,293740.0
2017-10-05,297647.0
2017-10-06,302080.0
2017-10-07,279462.0
2017-10-08,288000.0
2017-10-09,320362.0
2017-10-10,338855.0
2017-10-11,330939.0
2017-10-12,349572.0
2017-10-13,365826.0
2017-10-14,318306.0
2017-10-15,312437.0
2017-10-16,364700.0
2017-10-17,462780.0
2017-10-18,411181.0
2017-10-19,396230.0
2017-10-20,434230.0
2017-10-21,359983.0
2017-10-22,360165.0
2017-10-23,385514.0
2017-10-24,415239.0
2017-10-25,399647.0
2017-10-26,398293.0
2017-10-27,392625.0
2017-10-28,355482.0
2017-10-29,375196.0
2017-10-30,433820.0
2017-10-31,474478.0
2017-11-01,496610.0
2017-11-02,514207.0
2017-11-03,470402.0
2017-11-04,386010.0
2017-11-05,386767.0
2017-11-06,431743.0
2017-11-07,446833.0
2017-11-08,463866.0
2017-11-09,449701.0
2017-11-10,442974.0
2017-11-11,382177.0
2017-11-12,423695.0
2017-11-13,431514.0
2017-11-14,464392.0
2017-11-15,520555.0
2017-11-16,475954.0
2017-11-17,483621.0
2017-11-18,445079.0
2017-11-19,447577.0
2017-11-20,514314.0
2017-11-21,507872.0
2017-11-22,526818.0
2017-11-23,518414.0
2017-11-24,513751.0
2017-11-25,550048.0
2017-11-26,505705.0
2017-11-27,596210.0
2017-11-28,626956.0
2017-11-29,643874.0
2017-11-30,630407.0
2017-12-01,597201.0
2017-12-02,594790.0
2017-12-03,648574.0
2017-12-04,653313.0
2017-12-05,624190.0
2017-12-06,757728.0
2017-12-07,623678.0
2017-12-08,714824.0
2017-12-09,658526.0
2017-12-10,672129.0
2017-12-11,789400.0
2017-12-12,833816.0
2017-12-13,879389.0
2017-12-14,915803.0
2017-12-15,882150.0
2017-12-16,862240.0
2017-12-17,856466.0
2017-12-18,961533.0
2017-12-19,1067595.0
2017-12-20,968285.0
2017-12-21,1054175.0
2017-12-22,1085010.0
2017-12-23,899649.0
2017-12-24,747267.0
2017-12-25,742382.0
2017-12-26,803048.0
2017-12-27,900402.0
2017-12-28,935769.0
2017-12-29,1073388.0
2017-12-30,1121552.0
2017-12-31,931658.0
2018-01-01,895443.0
2018-01-02,1136659.0
2018-01-03,1222128.0
2018-01-04,1335062.0
2018-01-05,1250725.0
2018-01-06,1202750.0
2018-01-07,1125169.0
2018-01-08,1194430.0
2018-01-09,1238194.0
2018-01-10,1159247.0
2018-01-11,1152234.0
2018-01-12,1092688.0
2018-01-13,1145357.0
2018-01-14,1044318.0
2018-01-15,1163959.0
2018-01-16,1238347.0
2018-01-17,1247495.0
2018-01-18,1171157.0
2018-01-19,1001247.0
2018-01-20,941785.0
2018-01-21,992010.0
2018-01-22,948947.0
2018-01-23,902635.0
2018-01-24,896105.0
2018-01-25,772158.0
2018-01-26,939271.0
2018-01-27,816918.0
2018-01-28,874071.0
2018-01-29,891035.0
2018-01-30,891742.0
2018-01-31,859413.0
2018-02-01,951995.0
2018-02-02,959898.0
2018-02-03,798869.0
2018-02-04,786853.0
2018-02-05,861839.0
2018-02-06,876389.0
2018-02-07,804544.0
2018-02-08,666878.0
2018-02-09,771435.0
2018-02-10,830130.0
2018-02-11,759100.0
2018-02-12,815161.0
2018-02-13,731079.0
2018-02-14,727841.0
2018-02-15,758842.0
2018-02-16,680754.0
2018-02-17,750582.0
2018-02-18,715652.0
2018-02-19,781798.0
2018-02-20,851817.0
2018-02-21,816459.0
2018-02-22,735139.0
2018-02-23,708514.0
2018-02-24,712683.0
2018-02-25,668290.0
2018-02-26,720074.0
2018-02-27,676242.0
2018-02-28,697138.0
2018-03-01,661918.0
2018-03-02,725289.0
2018-03-03,655700.0
2018-03-04,624660.0
2018-03-05,733498.0
2018-03-06,695129.0
2018-03-07,767973.0
2018-03-08,674283.0
2018-03-09,636326.0
2018-03-10,578337.0
2018-03-11,596263.0
2018-03-12,659595.0
2018-03-13,672880.0
2018-03-14,652958.0
2018-03-15,641715.0
2018-03-16,643204.0
2018-03-17,582151.0
2018-03-18,671334.0
2018-03-19,689528.0
2018-03-20,647810.0
2018-03-21,666378.0
2018-03-22,606894.0
2018-03-23,661504.0
2018-03-24,600250.0
2018-03-25,511743.0
2018-03-26,613984.0
2018-03-27,572444.0
2018-03-28,566147.0
2018-03-29,573285.0
2018-03-30,622105.0
2018-03-31,567818.0
2018-04-01,527091.0
2018-04-02,587562.0
2018-04-03,632600.0
2018-04-04,616575.0
2018-04-05,683194.0
2018-04-06,637615.0
2018-04-07,523873.0
2018-04-08,580964.0
2018-04-09,595016.0
2018-04-10,558657.0
2018-04-11,596385.0
2018-04-12,677041.0
2018-04-13,713374.0
2018-04-14,596453.0
2018-04-15,604642.0
2018-04-16,649819.0
2018-04-17,726546.0
2018-04-18,686718.0
2018-04-19,797392.0
2018-04-20,815466.0
2018-04-21,731938.0
2018-04-22,735118.0
2018-04-23,786145.0
2018-04-24,798782.0
2018-04-25,782166.0
2018-04-26,777094.0
2018-04-27,746480.0
2018-04-28,758446.0
2018-04-29,738639.0
2018-04-30,762528.0
2018-05-01,697127.0
2018-05-02,771443.0
2018-05-03,820775.0
2018-05-04,983005.0
2018-05-05,770568.0
2018-05-06,674534.0
2018-05-07,761467.0
2018-05-08,797639.0
2018-05-09,802288.0
2018-05-10,823555.0
2018-05-11,796405.0
2018-05-12,751554.0
2018-05-13,735434.0
2018-05-14,775077.0
2018-05-15,749765.0
2018-05-16,779352.0
2018-05-17,803327.0
2018-05-18,805279.0
2018-05-19,783685.0
2018-05-20,744277.0
2018-05-21,770584.0
2018-05-22,779354.0
2018-05-23,807430.0
2018-05-24,788881.0
2018-05-25,770378.0
2018-05-26,724153.0
2018-05-27,738672.0
2018-05-28,835308.0
2018-05-29,785676.0
2018-05-30,789652.0
2018-05-31,809774.0
2018-06-01,740768.0
2018-06-02,742248.0
2018-06-03,777366.0
2018-06-04,778535.0
2018-06-05,754493.0
2018-06-06,724885.0
2018-06-07,742768.0
2018-06-08,689273.0
2018-06-09,736965.0
2018-06-10,733922.0
2018-06-11,739717.0
2018-06-12,737064.0
2018-06-13,769538.0
2018-06-14,744014.0
2018-06-15,739103.0
2018-06-16,618115.0
2018-06-17,621663.0
2018-06-18,672084.0
2018-06-19,742413.0
2018-06-20,777282.0
2018-06-21,733118.0
2018-06-22,747867.0
2018-06-23,657285.0
2018-06-24,651216.0
2018-06-25,806851.0
2018-06-26,713121.0
2018-06-27,756183.0
2018-06-28,728883.0
2018-06-29,717476.0
2018-06-30,620674.0
2018-07-01,614543.0
2018-07-02,483832.0
2018-07-03,564474.0
2018-07-04,439537.0
2018-07-05,514633.0
2018-07-06,451454.0
2018-07-07,471093.0
2018-07-08,607539.0
2018-07-09,637053.0
2018-07-10,673250.0
2018-07-11,627927.0
2018-07-12,554025.0
2018-07-13,554271.0
2018-07-14,502413.0
2018-07-15,443251.0
2018-07-16,685428.0
2018-07-17,684431.0
2018-07-18,724943.0
2018-07-19,713158.0
2018-07-20,654620.0
2018-07-21,594403.0
2018-07-22,650217.0
2018-07-23,731455.0
2018-07-24,765910.0
2018-07-25,765568.0
2018-07-26,711150.0
2018-07-27,760801.0
2018-07-28,680967.0
2018-07-29,698430.0
2018-07-30,738453.0
2018-07-31,728747.0
2018-08-01,729644.0
2018-08-02,758361.0
2018-08-03,719977.0
2018-08-04,696730.0
2018-08-05,678365.0
2018-08-06,674346.0
2018-08-07,614785.0
2018-08-08,537868.0
2018-08-09,512191.0
2018-08-10,573904.0
2018-08-11,629673.0
2018-08-12,617008.0
2018-08-13,668414.0
2018-08-14,669939.0
2018-08-15,631698.0
2018-08-16,688304.0
2018-08-17,576954.0
2018-08-18,603049.0
2018-08-19,574659.0
2018-08-20,647100.0
2018-08-21,592590.0
2018-08-22,576652.0
2018-08-23,584848.0
2018-08-24,575682.0
2018-08-25,565963.0
2018-08-26,559910.0
2018-08-27,629017.0
2018-08-28,602245.0
2018-08-29,535909.0
2018-08-30,579440.0
2018-08-31,564416.0
2018-09-01,642865.0
2018-09-02,599963.0
2018-09-03,615610.0
2018-09-04,571163.0
2018-09-05,610634.0
2018-09-06,574114.0
2018-09-07,568110.0
2018-09-08,528582.0
2018-09-09,554068.0
2018-09-10,548960.0
2018-09-11,544073.0
2018-09-12,558269.0
2018-09-13,542427.0
2018-09-14,503363.0
2018-09-15,466384.0
2018-09-16,445057.0
2018-09-17,538711.0
2018-09-18,488792.0
2018-09-19,498132.0
2018-09-20,487544.0
2018-09-21,533718.0
2018-09-22,459022.0
2018-09-23,459032.0
2018-09-24,464989.0
2018-09-25,507875.0
2018-09-26,482646.0
2018-09-27,490677.0
2018-09-28,489953.0
2018-09-29,422258.0
2018-09-30,466833.0
2018-10-01,464571.0
2018-10-02,476122.0
2018-10-03,539327.0
2018-10-04,544751.0
2018-10-05,573529.0
2018-10-06,579009.0
2018-10-07,483758.0
2018-10-08,528438.0
2018-10-09,522427.0
2018-10-10,495510.0
2018-10-11,547725.0
2018-10-12,541734.0
