Date,market/price_drawdown_relative
2019-02-06,-0.9260544429495339
2019-02-07,-0.9263152687568631
2019-02-08,-0.9160307105300625
2019-02-09,-0.9157775085818155
2019-02-10,-0.912032351741666
2019-02-11,-0.9144895911423203
2019-02-12,-0.9136265444321807
2019-02-13,-0.913652471235835
2019-02-14,-0.9143160233906629
2019-02-15,-0.9138793518495025
2019-02-16,-0.9130617110565585
2019-02-17,-0.9056275274976142
2019-02-18,-0.896981531844907
2019-02-19,-0.8976449122739133
2019-02-20,-0.8946162423256325
2019-02-21,-0.8970864518583831
2019-02-22,-0.8949760615746674
2019-02-23,-0.888157500500418
2019-02-24,-0.9036878026281105
2019-02-25,-0.9014395319118644
2019-02-26,-0.9027391294898415
2019-02-27,-0.9040070831638256
2019-02-28,-0.9035501436805671
2019-03-01,-0.9038361938273798
2019-03-02,-0.9053243200489987
2019-03-03,-0.9067438232826854
2019-03-04,-0.9102318330951062
2019-03-05,-0.9030033175462041
2019-03-06,-0.9021313280197405
2019-03-07,-0.9027137136072805
2019-03-08,-0.9048188459227213
2019-03-09,-0.9028709057381729
2019-03-10,-0.9034292026460128
2019-03-11,-0.9056468466677098
2019-03-12,-0.905209141585155
2019-03-13,-0.9060907646781045
2019-03-14,-0.9058316069639855
2019-03-15,-0.9030752391518551
2019-03-16,-0.8995862531515759
2019-03-17,-0.9012519665650325
2019-03-18,-0.9016663237901515
2019-03-19,-0.9010331100038482
2019-03-20,-0.9008963298487328
2019-03-21,-0.9037044306730833
2019-03-22,-0.9032563918328971
2019-03-23,-0.9025761914000003
2019-03-24,-0.9034958885576263
2019-03-25,-0.9048282385724978
2019-03-26,-0.9045256440541184
2019-03-27,-0.9006295698083047
2019-03-28,-0.9017373118992341
2019-03-29,-0.8995658224989322
2019-03-30,-0.8990706322322729
2019-03-31,-0.8995005687849147
2019-04-01,-0.9000179907288763
2019-04-02,-0.8842944334874057
2019-04-03,-0.8862206314893989
2019-04-04,-0.8886252830378049
2019-04-05,-0.8833453577854462
2019-04-06,-0.8830169130682387
2019-04-07,-0.877045427309006
2019-04-08,-0.8729769165704595
2019-04-09,-0.8759049163272987
2019-04-10,-0.8750063325305502
2019-04-11,-0.8834694242487034
2019-04-12,-0.8839715038715434
2019-04-13,-0.8840749471008885
2019-04-14,-0.8816635062178693
2019-04-15,-0.8861560261894794
2019-04-16,-0.8818826134151482
2019-04-17,-0.8823307624706269
2019-04-18,-0.8774934329996744
2019-04-19,-0.877567855140984
2019-04-20,-0.8775376720232533
2019-04-21,-0.8801488272818001
2019-04-22,-0.8788603230881568
2019-04-23,-0.8791611875651072
2019-04-24,-0.8831234463502615
2019-04-25,-0.891134849281865
2019-04-26,-0.8898043807849373
2019-04-27,-0.8883328382578689
2019-04-28,-0.8891362264750701
2019-04-29,-0.8906114575568045
2019-04-30,-0.8857031033743676
2019-05-01,-0.8866529761786958
2019-05-02,-0.8857335835881236
2019-05-03,-0.8816247876035901
2019-05-04,-0.8843917662646408
2019-05-05,-0.8847976570417264
2019-05-06,-0.8783115982665805
2019-05-07,-0.8803235255889779
2019-05-08,-0.8795133342383146
2019-05-09,-0.8799777126508478
2019-05-10,-0.8779665699513819
2019-05-11,-0.8630515757964046
2019-05-12,-0.8679704861440611
2019-05-13,-0.861259984086709
2019-05-14,-0.8469506421144702
2019-05-15,-0.82580305421218
2019-05-16,-0.8139220340946735
2019-05-17,-0.8281912968063467
2019-05-18,-0.8346539929941487
2019-05-19,-0.8158375803572562
2019-05-20,-0.8224824277967373
2019-05-21,-0.8201202723732639
2019-05-22,-0.8275327762349399
2019-05-23,-0.8266248503750315
2019-05-24,-0.8240121325240659
2019-05-25,-0.822580835077748
2019-05-26,-0.811714654636901
2019-05-27,-0.8078743956353687
2019-05-28,-0.8084463036747593
2019-05-29,-0.8101059794398702
2019-05-30,-0.8195975130298968
2019-05-31,-0.8110508576036042
2019-06-01,-0.8130278572688174
2019-06-02,-0.8093811824883318
2019-06-03,-0.8218429966168928
2019-06-04,-0.8300867238165115
2019-06-05,-0.8258049752004138
2019-06-06,-0.8241768852386571
2019-06-07,-0.8227107101156318
