Date,supply/current
2015-07-30,72049301.59323
2015-07-31,72085493.31198
2015-08-01,72113195.49948
2015-08-02,72141422.68698
2015-08-03,72169399.40573
2015-08-04,72197877.84323
2015-08-05,72225406.43698
2015-08-06,72252481.90573
2015-08-07,72279919.56198
2015-08-08,72307862.99948
2015-08-09,72335041.28073
2015-08-10,72362858.62448
2015-08-11,72390886.43698
2015-08-12,72418257.37448
2015-08-13,72446525.49948
2015-08-14,72477632.21823
2015-08-15,72506144.87448
2015-08-16,72533239.40573
2015-08-17,72561358.31198
2015-08-18,72587521.12448
2015-08-19,72614803.15573
2015-08-20,72635860.18698
2015-08-21,72662551.12448
2015-08-22,72690101.59323
2015-08-23,72716357.21823
2015-08-24,72743690.49948
2015-08-25,72770426.59323
2015-08-26,72796564.56198
2015-08-27,72821097.37448
2015-08-28,72845322.53073
2015-08-29,72867847.53073
2015-08-30,72889301.12448
2015-08-31,72910594.56198
2015-09-01,72930933.78073
2015-09-02,72949324.87448
2015-09-03,72966705.81198
2015-09-04,72989787.68698
2015-09-05,73015416.74948
2015-09-06,73041585.03073
2015-09-07,73067045.49948
2015-09-08,73092934.24948
2015-09-09,73119365.65573
2015-09-10,73145809.87448
2015-09-11,73173048.46823
2015-09-12,73199450.81198
2015-09-13,73225622.21823
2015-09-14,73251210.34323
2015-09-15,73276825.65573
2015-09-16,73303143.78073
2015-09-17,73328579.40573
2015-09-18,73354473.62448
2015-09-19,73381660.81198
2015-09-20,73409643.46823
2015-09-21,73436295.34323
2015-09-22,73462665.65573
2015-09-23,73489745.96823
2015-09-24,73516131.74948
2015-09-25,73543135.18698
2015-09-26,73569045.49948
2015-09-27,73594056.59323
2015-09-28,73618770.81198
2015-09-29,73643135.49948
2015-09-30,73668232.99948
2015-10-01,73695655.03073
2015-10-02,73722568.15573
2015-10-03,73749021.90573
2015-10-04,73774502.06198
2015-10-05,73800638.93698
2015-10-06,73825675.49948
2015-10-07,73851809.09323
2015-10-08,73878587.53073
2015-10-09,73904038.93698
2015-10-10,73929538.62448
2015-10-11,73956045.65573
2015-10-12,73982849.40573
2015-10-13,74009517.68698
2015-10-14,74035393.31198
2015-10-15,74061003.78073
2015-10-16,74086445.18698
2015-10-17,74112895.81198
2015-10-18,74138744.09323
2015-10-19,74164710.81198
2015-10-20,74190903.31198
2015-10-21,74216949.71823
2015-10-22,74242280.49948
2015-10-23,74269835.34323
2015-10-24,74296954.09323
2015-10-25,74323768.31198
2015-10-26,74349680.49948
2015-10-27,74377209.87448
2015-10-28,74403554.56198
2015-10-29,74431065.34323
2015-10-30,74458785.49948
2015-10-31,74486537.06198
2015-11-01,74514717.21823
2015-11-02,74541851.43698
2015-11-03,74569457.21823
2015-11-04,74597173.62448
2015-11-05,74624465.03073
2015-11-06,74651887.21823
2015-11-07,74678602.53073
2015-11-08,74705891.59323
2015-11-09,74732951.12448
2015-11-10,74760395.18698
2015-11-11,74788214.24948
2015-11-12,74816246.28073
2015-11-13,74844431.43698
2015-11-14,74872789.09323
2015-11-15,74900909.24948
2015-11-16,74928304.40573
2015-11-17,74956097.99948
2015-11-18,74983350.03073
2015-11-19,75009913.46823
2015-11-20,75035043.93698
2015-11-21,75061826.12448
2015-11-22,75088814.71823
2015-11-23,75116087.06198
2015-11-24,75142935.18698
2015-11-25,75169407.06198
2015-11-26,75195945.49948
2015-11-27,75223832.37448
2015-11-28,75251033.46823
2015-11-29,75278384.40573
2015-11-30,75305744.40573
2015-12-01,75333287.21823
2015-12-02,75359294.24948
2015-12-03,75387357.53073
2015-12-04,75414036.90573
2015-12-05,75440618.78073
2015-12-06,75466874.56198
2015-12-07,75493593.46823
2015-12-08,75519905.96823
2015-12-09,75548230.03073
2015-12-10,75575707.37448
2015-12-11,75602730.18698
2015-12-12,75629936.74948
2015-12-13,75657844.09323
2015-12-14,75684552.68698
2015-12-15,75711567.21823
2015-12-16,75738024.56198
2015-12-17,75764907.68698
2015-12-18,75791579.24948
2015-12-19,75818273.78073
2015-12-20,75844709.87448
2015-12-21,75871167.68698
2015-12-22,75898542.06198
2015-12-23,75925941.43698
2015-12-24,75952627.99948
2015-12-25,75979431.59323
2015-12-26,76005991.74948
2015-12-27,76032845.49948
2015-12-28,76059903.46823
2015-12-29,76086564.56198
2015-12-30,76113300.81198
2015-12-31,76140209.09323
2016-01-01,76166279.40573
2016-01-02,76193663.31198
2016-01-03,76221339.09323
2016-01-04,76248759.71823
2016-01-05,76276598.93698
2016-01-06,76304224.40573
2016-01-07,76331246.59323
2016-01-08,76359243.31198
2016-01-09,76386839.09323
