Date,blockchain/block_size_sum
2015-07-30,4449897.0
2015-07-31,3994458.0
2015-08-01,3044344.0
2015-08-02,3112348.0
2015-08-03,3099953.0
2015-08-04,3150854.0
2015-08-05,3030780.0
2015-08-06,2986060.0
2015-08-07,3282693.0
2015-08-08,3508878.0
2015-08-09,3167541.0
2015-08-10,3316883.0
2015-08-11,3653834.0
2015-08-12,3348157.0
2015-08-13,3519008.0
2015-08-14,3832496.0
2015-08-15,3435520.0
2015-08-16,3287835.0
2015-08-17,3393782.0
2015-08-18,3208720.0
2015-08-19,3392043.0
2015-08-20,2615975.0
2015-08-21,3396674.0
2015-08-22,3415807.0
2015-08-23,3411809.0
2015-08-24,3486486.0
2015-08-25,3464583.0
2015-08-26,3345268.0
2015-08-27,3332930.0
2015-08-28,3214665.0
2015-08-29,2952536.0
2015-08-30,2862531.0
2015-08-31,3011745.0
2015-09-01,2919171.0
2015-09-02,2740989.0
2015-09-03,2555486.0
2015-09-04,3387151.0
2015-09-05,3704996.0
2015-09-06,3651161.0
2015-09-07,3638068.0
2015-09-08,3738463.0
2015-09-09,3849882.0
2015-09-10,3651888.0
2015-09-11,3783308.0
2015-09-12,3826914.0
2015-09-13,3795663.0
2015-09-14,3740946.0
2015-09-15,3657282.0
2015-09-16,3660494.0
2015-09-17,3622311.0
2015-09-18,3836279.0
2015-09-19,3730754.0
2015-09-20,4063431.0
2015-09-21,3952585.0
2015-09-22,4076071.0
2015-09-23,4049670.0
2015-09-24,3924670.0
2015-09-25,3931914.0
2015-09-26,3770114.0
2015-09-27,3459118.0
2015-09-28,3578200.0
2015-09-29,3536519.0
2015-09-30,3529196.0
2015-10-01,3860006.0
2015-10-02,3975887.0
2015-10-03,3902443.0
2015-10-04,3790759.0
2015-10-05,3863990.0
2015-10-06,3753597.0
2015-10-07,4043948.0
2015-10-08,4063481.0
2015-10-09,3822655.0
2015-10-10,3808059.0
2015-10-11,3795610.0
2015-10-12,4053860.0
2015-10-13,4178104.0
2015-10-14,3903622.0
2015-10-15,4059761.0
2015-10-16,4037655.0
2015-10-17,3983584.0
2015-10-18,4015728.0
2015-10-19,3989491.0
2015-10-20,3842397.0
2015-10-21,3862938.0
2015-10-22,3781867.0
2015-10-23,4302628.0
2015-10-24,3984632.0
2015-10-25,3825113.0
2015-10-26,3757017.0
2015-10-27,4253235.0
2015-10-28,4013532.0
2015-10-29,4200572.0
2015-10-30,4085921.0
2015-10-31,4164422.0
2015-11-01,4041277.0
2015-11-02,3914620.0
2015-11-03,4292035.0
2015-11-04,3906926.0
2015-11-05,4150754.0
2015-11-06,4175396.0
2015-11-07,4945717.0
2015-11-08,5096742.0
2015-11-09,3948544.0
2015-11-10,4213239.0
2015-11-11,5249976.0
2015-11-12,4439332.0
2015-11-13,4134803.0
2015-11-14,4806663.0
2015-11-15,4142543.0
2015-11-16,3940618.0
2015-11-17,3935388.0
2015-11-18,3926943.0
2015-11-19,4389232.0
2015-11-20,3843748.0
2015-11-21,4188016.0
2015-11-22,4117498.0
2015-11-23,4390402.0
2015-11-24,4142949.0
2015-11-25,3986495.0
2015-11-26,3873523.0
2015-11-27,4086725.0
2015-11-28,3875629.0
2015-11-29,3920100.0
2015-11-30,4387578.0
2015-12-01,4302400.0
2015-12-02,3951899.0
2015-12-03,4050622.0
2015-12-04,4024546.0
2015-12-05,4181847.0
2015-12-06,4307630.0
2015-12-07,3851136.0
2015-12-08,3786457.0
2015-12-09,4056370.0
2015-12-10,4218808.0
2015-12-11,4476529.0
2015-12-12,4651079.0
2015-12-13,4459661.0
2015-12-14,8758730.0
2015-12-15,9300104.0
2015-12-16,6055920.0
2015-12-17,5328544.0
2015-12-18,5306336.0
2015-12-19,5084365.0
2015-12-20,5458591.0
2015-12-21,5829823.0
2015-12-22,10489581.0
2015-12-23,7891935.0
2015-12-24,6483604.0
2015-12-25,5292094.0
2015-12-26,5373325.0
2015-12-27,7904787.0
2015-12-28,6294793.0
2015-12-29,5975584.0
2015-12-30,7863313.0
2015-12-31,5328974.0
2016-01-01,4321262.0
2016-01-02,4858390.0
