Date,indicators/sopr
2015-08-07,1.0
2015-08-08,0.459822772738523
2015-08-09,0.40394201880106
2015-08-10,0.360587019149118
2015-08-11,0.614763377820822
2015-08-12,0.609176247876279
2015-08-13,0.839076718480296
2015-08-14,0.862418965439728
2015-08-15,1.0705238852768
2015-08-16,0.69673487878175
2015-08-17,0.883887700506661
2015-08-18,0.601220024728077
2015-08-19,0.800299283811008
2015-08-20,0.746034996294438
2015-08-21,0.822554518647817
2015-08-22,0.74220174480868
2015-08-23,0.628675649154863
2015-08-24,0.753771971228179
2015-08-25,0.573858756992824
2015-08-26,0.683455180859393
2015-08-27,0.741048149497334
2015-08-28,0.686559262484658
2015-08-29,0.618394216980023
2015-08-30,0.821217516682673
2015-08-31,0.85316666766474
2015-09-01,0.981318902227711
2015-09-02,0.891792784829557
2015-09-03,0.870063209585999
2015-09-04,0.632175016945391
2015-09-05,0.835160582803351
2015-09-06,0.752955054400208
2015-09-07,0.74373349914585
2015-09-08,0.666463935065458
2015-09-09,0.460160952575841
2015-09-10,0.82967364267255
2015-09-11,0.743285700179134
2015-09-12,0.576926987140265
2015-09-13,0.600927836540799
2015-09-14,0.682150038326266
2015-09-15,0.729786791723337
2015-09-16,0.752521168788517
2015-09-17,0.697738081421047
2015-09-18,0.61556825978036
2015-09-19,0.876167857409088
2015-09-20,0.892684130032999
2015-09-21,0.647688259269973
2015-09-22,0.692192688663486
2015-09-23,0.757793207105641
2015-09-24,0.568295592428589
2015-09-25,0.679815723221598
2015-09-26,0.565536306843353
2015-09-27,0.666393751084512
2015-09-28,0.491316912829144
2015-09-29,0.632594190087518
2015-09-30,0.564108866477414
2015-10-01,0.385652491629065
2015-10-02,0.544509344658983
2015-10-03,0.907669526719003
2015-10-04,0.723281368487438
2015-10-05,0.712052752653091
2015-10-06,0.643145734565666
2015-10-07,0.639450052310971
2015-10-08,0.520320251412266
2015-10-09,0.592669736114796
2015-10-10,0.843920843018994
2015-10-11,0.782183618080974
2015-10-12,0.436925202126595
2015-10-13,0.454123588765006
2015-10-14,0.492224329686359
2015-10-15,0.418862611878477
2015-10-16,0.667320886573253
2015-10-17,0.518448084786602
2015-10-18,0.626866002661789
2015-10-19,0.476488657694675
2015-10-20,0.494992589742279
2015-10-21,0.415998881254368
2015-10-22,0.519869174229569
2015-10-23,0.49152727636796
2015-10-24,0.822062133572771
2015-10-25,0.788588964982958
2015-10-26,0.611842943668853
2015-10-27,0.632766742166904
2015-10-28,0.854255092927578
2015-10-29,0.833173104277588
2015-10-30,0.652089190503326
2015-10-31,0.69302583374076
2015-11-01,0.874903034516321
2015-11-02,0.898935469170408
2015-11-03,0.929691548925513
2015-11-04,0.760796211935316
2015-11-05,0.700335702623478
2015-11-06,0.835418061412297
2015-11-07,0.741169657826494
2015-11-08,0.954495684720187
2015-11-09,0.753429944932819
2015-11-10,0.932207669475946
2015-11-11,0.817729753245873
2015-11-12,0.84793445754301
2015-11-13,0.809027842126884
2015-11-14,0.906858483809598
2015-11-15,0.754383314287326
2015-11-16,0.87080123620294
2015-11-17,0.846578216091182
2015-11-18,0.785408098667673
2015-11-19,0.980989076529417
2015-11-20,0.816463023878348
2015-11-21,0.872963919135762
2015-11-22,0.878204174584311
2015-11-23,0.473822242979131
2015-11-24,0.795754755910541
2015-11-25,0.844172810548005
2015-11-26,0.374906620766563
2015-11-27,0.809848528356452
2015-11-28,0.929221122138433
2015-11-29,0.789514841986224
2015-11-30,0.812676167318115
2015-12-01,0.848018736861143
2015-12-02,0.849052371131804
2015-12-03,0.903929684942229
2015-12-04,0.690565542561748
2015-12-05,0.918605489779081
2015-12-06,0.665223664680542
2015-12-07,0.813151758225781
2015-12-08,0.813077776536576
2015-12-09,0.889049442281265
2015-12-10,0.798778043167328
2015-12-11,0.703290493763312
2015-12-12,0.823064661761282
2015-12-13,0.957912204257401
2015-12-14,0.873656869486617
2015-12-15,0.718554449577539
2015-12-16,0.423501805577264
2015-12-17,0.698297118951825
2015-12-18,0.775918519689181
2015-12-19,0.742874958443109
2015-12-20,0.897373070621942
2015-12-21,0.632978215580119
2015-12-22,0.977225251772936
2015-12-23,0.849952603881128
2015-12-24,0.979420152762092
2015-12-25,0.964963308154202
2015-12-26,0.92638278564873
2015-12-27,0.827383509969428
2015-12-28,0.748171576102535
2015-12-29,0.939357187217949
2015-12-30,0.837915009569875
2015-12-31,0.783722416434091
2016-01-01,0.897096807484466
2016-01-02,0.857861717290007
2016-01-03,0.92682417480622
2016-01-04,0.973759302693824
2016-01-05,0.978297786894276
2016-01-06,0.834836482131936
2016-01-07,0.892168669026128
2016-01-08,0.948649519718538
2016-01-09,0.984259138628838
2016-01-10,0.890139326995383
2016-01-11,0.80919657885536
2016-01-12,1.07253272567676
2016-01-13,1.00142905160684
2016-01-14,0.815059645372825
2016-01-15,0.96974246192824
2016-01-16,0.954362813539832
2016-01-17,1.06682141556109
2016-01-18,1.11888158543195
2016-01-19,1.07722607927987
2016-01-20,0.991190679708479
2016-01-21,1.09234215778643
2016-01-22,1.17795424219105
2016-01-23,1.12452044122593
2016-01-24,1.2509687501974
2016-01-25,1.21246711989736
2016-01-26,1.20544938643366
2016-01-27,1.18777917212008
2016-01-28,1.19823395596108
2016-01-29,1.3230920084979
2016-01-30,1.22007939354912
2016-01-31,1.02873718275235
2016-02-01,1.20624606576177
2016-02-02,1.05444288096497
2016-02-03,1.23218024784144
2016-02-04,1.13628238970322
2016-02-05,1.26155591774224
2016-02-06,1.15786463285873
2016-02-07,1.156385977092
2016-02-08,1.28922565490654
2016-02-09,1.2313732918551
2016-02-10,1.48031624854038
2016-02-11,1.44024184575961
2016-02-12,1.52240761585261
2016-02-13,1.17298706041011
2016-02-14,1.27049622633375
2016-02-15,1.32919629658235
2016-02-16,1.3370262849942
2016-02-17,1.07459276083867
2016-02-18,1.23254844015343
2016-02-19,1.13835744042709
2016-02-20,0.941212150997601
2016-02-21,1.32784868611482
2016-02-22,1.24376766948431
2016-02-23,1.21571385256421
2016-02-24,1.22732285717891
2016-02-25,1.26226063820583
2016-02-26,1.39711878995177
2016-02-27,1.10895862137789
2016-02-28,1.2893212356545
2016-02-29,1.22419929748078
2016-03-01,1.33895308327144
2016-03-02,2.39153712957225
2016-03-03,1.32702043784231
2016-03-04,1.38810763827115
2016-03-05,1.47668680356563
2016-03-06,1.34413951542658
2016-03-07,1.37706903181845
2016-03-08,2.0168102604771
2016-03-09,1.1301833608122
2016-03-10,1.28724887392888
2016-03-11,1.49152777456565
2016-03-12,1.33827009040659
2016-03-13,1.40605670306356
2016-03-14,1.30450617784184
2016-03-15,1.49082954893426
2016-03-16,1.34129942490303
2016-03-17,1.1969277920943
2016-03-18,1.02091473193067
2016-03-19,1.15605890216325
2016-03-20,1.23679237191309
2016-03-21,1.2023146751547
2016-03-22,1.22750782909992
2016-03-23,1.2402910172406
2016-03-24,1.31706746000341
2016-03-25,1.18613969475648
2016-03-26,1.26142382933551
2016-03-27,1.30664015656476
2016-03-28,1.11926373687537
2016-03-29,1.21417813310278
2016-03-30,1.19349094984641
2016-03-31,1.16245028752098
2016-04-01,1.1180504349859
2016-04-02,1.28003010551562
2016-04-03,1.12007644001962
2016-04-04,1.2347286633291
2016-04-05,1.11114226104929
2016-04-06,1.17630890702094
2016-04-07,1.06471621239297
2016-04-08,1.11198983905643
2016-04-09,1.1665319188954
2016-04-10,1.02885148663487
2016-04-11,0.967438776907822
2016-04-12,0.97436549669443
2016-04-13,1.01248021308249
2016-04-14,1.34515829693882
2016-04-15,1.03586343907641
2016-04-16,1.06079047224739
2016-04-17,1.04834428476031
2016-04-18,1.01187382497331
2016-04-19,1.01997955030977
2016-04-20,1.06037609417054
2016-04-21,1.03912947150149
2016-04-22,1.02440481871029
2016-04-23,1.38183756634877
2016-04-24,1.01044112983584
2016-04-25,0.987414423462663
2016-04-26,0.954662926468741
2016-04-27,1.00004898996022
2016-04-28,1.013227169314
2016-04-29,1.05327648249838
2016-04-30,1.2266919260462
2016-05-01,1.07931389531375
2016-05-02,1.0857676063038
2016-05-03,1.15914133436514
2016-05-04,1.05637331030799
2016-05-05,1.15977684684825
2016-05-06,1.15401271410907
2016-05-07,1.25944393126803
2016-05-08,1.15664975422303
2016-05-09,1.22082144282252
2016-05-10,1.1432207345963
2016-05-11,1.36427095624281
2016-05-12,1.20306795757113
2016-05-13,1.24409384470271
2016-05-14,1.35848197699487
2016-05-15,1.27002120613136
2016-05-16,1.17799123111681
2016-05-17,1.09874118914874
2016-05-18,1.20035958986029
2016-05-19,1.5500551711825
2016-05-20,1.18755545783151
2016-05-21,1.04820584139681
2016-05-22,1.22769474619967
2016-05-23,1.200670773659
2016-05-24,1.09485021495988
2016-05-25,1.12196917379867
2016-05-26,1.11379293180346
2016-05-27,1.07402710837838
2016-05-28,1.20854562514971
2016-05-29,1.16597822942129
2016-05-30,1.07533319736533
2016-05-31,1.12451489358169
2016-06-01,1.12611223846101
2016-06-02,1.14517778499197
2016-06-03,1.06473553370667
2016-06-04,1.12422697180692
2016-06-05,1.12762861913185
2016-06-06,1.06471937438845
2016-06-07,1.28768140779185
2016-06-08,1.28535752483075
2016-06-09,1.23191908893923
2016-06-10,1.16073397279507
2016-06-11,1.16552933047455
2016-06-12,1.12417458682572
2016-06-13,1.17130026695339
2016-06-14,1.15708308495223
2016-06-15,1.18171189739358
2016-06-16,1.52567637145751
2016-06-17,1.44759329949932
2016-06-18,1.02677200790807
2016-06-19,0.994620787724994
2016-06-20,1.03289281639644
2016-06-21,1.1375820936874
2016-06-22,1.13344864066649
2016-06-23,1.1132446025618
2016-06-24,1.27127108886646
2016-06-25,1.17025750806311
2016-06-26,1.03290218580374
2016-06-27,1.10371983164302
2016-06-28,1.11207715018469
2016-06-29,1.06049038656182
2016-06-30,1.1751650593876
2016-07-01,1.00277972389644
2016-07-02,0.997684667086125
2016-07-03,1.03409428637505
2016-07-04,1.42391591046878
2016-07-05,1.28021833879734
2016-07-06,0.986896568864
2016-07-07,0.987820230794001
2016-07-08,0.940964101956481
2016-07-09,1.00927650253509
2016-07-10,1.04487946132707
2016-07-11,1.01880151127213
2016-07-12,1.00391498606911
2016-07-13,1.13341775644198
2016-07-14,1.02588654770528
2016-07-15,1.23834450395949
2016-07-16,1.07227147350414
2016-07-17,1.05668599732796
2016-07-18,0.978106358435653
2016-07-19,1.05961070736025
2016-07-20,0.972931781822818
2016-07-21,1.01655594715956
2016-07-22,1.06838754290197
2016-07-23,1.11215322282207
2016-07-24,1.04500748776079
2016-07-25,1.08885286032476
2016-07-26,1.02904556591539
2016-07-27,1.06036551302281
2016-07-28,1.04428289796729
2016-07-29,1.07068016067556
2016-07-30,1.05705893245985
2016-07-31,1.03230573022842
2016-08-01,1.08201863645116
2016-08-02,0.960033174564983
2016-08-03,1.04770119587019
