Date,fees/gas_used_mean
2015-08-07,24075.037073171
2015-08-08,130512.354390837
2015-08-09,29242.289691497
2015-08-10,36362.327442317
2015-08-11,32940.104775337
2015-08-12,34431.400785855
2015-08-13,31046.476776918
2015-08-14,24809.868304978
2015-08-15,26079.647110333
2015-08-16,23869.34057377
2015-08-17,24090.418789809
2015-08-18,26790.863271852
2015-08-19,28264.544670364
2015-08-20,27404.564915328
2015-08-21,27144.672875734
2015-08-22,25354.622799665
2015-08-23,28115.142959427
2015-08-24,22032.696750903
2015-08-25,25513.718965901
2015-08-26,23943.986766121
2015-08-27,26455.831305903
2015-08-28,23519.032997058
2015-08-29,23944.810340662
2015-08-30,22450.481846019
2015-08-31,24834.558121632
2015-09-01,27204.898893848
2015-09-02,26827.217131858
2015-09-03,26444.18568139
2015-09-04,29629.496809642
2015-09-05,28889.911396992
2015-09-06,25859.375294331
2015-09-07,29981.438968783
2015-09-08,28390.913376023
2015-09-09,30978.950035689
2015-09-10,26499.495600075
2015-09-11,24770.852786378
2015-09-12,33294.172623302
2015-09-13,29318.730724781
2015-09-14,30803.356245513
2015-09-15,27466.85930856
2015-09-16,24889.867166213
2015-09-17,27404.311847988
2015-09-18,36702.734057222
2015-09-19,29017.998655139
2015-09-20,32247.12636676
2015-09-21,30277.937827121
2015-09-22,31083.477807172
2015-09-23,26805.949756888
2015-09-24,29528.036953728
2015-09-25,30527.673560075
2015-09-26,27140.684103606
2015-09-27,28776.739236111
2015-09-28,28058.036420056
2015-09-29,27069.153363541
2015-09-30,27481.380408859
2015-10-01,26072.756268494
2015-10-02,28919.176150421
2015-10-03,28916.561681937
2015-10-04,26513.52490942
2015-10-05,34595.540850454
2015-10-06,28718.80706101
2015-10-07,31945.391939334
2015-10-08,29830.067282703
2015-10-09,26755.013455567
2015-10-10,26687.158370348
2015-10-11,25651.335381039
2015-10-12,30335.465645381
2015-10-13,32800.042827809
2015-10-14,28298.681551977
2015-10-15,53486.261117095
2015-10-16,58988.130684327
2015-10-17,35079.668798538
2015-10-18,38478.222496528
2015-10-19,32831.123561478
2015-10-20,32483.897235883
2015-10-21,29192.632157878
2015-10-22,39767.899816023
2015-10-23,37805.067218351
2015-10-24,33236.944662789
2015-10-25,29176.837049743
2015-10-26,34238.801616706
2015-10-27,53858.624115566
2015-10-28,27546.589572556
2015-10-29,30840.715160796
2015-10-30,31564.030222894
2015-10-31,39258.245467778
2015-11-01,45766.258423717
2015-11-02,29481.523177798
2015-11-03,31906.601702933
2015-11-04,25719.393917863
2015-11-05,26646.136169645
2015-11-06,39322.466759706
2015-11-07,52043.958621317
2015-11-08,45429.365665029
2015-11-09,27558.071920926
2015-11-10,35329.340080972
2015-11-11,40526.715865714
2015-11-12,47247.848961611
2015-11-13,35513.436193131
2015-11-14,49966.144501456
2015-11-15,31359.387029289
2015-11-16,24490.638941145
2015-11-17,24054.033729881
2015-11-18,26452.733758307
2015-11-19,32848.790108157
2015-11-20,33936.684310019
2015-11-21,29336.966432131
2015-11-22,28347.544119723
2015-11-23,28296.321065375
2015-11-24,29793.156739374
2015-11-25,33320.514933784
2015-11-26,23644.391178895
2015-11-27,26103.341467088
2015-11-28,40697.795071146
2015-11-29,25040.81832774
2015-11-30,42098.379256621
2015-12-01,34091.271710333
2015-12-02,32259.879575515
2015-12-03,28478.672500359
2015-12-04,32575.679037402
2015-12-05,34171.768720519
2015-12-06,35319.076018895
2015-12-07,24746.963450497
2015-12-08,25491.462893833
2015-12-09,25669.059848593
2015-12-10,27564.571063944
2015-12-11,33395.980876002
2015-12-12,43127.915661182
2015-12-13,43862.916374899
2015-12-14,91017.315048232
2015-12-15,92210.544601384
2015-12-16,81401.349087733
2015-12-17,63047.245006242
2015-12-18,66640.360496014
2015-12-19,57949.337341636
2015-12-20,66302.548537301
2015-12-21,61397.052308713
2015-12-22,53307.49931041
2015-12-23,64825.51882146
2015-12-24,64653.043649029
2015-12-25,52783.580716311
2015-12-26,54753.638075704
2015-12-27,59837.656697306
2015-12-28,55546.666882277
2015-12-29,54722.570082761
2015-12-30,62165.736619654
2015-12-31,43885.617609941
2016-01-01,35498.897364266
2016-01-02,40172.347119162
2016-01-03,39896.224454526
2016-01-04,42494.558792485
2016-01-05,65833.219902617
2016-01-06,73094.861309594
2016-01-07,55720.027315968
2016-01-08,44340.128857954
2016-01-09,61713.846519122
2016-01-10,47617.344476744
2016-01-11,44275.94381713
2016-01-12,43447.063800405
2016-01-13,57936.66323238
2016-01-14,45991.59861072
2016-01-15,41513.974075949
2016-01-16,39251.230682671
2016-01-17,33186.320201088
2016-01-18,45814.543047383
2016-01-19,50547.528315946
2016-01-20,32802.311592837
2016-01-21,31886.36333147
2016-01-22,41178.695479492
2016-01-23,29246.663492063
2016-01-24,33112.19401469
2016-01-25,42447.85801063
2016-01-26,40782.159106051
2016-01-27,52705.195764656
2016-01-28,45201.105994632
2016-01-29,40385.642817932
2016-01-30,37312.180615238
2016-01-31,37302.914725399
2016-02-01,32958.310585252
2016-02-02,32457.681058009
2016-02-03,31806.913198823
2016-02-04,34138.818314661
2016-02-05,34887.784182569
2016-02-06,48269.092844866
2016-02-07,31974.598639933
2016-02-08,30521.78891229
2016-02-09,29609.576335632
2016-02-10,28598.808237559
2016-02-11,31813.489645522
2016-02-12,29867.698161135
2016-02-13,32818.712578258
2016-02-14,30952.39773821
2016-02-15,31807.207879247
2016-02-16,33589.669097954
2016-02-17,36245.427613807
2016-02-18,31721.49614002
2016-02-19,35651.031229633
2016-02-20,29883.787603207
2016-02-21,29669.871020504
2016-02-22,30478.404013194
2016-02-23,84020.078617033
2016-02-24,45713.729989765
2016-02-25,29138.705429934
2016-02-26,45643.834345927
2016-02-27,28079.118223487
2016-02-28,27489.294392278
2016-02-29,28644.334659593
2016-03-01,27040.953714758
2016-03-02,25892.417579153
2016-03-03,26767.282642831
2016-03-04,28170.733478816
2016-03-05,30354.550691499
2016-03-06,30366.281190123
2016-03-07,28603.0480856
2016-03-08,30059.586309894
2016-03-09,29406.895141915
2016-03-10,27761.393648747
2016-03-11,27973.177737416
2016-03-12,28785.369491161
2016-03-13,29806.175987485
2016-03-14,33518.719293326
2016-03-15,30849.982680286
2016-03-16,32338.760508769
2016-03-17,30669.733589812
2016-03-18,29679.067094057
2016-03-19,36233.507748929
2016-03-20,35661.537430271
2016-03-21,34140.847682323
2016-03-22,34105.877135908
2016-03-23,38557.676272573
2016-03-24,44012.60197039
2016-03-25,35689.254066699
2016-03-26,36362.063090105
2016-03-27,27544.944451858
2016-03-28,35243.387052628
2016-03-29,28893.923131358
2016-03-30,35974.783229526
2016-03-31,33584.687715056
2016-04-01,32610.529561825
2016-04-02,26925.208767627
2016-04-03,27105.446836555
2016-04-04,32026.288566763
2016-04-05,32751.661654711
2016-04-06,29509.417326517
2016-04-07,30021.519487035
2016-04-08,32959.721405469
2016-04-09,27659.364094853
2016-04-10,26168.508359959
2016-04-11,26694.931381277
2016-04-12,29588.72978975
2016-04-13,34630.962303404
2016-04-14,32250.934331963
2016-04-15,30224.767356046
2016-04-16,24807.5583768
2016-04-17,29893.803895232
2016-04-18,27065.100856384
2016-04-19,26178.556434308
2016-04-20,32678.059859155
2016-04-21,33608.494015761
2016-04-22,29047.984405581
2016-04-23,27047.143319202
2016-04-24,29826.915026729
2016-04-25,30437.264069997
2016-04-26,28835.489595482
2016-04-27,27156.025172098
2016-04-28,29475.239495676
2016-04-29,28484.62504018
2016-04-30,30223.803906574
2016-05-01,38196.260220324
2016-05-02,28201.052553416
2016-05-03,30312.537532059
2016-05-04,32056.796099669
2016-05-05,35100.552070685
2016-05-06,38817.181943738
2016-05-07,28319.436342851
2016-05-08,31494.00182213
2016-05-09,30591.120850622
2016-05-10,29763.381697965
2016-05-11,34254.267868957
2016-05-12,36285.85187325
2016-05-13,34694.315968076
2016-05-14,33617.197857689
2016-05-15,33265.183641725
2016-05-16,33514.850122916
2016-05-17,31855.099084572
2016-05-18,33061.878456759
2016-05-19,32623.081845338
2016-05-20,36703.901299334
2016-05-21,37029.716168818
2016-05-22,32693.790050135
2016-05-23,30266.981943113
2016-05-24,29409.279322318
2016-05-25,31584.091337769
2016-05-26,31635.216767357
2016-05-27,33894.391441864
2016-05-28,42216.987112961
2016-05-29,35471.886838091
2016-05-30,32801.542152957
2016-05-31,31715.877100888
2016-06-01,33771.17559982
2016-06-02,29146.198507538
2016-06-03,28526.745945675
2016-06-04,29252.658191419
2016-06-05,28409.706934769
2016-06-06,29288.047128886
2016-06-07,61679.710517761
2016-06-08,31249.132218732
2016-06-09,32487.239750088
2016-06-10,32442.278963756
2016-06-11,33839.558955042
2016-06-12,30564.596439727
2016-06-13,36419.361437696
2016-06-14,34783.605284593
2016-06-15,32066.222191394
2016-06-16,41816.767330383
2016-06-17,145726.011628955
2016-06-18,206886.047017421
2016-06-19,49720.055256197
2016-06-20,51590.641899062
2016-06-21,60281.301819411
2016-06-22,47430.663087524
2016-06-23,35025.537152811
2016-06-24,40510.417617083
2016-06-25,35473.487160615
2016-06-26,30572.656309326
