Date,fees/gas_used_mean
2016-06-27,32269.089025036
2016-06-28,34109.990995382
2016-06-29,51122.193839309
2016-06-30,63246.198820991
2016-07-01,53842.393688412
2016-07-02,28596.715490231
2016-07-03,35898.05518525
2016-07-04,30642.687634543
2016-07-05,34851.232925898
2016-07-06,36477.484432718
2016-07-07,30143.873098707
2016-07-08,43329.575471698
2016-07-09,57773.658995298
2016-07-10,32589.862696275
2016-07-11,33715.929863667
2016-07-12,37238.051089167
2016-07-13,32171.229294908
2016-07-14,34724.642107968
2016-07-15,33022.66694235
2016-07-16,28724.502206926
2016-07-17,26377.874741994
2016-07-18,30182.990892392
2016-07-19,30843.099221438
2016-07-20,71274.242065138
2016-07-21,35027.070161757
2016-07-22,35843.705683272
2016-07-23,33037.624050127
2016-07-24,27886.437859658
2016-07-25,31986.451946916
2016-07-26,31874.890860649
2016-07-27,32334.338304893
2016-07-28,43292.980661106
2016-07-29,42633.047858942
2016-07-30,32605.720906429
2016-07-31,27723.400787708
2016-08-01,29613.017443125
2016-08-02,30882.08017781
2016-08-03,29960.93932289
2016-08-04,31358.914095079
2016-08-05,30177.412084606
2016-08-06,28383.119435004
2016-08-07,29396.574298685
2016-08-08,59692.383398474
2016-08-09,29754.49006524
2016-08-10,31792.926722834
2016-08-11,29651.150131822
2016-08-12,29879.876418919
2016-08-13,27747.340951129
2016-08-14,27031.915567933
2016-08-15,29002.084322254
2016-08-16,28969.634149829
2016-08-17,28855.023023603
2016-08-18,34510.082282056
2016-08-19,30782.604428611
2016-08-20,29382.31656905
2016-08-21,30074.869755306
2016-08-22,30701.250282486
2016-08-23,70988.57107165
2016-08-24,29164.219709105
2016-08-25,30143.20839015
2016-08-26,30579.158483464
2016-08-27,27056.828361634
2016-08-28,27165.928345108
2016-08-29,29005.497978466
2016-08-30,31378.2589242
2016-08-31,29591.809339964
2016-09-01,30209.954770378
2016-09-02,37844.452727699
2016-09-03,27495.550187533
2016-09-04,45033.911299036
2016-09-05,30539.713150679
2016-09-06,31090.748401287
2016-09-07,32284.750456869
2016-09-08,33303.289262105
2016-09-09,35497.249823807
2016-09-10,28399.164548105
2016-09-11,28221.360364517
2016-09-12,34259.845444673
2016-09-13,32203.957995821
2016-09-14,31242.906607995
2016-09-15,31516.002888526
2016-09-16,38135.322342349
2016-09-17,33824.957723647
2016-09-18,34140.354155121
2016-09-19,30413.782249105
2016-09-20,27387.591839754
2016-09-21,31334.148196368
2016-09-22,45786.364395997
2016-09-23,38544.254294557
2016-09-24,52727.16582984
2016-09-25,45148.049647405
2016-09-26,58423.700602105
2016-09-27,56235.693743726
2016-09-28,50833.370259598
2016-09-29,34545.907759303
2016-09-30,35513.693799531
2016-10-01,75096.771497475
2016-10-02,73246.112865669
2016-10-03,57002.156674778
2016-10-04,57289.451501888
2016-10-05,68721.503799228
2016-10-06,62749.595666105
2016-10-07,55393.30685458
2016-10-08,68060.636985938
2016-10-09,61719.236618116
2016-10-10,54906.088785047
2016-10-11,38101.673227292
2016-10-12,50752.550263316
2016-10-13,43981.462597693
2016-10-14,35386.056729991
2016-10-15,30901.494207118
2016-10-16,28318.537039154
2016-10-17,28282.312880218
2016-10-18,32839.490924506
2016-10-19,106131.654960127
2016-10-20,52301.853446291
2016-10-21,26623.742159917
2016-10-22,28796.607487027
2016-10-23,28374.820749915
2016-10-24,33343.2347232
2016-10-25,33512.047469019
2016-10-26,29248.527857744
2016-10-27,29057.446689063
2016-10-28,30867.176268003
2016-10-29,27582.153032916
2016-10-30,29138.395232661
2016-10-31,29730.490240057
2016-11-01,30057.062294748
2016-11-02,27482.084928422
2016-11-03,27768.034265338
2016-11-04,27929.943049245
2016-11-05,26803.063810029
2016-11-06,27972.080340787
2016-11-07,27554.439975203
2016-11-08,30975.614977507
2016-11-09,34473.065725498
2016-11-10,33496.290633403
2016-11-11,31901.350206964
2016-11-12,28713.31735238
2016-11-13,29779.423785863
2016-11-14,33154.252894521
2016-11-15,31335.25843812
2016-11-16,31372.35668362
2016-11-17,29308.627203103
2016-11-18,30625.98522325
2016-11-19,28077.33070325
2016-11-20,29982.952379822
2016-11-21,31586.006013806
2016-11-22,29268.028328823
2016-11-23,50624.969979312
2016-11-24,60592.023086731
2016-11-25,58417.352389152
2016-11-26,71911.814062347
2016-11-27,101820.603050687
2016-11-28,97120.803422336
2016-11-29,83307.123139723
2016-11-30,36967.319388432
2016-12-01,31802.159882546
2016-12-02,30813.420633015
2016-12-03,32123.455013662
2016-12-04,33952.117221199
2016-12-05,36464.348376709
2016-12-06,30732.232406639
2016-12-07,33643.245276241
2016-12-08,31287.468007174
2016-12-09,32154.83874626
2016-12-10,32349.715659205
2016-12-11,46442.944489838
2016-12-12,33244.7758189
2016-12-13,29755.794554899
2016-12-14,38840.22558887
2016-12-15,40535.327903345
2016-12-16,31819.702659659
2016-12-17,38374.252015618
2016-12-18,38476.716648472
2016-12-19,34217.828351499
2016-12-20,34528.59295676
2016-12-21,35365.120804048
2016-12-22,32273.218113933
2016-12-23,30170.933860467
2016-12-24,31623.967714596
2016-12-25,28525.55867326
2016-12-26,28973.880862144
2016-12-27,33805.279891433
2016-12-28,31256.225118702
2016-12-29,35069.905598763
2016-12-30,34942.924328449
2016-12-31,33541.213585638
2017-01-01,29764.69537826
2017-01-02,31196.390951276
2017-01-03,37596.009567814
2017-01-04,34000.323268802
2017-01-05,31008.052665538
2017-01-06,32552.024221532
2017-01-07,32250.804227225
2017-01-08,34011.115594355
2017-01-09,33728.473521261
2017-01-10,34596.100520974
2017-01-11,33767.065544769
2017-01-12,33068.164502165
2017-01-13,33390.145378002
2017-01-14,31819.441252022
2017-01-15,32036.072578327
2017-01-16,31896.292826446
2017-01-17,37336.732767672
2017-01-18,33659.80661866
2017-01-19,32574.983244705
2017-01-20,33854.423965046
2017-01-21,32060.667798254
2017-01-22,34644.044463653
2017-01-23,35099.398580606
2017-01-24,37424.070377276
2017-01-25,36294.174723279
2017-01-26,35388.68900461
2017-01-27,33488.24361611
2017-01-28,34194.254398194
2017-01-29,32367.537791997
2017-01-30,33590.153166259
2017-01-31,32229.293752434
2017-02-01,38777.7781819
2017-02-02,35783.875060056
2017-02-03,35517.950465192
2017-02-04,32084.19777582
2017-02-05,33681.248657127
2017-02-06,33804.493573754
2017-02-07,38235.058496896
2017-02-08,35852.816026933
2017-02-09,36138.975998997
2017-02-10,38967.478112673
2017-02-11,38158.738036942
2017-02-12,38707.584412719
2017-02-13,41818.071334167
2017-02-14,37651.408333047
2017-02-15,42474.466124367
2017-02-16,35130.780066031
2017-02-17,35054.151014047
2017-02-18,37810.837301105
2017-02-19,33439.403964584
2017-02-20,35979.760966661
2017-02-21,40701.759489338
2017-02-22,43020.267986183
2017-02-23,38559.460494527
2017-02-24,33477.005658179
2017-02-25,37893.281247065
2017-02-26,32961.904246268
2017-02-27,36706.766137305
2017-02-28,35519.122899282
2017-03-01,36826.633502861
2017-03-02,32485.255414742
2017-03-03,32002.769916322
2017-03-04,32020.822247941
2017-03-05,33147.144062001
2017-03-06,31994.886057524
2017-03-07,31361.201792647
2017-03-08,31580.115570722
2017-03-09,34124.466125167
2017-03-10,34864.125314745
2017-03-11,32730.701788497
2017-03-12,31703.857425802
2017-03-13,39534.905810225
2017-03-14,40349.352264921
2017-03-15,33660.230145927
2017-03-16,33334.823465211
2017-03-17,31579.197786843
2017-03-18,29811.807061833
2017-03-19,30023.737112732
2017-03-20,31624.223686833
2017-03-21,32297.051626373
2017-03-22,33373.10516233
2017-03-23,33145.519300289
2017-03-24,31930.729866135
2017-03-25,29945.640270635
2017-03-26,32745.168959187
2017-03-27,37283.515374855
2017-03-28,33545.609190497
2017-03-29,33496.067276283
2017-03-30,32608.524555915
2017-03-31,33329.608513899
2017-04-01,31935.357977958
2017-04-02,33780.047836938
2017-04-03,33694.195547839
2017-04-04,33200.468201996
2017-04-05,34145.806935054
2017-04-06,33449.733475525
2017-04-07,35250.493742326
2017-04-08,32651.692794966
2017-04-09,34901.89135829
2017-04-10,36573.406507081
2017-04-11,35310.08307968
2017-04-12,39608.730904701
2017-04-13,32830.741060815
2017-04-14,35147.827663114
2017-04-15,34723.787824111
2017-04-16,35417.084675935
2017-04-17,37927.072753839
2017-04-18,39137.27544026
2017-04-19,40419.946788905
2017-04-20,39896.110918666
2017-04-21,46631.782659514
2017-04-22,42293.662016073
2017-04-23,39147.891881723
2017-04-24,39026.791111497
2017-04-25,38561.16171681
2017-04-26,37812.166952991
2017-04-27,36899.562108829
2017-04-28,33961.830638554
2017-04-29,33643.777631795
2017-04-30,35397.802987332
2017-05-01,39280.497210388
2017-05-02,42002.957255741
2017-05-03,35618.870692666
2017-05-04,36090.994663858
2017-05-05,34131.766859576
2017-05-06,41033.635369524
2017-05-07,41111.717886918
2017-05-08,37198.178548026
2017-05-09,43759.231995962
2017-05-10,45382.321017935
2017-05-11,42984.684586437
2017-05-12,49104.960323011
2017-05-13,50105.656446137
2017-05-14,50922.809231559
2017-05-15,51318.741742133
2017-05-16,54775.904444693
2017-05-17,55095.240689335
2017-05-18,52354.400948992
2017-05-19,51980.085493415
2017-05-20,55238.896327304
2017-05-21,50825.757419889
2017-05-22,46878.761039403
2017-05-23,57674.161510466
2017-05-24,60502.86516314
2017-05-25,54482.101677504
2017-05-26,55691.265707993
2017-05-27,55005.935148879
2017-05-28,56825.094170837
2017-05-29,53630.244312412
2017-05-30,62617.370327139
2017-05-31,59811.111644546
2017-06-01,53151.119998996
2017-06-02,64073.861470107
2017-06-03,58075.499163185
2017-06-04,59030.77381534
2017-06-05,51296.024539555
2017-06-06,54780.068700349
2017-06-07,55784.823279274
2017-06-08,54671.524890783
2017-06-09,51236.351918862
2017-06-10,46128.855780948
2017-06-11,52647.094436359
2017-06-12,51584.044322918
2017-06-13,43950.307804923
2017-06-14,45767.89569506
2017-06-15,45358.885397356
2017-06-16,48131.35850776
2017-06-17,47399.781610763
2017-06-18,50588.697727652
2017-06-19,48373.618820512
2017-06-20,52899.115609035
2017-06-21,73182.351725572
2017-06-22,59462.650375583
2017-06-23,46433.56804052
2017-06-24,54351.540739115
2017-06-25,53689.488524023
2017-06-26,42766.343235855
2017-06-27,46160.658629617
2017-06-28,55543.680762541
2017-06-29,54383.852189802
2017-06-30,54603.171825277
2017-07-01,52070.1063398
2017-07-02,52300.058580065
2017-07-03,53554.513587964
2017-07-04,53777.123596184
2017-07-05,54730.943819356
2017-07-06,50908.303488143
2017-07-07,46965.23014398
2017-07-08,51819.163656294
2017-07-09,46526.890665175
2017-07-10,44287.881628904
2017-07-11,48359.703425364
2017-07-12,50143.674235805
2017-07-13,57518.762791233
2017-07-14,51065.979906248
2017-07-15,45930.238514233
2017-07-16,45220.437135242
2017-07-17,48217.591698092
2017-07-18,52114.309593994
2017-07-19,44912.876337359
2017-07-20,46644.273440905
2017-07-21,44919.653173375
2017-07-22,46329.164471188
2017-07-23,44801.574878114
2017-07-24,51737.941918318
2017-07-25,50959.649734931
2017-07-26,48577.712416484
2017-07-27,44893.861986825
2017-07-28,48463.237794835
2017-07-29,48072.971812067
2017-07-30,57256.734551649
2017-07-31,50508.904586349
2017-08-01,58159.563747244
2017-08-02,49892.009088234
2017-08-03,52054.642300125
2017-08-04,50303.766141702
2017-08-05,49475.451442234
2017-08-06,47385.47571164
2017-08-07,49170.377594497
2017-08-08,48549.294857401
2017-08-09,50440.354338799
2017-08-10,44386.666066503
2017-08-11,47579.94287068
2017-08-12,49805.668874426
2017-08-13,49284.22322686
2017-08-14,47360.367128305
2017-08-15,54254.644560383
2017-08-16,56217.038302903
2017-08-17,51584.410656835
2017-08-18,48958.815559054
2017-08-19,50926.992854077
2017-08-20,51292.248943296
2017-08-21,44290.892203726
2017-08-22,47122.463426069
2017-08-23,45939.293834448
2017-08-24,44274.948437434
2017-08-25,40009.535773536
2017-08-26,45761.707178027
2017-08-27,46275.369524914
2017-08-28,45314.36091633
2017-08-29,51102.418440184
2017-08-30,45796.724069262
2017-08-31,49483.408752383
2017-09-01,48691.822121397
2017-09-02,48074.978104082
2017-09-03,46585.900804892
2017-09-04,42182.300843666
2017-09-05,46309.079433703
2017-09-06,44020.124842861
2017-09-07,48757.356917745
2017-09-08,45455.318342787
2017-09-09,46902.380293181
2017-09-10,48803.706755493
2017-09-11,48221.070082434
2017-09-12,47042.832515843
2017-09-13,49366.263643797
2017-09-14,48207.043755309
2017-09-15,46781.816588835
2017-09-16,54627.894866814
2017-09-17,56857.181429761
2017-09-18,49799.259634363
2017-09-19,53403.247681731
2017-09-20,59075.199345199
2017-09-21,55374.147199077
2017-09-22,55214.310863079
2017-09-23,54396.560780756
2017-09-24,53569.935047645
2017-09-25,50352.144977072
2017-09-26,56386.720767786
2017-09-27,52199.751710905
2017-09-28,48508.569910209
2017-09-29,48708.202638881
2017-09-30,53216.346425601
2017-10-01,53935.423572679
2017-10-02,50559.938078048
2017-10-03,50336.70503132
2017-10-04,53634.551826779
2017-10-05,50091.878030419
2017-10-06,50762.047517522
2017-10-07,51258.251467754
2017-10-08,52866.534112233
2017-10-09,50562.453393343
2017-10-10,46279.231661446
2017-10-11,46815.31967006
2017-10-12,46413.352251308
2017-10-13,44358.863510719
2017-10-14,50564.709160096
2017-10-15,51195.229258697
2017-10-16,53691.674768612
2017-10-17,45940.526228662
2017-10-18,45677.675159263
2017-10-19,48566.201894436
2017-10-20,48618.482352145
2017-10-21,39040.471700273
2017-10-22,40130.773091646
2017-10-23,47236.789769912
2017-10-24,53961.016482222
2017-10-25,57143.489732179
2017-10-26,55300.060250083
2017-10-27,54439.518205399
2017-10-28,50023.570660855
2017-10-29,50075.693854012
2017-10-30,49968.094146737
2017-10-31,56806.092695603
2017-11-01,55750.906632082
2017-11-02,56136.139853045
2017-11-03,56555.948813273
2017-11-04,53606.558727348
2017-11-05,45010.56340895
2017-11-06,41343.48750838
2017-11-07,48606.778127112
2017-11-08,48811.719943049
2017-11-09,53513.262190371
2017-11-10,51840.160757891
2017-11-11,57502.273209966
2017-11-12,52778.455016345
2017-11-13,55353.133407495
2017-11-14,54514.469177535
2017-11-15,50502.860534635
2017-11-16,51859.973317436
2017-11-17,52663.688468118
2017-11-18,53369.978676424
2017-11-19,51608.79374595
2017-11-20,49096.981934995
2017-11-21,49436.006194136
2017-11-22,47608.649579406
2017-11-23,49761.977527985
2017-11-24,50078.667259086
2017-11-25,48817.941382764
2017-11-26,51014.284531894
2017-11-27,50271.052594485
2017-11-28,47401.510719277
2017-11-29,44486.569905015
2017-11-30,44062.771734835
2017-12-01,51085.382093076
2017-12-02,48080.099562748
2017-12-03,47567.983824055
2017-12-04,49709.047626647
2017-12-05,50554.432516701
2017-12-06,42782.511074259
2017-12-07,56331.588701014
2017-12-08,49125.271337442
2017-12-09,53947.495419408
2017-12-10,57963.226227541
2017-12-11,50900.008913028
2017-12-12,48758.951593415
2017-12-13,45760.710577146
2017-12-14,46643.557817601
2017-12-15,47115.168004282
2017-12-16,46984.746433044
2017-12-17,47565.446439205
2017-12-18,43888.631145067
2017-12-19,39682.536555354
2017-12-20,42165.812151659
2017-12-21,39921.197470785
2017-12-22,38368.018933905
2017-12-23,45367.241997604
2017-12-24,52488.37934991
2017-12-25,49023.850416223
2017-12-26,47587.180659119
2017-12-27,45480.810937692
2017-12-28,43530.297841081
2017-12-29,39808.118294868
2017-12-30,36541.312748151
2017-12-31,42736.617685043
2018-01-01,43873.287089978
2018-01-02,36979.031160307
2018-01-03,33758.516494754
2018-01-04,30619.779584262
2018-01-05,31755.583846672
2018-01-06,33552.685514796
2018-01-07,36660.878913563
2018-01-08,34187.948912892
2018-01-09,32508.627279023
2018-01-10,34994.610334682
2018-01-11,34817.900881202
2018-01-12,36918.747029069
2018-01-13,35108.851489968
2018-01-14,39530.661611161
2018-01-15,34850.446582451
2018-01-16,33161.031697988
2018-01-17,32952.269343496
2018-01-18,34851.365314342
2018-01-19,38967.70965831
2018-01-20,42886.700041341
2018-01-21,40854.056547743
2018-01-22,43564.969763935
2018-01-23,45864.940591969
2018-01-24,45001.493009496
2018-01-25,49072.904684121
2018-01-26,42296.104244784
2018-01-27,44360.543049693
2018-01-28,44230.269164237
2018-01-29,42975.492895837
2018-01-30,45075.64444317
2018-01-31,47039.866968963
2018-02-01,41175.411358907
2018-02-02,41640.593847113
2018-02-03,48716.980879966
2018-02-04,48570.351267862
2018-02-05,45954.617980248
2018-02-06,44337.871984274
2018-02-07,47610.800151474
2018-02-08,55046.387453328
2018-02-09,49053.391936258
2018-02-10,47199.36015276
2018-02-11,49499.768924468
2018-02-12,46745.829715809
2018-02-13,49664.454828364
2018-02-14,49145.421994577
2018-02-15,49196.417886888
2018-02-16,53825.22937519
2018-02-17,50759.604290494
2018-02-18,52106.62830846
2018-02-19,48814.088151849
2018-02-20,47327.094986227
2018-02-21,48027.875677245
2018-02-22,50974.648450635
2018-02-23,51827.132077634
2018-02-24,52137.746508547
2018-02-25,54744.580565378
2018-02-26,50702.386619893
2018-02-27,54053.596948097
2018-02-28,54571.361193168
2018-03-01,55025.617934729
2018-03-02,53694.067236855
2018-03-03,56225.109990868
2018-03-04,60215.595050689
2018-03-05,51540.163892417
2018-03-06,52359.250321713
2018-03-07,49083.80562853
2018-03-08,54266.606392335
2018-03-09,56948.568240065
2018-03-10,61011.368695435
2018-03-11,57359.136539886
2018-03-12,54898.277866613
2018-03-13,50676.406256392
2018-03-14,52923.842725991
2018-03-15,54046.456361884
2018-03-16,53388.832843455
2018-03-17,53010.981325111
2018-03-18,53447.031462051
2018-03-19,50865.138841099
2018-03-20,52621.3834005
2018-03-21,52355.276562178
2018-03-22,54519.438109106
2018-03-23,50985.647074374
2018-03-24,53618.027887991
2018-03-25,60768.048281444
2018-03-26,51016.456106222
2018-03-27,52060.040237649
2018-03-28,51011.970491051
2018-03-29,52462.530951406
2018-03-30,53373.444900381
2018-03-31,57544.999806638
2018-04-01,60181.376825445
2018-04-02,57268.894457022
2018-04-03,56741.547381718
2018-04-04,60578.287067521
2018-04-05,55217.359612629
2018-04-06,61602.887885602
2018-04-07,65773.956113947
2018-04-08,61669.729293156
2018-04-09,59750.28013165
2018-04-10,60425.705471588
2018-04-11,59422.220367032
2018-04-12,56264.171723895
2018-04-13,54724.54899472
2018-04-14,60658.496518256
2018-04-15,60257.445984984
2018-04-16,62302.786493719
2018-04-17,54517.911118799
2018-04-18,59401.716743946
2018-04-19,51884.965896615
2018-04-20,50413.305243806
2018-04-21,54232.350960456
2018-04-22,54572.599841358
2018-04-23,50433.532662822
2018-04-24,49651.1969114
2018-04-25,50378.052666161
2018-04-26,50271.258414129
2018-04-27,50014.775464074
2018-04-28,48206.872837186
2018-04-29,52177.967106367
2018-04-30,51328.803145478
