Date,blockchain/block_height
2017-10-03,4334626.0
2017-10-04,4337512.0
2017-10-05,4340458.0
2017-10-06,4343306.0
2017-10-07,4346154.0
2017-10-08,4349033.0
2017-10-09,4351915.0
2017-10-10,4354830.0
2017-10-11,4357745.0
2017-10-12,4360644.0
2017-10-13,4363535.0
2017-10-14,4366422.0
2017-10-15,4369347.0
2017-10-16,4373901.0
2017-10-17,4379951.0
2017-10-18,4386172.0
2017-10-19,4392413.0
2017-10-20,4398650.0
2017-10-21,4404879.0
2017-10-22,4411159.0
2017-10-23,4417413.0
2017-10-24,4423661.0
2017-10-25,4429837.0
2017-10-26,4435994.0
2017-10-27,4442223.0
2017-10-28,4448463.0
2017-10-29,4454657.0
2017-10-30,4460729.0
2017-10-31,4467004.0
2017-11-01,4473146.0
2017-11-02,4479290.0
2017-11-03,4485498.0
2017-11-04,4491694.0
2017-11-05,4497993.0
2017-11-06,4504192.0
2017-11-07,4510403.0
2017-11-08,4516639.0
2017-11-09,4522834.0
2017-11-10,4529134.0
2017-11-11,4535401.0
2017-11-12,4541646.0
2017-11-13,4547871.0
2017-11-14,4553993.0
2017-11-15,4560230.0
2017-11-16,4566384.0
2017-11-17,4572619.0
2017-11-18,4578834.0
2017-11-19,4585100.0
2017-11-20,4591276.0
2017-11-21,4597450.0
2017-11-22,4603692.0
2017-11-23,4609882.0
2017-11-24,4616116.0
2017-11-25,4622317.0
2017-11-26,4628486.0
2017-11-27,4634572.0
2017-11-28,4640666.0
2017-11-29,4646774.0
2017-11-30,4652925.0
2017-12-01,4659052.0
2017-12-02,4665105.0
2017-12-03,4671134.0
2017-12-04,4676805.0
2017-12-05,4682393.0
2017-12-06,4687866.0
2017-12-07,4693664.0
2017-12-08,4699467.0
2017-12-09,4705280.0
2017-12-10,4711061.0
2017-12-11,4716810.0
2017-12-12,4722525.0
2017-12-13,4728184.0
2017-12-14,4733878.0
2017-12-15,4739678.0
2017-12-16,4745453.0
2017-12-17,4751234.0
2017-12-18,4757015.0
2017-12-19,4762619.0
2017-12-20,4768190.0
2017-12-21,4773760.0
2017-12-22,4779412.0
2017-12-23,4785359.0
2017-12-24,4791340.0
2017-12-25,4797372.0
2017-12-26,4803364.0
2017-12-27,4809330.0
2017-12-28,4815219.0
2017-12-29,4821005.0
2017-12-30,4826778.0
2017-12-31,4832685.0
2018-01-01,4838611.0
2018-01-02,4844361.0
2018-01-03,4849901.0
2018-01-04,4855355.0
2018-01-05,4860696.0
2018-01-06,4866112.0
2018-01-07,4871640.0
2018-01-08,4877048.0
2018-01-09,4882425.0
2018-01-10,4887840.0
2018-01-11,4893270.0
2018-01-12,4898689.0
2018-01-13,4904083.0
2018-01-14,4909708.0
2018-01-15,4915132.0
2018-01-16,4920654.0
2018-01-17,4926226.0
2018-01-18,4931795.0
2018-01-19,4937480.0
2018-01-20,4943353.0
2018-01-21,4949163.0
2018-01-22,4955046.0
2018-01-23,4960944.0
2018-01-24,4966905.0
2018-01-25,4972815.0
2018-01-26,4978725.0
2018-01-27,4984729.0
2018-01-28,4990746.0
2018-01-29,4996671.0
2018-01-30,5002538.0
2018-01-31,5008421.0
2018-02-01,5014199.0
2018-02-02,5020064.0
2018-02-03,5026037.0
2018-02-04,5031997.0
2018-02-05,5038022.0
2018-02-06,5043948.0
2018-02-07,5049861.0
2018-02-08,5055863.0
2018-02-09,5061799.0
2018-02-10,5067821.0
2018-02-11,5073776.0
2018-02-12,5079721.0
2018-02-13,5085686.0
2018-02-14,5091546.0
2018-02-15,5097512.0
2018-02-16,5103470.0
2018-02-17,5109506.0
2018-02-18,5115490.0
2018-02-19,5121388.0
2018-02-20,5127202.0
2018-02-21,5133051.0
2018-02-22,5138924.0
2018-02-23,5144850.0
2018-02-24,5150700.0
2018-02-25,5156558.0
2018-02-26,5162361.0
2018-02-27,5168226.0
2018-02-28,5174124.0
2018-03-01,5180003.0
2018-03-02,5185902.0
2018-03-03,5191851.0
2018-03-04,5197732.0
2018-03-05,5203617.0
2018-03-06,5209507.0
2018-03-07,5215422.0
2018-03-08,5221278.0
2018-03-09,5227176.0
2018-03-10,5233069.0
2018-03-11,5239026.0
2018-03-12,5244849.0
2018-03-13,5250714.0
2018-03-14,5256557.0
2018-03-15,5262438.0
2018-03-16,5268356.0
2018-03-17,5274212.0
2018-03-18,5280145.0
2018-03-19,5286106.0
2018-03-20,5292065.0
2018-03-21,5297999.0
2018-03-22,5304013.0
2018-03-23,5309981.0
2018-03-24,5316039.0
2018-03-25,5322063.0
2018-03-26,5328067.0
2018-03-27,5333990.0
2018-03-28,5339939.0
2018-03-29,5345806.0
2018-03-30,5351744.0
2018-03-31,5357794.0
2018-04-01,5363810.0
2018-04-02,5369904.0
2018-04-03,5375903.0
2018-04-04,5381904.0
2018-04-05,5387960.0
2018-04-06,5394011.0
2018-04-07,5400060.0
2018-04-08,5406118.0
2018-04-09,5412113.0
2018-04-10,5418186.0
2018-04-11,5424148.0
2018-04-12,5430046.0
2018-04-13,5435969.0
2018-04-14,5441886.0
2018-04-15,5447825.0
2018-04-16,5453757.0
2018-04-17,5459592.0
2018-04-18,5465387.0
2018-04-19,5471197.0
2018-04-20,5476912.0
2018-04-21,5482795.0
2018-04-22,5488697.0
2018-04-23,5494473.0
