Date,transactions/transfers_volume_sum
2016-12-27,1416636.56385761
2016-12-28,2901169.49783741
2016-12-29,4563283.23726872
2016-12-30,3278497.13870235
2016-12-31,6359972.39612568
2017-01-01,1818130.6165409
2017-01-02,2857196.95549076
2017-01-03,5066915.04294093
2017-01-04,7864367.46151124
2017-01-05,8078450.66662219
2017-01-06,7418385.80690347
2017-01-07,4401826.15199135
2017-01-08,2502133.90197167
2017-01-09,4411982.97227066
2017-01-10,4590314.23687667
2017-01-11,4615551.14511629
2017-01-12,4551283.78439998
2017-01-13,2495563.7468333
2017-01-14,937696.000195267
2017-01-15,585161.967790242
2017-01-16,804348.863731366
2017-01-17,1557463.86129902
2017-01-18,872848.474042759
2017-01-19,1002399.58543499
2017-01-20,2698642.94567586
2017-01-21,945879.118966662
2017-01-22,979875.85718838
2017-01-23,882350.548711738
2017-01-24,788973.523257984
2017-01-25,947364.508222095
2017-01-26,1069258.4230075
2017-01-27,1025198.08510074
2017-01-28,599825.33944696
2017-01-29,871072.319963129
2017-01-30,696714.945609034
2017-01-31,1277372.9430269
2017-02-01,1269690.34995944
2017-02-02,1230220.30458271
2017-02-03,1638911.78139723
2017-02-04,1769216.39616906
2017-02-05,745100.083346331
2017-02-06,1343884.15533616
2017-02-07,1276061.06491452
2017-02-08,1194695.8827963
2017-02-09,1337664.37068405
2017-02-10,1644212.8100938
2017-02-11,933082.100702076
2017-02-12,1211245.40886481
2017-02-13,1204585.00174454
2017-02-14,3489943.44277384
2017-02-15,3956306.42847341
2017-02-16,2384591.76167112
2017-02-17,2585731.98041931
2017-02-18,2382295.80024975
2017-02-19,2343842.04823445
2017-02-20,2452284.61109218
2017-02-21,3791513.60511015
2017-02-22,2695494.54806051
2017-02-23,2600057.18253408
2017-02-24,5121345.57870879
2017-02-25,3188485.40990766
2017-02-26,3847978.22904947
2017-02-27,9134151.39090163
2017-02-28,11310057.8251496
2017-03-01,11794016.4159609
2017-03-02,17308255.1928864
2017-03-03,16473620.6139824
2017-03-04,10685026.9878007
2017-03-05,9159766.11104267
2017-03-06,15317031.8788351
2017-03-07,10370310.0055713
2017-03-08,11254298.5498138
2017-03-09,14873191.1200347
2017-03-10,13513583.4650333
2017-03-11,15916274.6343487
2017-03-12,24131469.1555749
2017-03-13,18838967.8278353
2017-03-14,7877687.5238245
2017-03-15,7858458.75878556
2017-03-16,31583517.7511913
2017-03-17,16091772.0036055
2017-03-18,23550226.5421964
2017-03-19,5215392.62346184
2017-03-20,6595693.78200028
2017-03-21,13135341.3690932
2017-03-22,11414057.6759584
2017-03-23,11598818.8420687
2017-03-24,15941119.2307772
2017-03-25,12107067.8923765
2017-03-26,9610422.41048095
2017-03-27,11032024.5184168
2017-03-28,11010677.9488766
2017-03-29,13273361.9639662
2017-03-30,17260909.5451286
2017-03-31,14676301.3970868
2017-04-01,9648415.32461133
2017-04-02,15169840.7909687
2017-04-03,17011783.9234852
2017-04-04,8434075.28218576
2017-04-05,12184027.3033576
2017-04-06,17281268.0404649
2017-04-07,5141120.30196893
2017-04-08,6764770.30787993
2017-04-09,6785997.24308546
2017-04-10,8607305.45047574
2017-04-11,8539799.43139389
2017-04-12,7952170.90251301
2017-04-13,5874203.84569343
2017-04-14,7147367.55213497
2017-04-15,3546356.97207613
2017-04-16,1798698.99750651
2017-04-17,2397544.12834071
2017-04-18,8528604.23577517
2017-04-19,9505206.95854231
2017-04-20,11012786.3657895
2017-04-21,7754668.22253067
2017-04-22,6947982.62754138
2017-04-23,7001036.61341259
2017-04-24,8525006.50362042
2017-04-25,7856804.45994993
2017-04-26,11164071.214043
2017-04-27,15263505.1154602
2017-04-28,14523581.6882945
2017-04-29,14030764.5947217
2017-04-30,16132525.5870992
2017-05-01,24426751.431475
2017-05-02,20177946.2232246
2017-05-03,22560091.611368
2017-05-04,22914613.0422182
2017-05-05,23284405.0150758
2017-05-06,15506111.888888
2017-05-07,19880880.5091414
2017-05-08,19478134.3202108
2017-05-09,19514556.810332
2017-05-10,18656642.0425341
2017-05-11,22839515.0974317
2017-05-12,18121352.951059
2017-05-13,13411214.9420236
2017-05-14,12541624.5625453
2017-05-15,16971839.2357911
2017-05-16,21748157.6740479
2017-05-17,14164565.5123458
2017-05-18,9458734.12339991
2017-05-19,15044924.0738538
2017-05-20,9668230.36932115
2017-05-21,12858856.5265743
2017-05-22,26229587.597878
2017-05-23,16148029.4838678
2017-05-24,15614512.5963518
2017-05-25,14569926.3148164
2017-05-26,16436591.1540146
2017-05-27,12047929.176345
2017-05-28,9895139.37871658
2017-05-29,10426244.0112749
2017-05-30,11958798.3581326
2017-05-31,22323406.9688588
2017-06-01,16558776.2199752
2017-06-02,16297896.3505968
2017-06-03,15444540.8131877
2017-06-04,13689995.3498155
2017-06-05,17075895.4888241
2017-06-06,20314549.2542198
2017-06-07,17921605.0982407
2017-06-08,15511940.8513256
2017-06-09,16040384.4285109
2017-06-10,11220504.7348233
2017-06-11,12175913.1443005
2017-06-12,26008330.0611095
2017-06-13,21397612.305001
2017-06-14,13304819.0532965
2017-06-15,20726260.9868305
2017-06-16,18255301.9475304
2017-06-17,10255630.2727051
2017-06-18,9462503.07591092
2017-06-19,11091017.3366823
2017-06-20,14049317.1010847
2017-06-21,4991900.94688751
2017-06-22,8279523.94936892
2017-06-23,10153894.1355836
2017-06-24,11206860.8486346
2017-06-25,4057648.92392766
2017-06-26,10216975.6417376
2017-06-27,11672623.1199321
2017-06-28,10539417.7808703
2017-06-29,11159152.5770888
2017-06-30,9951613.46492809
2017-07-01,9011004.24590863
2017-07-02,7073442.84347508
2017-07-03,24668565.9600257
2017-07-04,20124932.9872295
2017-07-05,7009575.54095943
2017-07-06,8330128.35435761
2017-07-07,9109878.56127865
2017-07-08,7492330.11202193
2017-07-09,3431050.18808992
2017-07-10,10675417.6021703
2017-07-11,12840821.0196851
2017-07-12,12807723.9942614
2017-07-13,21675536.918716
2017-07-14,25092129.1344698
2017-07-15,24525413.0038468
2017-07-16,25568168.7623636
2017-07-17,22926463.815399
2017-07-18,26518951.4899012
2017-07-19,23336557.5033529
2017-07-20,20589208.1935987
2017-07-21,21008660.1866983
2017-07-22,4572302.12211588
2017-07-23,6945659.6526356
2017-07-24,20893069.6194947
2017-07-25,23153872.9004341
2017-07-26,18944188.5880297
2017-07-27,21060822.8017097
