Date,supply/profit_sum
2010-11-26,"4454705,92"
2010-11-27,"4367264,69"
2010-11-28,"4168540,7"
2010-11-29,"3998665,54891212"
2010-11-30,"3951362,64891212"
2010-12-01,"4055360,13891212"
2010-12-02,"4179356,68891212"
2010-12-03,"4172857,47891212"
2010-12-04,"3927845,5429587"
2010-12-05,"3871626,76891212"
2010-12-06,"3966956,89504509"
2010-12-07,"4154574,78162115"
2010-12-08,"4161757,92726634"
2010-12-09,"3879172,76035322"
2010-12-10,"3971566,48848184"
2010-12-11,"4152780,63867055"
2010-12-12,"4082810,41126162"
2010-12-13,"4188947,81661396"
2010-12-14,"4334268,64316642"
2010-12-15,"4254336,00852559"
2010-12-16,"4355308,95433277"
2010-12-17,"4241277,34951197"
2010-12-18,"4253317,25221394"
2010-12-19,"4228389,85527837"
2010-12-20,"4458965,45244608"
2010-12-21,"4150537,13024424"
2010-12-22,"4342873,42542075"
2010-12-23,"4319871,02942131"
2010-12-24,"4291019,55269136"
2010-12-25,"4342474,67118802"
2010-12-26,"4504695,00784437"
2010-12-27,"4520396,20954799"
2010-12-28,"4685250,13322915"
2010-12-29,"4808339,92316409"
2010-12-30,"4829548,15"
2010-12-31,"4816608,86"
2011-01-01,"4810657,5"
2011-01-02,"4816681,73361359"
2011-01-03,"4758508,10491111"
2011-01-04,"4797115,75414864"
2011-01-05,"4786261,11032729"
2011-01-06,"4787342,25724128"
2011-01-07,"4894648,93800005"
2011-01-08,"4905320,22"
2011-01-09,"4913919,61765433"
2011-01-10,"4885297,28028441"
2011-01-11,"4834921,24261033"
2011-01-12,"4794957,71701596"
2011-01-13,"4722343,65720827"
2011-01-14,"5062938,01785934"
2011-01-15,"5036016,33042882"
2011-01-16,"5021263,4925645"
2011-01-17,"4955508,50387616"
2011-01-18,"4643288,00696633"
2011-01-19,"4626509,75085967"
2011-01-20,"5100865,9625645"
2011-01-21,"5187822,84"
2011-01-22,"5197923,16"
2011-01-23,"5150824,04908618"
2011-01-24,"5124003,39135197"
2011-01-25,"5096372,95317222"
2011-01-26,"5115133,36223141"
2011-01-27,"5169436,87263878"
2011-01-28,"5254150,0"
2011-01-29,"5179751,2871301"
2011-01-30,"5262170,18"
2011-01-31,"5264930,62"
2011-02-01,"5238052,54902848"
2011-02-02,"5184743,96902848"
2011-02-03,"5154171,04997201"
2011-02-04,"5301001,64595642"
2011-02-05,"5315503,42173737"
2011-02-06,"5275691,52173737"
2011-02-07,"5221651,72541728"
2011-02-08,"5333592,87"
2011-02-09,"5343367,65950586"
2011-02-10,"5289061,07424898"
2011-02-11,"5349425,78154298"
2011-02-12,"5352016,99071513"
2011-02-13,"5330013,43702554"
2011-02-14,"5353895,48933788"
2011-02-15,"5268958,58515415"
2011-02-16,"5243394,43734149"
2011-02-17,"5250811,24747732"
2011-02-18,"4986826,46233008"
2011-02-19,"5173096,11136159"
2011-02-20,"5000637,99891038"
2011-02-21,"4989793,44233008"
2011-02-22,"5064782,96344216"
2011-02-23,"5109360,43579337"
2011-02-24,"5309859,47463813"
2011-02-25,"5177063,84482185"
2011-02-26,"5261766,76677958"
2011-02-27,"4989901,77072328"
2011-02-28,"4947822,93509264"
2011-03-01,"4842117,5549363"
2011-03-02,"4966767,9104162"
2011-03-03,"4967059,99372206"
2011-03-04,"4699976,08683697"
2011-03-05,"4784143,34005779"
2011-03-06,"4698879,53076416"
2011-03-07,"4734331,11345648"
2011-03-08,"4591057,41629265"
2011-03-09,"4643767,8821856"
2011-03-10,"5110313,26075855"
2011-03-11,"4727826,11592376"
2011-03-12,"4975439,77742289"
2011-03-13,"4724981,18703648"
2011-03-14,"4760552,81546971"
2011-03-15,"4588118,861388"
2011-03-16,"4475526,57807026"
2011-03-17,"4424915,43027025"
2011-03-18,"4434132,95732583"
2011-03-19,"4412407,33959437"
2011-03-20,"4396403,07251567"
2011-03-21,"4423394,42623502"
2011-03-22,"4500143,1129086"
2011-03-23,"4585892,79608075"
2011-03-24,"4674874,73694782"
2011-03-25,"4740102,64353328"
2011-03-26,"4587114,61364892"
2011-03-27,"4431114,46729369"
2011-03-28,"4383439,15013205"
2011-03-29,"4387633,50013205"
2011-03-30,"4393195,14936477"
2011-03-31,"4397505,04240453"
2011-04-01,"4366392,8004293"
2011-04-02,"4400357,84748854"
2011-04-03,"4387620,34447143"
2011-04-04,"4269467,50804873"
2011-04-05,"4332639,54867091"
2011-04-06,"4392975,90104575"
2011-04-07,"4410844,68097257"
2011-04-08,"4399776,58793171"
2011-04-09,"4398457,39256756"
2011-04-10,"4375747,60256757"
2011-04-11,"4510313,01262238"
2011-04-12,"4835798,099284"
2011-04-13,"5446043,74109625"
2011-04-14,"5812619,23502499"
2011-04-15,"5708183,53318833"
2011-04-16,"5847313,89523443"
2011-04-17,"5945050,0"
2011-04-18,"5916692,2"
2011-04-19,"5956527,37"
2011-04-20,"5773010,71539362"
2011-04-21,"5973254,56"
2011-04-22,"5973149,87436789"
2011-04-23,"5983056,60585008"
2011-04-24,"5932393,46296769"
2011-04-25,"5910417,57562438"
2011-04-26,"6004380,56672802"
2011-04-27,"5989642,78188068"
2011-04-28,"5998283,56769912"
2011-04-29,"6042658,17896254"
2011-04-30,"5796020,69654699"
2011-05-01,"5771755,75365628"
2011-05-02,"5785726,56583444"
2011-05-03,"5838181,41087219"
2011-05-04,"5798705,64490579"
2011-05-05,"5649598,24961613"
2011-05-06,"5777430,50559806"
2011-05-07,"5880373,04448805"
2011-05-08,"6128225,02142019"
2011-05-09,"6107395,12144723"
2011-05-10,"6153696,73477294"
2011-05-11,"6067333,70278471"
2011-05-12,"6173442,63618995"
2011-05-13,"6175844,28539673"
2011-05-14,"5815954,31934313"
2011-05-15,"5862545,22488997"
2011-05-16,"6139350,27177737"
2011-05-17,"5731649,95855582"
2011-05-18,"5656550,61633884"
2011-05-19,"5664916,71568681"
2011-05-20,"5432701,28103868"
2011-05-21,"5813565,35425979"
2011-05-22,"5932272,75544598"
2011-05-23,"5982209,77538991"
2011-05-24,"6132000,88707236"
2011-05-25,"6311678,06667831"
2011-05-26,"6325589,26119642"
2011-05-27,"5969417,61567394"
2011-05-28,"5920003,35667436"
2011-05-29,"5978348,70239939"
2011-05-30,"6370426,85266007"
2011-05-31,"6282846,72710446"
2011-06-01,"6398401,0442419"
2011-06-02,"6406466,76580595"
2011-06-03,"6405740,25818876"
2011-06-04,"6433499,98999999"
2011-06-05,"6322995,27841243"
2011-06-06,"6232929,11439781"
2011-06-07,"6458803,07530874"
2011-06-08,"6431057,06854175"
2011-06-09,"6300659,95816625"
2011-06-10,"5953767,53910112"
2011-06-11,"5681711,6547575"
2011-06-12,"5527029,11068151"
2011-06-13,"6044492,42060438"
2011-06-14,"5507244,48468352"
2011-06-15,"5777069,00515051"
2011-06-16,"4911066,15054553"
2011-06-17,"5018330,32417951"
2011-06-18,"5120377,28029533"
2011-06-19,"4896511,48129424"
2011-06-20,"5794418,03021732"
2011-06-21,"5807876,88213029"
2011-06-22,"5897070,85683977"
2011-06-23,"5484402,08999029"
2011-06-24,"6001127,77886149"
2011-06-25,"5357722,78107228"
2011-06-26,"4805260,70572362"
2011-06-27,"4653955,1289593"
2011-06-28,"4829081,02668033"
2011-06-29,"4735141,87248821"
2011-06-30,"4485349,87451878"
2011-07-01,"4480276,35223508"
2011-07-02,"4490035,55542657"
2011-07-03,"4480899,22870847"
2011-07-04,"4403424,91281363"
2011-07-05,"4324288,53551193"
2011-07-06,"4561403,0588665"
2011-07-07,"4543948,18900947"
2011-07-08,"4521905,3792826"
2011-07-09,"4540492,26776051"
2011-07-10,"4659100,81299821"
2011-07-11,"4475431,39470307"
2011-07-12,"4477780,83236706"
2011-07-13,"4417248,19117634"
2011-07-14,"4520280,16735803"
2011-07-15,"4394063,07324941"
2011-07-16,"4443472,20852192"
2011-07-17,"4297893,86986512"
2011-07-18,"4877648,33645389"
2011-07-19,"4940383,57585439"
2011-07-20,"4860287,59354207"
2011-07-21,"4845422,81318323"
2011-07-22,"4878519,21010662"
2011-07-23,"4951535,1918245"
2011-07-24,"5230175,19062407"
2011-07-25,"5182995,17976103"
2011-07-26,"5169433,06294496"
2011-07-27,"4918954,65209436"
2011-07-28,"4772532,96487143"
2011-07-29,"4778483,74422176"
2011-07-30,"4819307,59549414"
2011-07-31,"4729273,62729262"
2011-08-01,"4702482,24035369"
2011-08-02,"4187047,48576947"
2011-08-03,"4164233,86138433"
2011-08-04,"4237441,33889657"
2011-08-05,"4184520,20948342"
2011-08-06,"3891047,47022722"
2011-08-07,"4124857,76954497"
2011-08-08,"4208537,41023419"
2011-08-09,"4404585,06663534"
2011-08-10,"4467009,01449567"
2011-08-11,"4383392,33809388"
2011-08-12,"4428326,19599519"
2011-08-13,"4539377,83425166"
2011-08-14,"4575075,86514882"
2011-08-15,"4661978,7408779"
2011-08-16,"4588240,27761036"
2011-08-17,"4625234,4614371"
2011-08-18,"4482318,30685119"
2011-08-19,"4770443,96403227"
2011-08-20,"4703117,83158032"
2011-08-21,"4672746,58926705"
2011-08-22,"4553874,67049957"
2011-08-23,"4571480,8542511"
2011-08-24,"4447747,77597593"
2011-08-25,"4255165,41894464"
2011-08-26,"4047361,32345709"
2011-08-27,"4767309,04652633"
2011-08-28,"4883383,56856264"
2011-08-29,"4883396,90774026"
2011-08-30,"4783319,96489512"
2011-08-31,"4021773,29228797"
2011-09-01,"4058962,16307011"
2011-09-02,"4823740,01308629"
2011-09-03,"4129024,76358"
2011-09-04,"3996397,7449908"
2011-09-05,"3872387,83781374"
2011-09-06,"3825867,19844544"
2011-09-07,"3943683,91253618"
2011-09-08,"3732478,66299913"
2011-09-09,"3700562,70464202"
2011-09-10,"3669089,97017307"
2011-09-11,"4094512,49313188"
2011-09-12,"4454688,72109883"
2011-09-13,"4102785,03848184"
2011-09-14,"3723737,4321611"
2011-09-15,"3652389,18187558"
2011-09-16,"3704560,20886323"
2011-09-17,"3672735,34495071"
2011-09-18,"3808157,60490281"
2011-09-19,"3865366,0275527"
2011-09-20,"4712848,1509219"
2011-09-21,"3823383,54094293"
2011-09-22,"3773632,16758157"
2011-09-23,"3822201,79639257"
2011-09-24,"3800346,24831465"
2011-09-25,"3752858,7059966"
2011-09-26,"3701580,89826657"
2011-09-27,"3756403,08014396"
2011-09-28,"3687245,57454887"
2011-09-29,"3692322,16154413"
2011-09-30,"3824402,09273828"
2011-10-01,"3849246,25194531"
2011-10-02,"3839067,03921866"
2011-10-03,"3863333,73316206"
2011-10-04,"3787735,39318108"
2011-10-05,"3733237,73146529"
2011-10-06,"3676331,19161824"
2011-10-07,"3639117,06594704"
2011-10-08,"3651625,30228164"
2011-10-09,"3684757,35634291"
2011-10-10,"3641906,22005694"
2011-10-11,"3628511,08522638"
2011-10-12,"3793647,30618598"
2011-10-13,"3680690,95832503"
2011-10-14,"3644687,28376666"
2011-10-15,"3595497,48764629"
2011-10-16,"3576087,70351059"
2011-10-17,"3455273,67976184"
2011-10-18,"3421999,92222352"
2011-10-19,"3488401,57626667"
2011-10-20,"3542568,35079631"
2011-10-21,"3640116,93247899"
2011-10-22,"3669576,3474004"
2011-10-23,"3689649,13436942"
2011-10-24,"3492802,4736046"
2011-10-25,"3595794,00549683"
2011-10-26,"3685891,14543478"
2011-10-27,"3798846,71605303"
2011-10-28,"3845836,72845084"
2011-10-29,"3964960,84912718"
2011-10-30,"3768336,99568348"
2011-10-31,"3840868,07005882"
2011-11-01,"3783266,48936199"
2011-11-02,"3800071,60737811"
2011-11-03,"3714274,37055758"
2011-11-04,"3662072,23952417"
2011-11-05,"3604028,65252958"
2011-11-06,"3605595,33207895"
2011-11-07,"3732216,11666687"
2011-11-08,"3720362,28154775"
2011-11-09,"3604692,22669342"
2011-11-10,"3585976,68239182"
2011-11-11,"3849108,19643024"
2011-11-12,"3771663,86740428"
2011-11-13,"3760916,34588102"
2011-11-14,"3403727,70802299"
2011-11-15,"3487835,60736169"
2011-11-16,"4342715,7687545"
2011-11-17,"3463576,47202743"
2011-11-18,"3350018,39974259"
2011-11-19,"4033513,90819957"
2011-11-20,"3411172,19644482"
2011-11-21,"4196037,06597484"
2011-11-22,"4252829,13138829"
2011-11-23,"4228835,98981171"
2011-11-24,"4446460,99198401"
2011-11-25,"4025438,54489554"
2011-11-26,"4487026,06716039"
2011-11-27,"4515826,54499512"
2011-11-28,"4699785,43625169"
2011-11-29,"4195201,72242539"
2011-11-30,"4411352,64478942"
2011-12-01,"4457830,14400218"
2011-12-02,"5134170,30615765"
2011-12-03,"4573967,14925349"
2011-12-04,"4166693,13713492"
2011-12-05,"4737710,33841982"
2011-12-06,"4439574,67325947"
2011-12-07,"4269013,15130198"
2011-12-08,"4832723,5142813"
2011-12-09,"4497597,44732905"
2011-12-10,"5026119,45635322"
2011-12-11,"5150703,52285668"
2011-12-12,"5082533,68674021"
2011-12-13,"5062645,14253266"
2011-12-14,"4834711,54742572"
2011-12-15,"5171886,88860867"
2011-12-16,"5158894,93682811"
2011-12-17,"4991661,4791725"
2011-12-18,"5088769,77372057"
2011-12-19,"5498645,77398501"
2011-12-20,"5421972,5264506"
2011-12-21,"5310559,55335785"
2011-12-22,"5321024,47014281"
2011-12-23,"5416026,64179562"
2011-12-24,"5483291,52743063"
2011-12-25,"5668611,97192312"
2011-12-26,"5552299,36820254"
2011-12-27,"5624257,87018632"
2011-12-28,"5704654,45992654"
2011-12-29,"5574336,71804839"
2011-12-30,"5755570,40742466"
2011-12-31,"5826489,25352411"
2012-01-01,"5959108,1263834"
2012-01-02,"5884032,99922196"
2012-01-03,"5706887,52321483"
2012-01-04,"6071892,2840722"
2012-01-05,"6206626,58905307"
2012-01-06,"6059428,23224083"
2012-01-07,"6090876,55970151"
2012-01-08,"6137639,24107084"
2012-01-09,"5778055,73367978"
2012-01-10,"5889493,2304086"
2012-01-11,"6111044,7596084"
2012-01-12,"6000054,42239835"
2012-01-13,"5640995,95045737"
2012-01-14,"5998779,8584063"
2012-01-15,"6206702,71984165"
2012-01-16,"5799933,88342075"
2012-01-17,"5249757,01627436"
2012-01-18,"5380103,39102858"
2012-01-19,"5684376,5360305"
2012-01-20,"5693774,85093458"
2012-01-21,"5389265,50361565"
2012-01-22,"5621052,28552211"
2012-01-23,"5744134,89460966"
2012-01-24,"5589735,79059886"
2012-01-25,"5159695,98124039"
2012-01-26,"5042106,19519176"
2012-01-27,"5090390,62467448"
2012-01-28,"5314418,36645397"
2012-01-29,"5120536,65379944"
2012-01-30,"5225856,38229707"
2012-01-31,"5112518,83220997"
2012-02-01,"5736025,50270165"
2012-02-02,"5731696,20768966"
2012-02-03,"5632021,69999438"
2012-02-04,"5459979,39695832"
2012-02-05,"5376335,13602234"
2012-02-06,"5086286,28150406"
2012-02-07,"5532575,05308927"
2012-02-08,"5347222,63135611"
2012-02-09,"5699163,63083369"
2012-02-10,"5799230,40316006"
2012-02-11,"5245503,81154469"
2012-02-12,"5063051,26969272"
2012-02-13,"4897571,84057584"
2012-02-14,"4583379,11101479"
2012-02-15,"4547225,54468521"
2012-02-16,"4644016,67160935"
2012-02-17,"4873372,34133547"
2012-02-18,"4616977,33839093"
2012-02-19,"4951148,2771791"
2012-02-20,"4959732,07182987"
2012-02-21,"4823505,71403199"
2012-02-22,"5158706,8018326"
2012-02-23,"5486334,10970385"
2012-02-24,"5526729,50101307"
2012-02-25,"5159002,52846854"
2012-02-26,"5337761,61466799"
2012-02-27,"5364836,52367492"
2012-02-28,"5249052,10601312"
2012-02-29,"5203386,35225013"
2012-03-01,"5309437,70170537"
2012-03-02,"4943615,09050787"
2012-03-03,"4835692,34049471"
2012-03-04,"5244543,88753271"
2012-03-05,"5737198,45213916"
2012-03-06,"5763330,83444477"
2012-03-07,"5477386,08480121"
2012-03-08,"5508872,07963752"
2012-03-09,"5203166,67691859"
2012-03-10,"5642397,17374636"
2012-03-11,"5373394,16427407"
2012-03-12,"4906683,11578073"
2012-03-13,"6028720,5700381"
2012-03-14,"6026084,61077638"
2012-03-15,"5958696,30893945"
2012-03-16,"5972774,5949606"
2012-03-17,"5618261,53493464"
2012-03-18,"5601012,22136568"
2012-03-19,"4701892,29573623"
2012-03-20,"5032008,33058797"
2012-03-21,"4841925,18669019"
2012-03-22,"4840749,09730005"
2012-03-23,"4788474,38099139"
2012-03-24,"4806124,22595619"
2012-03-25,"4655201,98782192"
2012-03-26,"4775294,21689672"
2012-03-27,"5433012,809415"
2012-03-28,"5398214,55117826"
2012-03-29,"5152760,62709702"
2012-03-30,"5648158,1295468"
2012-03-31,"5762448,92285843"
2012-04-01,"5291351,25473839"
2012-04-02,"5990702,50628325"
2012-04-03,"5923743,27859461"
2012-04-04,"5765579,46749926"
2012-04-05,"5804418,274625"
2012-04-06,"5939195,83898653"
2012-04-07,"4765918,08221195"
2012-04-08,"5187243,035911"
2012-04-09,"5477531,73440209"
2012-04-10,"5410468,92958683"
2012-04-11,"5980992,03077125"
2012-04-12,"5677910,03307381"
2012-04-13,"6053877,78077384"
2012-04-14,"6138164,15626551"
2012-04-15,"6158799,55319446"
2012-04-16,"6140903,89534444"
2012-04-17,"6147167,59819996"
2012-04-18,"6351136,99517067"
2012-04-19,"6248657,76051616"
2012-04-20,"6542615,46718649"
2012-04-21,"6359868,03979176"
2012-04-22,"6263857,20384594"
2012-04-23,"5629662,12394136"
2012-04-24,"5867717,04743165"
2012-04-25,"6026490,54097489"
2012-04-26,"5832069,5228519"
2012-04-27,"5906917,66201744"
2012-04-28,"5447881,66688924"
2012-04-29,"5170323,89874861"
2012-04-30,"5417401,02744664"
2012-05-01,"5768174,05694441"
2012-05-02,"5832185,21106226"
2012-05-03,"6209675,4203384"
2012-05-04,"5733510,68234845"
2012-05-05,"5866374,04996296"
2012-05-06,"5750589,17618161"
2012-05-07,"6093548,27085445"
2012-05-08,"5846462,43247457"
2012-05-09,"5753076,28903088"
2012-05-10,"4752294,06888267"
2012-05-11,"5362768,36482047"
2012-05-12,"5310476,25617775"
2012-05-13,"4937432,24579468"
2012-05-14,"5856139,11051404"
2012-05-15,"5937864,69997825"
2012-05-16,"6030386,44543182"
2012-05-17,"6534908,35963357"
2012-05-18,"6615901,56443893"
2012-05-19,"6598185,32875344"
2012-05-20,"6327113,36797668"
2012-05-21,"6332701,86023871"
2012-05-22,"6465708,0447733"
2012-05-23,"6646851,63860252"
2012-05-24,"6530021,56976073"
2012-05-25,"6461827,35221401"
2012-05-26,"6343251,61005899"
2012-05-27,"6636269,88261078"
2012-05-28,"6692200,85273199"
2012-05-29,"6647821,11827834"
2012-05-30,"6538415,07530204"
2012-05-31,"6953339,36872553"
2012-06-01,"7007352,35496156"
2012-06-02,"6897634,71685626"
2012-06-03,"5961897,07330077"
2012-06-04,"6963678,935888"
2012-06-05,"7100046,28497532"
2012-06-06,"7070701,83854769"
2012-06-07,"7208516,49335258"
2012-06-08,"7169485,66064418"
2012-06-09,"6899663,47618344"
2012-06-10,"6791684,8061808"
2012-06-11,"6929284,88292949"
2012-06-12,"7310456,65510664"
2012-06-13,"7390091,71444004"
2012-06-14,"7426327,25491795"
2012-06-15,"7588092,71067174"
2012-06-16,"7443260,25150155"
2012-06-17,"7146712,4292976"
2012-06-18,"7336177,86937987"
2012-06-19,"7400795,53641322"
2012-06-20,"7778068,59294704"
2012-06-21,"7646608,97742189"
2012-06-22,"7434529,5548989"
2012-06-23,"7114693,45846677"
2012-06-24,"6999432,90171011"
2012-06-25,"7017169,12621116"
2012-06-26,"7392824,64008633"
2012-06-27,"7736857,76800799"
2012-06-28,"7655284,67283998"
2012-06-29,"7781088,73131251"
2012-06-30,"7837048,86711754"
2012-07-01,"7517614,68714131"
2012-07-02,"7904952,98915334"
2012-07-03,"6972550,84043898"
2012-07-04,"7031643,11536959"
2012-07-05,"7599104,26784191"
2012-07-06,"7747855,36065786"
2012-07-07,"7944488,31935398"
2012-07-08,"7929326,15743277"
2012-07-09,"7999189,93261873"
2012-07-10,"8128412,46357603"
2012-07-11,"8069174,57808006"
2012-07-12,"8198030,33758741"
2012-07-13,"8029899,2338647"
2012-07-14,"7857413,25092595"
2012-07-15,"8131063,80479888"
2012-07-16,"8350944,38732575"
2012-07-17,"8412906,65591869"
2012-07-18,"8330220,89908217"
2012-07-19,"8097265,45574875"
2012-07-20,"8085067,69427348"
2012-07-21,"8219632,89317906"
2012-07-22,"7763258,2757377"
2012-07-23,"7749976,47866782"
2012-07-24,"7877002,89566853"
2012-07-25,"8300722,99684234"
2012-07-26,"8357648,87009052"
2012-07-27,"8304314,77908252"
2012-07-28,"8043857,72231916"
2012-07-29,"7835054,33549779"
2012-07-30,"8437627,45199522"
2012-07-31,"8547130,37308448"
2012-08-01,"8560187,17762418"
2012-08-02,"8587004,70589671"
2012-08-03,"8649856,29531052"
2012-08-04,"8551712,20074281"
2012-08-05,"8675018,80775251"
2012-08-06,"8533875,47603189"
2012-08-07,"8695805,80021999"
2012-08-08,"8762409,07089391"
2012-08-09,"8606655,94716987"
2012-08-10,"8697813,81902407"
2012-08-11,"8782337,09937898"
2012-08-12,"8738155,98896392"
2012-08-13,"8837808,15863814"
2012-08-14,"8802313,34979153"
2012-08-15,"8890529,07070508"
2012-08-16,"8918752,94070188"
2012-08-17,"8173999,16761631"
2012-08-18,"8117452,26868616"
2012-08-19,"6826484,21125065"
2012-08-20,"7835299,62717348"
2012-08-21,"7769283,03097241"
2012-08-22,"7338361,78278586"
2012-08-23,"8004964,35476993"
2012-08-24,"8231974,14418575"
2012-08-25,"8262432,37542218"
2012-08-26,"8236848,52578319"
2012-08-27,"8335846,4443001"
2012-08-28,"8203868,90767524"
2012-08-29,"7973161,05459131"
2012-08-30,"8036409,73854955"
2012-08-31,"7357186,93084191"
2012-09-01,"7279156,87248252"
2012-09-02,"7657193,22234451"
2012-09-03,"8014076,10974369"
2012-09-04,"7612122,27642567"
2012-09-05,"8534594,27705969"
2012-09-06,"8699331,19617898"
2012-09-07,"8554858,33196388"
2012-09-08,"8482410,82750448"
2012-09-09,"8501911,57391959"
2012-09-10,"8440717,426016"
2012-09-11,"8776383,1895108"
2012-09-12,"8596275,50094279"
2012-09-13,"8767778,19437043"
2012-09-14,"8910434,27682223"
2012-09-15,"8466797,9991253"
2012-09-16,"8806929,08038902"
2012-09-17,"8894448,05106576"
2012-09-18,"8891226,84263792"
2012-09-19,"8839751,63408585"
2012-09-20,"8542758,73732384"
2012-09-21,"8440527,02454285"
2012-09-22,"8449835,96500827"
2012-09-23,"8516846,44353876"
2012-09-24,"8346603,24940915"
2012-09-25,"8747049,01593234"
2012-09-26,"8994206,60514057"
2012-09-27,"8813945,7818954"
2012-09-28,"8085710,42748139"
2012-09-29,"8809679,01514438"
2012-09-30,"8396725,02028827"
2012-10-01,"8294582,05895481"
2012-10-02,"9189308,3952114"
2012-10-03,"9165998,28367992"
2012-10-04,"8854864,48574908"
2012-10-05,"8691956,61328868"
2012-10-06,"8465715,64955084"
2012-10-07,"7566211,35280564"
2012-10-08,"7577679,06225781"
2012-10-09,"7729024,75918689"
2012-10-10,"7987539,64798035"
2012-10-11,"7695699,45489243"
2012-10-12,"7678480,03786761"
2012-10-13,"7451830,52528314"
2012-10-14,"7316676,53482487"
2012-10-15,"7340207,23786528"
2012-10-16,"7591748,80832258"
2012-10-17,"7466988,77693914"
2012-10-18,"7757114,22423617"
2012-10-19,"7397375,22034553"
2012-10-20,"7336646,88472521"
2012-10-21,"7284906,22596996"
2012-10-22,"7389066,66094682"
2012-10-23,"7715458,593304"
2012-10-24,"7462726,94518256"
2012-10-25,"6715588,96778131"
2012-10-26,"6413171,81486452"
2012-10-27,"6526933,74918253"
2012-10-28,"6973466,70428501"
2012-10-29,"6952854,19272608"
