Date,supply/active_1w_1m
2011-07-03,"1783327,8468175"
2011-07-04,"1842765,75962645"
2011-07-05,"1843516,09233791"
2011-07-06,"1831526,28035886"
2011-07-07,"1866515,17300959"
2011-07-08,"1826233,97319825"
2011-07-09,"1830970,04577582"
2011-07-10,"1814563,97637302"
2011-07-11,"1814359,14941529"
2011-07-12,"1838107,44658099"
2011-07-13,"1844950,43036026"
2011-07-14,"1648617,77082104"
2011-07-15,"1621339,46275643"
2011-07-16,"1547853,47362825"
2011-07-17,"1539720,28932918"
2011-07-18,"1072983,44982666"
2011-07-19,"848067,690752199"
2011-07-20,"844007,709591339"
2011-07-21,"800089,512005239"
2011-07-22,"784373,527696639"
2011-07-23,"741831,214205619"
2011-07-24,"711016,839277599"
2011-07-25,"1200958,98141451"
2011-07-26,"1178191,62217808"
2011-07-27,"1247808,9682538"
2011-07-28,"1186965,4222993"
2011-07-29,"1177932,2074092"
2011-07-30,"1132316,34915894"
2011-07-31,"955686,932260518"
2011-08-01,"905621,023687038"
2011-08-02,"902484,925880099"
2011-08-03,"885761,942403629"
2011-08-04,"902178,376954279"
