Date,blockchain/utxo_created_count
2011-03-22,"4032,0"
2011-03-23,"7947,0"
2011-03-24,"4444,0"
2011-03-25,"4379,0"
2011-03-26,"6240,0"
2011-03-27,"5206,0"
2011-03-28,"5798,0"
2011-03-29,"5638,0"
2011-03-30,"3705,0"
2011-03-31,"4429,0"
2011-04-01,"3369,0"
2011-04-02,"3676,0"
2011-04-03,"3840,0"
2011-04-04,"4780,0"
2011-04-05,"4472,0"
2011-04-06,"3820,0"
2011-04-07,"3568,0"
2011-04-08,"3876,0"
2011-04-09,"3698,0"
2011-04-10,"3627,0"
2011-04-11,"3936,0"
2011-04-12,"4391,0"
2011-04-13,"4794,0"
2011-04-14,"5849,0"
2011-04-15,"4045,0"
2011-04-16,"4294,0"
2011-04-17,"4527,0"
2011-04-18,"5980,0"
2011-04-19,"7008,0"
2011-04-20,"5593,0"
2011-04-21,"3951,0"
2011-04-22,"4263,0"
2011-04-23,"4784,0"
2011-04-24,"4525,0"
2011-04-25,"5488,0"
2011-04-26,"7080,0"
2011-04-27,"9123,0"
2011-04-28,"6067,0"
2011-04-29,"7414,0"
2011-04-30,"8684,0"
2011-05-01,"7959,0"
2011-05-02,"6317,0"
2011-05-03,"6639,0"
2011-05-04,"6117,0"
2011-05-05,"7475,0"
2011-05-06,"7285,0"
2011-05-07,"8233,0"
2011-05-08,"6274,0"
2011-05-09,"7998,0"
2011-05-10,"7229,0"
2011-05-11,"6753,0"
2011-05-12,"7407,0"
2011-05-13,"8995,0"
2011-05-14,"10095,0"
2011-05-15,"9207,0"
2011-05-16,"12655,0"
2011-05-17,"11614,0"
2011-05-18,"13551,0"
2011-05-19,"12573,0"
2011-05-20,"11763,0"
2011-05-21,"11140,0"
2011-05-22,"12583,0"
2011-05-23,"13518,0"
2011-05-24,"14173,0"
2011-05-25,"16023,0"
2011-05-26,"15188,0"
2011-05-27,"10751,0"
2011-05-28,"12026,0"
2011-05-29,"12018,0"
2011-05-30,"13928,0"
2011-05-31,"13962,0"
2011-06-01,"15548,0"
2011-06-02,"15452,0"
2011-06-03,"18892,0"
2011-06-04,"20053,0"
2011-06-05,"19309,0"
2011-06-06,"22344,0"
2011-06-07,"18657,0"
2011-06-08,"25537,0"
2011-06-09,"29021,0"
2011-06-10,"25899,0"
2011-06-11,"26322,0"
2011-06-12,"29299,0"
2011-06-13,"27520,0"
2011-06-14,"34917,0"
2011-06-15,"30393,0"
2011-06-16,"29188,0"
2011-06-17,"27196,0"
2011-06-18,"29806,0"
2011-06-19,"29666,0"
2011-06-20,"28858,0"
2011-06-21,"26638,0"
2011-06-22,"30786,0"
2011-06-23,"27364,0"
2011-06-24,"26639,0"
2011-06-25,"22993,0"
2011-06-26,"22766,0"
2011-06-27,"31689,0"
2011-06-28,"25377,0"
2011-06-29,"24424,0"
2011-06-30,"23771,0"
2011-07-01,"32297,0"
2011-07-02,"33491,0"
2011-07-03,"23152,0"
2011-07-04,"25088,0"
2011-07-05,"22845,0"
2011-07-06,"26198,0"
2011-07-07,"22247,0"
2011-07-08,"24830,0"
2011-07-09,"23297,0"
2011-07-10,"29193,0"
2011-07-11,"26823,0"
2011-07-12,"23442,0"
2011-07-13,"27203,0"
2011-07-14,"29173,0"
2011-07-15,"24090,0"
2011-07-16,"24994,0"
2011-07-17,"24953,0"
2011-07-18,"24299,0"
2011-07-19,"24319,0"
2011-07-20,"25356,0"
2011-07-21,"24942,0"
2011-07-22,"24089,0"
2011-07-23,"21898,0"
2011-07-24,"23530,0"
2011-07-25,"26772,0"
2011-07-26,"23230,0"
2011-07-27,"24031,0"
2011-07-28,"25217,0"
2011-07-29,"22692,0"
2011-07-30,"19430,0"
2011-07-31,"24638,0"
2011-08-01,"23398,0"
2011-08-02,"21647,0"
2011-08-03,"17450,0"
2011-08-04,"19046,0"
2011-08-05,"20999,0"
2011-08-06,"19259,0"
2011-08-07,"19745,0"
2011-08-08,"20849,0"
2011-08-09,"23816,0"
2011-08-10,"20443,0"
2011-08-11,"17925,0"
2011-08-12,"15782,0"
2011-08-13,"18517,0"
2011-08-14,"22036,0"
2011-08-15,"19256,0"
2011-08-16,"22301,0"
2011-08-17,"19191,0"
2011-08-18,"21201,0"
2011-08-19,"21602,0"
2011-08-20,"21600,0"
2011-08-21,"22326,0"
2011-08-22,"24959,0"
2011-08-23,"22064,0"
2011-08-24,"21373,0"
2011-08-25,"22010,0"
2011-08-26,"19664,0"
2011-08-27,"18811,0"
2011-08-28,"17795,0"
2011-08-29,"19515,0"
2011-08-30,"17681,0"
2011-08-31,"16985,0"
2011-09-01,"16643,0"
2011-09-02,"15739,0"
2011-09-03,"14139,0"
2011-09-04,"88145,0"
2011-09-05,"17988,0"
2011-09-06,"17884,0"
2011-09-07,"16516,0"
2011-09-08,"15496,0"
2011-09-09,"17509,0"
2011-09-10,"14992,0"
2011-09-11,"14552,0"
2011-09-12,"15552,0"
2011-09-13,"14598,0"
2011-09-14,"14563,0"
2011-09-15,"14890,0"
2011-09-16,"13856,0"
2011-09-17,"12328,0"
2011-09-18,"14765,0"
2011-09-19,"15583,0"
2011-09-20,"22031,0"
2011-09-21,"16777,0"
2011-09-22,"17123,0"
2011-09-23,"20002,0"
2011-09-24,"18990,0"
2011-09-25,"19450,0"
2011-09-26,"17317,0"
2011-09-27,"17944,0"
2011-09-28,"14335,0"
2011-09-29,"12649,0"
2011-09-30,"12902,0"
2011-10-01,"12201,0"
2011-10-02,"11530,0"
2011-10-03,"14279,0"
2011-10-04,"12827,0"
2011-10-05,"13391,0"
2011-10-06,"13412,0"
2011-10-07,"13430,0"
2011-10-08,"12442,0"
2011-10-09,"12254,0"
2011-10-10,"13339,0"
2011-10-11,"13550,0"
2011-10-12,"13466,0"
2011-10-13,"11108,0"
2011-10-14,"13231,0"
2011-10-15,"12773,0"
2011-10-16,"11235,0"
2011-10-17,"13354,0"
2011-10-18,"11554,0"
2011-10-19,"11732,0"
2011-10-20,"10585,0"
2011-10-21,"11530,0"
2011-10-22,"11619,0"
2011-10-23,"12380,0"
2011-10-24,"13592,0"
2011-10-25,"12836,0"
2011-10-26,"11891,0"
2011-10-27,"10628,0"
2011-10-28,"11217,0"
2011-10-29,"12487,0"
2011-10-30,"10745,0"
2011-10-31,"11620,0"
2011-11-01,"12129,0"
2011-11-02,"12416,0"
2011-11-03,"12571,0"
2011-11-04,"14507,0"
2011-11-05,"12887,0"
2011-11-06,"11531,0"
2011-11-07,"12037,0"
2011-11-08,"13860,0"
2011-11-09,"14268,0"
2011-11-10,"14941,0"
2011-11-11,"11309,0"
2011-11-12,"11906,0"
2011-11-13,"12277,0"
2011-11-14,"13481,0"
2011-11-15,"14473,0"
