Date,blockchain/utxo_created_count
2009-01-03,"1,0"
2009-01-04,"0,0"
2009-01-05,"0,0"
2009-01-06,"0,0"
2009-01-07,"0,0"
2009-01-08,"0,0"
2009-01-09,"14,0"
2009-01-10,"61,0"
2009-01-11,"93,0"
2009-01-12,"106,0"
2009-01-13,"123,0"
2009-01-14,"130,0"
2009-01-15,"140,0"
2009-01-16,"110,0"
2009-01-17,"109,0"
2009-01-18,"108,0"
2009-01-19,"117,0"
2009-01-20,"115,0"
2009-01-21,"103,0"
2009-01-22,"92,0"
2009-01-23,"86,0"
2009-01-24,"202,0"
2009-01-25,"192,0"
2009-01-26,"97,0"
2009-01-27,"98,0"
2009-01-28,"112,0"
2009-01-29,"122,0"
2009-01-30,"117,0"
2009-01-31,"139,0"
2009-02-01,"114,0"
2009-02-02,"129,0"
2009-02-03,"169,0"
2009-02-04,"119,0"
2009-02-05,"126,0"
2009-02-06,"122,0"
2009-02-07,"134,0"
2009-02-08,"133,0"
2009-02-09,"135,0"
2009-02-10,"120,0"
2009-02-11,"135,0"
2009-02-12,"119,0"
2009-02-13,"124,0"
2009-02-14,"136,0"
2009-02-15,"131,0"
2009-02-16,"123,0"
2009-02-17,"117,0"
2009-02-18,"118,0"
2009-02-19,"125,0"
2009-02-20,"122,0"
2009-02-21,"114,0"
2009-02-22,"125,0"
2009-02-23,"108,0"
2009-02-24,"106,0"
2009-02-25,"105,0"
2009-02-26,"107,0"
2009-02-27,"116,0"
2009-02-28,"100,0"
2009-03-01,"105,0"
2009-03-02,"108,0"
2009-03-03,"107,0"
2009-03-04,"107,0"
2009-03-05,"113,0"
2009-03-06,"117,0"
2009-03-07,"109,0"
2009-03-08,"118,0"
2009-03-09,"108,0"
2009-03-10,"107,0"
2009-03-11,"114,0"
2009-03-12,"119,0"
2009-03-13,"114,0"
2009-03-14,"110,0"
2009-03-15,"123,0"
2009-03-16,"122,0"
2009-03-17,"114,0"
2009-03-18,"116,0"
2009-03-19,"122,0"
2009-03-20,"119,0"
2009-03-21,"50,0"
2009-03-22,"121,0"
2009-03-23,"130,0"
2009-03-24,"105,0"
2009-03-25,"117,0"
2009-03-26,"118,0"
2009-03-27,"106,0"
2009-03-28,"122,0"
2009-03-29,"116,0"
2009-03-30,"120,0"
2009-03-31,"111,0"
2009-04-01,"114,0"
2009-04-02,"115,0"
2009-04-03,"116,0"
2009-04-04,"113,0"
2009-04-05,"132,0"
2009-04-06,"109,0"
2009-04-07,"100,0"
2009-04-08,"105,0"
2009-04-09,"99,0"
2009-04-10,"108,0"
2009-04-11,"121,0"
2009-04-12,"120,0"
2009-04-13,"117,0"
2009-04-14,"124,0"
2009-04-15,"113,0"
2009-04-16,"123,0"
2009-04-17,"112,0"
2009-04-18,"131,0"
2009-04-19,"120,0"
2009-04-20,"121,0"
2009-04-21,"125,0"
2009-04-22,"121,0"
2009-04-23,"75,0"
2009-04-24,"115,0"
2009-04-25,"118,0"
2009-04-26,"114,0"
2009-04-27,"104,0"
2009-04-28,"117,0"
2009-04-29,"129,0"
2009-04-30,"131,0"
2009-05-01,"121,0"
2009-05-02,"130,0"
2009-05-03,"111,0"
2009-05-04,"129,0"
2009-05-05,"136,0"
2009-05-06,"135,0"
2009-05-07,"122,0"
2009-05-08,"107,0"
2009-05-09,"78,0"
2009-05-10,"85,0"
2009-05-11,"122,0"
2009-05-12,"130,0"
2009-05-13,"118,0"
2009-05-14,"143,0"
2009-05-15,"137,0"
2009-05-16,"119,0"
2009-05-17,"127,0"
2009-05-18,"118,0"
2009-05-19,"86,0"
2009-05-20,"120,0"
2009-05-21,"82,0"
2009-05-22,"61,0"
2009-05-23,"32,0"
2009-05-24,"100,0"
2009-05-25,"109,0"
2009-05-26,"125,0"
2009-05-27,"119,0"
2009-05-28,"95,0"
2009-05-29,"107,0"
2009-05-30,"109,0"
2009-05-31,"96,0"
2009-06-01,"73,0"
2009-06-02,"111,0"
2009-06-03,"71,0"
2009-06-04,"66,0"
2009-06-05,"30,0"
2009-06-06,"28,0"
2009-06-07,"16,0"
2009-06-08,"82,0"
2009-06-09,"91,0"
2009-06-10,"82,0"
2009-06-11,"89,0"
2009-06-12,"86,0"
2009-06-13,"78,0"
2009-06-14,"72,0"
2009-06-15,"84,0"
2009-06-16,"71,0"
2009-06-17,"79,0"
2009-06-18,"80,0"
2009-06-19,"87,0"
2009-06-20,"78,0"
2009-06-21,"81,0"
2009-06-22,"77,0"
2009-06-23,"76,0"
2009-06-24,"98,0"
2009-06-25,"69,0"
2009-06-26,"90,0"
2009-06-27,"84,0"
2009-06-28,"48,0"
2009-06-29,"85,0"
2009-06-30,"86,0"
2009-07-01,"75,0"
2009-07-02,"85,0"
2009-07-03,"82,0"
2009-07-04,"89,0"
2009-07-05,"79,0"
2009-07-06,"84,0"
2009-07-07,"69,0"
2009-07-08,"74,0"
2009-07-09,"86,0"
2009-07-10,"81,0"
2009-07-11,"83,0"
2009-07-12,"77,0"
2009-07-13,"78,0"
2009-07-14,"69,0"
2009-07-15,"45,0"
2009-07-16,"71,0"
2009-07-17,"47,0"
2009-07-18,"4,0"
2009-07-19,"70,0"
2009-07-20,"72,0"
2009-07-21,"82,0"
2009-07-22,"60,0"
2009-07-23,"76,0"
2009-07-24,"73,0"
2009-07-25,"32,0"
2009-07-26,"21,0"
2009-07-27,"74,0"
2009-07-28,"41,0"
2009-07-29,"20,0"
2009-07-30,"17,0"
2009-07-31,"17,0"
2009-08-01,"28,0"
2009-08-02,"23,0"
2009-08-03,"12,0"
2009-08-04,"81,0"
2009-08-05,"87,0"
2009-08-06,"90,0"
2009-08-07,"82,0"
2009-08-08,"80,0"
2009-08-09,"101,0"
2009-08-10,"75,0"
2009-08-11,"70,0"
2009-08-12,"63,0"
2009-08-13,"85,0"
2009-08-14,"63,0"
2009-08-15,"26,0"
2009-08-16,"19,0"
2009-08-17,"17,0"
2009-08-18,"10,0"
2009-08-19,"18,0"
2009-08-20,"22,0"
2009-08-21,"14,0"
2009-08-22,"7,0"
2009-08-23,"15,0"
2009-08-24,"15,0"
2009-08-25,"50,0"
2009-08-26,"53,0"
2009-08-27,"29,0"
2009-08-28,"75,0"
2009-08-29,"78,0"
2009-08-30,"98,0"
2009-08-31,"87,0"
2009-09-01,"78,0"
2009-09-02,"66,0"
2009-09-03,"62,0"
2009-09-04,"64,0"
2009-09-05,"76,0"
2009-09-06,"68,0"
2009-09-07,"79,0"
2009-09-08,"69,0"
2009-09-09,"54,0"
2009-09-10,"67,0"
2009-09-11,"67,0"
2009-09-12,"69,0"
2009-09-13,"75,0"
2009-09-14,"74,0"
2009-09-15,"44,0"
2009-09-16,"73,0"
2009-09-17,"86,0"
2009-09-18,"78,0"
2009-09-19,"74,0"
2009-09-20,"78,0"
2009-09-21,"70,0"
2009-09-22,"26,0"
2009-09-23,"36,0"
2009-09-24,"97,0"
2009-09-25,"93,0"
2009-09-26,"100,0"
2009-09-27,"88,0"
2009-09-28,"85,0"
2009-09-29,"90,0"
2009-09-30,"85,0"
2009-10-01,"82,0"
2009-10-02,"73,0"
2009-10-03,"58,0"
2009-10-04,"53,0"
2009-10-05,"55,0"
2009-10-06,"45,0"
2009-10-07,"60,0"
2009-10-08,"70,0"
2009-10-09,"79,0"
2009-10-10,"77,0"
2009-10-11,"74,0"
2009-10-12,"59,0"
2009-10-13,"57,0"
2009-10-14,"69,0"
2009-10-15,"71,0"
2009-10-16,"61,0"
2009-10-17,"57,0"
2009-10-18,"75,0"
2009-10-19,"112,0"
2009-10-20,"97,0"
2009-10-21,"81,0"
2009-10-22,"91,0"
2009-10-23,"89,0"
2009-10-24,"63,0"
2009-10-25,"76,0"
2009-10-26,"71,0"
2009-10-27,"65,0"
2009-10-28,"66,0"
2009-10-29,"48,0"
2009-10-30,"60,0"
2009-10-31,"46,0"
2009-11-01,"25,0"
2009-11-02,"33,0"
2009-11-03,"62,0"
2009-11-04,"64,0"
2009-11-05,"57,0"
2009-11-06,"62,0"
2009-11-07,"69,0"
2009-11-08,"73,0"
2009-11-09,"64,0"
2009-11-10,"78,0"
2009-11-11,"79,0"
2009-11-12,"66,0"
2009-11-13,"85,0"
2009-11-14,"79,0"
2009-11-15,"96,0"
2009-11-16,"97,0"
2009-11-17,"92,0"
2009-11-18,"79,0"
2009-11-19,"72,0"
2009-11-20,"86,0"
2009-11-21,"73,0"
2009-11-22,"106,0"
2009-11-23,"96,0"
2009-11-24,"93,0"
2009-11-25,"90,0"
2009-11-26,"84,0"
2009-11-27,"74,0"
2009-11-28,"71,0"
2009-11-29,"60,0"
2009-11-30,"75,0"
2009-12-01,"75,0"
2009-12-02,"94,0"
2009-12-03,"88,0"
2009-12-04,"36,0"
2009-12-05,"66,0"
2009-12-06,"106,0"
2009-12-07,"112,0"
2009-12-08,"107,0"
2009-12-09,"115,0"
2009-12-10,"104,0"
2009-12-11,"112,0"
2009-12-12,"112,0"
2009-12-13,"114,0"
2009-12-14,"108,0"
2009-12-15,"113,0"
2009-12-16,"137,0"
2009-12-17,"174,0"
2009-12-18,"225,0"
2009-12-19,"199,0"
2009-12-20,"175,0"
2009-12-21,"176,0"
2009-12-22,"162,0"
2009-12-23,"154,0"
2009-12-24,"154,0"
2009-12-25,"151,0"
2009-12-26,"174,0"
2009-12-27,"168,0"
2009-12-28,"137,0"
2009-12-29,"171,0"
2009-12-30,"141,0"
2009-12-31,"138,0"
2010-01-01,"134,0"
2010-01-02,"126,0"
2010-01-03,"186,0"
2010-01-04,"184,0"
2010-01-05,"198,0"
2010-01-06,"163,0"
2010-01-07,"154,0"
2010-01-08,"153,0"
2010-01-09,"151,0"
2010-01-10,"190,0"
2010-01-11,"159,0"
2010-01-12,"163,0"
2010-01-13,"168,0"
2010-01-14,"146,0"
2010-01-15,"142,0"
2010-01-16,"126,0"
2010-01-17,"131,0"
2010-01-18,"127,0"
2010-01-19,"124,0"
2010-01-20,"158,0"
2010-01-21,"190,0"
2010-01-22,"137,0"
2010-01-23,"163,0"
2010-01-24,"155,0"
2010-01-25,"216,0"
2010-01-26,"202,0"
2010-01-27,"166,0"
2010-01-28,"179,0"
2010-01-29,"201,0"
2010-01-30,"214,0"
2010-01-31,"167,0"
2010-02-01,"196,0"
2010-02-02,"146,0"
2010-02-03,"272,0"
2010-02-04,"236,0"
2010-02-05,"229,0"
2010-02-06,"206,0"
2010-02-07,"224,0"
2010-02-08,"209,0"
2010-02-09,"211,0"
2010-02-10,"173,0"
2010-02-11,"174,0"
2010-02-12,"189,0"
2010-02-13,"236,0"
2010-02-14,"221,0"
2010-02-15,"189,0"
2010-02-16,"203,0"
2010-02-17,"253,0"
2010-02-18,"216,0"
2010-02-19,"197,0"
2010-02-20,"210,0"
2010-02-21,"228,0"
2010-02-22,"266,0"
2010-02-23,"251,0"
2010-02-24,"177,0"
2010-02-25,"158,0"
2010-02-26,"178,0"
2010-02-27,"175,0"
2010-02-28,"160,0"
2010-03-01,"199,0"
2010-03-02,"193,0"
2010-03-03,"158,0"
2010-03-04,"188,0"
2010-03-05,"173,0"
2010-03-06,"184,0"
2010-03-07,"184,0"
2010-03-08,"132,0"
2010-03-09,"148,0"
2010-03-10,"172,0"
2010-03-11,"136,0"
2010-03-12,"123,0"
2010-03-13,"154,0"
2010-03-14,"127,0"
2010-03-15,"143,0"
2010-03-16,"129,0"
2010-03-17,"139,0"
2010-03-18,"152,0"
2010-03-19,"163,0"
2010-03-20,"210,0"
2010-03-21,"190,0"
2010-03-22,"186,0"
2010-03-23,"221,0"
2010-03-24,"183,0"
2010-03-25,"204,0"
2010-03-26,"214,0"
2010-03-27,"185,0"
2010-03-28,"192,0"
2010-03-29,"207,0"
2010-03-30,"221,0"
2010-03-31,"215,0"
2010-04-01,"179,0"
2010-04-02,"161,0"
2010-04-03,"168,0"
2010-04-04,"185,0"
2010-04-05,"195,0"
2010-04-06,"179,0"
2010-04-07,"206,0"
2010-04-08,"198,0"
2010-04-09,"241,0"
2010-04-10,"306,0"
2010-04-11,"275,0"
2010-04-12,"256,0"
2010-04-13,"211,0"
2010-04-14,"235,0"
2010-04-15,"332,0"
2010-04-16,"241,0"
2010-04-17,"256,0"
2010-04-18,"6410,0"
2010-04-19,"287,0"
2010-04-20,"249,0"
2010-04-21,"257,0"
2010-04-22,"206,0"
2010-04-23,"230,0"
2010-04-24,"208,0"
2010-04-25,"209,0"
2010-04-26,"227,0"
2010-04-27,"253,0"
2010-04-28,"238,0"
2010-04-29,"185,0"
2010-04-30,"178,0"
2010-05-01,"213,0"
2010-05-02,"181,0"
2010-05-03,"190,0"
2010-05-04,"182,0"
2010-05-05,"168,0"
2010-05-06,"178,0"
2010-05-07,"159,0"
2010-05-08,"185,0"
2010-05-09,"195,0"
2010-05-10,"161,0"
2010-05-11,"132,0"
2010-05-12,"161,0"
2010-05-13,"170,0"
2010-05-14,"160,0"
2010-05-15,"115,0"
2010-05-16,"133,0"
2010-05-17,"182,0"
2010-05-18,"232,0"
2010-05-19,"219,0"
2010-05-20,"244,0"
2010-05-21,"239,0"
2010-05-22,"233,0"
2010-05-23,"322,0"
2010-05-24,"254,0"
2010-05-25,"257,0"
2010-05-26,"294,0"
2010-05-27,"275,0"
2010-05-28,"290,0"
2010-05-29,"248,0"
2010-05-30,"200,0"
2010-05-31,"199,0"
2010-06-01,"186,0"
2010-06-02,"198,0"
2010-06-03,"256,0"
2010-06-04,"176,0"
2010-06-05,"195,0"
2010-06-06,"202,0"
2010-06-07,"210,0"
2010-06-08,"225,0"
2010-06-09,"232,0"
2010-06-10,"227,0"
2010-06-11,"272,0"
2010-06-12,"223,0"
2010-06-13,"253,0"
2010-06-14,"292,0"
2010-06-15,"296,0"
2010-06-16,"203,0"
2010-06-17,"212,0"
2010-06-18,"197,0"
2010-06-19,"228,0"
2010-06-20,"240,0"
2010-06-21,"276,0"
2010-06-22,"247,0"
2010-06-23,"279,0"
2010-06-24,"255,0"
2010-06-25,"220,0"
2010-06-26,"209,0"
2010-06-27,"245,0"
2010-06-28,"247,0"
2010-06-29,"299,0"
2010-06-30,"312,0"
2010-07-01,"299,0"
2010-07-02,"254,0"
2010-07-03,"301,0"
2010-07-04,"230,0"
2010-07-05,"258,0"
2010-07-06,"213,0"
2010-07-07,"240,0"
2010-07-08,"240,0"
2010-07-09,"285,0"
2010-07-10,"251,0"
2010-07-11,"471,0"
2010-07-12,"3717,0"
2010-07-13,"1973,0"
2010-07-14,"11468,0"
2010-07-15,"1797,0"
2010-07-16,"1616,0"
2010-07-17,"550,0"
2010-07-18,"572,0"
2010-07-19,"724,0"
2010-07-20,"905,0"
2010-07-21,"599,0"
2010-07-22,"524,0"
2010-07-23,"523,0"
2010-07-24,"1307,0"
2010-07-25,"3336,0"
2010-07-26,"576,0"
2010-07-27,"589,0"
2010-07-28,"2063,0"
2010-07-29,"1971,0"
2010-07-30,"404,0"
2010-07-31,"347,0"
2010-08-01,"446,0"
2010-08-02,"467,0"
2010-08-03,"977,0"
2010-08-04,"569,0"
2010-08-05,"717,0"
2010-08-06,"497,0"
2010-08-07,"327,0"
2010-08-08,"518,0"
2010-08-09,"554,0"
2010-08-10,"406,0"
2010-08-11,"482,0"
2010-08-12,"493,0"
2010-08-13,"738,0"
2010-08-14,"493,0"
2010-08-15,"344,0"
2010-08-16,"609,0"
2010-08-17,"419,0"
2010-08-18,"527,0"
2010-08-19,"415,0"
2010-08-20,"538,0"
2010-08-21,"437,0"
2010-08-22,"432,0"
2010-08-23,"445,0"
2010-08-24,"465,0"
2010-08-25,"428,0"
2010-08-26,"435,0"
2010-08-27,"356,0"
2010-08-28,"433,0"
2010-08-29,"312,0"
2010-08-30,"422,0"
2010-08-31,"553,0"
2010-09-01,"525,0"
2010-09-02,"402,0"
2010-09-03,"403,0"
2010-09-04,"326,0"
2010-09-05,"384,0"
2010-09-06,"337,0"
2010-09-07,"327,0"
2010-09-08,"435,0"
2010-09-09,"430,0"
2010-09-10,"468,0"
2010-09-11,"379,0"
2010-09-12,"488,0"
2010-09-13,"576,0"
2010-09-14,"538,0"
2010-09-15,"596,0"
2010-09-16,"531,0"
2010-09-17,"420,0"
2010-09-18,"464,0"
2010-09-19,"433,0"
2010-09-20,"598,0"
2010-09-21,"1178,0"
2010-09-22,"984,0"
2010-09-23,"850,0"
2010-09-24,"629,0"
2010-09-25,"694,0"
2010-09-26,"506,0"
2010-09-27,"800,0"
2010-09-28,"645,0"
2010-09-29,"1625,0"
2010-09-30,"496,0"
2010-10-01,"932,0"
2010-10-02,"751,0"
2010-10-03,"545,0"
2010-10-04,"582,0"
2010-10-05,"530,0"
2010-10-06,"540,0"
2010-10-07,"442,0"
2010-10-08,"492,0"
2010-10-09,"556,0"
2010-10-10,"478,0"
2010-10-11,"453,0"
2010-10-12,"481,0"
2010-10-13,"490,0"
2010-10-14,"471,0"
2010-10-15,"427,0"
2010-10-16,"556,0"
2010-10-17,"571,0"
2010-10-18,"786,0"
2010-10-19,"1395,0"
2010-10-20,"1014,0"
2010-10-21,"791,0"
2010-10-22,"887,0"
2010-10-23,"745,0"
2010-10-24,"753,0"
2010-10-25,"545,0"
2010-10-26,"724,0"
2010-10-27,"814,0"
2010-10-28,"670,0"
2010-10-29,"615,0"
2010-10-30,"524,0"
2010-10-31,"369,0"
2010-11-01,"440,0"
2010-11-02,"343,0"
2010-11-03,"430,0"
2010-11-04,"405,0"
2010-11-05,"545,0"
2010-11-06,"492,0"
2010-11-07,"537,0"
2010-11-08,"628,0"
2010-11-09,"502,0"
2010-11-10,"508,0"
2010-11-11,"480,0"
2010-11-12,"339,0"
2010-11-13,"395,0"
2010-11-14,"496,0"
2010-11-15,"8689,0"
2010-11-16,"11783,0"
2010-11-17,"533,0"
2010-11-18,"1585,0"
2010-11-19,"9735,0"
2010-11-20,"10042,0"
2010-11-21,"10254,0"
2010-11-22,"452,0"
2010-11-23,"461,0"
2010-11-24,"4141,0"
2010-11-25,"5201,0"
2010-11-26,"1838,0"
2010-11-27,"628,0"
2010-11-28,"677,0"
2010-11-29,"600,0"
2010-11-30,"616,0"
2010-12-01,"751,0"
2010-12-02,"637,0"
2010-12-03,"506,0"
2010-12-04,"563,0"
2010-12-05,"561,0"
2010-12-06,"610,0"
2010-12-07,"791,0"
2010-12-08,"727,0"
2010-12-09,"656,0"
2010-12-10,"533,0"
2010-12-11,"912,0"
2010-12-12,"1024,0"
2010-12-13,"1045,0"
2010-12-14,"973,0"
2010-12-15,"916,0"
2010-12-16,"771,0"
2010-12-17,"644,0"
2010-12-18,"759,0"
2010-12-19,"801,0"
2010-12-20,"1577,0"
2010-12-21,"964,0"
2010-12-22,"1050,0"
2010-12-23,"908,0"
2010-12-24,"850,0"
2010-12-25,"1039,0"
2010-12-26,"950,0"
2010-12-27,"808,0"
2010-12-28,"1063,0"
2010-12-29,"774,0"
2010-12-30,"916,0"
2010-12-31,"854,0"
2011-01-01,"1029,0"
2011-01-02,"853,0"
2011-01-03,"1628,0"
2011-01-04,"1408,0"
2011-01-05,"1892,0"
2011-01-06,"1074,0"
2011-01-07,"1543,0"
2011-01-08,"2106,0"
2011-01-09,"1811,0"
2011-01-10,"1907,0"
2011-01-11,"2026,0"
2011-01-12,"1664,0"
2011-01-13,"1846,0"
2011-01-14,"1828,0"
2011-01-15,"1589,0"
2011-01-16,"1559,0"
2011-01-17,"1392,0"
2011-01-18,"1379,0"
2011-01-19,"1565,0"
2011-01-20,"1548,0"
2011-01-21,"1990,0"
2011-01-22,"2395,0"
2011-01-23,"1842,0"
2011-01-24,"2261,0"
2011-01-25,"1484,0"
2011-01-26,"1677,0"
2011-01-27,"1395,0"
2011-01-28,"1857,0"
2011-01-29,"2303,0"
2011-01-30,"4844,0"
2011-01-31,"2476,0"
2011-02-01,"1706,0"
2011-02-02,"1502,0"
2011-02-03,"1323,0"
2011-02-04,"1563,0"
2011-02-05,"1378,0"
2011-02-06,"1522,0"
2011-02-07,"1464,0"
2011-02-08,"1397,0"
2011-02-09,"2113,0"
2011-02-10,"3610,0"
2011-02-11,"4219,0"
2011-02-12,"3322,0"
2011-02-13,"3182,0"
2011-02-14,"3512,0"
2011-02-15,"3875,0"
2011-02-16,"3264,0"
2011-02-17,"3890,0"
2011-02-18,"3556,0"
2011-02-19,"2757,0"
2011-02-20,"3408,0"
2011-02-21,"3502,0"
2011-02-22,"3859,0"
2011-02-23,"3942,0"
2011-02-24,"3727,0"
2011-02-25,"3633,0"
2011-02-26,"3361,0"
2011-02-27,"3935,0"
2011-02-28,"3025,0"
2011-03-01,"5010,0"
2011-03-02,"3547,0"
2011-03-03,"5934,0"
2011-03-04,"3402,0"
2011-03-05,"3482,0"
2011-03-06,"3511,0"
2011-03-07,"3380,0"
2011-03-08,"4436,0"
2011-03-09,"3297,0"
2011-03-10,"3018,0"
2011-03-11,"3243,0"
2011-03-12,"4414,0"
2011-03-13,"4048,0"
2011-03-14,"3716,0"
2011-03-15,"4522,0"
2011-03-16,"4544,0"
2011-03-17,"4875,0"
2011-03-18,"3781,0"
2011-03-19,"4717,0"
2011-03-20,"6918,0"
2011-03-21,"8231,0"
