Date,distribution/balance_exchanges
2016-01-09,"10388979,489827355"
2016-01-10,"10389488,694401905"
2016-01-11,"10362916,545302453"
2016-01-12,"10460993,984842068"
2016-01-13,"10402060,7269777"
2016-01-14,"10365693,670975931"
2016-01-15,"10354162,664113048"
2016-01-16,"10300406,940357098"
2016-01-17,"10229199,198676027"
2016-01-18,"10536349,490845062"
2016-01-19,"10651359,008737711"
2016-01-20,"10628231,391635831"
2016-01-21,"10521216,934953887"
2016-01-22,"10471577,84560868"
2016-01-23,"10274940,995599415"
2016-01-24,"10457069,362996612"
2016-01-25,"10594165,681742638"
2016-01-26,"10662447,516295232"
2016-01-27,"10487368,631371371"
2016-01-28,"10515665,511541488"
2016-01-29,"10426276,159889802"
2016-01-30,"10748259,085454779"
2016-01-31,"10763401,743745346"
2016-02-01,"10736315,808952948"
2016-02-02,"10656537,379205873"
2016-02-03,"10613719,999991395"
2016-02-04,"10516586,98460288"
2016-02-05,"10368492,86484641"
2016-02-06,"10295847,54237644"
2016-02-07,"10574550,549269926"
2016-02-08,"10531735,241489058"
2016-02-09,"10665104,929536505"
2016-02-10,"10639755,912206162"
2016-02-11,"10404708,47262293"
2016-02-12,"10738856,228067111"
2016-02-13,"10731900,860084219"
2016-02-14,"10546566,093313944"
2016-02-15,"10489147,967221297"
2016-02-16,"10077010,966591546"
2016-02-17,"10060773,612929026"
2016-02-18,"9967803,75582899"
2016-02-19,"9818246,838824064"
2016-02-20,"9982175,482538098"
2016-02-21,"9946080,472107109"
2016-02-22,"9924796,996591393"
2016-02-23,"9866816,665483827"
2016-02-24,"9840327,860793782"
2016-02-25,"9801463,100408284"
2016-02-26,"11228564,749595238"
2016-02-27,"11297397,097298041"
2016-02-28,"11218783,278682102"
2016-02-29,"11038518,033298034"
2016-03-01,"10974046,764449809"
2016-03-02,"12800464,610281669"
2016-03-03,"12829277,881374754"
2016-03-04,"12893753,292550366"
2016-03-05,"12884338,01554612"
2016-03-06,"13010149,648691239"
2016-03-07,"13090111,592706136"
2016-03-08,"12970526,430088257"
2016-03-09,"12963066,173391031"
2016-03-10,"13034730,4463659"
2016-03-11,"12997925,428498141"
2016-03-12,"12979253,382004444"
2016-03-13,"13104682,57312909"
2016-03-14,"13088379,442268146"
2016-03-15,"12977791,82485924"
2016-03-16,"12949623,312044285"
2016-03-17,"12961736,975097934"
2016-03-18,"13038815,296956541"
2016-03-19,"13027067,592116743"
2016-03-20,"12965260,175974885"
2016-03-21,"12970604,246056328"
2016-03-22,"12748306,902488997"
2016-03-23,"12692080,575085206"
2016-03-24,"12678803,667771488"
2016-03-25,"12603575,915724995"
2016-03-26,"12610109,38604204"
2016-03-27,"12659217,137314994"
2016-03-28,"12633794,929697968"
2016-03-29,"13073218,871130588"
2016-03-30,"12871365,417766003"
2016-03-31,"12810090,933679106"
2016-04-01,"12783052,94715519"
2016-04-02,"12770232,766441783"
2016-04-03,"12759146,23107635"
2016-04-04,"12724526,170683187"
2016-04-05,"12737024,715398096"
2016-04-06,"12694500,13288401"
2016-04-07,"12635640,435096258"
2016-04-08,"12665797,782413285"
2016-04-09,"12984400,33293362"
2016-04-10,"12962798,360693648"
2016-04-11,"12899510,864112329"
2016-04-12,"12761691,190585189"
2016-04-13,"12709936,60647089"
2016-04-14,"12969897,421362065"
2016-04-15,"12855487,113222245"
2016-04-16,"12733253,486257082"
2016-04-17,"12695964,41810971"
2016-04-18,"12638820,387046233"
2016-04-19,"12582638,32048805"
2016-04-20,"12559965,948147276"
2016-04-21,"12537373,80957512"
2016-04-22,"12558871,272838308"
2016-04-23,"13009866,949568387"
2016-04-24,"13016574,114370922"
2016-04-25,"12988749,812904883"
2016-04-26,"12940845,252624914"
2016-04-27,"12860987,63673639"
2016-04-28,"12717577,242553063"
2016-04-29,"12631625,045588177"
2016-04-30,"13147456,784427302"
2016-05-01,"13079659,844885767"
2016-05-02,"13073537,543798272"
2016-05-03,"12982099,553003306"
2016-05-04,"12905028,579464369"
2016-05-05,"12822680,908914203"
2016-05-06,"12668504,819320317"
2016-05-07,"12466209,411787426"
2016-05-08,"12411571,83153276"
2016-05-09,"12402204,398706947"
2016-05-10,"12190095,215979403"
2016-05-11,"12267093,985861175"
2016-05-12,"11805373,496556548"
2016-05-13,"10967508,693366654"
2016-05-14,"10200985,99966044"
2016-05-15,"9850951,402570046"
2016-05-16,"9636569,167239118"
2016-05-17,"9501985,848553829"
2016-05-18,"9283035,699506508"
2016-05-19,"9987172,481356291"
2016-05-20,"9837034,43767027"
2016-05-21,"9816580,700124517"
2016-05-22,"9766027,980673676"
2016-05-23,"9686261,268554617"
2016-05-24,"9576517,896170344"
2016-05-25,"9452530,147489427"
2016-05-26,"9474292,081690744"
2016-05-27,"9219716,541436274"
2016-05-28,"9530528,902256476"
2016-05-29,"9545421,41880189"
2016-05-30,"9673557,939452283"
2016-05-31,"9616397,349322814"
2016-06-01,"9609822,473015118"
2016-06-02,"9603120,578151893"
2016-06-03,"9517051,186608508"
2016-06-04,"9493353,716503376"
2016-06-05,"9438535,902786309"
2016-06-06,"9380929,561458983"
2016-06-07,"9513641,131525267"
2016-06-08,"9250890,64629001"
2016-06-09,"9209886,32457393"
2016-06-10,"9140167,157354534"
2016-06-11,"9123479,03824089"
2016-06-12,"9125677,764563192"
2016-06-13,"9082193,373521246"
2016-06-14,"9072692,774790464"
2016-06-15,"8674246,517441493"
2016-06-16,"8913177,943762906"
2016-06-17,"9208381,87516355"
2016-06-18,"9983906,553788837"
2016-06-19,"9553773,531399505"
2016-06-20,"9514585,342597187"
2016-06-21,"9615556,205583597"
2016-06-22,"9407506,775034338"
2016-06-23,"9221633,18519513"
2016-06-24,"9122314,558500838"
2016-06-25,"9497012,150482513"
2016-06-26,"9450988,815369513"
2016-06-27,"9336767,353547957"
2016-06-28,"9164385,504694814"
2016-06-29,"9000428,89344665"
2016-06-30,"8970315,564434087"
2016-07-01,"8943916,674047517"
2016-07-02,"8967914,70299125"
2016-07-03,"8884068,121028222"
2016-07-04,"9404261,972281024"
2016-07-05,"9160220,828792673"
2016-07-06,"9094567,92379777"
2016-07-07,"8976074,687822215"
2016-07-08,"8964886,299767004"
2016-07-09,"8864442,64268775"
2016-07-10,"8673970,083167078"
2016-07-11,"8473238,07741475"
2016-07-12,"8427446,368968569"
2016-07-13,"8720301,000821618"
2016-07-14,"8759946,665581074"
2016-07-15,"8491746,032838885"
2016-07-16,"8422291,309078828"
2016-07-17,"8255596,4079649765"
2016-07-18,"8923258,715333784"
2016-07-19,"17036615,55813838"
2016-07-20,"17340071,215398736"
2016-07-21,"17316453,591230113"
2016-07-22,"17270623,513856787"
2016-07-23,"17340177,33494146"
2016-07-24,"18920497,592971317"
2016-07-25,"19376057,28102971"
2016-07-26,"20939316,72872927"
2016-07-27,"21075370,041812282"
2016-07-28,"21689580,70751104"
2016-07-29,"21755308,338764865"
2016-07-30,"21575509,740785897"
2016-07-31,"21587833,16580455"
2016-08-01,"21444583,175748426"
2016-08-02,"21956601,65560723"
2016-08-03,"20530112,256537855"
2016-08-04,"20096513,404947706"
2016-08-05,"19667665,982267216"
2016-08-06,"19426430,242931787"
2016-08-07,"19351479,148222413"
2016-08-08,"19085845,565096654"
2016-08-09,"18909189,511239726"
2016-08-10,"18489821,800302833"
2016-08-11,"18239767,27762994"
2016-08-12,"18030722,600181565"
2016-08-13,"17912511,126354147"
2016-08-14,"17821006,143814284"
2016-08-15,"17785909,807518985"
2016-08-16,"17718558,597340465"
2016-08-17,"17606411,668291472"
2016-08-18,"17743977,83262775"
2016-08-19,"17713780,49068571"
2016-08-20,"17643800,378432404"
2016-08-21,"17748022,877100576"
2016-08-22,"17707882,455448277"
2016-08-23,"17706132,072640095"
2016-08-24,"17684702,683247034"
2016-08-25,"17699888,228419613"
2016-08-26,"17652060,96254927"
2016-08-27,"17711804,1501284"
2016-08-28,"17697355,745297138"
2016-08-29,"17670111,619549032"
2016-08-30,"17596549,387106165"
2016-08-31,"17548521,676648717"
2016-09-01,"17581308,96428728"
2016-09-02,"17589193,589190993"
2016-09-03,"17550376,879212696"
2016-09-04,"17371587,91616272"
2016-09-05,"17344402,46447897"
2016-09-06,"17385490,24745385"
2016-09-07,"17348728,264719896"
2016-09-08,"17265213,969257183"
2016-09-09,"17242923,493307214"
2016-09-10,"17181911,331581816"
2016-09-11,"17158700,632652998"
2016-09-12,"16909392,208270997"
2016-09-13,"16916981,089617025"
2016-09-14,"16932250,795079783"
2016-09-15,"16966289,733529005"
2016-09-16,"17894014,964985345"
2016-09-17,"17972690,53723801"
2016-09-18,"17899627,9139923"
2016-09-19,"17804767,385898784"
2016-09-20,"17755240,3712327"
2016-09-21,"17702018,90588661"
2016-09-22,"17626312,19283189"
2016-09-23,"17445449,747067295"
2016-09-24,"17472252,68391233"
2016-09-25,"17408908,020786375"
2016-09-26,"17408346,996656775"
2016-09-27,"17398429,332784094"
2016-09-28,"17452449,338591754"
2016-09-29,"17334030,299323708"
2016-09-30,"17301911,33977011"
2016-10-01,"17216870,286791436"
2016-10-02,"17174089,933714636"
2016-10-03,"17174351,524547197"
2016-10-04,"17163497,416497365"
2016-10-05,"17165518,267858114"
2016-10-06,"17118745,485462368"
2016-10-07,"17103472,206512436"
2016-10-08,"17209553,014022473"
2016-10-09,"17308309,487724647"
2016-10-10,"17366483,53810562"
2016-10-11,"17451781,85672005"
2016-10-12,"17492314,42477348"
2016-10-13,"17692305,37742478"
2016-10-14,"17656192,60772472"
2016-10-15,"17507773,82268343"
2016-10-16,"17380073,17293166"
2016-10-17,"17339274,87865013"
2016-10-18,"17343303,22844622"
2016-10-19,"17269131,687746037"
2016-10-20,"17283268,864791628"
2016-10-21,"17284187,268369775"
2016-10-22,"17381870,08003353"
2016-10-23,"17362014,525009416"
2016-10-24,"17429988,35592804"
2016-10-25,"17504858,517277163"
2016-10-26,"17594467,166567836"
2016-10-27,"17655166,59151303"
2016-10-28,"17576748,572085235"
2016-10-29,"17666630,008936167"
2016-10-30,"17029070,392953206"
2016-10-31,"17047516,651648983"
2016-11-01,"17150468,714979198"
2016-11-02,"17160865,232655443"
2016-11-03,"17198629,15953498"
2016-11-04,"17120862,959648307"
2016-11-05,"17128504,605339345"
2016-11-06,"17124170,749200363"
2016-11-07,"17155008,568970703"
2016-11-08,"17163957,143106587"
2016-11-09,"17104014,082066238"
2016-11-10,"17116864,079381995"
2016-11-11,"17058158,186263535"
2016-11-12,"17180872,80786196"
2016-11-13,"17200777,396032743"
2016-11-14,"17196178,106905423"
2016-11-15,"17245818,891629383"
2016-11-16,"17253085,881960142"
2016-11-17,"17096631,53284987"
2016-11-18,"17083166,6101755"
2016-11-19,"17106323,960765306"
2016-11-20,"17167322,33711598"
2016-11-21,"17178158,37543964"
2016-11-22,"17306877,72024082"
2016-11-23,"17299645,89198038"
2016-11-24,"17359159,340183005"
2016-11-25,"17322429,17920101"
2016-11-26,"17375629,572459735"
2016-11-27,"17445584,13020778"
2016-11-28,"17464263,750051722"
2016-11-29,"17511198,46923548"
2016-11-30,"17614071,70239873"
2016-12-01,"17506405,006818585"
2016-12-02,"17406003,499136865"
2016-12-03,"17120172,953642953"
2016-12-04,"17110473,768787988"
2016-12-05,"17297877,51053138"
2016-12-06,"17259750,027646974"
2016-12-07,"17063314,026420984"
2016-12-08,"16967080,170709316"
2016-12-09,"17008726,729257446"
2016-12-10,"16963207,217987332"
2016-12-11,"16969272,334598675"
2016-12-12,"16904786,957394388"
2016-12-13,"16889142,717096973"
2016-12-14,"16875228,95234734"
2016-12-15,"16896600,189010076"
2016-12-16,"17013551,53402277"
2016-12-17,"17028473,63020562"
2016-12-18,"17071776,465472154"
2016-12-19,"17113308,58364845"
2016-12-20,"17114039,793950018"
2016-12-21,"17288466,022981677"
2016-12-22,"17409630,287579387"
2016-12-23,"18216276,765403535"
2016-12-24,"18180942,13961414"
2016-12-25,"18174903,229456414"
2016-12-26,"18158279,916744307"
2016-12-27,"18253850,956038367"
2016-12-28,"18219581,031354744"
2016-12-29,"18335122,927401356"
2016-12-30,"17780955,920199387"
2016-12-31,"17762815,356129494"
2017-01-01,"17663796,80713929"
2017-01-02,"17636469,651046876"
2017-01-03,"17622717,743122995"
2017-01-04,"17730958,459778383"
2017-01-05,"17743337,710979167"
2017-01-06,"17583689,62368478"
2017-01-07,"17462572,632321935"
2017-01-08,"17479006,306865826"
2017-01-09,"17155497,84837928"
2017-01-10,"17153271,781703606"
2017-01-11,"16977437,88275052"
2017-01-12,"16906437,103126958"
2017-01-13,"16977220,89652597"
2017-01-14,"17059651,39186336"
2017-01-15,"17018114,527399488"
2017-01-16,"16958474,01170299"
2017-01-17,"17117226,069923572"
2017-01-18,"17089514,111371204"
2017-01-19,"17119513,84416247"
2017-01-20,"16410558,780857451"
2017-01-21,"16364493,37136911"
2017-01-22,"16342715,383980684"
2017-01-23,"16311086,942255583"
2017-01-24,"16297445,323976628"
2017-01-25,"16261579,926215732"
2017-01-26,"16202742,576640775"
2017-01-27,"16141154,632563544"
2017-01-28,"16127395,301001193"
2017-01-29,"16202143,03037626"
2017-01-30,"16222680,093376843"
2017-01-31,"16243932,08963872"
2017-02-01,"16276297,90926554"
2017-02-02,"16285548,08402836"
2017-02-03,"16496954,77949357"
2017-02-04,"16437111,67966562"
2017-02-05,"16450122,31943305"
2017-02-06,"16378568,396776237"
2017-02-07,"16407929,842169601"
2017-02-08,"16397549,641386444"
2017-02-09,"16378770,090970296"
2017-02-10,"16310422,451582666"
2017-02-11,"16284022,752687998"
2017-02-12,"16273261,333839236"
2017-02-13,"16159198,891615143"
2017-02-14,"16190992,54441417"
2017-02-15,"16268854,509711972"
2017-02-16,"16184020,711815778"
2017-02-17,"16134890,566672547"
2017-02-18,"16110816,132943124"
2017-02-19,"16166455,513738725"
2017-02-20,"16083548,555343425"
2017-02-21,"16077535,27104872"
2017-02-22,"16056737,480455142"
2017-02-23,"16009220,287309337"
2017-02-24,"16025205,688212652"
2017-02-25,"15961884,728201788"
2017-02-26,"15929926,753762912"
2017-02-27,"16421919,491722072"
2017-02-28,"16411259,227767799"
2017-03-01,"16040940,624689715"
2017-03-02,"15995108,562319767"
2017-03-03,"15972117,131531775"
2017-03-04,"15879134,979902554"
2017-03-05,"15808472,569013346"
2017-03-06,"15752946,279815527"
2017-03-07,"15721183,12867707"
2017-03-08,"15656760,553555049"
2017-03-09,"15576149,376089472"
2017-03-10,"15753222,568815395"
2017-03-11,"15851809,761704074"
2017-03-12,"15773280,904982422"
2017-03-13,"16245526,364826974"
2017-03-14,"16083342,14316168"
2017-03-15,"16102532,571402507"
2017-03-16,"16644468,048512053"
2017-03-17,"16771138,539590757"
2017-03-18,"16875087,77335415"
2017-03-19,"16803689,25905014"
2017-03-20,"16600887,789616872"
2017-03-21,"16407024,668672398"
2017-03-22,"16293380,194211027"
2017-03-23,"16296909,59895815"
2017-03-24,"16357320,396585558"
2017-03-25,"16243118,379122943"
2017-03-26,"16174989,0491604"
2017-03-27,"16119193,62922097"
2017-03-28,"16072771,893375752"
2017-03-29,"15862231,023724819"
2017-03-30,"15864301,582245829"
2017-03-31,"16320907,313995456"
2017-04-01,"16309591,030659808"
2017-04-02,"16359449,17508276"
2017-04-03,"15887285,830017019"
2017-04-04,"15816085,905157052"
2017-04-05,"15706640,548181431"
2017-04-06,"15581413,14557381"
2017-04-07,"15489166,69529877"
2017-04-08,"15474597,572482273"
2017-04-09,"15431880,635634106"
2017-04-10,"15223042,937220847"
2017-04-11,"15103167,119127126"
2017-04-12,"15067434,498432502"
2017-04-13,"15021751,014147405"
2017-04-14,"15029179,974497106"
2017-04-15,"14927179,929694586"
2017-04-16,"14888938,564284423"
2017-04-17,"14768455,51034029"
2017-04-18,"14607379,451390225"
2017-04-19,"14667574,191864723"
2017-04-20,"14583360,094251318"
2017-04-21,"14528441,98736467"
2017-04-22,"14516555,063489381"
2017-04-23,"14492632,007178195"
2017-04-24,"14496848,162491128"
2017-04-25,"14488573,314262714"
2017-04-26,"14544292,516561016"
2017-04-27,"14537548,985477922"
2017-04-28,"14620265,147216689"
2017-04-29,"14639384,95174198"
2017-04-30,"14657113,69526747"
2017-05-01,"14581828,491835227"
2017-05-02,"14418808,416880384"
2017-05-03,"14424442,961217605"
2017-05-04,"14533830,2292682"
2017-05-05,"14113439,516788928"
2017-05-06,"14103730,364194369"
2017-05-07,"14096505,076025195"
2017-05-08,"13915426,392605739"
2017-05-09,"13944207,37797572"
2017-05-10,"13847011,303396784"
2017-05-11,"13753274,476503195"
2017-05-12,"13718311,648611845"
2017-05-13,"13636544,321302392"
2017-05-14,"13328080,303076107"
2017-05-15,"13211559,547981784"
2017-05-16,"13166106,961531818"
2017-05-17,"13078926,057609502"
2017-05-18,"13065454,567558743"
2017-05-19,"12928296,801042803"
2017-05-20,"12798192,971314998"
2017-05-21,"12849695,334024854"
2017-05-22,"12844296,787993357"
2017-05-23,"12693957,320661016"
2017-05-24,"12768696,626785282"
2017-05-25,"12831377,13224347"
2017-05-26,"12523597,321695838"
2017-05-27,"12495974,518956924"
2017-05-28,"12472000,646346278"
2017-05-29,"12389965,258659463"
2017-05-30,"12367706,180767946"
2017-05-31,"12412931,993869048"
2017-06-01,"12316449,430398356"
2017-06-02,"12019093,681357965"
2017-06-03,"12013515,780139118"
2017-06-04,"11995371,06174935"
2017-06-05,"12054585,803500382"
2017-06-06,"11991562,307714844"
2017-06-07,"12023993,690843455"
2017-06-08,"11966657,532021869"
2017-06-09,"11897991,397446323"
2017-06-10,"11878040,11540337"
2017-06-11,"11793580,751515802"
2017-06-12,"11748063,02305521"
2017-06-13,"11787960,985457927"
2017-06-14,"11960754,595907912"
2017-06-15,"11961686,647688154"
2017-06-16,"11906048,301089622"
2017-06-17,"11918056,111668754"
2017-06-18,"11936996,641786594"
2017-06-19,"12003501,473319918"
2017-06-20,"12073947,140653152"
2017-06-21,"11995096,44206627"
2017-06-22,"11852023,639959896"
2017-06-23,"11576755,585091561"
2017-06-24,"11490254,770964198"
2017-06-25,"11418630,167524638"
2017-06-26,"11519361,480792971"
2017-06-27,"11479932,507307483"
2017-06-28,"11448514,44024585"
2017-06-29,"11436299,594376098"
2017-06-30,"11381580,117551824"
2017-07-01,"11378283,099256886"
2017-07-02,"11312555,42033618"
2017-07-03,"11414138,588673731"
2017-07-04,"11430301,5658577"
2017-07-05,"11436343,598332152"
2017-07-06,"11428409,028761934"
2017-07-07,"11350849,74298744"
2017-07-08,"11332344,559475394"
2017-07-09,"11288226,553578543"
2017-07-10,"11328524,584870446"
2017-07-11,"11426162,466286652"
2017-07-12,"11422954,908900116"
2017-07-13,"11515547,446488349"
2017-07-14,"11437536,51851746"
2017-07-15,"11533614,362651281"
2017-07-16,"11779905,790838236"
2017-07-17,"11677405,397858765"
2017-07-18,"11631912,094883334"
2017-07-19,"11618218,683337051"
2017-07-20,"11760275,822914345"
2017-07-21,"11813661,522881586"
2017-07-22,"11790812,41597023"
2017-07-23,"11743509,647746628"
2017-07-24,"11768463,138847157"
2017-07-25,"11720273,266631251"
2017-07-26,"11623809,99181949"
2017-07-27,"11626957,247441256"
2017-07-28,"11473174,180891316"
2017-07-29,"11465572,32776371"
2017-07-30,"11472141,285213893"
2017-07-31,"11406030,398420539"
2017-08-01,"11357674,4453651"
2017-08-02,"11364994,5415818"
2017-08-03,"11259242,068575397"
2017-08-04,"11206074,849705499"
2017-08-05,"11166632,929749915"
2017-08-06,"11084836,560488112"
2017-08-07,"11019105,424064998"
2017-08-08,"10929015,260687321"
2017-08-09,"10874402,830095578"
2017-08-10,"10829885,631718244"
2017-08-11,"10817259,389593221"
2017-08-12,"10778881,519450398"
2017-08-13,"10763022,768653605"
2017-08-14,"10710189,800978726"
2017-08-15,"10636062,45742789"
2017-08-16,"10306044,1903866"
2017-08-17,"10231879,353659937"
2017-08-18,"10176947,447628794"
2017-08-19,"10200472,697876759"
2017-08-20,"10175753,139791876"
2017-08-21,"10262495,969057405"
2017-08-22,"10275187,43781313"
2017-08-23,"10241278,16805589"
2017-08-24,"10188863,04019514"
2017-08-25,"10188199,558940113"
2017-08-26,"10171279,687607743"
2017-08-27,"10126217,333495976"
2017-08-28,"10166770,810961632"
2017-08-29,"10198424,806174472"
2017-08-30,"10158984,528688287"
2017-08-31,"10020797,904915696"
2017-09-01,"10039431,533613812"
2017-09-02,"10032307,856066031"
2017-09-03,"10063063,389485076"
2017-09-04,"10188883,63574996"
2017-09-05,"10199939,451790929"
2017-09-06,"10168268,298108516"
2017-09-07,"10167792,403120736"
2017-09-08,"10151245,186664509"
2017-09-09,"9676209,929024035"
2017-09-10,"9702101,449733822"
2017-09-11,"9675113,992394678"
2017-09-12,"9648410,927615708"
2017-09-13,"9675426,610170648"
2017-09-14,"9697843,579595717"
2017-09-15,"9727903,973965138"
2017-09-16,"9598471,738408934"
2017-09-17,"9591707,132623283"
2017-09-18,"9558901,494154153"
2017-09-19,"9560037,26922083"
2017-09-20,"9523761,800043933"
2017-09-21,"9485126,807516063"
2017-09-22,"9463366,82516982"
2017-09-23,"9439755,106032679"
2017-09-24,"9399154,721618656"
2017-09-25,"9441169,696921663"
2017-09-26,"9423815,16197574"
2017-09-27,"9429362,760750035"
2017-09-28,"9449859,486192582"
2017-09-29,"9437075,828345502"
2017-09-30,"9386528,545439638"
2017-10-01,"9398751,704249322"
2017-10-02,"9415138,76816872"
2017-10-03,"9426743,173028877"
2017-10-04,"9419018,666674085"
2017-10-05,"9369821,380767139"
2017-10-06,"9357413,453498546"
2017-10-07,"9333440,280185226"
2017-10-08,"9332045,870378114"
2017-10-09,"9215425,910884332"
2017-10-10,"9189576,34342248"
2017-10-11,"9175002,398401784"
2017-10-12,"9124515,689166363"
2017-10-13,"9129362,733829075"
2017-10-14,"9094923,403219802"
2017-10-15,"9105271,562562801"
2017-10-16,"9078382,640306253"
2017-10-17,"9058819,1205243"
2017-10-18,"9049462,746410612"
2017-10-19,"8993581,056824692"
2017-10-20,"8981460,14059633"
2017-10-21,"8954776,349675203"
2017-10-22,"8954050,220304899"
2017-10-23,"8915546,372095244"
2017-10-24,"8983333,412279498"
2017-10-25,"8990925,808252493"
2017-10-26,"8979762,026915735"
2017-10-27,"8971327,661753725"
2017-10-28,"8941838,901479313"
2017-10-29,"8930193,873729514"
2017-10-30,"8907075,285437731"
2017-10-31,"8865545,409489969"
2017-11-01,"8838073,712947523"
2017-11-02,"8838703,399345899"
2017-11-03,"8836104,104416607"
2017-11-04,"8812421,262372587"
