Date,indicators/realized_loss
2010-07-17,"0,0"
2010-07-18,"8,59999999999667e-06"
2010-07-19,"14,7134826"
2010-07-20,"45,38033855"
2010-07-21,"85,2834193666666"
2010-07-22,"474,299651124637"
2010-07-23,"74,4124121166666"
2010-07-24,"76,7369634463767"
2010-07-25,"73,244382031884"
2010-07-26,"184,021552983334"
2010-07-27,"45,8538124444445"
2010-07-28,"78,3879140507247"
2010-07-29,"35,1285209722222"
2010-07-30,"17,7856590333334"
2010-07-31,"33,3826545444444"
2010-08-01,"47,1955244833333"
2010-08-02,"31,2292266"
2010-08-03,"75,1834289222223"
2010-08-04,"24,6818456333333"
2010-08-05,"47,999498488889"
2010-08-06,"11,3274717166667"
2010-08-07,"25,7237722833333"
2010-08-08,"8,92676881666667"
2010-08-09,"72,2388680538462"
2010-08-10,"19,594049475"
2010-08-11,"35,6986383619046"
2010-08-12,"48,2015736333334"
2010-08-13,"27,91199938"
2010-08-14,"10,4740571666667"
2010-08-15,"9,80277633333332"
2010-08-16,"68,9046131200003"
2010-08-17,"53,8928805333333"
2010-08-18,"15,4865781333333"
2010-08-19,"16,3258205"
2010-08-20,"39,3179478"
2010-08-21,"47,5427834333334"
2010-08-22,"13,8753178"
2010-08-23,"7,72156126666668"
2010-08-24,"14,5410171333334"
2010-08-25,"4,22841395000001"
2010-08-26,"7,79461485000002"
2010-08-27,"18,6422482333333"
2010-08-28,"5,14836044979"
2010-08-29,"33,6641574"
2010-08-30,"35,0279082035934"
2010-08-31,"58,02381969951"
2010-09-01,"88,011910244948"
2010-09-02,"47,8942012833333"
2010-09-03,"49,5388854166666"
2010-09-04,"36,4150371"
2010-09-05,"17,01598105"
2010-09-06,"74,1016122666666"
2010-09-07,"46,6292051666666"
2010-09-08,"9,94328968267336"
2010-09-09,"30,7606810333333"
2010-09-10,"11,994606148"
2010-09-11,"28,4388082666667"
2010-09-12,"15,7430041833934"
2010-09-13,"17,1602308667367"
2010-09-14,"16,1886316666667"
2010-09-15,"39,2847263"
2010-09-16,"18,8248383166666"
2010-09-17,"30,0065834833332"
2010-09-18,"53,4257759"
2010-09-19,"13,16125925"
2010-09-20,"29,8313952"
2010-09-21,"3,98600678333333"
2010-09-22,"12,7583918"
2010-09-23,"28,4803375633333"
2010-09-24,"4,83640426666665"
2010-09-25,"6,2080956"
2010-09-26,"6,10209962222221"
2010-09-27,"6,91064717777779"
2010-09-28,"9,41501782234121"
2010-09-29,"23,6073414333334"
2010-09-30,"25,5983917500001"
2010-10-01,"26,6123184666667"
2010-10-02,"101,901585070931"
2010-10-03,"17,9378744503095"
2010-10-04,"102,380296200446"
2010-10-05,"49,205444509524"
2010-10-06,"2,9284141666747"
2010-10-07,"1,32447119999998"
2010-10-08,"67,5740516333333"
2010-10-09,"249,457744412121"
2010-10-10,"164,2664089"
2010-10-11,"137,816807633333"
2010-10-12,"72,4656967721897"
2010-10-13,"24,3281575870968"
2010-10-14,"89,5260225"
2010-10-15,"38,6981826363636"
2010-10-16,"149,807504955556"
2010-10-17,"6,9442034"
2010-10-18,"43,7842486"
2010-10-19,"78,5422799999998"
2010-10-20,"63,0592955555555"
2010-10-21,"45,0334644722222"
2010-10-22,"17,0526100000001"
2010-10-23,"13,70451555"
2010-10-24,"441,303872816667"
2010-10-25,"212,7440332"
2010-10-26,"282,68115"
2010-10-27,"48,2865796666666"
2010-10-28,"34,8589251333335"
2010-10-29,"71,1898060714286"
2010-10-30,"8,53474963333328"
2010-10-31,"17,5669285"
2010-11-01,"41,3645556"
2010-11-02,"53,8308656666668"
2010-11-03,"207,293357033333"
2010-11-04,"28,1336093333333"
2010-11-05,"13,7145815"
2010-11-06,"14,947879"
2010-11-07,"822,239452515942"
2010-11-08,"2565,65400520268"
2010-11-09,"785,872723266667"
2010-11-10,"2090,16821365843"
2010-11-11,"250,9581135"
2010-11-12,"197,007951833333"
2010-11-13,"71,7250033333333"
2010-11-14,"158,993514475"
2010-11-15,"167,524238866667"
2010-11-16,"499,578342066666"
2010-11-17,"586,184344366666"
2010-11-18,"149,096081416667"
2010-11-19,"35,4703015250001"
2010-11-20,"267,116840184849"
2010-11-21,"21,3928946030302"
2010-11-22,"78,7598488000002"
2010-11-23,"543,3530269"
2010-11-24,"32,7668411166668"
2010-11-25,"259,004136704554"
2010-11-26,"3080,35629255277"
2010-11-27,"4,53963463333325"
2010-11-28,"202,95271910328"
2010-11-29,"496,607532028648"
2010-11-30,"2386,19246479372"
2010-12-01,"1451,69627364276"
2010-12-02,"356,669745454762"
2010-12-03,"329,77823315727"
2010-12-04,"1046,10776302622"
2010-12-05,"372,273937566453"
2010-12-06,"5791,30780773357"
2010-12-07,"979,444158250159"
2010-12-08,"159,089593056155"
2010-12-09,"756,742396778861"
2010-12-10,"386,670149955797"
2010-12-11,"1051,31552196728"
2010-12-12,"233,935361877911"
2010-12-13,"927,477690087012"
2010-12-14,"134,644772433333"
2010-12-15,"87,88375841905"
2010-12-16,"82,8880402"
2010-12-17,"63,8460239786881"
2010-12-18,"94,9378218000001"
2010-12-19,"296,398012650001"
2010-12-20,"36,4072495"
2010-12-21,"72,8637754018835"
2010-12-22,"119,969675469697"
2010-12-23,"12,373945435"
2010-12-24,"204,518109891175"
2010-12-25,"18,7470085693733"
2010-12-26,"13,871790725"
2010-12-27,"661,362136564518"
2010-12-28,"20,0505726333334"
2010-12-29,"28,1368370666667"
2010-12-30,"25,9694779999999"
2010-12-31,"21,367564"
2011-01-01,"15,888017390124"
2011-01-02,"43,8434970999998"
2011-01-03,"50,917348476471"
2011-01-04,"23,8247815370516"
2011-01-05,"9,49978591237753"
2011-01-06,"32,191305439884"
2011-01-07,"9,26316536666666"
2011-01-08,"24,2248780000001"
2011-01-09,"0,0524654999999877"
2011-01-10,"9,97285941999998"
2011-01-11,"177,922519"
2011-01-12,"105,17518575"
2011-01-13,"612,335638763332"
2011-01-14,"101,764185679334"
2011-01-15,"77,0093444044413"
2011-01-16,"55,6698448833334"
2011-01-17,"204,001894782358"
2011-01-18,"2405,42392949255"
2011-01-19,"507,351261849359"
2011-01-20,"128,338018394444"
2011-01-21,"124,590623982677"
2011-01-22,"89,399604530952"
2011-01-23,"56,54089473"
2011-01-24,"418,781179887551"
2011-01-25,"58,2636594081437"
2011-01-26,"132,325075294762"
2011-01-27,"937,758787438573"
2011-01-28,"31,1268336000002"
2011-01-29,"35,1059171"
2011-01-30,"37,2228359333334"
2011-01-31,"146,044860866669"
2011-02-01,"673,135254133333"
2011-02-02,"431,1085027"
2011-02-03,"654,632166098333"
2011-02-04,"316,758437085"
2011-02-05,"242,140585290939"
2011-02-06,"233,983858775914"
2011-02-07,"330,218479059405"
2011-02-08,"180,502610528382"
2011-02-09,"338,934540137754"
2011-02-10,"3008,87776289076"
2011-02-11,"1503,21290546096"
2011-02-12,"765,588796438096"
2011-02-13,"337,4724428"
2011-02-14,"335,11167345"
2011-02-15,"335,76466847307"
2011-02-16,"284,898285254244"
2011-02-17,"149,949833951411"
2011-02-18,"2411,26864285605"
2011-02-19,"1432,25014057076"
2011-02-20,"2918,00673950111"
2011-02-21,"1582,47346328333"
2011-02-22,"2737,10932282667"
2011-02-23,"1254,619321475"
2011-02-24,"2120,52676272859"
2011-02-25,"1090,4979377152"
2011-02-26,"1192,15028131128"
2011-02-27,"1957,36801225145"
2011-02-28,"1925,63857342954"
2011-03-01,"5092,07355950826"
2011-03-02,"7223,18259323171"
2011-03-03,"1079,0745584522"
2011-03-04,"2410,69117492873"
2011-03-05,"843,943847769311"
2011-03-06,"6393,69511177951"
2011-03-07,"3883,88700855794"
2011-03-08,"1225,44432410864"
2011-03-09,"1305,76574515805"
2011-03-10,"1547,14608692993"
2011-03-11,"1248,16493198564"
2011-03-12,"543,163379360541"
2011-03-13,"935,353248957725"
2011-03-14,"3255,6932488272"
2011-03-15,"991,111873886351"
2011-03-16,"1200,78540595569"
2011-03-17,"2190,90592799526"
2011-03-18,"3087,83915916096"
2011-03-19,"1994,06872680871"
2011-03-20,"1807,34428165466"
2011-03-21,"1686,3864405394"
2011-03-22,"3939,23740506279"
2011-03-23,"884,998452899183"
2011-03-24,"1122,67499494135"
2011-03-25,"654,853325475792"
2011-03-26,"2506,61594262756"
2011-03-27,"2437,16701646012"
2011-03-28,"1928,75126802899"
2011-03-29,"1609,31788305226"
2011-03-30,"2295,29850007632"
2011-03-31,"1612,93785326698"
2011-04-01,"866,36107440289"
2011-04-02,"2188,55479611982"
2011-04-03,"835,447131180141"
2011-04-04,"5347,09950567567"
2011-04-05,"4668,53478961479"
2011-04-06,"2154,74097891448"
2011-04-07,"1220,33799390165"
2011-04-08,"2687,70431723898"
2011-04-09,"1032,57743211167"
2011-04-10,"1447,69999142048"
2011-04-11,"785,957390656785"
2011-04-12,"987,564246201187"
2011-04-13,"631,863882838371"
2011-04-14,"524,912623365138"
2011-04-15,"646,422161553252"
2011-04-16,"1740,85918095737"
2011-04-17,"2375,28972345388"
2011-04-18,"431,59210774741"
2011-04-19,"5487,11370477373"
2011-04-20,"1008,72702551067"
2011-04-21,"926,709281743403"
2011-04-22,"245,212294365476"
