Date,market/price_realized_usd
2009-01-03,"0,04951"
2009-01-09,"0,04951"
2009-01-10,"0,04951"
2009-01-11,"0,049510000000000116"
2009-01-12,"0,04951000000000015"
2009-01-13,"0,04951000000000021"
2009-01-14,"0,04951"
2009-01-15,"0,04951000000000031"
2009-01-16,"0,04951000000000027"
2009-01-17,"0,04951000000000023"
2009-01-18,"0,04951000000000021"
2009-01-19,"0,049510000000000186"
2009-01-20,"0,049510000000000165"
2009-01-21,"0,04951000000000016"
2009-01-22,"0,049510000000000144"
2009-01-23,"0,049510000000000276"
2009-01-24,"0,04951000000000012"
2009-01-25,"0,04950999999999914"
2009-01-26,"0,04950999999999878"
2009-01-27,"0,04950999999999844"
2009-01-28,"0,04950999999999806"
2009-01-29,"0,04950999999999773"
2009-01-30,"0,04950999999999734"
2009-01-31,"0,049509999999997015"
2009-02-01,"0,049509999999996765"
2009-02-02,"0,04950999999999655"
2009-02-03,"0,04950999999999631"
2009-02-04,"0,04950999999999606"
2009-02-05,"0,0495099999999959"
2009-02-06,"0,04950999999999568"
2009-02-07,"0,04950999999999615"
2009-02-08,"0,049509999999996626"
2009-02-09,"0,04950999999999708"
2009-02-10,"0,04950999999999748"
2009-02-11,"0,04950999999999787"
2009-02-12,"0,04950999999999803"
2009-02-13,"0,04950999999999856"
2009-02-14,"0,049509999999999076"
2009-02-15,"0,0495099999999991"
2009-02-16,"0,04950999999999957"
2009-02-17,"0,049509999999999575"
2009-02-18,"0,04951"
2009-02-19,"0,049510000000000005"
2009-02-20,"0,049510000000000394"
2009-02-21,"0,04951000000000039"
2009-02-22,"0,049510000000000755"
2009-02-23,"0,049510000000001116"
2009-02-24,"0,04951000000000109"
2009-02-25,"0,04951000000000143"
2009-02-26,"0,0495100000000014"
2009-02-27,"0,04951000000000172"
2009-02-28,"0,049510000000001685"
2009-03-01,"0,04951000000000199"
2009-03-02,"0,049510000000001955"
2009-03-03,"0,04951000000000225"
2009-03-04,"0,049510000000002205"
2009-03-05,"0,04951000000000248"
2009-03-06,"0,049510000000002434"
2009-03-07,"0,0495100000000027"
2009-03-08,"0,04951000000000265"
2009-03-09,"0,0495100000000029"
2009-03-10,"0,04951000000000285"
2009-03-11,"0,049510000000003086"
2009-03-12,"0,04951000000000304"
2009-03-13,"0,04951000000000326"
2009-03-14,"0,04951000000000322"
2009-03-15,"0,049510000000003426"
2009-03-16,"0,04951000000000337"
2009-03-17,"0,04951000000000358"
2009-03-18,"0,04951000000000352"
2009-03-19,"0,04951000000000372"
2009-03-20,"0,04951000000000391"
2009-03-21,"0,049510000000003884"
2009-03-22,"0,049510000000003836"
2009-03-23,"0,04951000000000401"
2009-03-24,"0,049510000000003954"
2009-03-25,"0,04951000000000414"
2009-03-26,"0,04951000000000431"
2009-03-27,"0,04951000000000426"
2009-03-28,"0,04951000000000442"
2009-03-29,"0,04951000000000436"
2009-03-30,"0,04951000000000452"
2009-03-31,"0,04951000000000447"
2009-04-01,"0,04951000000000463"
2009-04-02,"0,04951000000000457"
2009-04-03,"0,049510000000004724"
2009-04-04,"0,049510000000004675"
2009-04-05,"0,049510000000004814"
2009-04-06,"0,04951000000000476"
2009-04-07,"0,049510000000004904"
2009-04-08,"0,04951000000000486"
2009-04-09,"0,04951000000000501"
2009-04-10,"0,04951000000000495"
2009-04-11,"0,049510000000005085"
2009-04-12,"0,04951000000000503"
2009-04-13,"0,04951000000000516"
2009-04-14,"0,049510000000005286"
2009-04-15,"0,04951000000000523"
2009-04-16,"0,04951000000000535"
2009-04-17,"0,0495100000000053"
2009-04-18,"0,04951000000000542"
2009-04-19,"0,049510000000005355"
2009-04-20,"0,04951000000000548"
2009-04-21,"0,04951000000000542"
2009-04-22,"0,049510000000005536"
2009-04-23,"0,049510000000005494"
2009-04-24,"0,04951000000000561"
2009-04-25,"0,049510000000005557"
2009-04-26,"0,04951000000000567"
2009-04-27,"0,04951000000000562"
2009-04-28,"0,04951000000000572"
2009-04-29,"0,04951000000000583"
2009-04-30,"0,04951000000000577"
2009-05-01,"0,04951000000000587"
2009-05-02,"0,049510000000005806"
2009-05-03,"0,04951000000000592"
2009-05-04,"0,04951000000000586"
2009-05-05,"0,049510000000005945"
2009-05-06,"0,049510000000006035"
2009-05-07,"0,04951000000000598"
2009-05-08,"0,04951000000000608"
2009-05-09,"0,04951000000000604"
2009-05-10,"0,04951000000000616"
2009-05-11,"0,049510000000006105"
2009-05-12,"0,04951000000000618"
2009-05-13,"0,04951000000000614"
2009-05-14,"0,049510000000006216"
2009-05-15,"0,04951000000000615"
2009-05-16,"0,04951000000000624"
2009-05-17,"0,04951000000000633"
2009-05-18,"0,04951000000000628"
2009-05-19,"0,049510000000006375"
2009-05-20,"0,04951000000000632"
2009-05-21,"0,049510000000006424"
2009-05-22,"0,049510000000006396"
2009-05-23,"0,04951000000000638"
2009-05-24,"0,04951000000000634"
2009-05-25,"0,049510000000006424"
2009-05-26,"0,0495100000000065"
2009-05-27,"0,04951000000000645"
2009-05-28,"0,04951000000000654"
2009-05-29,"0,04951000000000649"
2009-05-30,"0,049510000000006577"
2009-05-31,"0,04951000000000654"
2009-06-01,"0,04951000000000651"
2009-06-02,"0,04951000000000659"
2009-06-03,"0,049510000000006556"
2009-06-04,"0,049510000000006535"
2009-06-05,"0,049510000000006646"
2009-06-06,"0,04951000000000663"
2009-06-07,"0,049510000000006625"
2009-06-08,"0,04951000000000659"
2009-06-09,"0,049510000000006674"
2009-06-10,"0,04951000000000664"
2009-06-11,"0,04951000000000661"
2009-06-12,"0,049510000000006694"
2009-06-13,"0,04951000000000666"
2009-06-14,"0,04951000000000663"
2009-06-15,"0,049510000000006715"
2009-06-16,"0,04951000000000669"
2009-06-17,"0,04951000000000677"
2009-06-18,"0,04951000000000674"
2009-06-19,"0,04951000000000671"
2009-06-20,"0,04951000000000679"
2009-06-21,"0,049510000000006764"
2009-06-22,"0,049510000000006736"
2009-06-23,"0,04951000000000682"
2009-06-24,"0,049510000000006785"
2009-06-25,"0,04951000000000686"
2009-06-26,"0,049510000000006826"
2009-06-27,"0,0495100000000068"
2009-06-28,"0,049510000000006896"
2009-06-29,"0,049510000000006854"
2009-06-30,"0,049510000000006826"
2009-07-01,"0,04951000000000691"
2009-07-02,"0,04951000000000688"
2009-07-03,"0,04951000000000685"
2009-07-04,"0,04951000000000692"
2009-07-05,"0,04951000000000689"
2009-07-06,"0,04951000000000697"
2009-07-07,"0,04951000000000694"
2009-07-08,"0,04951000000000692"
2009-07-09,"0,04951000000000699"
2009-07-10,"0,049510000000006965"
2009-07-11,"0,04951000000000693"
2009-07-12,"0,04951000000000701"
2009-07-13,"0,04951000000000698"
2009-07-14,"0,04951000000000706"
2009-07-15,"0,04951000000000704"
2009-07-16,"0,049510000000007014"
2009-07-17,"0,049510000000007"
2009-07-18,"0,049510000000007"
2009-07-19,"0,04951000000000707"
2009-07-20,"0,04951000000000705"
2009-07-21,"0,049510000000007014"
2009-07-22,"0,0495100000000071"
2009-07-23,"0,04951000000000707"
2009-07-24,"0,04951000000000705"
2009-07-25,"0,049510000000007034"
2009-07-26,"0,049510000000007125"
2009-07-27,"0,0495100000000071"
2009-07-28,"0,04951000000000709"
2009-07-29,"0,04951000000000708"
2009-07-30,"0,049510000000007076"
2009-07-31,"0,04951000000000706"
2009-08-01,"0,04951000000000706"
2009-08-02,"0,049510000000007146"
2009-08-03,"0,04951000000000714"
2009-08-04,"0,04951000000000712"
2009-08-05,"0,04951000000000708"
2009-08-06,"0,049510000000007146"
2009-08-07,"0,04951000000000712"
2009-08-08,"0,049510000000007194"
2009-08-09,"0,04951000000000715"
2009-08-10,"0,04951000000000713"
2009-08-11,"0,0495100000000072"
2009-08-12,"0,04951000000000718"
2009-08-13,"0,04951000000000715"
2009-08-14,"0,04951000000000722"
2009-08-15,"0,04951000000000722"
2009-08-16,"0,04951000000000721"
2009-08-17,"0,0495100000000072"
2009-08-18,"0,0495100000000072"
2009-08-19,"0,049510000000007194"
2009-08-20,"0,04951000000000719"
2009-08-21,"0,04951000000000718"
2009-08-22,"0,04951000000000718"
2009-08-23,"0,04951000000000718"
2009-08-24,"0,04951000000000717"
2009-08-25,"0,04951000000000724"
2009-08-26,"0,04951000000000723"
2009-08-27,"0,04951000000000722"
2009-08-28,"0,0495100000000072"
2009-08-29,"0,04951000000000726"
2009-08-30,"0,04951000000000723"
2009-08-31,"0,04951000000000729"
2009-09-01,"0,049510000000007263"
2009-09-02,"0,04951000000000724"
2009-09-03,"0,04951000000000732"
2009-09-04,"0,0495100000000073"
2009-09-05,"0,04951000000000727"
