Date,market/price_realized_usd
2009-09-06,"0,04951000000000733"
2009-09-07,"0,04951000000000731"
2009-09-08,"0,04951000000000729"
2009-09-09,"0,04951000000000728"
2009-09-10,"0,04951000000000734"
2009-09-11,"0,04951000000000732"
2009-09-12,"0,04951000000000729"
2009-09-13,"0,049510000000007354"
2009-09-14,"0,04951000000000734"
2009-09-15,"0,04951000000000732"
2009-09-16,"0,04951000000000739"
2009-09-17,"0,049510000000007354"
2009-09-18,"0,04951000000000733"
2009-09-19,"0,049510000000007395"
2009-09-20,"0,04951000000000737"
2009-09-21,"0,04951000000000735"
2009-09-22,"0,04951000000000742"
2009-09-23,"0,049510000000007416"
2009-09-24,"0,04951000000000739"
2009-09-25,"0,049510000000007444"
2009-09-26,"0,04951000000000741"
2009-09-27,"0,04951000000000738"
2009-09-28,"0,04951000000000744"
2009-09-29,"0,04951000000000741"
2009-09-30,"0,04951000000000747"
2009-10-01,"0,049510000000007444"
2009-10-02,"0,04951000000000742"
2009-10-03,"0,049510000000007486"
2009-10-04,"0,049510000000007465"
2009-10-05,"0,04951000000000745"
2009-10-06,"0,04951000000000744"
2009-10-07,"0,049510000000007506"
2009-10-08,"0,049510000000007486"
2009-10-09,"0,04951000000000746"
2009-10-10,"0,04951000000000751"
2009-10-11,"0,04951000000000749"
2009-10-12,"0,04951000000000748"
2009-10-13,"0,04951000000000754"
2009-10-14,"0,04951000000000752"
2009-10-15,"0,0495100000000075"
2009-10-16,"0,04951000000000748"
2009-10-17,"0,04951000000000754"
2009-10-18,"0,04951000000000752"
2009-10-19,"0,04951000000000756"
2009-10-20,"0,049510000000007534"
2009-10-21,"0,04951000000000751"
2009-10-22,"0,04951000000000757"
2009-10-23,"0,04951000000000754"
2009-10-24,"0,0495100000000076"
2009-10-25,"0,049510000000007576"
2009-10-26,"0,049510000000007555"
2009-10-27,"0,04951000000000761"
2009-10-28,"0,0495100000000076"
2009-10-29,"0,04951000000000758"
2009-10-30,"0,04951000000000756"
2009-10-31,"0,049510000000007624"
2009-11-01,"0,04951000000000762"
2009-11-02,"0,04951000000000761"
2009-11-03,"0,04951000000000759"
2009-11-04,"0,04951000000000757"
2009-11-05,"0,04951000000000763"
2009-11-06,"0,04951000000000761"
2009-11-07,"0,0495100000000076"
2009-11-08,"0,04951000000000765"
2009-11-09,"0,049510000000007624"
2009-11-10,"0,04951000000000761"
2009-11-11,"0,049510000000007666"
2009-11-12,"0,04951000000000765"
2009-11-13,"0,049510000000007624"
2009-11-14,"0,04951000000000767"
2009-11-15,"0,049510000000007645"
2009-11-16,"0,049510000000007694"
2009-11-17,"0,049510000000007666"
2009-11-18,"0,04951000000000765"
2009-11-19,"0,049510000000007694"
2009-11-20,"0,04951000000000768"
2009-11-21,"0,04951000000000765"
2009-11-22,"0,0495100000000077"
2009-11-23,"0,04951000000000767"
2009-11-24,"0,04951000000000772"
2009-11-25,"0,049510000000007694"
2009-11-26,"0,04951000000000774"
2009-11-27,"0,049510000000007715"
2009-11-28,"0,0495100000000077"
2009-11-29,"0,049510000000007756"
2009-11-30,"0,049510000000007735"
2009-12-01,"0,04951000000000771"
2009-12-02,"0,049510000000007756"
2009-12-03,"0,04951000000000773"
2009-12-04,"0,04951000000000772"
2009-12-05,"0,04951000000000778"
2009-12-06,"0,04951000000000775"
2009-12-07,"0,04951000000000779"
2009-12-08,"0,04951000000000776"
2009-12-09,"0,04951000000000774"
2009-12-10,"0,04951000000000778"
2009-12-11,"0,04951000000000775"
2009-12-12,"0,049510000000007784"
2009-12-13,"0,04951000000000782"
2009-12-14,"0,0495100000000078"
2009-12-15,"0,04951000000000783"
2009-12-16,"0,0495100000000078"
2009-12-17,"0,04951000000000782"
2009-12-18,"0,04951000000000783"
2009-12-19,"0,049510000000007846"
2009-12-20,"0,04951000000000787"
2009-12-21,"0,04951000000000788"
2009-12-22,"0,049510000000007846"
2009-12-23,"0,04951000000000787"
2009-12-24,"0,049510000000007895"
2009-12-25,"0,04951000000000785"
2009-12-26,"0,049510000000007874"
2009-12-27,"0,0495100000000079"
2009-12-28,"0,04951000000000792"
2009-12-29,"0,04951000000000789"
2009-12-30,"0,04951000000000791"
2009-12-31,"0,049510000000007943"
2010-01-01,"0,049510000000007916"
2010-01-02,"0,04951000000000794"
2010-01-03,"0,04951000000000795"
2010-01-04,"0,04951000000000797"
2010-01-05,"0,049510000000007985"
2010-01-06,"0,04951000000000795"
2010-01-07,"0,04951000000000797"
2010-01-08,"0,04951000000000799"
2010-01-09,"0,04951000000000796"
2010-01-10,"0,04951000000000797"
2010-01-11,"0,04951000000000799"
2010-01-12,"0,04951000000000801"
2010-01-13,"0,049510000000008034"
2010-01-14,"0,049510000000008"
2010-01-15,"0,04951000000000803"
2010-01-16,"0,049510000000008"
2010-01-17,"0,04951000000000802"
2010-01-18,"0,04951000000000805"
2010-01-19,"0,04951000000000802"
2010-01-20,"0,04951000000000805"
2010-01-21,"0,04951000000000806"
2010-01-22,"0,049510000000008034"
2010-01-23,"0,049510000000008055"
2010-01-24,"0,049510000000008075"
2010-01-25,"0,04951000000000808"
2010-01-26,"0,04951000000000809"
2010-01-27,"0,04951000000000811"
2010-01-28,"0,04951000000000807"
2010-01-29,"0,04951000000000808"
2010-01-30,"0,04951000000000809"
2010-01-31,"0,04951000000000811"
2010-02-01,"0,049510000000008124"
2010-02-02,"0,049510000000008145"
2010-02-03,"0,04951000000000814"
2010-02-04,"0,049510000000008145"
2010-02-05,"0,049510000000008145"
2010-02-06,"0,04951000000000816"
2010-02-07,"0,049510000000008166"
2010-02-08,"0,04951000000000818"
2010-02-09,"0,04951000000000818"
2010-02-10,"0,04951000000000819"
2010-02-11,"0,049510000000008166"
2010-02-12,"0,04951000000000817"
2010-02-13,"0,04951000000000817"
2010-02-14,"0,049510000000008186"
2010-02-15,"0,049510000000008395"
2010-02-16,"0,04951000000000835"
2010-02-17,"0,049510000000008304"
2010-02-18,"0,04951000000000827"
2010-02-19,"0,04951000000000823"
2010-02-20,"0,049510000000008186"
2010-02-21,"0,049510000000008145"
2010-02-22,"0,049510000000008096"
2010-02-23,"0,04951000000000805"
2010-02-24,"0,049510000000008485"
2010-02-25,"0,04951000000000845"
2010-02-26,"0,049510000000008415"
2010-02-27,"0,04951000000000839"
2010-02-28,"0,04951000000000835"
2010-03-01,"0,04951000000000832"
2010-03-02,"0,049510000000008283"
2010-03-03,"0,049510000000008256"
2010-03-04,"0,049510000000008214"
2010-03-05,"0,04951000000000818"
2010-03-06,"0,04951000000000815"
2010-03-07,"0,04951000000000812"
2010-03-08,"0,049510000000008096"
2010-03-09,"0,04951000000000852"
2010-03-10,"0,049510000000008485"
2010-03-11,"0,049510000000008464"
2010-03-12,"0,04951000000000844"
2010-03-13,"0,04951000000000841"
2010-03-14,"0,04951000000000839"
2010-03-15,"0,04951000000000836"
2010-03-16,"0,04951000000000834"
2010-03-17,"0,04951000000000831"
2010-03-18,"0,04951000000000829"
2010-03-19,"0,04951000000000826"
2010-03-20,"0,04951000000000823"
2010-03-21,"0,04951000000000819"
2010-03-22,"0,049510000000008166"
2010-03-23,"0,049510000000008554"
2010-03-24,"0,049510000000008526"
2010-03-25,"0,04951000000000849"
2010-03-26,"0,04951000000000845"
2010-03-27,"0,04951000000000842"
2010-03-28,"0,049510000000008395"
2010-03-29,"0,04951000000000835"
2010-03-30,"0,04951000000000832"
2010-03-31,"0,049510000000008283"
2010-04-01,"0,04951000000000825"
2010-04-02,"0,04951000000000822"
2010-04-03,"0,0495100000000082"
2010-04-04,"0,04951000000000858"
2010-04-05,"0,049510000000008554"
2010-04-06,"0,049510000000008526"
2010-04-07,"0,04951000000000849"
2010-04-08,"0,049510000000008464"
2010-04-09,"0,04951000000000843"
2010-04-10,"0,04951000000000838"
2010-04-11,"0,049510000000008346"
2010-04-12,"0,04951000000000832"
2010-04-13,"0,049510000000008283"
2010-04-14,"0,049510000000008256"
2010-04-15,"0,04951000000000861"
2010-04-16,"0,049510000000008575"
2010-04-17,"0,04951000000000854"
2010-04-18,"0,0495100000000085"
2010-04-19,"0,049510000000008464"
2010-04-20,"0,04951000000000843"
2010-04-21,"0,049510000000008395"
2010-04-22,"0,04951000000000837"
2010-04-23,"0,04951000000000834"
2010-04-24,"0,04951000000000832"
2010-04-25,"0,04951000000000829"
2010-04-26,"0,049510000000008644"
2010-04-27,"0,04951000000000862"
2010-04-28,"0,04951000000000859"
2010-04-29,"0,04951000000000857"
2010-04-30,"0,04951000000000853"
2010-05-01,"0,049510000000008506"
2010-05-02,"0,049510000000008485"
2010-05-03,"0,04951000000000846"
2010-05-04,"0,049510000000008436"
2010-05-05,"0,049510000000008415"
2010-05-06,"0,0495100000000084"
2010-05-07,"0,04951000000000837"
2010-05-08,"0,04951000000000835"
2010-05-09,"0,04951000000000833"
2010-05-10,"0,04951000000000867"
2010-05-11,"0,04951000000000865"
2010-05-12,"0,04951000000000863"
2010-05-13,"0,04951000000000862"
2010-05-14,"0,049510000000008596"
2010-05-15,"0,04951000000000858"
2010-05-16,"0,04951000000000857"
2010-05-17,"0,04951000000000855"
2010-05-18,"0,04951000000000852"
2010-05-19,"0,04951000000000849"
2010-05-20,"0,049510000000008464"
2010-05-21,"0,049510000000008436"
2010-05-22,"0,04951000000000841"
2010-05-23,"0,04951000000000838"
2010-05-24,"0,04951000000000869"
2010-05-25,"0,049510000000008665"
2010-05-26,"0,04951000000000863"
2010-05-27,"0,0495100000000086"
2010-05-28,"0,049510000000008575"
2010-05-29,"0,04951000000000855"
2010-05-30,"0,04951000000000852"
2010-05-31,"0,0495100000000085"
2010-06-01,"0,049510000000008485"
2010-06-02,"0,04951000000000846"
2010-06-03,"0,049510000000008436"
2010-06-04,"0,04951000000000842"
2010-06-05,"0,0495100000000084"
2010-06-06,"0,04951000000000872"
2010-06-07,"0,04951000000000869"
2010-06-08,"0,04951000000000867"
2010-06-09,"0,049510000000008644"
2010-06-10,"0,04951000000000862"
2010-06-11,"0,0495100000000086"
2010-06-12,"0,049510000000008575"
2010-06-13,"0,049510000000008554"
2010-06-14,"0,04951000000000853"
2010-06-15,"0,049510000000008506"
2010-06-16,"0,049510000000008485"
2010-06-17,"0,04951000000000847"
2010-06-18,"0,04951000000000844"
2010-06-19,"0,04951000000000843"
2010-06-20,"0,04951000000000872"
2010-06-21,"0,04951000000000871"
2010-06-22,"0,04951000000000868"
2010-06-23,"0,04951000000000865"
2010-06-24,"0,04951000000000864"
2010-06-25,"0,04951000000000861"
2010-06-26,"0,04951000000000859"
2010-06-27,"0,04951000000000857"
2010-06-28,"0,04951000000000854"
2010-06-29,"0,049510000000008526"
2010-06-30,"0,0495100000000085"
2010-07-01,"0,049510000000008464"
2010-07-02,"0,049510000000008755"
2010-07-03,"0,049510000000008735"
2010-07-04,"0,04951000000000871"
2010-07-05,"0,04951000000000868"
2010-07-06,"0,04951000000000866"
2010-07-07,"0,04951000000000864"
2010-07-08,"0,049510000000008623"
2010-07-09,"0,04951000000000859"
2010-07-10,"0,04951000000000857"
2010-07-11,"0,04951000000000854"
2010-07-12,"0,04951000000000876"
2010-07-13,"0,04951000000000867"
2010-07-14,"0,049510000000008596"
2010-07-15,"0,04951000000000852"
2010-07-16,"0,04951000000000874"
2010-07-17,"0,04951000000000872"
2010-07-18,"0,049667297354315756"
2010-07-19,"0,05007036729341319"
2010-07-20,"0,05020880523907917"
2010-07-21,"0,050302171799278136"
2010-07-22,"0,0503216211257796"
2010-07-23,"0,05037324142480826"
2010-07-24,"0,050437813596207665"
2010-07-25,"0,05047154520285332"
2010-07-26,"0,05042372595740684"
2010-07-27,"0,05046781052341861"
2010-07-28,"0,05057404129935997"
2010-07-29,"0,05059332197248691"
2010-07-30,"0,05066610249175871"
2010-07-31,"0,05072114817010121"
2010-08-01,"0,05080441548480021"
2010-08-02,"0,050844523530371256"
2010-08-03,"0,05088310918354702"
2010-08-04,"0,05092218374551445"
2010-08-05,"0,05094994401087459"
2010-08-06,"0,0509912936496128"
2010-08-07,"0,051022953360769736"
2010-08-08,"0,05104948267186152"
2010-08-09,"0,05112775340985006"
2010-08-10,"0,05121055494105024"
2010-08-11,"0,051324085315509554"
2010-08-12,"0,05135909149021667"
2010-08-13,"0,05144007757211145"
2010-08-14,"0,05150120502961953"
2010-08-15,"0,051557940130163585"
2010-08-16,"0,051604340736823025"
2010-08-17,"0,0516330071573496"
2010-08-18,"0,051718209793334045"
2010-08-19,"0,05175037141961163"
2010-08-20,"0,05178662618308366"
2010-08-21,"0,05184098218909425"
2010-08-22,"0,0518877598281285"
2010-08-23,"0,05193071806266637"
2010-08-24,"0,05197688936853434"
2010-08-25,"0,052014072638262986"
2010-08-26,"0,05204812888876803"
2010-08-27,"0,05208256448722639"
2010-08-28,"0,052110502799261674"
2010-08-29,"0,05213250284989678"
2010-08-30,"0,052149483752292385"
2010-08-31,"0,05218254882903283"
2010-09-01,"0,05218194150313284"
2010-09-02,"0,052188408199622456"
2010-09-03,"0,0522082667696153"
2010-09-04,"0,052220706870987954"
2010-09-05,"0,05225653743426006"
2010-09-06,"0,05226339344954178"
2010-09-07,"0,05227886389131155"
2010-09-08,"0,052295368530594605"
2010-09-09,"0,05234194010308997"
2010-09-10,"0,05235709023794058"
2010-09-11,"0,052372859976507424"
2010-09-12,"0,05239852319941694"
2010-09-13,"0,052418900575034115"
2010-09-14,"0,05245338743503622"
2010-09-15,"0,05246801312152343"
2010-09-16,"0,05251598971692154"
2010-09-17,"0,05259839009019084"
2010-09-18,"0,05260864251512944"
2010-09-19,"0,05263510007275265"
2010-09-20,"0,05265838414531699"
2010-09-21,"0,05268498617483737"
2010-09-22,"0,052709579132665385"
2010-09-23,"0,05274531908125602"
2010-09-24,"0,052773977743532964"
2010-09-25,"0,05280117017889471"
2010-09-26,"0,05282532766705509"
2010-09-27,"0,05290061194230564"
2010-09-28,"0,05306755521077109"
2010-09-29,"0,053093106841994156"
2010-09-30,"0,053105914857923806"
2010-10-01,"0,05319033956423802"
2010-10-02,"0,05345786858088118"
2010-10-03,"0,05346513142252812"
2010-10-04,"0,053467740516528785"
2010-10-05,"0,05354812103653832"
2010-10-06,"0,0535826294502281"
2010-10-07,"0,05363744484149909"
2010-10-08,"0,05399888861525232"
2010-10-09,"0,054595047093880376"
2010-10-10,"0,05502760386927599"
2010-10-11,"0,055359083160511385"
2010-10-12,"0,055491728193880735"
2010-10-13,"0,05579142209422297"
2010-10-14,"0,05615840137816741"
2010-10-15,"0,056771888142859654"
2010-10-16,"0,05719258983034718"
2010-10-17,"0,05737285859156322"
2010-10-18,"0,05758082669434227"
2010-10-19,"0,05773068354489146"
2010-10-20,"0,057928170061028815"
2010-10-21,"0,05850303858140276"
2010-10-22,"0,058646702578355546"
2010-10-23,"0,058860080598601386"
2010-10-24,"0,05949593812834518"
2010-10-25,"0,059774381170159194"
2010-10-26,"0,06078410290000456"
2010-10-27,"0,06213337841478551"
2010-10-28,"0,06428965403398929"
2010-10-29,"0,064882357644649"
2010-10-30,"0,0655702969770397"
2010-10-31,"0,06645256992837907"
2010-11-01,"0,06686342506603973"
2010-11-02,"0,067544558542401"
2010-11-03,"0,06795104785699495"
2010-11-04,"0,07029197744406751"
2010-11-05,"0,07128900984863114"
2010-11-06,"0,07512536880316896"
2010-11-07,"0,0770062411537656"
2010-11-08,"0,08653340172899371"
2010-11-09,"0,08718690327913993"
2010-11-10,"0,08699071141289001"
2010-11-11,"0,08744618351977858"
2010-11-12,"0,08776104970590254"
2010-11-13,"0,08876061834909399"
2010-11-14,"0,08972301187655779"
2010-11-15,"0,09194816004853959"
2010-11-16,"0,09248597007273923"
2010-11-17,"0,09294834053167066"
2010-11-18,"0,09354508832362758"
2010-11-19,"0,094314572872039"
2010-11-20,"0,09505716319804329"
2010-11-21,"0,09544022384974653"
2010-11-22,"0,09587756232425895"
2010-11-23,"0,0964516422499984"
2010-11-24,"0,09708464909171485"
2010-11-25,"0,09796247577021855"
2010-11-26,"0,09806959851375259"
2010-11-27,"0,09856899478801621"
2010-11-28,"0,09893791999848332"
2010-11-29,"0,09930171303379809"
2010-11-30,"0,09930758273404458"
2010-12-01,"0,09926013114001664"
2010-12-02,"0,10019758955048226"
2010-12-03,"0,10052593384441558"
2010-12-04,"0,10090860741081258"
2010-12-05,"0,1012797095851069"
2010-12-06,"0,10147600177806507"
2010-12-07,"0,10183435752927104"
2010-12-08,"0,10219767299356747"
2010-12-09,"0,10242655633483631"
2010-12-10,"0,10261858260537766"
2010-12-11,"0,10282976719517786"
2010-12-12,"0,10303263745088447"
2010-12-13,"0,1034898410158185"
2010-12-14,"0,10374311926079954"
2010-12-15,"0,10446113620522578"
2010-12-16,"0,10479621290501562"
2010-12-17,"0,10509686048283888"
2010-12-18,"0,10551190088120233"
2010-12-19,"0,1058935421531709"
2010-12-20,"0,10668602273635003"
2010-12-21,"0,10816369784126519"
2010-12-22,"0,10840687326687926"
2010-12-23,"0,10869429047210254"
2010-12-24,"0,10889012918028125"
2010-12-25,"0,10927455091452422"
2010-12-26,"0,10958948364337982"
2010-12-27,"0,10982417879818117"
2010-12-28,"0,11026621419015613"
2010-12-29,"0,11174977324096565"
2010-12-30,"0,11226751749306599"
2010-12-31,"0,1126660320153877"
2011-01-01,"0,11306936935286854"
2011-01-02,"0,11373031628625509"
2011-01-03,"0,1142125738792081"
2011-01-04,"0,11451865289206832"
2011-01-05,"0,11492396654463854"
2011-01-06,"0,11526615101176918"
2011-01-07,"0,11580628002253582"
2011-01-08,"0,11643913506844038"
2011-01-09,"0,11694263229981562"
2011-01-10,"0,11832224634408814"
2011-01-11,"0,1204645309764031"
2011-01-12,"0,12091568996648619"
2011-01-13,"0,12320909761489565"
2011-01-14,"0,12430941245093462"
2011-01-15,"0,12505317931402324"
2011-01-16,"0,12636657854254968"
2011-01-17,"0,12739453045774635"
2011-01-18,"0,12785906105743813"
2011-01-19,"0,128928789889535"
2011-01-20,"0,12954943449986409"
2011-01-21,"0,13045756224392313"
2011-01-22,"0,13161054790708931"
2011-01-23,"0,1336369930204029"
2011-01-24,"0,1348900710777987"
2011-01-25,"0,13570504194612357"
2011-01-26,"0,1373740216267961"
2011-01-27,"0,15201240783007167"
2011-01-28,"0,15304698112807982"
2011-01-29,"0,15478281510030403"
2011-01-30,"0,15565572992697221"
2011-01-31,"0,15843394846909056"
2011-02-01,"0,1632769863917089"
2011-02-02,"0,16960695098758974"
2011-02-03,"0,17154305828233052"
2011-02-04,"0,17411656016894067"
2011-02-05,"0,17816011729970063"
2011-02-06,"0,18327668261866156"
2011-02-07,"0,1917007199110593"
2011-02-08,"0,19362437501440724"
2011-02-09,"0,19929290457164028"
2011-02-10,"0,2037966157177696"
2011-02-11,"0,20819469804672397"
2011-02-12,"0,21114462321509087"
2011-02-13,"0,21419889460671346"
2011-02-14,"0,2216134898052031"
2011-02-15,"0,22405440026981996"
2011-02-16,"0,22630484585114888"
2011-02-17,"0,22850354618981403"
2011-02-18,"0,23152932951531902"
2011-02-19,"0,2329536935089304"
2011-02-20,"0,23505755085630467"
2011-02-21,"0,23618411251189164"
2011-02-22,"0,23800349569192655"
2011-02-23,"0,23987052095874223"
