Date,indicators/puell_multiple
2012-08-20,"2,03473147590152"
2012-08-21,"2,13316020427458"
2012-08-22,"1,90039843373512"
2012-08-23,"2,01979195682501"
2012-08-24,"1,8387185780265"
2012-08-25,"1,77132710824531"
2012-08-26,"2,31862292743579"
2012-08-27,"1,98148642561265"
2012-08-28,"2,01848812484794"
2012-08-29,"2,22867373457352"
2012-08-30,"2,0254588554076"
2012-08-31,"1,76989830472812"
2012-09-01,"1,95362549199636"
2012-09-02,"1,98854657413053"
2012-09-03,"1,95372697763763"
2012-09-04,"1,91159845714892"
2012-09-05,"2,27386573267358"
2012-09-06,"2,23942580551355"
2012-09-07,"2,23703547377171"
2012-09-08,"1,9041248107745"
2012-09-09,"2,09127611073274"
2012-09-10,"1,97001847975728"
2012-09-11,"1,90415119374411"
2012-09-12,"2,05521997709149"
2012-09-13,"1,736051869532"
2012-09-14,"2,19191329748734"
2012-09-15,"1,96794606109423"
2012-09-16,"2,22176843280421"
2012-09-17,"2,31792013750525"
2012-09-18,"2,30797682851771"
2012-09-19,"2,006462215717"
2012-09-20,"2,18662100544987"
2012-09-21,"2,38465009032366"
2012-09-22,"2,18798979314037"
2012-09-23,"2,1588540656676"
2012-09-24,"2,09434610640055"
2012-09-25,"1,892796705637"
2012-09-26,"1,91154405447037"
2012-09-27,"2,21676590903615"
2012-09-28,"2,16857116661198"
2012-09-29,"2,31057807784953"
2012-09-30,"2,17244123626523"
2012-10-01,"1,78047814514761"
2012-10-02,"2,00457453137148"
2012-10-03,"1,8561796630265"
2012-10-04,"1,84025127061522"
2012-10-05,"1,88443865673633"
2012-10-06,"2,12725724751938"
2012-10-07,"1,62746362712395"
2012-10-08,"2,1766268459857"
2012-10-09,"1,82057987473667"
2012-10-10,"1,9112259771037"
2012-10-11,"1,76674005645867"
2012-10-12,"1,89782324385086"
2012-10-13,"1,86995396947761"
2012-10-14,"1,58724419379463"
2012-10-15,"2,07154635934834"
2012-10-16,"1,91478279723072"
2012-10-17,"1,74767644440235"
2012-10-18,"1,92510835179032"
2012-10-19,"1,63833496302548"
2012-10-20,"1,89355188334519"
2012-10-21,"1,91921862213647"
2012-10-22,"1,86183244531792"
2012-10-23,"1,54224111022045"
2012-10-24,"1,9052699275253"
2012-10-25,"1,60974473143116"
2012-10-26,"1,71793433979609"
2012-10-27,"1,79668527763871"
2012-10-28,"1,72427981041254"
2012-10-29,"1,66077066530742"
2012-10-30,"1,51101082104684"
2012-10-31,"1,55333631443667"
2012-11-01,"1,47868580044931"
2012-11-02,"1,4871254798431"
