Date,mining/marketcap_thermocap_ratio
2010-12-01,"6,583157613991818e-07"
2010-12-02,"7,134518718167671e-07"
2010-12-03,"7,470877339614966e-07"
2010-12-04,"7,246636824081374e-07"
2010-12-05,"6,261110468999665e-07"
2010-12-06,"5,726190111987869e-07"
2010-12-07,"5,857893778798271e-07"
2010-12-08,"6,718109101305969e-07"
2010-12-09,"6,127256618968523e-07"
2010-12-10,"5,593169804250577e-07"
2010-12-11,"6,229455422294032e-07"
2010-12-12,"6,00298244507025e-07"
2010-12-13,"6,199569214001948e-07"
2010-12-14,"6,351815457269926e-07"
2010-12-15,"6,843130711593447e-07"
2010-12-16,"6,674116656947809e-07"
2010-12-17,"6,840902099593675e-07"
2010-12-18,"6,841199117645069e-07"
2010-12-19,"6,753831696003839e-07"
2010-12-20,"6,960195536346129e-07"
2010-12-21,"6,893121156799882e-07"
2010-12-22,"6,646083923783184e-07"
2010-12-23,"6,654399650579845e-07"
2010-12-24,"6,647271260723421e-07"
2010-12-25,"6,601400677850254e-07"
2010-12-26,"6,742324913847533e-07"
2010-12-27,"6,711692385393625e-07"
2010-12-28,"6,994663259497186e-07"
2010-12-29,"7,51488781393312e-07"
2010-12-30,"7,516064725475105e-07"
2010-12-31,"7,551492751291466e-07"
2011-01-01,"7,581989792200276e-07"
2011-01-02,"7,467239551624589e-07"
2011-01-03,"7,321641191464512e-07"
2011-01-04,"7,346246415323906e-07"
2011-01-05,"7,353727493215677e-07"
2011-01-06,"7,272180899715649e-07"
2011-01-07,"7,680116168376356e-07"
2011-01-08,"7,686147077445909e-07"
2011-01-09,"7,811209540340468e-07"
2011-01-10,"7,872622482866561e-07"
2011-01-11,"7,787173968042318e-07"
2011-01-12,"7,751973382885338e-07"
2011-01-13,"8,70483764018753e-07"
2011-01-14,"8,766564464437475e-07"
2011-01-15,"9,071084230343593e-07"
2011-01-16,"9,058257430713046e-07"
2011-01-17,"8,71539868444728e-07"
2011-01-18,"7,769972426712144e-07"
2011-01-19,"7,029806408461133e-07"
2011-01-20,"7,563438172175131e-07"
2011-01-21,"8,59530289124959e-07"
2011-01-22,"9,262241459979464e-07"
2011-01-23,"9,598714243075206e-07"
2011-01-24,"8,870806663753533e-07"
2011-01-25,"8,978850363817017e-07"
2011-01-26,"8,749870586101386e-07"
2011-01-27,"8,816931747590914e-07"
2011-01-28,"9,068475318235376e-07"
2011-01-29,"9,181654555177388e-07"
2011-01-30,"9,502608025976112e-07"
2011-01-31,"1,0104586859668386e-06"
2011-02-01,"1,3594848225281645e-06"
2011-02-02,"1,4637913455542566e-06"
2011-02-03,"1,4232179498834638e-06"
2011-02-04,"1,4782099809221979e-06"
2011-02-05,"1,6898251397384693e-06"
2011-02-06,"1,699718195481523e-06"
2011-02-07,"1,6419983608029797e-06"
2011-02-08,"1,6411090359111812e-06"
2011-02-09,"1,6677008741405771e-06"
2011-02-10,"1,8557535805800366e-06"
2011-02-11,"1,7233917735484068e-06"
2011-02-12,"1,7975095261723985e-06"
2011-02-13,"1,7758639704660934e-06"
2011-02-14,"1,759930439363228e-06"
2011-02-15,"1,713844239457019e-06"
2011-02-16,"1,667932459860217e-06"
2011-02-17,"1,6450566932998548e-06"
2011-02-18,"1,5561627666578783e-06"
2011-02-19,"1,4369666612308574e-06"
2011-02-20,"1,312896568425823e-06"
2011-02-21,"1,2719463648501857e-06"
2011-02-22,"1,2591268624223943e-06"
2011-02-23,"1,3098751425481531e-06"
2011-02-24,"1,3394610833906838e-06"
2011-02-25,"1,3678032887483446e-06"
2011-02-26,"1,3032560037783609e-06"
2011-02-27,"1,2735471552166679e-06"
2011-02-28,"1,2014489128791129e-06"
2011-03-01,"1,231865220845204e-06"
2011-03-02,"1,2165082894466687e-06"
2011-03-03,"1,21659826474574e-06"
2011-03-04,"1,1767617586754439e-06"
2011-03-05,"1,1494521540392577e-06"
2011-03-06,"1,0553433186072677e-06"
2011-03-07,"1,0776351780290888e-06"
2011-03-08,"1,0686603452423498e-06"
2011-03-09,"1,040168933801955e-06"
2011-03-10,"1,0407358177213378e-06"
2011-03-11,"1,0710040031161824e-06"
2011-03-12,"1,067094210917829e-06"
2011-03-13,"1,0706538582937378e-06"
2011-03-14,"1,0424910358108837e-06"
2011-03-15,"1,032560365581083e-06"
2011-03-16,"9,968194919346261e-07"
2011-03-17,"9,668998490684282e-07"
2011-03-18,"9,176112236949301e-07"
2011-03-19,"8,75346394253151e-07"
2011-03-20,"8,713634720121573e-07"
2011-03-21,"8,50764772087396e-07"
2011-03-22,"8,70660591080456e-07"
2011-03-23,"9,228259814894697e-07"
2011-03-24,"9,40876141116375e-07"
2011-03-25,"9,573458011850167e-07"
2011-03-26,"9,45857695387743e-07"
2011-03-27,"9,162584389923668e-07"
2011-03-28,"8,686489571091201e-07"
2011-03-29,"8,399360216120878e-07"
2011-03-30,"8,313405364977071e-07"
2011-03-31,"8,278411860806286e-07"
2011-04-01,"8,135369603972397e-07"
2011-04-02,"8,146792319705522e-07"
2011-04-03,"8,016763338962718e-07"
2011-04-04,"7,065983967395263e-07"
2011-04-05,"6,652893401151509e-07"
2011-04-06,"7,212867240740305e-07"
2011-04-07,"7,554073683044854e-07"
2011-04-08,"7,626105340153916e-07"
2011-04-09,"7,427010333321897e-07"
2011-04-10,"7,307147549842638e-07"
2011-04-11,"7,362628467327527e-07"
2011-04-12,"8,149790713854288e-07"
2011-04-13,"8,835944624015804e-07"
2011-04-14,"8,936650862092774e-07"
2011-04-15,"9,642526196848829e-07"
2011-04-16,"9,681607916706882e-07"
2011-04-17,"9,795416561821792e-07"
2011-04-18,"1,0622357608304973e-06"
2011-04-19,"1,078957395419352e-06"
2011-04-20,"1,0632748609969994e-06"
2011-04-21,"1,0550287070132373e-06"
2011-04-22,"1,138919421521707e-06"
2011-04-23,"1,2968703786440383e-06"
2011-04-24,"1,4695506490079883e-06"
2011-04-25,"1,3747447059252776e-06"
2011-04-26,"1,3925216434096443e-06"
2011-04-27,"1,5528109771805378e-06"
2011-04-28,"1,662314410031882e-06"
2011-04-29,"2,0163116913651744e-06"
2011-04-30,"2,483973713773113e-06"
2011-05-01,"2,5911873376471636e-06"
2011-05-02,"2,403838835154336e-06"
2011-05-03,"2,4059187150013704e-06"
2011-05-04,"2,444797876181967e-06"
2011-05-05,"2,3919783345527992e-06"
2011-05-06,"2,3715482392658026e-06"
2011-05-07,"2,3438585735690004e-06"
2011-05-08,"2,4296409838775762e-06"
2011-05-09,"2,395578518607257e-06"
2011-05-10,"2,8468336014335574e-06"
2011-05-11,"3,3150843806431956e-06"
2011-05-12,"3,241561247965195e-06"
2011-05-13,"4,117344799394233e-06"
2011-05-14,"4,3228719182878884e-06"
2011-05-15,"3,3570722560753565e-06"
2011-05-16,"3,6833944285754597e-06"
2011-05-17,"3,5028821826695735e-06"
2011-05-18,"3,1397338651325845e-06"
2011-05-19,"2,979660860431314e-06"
2011-05-20,"2,7491996232240134e-06"
2011-05-21,"2,3709189506646443e-06"
2011-05-22,"2,487079118043541e-06"
2011-05-23,"2,657717287228001e-06"
2011-05-24,"2,5627442090459153e-06"
2011-05-25,"2,5722642916123422e-06"
2011-05-26,"2,8324323722249684e-06"
2011-05-27,"2,8275708452492236e-06"
2011-05-28,"2,6945582594782893e-06"
2011-05-29,"2,5770123687251246e-06"
2011-05-30,"2,6155576833110368e-06"
2011-05-31,"2,655362722311814e-06"
2011-06-01,"2,6327812004394267e-06"
2011-06-02,"2,8449490585797953e-06"
2011-06-03,"3,4770026730246632e-06"
2011-06-04,"4,227417348978739e-06"
2011-06-05,"4,341023569047011e-06"
2011-06-06,"4,318333233240248e-06"
2011-06-07,"4,330407048873677e-06"
2011-06-08,"5,871212511823689e-06"
2011-06-09,"5,95319541672681e-06"
2011-06-10,"5,0498995964030364e-06"
2011-06-11,"3,6070249257918365e-06"
2011-06-12,"2,923738503511239e-06"
2011-06-13,"3,5069042814310873e-06"
2011-06-14,"3,1068623527532525e-06"
2011-06-15,"3,0475977524273037e-06"
2011-06-16,"2,9083958696488134e-06"
2011-06-17,"2,324636452510134e-06"
2011-06-18,"2,2863154417496636e-06"
2011-06-19,"2,4678033952009527e-06"
2011-06-20,"2,3689971796054284e-06"
2011-06-21,"2,3493900587037917e-06"
2011-06-22,"2,2574950070403194e-06"
2011-06-23,"2,265497222388955e-06"
2011-06-24,"2,1910177109136355e-06"
2011-06-25,"2,1919790916117653e-06"
2011-06-26,"2,046884132395563e-06"
2011-06-27,"1,9739292209559177e-06"
2011-06-28,"1,925891707335454e-06"
2011-06-29,"1,8988890034454766e-06"
2011-06-30,"1,856611129427747e-06"
2011-07-01,"1,7550970799435458e-06"
2011-07-02,"1,6705318021799412e-06"
2011-07-03,"1,6384137928963507e-06"
2011-07-04,"1,562668710870755e-06"
2011-07-05,"1,3729741424207022e-06"
2011-07-06,"1,4827202298862076e-06"
2011-07-07,"1,5319935619727275e-06"
2011-07-08,"1,4463298994977487e-06"
2011-07-09,"1,419370457005673e-06"
2011-07-10,"1,4471524359500216e-06"
2011-07-11,"1,4068904928432146e-06"
2011-07-12,"1,3596123875691373e-06"
2011-07-13,"1,329588481037547e-06"
2011-07-14,"1,310570807768232e-06"
2011-07-15,"1,297316825219682e-06"
2011-07-16,"1,2562204676820199e-06"
2011-07-17,"1,2152782222962907e-06"
2011-07-18,"1,1757912436900207e-06"
2011-07-19,"1,2319549366379552e-06"
2011-07-20,"1,2191306237113155e-06"
2011-07-21,"1,1957385899594314e-06"
2011-07-22,"1,1845343834096941e-06"
2011-07-23,"1,1755978700970436e-06"
2011-07-24,"1,1722069571083708e-06"
2011-07-25,"1,192934397160013e-06"
2011-07-26,"1,1649069370046597e-06"
2011-07-27,"1,155216196857544e-06"
2011-07-28,"1,1193387408154189e-06"
2011-07-29,"1,0992741957188695e-06"
2011-07-30,"1,090483525936595e-06"
2011-07-31,"1,0686425429228714e-06"
2011-08-01,"1,054064311409241e-06"
2011-08-02,"9,962665151734178e-07"
2011-08-03,"8,687588925468685e-07"
2011-08-04,"8,216085740695225e-07"
2011-08-05,"8,18136412896327e-07"
2011-08-06,"6,822421784063291e-07"
2011-08-07,"5,889893918695899e-07"
2011-08-08,"5,954629746088262e-07"
2011-08-09,"7,112834987330755e-07"
2011-08-10,"7,600088117519518e-07"
2011-08-11,"7,404252039545802e-07"
2011-08-12,"6,984821832434703e-07"
2011-08-13,"7,109104939376954e-07"
2011-08-14,"7,735247638946071e-07"
2011-08-15,"8,269615990587968e-07"
2011-08-16,"8,104931613342043e-07"
2011-08-17,"7,94843032988657e-07"
2011-08-18,"7,891069071895668e-07"
2011-08-19,"8,110472088543858e-07"
2011-08-20,"8,205413686369324e-07"
2011-08-21,"8,094284157154606e-07"
2011-08-22,"7,877384727332561e-07"
2011-08-23,"7,734953872612601e-07"
2011-08-24,"7,637421456577283e-07"
2011-08-25,"7,171563111114896e-07"
2011-08-26,"6,304619232747998e-07"
2011-08-27,"5,954389249622005e-07"
2011-08-28,"6,040485194830981e-07"
2011-08-29,"6,133477875342535e-07"
2011-08-30,"5,994879885146024e-07"
2011-08-31,"5,776200919568151e-07"
2011-09-01,"5,553336418336005e-07"
2011-09-02,"5,646847368317954e-07"
2011-09-03,"5,713748042198414e-07"
2011-09-04,"5,513300102481489e-07"
2011-09-05,"5,167972179274655e-07"
2011-09-06,"4,4774711359885296e-07"
2011-09-07,"4,6041603511476784e-07"
2011-09-08,"4,537193047465151e-07"
2011-09-09,"3,627572462805576e-07"
2011-09-10,"3,303258448792906e-07"
2011-09-11,"3,5250795090193026e-07"
2011-09-12,"3,9895761125166327e-07"
2011-09-13,"3,819561379295211e-07"
2011-09-14,"3,650629639681186e-07"
2011-09-15,"3,3422562909097644e-07"
2011-09-16,"3,1079466754980494e-07"
2011-09-17,"3,09185284071726e-07"
2011-09-18,"3,1256930110206366e-07"
2011-09-19,"3,311723386751e-07"
2011-09-20,"3,781543810265934e-07"
2011-09-21,"3,66477141090065e-07"
2011-09-22,"3,510398864337271e-07"
2011-09-23,"3,511527249647453e-07"
2011-09-24,"3,4714961649902535e-07"
2011-09-25,"3,404427324139671e-07"
2011-09-26,"3,200000833276588e-07"
2011-09-27,"3,0717985737441025e-07"
2011-09-28,"3,0148285758051044e-07"
2011-09-29,"2,9608121769936684e-07"
2011-09-30,"3,098298011951326e-07"
2011-10-01,"3,1332364850020176e-07"
2011-10-02,"3,1114706637471057e-07"
2011-10-03,"3,0770914098615943e-07"
2011-10-04,"3,073513040943014e-07"
2011-10-05,"3,024028073758392e-07"
2011-10-06,"2,920521829839431e-07"
2011-10-07,"2,7891957552696054e-07"
2011-10-08,"2,4997148706735093e-07"
2011-10-09,"2,5473782845308907e-07"
2011-10-10,"2,520337304297624e-07"
2011-10-11,"2,434540577595091e-07"
2011-10-12,"2,451758302052479e-07"
2011-10-13,"2,497269071749881e-07"
2011-10-14,"2,4503145700889407e-07"
2011-10-15,"2,38458597916826e-07"
2011-10-16,"2,2879040237297664e-07"
2011-10-17,"1,7959099445337668e-07"
2011-10-18,"1,5950814655546708e-07"
2011-10-19,"1,4020447513261e-07"
2011-10-20,"1,3961310977504806e-07"
2011-10-21,"1,533335006642237e-07"
2011-10-22,"1,7650481020834602e-07"
2011-10-23,"1,8749126242159767e-07"
2011-10-24,"1,758450606813969e-07"
2011-10-25,"1,6423954118113302e-07"
2011-10-26,"1,6509208989373529e-07"
2011-10-27,"1,7219129563046933e-07"
2011-10-28,"1,8648431872809995e-07"
2011-10-29,"2,1149054866178557e-07"
2011-10-30,"2,0801755355143012e-07"
2011-10-31,"1,9052606100492847e-07"
2011-11-01,"1,9225790599940367e-07"
2011-11-02,"1,922026351286673e-07"
2011-11-03,"1,9195136256212234e-07"
2011-11-04,"1,881478754363038e-07"
2011-11-05,"1,8120003661791168e-07"
2011-11-06,"1,7595617166228183e-07"
2011-11-07,"1,7695374003780183e-07"
2011-11-08,"1,8178462895097631e-07"
2011-11-09,"1,7717972337851277e-07"
2011-11-10,"1,7106837939641645e-07"
2011-11-11,"1,717607865265951e-07"
2011-11-12,"1,7930599291045245e-07"
2011-11-13,"1,7625614758718642e-07"
2011-11-14,"1,4755063054226012e-07"
2011-11-15,"1,3562716377411628e-07"
2011-11-16,"1,4178661409471538e-07"
2011-11-17,"1,3403202077256307e-07"
2011-11-18,"1,305827682353529e-07"
2011-11-19,"1,2774182834310948e-07"
2011-11-20,"1,33411676842464e-07"
2011-11-21,"1,298274544082508e-07"
2011-11-22,"1,340490000010704e-07"
2011-11-23,"1,3560708390543898e-07"
2011-11-24,"1,3806625363350738e-07"
2011-11-25,"1,434992374159286e-07"
2011-11-26,"1,4419707256007436e-07"
2011-11-27,"1,4252950829576724e-07"
2011-11-28,"1,456560220927241e-07"
2011-11-29,"1,6202684939740857e-07"
2011-11-30,"1,6505654389729117e-07"
2011-12-01,"1,7608832489429494e-07"
2011-12-02,"1,7827665399894403e-07"
2011-12-03,"1,7362216196312124e-07"
2011-12-04,"1,5889031162545146e-07"
2011-12-05,"1,6480430872605865e-07"
2011-12-06,"1,7055414779000294e-07"
2011-12-07,"1,7113223303093968e-07"
2011-12-08,"1,6915445981931922e-07"
2011-12-09,"1,7047078087480426e-07"
2011-12-10,"1,706330006184759e-07"
2011-12-11,"1,8278383748209563e-07"
2011-12-12,"1,8267826564423285e-07"
2011-12-13,"1,822393477727371e-07"
2011-12-14,"1,7952322368815852e-07"
2011-12-15,"1,7974753576300173e-07"
2011-12-16,"1,8057472928514764e-07"
2011-12-17,"1,8088665254732853e-07"
2011-12-18,"1,8096431385964376e-07"
2011-12-19,"1,901231829342358e-07"
2011-12-20,"2,243002699218307e-07"
2011-12-21,"2,2227201171061115e-07"
2011-12-22,"2,1773354547899827e-07"
2011-12-23,"2,1958203841937426e-07"
2011-12-24,"2,1969744336033486e-07"
2011-12-25,"2,3003835053210092e-07"
2011-12-26,"2,2592319127583039e-07"
2011-12-27,"2,235411855558271e-07"
2011-12-28,"2,2972762274343646e-07"
2011-12-29,"2,3371439199927763e-07"
2011-12-30,"2,3251856319730097e-07"
2011-12-31,"2,466633973923699e-07"
2012-01-01,"2,727222507166842e-07"
2012-01-02,"2,914358689544466e-07"
2012-01-03,"2,7645178883937227e-07"
2012-01-04,"2,811619248828943e-07"
2012-01-05,"3,371661944096761e-07"
2012-01-06,"3,716546267243588e-07"
2012-01-07,"3,6294993807961204e-07"
2012-01-08,"3,7960936304197293e-07"
2012-01-09,"3,605672976952842e-07"
2012-01-10,"3,44916443725369e-07"
2012-01-11,"3,644336186234454e-07"
2012-01-12,"3,6296515359066426e-07"
2012-01-13,"3,547230333331726e-07"
2012-01-14,"3,4798662176992744e-07"
2012-01-15,"3,6511049472398766e-07"
2012-01-16,"3,667245832556383e-07"
2012-01-17,"3,4974443301686146e-07"
2012-01-18,"3,105771112178194e-07"
2012-01-19,"3,24392205341196e-07"
2012-01-20,"3,3690127253364544e-07"
2012-01-21,"3,325347814329539e-07"
2012-01-22,"3,252029409657484e-07"
2012-01-23,"3,2765513764743355e-07"
2012-01-24,"3,275256821445071e-07"
2012-01-25,"3,169359586060517e-07"
2012-01-26,"2,9342871331595154e-07"
2012-01-27,"2,7359466454046963e-07"
2012-01-28,"2,8340067575766057e-07"
2012-01-29,"2,836298880623232e-07"
2012-01-30,"2,818567518391048e-07"
2012-01-31,"2,823594078954911e-07"
2012-02-01,"2,8614544681744064e-07"
2012-02-02,"3,0624081770827235e-07"
2012-02-03,"3,0237056055733073e-07"
2012-02-04,"3,0007663116663174e-07"
2012-02-05,"2,8945051285200317e-07"
2012-02-06,"2,8318713075484776e-07"
2012-02-07,"2,809858632840249e-07"
2012-02-08,"2,839138179691723e-07"
2012-02-09,"2,859990196897831e-07"
2012-02-10,"2,9400274651288477e-07"
2012-02-11,"2,914938182703575e-07"
2012-02-12,"2,826441982558901e-07"
2012-02-13,"2,685467862967817e-07"
2012-02-14,"2,3790184564601618e-07"
2012-02-15,"2,307389557558992e-07"
2012-02-16,"2,105251827397445e-07"
2012-02-17,"2,2002865785387704e-07"
2012-02-18,"2,1333333226496854e-07"
2012-02-19,"2,1161894482934123e-07"
2012-02-20,"2,1539730656104816e-07"
2012-02-21,"2,135107204928447e-07"
2012-02-22,"2,1841905072222986e-07"
2012-02-23,"2,3341788612590895e-07"
2012-02-24,"2,4342889997255765e-07"
2012-02-25,"2,4030290773398614e-07"
2012-02-26,"2,387128817836933e-07"
2012-02-27,"2,4038296259669886e-07"
2012-02-28,"2,3825452059459433e-07"
2012-02-29,"2,348333254043125e-07"
2012-03-01,"2,37559300603715e-07"
2012-03-02,"2,277715610548634e-07"
2012-03-03,"2,256096268377608e-07"
2012-03-04,"2,2645706723375344e-07"
2012-03-05,"2,3509545063499084e-07"
2012-03-06,"2,367940146622543e-07"
2012-03-07,"2,370555065692182e-07"
2012-03-08,"2,3283518998919716e-07"
2012-03-09,"2,3356458863156105e-07"
2012-03-10,"2,2955303250745283e-07"
2012-03-11,"2,3183359913927338e-07"
2012-03-12,"2,3111694208628277e-07"
2012-03-13,"2,37628465528946e-07"
2012-03-14,"2,5225318820190483e-07"
2012-03-15,"2,510886246151854e-07"
2012-03-16,"2,509124342793699e-07"
2012-03-17,"2,5086025669132017e-07"
2012-03-18,"2,458544129378554e-07"
2012-03-19,"2,3899379078910154e-07"
2012-03-20,"2,242238770834595e-07"
2012-03-21,"2,2471552239922444e-07"
2012-03-22,"2,2358997295032876e-07"
2012-03-23,"2,188173470877859e-07"
2012-03-24,"2,1662881367749844e-07"
2012-03-25,"2,1212259595281845e-07"
2012-03-26,"2,1435745453416476e-07"
2012-03-27,"2,159042347551256e-07"
2012-03-28,"2,2119970489704514e-07"
2012-03-29,"2,1901737315577525e-07"
2012-03-30,"2,1990585261996692e-07"
2012-03-31,"2,2299799572190384e-07"
2012-04-01,"2,2036265828668635e-07"
2012-04-02,"2,2269010544438202e-07"
2012-04-03,"2,2514802597604153e-07"
2012-04-04,"2,2500597470978474e-07"
2012-04-05,"2,235401115692028e-07"
2012-04-06,"2,2467102405980748e-07"
2012-04-07,"2,1907222291107973e-07"
2012-04-08,"2,1472546242269024e-07"
2012-04-09,"2,1594826529108698e-07"
2012-04-10,"2,1818159358893054e-07"
2012-04-11,"2,1969081081091486e-07"
2012-04-12,"2,202643426358033e-07"
2012-04-13,"2,1951701672616973e-07"
2012-04-14,"2,2316515172905872e-07"
2012-04-15,"2,2114526401709706e-07"
2012-04-16,"2,2108454602712522e-07"
2012-04-17,"2,2200428862772258e-07"
2012-04-18,"2,2801788647624513e-07"
2012-04-19,"2,2956226032531395e-07"
2012-04-20,"2,3067915012631475e-07"
2012-04-21,"2,3545533924192193e-07"
2012-04-22,"2,3103375539591145e-07"
2012-04-23,"2,289480913947687e-07"
2012-04-24,"2,2450765288289788e-07"
2012-04-25,"2,2585064250680488e-07"
2012-04-26,"2,2482248303132098e-07"
2012-04-27,"2,2445781144661298e-07"
2012-04-28,"2,196411222440672e-07"
2012-04-29,"2,1689683315401022e-07"
2012-04-30,"2,1624527868778333e-07"
2012-05-01,"2,1690752735271916e-07"
2012-05-02,"2,2212979529263272e-07"
2012-05-03,"2,2151905289095903e-07"
2012-05-04,"2,220598787483916e-07"
2012-05-05,"2,1983431579322667e-07"
2012-05-06,"2,1878726966844366e-07"
2012-05-07,"2,1829171112150533e-07"
2012-05-08,"2,1728883855917883e-07"
2012-05-09,"2,176290434078396e-07"
2012-05-10,"2,1616822687989934e-07"
2012-05-11,"2,1193656993988483e-07"
2012-05-12,"2,1240383978009487e-07"
2012-05-13,"2,1246859881954238e-07"
2012-05-14,"2,1232998284336102e-07"
2012-05-15,"2,136266967462374e-07"
2012-05-16,"2,1567116373777362e-07"
2012-05-17,"2,1641330451989091e-07"
2012-05-18,"2,1668629560460372e-07"
2012-05-19,"2,1679048046027282e-07"
2012-05-20,"2,165631591571473e-07"
2012-05-21,"2,1549605967028882e-07"
2012-05-22,"2,151826489294017e-07"
2012-05-23,"2,160988425714718e-07"
2012-05-24,"2,1594864062440645e-07"
2012-05-25,"2,1588532902698944e-07"
2012-05-26,"2,1493148896800477e-07"
2012-05-27,"2,144384660789688e-07"
2012-05-28,"2,1453933640829546e-07"
