Date,supply/active_24h
2009-07-28,"2050,0"
2009-07-29,"1050,0"
2009-07-30,"800,0"
2009-07-31,"850,0"
2009-08-01,"1400,0"
2009-08-02,"1150,0"
2009-08-03,"600,0"
2009-08-04,"4050,0"
2009-08-05,"4350,0"
2009-08-06,"4500,0"
2009-08-07,"9549,53"
2009-08-08,"4000,0"
2009-08-09,"5050,0"
2009-08-10,"3750,0"
2009-08-11,"3500,0"
2009-08-12,"3150,0"
2009-08-13,"4250,0"
2009-08-14,"3150,0"
2009-08-15,"1300,0"
2009-08-16,"949,999999999999"
2009-08-17,"849,999999999999"
2009-08-18,"499,999999999999"
2009-08-19,"899,999999999999"
2009-08-20,"1100,0"
2009-08-21,"699,999999999999"
2009-08-22,"349,999999999999"
2009-08-23,"749,999999999999"
2009-08-24,"749,999999999999"
2009-08-25,"2500,0"
2009-08-26,"4699,53"
2009-08-27,"1450,0"
2009-08-28,"3750,0"
2009-08-29,"3900,0"
2009-08-30,"4900,0"
2009-08-31,"4600,0"
2009-09-01,"3900,0"
2009-09-02,"3300,0"
2009-09-03,"3750,0"
2009-09-04,"3200,0"
2009-09-05,"3800,0"
2009-09-06,"3400,0"
2009-09-07,"4550,0"
2009-09-08,"3450,0"
2009-09-09,"2700,0"
2009-09-10,"3350,0"
2009-09-11,"3350,0"
2009-09-12,"3450,0"
2009-09-13,"3750,0"
2009-09-14,"3700,0"
2009-09-15,"2200,0"
2009-09-16,"3601,0"
2009-09-17,"9250,0"
2009-09-18,"3900,0"
2009-09-19,"3700,0"
2009-09-20,"3900,0"
2009-09-21,"3850,0"
2009-09-22,"3250,0"
2009-09-23,"1800,0"
2009-09-24,"4850,0"
2009-09-25,"5850,0"
2009-09-26,"5000,0"
2009-09-27,"5150,0"
2009-09-28,"4250,0"
2009-09-29,"6550,0"
2009-09-30,"4250,0"
2009-10-01,"4100,0"
2009-10-02,"4100,0"
2009-10-03,"2900,0"
2009-10-04,"2650,0"
2009-10-05,"2750,0"
2009-10-06,"2850,0"
2009-10-07,"3000,0"
2009-10-08,"3500,0"
2009-10-09,"3950,0"
2009-10-10,"3850,0"
2009-10-11,"3700,0"
2009-10-12,"7950,0"
2009-10-13,"2850,0"
2009-10-14,"3450,0"
2009-10-15,"3550,0"
2009-10-16,"12700,0"
2009-10-17,"2850,0"
2009-10-18,"4050,0"
2009-10-19,"5600,0"
2009-10-20,"9799,88"
2009-10-21,"4899,76"
2009-10-22,"16450,0"
2009-10-23,"4450,0"
2009-10-24,"15350,0"
2009-10-25,"3800,0"
2009-10-26,"3550,0"
2009-10-27,"16200,0"
2009-10-28,"3300,0"
2009-10-29,"4350,0"
2009-10-30,"3000,0"
2009-10-31,"2300,0"
2009-11-01,"1250,0"
2009-11-02,"1650,0"
2009-11-03,"3100,0"
2009-11-04,"18650,0"
2009-11-05,"2850,0"
2009-11-06,"3100,0"
2009-11-07,"3450,0"
2009-11-08,"3650,0"
2009-11-09,"3200,0"
2009-11-10,"3900,0"
2009-11-11,"21200,0"
2009-11-12,"3300,0"
2009-11-13,"4550,0"
2009-11-14,"3950,0"
2009-11-15,"4800,0"
2009-11-16,"4850,0"
2009-11-17,"4600,0"
2009-11-18,"3950,0"
2009-11-19,"26000,0"
2009-11-20,"4300,0"
2009-11-21,"3650,0"
2009-11-22,"5300,0"
2009-11-23,"4800,0"
2009-11-24,"4650,0"
2009-11-25,"4500,0"
2009-11-26,"4200,0"
2009-11-27,"3700,0"
2009-11-28,"3550,0"
2009-11-29,"3000,0"
2009-11-30,"3750,0"
2009-12-01,"13700,0"
2009-12-02,"4700,0"
2009-12-03,"4400,0"
2009-12-04,"1800,0"
2009-12-05,"4100,0"
2009-12-06,"5250,0"
2009-12-07,"5600,0"
2009-12-08,"6750,0"
2009-12-09,"6950,0"
2009-12-10,"5200,0"
2009-12-11,"5600,0"
2009-12-12,"10700,0"
2009-12-13,"5700,0"
2009-12-14,"21642,35"
2009-12-15,"10959,0"
2009-12-16,"7650,0"
2009-12-17,"8700,0"
2009-12-18,"11250,0"
2009-12-19,"9950,0"
2009-12-20,"8750,0"
2009-12-21,"8800,0"
2009-12-22,"8100,0"
2009-12-23,"7700,0"
2009-12-24,"7700,0"
2009-12-25,"7500,0"
2009-12-26,"8700,0"
2009-12-27,"8600,0"
2009-12-28,"6850,0"
2009-12-29,"8550,0"
2009-12-30,"7050,0"
2009-12-31,"6900,0"
2010-01-01,"6700,0"
2010-01-02,"6300,0"
2010-01-03,"9300,0"
2010-01-04,"29854,35"
2010-01-05,"9900,0"
2010-01-06,"8150,0"
2010-01-07,"7700,0"
2010-01-08,"7650,0"
2010-01-09,"7550,0"
2010-01-10,"9500,0"
2010-01-11,"7950,0"
2010-01-12,"18700,0"
2010-01-13,"8258,0"
2010-01-14,"7555,0"
2010-01-15,"7250,74"
2010-01-16,"6501,0"
2010-01-17,"6550,0"
2010-01-18,"6300,0"
2010-01-19,"6200,0"
2010-01-20,"7900,0"
2010-01-21,"8950,0"
2010-01-22,"6900,0"
2010-01-23,"8049,0"
2010-01-24,"7750,0"
2010-01-25,"13800,0"
2010-01-26,"10474,0"
2010-01-27,"9000,0"
2010-01-28,"9900,0"
2010-01-29,"10550,0"
2010-01-30,"12200,0"
2010-01-31,"9300,0"
2010-02-01,"10000,0"
2010-02-02,"8300,0"
2010-02-03,"13800,0"
2010-02-04,"13200,0"
2010-02-05,"23350,0"
2010-02-06,"11650,0"
2010-02-07,"11150,0"
2010-02-08,"16000,0"
2010-02-09,"31000,0"
2010-02-10,"38700,0"
2010-02-11,"12100,0"
2010-02-12,"12850,0"
2010-02-13,"17699,0"
2010-02-14,"18483,17"
2010-02-15,"12999,98"
2010-02-16,"10463,37"
2010-02-17,"37584,17"
2010-02-18,"13050,0"
2010-02-19,"9650,0"
2010-02-20,"10950,0"
2010-02-21,"16966,83"
2010-02-22,"27200,0"
2010-02-23,"12550,0"
2010-02-24,"13850,0"
2010-02-25,"14800,0"
2010-02-26,"19500,0"
2010-02-27,"9051,0"
2010-02-28,"13050,0"
2010-03-01,"11150,0"
2010-03-02,"11400,0"
2010-03-03,"15600,0"
2010-03-04,"28600,0"
2010-03-05,"8700,0"
2010-03-06,"32597,39"
2010-03-07,"14650,0"
2010-03-08,"15295,18"
2010-03-09,"11350,0"
2010-03-10,"10650,0"
2010-03-11,"9850,0"
2010-03-12,"6400,0"
2010-03-13,"9450,0"
2010-03-14,"7450,0"
2010-03-15,"6850,0"
2010-03-16,"7501,0"
2010-03-17,"8050,0"
2010-03-18,"10850,0"
2010-03-19,"13996,0"
2010-03-20,"12955,0"
2010-03-21,"9452,0"
2010-03-22,"10900,0"
2010-03-23,"14186,93"
2010-03-24,"10250,0"
2010-03-25,"26300,0"
2010-03-26,"13850,0"
2010-03-27,"11500,0"
2010-03-28,"11400,0"
2010-03-29,"13150,0"
2010-03-30,"11150,0"
2010-03-31,"11924,2"
2010-04-01,"9700,0"
2010-04-02,"8800,0"
2010-04-03,"9773,48"
2010-04-04,"11750,0"
2010-04-05,"13988,74"
2010-04-06,"12994,0"
2010-04-07,"14953,14"
2010-04-08,"12138,74"
2010-04-09,"21205,71"
2010-04-10,"26654,35"
2010-04-11,"23575,66"
2010-04-12,"22352,79"
2010-04-13,"11760,0"
2010-04-14,"14846,89"
2010-04-15,"68491,29"
2010-04-16,"22589,88"
2010-04-17,"14693,88"
2010-04-18,"19586,05"
2010-04-19,"27466,19"
2010-04-20,"20787,0"
2010-04-21,"17968,8"
2010-04-22,"26642,85"
2010-04-23,"9875,05"
2010-04-24,"18601,06"
2010-04-25,"22850,9"
2010-04-26,"18003,07"
2010-04-27,"16513,0"
2010-04-28,"16467,72"
2010-04-29,"10393,71"
2010-04-30,"45517,32"
2010-05-01,"14096,6"
2010-05-02,"9749,0"
2010-05-03,"14900,0"
2010-05-04,"23950,02"
2010-05-05,"25209,69"
2010-05-06,"21451,0"
2010-05-07,"29422,0"
2010-05-08,"21510,26"
2010-05-09,"12097,88"
2010-05-10,"14313,78"
2010-05-11,"7200,1"
2010-05-12,"24314,11"
2010-05-13,"15361,56"
2010-05-14,"21412,82"
2010-05-15,"7264,64000000001"
2010-05-16,"7738,64000000001"
2010-05-17,"16346,48"
2010-05-18,"15512,0"
2010-05-19,"21153,61"
2010-05-20,"13283,0"
2010-05-21,"46453,98"
2010-05-22,"35925,87"
2010-05-23,"29638,36"
2010-05-24,"13941,0"
2010-05-25,"15900,0"
2010-05-26,"25818,97"
2010-05-27,"20042,81"
2010-05-28,"37125,58"
2010-05-29,"36616,12"
2010-05-30,"12612,3"
2010-05-31,"13360,0"
2010-06-01,"13633,95"
2010-06-02,"14355,41"
2010-06-03,"16473,55"
2010-06-04,"38627,35"
2010-06-05,"11300,0"
2010-06-06,"13803,31"
2010-06-07,"31849,8"
2010-06-08,"17000,0"
2010-06-09,"45226,29"
2010-06-10,"28676,51"
2010-06-11,"15975,24"
2010-06-12,"19524,09"
2010-06-13,"20619,0"
2010-06-14,"25161,01"
2010-06-15,"22618,0"
2010-06-16,"31424,08"
2010-06-17,"24571,51"
2010-06-18,"17217,0"
2010-06-19,"50726,78"
2010-06-20,"27848,0"
2010-06-21,"12902,09"
2010-06-22,"20032,44"
2010-06-23,"30615,0"
2010-06-24,"29814,37"
2010-06-25,"19063,0"
2010-06-26,"43301,37"
2010-06-27,"14364,0"
2010-06-28,"21255,05"
2010-06-29,"34947,09"
2010-06-30,"56931,38"
2010-07-01,"32723,89"
2010-07-02,"61106,92"
2010-07-03,"45067,0"
2010-07-04,"24314,5"
2010-07-05,"48357,01"
2010-07-06,"26936,0"
2010-07-07,"32804,15"
2010-07-08,"14761,94"
2010-07-09,"15841,0"
2010-07-10,"21963,87"
2010-07-11,"28947,0"
2010-07-12,"142569,55"
2010-07-13,"62291,22"
2010-07-14,"73179,73"
2010-07-15,"104067,25"
2010-07-16,"51927,12"
2010-07-17,"29267,21"
2010-07-18,"36039,94"
2010-07-19,"36429,42"
2010-07-20,"23023,19"
2010-07-21,"27698,26"
2010-07-22,"39546,06"
2010-07-23,"25716,13"
2010-07-24,"45626,61"
2010-07-25,"38096,82"
2010-07-26,"76182,92"
2010-07-27,"25012,96"
2010-07-28,"73357,01"
2010-07-29,"20755,92"
2010-07-30,"24888,47"
2010-07-31,"21815,44"
2010-08-01,"74515,95"
2010-08-02,"73478,61"
2010-08-03,"33862,46"
2010-08-04,"23839,02"
2010-08-05,"32419,73"
2010-08-06,"21715,91"
2010-08-07,"23470,27"
2010-08-08,"18326,04"
2010-08-09,"59782,69"
2010-08-10,"25908,91"
2010-08-11,"43502,02"
2010-08-12,"22400,74"
2010-08-13,"33637,07"
2010-08-14,"20433,29"
2010-08-15,"20202,18"
2010-08-16,"49686,41"
2010-08-17,"31732,86"
2010-08-18,"32763,29"
2010-08-19,"21137,87"
2010-08-20,"26686,82"
2010-08-21,"38098,26"
2010-08-22,"20810,23"
2010-08-23,"23395,86"
2010-08-24,"24304,89"
2010-08-25,"20790,11"
2010-08-26,"22657,46"
2010-08-27,"32120,74"
2010-08-28,"20637,54"
2010-08-29,"15806,26"
2010-08-30,"19866,6000005"
2010-08-31,"40511,469999"
2010-09-01,"29693,8899989"
2010-09-02,"27696,7200001"
2010-09-03,"25056,81"
2010-09-04,"24775,55"
2010-09-05,"78154,11"
2010-09-06,"77399,1599984"
2010-09-07,"22887,71"
2010-09-08,"23353,0199984"
2010-09-09,"32993,3399982"
2010-09-10,"19214,219998"
2010-09-11,"14773,82"
2010-09-12,"26513,1300003"
2010-09-13,"75814,5000001"
2010-09-14,"28823,86"
2010-09-15,"35131,87039648"
2010-09-16,"35128,51"
2010-09-17,"52749,81"
2010-09-18,"35972,24"
2010-09-19,"41776,40960352"
2010-09-20,"38237,29"
2010-09-21,"23558,5400001"
2010-09-22,"41224,74"
2010-09-23,"88103,64"
2010-09-24,"23290,47"
2010-09-25,"33283,02"
2010-09-26,"27717,67"
2010-09-27,"39483,93"
2010-09-28,"82848,6500001"
2010-09-29,"37643,38"
2010-09-30,"36935,73"
2010-10-01,"55568,56280516"
2010-10-02,"165933,84776813"
2010-10-03,"39869,01776625"
2010-10-04,"82964,36000099"
2010-10-05,"121072,6000001"
2010-10-06,"81720,9300010899"
2010-10-07,"89296,37"
2010-10-08,"103551,39"
2010-10-09,"123079,28"
2010-10-10,"75487,4099999999"
2010-10-11,"52610,0200010899"
2010-10-12,"55840,7699999999"
2010-10-13,"44304,1499999999"
2010-10-14,"89337,0899999999"
2010-10-15,"76658,1399999999"
2010-10-16,"87256,7600010899"
2010-10-17,"23868,4599999999"
2010-10-18,"45140,8799999999"
2010-10-19,"51513,6999999999"
2010-10-20,"51428,8899999999"
2010-10-21,"99916,4177661499"
2010-10-22,"52466,65"
2010-10-23,"35652,41"
2010-10-24,"72562,97"
2010-10-25,"55989,78"
2010-10-26,"70753,25"
2010-10-27,"89069,03"
2010-10-28,"100730,85"
2010-10-29,"47385,2"
2010-10-30,"38939,46"
2010-10-31,"53041,19"
2010-11-01,"35099,94"
2010-11-02,"45268,02"
2010-11-03,"40621,34"
2010-11-04,"114720,25108788"
2010-11-05,"40750,65"
2010-11-06,"105302,59"
2010-11-07,"45227,66"
2010-11-08,"293041,43"
2010-11-09,"34471,23"
2010-11-10,"37980,46"
2010-11-11,"27045,19"
2010-11-12,"22635,02"
2010-11-13,"33682,5"
2010-11-14,"39609,06"
2010-11-15,"65363,39"
2010-11-16,"34737,63"
2010-11-17,"39215,8"
2010-11-18,"34318,80108788"
2010-11-19,"31280,09"
2010-11-20,"37944,25"
2010-11-21,"33712,44"
2010-11-22,"26379,07"
2010-11-23,"39924,57"
2010-11-24,"33849,0"
2010-11-25,"46968,83"
2010-11-26,"80867,13"
2010-11-27,"28301,74"
2010-11-28,"27772,21"
2010-11-29,"39320,49"
2010-11-30,"56298,51"
2010-12-01,"42964,52"
2010-12-02,"48884,94"
2010-12-03,"31631,03"
2010-12-04,"52667,18"
2010-12-05,"28462,27"
2010-12-06,"104490,66613297"
2010-12-07,"72673,31434402"
2010-12-08,"33090,98528566"
2010-12-09,"35917,48727261"
2010-12-10,"21553,6"
2010-12-11,"53972,15702586"
2010-12-12,"23374,94644603"
2010-12-13,"68551,21229398"
2010-12-14,"30217,96152496"
2010-12-15,"35725,66373356"
2010-12-16,"30177,17356946"
2010-12-17,"25997,82544416"
2010-12-18,"37558,37674275"
2010-12-19,"64473,94693557"
2010-12-20,"36697,00571344"
2010-12-21,"57692,5464598001"
2010-12-22,"30175,8984740001"
2010-12-23,"16720,7500000001"
2010-12-24,"18691,0574806501"
2010-12-25,"31208,1374305201"
2010-12-26,"18755,9990378601"
2010-12-27,"59074,3166413301"
2010-12-28,"31395,8839576501"
2010-12-29,"87182,7325815801"
2010-12-30,"38831,6823855201"
2010-12-31,"29589,8933506101"
2011-01-01,"20349,4591525799"
2011-01-02,"32423,3226655399"
2011-01-03,"34557,6433012599"
2011-01-04,"17601,9354271399"
2011-01-05,"26223,4529564999"
2011-01-06,"23149,8182704399"
2011-01-07,"29390,8008950399"
2011-01-08,"33718,2999999999"
2011-01-09,"23069,7523456699"
2011-01-10,"47103,0385602799"
2011-01-11,"71299,2376740799"
2011-01-12,"29252,3220163799"
2011-01-13,"86462,0837313999"
2011-01-14,"53320,2565326099"
2011-01-15,"31273,1923693899"
2011-01-16,"34862,4185324199"
2011-01-17,"40774,7443499999"
2011-01-18,"72116,0076835099"
2011-01-19,"47726,7337081199"
2011-01-20,"40736,2271899199"
2011-01-21,"39149,1434350999"
2011-01-22,"47440,7651957899"
2011-01-23,"60022,1009138199"
2011-01-24,"48850,7516388099"
2011-01-25,"30392,0390591899"
2011-01-26,"41530,1299999999"
2011-01-27,"457845,99905919"
2011-01-28,"27391,0099999998"
2011-01-29,"46527,7219560798"
2011-01-30,"29874,6286804198"
2011-01-31,"81918,2998232498"
2011-02-01,"80215,4018826498"
2011-02-02,"91612,2010434798"
2011-02-03,"52095,3180129898"
2011-02-04,"40138,2088210498"
2011-02-05,"48628,2864302298"
2011-02-06,"59361,4111258798"
2011-02-07,"97171,2713834598"
2011-02-08,"51698,3509848898"
2011-02-09,"71863,5155251999"
2011-02-10,"57969,2846760599"
2011-02-11,"71429,7812398899"
2011-02-12,"45331,2526971899"
2011-02-13,"37921,1481797499"
2011-02-14,"67214,7613772499"
2011-02-15,"46348,3539560699"
2011-02-16,"30670,9259121499"
2011-02-17,"28268,4839560699"
2011-02-18,"49042,5136895899"
2011-02-19,"30060,8399999999"
2011-02-20,"53159,9199999999"
2011-02-21,"33760,1599999999"
2011-02-22,"42929,6354682199"
2011-02-23,"40946,4178537699"
2011-02-24,"55898,6576947199"
2011-02-25,"42123,4686662399"
2011-02-26,"57023,4104957499"
2011-02-27,"97213,2499999998"
2011-02-28,"61332,3178537698"
2011-03-01,"432061,51445377"
2011-03-02,"233054,67769557"
2011-03-03,"67490,89249414"
2011-03-04,"115082,33241407"
2011-03-05,"49926,1030208501"
2011-03-06,"87198,2719000001"
2011-03-07,"106016,13476386"
2011-03-08,"56530,35582642"
2011-03-09,"34591,94613041"
2011-03-10,"53471,07513039"
2011-03-11,"42350,70335573"
2011-03-12,"47363,80025556"
2011-03-13,"75083,53679294"
2011-03-14,"126661,28011476"
2011-03-15,"51311,11358434"
2011-03-16,"50440,67749348"
2011-03-17,"51217,00939295"
2011-03-18,"36590,9308555701"
2011-03-19,"25981,9477929501"
2011-03-20,"27367,1316080401"
2011-03-21,"39810,6343217501"
2011-03-22,"55513,3668897401"
2011-03-23,"50404,9275627001"
2011-03-24,"72731,8558265401"
2011-03-25,"51436,2693661401"
2011-03-26,"72859,9293257601"
2011-03-27,"56630,4865762001"
2011-03-28,"41041,9124661201"
2011-03-29,"33379,0177492601"
2011-03-30,"47882,6536705101"
2011-03-31,"51214,8514436401"
2011-04-01,"30864,5282710501"
2011-04-02,"55233,9447204601"
2011-04-03,"30190,1931337201"
2011-04-04,"64255,6982110801"
2011-04-05,"54917,4533847501"
2011-04-06,"38038,6622974901"
2011-04-07,"37560,4779661101"
2011-04-08,"58079,1945832601"
2011-04-09,"47384,2301000001"
2011-04-10,"32846,6326892101"
2011-04-11,"42585,8685536901"
2011-04-12,"66742,2895947101"
2011-04-13,"61706,18322689"
2011-04-14,"82169,2004661201"
2011-04-15,"61390,11182746"
2011-04-16,"65884,64535803"
2011-04-17,"107664,02064347"
2011-04-18,"80786,4322568"
2011-04-19,"141564,28217758"
2011-04-20,"148311,92145728"
2011-04-21,"75770,93927482"
2011-04-22,"106638,74535902"
2011-04-23,"102246,76066555"
2011-04-24,"63926,59516102"
2011-04-25,"52246,97177198"
2011-04-26,"59881,51894935"
2011-04-27,"72581,38089735"
2011-04-28,"71113,54779904"
2011-04-29,"350193,64585531"
2011-04-30,"284524,01568884"
2011-05-01,"74931,3996736098"
2011-05-02,"51498,3938222198"
2011-05-03,"80893,5510716298"
2011-05-04,"145586,76317776"
2011-05-05,"54297,8676782998"
2011-05-06,"97879,3205214998"
2011-05-07,"75527,4778770898"
2011-05-08,"255558,21594634"
2011-05-09,"65568,5658782397"
2011-05-10,"277065,15662993"
2011-05-11,"106971,0853856"
2011-05-12,"123859,43670884"
2011-05-13,"328818,98059737"
2011-05-14,"348282,36990668"
2011-05-15,"142828,19624155"
2011-05-16,"158406,70690566"
2011-05-17,"119763,53559252"
2011-05-18,"97228,4480041598"
2011-05-19,"75005,5963012398"
2011-05-20,"89120,9383954598"
2011-05-21,"371994,47542972"
2011-05-22,"348353,32286124"
2011-05-23,"164810,05719364"
2011-05-24,"63832,1140675201"
2011-05-25,"63245,0510394701"
2011-05-26,"84972,1253427201"
2011-05-27,"358501,98671515"
2011-05-28,"42630,9269368501"
2011-05-29,"52450,9932897301"
2011-05-30,"53400,6205301901"
2011-05-31,"76700,6459119601"
2011-06-01,"71336,6365152001"
2011-06-02,"87138,8160208101"
2011-06-03,"151238,50423685"
2011-06-04,"92880,5174620101"
2011-06-05,"114446,26534412"
2011-06-06,"265609,73564221"
2011-06-07,"97703,3539762201"
2011-06-08,"215113,07918876"
2011-06-09,"181493,69274483"
2011-06-10,"302159,33874976"
2011-06-11,"183113,93728129"
2011-06-12,"625619,2352082"
2011-06-13,"152468,54635022"
2011-06-14,"320795,69759542"
2011-06-15,"282043,22620387"
2011-06-16,"291500,76481427"
2011-06-17,"240451,50942487"
2011-06-18,"183431,87039434"
2011-06-19,"937076,45306721"
2011-06-20,"211450,14963509"
2011-06-21,"199232,63790272"
2011-06-22,"192170,28449311"
2011-06-23,"611858,72176401"
2011-06-24,"170391,15300011"
2011-06-25,"177497,570584751"
2011-06-26,"181722,263088941"
2011-06-27,"251589,690542031"
2011-06-28,"198732,377631251"
2011-06-29,"170238,221697491"
2011-06-30,"178473,8850975"
2011-07-01,"172567,50143183"
2011-07-02,"170452,51330336"
2011-07-03,"122899,29711619"
2011-07-04,"147161,5438446"
2011-07-05,"121950,63226205"
2011-07-06,"130089,56178334"
2011-07-07,"102274,45554384"
2011-07-08,"87302,5960701705"
2011-07-09,"99266,9470554405"
2011-07-10,"109247,08949849"
2011-07-11,"107750,23815335"
2011-07-12,"96884,4755619804"
2011-07-13,"114356,8419277"
2011-07-14,"94320,0601628105"
2011-07-15,"86788,6234064304"
2011-07-16,"85932,9565706304"
2011-07-17,"90115,3106602504"
2011-07-18,"583559,60884848"
2011-07-19,"96435,4019417902"
2011-07-20,"219616,2579971"
2011-07-21,"80473,4439929302"
2011-07-22,"88368,2808134302"
2011-07-23,"70078,9450977502"
2011-07-24,"76814,3199438902"
2011-07-25,"87111,0392860002"
2011-07-26,"84235,0749700102"
2011-07-27,"78090,3286412802"
2011-07-28,"98519,7228095602"
2011-07-29,"68567,5858994302"
2011-07-30,"72603,6669825202"
2011-07-31,"191140,43107728"
2011-08-01,"206918,3312879"
2011-08-02,"85926,2293263901"
2011-08-03,"114282,04811944"
2011-08-04,"89322,5821852102"
2011-08-05,"148346,82586283"
2011-08-06,"128283,66641932"
2011-08-07,"129073,71036598"
2011-08-08,"182824,36233787"
2011-08-09,"123047,1795823"
2011-08-10,"97006,9638323601"
2011-08-11,"91188,0098333101"
