Date,supply/active_1d_1w
2009-06-16,"24550,0"
2009-06-17,"24000,0"
2009-06-18,"23500,0"
2009-06-19,"23200,0"
2009-06-20,"23650,0"
2009-06-21,"23950,0"
2009-06-22,"23450,0"
2009-06-23,"26700,0"
2009-06-24,"26550,0"
2009-06-25,"26798,98"
2009-06-26,"27098,98"
2009-06-27,"27898,98"
2009-06-28,"27998,98"
2009-06-29,"23598,98"
2009-06-30,"24153,98"
2009-07-01,"23700,0"
2009-07-02,"23050,0"
2009-07-03,"22800,0"
2009-07-04,"22750,0"
2009-07-05,"24925,0"
2009-07-06,"24795,0"
2009-07-07,"24700,0"
2009-07-08,"24350,0"
2009-07-09,"23850,0"
2009-07-10,"24050,0"
2009-07-11,"23650,0"
2009-07-12,"23850,0"
2009-07-13,"23500,0"
2009-07-14,"23950,0"
2009-07-15,"23700,0"
2009-07-16,"21650,0"
2009-07-17,"21150,0"
2009-07-18,"19350,0"
2009-07-19,"15700,0"
2009-07-20,"14500,0"
2009-07-21,"20799,67"
2009-07-22,"22849,67"
2009-07-23,"22599,67"
2009-07-24,"24149,67"
2009-07-25,"27599,67"
2009-07-26,"25699,67"
2009-07-27,"17200,0"
2009-07-28,"16800,0"
2009-07-29,"15750,0"
2009-07-30,"12950,0"
2009-07-31,"10150,0"
2009-08-01,"9400,0"
2009-08-02,"9850,0"
2009-08-03,"7300,0"
2009-08-04,"5850,0"
2009-08-05,"8850,0"
2009-08-06,"12400,0"
2009-08-07,"14100,0"
2009-08-08,"22699,53"
2009-08-09,"25949,53"
2009-08-10,"30649,53"
2009-08-11,"30599,53"
2009-08-12,"30099,53"
2009-08-13,"28999,53"
2009-08-14,"23700,0"
2009-08-15,"22850,0"
2009-08-16,"19100,0"
2009-08-17,"16300,0"
2009-08-18,"13650,0"
2009-08-19,"11000,0"
2009-08-20,"7650,0"
2009-08-21,"5600,0"
2009-08-22,"5000,0"
2009-08-23,"4400,0"
2009-08-24,"4300,0"
2009-08-25,"4550,0"
2009-08-26,"6150,0"
2009-08-27,"9749,53"
2009-08-28,"10499,53"
2009-08-29,"13899,53"
2009-08-30,"16999,53"
2009-08-31,"20849,53"
2009-09-01,"22949,53"
2009-09-02,"22150,0"
2009-09-03,"23300,0"
2009-09-04,"23500,0"
2009-09-05,"22950,0"
2009-09-06,"22300,0"
2009-09-07,"20700,0"
2009-09-08,"21350,0"
2009-09-09,"21500,0"
2009-09-10,"20450,0"
2009-09-11,"20900,0"
2009-09-12,"20750,0"
2009-09-13,"20850,0"
2009-09-14,"20050,0"
2009-09-15,"20300,0"
2009-09-16,"19800,0"
2009-09-17,"18901,0"
2009-09-18,"25001,0"
2009-09-19,"25651,0"
2009-09-20,"26001,0"
2009-09-21,"26351,0"
2009-09-22,"26901,0"
2009-09-23,"26950,0"
2009-09-24,"19800,0"
2009-09-25,"19700,0"
2009-09-26,"22100,0"
2009-09-27,"22600,0"
2009-09-28,"24100,0"
2009-09-29,"23500,0"
2009-09-30,"28350,0"
2009-10-01,"28750,0"
2009-10-02,"27300,0"
2009-10-03,"27250,0"
2009-10-04,"25750,0"
2009-10-05,"24500,0"
2009-10-06,"20100,0"
2009-10-07,"18900,0"
2009-10-08,"18000,0"
2009-10-09,"17450,0"
2009-10-10,"18650,0"
2009-10-11,"19900,0"
2009-10-12,"20750,0"
2009-10-13,"25850,0"
2009-10-14,"25700,0"
2009-10-15,"25700,0"
2009-10-16,"18600,0"
2009-10-17,"27800,0"
2009-10-18,"27150,0"
2009-10-19,"28600,0"
2009-10-20,"30550,0"
2009-10-21,"37350,12"
2009-10-22,"27299,88"
2009-10-23,"41399,88"
2009-10-24,"31399,88"
2009-10-25,"43149,88"
2009-10-26,"41799,88"
2009-10-27,"23099,76"
2009-10-28,"34650,0"
2009-10-29,"32100,0"
2009-10-30,"32450,0"
2009-10-31,"33000,0"
2009-11-01,"32100,0"
2009-11-02,"30400,0"
2009-11-03,"15850,0"
2009-11-04,"13800,0"
2009-11-05,"29000,0"
2009-11-06,"29200,0"
2009-11-07,"30550,0"
2009-11-08,"32800,0"
2009-11-09,"34800,0"
2009-11-10,"34900,0"
2009-11-11,"18500,0"
2009-11-12,"37250,0"
2009-11-13,"37300,0"
2009-11-14,"38750,0"
2009-11-15,"39600,0"
2009-11-16,"41400,0"
2009-11-17,"42650,0"
2009-11-18,"26050,0"
2009-11-19,"22450,0"
2009-11-20,"45150,0"
2009-11-21,"46000,0"
2009-11-22,"45600,0"
2009-11-23,"46600,0"
2009-11-24,"47750,0"
2009-11-25,"48700,0"
2009-11-26,"27200,0"
2009-11-27,"27100,0"
2009-11-28,"27150,0"
2009-11-29,"25400,0"
2009-11-30,"23600,0"
2009-12-01,"22550,0"
2009-12-02,"31800,0"
2009-12-03,"32300,0"
2009-12-04,"33050,0"
2009-12-05,"31000,0"
2009-12-06,"32050,0"
2009-12-07,"33600,0"
2009-12-08,"24000,0"
2009-12-09,"24050,0"
2009-12-10,"26900,0"
2009-12-11,"30450,0"
2009-12-12,"26850,0"
2009-12-13,"33550,0"
2009-12-14,"30362,0"
2009-12-15,"42945,35"
2009-12-16,"49901,35"
2009-12-17,"54201,35"
2009-12-18,"58101,35"
2009-12-19,"64901,35"
2009-12-20,"70001,35"
2009-12-21,"57109,0"
2009-12-22,"55000,0"
2009-12-23,"55500,0"
2009-12-24,"54550,0"
2009-12-25,"51000,0"
2009-12-26,"48550,0"
2009-12-27,"48400,0"
2009-12-28,"48250,0"
2009-12-29,"47000,0"
2009-12-30,"47850,0"
2009-12-31,"47200,0"
2010-01-01,"46550,0"
2010-01-02,"44550,0"
2010-01-03,"42250,0"
2010-01-04,"44700,0"
2010-01-05,"66004,35"
2010-01-06,"68854,35"
2010-01-07,"70204,35"
2010-01-08,"71204,35"
2010-01-09,"72554,35"
2010-01-10,"70804,35"
2010-01-11,"50450,0"
2010-01-12,"47050,0"
2010-01-13,"57650,0"
2010-01-14,"58453,0"
2010-01-15,"58357,26"
2010-01-16,"57907,0"
2010-01-17,"55258,0"
2010-01-18,"54408,0"
2010-01-19,"42308,74"
2010-01-20,"40306,74"
2010-01-21,"40501,74"
2010-01-22,"41951,0"
2010-01-23,"42301,0"
2010-01-24,"43750,0"
2010-01-25,"41950,0"
2010-01-26,"48826,0"
2010-01-27,"51150,0"
2010-01-28,"51300,0"
2010-01-29,"54199,0"
2010-01-30,"56349,0"
2010-01-31,"60299,0"
2010-02-01,"55974,0"
2010-02-02,"55500,0"
2010-02-03,"55750,0"
2010-02-04,"59000,0"
2010-02-05,"60400,0"
2010-02-06,"70550,0"
2010-02-07,"74150,0"
2010-02-08,"75200,0"
2010-02-09,"80950,0"
2010-02-10,"96750,0"
2010-02-11,"120050,0"
2010-02-12,"107600,0"
2010-02-13,"107750,0"
2010-02-14,"110465,83"
2010-02-15,"111499,0"
2010-02-16,"94785,61"
2010-02-17,"62414,81"
2010-02-18,"88098,98"
2010-02-19,"91798,98"
2010-02-20,"91583,15"
2010-02-21,"86433,15"
2010-02-22,"87313,37"
2010-02-23,"106601,0"
2010-02-24,"82316,83"
2010-02-25,"78716,83"
2010-02-26,"75366,83"
2010-02-27,"86416,83"
2010-02-28,"80851,0"
2010-03-01,"77851,0"
2010-03-02,"76701,0"
2010-03-03,"69451,0"
2010-03-04,"70851,0"
2010-03-05,"82301,0"
2010-03-06,"62650,0"
2010-03-07,"79497,39"
2010-03-08,"84202,21"
2010-03-09,"88547,39"
2010-03-10,"84447,39"
2010-03-11,"86947,39"
2010-03-12,"89447,39"
2010-03-13,"65150,0"
2010-03-14,"59845,18"
2010-03-15,"53250,0"
2010-03-16,"49249,0"
2010-03-17,"46400,0"
2010-03-18,"43850,0"
2010-03-19,"46054,0"
2010-03-20,"50195,0"
2010-03-21,"56298,0"
2010-03-22,"58247,0"
2010-03-23,"61347,0"
2010-03-24,"67683,93"
2010-03-25,"61333,93"
2010-03-26,"71592,93"
2010-03-27,"74088,93"
2010-03-28,"77086,93"
2010-03-29,"76736,93"
2010-03-30,"78350,0"
2010-03-31,"80526,7"
2010-04-01,"67400,9"
2010-04-02,"63400,9"
2010-04-03,"61150,72"
2010-04-04,"57874,2"
2010-04-05,"55479,46"
2010-04-06,"58024,2"
2010-04-07,"60666,48"
2010-04-08,"66180,88"
2010-04-09,"66383,35"
2010-04-10,"77134,71"
2010-04-11,"84501,14"
2010-04-12,"91111,45"
2010-04-13,"99673,24"
2010-04-14,"93883,22"
2010-04-15,"81363,98"
2010-04-16,"132663,11"
2010-04-17,"142815,82"
2010-04-18,"136677,89"
2010-04-19,"132099,75"
2010-04-20,"147258,95"
2010-04-21,"153575,84"
2010-04-22,"101076,32"
2010-04-23,"111204,42"
2010-04-24,"104056,57"
2010-04-25,"103111,44"
2010-04-26,"100460,87"
2010-04-27,"93811,94"
2010-04-28,"91062,42"
2010-04-29,"81243,58"
2010-04-30,"75115,13"
2010-05-01,"100341,79"
2010-05-02,"100201,39"
2010-05-03,"96080,2"
2010-05-04,"89218,2"
2010-05-05,"92481,99"
2010-05-06,"107643,62"
2010-05-07,"81283,3"
2010-05-08,"97659,7"
2010-05-09,"110670,96"
2010-05-10,"109367,84"
2010-05-11,"108301,6"
2010-05-12,"84994,01"
2010-05-13,"91058,12"
2010-05-14,"72805,68"
2010-05-15,"73968,24"
2010-05-16,"71096,36"
2010-05-17,"66320,23"
2010-05-18,"72904,61"
2010-05-19,"63334,5"
2010-05-20,"70095,55"
2010-05-21,"53511,75"
2010-05-22,"82655,87"
2010-05-23,"94915,74"
2010-05-24,"114372,5"
2010-05-25,"117051,5"
2010-05-26,"111329,89"
2010-05-27,"124955,84"
2010-05-28,"99187,43"
2010-05-29,"92201,38"
2010-05-30,"104068,5"
2010-05-31,"102819,8"
2010-06-01,"101604,56"
2010-06-02,"92115,35"
2010-06-03,"85309,6"
2010-06-04,"77524,51"
2010-06-05,"86309,33"
2010-06-06,"84543,72"
2010-06-07,"81497,1"
2010-06-08,"96922,98"
2010-06-09,"102870,88"
2010-06-10,"130482,34"
2010-06-11,"120906,26"
2010-06-12,"117580,5"
2010-06-13,"117682,28"
2010-06-14,"97391,48"
2010-06-15,"106247,6"
2010-06-16,"91102,7699999999"
2010-06-17,"94872,3399999999"
2010-06-18,"106536,7"
2010-06-19,"107240,61"
2010-06-20,"134175,39"
2010-06-21,"145977,38"
2010-06-22,"134294,47"
2010-06-23,"118147,83"
2010-06-24,"119626,32"
2010-06-25,"134033,69"
2010-06-26,"84101,54"
2010-06-27,"100485,9"
2010-06-28,"95538,81"
2010-06-29,"91738,42"
2010-06-30,"108549,96"
2010-07-01,"131547,34"
2010-07-02,"116147,81"
2010-07-03,"118367,36"
2010-07-04,"148929,86"
2010-07-05,"137913,31"
2010-07-06,"145212,78"
2010-07-07,"158001,23"
2010-07-08,"171763,58"
2010-07-09,"139027,6"
2010-07-10,"123717,16"
2010-07-11,"114659,53"
2010-07-12,"93947,07"
2010-07-13,"193714,91"
2010-07-14,"206994,36"
2010-07-15,"248235,9"
2010-07-16,"321595,39"
2010-07-17,"354815,55"
2010-07-18,"353407,09"
2010-07-19,"270108,92"
2010-07-20,"260454,83"
2010-07-21,"217237,3"
2010-07-22,"135730,28"
2010-07-23,"129654,17"
2010-07-24,"130314,56"
2010-07-25,"145071,06"
2010-07-26,"148782,25"
2010-07-27,"202184,64"
2010-07-28,"154511,81"
2010-07-29,"192670,18"
2010-07-30,"185150,12"
2010-07-31,"162260,1"
2010-08-01,"99288,0899999999"
2010-08-02,"95193,8199999999"
2010-08-03,"139769,56"
2010-08-04,"154576,91"
2010-08-05,"154262,59"
2010-08-06,"164553,7"
2010-08-07,"166005,11"
2010-08-08,"167023,01"
2010-08-09,"90912,72"
2010-08-10,"122668,04"
2010-08-11,"109104,59"
2010-08-12,"127786,27"
2010-08-13,"124363,08"
2010-08-14,"140175,49"
2010-08-15,"143926,34"
2010-08-16,"105802,81"
2010-08-17,"123664,56"
2010-08-18,"114957,62"
2010-08-19,"126110,54"
2010-08-20,"114251,5"
2010-08-21,"110987,18"
2010-08-22,"134172,32"
2010-08-23,"114258,34"
2010-08-24,"114902,29"
2010-08-25,"110860,47"
2010-08-26,"107476,78"
2010-08-27,"98759,0199999997"
2010-08-28,"93006,0099999997"
2010-08-29,"100600,59"
2010-08-30,"95500,0499994997"
2010-08-31,"89564,7200009997"
2010-09-01,"110752,5500011"
2010-09-02,"112837,1399999"
2010-09-03,"110228,45"
2010-09-04,"112019,4099996"
2010-09-05,"119660,1599996"
2010-09-06,"130478,1700007"
2010-09-07,"174338,5499989"
2010-09-08,"164451,6200002"
2010-09-09,"163611,0100003"
2010-09-10,"173069,1400005"
2010-09-11,"171625,6399985"
2010-09-12,"155682,4699982"
2010-09-13,"99466,7099983997"
2010-09-14,"149704,1999985"
2010-09-15,"154635,03960192"
2010-09-16,"156500,7399983"
2010-09-17,"167560,3800003"
2010-09-18,"201951,4100003"
2010-09-19,"200449,46039658"
2010-09-20,"159807,32"
2010-09-21,"171023,12"
2010-09-22,"152435,41960362"
2010-09-23,"144512,26960362"
2010-09-24,"183538,07960362"
2010-09-25,"169141,69960362"
2010-09-26,"171801,5000001"
2010-09-27,"175449,130000099"
2010-09-28,"182122,84"
2010-09-29,"228478,4500001"
2010-09-30,"183960,060000099"
2010-10-01,"198239,837194939"
2010-10-02,"206986,962231969"
2010-10-03,"333632,95223395"
2010-10-04,"320491,51999921"
2010-10-05,"305168,99880714"
2010-10-06,"349575,40880615"
2010-10-07,"351093,16880724"
2010-10-08,"341127,43776823"
2010-10-09,"208339,71776724"
2010-10-10,"274811,53000109"
2010-10-11,"290821,94"
2010-10-12,"284805,64000109"
2010-10-13,"305576,930001089"
2010-10-14,"263935,670001089"
2010-10-15,"274093,320001089"
2010-10-16,"223704,289999999"
2010-10-17,"265464,040001089"
2010-10-18,"252968,550001089"
2010-10-19,"226922,140001089"
2010-10-20,"242751,850001089"
2010-10-21,"191960,060001089"
2010-10-22,"237675,317767239"
2010-10-23,"221067,777766149"
2010-10-24,"221938,287766149"
2010-10-25,"247075,677766149"
2010-10-26,"244961,907766149"
2010-10-27,"241128,407766149"
2010-10-28,"231754,15"
2010-10-29,"276005,989999999"
2010-10-30,"292557,159999999"
2010-10-31,"272375,049999999"
2010-11-01,"284440,159999999"
2010-11-02,"260735,849999999"
2010-11-03,"221037,159999999"
2010-11-04,"159312,399999999"
2010-11-05,"226873,271087879"
2010-11-06,"224971,701087879"
2010-11-07,"291320,071087879"
2010-11-08,"162804,111087879"
2010-11-09,"416938,511087879"
2010-11-10,"416686,171087879"
2010-11-11,"402773,289999999"
2010-11-12,"398462,129999999"
2010-11-13,"383444,799999999"
2010-11-14,"376418,729999999"
2010-11-15,"124601,369999999"
2010-11-16,"156712,299999999"
2010-11-17,"153166,589999999"
2010-11-18,"167589,409999999"
2010-11-19,"178132,241087879"
2010-11-20,"180442,281087879"
2010-11-21,"180490,701087879"
2010-11-22,"146126,711087879"
2010-11-23,"138631,751087879"
2010-11-24,"139308,461087879"
2010-11-25,"131296,259999999"
2010-11-26,"150201,219999999"
2010-11-27,"206539,649999999"
2010-11-28,"198941,539999999"
2010-11-29,"191467,879999999"
2010-11-30,"188719,629999999"
2010-12-01,"212443,229999999"
2010-12-02,"212829,359999999"
2010-12-03,"176936,649999999"
2010-12-04,"170578,699999999"
2010-12-05,"204724,199999999"
2010-12-06,"201764,433867029"
2010-12-07,"235055,715655979"
2010-12-08,"263746,914714339"
2010-12-09,"242222,102728479"
2010-12-10,"251182,720001089"
2010-12-11,"217579,886146809"
2010-12-12,"245199,926726639"
2010-12-13,"167880,587095269"
2010-12-14,"168989,633520269"
2010-12-15,"174529,135666479"
2010-12-16,"177573,140841269"
2010-12-17,"182168,727094099"
2010-12-18,"160094,009542249"
2010-12-19,"168573,072675559"
2010-12-20,"168059,047050359"
2010-12-21,"172879,705555109"
2010-12-22,"192748,157237869"
2010-12-23,"206757,640747189"
2010-12-24,"204389,581997089"
2010-12-25,"183857,915304469"
2010-12-26,"154982,553697129"
2010-12-27,"133241,207599809"
2010-12-28,"138720,041924759"
2010-12-29,"126755,299064529"
2010-12-30,"188955,873579079"
2010-12-31,"207634,658069619"
2011-01-01,"205762,25483713"
2011-01-02,"205663,31631239"
2011-01-03,"189110,62381186"
2011-01-04,"193332,64125255"
2011-01-05,"133222,95811846"
2011-01-06,"117471,77072129"
2011-01-07,"112981,83962186"
2011-01-08,"122878,32136432"
2011-01-09,"129717,88403043"
2011-01-10,"119344,33840649"
2011-01-11,"145588,9954416"
2011-01-12,"182632,75682294"
2011-01-13,"180173,41790502"
2011-01-14,"219154,9346976"
2011-01-15,"233656,36863701"
2011-01-16,"240286,1904025"
2011-01-17,"230310,9508604"
2011-01-18,"183531,84946152"
2011-01-19,"230780,65573255"
2011-01-20,"230561,56457185"
2011-01-21,"218620,39692899"
2011-01-22,"221553,00218742"
2011-01-23,"234866,90885079"
2011-01-24,"245545,47634434"
2011-01-25,"217211,77931525"
2011-01-26,"208306,66074261"
2011-01-27,"187795,75431675"
2011-01-28,"614555,5004266"
2011-01-29,"608585,31349344"
2011-01-30,"591843,46359489"
2011-01-31,"570555,33969569"
2011-02-01,"599126,47860781"
2011-02-02,"613917,29049046"
2011-02-03,"248948,032651499"
2011-02-04,"269766,839576609"
2011-02-05,"270353,03705307"
2011-02-06,"279368,05476488"
2011-02-07,"256452,34762813"
2011-02-08,"254163,6044251"
2011-02-09,"230602,24533426"
2011-02-10,"246894,90381422"
2011-02-11,"243454,784550519"
2011-02-12,"256737,2750591"
2011-02-13,"250857,04957654"
2011-02-14,"210839,45540508"
2011-02-15,"234537,76282626"
2011-02-16,"211546,76643331"
2011-02-17,"200195,76962475"
2011-02-18,"167326,45283507"
2011-02-19,"173761,40915874"
2011-02-20,"177512,06097899"
2011-02-21,"161103,68960174"
2011-02-22,"149425,52960174"
2011-02-23,"153421,25311388"
2011-02-24,"156267,03931686"
2011-02-25,"167630,31562727"
2011-02-26,"174617,70150247"
2011-02-27,"158912,60199822"
2011-02-28,"216776,62414445"
2011-03-01,"232474,79207623"
2011-03-02,"427364,66932857"
2011-03-03,"572238,92453"
2011-03-04,"527565,8408795"
2011-03-05,"597362,2328978"
2011-03-06,"539568,7520844"
2011-03-07,"491180,68251318"
2011-03-08,"350720,89629685"
2011-03-09,"210707,54054135"
2011-03-10,"188078,36294723"
2011-03-11,"186858,83998469"
2011-03-12,"192646,84336403"
2011-03-13,"149922,07412665"
2011-03-14,"156075,77862664"
2011-03-15,"241092,02699915"
2011-03-16,"258937,61309001"
2011-03-17,"273309,7924531"
2011-03-18,"296685,85102723"
2011-03-19,"290019,88308982"
2011-03-20,"244656,79486895"
2011-03-21,"148765,42033342"
2011-03-22,"120138,95603482"
2011-03-23,"128456,46892455"
2011-03-24,"108931,65030689"
2011-03-25,"123944,24630469"
2011-03-26,"141210,28626832"
2011-03-27,"175463,5602487"
2011-03-28,"193634,89676583"
2011-03-29,"204833,11702175"
2011-03-30,"174892,61996824"
2011-03-31,"161285,09406788"
2011-04-01,"178554,17470188"
2011-04-02,"138007,15841924"
2011-04-03,"163211,72608992"
2011-04-04,"142385,80699609"
2011-04-05,"166862,78239361"
2011-04-06,"183470,89223079"
2011-04-07,"178657,37075608"
2011-04-08,"171732,81916189"
2011-04-09,"161777,28324514"
2011-04-10,"181317,59543185"
2011-04-11,"152128,23808601"
2011-04-12,"133408,96896955"
2011-04-13,"160569,03993737"
2011-04-14,"159364,39479814"
2011-04-15,"195492,55304971"
2011-04-16,"204011,5603049"
2011-04-17,"181345,42803025"
2011-04-18,"230420,38523806"
2011-04-19,"189542,51096753"
2011-04-20,"192237,33333879"
2011-04-21,"289607,50855513"
2011-04-22,"307532,91034214"
2011-04-23,"341811,63767071"
2011-04-24,"351425,20658634"
2011-04-25,"364041,1983125"
2011-04-26,"357477,69071482"
2011-04-27,"298963,39458606"
2011-04-28,"289678,93775464"
2011-04-29,"243350,71546835"
2011-04-30,"368489,72319323"
2011-05-01,"587722,56717993"
2011-05-02,"614902,95999744"
2011-05-03,"600298,09557065"
2011-05-04,"611635,03894271"
2011-05-05,"702508,80778369"
2011-05-06,"517603,61541579"
2011-05-07,"321666,29875107"
2011-05-08,"334616,00652185"
2011-05-09,"529592,30340467"
2011-05-10,"329075,06298451"
2011-05-11,"432950,8400381"
2011-05-12,"466329,30959622"
2011-05-13,"282682,73592466"
2011-05-14,"295235,84247919"
2011-05-15,"552740,79590863"
2011-05-16,"597266,80754401"
2011-05-17,"614039,53700271"
2011-05-18,"651737,15716218"
2011-05-19,"687915,4682556"
2011-05-20,"682863,723686371"
2011-05-21,"407160,55500335"
2011-05-22,"345580,18603588"
2011-05-23,"463001,12670303"
2011-05-24,"518578,18830439"
2011-05-25,"523180,867085881"
2011-05-26,"507734,917050691"
2011-05-27,"229546,565648111"
2011-05-28,"523485,66703501"
2011-05-29,"515988,52031615"
2011-05-30,"512373,06075665"
2011-05-31,"490864,60550211"
2011-06-01,"498724,31852556"
2011-06-02,"498078,62280933"
2011-06-03,"205924,01828234"
2011-06-04,"299036,10633746"
2011-06-05,"320697,17459602"
2011-06-06,"360538,48710187"
2011-06-07,"529185,7308953"
2011-06-08,"530036,40285225"
2011-06-09,"628060,745745831"
2011-06-10,"491675,94292724"
2011-06-11,"635153,24927292"
2011-06-12,"541443,963158911"
2011-06-13,"1051436,10583189"
2011-06-14,"1009926,77770461"
2011-06-15,"1120674,0419762"
2011-06-16,"1134081,71438723"
2011-06-17,"1091374,11777125"
2011-06-18,"1136203,06599818"
2011-06-19,"595471,53392772"
2011-06-20,"1324662,35711543"
2011-06-21,"1152805,00823824"
2011-06-22,"1120424,65775687"
2011-06-23,"613629,04019713"
2011-06-24,"1049321,73328172"
2011-06-25,"1025375,38437631"
2011-06-26,"806485,163972101"
2011-06-27,"793569,946591781"
2011-06-28,"833782,6458669"
2011-06-29,"827776,48540876"
2011-06-30,"377150,791177971"
2011-07-01,"371202,392403701"
2011-07-02,"401531,659259051"
2011-07-03,"421276,340244081"
2011-07-04,"327179,130338571"
2011-07-05,"331875,273812971"
2011-07-06,"329327,353634801"
2011-07-07,"315150,303275391"
2011-07-08,"306054,588839071"
2011-07-09,"253412,286945841"
2011-07-10,"256485,473981381"
2011-07-11,"250587,039537541"
2011-07-12,"208064,054059511"
2011-07-13,"181473,756176991"
2011-07-14,"202614,097580491"
2011-07-15,"199140,338097601"
2011-07-16,"195087,327027481"
2011-07-17,"183143,461771281"
2011-07-18,"152906,901788471"
2011-07-19,"647630,904130771"
2011-07-20,"640733,283150021"
2011-07-21,"774938,877151941"
2011-07-22,"774117,436093811"
2011-07-23,"787284,689398361"
2011-07-24,"783887,986016831"
2011-07-25,"278580,982315542"
2011-07-26,"279507,149610662"
2011-07-27,"159303,016434642"
2011-07-28,"168271,521567222"
2011-07-29,"200297,387379852"
2011-07-30,"208605,979912062"
2011-07-31,"223107,354039322"
2011-08-01,"218516,672513592"
2011-08-02,"348343,743033892"
2011-08-03,"348338,823873072"
2011-08-04,"347698,178607182"
2011-08-05,"288962,994831182"
2011-08-06,"339728,584047932"
2011-08-07,"371492,919598991"
2011-08-08,"312096,939762102"
2011-08-09,"368744,932583922"
2011-08-10,"383218,721543982"
2011-08-11,"391414,362764542"
2011-08-12,"321006,893073222"
