Date,blockchain/block_interval_mean
2009-01-09,"33506,0"
2009-01-10,"2561,19672131148"
2009-01-11,"917,838709677419"
2009-01-12,"923,042553191489"
2009-01-13,"707,50406504065"
2009-01-14,"667,457364341085"
2009-01-15,"682,31746031746"
2009-01-16,"806,092592592593"
2009-01-17,"793,834862385321"
2009-01-18,"805,327102803738"
2009-01-19,"745,826086956522"
2009-01-20,"764,289473684211"
2009-01-21,"742,539215686274"
2009-01-22,"1069,25274725275"
2009-01-23,"1028,83333333333"
2009-01-24,"428,900497512438"
2009-01-25,"450,806282722513"
2009-01-26,"901,364583333333"
2009-01-27,"891,412371134021"
2009-01-28,"773,723214285714"
2009-01-29,"710,702479338843"
2009-01-30,"737,25641025641"
2009-01-31,"630,782608695652"
2009-02-01,"760,283185840708"
2009-02-02,"676,8125"
2009-02-03,"623,172661870504"
2009-02-04,"723,647058823529"
2009-02-05,"687,880952380952"
2009-02-06,"706,877049180328"
2009-02-07,"668,37984496124"
2009-02-08,"655,840909090909"
2009-02-09,"646,119402985075"
2009-02-10,"717,208333333333"
2009-02-11,"650,03007518797"
2009-02-12,"721,53781512605"
2009-02-13,"703,774193548387"
2009-02-14,"633,477941176471"
2009-02-15,"675,5859375"
2009-02-16,"708,352459016393"
2009-02-17,"739,692307692308"
2009-02-18,"728,737288135593"
2009-02-19,"695,709677419355"
2009-02-20,"710,672131147541"
2009-02-21,"757,157894736842"
2009-02-22,"713,801652892562"
2009-02-23,"797,101851851852"
2009-02-24,"817,367924528302"
2009-02-25,"817,209523809524"
2009-02-26,"816,093457943925"
2009-02-27,"747,747826086956"
2009-02-28,"876,929292929293"
2009-03-01,"817,828571428571"
2009-03-02,"799,166666666667"
2009-03-03,"822,714285714286"
2009-03-04,"836,442307692308"
2009-03-05,"777,625"
2009-03-06,"737,350427350427"
2009-03-07,"798,614678899083"
2009-03-08,"756,721739130435"
2009-03-09,"842,388888888889"
2009-03-10,"812,336448598131"
2009-03-11,"765,570175438596"
2009-03-12,"728,008474576271"
2009-03-13,"768,24778761062"
2009-03-14,"784,781818181818"
2009-03-15,"702,829268292683"
2009-03-16,"709,677685950413"
2009-03-17,"762,245614035088"
2009-03-18,"758,043859649123"
2009-03-19,"706,483606557377"
2009-03-20,"728,152542372881"
2009-03-21,"1555,86"
2009-03-22,"800,949579831933"
2009-03-23,"670,184615384615"
2009-03-24,"818,695238095238"
2009-03-25,"732,692307692308"
2009-03-26,"747,247863247863"
2009-03-27,"806,566037735849"
2009-03-28,"728,344537815126"
2009-03-29,"746,862068965517"
2009-03-30,"717,575"
2009-03-31,"925,427272727273"
2009-04-01,"843,535087719298"
2009-04-02,"908,834782608696"
2009-04-03,"743,965517241379"
2009-04-04,"761,336283185841"
2009-04-05,"665,938461538462"
2009-04-06,"790,220183486239"
2009-04-07,"865,76"
2009-04-08,"825,4"
2009-04-09,"868,020202020202"
2009-04-10,"805,805555555556"
2009-04-11,"711,3"
2009-04-12,"736,71186440678"
2009-04-13,"746,939130434783"
2009-04-14,"701,975806451613"
2009-04-15,"765,141592920354"
2009-04-16,"705,886178861789"
2009-04-17,"766,991071428571"
2009-04-18,"686,174603174603"
2009-04-19,"730,252100840336"
2009-04-20,"725,53781512605"
2009-04-21,"701,333333333333"
2009-04-22,"714,396694214876"
2009-04-23,"1153,22666666667"
2009-04-24,"752,408695652174"
2009-04-25,"732,771186440678"
2009-04-26,"773,473214285714"
2009-04-27,"831,096153846154"
2009-04-28,"732,931623931624"
2009-04-29,"673,46875"
2009-04-30,"664,908396946565"
2009-05-01,"717,909090909091"
2009-05-02,"677,936507936508"
2009-05-03,"819,216981132075"
2009-05-04,"685,09375"
2009-05-05,"638,918518518519"
2009-05-06,"648,977777777778"
2009-05-07,"710,893442622951"
2009-05-08,"763,542056074766"
2009-05-09,"1134,33333333333"
2009-05-10,"1049,70588235294"
2009-05-11,"717,916666666667"
2009-05-12,"672,561538461538"
2009-05-13,"774,288288288288"
2009-05-14,"628,856115107914"
2009-05-15,"631,941176470588"
2009-05-16,"729,268907563025"
2009-05-17,"687,527559055118"
2009-05-18,"732,415254237288"
2009-05-19,"1010,54651162791"
2009-05-20,"722,533333333333"
2009-05-21,"1044,30487804878"
2009-05-22,"823,508196721311"
2009-05-23,"3863,09375"
2009-05-24,"872,86"
2009-05-25,"787,651376146789"
2009-05-26,"704,28"
2009-05-27,"719,890756302521"
2009-05-28,"919,421052631579"
2009-05-29,"810,594339622642"
2009-05-30,"804,587155963303"
2009-05-31,"737,104166666667"
2009-06-01,"1226,38028169014"
2009-06-02,"916,135135135135"
2009-06-03,"909,197183098591"
2009-06-04,"1642,56060606061"
2009-06-05,"813,966666666667"
2009-06-06,"5195,17857142857"
2009-06-07,"5562,8125"
2009-06-08,"1058,07317073171"
2009-06-09,"954,098901098901"
2009-06-10,"1055,63414634146"
2009-06-11,"960,179775280899"
2009-06-12,"1011,09302325581"
2009-06-13,"1098,24358974359"
2009-06-14,"1222,04166666667"
2009-06-15,"1032,08333333333"
2009-06-16,"1194,66197183099"
2009-06-17,"1107,43037974684"
2009-06-18,"1083,2"
2009-06-19,"995,942528735632"
2009-06-20,"1082,28205128205"
2009-06-21,"1079,56790123457"
2009-06-22,"1145,64473684211"
2009-06-23,"1138,57894736842"
2009-06-24,"927,884210526316"
2009-06-25,"1272,92647058824"
2009-06-26,"968,922222222222"
2009-06-27,"1029,72619047619"
2009-06-28,"1886,32608695652"
2009-06-29,"1047,87951807229"
2009-06-30,"1012,58823529412"
2009-07-01,"1138,48648648649"
2009-07-02,"1061,4578313253"
2009-07-03,"1044,09756097561"
2009-07-04,"979,52808988764"
2009-07-05,"1094,03797468354"
2009-07-06,"1014,14285714286"
2009-07-07,"1282,05797101449"
2009-07-08,"1169,18918918919"
2009-07-09,"1006,32558139535"
2009-07-10,"1052,82716049383"
2009-07-11,"1067,75903614458"
2009-07-12,"1104,74025974026"
2009-07-13,"1132,41025641026"
2009-07-14,"1262,72463768116"
2009-07-15,"1913,75555555556"
2009-07-16,"1224,84507042254"
2009-07-17,"1289,91489361702"
2009-07-18,"25542,0"
2009-07-19,"1389,25714285714"
2009-07-20,"1236,84285714286"
2009-07-21,"1066,01219512195"
2009-07-22,"1287,83333333333"
2009-07-23,"1271,55263157895"
2009-07-24,"1163,61643835616"
2009-07-25,"1753,75"
2009-07-26,"5645,95238095238"
2009-07-27,"1169,7027027027"
2009-07-28,"2057,60975609756"
2009-07-29,"4161,68421052632"
2009-07-30,"6377,13333333333"
2009-07-31,"5005,11764705882"
2009-08-01,"3016,46428571429"
2009-08-02,"3854,39130434783"
2009-08-03,"7029,58333333333"
2009-08-04,"1110,97530864198"
2009-08-05,"999,528735632184"
2009-08-06,"971,066666666667"
2009-08-07,"1079,95"
2009-08-08,"1073,4875"
2009-08-09,"873,118811881188"
2009-08-10,"1149,06666666667"
2009-08-11,"1245,57142857143"
2009-08-12,"1359,31746031746"
2009-08-13,"1035,44705882353"
2009-08-14,"1358,90476190476"
2009-08-15,"3305,69230769231"
2009-08-16,"3607,78947368421"
2009-08-17,"5721,29411764706"
2009-08-18,"9449,8"
2009-08-19,"4838,38888888889"
2009-08-20,"3738,5"
2009-08-21,"6259,85714285714"
2009-08-22,"12716,7142857143"
2009-08-23,"5740,93333333333"
2009-08-24,"5827,73333333333"
2009-08-25,"1491,28"
2009-08-26,"2032,83333333333"
2009-08-27,"2947,96551724138"
2009-08-28,"1178,73333333333"
2009-08-29,"1110,94871794872"
2009-08-30,"905,39175257732"
2009-08-31,"1014,02325581395"
2009-09-01,"1054,08974358974"
2009-09-02,"1369,31818181818"
2009-09-03,"1435,52459016393"
2009-09-04,"1346,0"
2009-09-05,"1145,89473684211"
2009-09-06,"1247,02941176471"
2009-09-07,"1137,82051282051"
2009-09-08,"1244,91304347826"
2009-09-09,"1610,38888888889"
2009-09-10,"1305,29850746269"
2009-09-11,"1301,07462686567"
2009-09-12,"1250,68115942029"
2009-09-13,"1147,48"
2009-09-14,"1159,83783783784"
2009-09-15,"1863,09090909091"
2009-09-16,"1276,25"
2009-09-17,"1037,97619047619"
2009-09-18,"1123,52564102564"
2009-09-19,"1184,94594594595"
2009-09-20,"1105,75641025641"
2009-09-21,"1249,23188405797"
2009-09-22,"3247,88"
2009-09-23,"2545,08333333333"
2009-09-24,"909,443298969072"
2009-09-25,"952,384615384615"
2009-09-26,"877,0"
2009-09-27,"1023,13793103448"
2009-09-28,"1030,36470588235"
2009-09-29,"1004,07954545455"
2009-09-30,"1220,70588235294"
2009-10-01,"1199,79268292683"
2009-10-02,"1193,93055555556"
2009-10-03,"1492,1724137931"
2009-10-04,"1617,52830188679"
2009-10-05,"1607,30909090909"
2009-10-06,"1947,46511627907"
2009-10-07,"1469,86666666667"
2009-10-08,"1266,75714285714"
2009-10-09,"1194,26582278481"
2009-10-10,"1444,06493506494"
2009-10-11,"1171,08108108108"
2009-10-12,"1491,0"
2009-10-13,"1520,43859649123"
2009-10-14,"1259,04347826087"
2009-10-15,"1212,21126760563"
2009-10-16,"1414,7"
2009-10-17,"1547,52631578947"
2009-10-18,"1163,36486486486"
2009-10-19,"774,285714285714"
2009-10-20,"913,631578947368"
2009-10-21,"1072,475"
2009-10-22,"982,455555555556"
2009-10-23,"969,325842696629"
2009-10-24,"1359,64516129032"
2009-10-25,"1157,92105263158"
2009-10-26,"1223,3661971831"
2009-10-27,"1342,953125"
2009-10-28,"1253,63636363636"
2009-10-29,"1982,21739130435"
2009-10-30,"1408,55"
2009-10-31,"1910,19565217391"
2009-11-01,"3464,68"
2009-11-02,"2586,78787878788"
2009-11-03,"1391,93548387097"
2009-11-04,"1378,34920634921"
2009-11-05,"1464,80701754386"
2009-11-06,"1431,3064516129"
2009-11-07,"1234,66666666667"
2009-11-08,"1220,35616438356"
2009-11-09,"1346,953125"
2009-11-10,"1101,25641025641"
2009-11-11,"1358,859375"
2009-11-12,"1299,40909090909"
2009-11-13,"1076,6"
2009-11-14,"1080,01265822785"
2009-11-15,"919,520833333333"
2009-11-16,"886,525773195876"
2009-11-17,"944,978260869565"
2009-11-18,"1093,55696202532"
2009-11-19,"1226,54285714286"
2009-11-20,"1002,44186046512"
2009-11-21,"1194,04109589041"
2009-11-22,"812,27358490566"
2009-11-23,"901,854166666667"
2009-11-24,"922,268817204301"
2009-11-25,"958,211111111111"
2009-11-26,"1033,11904761905"
2009-11-27,"1177,93243243243"
2009-11-28,"1217,18309859155"
2009-11-29,"1436,63333333333"
2009-11-30,"1152,65333333333"
2009-12-01,"1190,72602739726"
2009-12-02,"923,425531914894"
2009-12-03,"950,556818181818"
2009-12-04,"2484,05555555556"
2009-12-05,"1336,21875"
2009-12-06,"831,796116504854"
2009-12-07,"779,973214285714"
2009-12-08,"819,190476190476"
2009-12-09,"900,8125"
2009-12-10,"837,278846153846"
2009-12-11,"754,267857142857"
2009-12-12,"798,836363636364"
2009-12-13,"760,201754385965"
2009-12-14,"844,137254901961"
2009-12-15,"779,327272727273"
2009-12-16,"643,110294117647"
2009-12-17,"515,254437869822"
2009-12-18,"384,182222222222"
2009-12-19,"433,641414141414"
2009-12-20,"488,348571428571"
2009-12-21,"500,845714285714"
2009-12-22,"530,006172839506"
2009-12-23,"566,558441558442"
2009-12-24,"559,545454545455"
2009-12-25,"573,281879194631"
2009-12-26,"502,293103448276"
2009-12-27,"510,97005988024"
2009-12-28,"730,525547445255"
2009-12-29,"513,707602339181"
2009-12-30,"612,68085106383"
2009-12-31,"619,449275362319"
2010-01-01,"854,090909090909"
2010-01-02,"963,5"
2010-01-03,"465,306451612903"
2010-01-04,"478,077348066298"
2010-01-05,"437,919191919192"
2010-01-06,"529,533742331288"
2010-01-07,"560,662337662338"
2010-01-08,"565,281045751634"
2010-01-09,"569,907284768212"
2010-01-10,"455,094736842105"
2010-01-11,"546,025157232704"
2010-01-12,"542,477987421384"
2010-01-13,"528,34756097561"
2010-01-14,"589,41958041958"
2010-01-15,"628,014184397163"
2010-01-16,"690,632"
2010-01-17,"658,69465648855"
2010-01-18,"689,288"
2010-01-19,"693,540322580645"
2010-01-20,"551,803797468354"
2010-01-21,"491,434285714286"
2010-01-22,"653,766917293233"
2010-01-23,"537,86875"
2010-01-24,"560,88961038961"
2010-01-25,"410,682464454976"
2010-01-26,"441,748717948718"
2010-01-27,"531,823170731707"
2010-01-28,"488,649717514124"
2010-01-29,"438,649746192893"
2010-01-30,"410,119047619048"
2010-01-31,"524,09696969697"
2010-02-01,"467,309782608696"
2010-02-02,"593,468965517241"
2010-02-03,"329,281481481481"
2010-02-04,"389,873362445415"
2010-02-05,"385,134529147982"
2010-02-06,"451,21875"
2010-02-07,"394,400921658986"
2010-02-08,"438,88"
2010-02-09,"421,652173913043"
2010-02-10,"513,142857142857"
2010-02-11,"515,473372781065"
2010-02-12,"467,770491803279"
2010-02-13,"372,814655172414"
2010-02-14,"418,225961538462"
2010-02-15,"491,926136363636"
2010-02-16,"444,405128205128"
2010-02-17,"360,18410041841"
2010-02-18,"414,5"
2010-02-19,"451,890625"
2010-02-20,"415,317307692308"
2010-02-21,"389,363228699552"
2010-02-22,"330,6"
2010-02-23,"348,804"
2010-02-24,"505,74269005848"
2010-02-25,"560,461038961039"
2010-02-26,"501,174418604651"
2010-02-27,"497,622093023256"
2010-02-28,"554,108974358974"
2010-03-01,"448,364102564103"
2010-03-02,"459,75"
2010-03-03,"568,967105263158"
2010-03-04,"464,637837837838"
2010-03-05,"501,163742690058"
2010-03-06,"502,64406779661"
2010-03-07,"481,497206703911"
2010-03-08,"691,248"
2010-03-09,"593,547945205479"
2010-03-10,"531,62962962963"
2010-03-11,"653,488721804511"
2010-03-12,"712,355371900826"
2010-03-13,"565,143790849673"
2010-03-14,"690,248"
2010-03-15,"636,918518518519"
2010-03-16,"691,761904761905"
2010-03-17,"634,007352941176"
2010-03-18,"639,85"
2010-03-19,"567,908496732026"
2010-03-20,"468,614583333333"
2010-03-21,"475,661202185792"
2010-03-22,"486,296089385475"
2010-03-23,"415,792270531401"
2010-03-24,"505,005847953216"
2010-03-25,"463,786096256685"
2010-03-26,"438,756345177665"
2010-03-27,"481,544943820225"
2010-03-28,"468,069892473118"
2010-03-29,"472,666666666667"
2010-03-30,"447,46976744186"
2010-03-31,"445,062200956938"
2010-04-01,"515,571428571429"
2010-04-02,"554,089743589744"
2010-04-03,"536,975155279503"
2010-04-04,"507,707602339181"
2010-04-05,"563,313725490196"
2010-04-06,"545,308176100629"
2010-04-07,"444,963730569948"
2010-04-08,"474,07650273224"
2010-04-09,"458,84126984127"
2010-04-10,"329,176923076923"
2010-04-11,"391,385650224215"
2010-04-12,"443,339901477832"
2010-04-13,"454,174603174603"
2010-04-14,"480,305555555556"
2010-04-15,"401,865740740741"
2010-04-16,"416,831683168317"
2010-04-17,"403,932126696833"
2010-04-18,"358,604081632653"
2010-04-19,"375,043103448276"
2010-04-20,"426,678048780488"
2010-04-21,"395,03196347032"
2010-04-22,"543,547169811321"
2010-04-23,"575,133333333333"
2010-04-24,"517,017857142857"
2010-04-25,"545,879746835443"
2010-04-26,"529,725609756098"
2010-04-27,"479,816666666667"
2010-04-28,"489,105555555556"
2010-04-29,"595,496598639456"
2010-04-30,"592,277777777778"
2010-05-01,"480,693989071038"
2010-05-02,"566,283870967742"
2010-05-03,"544,553459119497"
2010-05-04,"644,632352941176"
2010-05-05,"632,080291970803"
2010-05-06,"582,637583892617"
2010-05-07,"659,265151515152"
2010-05-08,"555,681818181818"
2010-05-09,"617,741258741259"
2010-05-10,"668,7890625"
2010-05-11,"758,495495495495"
2010-05-12,"722,818897637795"
2010-05-13,"672,2421875"
2010-05-14,"705,886178861789"
2010-05-15,"945,725274725275"
2010-05-16,"729,522123893805"
2010-05-17,"649,237762237762"
2010-05-18,"511,303571428571"
2010-05-19,"531,689024390244"
2010-05-20,"435,901477832512"
2010-05-21,"490,261363636364"
2010-05-22,"471,302564102564"
2010-05-23,"411,772511848341"
2010-05-24,"458,484042553192"
2010-05-25,"410,985714285714"
2010-05-26,"395,304932735426"
2010-05-27,"451,604166666667"
2010-05-28,"389,825112107623"
2010-05-29,"469,95652173913"
2010-05-30,"588,147651006711"
2010-05-31,"609,443661971831"
2010-06-01,"643,592592592593"
2010-06-02,"603,149659863946"
2010-06-03,"570,828947368421"
2010-06-04,"736,832"
2010-06-05,"590,234482758621"
2010-06-06,"588,493243243243"
2010-06-07,"555,178343949045"
2010-06-08,"544,5625"
2010-06-09,"551,357142857143"
2010-06-10,"573,39375"
2010-06-11,"506,095238095238"
2010-06-12,"653,103703703704"
2010-06-13,"504,31976744186"
2010-06-14,"554,72049689441"
2010-06-15,"470,66847826087"
2010-06-16,"602,584507042254"
2010-06-17,"594,335616438356"
2010-06-18,"608,953333333333"
2010-06-19,"575,633333333333"
2010-06-20,"488,945945945946"
2010-06-21,"598,292207792208"
2010-06-22,"561,858974358974"
2010-06-23,"465,192513368984"
2010-06-24,"518,863905325444"
2010-06-25,"595,42"
2010-06-26,"562,685534591195"
