Date,indicators/net_realized_profit_loss
2012-03-26,"-23920,7706157123"
2012-03-27,"-19659,9195516746"
2012-03-28,"4638,64781299655"
2012-03-29,"-35064,6214075959"
2012-03-30,"-629124,065695275"
2012-03-31,"8760,67569455098"
2012-04-01,"-8034,93747635148"
2012-04-02,"7701,64234881115"
2012-04-03,"-126468,871534187"
2012-04-04,"8376,56725661062"
2012-04-05,"7294,09741006822"
2012-04-06,"24893,6107284251"
2012-04-07,"-11861,9985558343"
2012-04-08,"-8680,34475381486"
2012-04-09,"23812,0153317874"
2012-04-10,"-7451,96593471406"
2012-04-11,"12700,336660425"
2012-04-12,"15509,2920611616"
2012-04-13,"3884,45622256249"
2012-04-14,"19802,72443538"
2012-04-15,"23227,0052120427"
2012-04-16,"24562,1270617347"
2012-04-17,"7155,13925125888"
2012-04-18,"42847,7591480689"
2012-04-19,"32463,7633386301"
2012-04-20,"51637,9085982788"
2012-04-21,"12783,8724383724"
2012-04-22,"39539,9205609787"
2012-04-23,"-43849,4716877723"
2012-04-24,"-4215,29099548918"
2012-04-25,"202739,419020444"
2012-04-26,"-59291,53556557"
2012-04-27,"982,055167001277"
2012-04-28,"-13612,5954570132"
2012-04-29,"-13368,3482201425"
2012-04-30,"-125377,715206546"
2012-05-01,"-2699,67561185915"
2012-05-02,"10133,6239391804"
2012-05-03,"8019,63556855272"
2012-05-04,"6199,7189900673"
2012-05-05,"-1462,04857600304"
2012-05-06,"-108055,88345844"
2012-05-07,"-2109,20331747944"
2012-05-08,"-18733,4816641235"
2012-05-09,"6380,04317465572"
2012-05-10,"399,551117407504"
2012-05-11,"-35698,409751386"
2012-05-12,"116370,87512958"
2012-05-13,"-43682,5975409019"
2012-05-14,"-16845,2651915459"
2012-05-15,"-12213,190125079"
2012-05-16,"-34574,0125020925"
2012-05-17,"-53598,1880993214"
2012-05-18,"-68891,10349734"
2012-05-19,"-1399,8780400454"
2012-05-20,"-149632,483829358"
2012-05-21,"-119179,719310265"
2012-05-22,"-15682,5449089138"
2012-05-23,"15927,0528203378"
2012-05-24,"-114970,023253242"
2012-05-25,"6229,68960615849"
2012-05-26,"-114577,939574754"
2012-05-27,"9580,99608530449"
2012-05-28,"-2497,77928206901"
2012-05-29,"-1185,72438290511"
2012-05-30,"-1690,61357916874"
2012-05-31,"-188559,662921368"
2012-06-01,"28165,4558246712"
2012-06-02,"5863,3348826262"
2012-06-03,"4302,53054044995"
2012-06-04,"1773,06013503338"
2012-06-05,"48178,5825235546"
2012-06-06,"33014,3283703938"
2012-06-07,"42550,0858603468"
2012-06-08,"54986,3724363362"
2012-06-09,"26778,3645888474"
2012-06-10,"2466,95266599646"
2012-06-11,"37953,9709490822"
2012-06-12,"52681,5478238172"
2012-06-13,"71812,3214944557"
2012-06-14,"16231,7787878789"
2012-06-15,"152639,422810674"
2012-06-16,"117691,767423755"
2012-06-17,"71150,0571015276"
2012-06-18,"34950,9036540226"
2012-06-19,"51853,2203020344"
2012-06-20,"9513,17899396121"
2012-06-21,"80362,5405437082"
2012-06-22,"70522,0485400797"
2012-06-23,"22016,6839288824"
2012-06-24,"14815,2261647753"
2012-06-25,"-10075,1750620485"
2012-06-26,"53370,64649255"
2012-06-27,"47148,1664881542"
2012-06-28,"43460,4437231342"
2012-06-29,"33855,0800886482"
2012-06-30,"28430,4679091607"
2012-07-01,"15822,7548238261"
2012-07-02,"59544,3986675382"
2012-07-03,"-4989,53589183804"
2012-07-04,"27961,6855826302"
2012-07-05,"39330,4313384115"
2012-07-06,"20961,7563955208"
2012-07-07,"-51498,393470207"
2012-07-08,"55019,7366264018"
2012-07-09,"50217,3197518073"
2012-07-10,"-402659,459574598"
2012-07-11,"92890,2107409014"
2012-07-12,"59488,6539047799"
2012-07-13,"205724,835689114"
2012-07-14,"-323373,35318387"
2012-07-15,"24772,2263239889"
2012-07-16,"238615,831383918"
2012-07-17,"496408,125090845"
2012-07-18,"293945,693436973"
2012-07-19,"267100,206555725"
2012-07-20,"-16113,4208861561"
2012-07-21,"167125,517039558"
2012-07-22,"76720,9372235863"
2012-07-23,"70088,8926685729"
2012-07-24,"71208,5742691862"
2012-07-25,"43479,1782518515"
2012-07-26,"171723,952719363"
2012-07-27,"111577,696840921"
2012-07-28,"93447,3613576546"
2012-07-29,"94064,1962816153"
2012-07-30,"99902,819398521"
2012-07-31,"227008,278796075"
2012-08-01,"156444,705143453"
2012-08-02,"426130,571032363"
2012-08-03,"348047,003196096"
2012-08-04,"277816,456974835"
2012-08-05,"196200,545727336"
2012-08-06,"228226,66390022"
2012-08-07,"98400,518071717"
2012-08-08,"312940,742542998"
2012-08-09,"220054,06489155"
2012-08-10,"142331,68814713"
2012-08-11,"107195,105891514"
2012-08-12,"112889,214619294"
2012-08-13,"199672,975265209"
2012-08-14,"275589,649282112"
2012-08-15,"311731,48252992"
2012-08-16,"510905,606022981"
2012-08-17,"816947,950847736"
2012-08-18,"-45647,918808716"
2012-08-19,"-465462,316276533"
2012-08-20,"297630,855837795"
2012-08-21,"27589,5732015743"
2012-08-22,"63307,4217090928"
2012-08-23,"24300,8914497405"
2012-08-24,"90510,4961251598"
2012-08-25,"145782,487245074"
2012-08-26,"71888,2372655623"
2012-08-27,"641869,417545743"
2012-08-28,"161684,766500956"
2012-08-29,"38533,5343845223"
2012-08-30,"-848,579352233864"
2012-08-31,"568609,730625176"
2012-09-01,"-217726,270132231"
2012-09-02,"10151,6498138033"
2012-09-03,"44061,2429592993"
2012-09-04,"85417,5489588706"
2012-09-05,"123305,636262812"
2012-09-06,"140190,103839211"
2012-09-07,"75310,2586084369"
2012-09-08,"57561,4587336391"
2012-09-09,"141639,707968554"
2012-09-10,"892842,137824272"
2012-09-11,"33895,9141771272"
2012-09-12,"155173,852762288"
2012-09-13,"92014,5278961282"
2012-09-14,"125449,981813932"
2012-09-15,"164555,634639907"
2012-09-16,"133973,829381645"
2012-09-17,"143105,344613034"
2012-09-18,"156596,240030793"
2012-09-19,"345604,649787194"
2012-09-20,"424264,904974063"
2012-09-21,"126783,668209061"
2012-09-22,"81566,2866717146"
2012-09-23,"20936,2216057154"
2012-09-24,"82693,0509061174"
2012-09-25,"105181,919498029"
2012-09-26,"110600,426330517"
2012-09-27,"159742,960879876"
2012-09-28,"141343,490911804"
2012-09-29,"142129,063394589"
2012-09-30,"79425,8340113302"
2012-10-01,"74852,8550804353"
2012-10-02,"170209,045570122"
2012-10-03,"221943,257682959"
2012-10-04,"191023,119309501"
2012-10-05,"63903,5072647729"
2012-10-06,"22224,5329489151"
2012-10-07,"-79629,1674749675"
2012-10-08,"2040,37457309978"
2012-10-09,"22077,4666830124"
2012-10-10,"36758,8477803928"
