Date,transactions/contract_calls_internal_count
2018-10-11,576830.0
2018-10-12,510846.0
2018-10-13,513689.0
2018-10-14,553461.0
2018-10-15,554995.0
2018-10-16,521959.0
2018-10-17,527229.0
2018-10-18,570318.0
2018-10-19,462502.0
2018-10-20,621637.0
2018-10-21,548971.0
2018-10-22,575176.0
2018-10-23,535670.0
2018-10-24,406470.0
2018-10-25,463974.0
2018-10-26,487563.0
2018-10-27,536455.0
2018-10-28,638481.0
2018-10-29,514415.0
2018-10-30,542329.0
2018-10-31,526619.0
2018-11-01,527862.0
2018-11-02,495834.0
2018-11-03,575074.0
2018-11-04,628410.0
2018-11-05,470498.0
2018-11-06,548162.0
2018-11-07,599129.0
2018-11-08,591293.0
2018-11-09,557169.0
2018-11-10,680299.0
2018-11-11,572824.0
2018-11-12,491794.0
2018-11-13,535419.0
2018-11-14,611768.0
2018-11-15,550278.0
2018-11-16,530382.0
2018-11-17,552794.0
2018-11-18,530691.0
2018-11-19,597677.0
2018-11-20,665198.0
2018-11-21,582818.0
2018-11-22,522498.0
2018-11-23,483603.0
2018-11-24,592283.0
2018-11-25,660610.0
2018-11-26,666828.0
2018-11-27,602754.0
2018-11-28,579474.0
2018-11-29,1069897.0
2018-11-30,847361.0
2018-12-01,857358.0
2018-12-02,806024.0
2018-12-03,802289.0
2018-12-04,753204.0
2018-12-05,936848.0
2018-12-06,865639.0
2018-12-07,866182.0
2018-12-08,719893.0
2018-12-09,714487.0
2018-12-10,715656.0
2018-12-11,782305.0
2018-12-12,642543.0
2018-12-13,665490.0
2018-12-14,628888.0
2018-12-15,634212.0
2018-12-16,771367.0
2018-12-17,661433.0
2018-12-18,667311.0
2018-12-19,633056.0
2018-12-20,706992.0
2018-12-21,595546.0
2018-12-22,687561.0
2018-12-23,630077.0
2018-12-24,638406.0
2018-12-25,1005566.0
2018-12-26,638333.0
2018-12-27,627154.0
2018-12-28,760014.0
2018-12-29,713122.0
2018-12-30,660676.0
2018-12-31,641523.0
2019-01-01,579675.0
2019-01-02,636342.0
2019-01-03,750991.0
2019-01-04,749737.0
2019-01-05,841516.0
2019-01-06,740348.0
2019-01-07,682251.0
2019-01-08,680481.0
2019-01-09,657463.0
2019-01-10,667221.0
2019-01-11,633319.0
2019-01-12,599323.0
2019-01-13,589083.0
2019-01-14,502508.0
2019-01-15,536051.0
2019-01-16,553906.0
2019-01-17,656152.0
2019-01-18,566761.0
2019-01-19,592627.0
2019-01-20,624562.0
2019-01-21,522496.0
2019-01-22,500958.0
2019-01-23,458851.0
2019-01-24,557475.0
2019-01-25,518962.0
2019-01-26,620149.0
2019-01-27,642204.0
2019-01-28,593919.0
2019-01-29,590760.0
2019-01-30,551221.0
2019-01-31,523482.0
2019-02-01,501871.0
2019-02-02,536517.0
2019-02-03,566258.0
2019-02-04,528778.0
2019-02-05,495131.0
2019-02-06,525887.0
2019-02-07,526897.0
2019-02-08,610817.0
2019-02-09,550626.0
2019-02-10,519460.0
2019-02-11,489486.0
2019-02-12,488734.0
2019-02-13,431589.0
2019-02-14,476610.0
2019-02-15,440864.0
2019-02-16,483080.0
2019-02-17,478993.0
2019-02-18,540496.0
2019-02-19,517738.0
2019-02-20,501561.0
2019-02-21,511276.0
2019-02-22,505421.0
2019-02-23,537860.0
2019-02-24,518904.0
2019-02-25,443392.0
2019-02-26,589360.0
2019-02-27,529249.0
2019-02-28,454382.0
2019-03-01,765518.0
2019-03-02,714282.0
2019-03-03,760200.0
2019-03-04,755961.0
2019-03-05,795356.0
2019-03-06,721185.0
2019-03-07,731157.0
2019-03-08,845602.0
2019-03-09,859817.0
2019-03-10,769675.0
2019-03-11,790048.0
2019-03-12,838154.0
2019-03-13,757336.0
2019-03-14,747700.0
2019-03-15,755169.0
2019-03-16,698911.0
2019-03-17,686887.0
2019-03-18,768340.0
2019-03-19,699636.0
2019-03-20,673428.0
2019-03-21,791001.0
2019-03-22,727516.0
2019-03-23,694786.0
2019-03-24,768559.0
2019-03-25,800429.0
2019-03-26,847778.0
2019-03-27,840093.0
2019-03-28,720946.0
2019-03-29,703751.0
2019-03-30,791807.0
2019-03-31,694347.0
2019-04-01,707359.0
2019-04-02,862071.0
2019-04-03,784177.0
2019-04-04,708870.0
2019-04-05,793228.0
2019-04-06,689562.0
2019-04-07,672433.0
2019-04-08,823550.0
2019-04-09,761440.0
2019-04-10,745396.0
2019-04-11,748254.0
2019-04-12,759115.0
2019-04-13,711909.0
2019-04-14,811540.0
2019-04-15,624921.0
2019-04-16,688820.0
2019-04-17,760465.0
2019-04-18,715551.0
2019-04-19,742425.0
2019-04-20,665440.0
2019-04-21,641921.0
2019-04-22,764100.0
2019-04-23,785248.0
2019-04-24,926135.0
2019-04-25,768774.0
2019-04-26,694570.0
2019-04-27,550228.0
2019-04-28,651346.0
2019-04-29,661978.0
2019-04-30,707779.0
2019-05-01,692175.0
2019-05-02,667842.0
2019-05-03,775547.0
2019-05-04,805025.0
2019-05-05,751474.0
2019-05-06,700709.0
2019-05-07,583847.0
2019-05-08,863702.0
2019-05-09,911534.0
2019-05-10,804808.0
2019-05-11,941748.0
2019-05-12,898406.0
2019-05-13,769161.0
2019-05-14,890129.0
2019-05-15,884854.0
2019-05-16,768360.0
2019-05-17,680931.0
2019-05-18,621438.0
2019-05-19,888659.0
2019-05-20,696819.0
2019-05-21,788547.0
2019-05-22,734268.0
2019-05-23,842073.0
2019-05-24,844725.0
2019-05-25,851058.0
2019-05-26,1020100.0
2019-05-27,853034.0
2019-05-28,903898.0
2019-05-29,1054728.0
2019-05-30,982658.0
2019-05-31,959130.0
2019-06-01,833651.0
2019-06-02,868782.0
2019-06-03,862236.0
2019-06-04,959328.0
2019-06-05,877336.0
2019-06-06,992305.0
2019-06-07,947308.0
2019-06-08,663914.0
2019-06-09,944609.0
2019-06-10,632890.0
2019-06-11,765091.0
2019-06-12,912132.0
2019-06-13,916685.0
2019-06-14,974411.0
2019-06-15,809504.0
2019-06-16,1006254.0
2019-06-17,731049.0
2019-06-18,850078.0
2019-06-19,848073.0
2019-06-20,708542.0
2019-06-21,978898.0
2019-06-22,1042690.0
2019-06-23,833906.0
2019-06-24,818294.0
2019-06-25,689539.0
2019-06-26,990615.0
2019-06-27,855087.0
2019-06-28,676705.0
2019-06-29,783390.0
2019-06-30,719354.0
2019-07-01,660039.0
2019-07-02,728903.0
2019-07-03,927598.0
2019-07-04,899940.0
2019-07-05,691802.0
2019-07-06,802169.0
2019-07-07,845265.0
2019-07-08,683522.0
2019-07-09,917590.0
2019-07-10,912763.0
2019-07-11,652584.0
2019-07-12,762389.0
2019-07-13,754177.0
2019-07-14,976658.0
2019-07-15,960668.0
2019-07-16,638497.0
2019-07-17,825235.0
2019-07-18,917085.0
2019-07-19,677171.0
2019-07-20,834060.0
2019-07-21,808304.0
2019-07-22,799079.0
2019-07-23,829039.0
2019-07-24,639945.0
2019-07-25,616251.0
2019-07-26,1132893.0
2019-07-27,1087163.0
2019-07-28,1051912.0
2019-07-29,939088.0
2019-07-30,982148.0
2019-07-31,1120531.0
2019-08-01,775195.0
2019-08-02,914322.0
2019-08-03,762372.0
2019-08-04,946525.0
2019-08-05,1101541.0
2019-08-06,1169387.0
2019-08-07,1117245.0
2019-08-08,1154165.0
2019-08-09,1083151.0
2019-08-10,837659.0
2019-08-11,859216.0
2019-08-12,874605.0
2019-08-13,912473.0
2019-08-14,994047.0
2019-08-15,986202.0
2019-08-16,947105.0
2019-08-17,860665.0
2019-08-18,949123.0
2019-08-19,697558.0
2019-08-20,797479.0
2019-08-21,989879.0
2019-08-22,857736.0
2019-08-23,779624.0
2019-08-24,879358.0
2019-08-25,784085.0
2019-08-26,689631.0
2019-08-27,944845.0
2019-08-28,1072545.0
2019-08-29,1015970.0
2019-08-30,895659.0
2019-08-31,882371.0
2019-09-01,840306.0
2019-09-02,844355.0
2019-09-03,761137.0
2019-09-04,888241.0
2019-09-05,721302.0
2019-09-06,802688.0
2019-09-07,779189.0
2019-09-08,747286.0
2019-09-09,659498.0
2019-09-10,657411.0
2019-09-11,749059.0
2019-09-12,689259.0
2019-09-13,793975.0
2019-09-14,819920.0
2019-09-15,780700.0
2019-09-16,766071.0
2019-09-17,854013.0
2019-09-18,852822.0
2019-09-19,887484.0
2019-09-20,920148.0
2019-09-21,972242.0
2019-09-22,1019299.0
2019-09-23,925249.0
2019-09-24,1071743.0
2019-09-25,962013.0
2019-09-26,895843.0
2019-09-27,889862.0
2019-09-28,901071.0
2019-09-29,825833.0
2019-09-30,911179.0
2019-10-01,1201717.0
2019-10-02,1046179.0
2019-10-03,928172.0
2019-10-04,959303.0
2019-10-05,731716.0
2019-10-06,1038665.0
2019-10-07,863936.0
2019-10-08,868206.0
2019-10-09,1197445.0
2019-10-10,936871.0
2019-10-11,918037.0
2019-10-12,758311.0
2019-10-13,849631.0
2019-10-14,865725.0
2019-10-15,834006.0
2019-10-16,1020198.0
2019-10-17,1035552.0
2019-10-18,830807.0
2019-10-19,906422.0
2019-10-20,646040.0
2019-10-21,749982.0
2019-10-22,825794.0
2019-10-23,1101000.0
2019-10-24,1005832.0
2019-10-25,1003621.0
2019-10-26,922672.0
2019-10-27,758158.0
2019-10-28,806032.0
2019-10-29,1144374.0
2019-10-30,1586124.0
2019-10-31,662135.0
2019-11-01,706390.0
2019-11-02,1070881.0
2019-11-03,1369342.0
2019-11-04,1191969.0
2019-11-05,974954.0
2019-11-06,947637.0
2019-11-07,808751.0
2019-11-08,1988114.0
2019-11-09,2231203.0
2019-11-10,1722707.0
2019-11-11,1105112.0
2019-11-12,1031787.0
2019-11-13,1101128.0
2019-11-14,1709957.0
2019-11-15,1816230.0
2019-11-16,1207686.0
2019-11-17,1232150.0
2019-11-18,1144580.0
2019-11-19,1154411.0
2019-11-20,1305090.0
2019-11-21,953350.0
2019-11-22,1322771.0
2019-11-23,998299.0
2019-11-24,1139090.0
2019-11-25,1278564.0
2019-11-26,861230.0
2019-11-27,1111408.0
2019-11-28,1157239.0
2019-11-29,958835.0
2019-11-30,920569.0
2019-12-01,1011268.0
2019-12-02,970897.0
2019-12-03,949205.0
2019-12-04,968240.0
2019-12-05,850428.0
2019-12-06,596149.0
2019-12-07,675602.0
2019-12-08,936302.0
2019-12-09,808806.0
2019-12-10,931998.0
2019-12-11,893860.0
2019-12-12,876344.0
2019-12-13,759978.0
2019-12-14,730185.0
2019-12-15,742686.0
2019-12-16,837631.0
2019-12-17,1030866.0
2019-12-18,1054770.0
2019-12-19,811817.0
2019-12-20,748226.0
2019-12-21,659735.0
2019-12-22,655622.0
2019-12-23,732542.0
2019-12-24,701038.0
2019-12-25,736104.0
2019-12-26,694270.0
2019-12-27,756139.0
2019-12-28,634396.0
2019-12-29,641484.0
2019-12-30,668326.0
2019-12-31,729349.0
2020-01-01,783416.0
2020-01-02,848221.0
2020-01-03,829182.0
2020-01-04,712262.0
2020-01-05,792038.0
2020-01-06,1026598.0
2020-01-07,1015456.0
2020-01-08,1004822.0
2020-01-09,773501.0
2020-01-10,1088331.0
2020-01-11,795449.0
2020-01-12,749201.0
2020-01-13,971890.0
2020-01-14,1149606.0
2020-01-15,1257267.0
2020-01-16,1067495.0
2020-01-17,1156468.0
2020-01-18,956808.0
2020-01-19,976141.0
2020-01-20,824799.0
2020-01-21,910484.0
2020-01-22,1047058.0
2020-01-23,915181.0
2020-01-24,1118764.0
2020-01-25,1012594.0
2020-01-26,1026900.0
2020-01-27,998571.0
2020-01-28,1168764.0
2020-01-29,1354603.0
2020-01-30,1216165.0
2020-01-31,1158403.0
2020-02-01,983681.0
2020-02-02,951739.0
2020-02-03,1160927.0
2020-02-04,2055552.0
2020-02-05,1917119.0
2020-02-06,1944321.0
2020-02-07,1716809.0
2020-02-08,1204665.0
2020-02-09,1123571.0
2020-02-10,1151559.0
2020-02-11,1200657.0
2020-02-12,1655633.0
2020-02-13,1472922.0
2020-02-14,1366023.0
2020-02-15,1173770.0
2020-02-16,1562727.0
2020-02-17,1314738.0
2020-02-18,1276501.0
2020-02-19,1372199.0
2020-02-20,1228559.0
2020-02-21,1102195.0
2020-02-22,889012.0
2020-02-23,885451.0
2020-02-24,1070045.0
2020-02-25,1221157.0
2020-02-26,1546508.0
2020-02-27,1452520.0
2020-02-28,1277174.0
2020-02-29,1073166.0
2020-03-01,1120805.0
2020-03-02,1110994.0
2020-03-03,1059993.0
2020-03-04,1096879.0
2020-03-05,1193665.0
2020-03-06,1214041.0
2020-03-07,1084042.0
2020-03-08,1517126.0
2020-03-09,1709699.0
2020-03-10,1261584.0
2020-03-11,1462575.0
2020-03-12,2538862.0
2020-03-13,2022023.0
2020-03-14,1327601.0
2020-03-15,1461880.0
2020-03-16,1829196.0
2020-03-17,1307818.0
2020-03-18,1216110.0
2020-03-19,1476659.0
2020-03-20,1429850.0
2020-03-21,927007.0
2020-03-22,1005291.0
2020-03-23,995468.0
2020-03-24,1071684.0
2020-03-25,1120671.0
2020-03-26,1043585.0
2020-03-27,1009542.0
2020-03-28,1091036.0
2020-03-29,896816.0
2020-03-30,1003106.0
2020-03-31,1009461.0
2020-04-01,1126099.0
2020-04-02,1165232.0
2020-04-03,1019057.0
2020-04-04,950167.0
2020-04-05,897613.0
2020-04-06,1343276.0
2020-04-07,1358360.0
2020-04-08,1214684.0
2020-04-09,1200187.0
2020-04-10,1383668.0
2020-04-11,1260723.0
2020-04-12,1403343.0
2020-04-13,1074263.0
2020-04-14,1060532.0
2020-04-15,1176194.0
2020-04-16,1373141.0
2020-04-17,1145019.0
2020-04-18,1136258.0
2020-04-19,1156495.0
2020-04-20,1153837.0
2020-04-21,1036232.0
2020-04-22,1115406.0
2020-04-23,1224519.0
2020-04-24,1041302.0
2020-04-25,1026010.0
2020-04-26,1199024.0
2020-04-27,1069354.0
2020-04-28,996170.0
2020-04-29,1287566.0
2020-04-30,1139998.0
2020-05-01,1117513.0
2020-05-02,1028579.0
2020-05-03,1076590.0
2020-05-04,1319218.0
2020-05-05,1031008.0
2020-05-06,1127297.0
2020-05-07,1122619.0
2020-05-08,1215610.0
2020-05-09,1059411.0
2020-05-10,1262879.0
2020-05-11,1097269.0
2020-05-12,1002620.0
2020-05-13,1099115.0
2020-05-14,1012487.0
2020-05-15,906151.0
2020-05-16,989920.0
2020-05-17,1340271.0
2020-05-18,1308097.0
2020-05-19,1182016.0
2020-05-20,1194108.0
2020-05-21,1091319.0
2020-05-22,1139711.0
2020-05-23,1286491.0
2020-05-24,1226536.0
2020-05-25,1058703.0
2020-05-26,1069206.0
2020-05-27,1051747.0
2020-05-28,1167870.0
2020-05-29,1170745.0
2020-05-30,1156672.0
2020-05-31,1018658.0
2020-06-01,981635.0
2020-06-02,1089013.0
2020-06-03,1040136.0
2020-06-04,994484.0
2020-06-05,957212.0
2020-06-06,887994.0
2020-06-07,966414.0
2020-06-08,914298.0
2020-06-09,997430.0
2020-06-10,1181415.0
2020-06-11,1199508.0
2020-06-12,1099578.0
2020-06-13,1017735.0
2020-06-14,1171404.0
2020-06-15,1185535.0
2020-06-16,1154917.0
2020-06-17,1194926.0
2020-06-18,1254412.0
2020-06-19,1622127.0
2020-06-20,1736134.0
2020-06-21,1802054.0
2020-06-22,1766508.0
2020-06-23,1660719.0
2020-06-24,1906766.0
2020-06-25,1598608.0
2020-06-26,1624800.0
2020-06-27,1642054.0
2020-06-28,1397267.0
2020-06-29,1344005.0
2020-06-30,1236334.0
2020-07-01,1520952.0
2020-07-02,1664917.0
2020-07-03,1769680.0
2020-07-04,1575757.0
2020-07-05,1428814.0
2020-07-06,1528777.0
2020-07-07,1491068.0
2020-07-08,1709074.0
2020-07-09,1600781.0
2020-07-10,1443574.0
2020-07-11,1424765.0
2020-07-12,1623685.0
2020-07-13,1690486.0
2020-07-14,1490017.0
2020-07-15,1485197.0
2020-07-16,1351971.0
2020-07-17,1561851.0
2020-07-18,1932914.0
2020-07-19,2257639.0
2020-07-20,2159351.0
2020-07-21,1973785.0
2020-07-22,2081422.0
2020-07-23,2063184.0
2020-07-24,2103606.0
2020-07-25,2232035.0
2020-07-26,2289251.0
2020-07-27,2172735.0
2020-07-28,1873169.0
2020-07-29,2073871.0
2020-07-30,2025607.0
2020-07-31,2059548.0
2020-08-01,2112033.0
2020-08-02,2033738.0
2020-08-03,2014546.0
2020-08-04,1896382.0
2020-08-05,1998791.0
2020-08-06,1840508.0
2020-08-07,2025561.0
2020-08-08,2182274.0
2020-08-09,2395432.0
2020-08-10,2475893.0
2020-08-11,2357210.0
2020-08-12,2856315.0
2020-08-13,2524343.0
2020-08-14,2687082.0
2020-08-15,2428786.0
2020-08-16,2394703.0
2020-08-17,2385627.0
2020-08-18,2654128.0
2020-08-19,2689435.0
2020-08-20,2860780.0
2020-08-21,2868597.0
2020-08-22,2632498.0
2020-08-23,2570971.0
2020-08-24,2727277.0
2020-08-25,2496616.0
2020-08-26,2718329.0
2020-08-27,2529272.0
2020-08-28,2818671.0
2020-08-29,2996317.0
2020-08-30,3223867.0
2020-08-31,3026679.0
2020-09-01,3170688.0
2020-09-02,3173008.0
2020-09-03,3196779.0
2020-09-04,3016828.0
2020-09-05,3431140.0
2020-09-06,3124659.0
2020-09-07,2885610.0
2020-09-08,3011248.0
2020-09-09,3218280.0
2020-09-10,3390201.0
2020-09-11,3428023.0
2020-09-12,3455225.0
2020-09-13,3391976.0
2020-09-14,3368666.0
2020-09-15,3379430.0
2020-09-16,3327321.0
2020-09-17,2557640.0
2020-09-18,2893862.0
2020-09-19,3372822.0
2020-09-20,3529853.0
2020-09-21,3108136.0
2020-09-22,3090955.0
2020-09-23,3207918.0
2020-09-24,3110543.0
2020-09-25,3241457.0
2020-09-26,3072267.0
2020-09-27,2993366.0
2020-09-28,2793436.0
2020-09-29,2801854.0
2020-09-30,2800728.0
2020-10-01,2962533.0
2020-10-02,3088634.0
2020-10-03,2855066.0
2020-10-04,2971539.0
2020-10-05,3044951.0
2020-10-06,3163221.0
2020-10-07,3044665.0
2020-10-08,2867215.0
2020-10-09,2839957.0
2020-10-10,2755398.0
2020-10-11,2728760.0
2020-10-12,2778345.0
2020-10-13,2634924.0
2020-10-14,2660857.0
2020-10-15,2657652.0
2020-10-16,2495761.0
2020-10-17,2569018.0
2020-10-18,2615894.0
2020-10-19,2796747.0
2020-10-20,2835205.0
2020-10-21,2897160.0
2020-10-22,2892007.0
2020-10-23,2604924.0
2020-10-24,2556797.0
2020-10-25,2459360.0
2020-10-26,2912932.0
2020-10-27,2764304.0
2020-10-28,2953847.0
2020-10-29,3005389.0
2020-10-30,2945067.0
2020-10-31,2762708.0
2020-11-01,2688715.0
2020-11-02,2710637.0
2020-11-03,2762925.0
2020-11-04,2687547.0
2020-11-05,2867230.0
2020-11-06,2780112.0
2020-11-07,2895556.0
2020-11-08,2548595.0
2020-11-09,2631419.0
2020-11-10,2718240.0
2020-11-11,2538021.0
2020-11-12,2456997.0
2020-11-13,2676771.0
2020-11-14,2743320.0
2020-11-15,2842610.0
2020-11-16,2776306.0
2020-11-17,3026560.0
2020-11-18,2939016.0
2020-11-19,3123785.0
2020-11-20,2947986.0
2020-11-21,3049453.0
2020-11-22,3118374.0
2020-11-23,2787978.0
2020-11-24,2773541.0
2020-11-25,2812838.0
2020-11-26,3078633.0
2020-11-27,2560771.0
2020-11-28,2572184.0
2020-11-29,2590246.0
2020-11-30,2947861.0
2020-12-01,2957411.0
2020-12-02,3033776.0
2020-12-03,3111507.0
2020-12-04,3035505.0
2020-12-05,3051855.0
2020-12-06,3157508.0
2020-12-07,3030325.0
2020-12-08,3210060.0
2020-12-09,3181730.0
2020-12-10,3112612.0
2020-12-11,3071076.0
2020-12-12,2972185.0
2020-12-13,2891246.0
2020-12-14,2958639.0
2020-12-15,2776193.0
2020-12-16,2861756.0
2020-12-17,2698554.0
2020-12-18,3036170.0
2020-12-19,3084389.0
2020-12-20,3105470.0
2020-12-21,2990940.0
2020-12-22,3123995.0
2020-12-23,2869590.0
2020-12-24,2875264.0
2020-12-25,3071706.0
2020-12-26,3242072.0
2020-12-27,3104626.0
2020-12-28,3050249.0
2020-12-29,2826813.0
2020-12-30,2876260.0
2020-12-31,2827366.0
2021-01-01,3070254.0
2021-01-02,2963636.0
2021-01-03,2756753.0
2021-01-04,2498504.0
2021-01-05,2714180.0
2021-01-06,2661058.0
2021-01-07,2516343.0
2021-01-08,2580789.0
2021-01-09,2678429.0
2021-01-10,2769721.0
2021-01-11,2662338.0
2021-01-12,2752351.0
2021-01-13,2955170.0
2021-01-14,2898434.0
2021-01-15,2776545.0
2021-01-16,3009700.0
2021-01-17,3052932.0
2021-01-18,2962594.0
2021-01-19,2961633.0
2021-01-20,2827962.0
2021-01-21,2939213.0
2021-01-22,2904229.0
2021-01-23,3181362.0
2021-01-24,3315654.0
2021-01-25,3257006.0
2021-01-26,3034848.0
2021-01-27,3067469.0
2021-01-28,3075841.0
2021-01-29,2856441.0
2021-01-30,2846672.0
2021-01-31,3063030.0
2021-02-01,2847828.0
2021-02-02,2841898.0
2021-02-03,2769519.0
2021-02-04,2775666.0
2021-02-05,2763650.0
2021-02-06,2773992.0
2021-02-07,2832379.0
2021-02-08,2763866.0
2021-02-09,2727591.0
2021-02-10,2679316.0
2021-02-11,2894638.0
2021-02-12,2954852.0
2021-02-13,2965412.0
2021-02-14,3013199.0
2021-02-15,2879034.0
2021-02-16,2760287.0
2021-02-17,2951048.0
2021-02-18,2870448.0
2021-02-19,2710858.0
